,"(mm) Precipitation (CHIRPS) at Batticaloa, 2007-01-01 to 2025-12-31"
"2013-07-29",0
"2013-07-30",0
"2013-07-31",0
"2013-08-01",0
"2013-08-02",0
"2013-08-03",5.0814
"2013-08-04",12.812
"2013-08-05",3.4091
"2013-08-06",0
"2013-08-07",0
"2013-08-08",4.2208
"2013-08-09",5.9251
"2013-08-10",20.0272
"2013-08-11",6.3478
"2013-08-12",13.4651
"2013-08-13",5.7589
"2013-08-14",6.1711
"2013-08-15",0
"2013-08-16",0.0673
"2013-08-17",0
"2013-08-18",0
"2013-08-19",0
"2013-08-20",0
"2013-08-21",0
"2013-08-22",0
"2013-08-23",0
"2013-08-24",0
"2013-08-25",0
"2013-08-26",2.6283
"2013-08-27",0.3698
"2013-08-28",0
"2013-08-29",0
"2013-08-30",0
"2013-08-31",2.8381
"2013-09-01",4.5794
"2013-09-02",2.5429
"2013-09-03",0.961
"2013-09-04",0
"2013-09-05",4.0236
"2013-09-06",12.7673
"2013-09-07",22.8253
"2013-09-08",0.8015
"2013-09-09",0.2555
"2013-09-10",6.5805
"2013-09-11",0.4012
"2013-09-12",16.4558
"2013-09-13",0.1844
"2013-09-14",4.865
"2013-09-15",1.99
"2013-09-16",0
"2013-09-17",0
"2013-09-18",2.2294
"2013-09-19",1.7255
"2013-09-20",0
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0
"2013-09-29",0
"2013-09-30",0
"2013-10-01",0.3154
"2013-10-02",0
"2013-10-03",0
"2013-10-04",0
"2013-10-05",0.3046
"2013-10-06",0
"2013-10-07",0
"2013-10-08",0
"2013-10-09",0.0589
"2013-10-10",6.3199
"2013-10-11",0
"2013-10-12",0
"2013-10-13",0
"2013-10-14",7.495
"2013-10-15",0.1337
"2013-10-16",6.7611
"2013-10-17",4.8263
"2013-10-18",26.8276
"2013-10-19",15.5682
"2013-10-20",6.1528
"2013-10-21",0.598
"2013-10-22",0
"2013-10-23",0.3055
"2013-10-24",0
"2013-10-25",3.3113
"2013-10-26",0
"2013-10-27",0
"2013-10-28",2.4435
"2013-10-29",0
"2013-10-30",0.2946
"2013-10-31",0
"2013-11-01",0.5205
"2013-11-02",8.1571
"2013-11-03",17.0747
"2013-11-04",2.0638
"2013-11-05",0
"2013-11-06",0
"2013-11-07",14.5188
"2013-11-08",0
"2013-11-09",0
"2013-11-10",0
"2013-11-11",9.8766
"2013-11-12",0
"2013-11-13",3.2628
"2013-11-14",1.0901
"2013-11-15",17.5381
"2013-11-16",0.1574
"2013-11-17",0
"2013-11-18",0.107
"2013-11-19",13.7291
"2013-11-20",0.4057
"2013-11-21",0.0508
"2013-11-22",0
"2013-11-23",14.5113
"2013-11-24",11.2286
"2013-11-25",0
"2013-11-26",3.3652
"2013-11-27",4.4906
"2013-11-28",3.8484
"2013-11-29",2.7706
"2013-11-30",12.7824
"2013-12-01",36.4909
"2013-12-02",31.8879
"2013-12-03",22.9466
"2013-12-04",37.4866
"2013-12-05",16.9526
"2013-12-06",4.1679
"2013-12-07",12.8073
"2013-12-08",1.3428
"2013-12-09",0.0084
"2013-12-10",0
"2013-12-11",0.3005
"2013-12-12",0
"2013-12-13",0
"2013-12-14",3.7519
"2013-12-15",13.3109
"2013-12-16",4.7644
"2013-12-17",2.6695
"2013-12-18",0.4639
"2013-12-19",6.2707
"2013-12-20",3.602
"2013-12-21",11.9667
"2013-12-22",0
"2013-12-23",2.8879
"2013-12-24",3.0899
"2013-12-25",2.7529
"2013-12-26",0.2071
"2013-12-27",0
"2013-12-28",0
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",7.4208
"2014-01-03",13.5885
"2014-01-04",23.2644
"2014-01-05",0
"2014-01-06",19.0512
"2014-01-07",5.8678
"2014-01-08",0
"2014-01-09",0
"2014-01-10",0
"2014-01-11",0
"2014-01-12",43.3934
"2014-01-13",0.2383
"2014-01-14",33.5756
"2014-01-15",66.5615
"2014-01-16",2.8011
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0.2374
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0
"2014-01-30",0.0917
"2014-01-31",0
"2014-02-01",0
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",0
"2014-02-09",0
"2014-02-10",0
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0
"2014-02-14",0.0423
"2014-02-15",0
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0.0205
"2014-02-19",18.2562
"2014-02-20",1.0545
"2014-02-21",0.079
"2014-02-22",0
"2014-02-23",15.589
"2014-02-24",0.691
"2014-02-25",0
"2014-02-26",0.1998
"2014-02-27",2.6731
"2014-02-28",0
"2014-03-01",0
"2014-03-02",0.071
"2014-03-03",0
"2014-03-04",0
"2014-03-05",0
"2014-03-06",0
"2014-03-07",3.0178
"2014-03-08",0
"2014-03-09",0.0829
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",0
"2014-03-15",0
"2014-03-16",0
"2014-03-17",2.2469
"2014-03-18",0.5875
"2014-03-19",9.4957
"2014-03-20",0
"2014-03-21",0
"2014-03-22",0
"2014-03-23",0
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",0
"2014-03-28",0.0074
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",0
"2014-04-02",0.3514
"2014-04-03",0
"2014-04-04",0.1471
"2014-04-05",0
"2014-04-06",0
"2014-04-07",0
"2014-04-08",0.0287
"2014-04-09",0.0406
"2014-04-10",0
"2014-04-11",0
"2014-04-12",0
"2014-04-13",0.2603
"2014-04-14",0
"2014-04-15",0
"2014-04-16",0.4876
"2014-04-17",3.19
"2014-04-18",0.4713
"2014-04-19",0
"2014-04-20",0.2275
"2014-04-21",0.7517
"2014-04-22",0.2782
"2014-04-23",0
"2014-04-24",0.3564
"2014-04-25",0.1625
"2014-04-26",0
"2014-04-27",0
"2014-04-28",9.0053
"2014-04-29",9.5095
"2014-04-30",11.3451
"2014-05-01",5.1518
"2014-05-02",3.2055
"2014-05-03",5.2232
"2014-05-04",3.6498
"2014-05-05",3.7118
"2014-05-06",0.0951
"2014-05-07",1.4108
"2014-05-08",3.9342
"2014-05-09",2.107
"2014-05-10",0.4842
"2014-05-11",0
"2014-05-12",0.5624
"2014-05-13",0
"2014-05-14",0.1077
"2014-05-15",0
"2014-05-16",0
"2014-05-17",0
"2014-05-18",0
"2014-05-19",0
"2014-05-20",0.2069
"2014-05-21",0.0025
"2014-05-22",0
"2014-05-23",0
"2014-05-24",0.3864
"2014-05-25",0.0007
"2014-05-26",0.0337
"2014-05-27",0.034
"2014-05-28",1.7948
"2014-05-29",0.7505
"2014-05-30",0.0014
"2014-05-31",0
"2014-06-01",0.1464
"2014-06-02",1.0925
"2014-06-03",1.2009
"2014-06-04",0.0533
"2014-06-05",0
"2014-06-06",0
"2014-06-07",0
"2014-06-08",1.1896
"2014-06-09",0
"2014-06-10",0
"2014-06-11",0
"2014-06-12",0.0391
"2014-06-13",0.1202
"2014-06-14",0
"2014-06-15",0.0739
"2014-06-16",0
"2014-06-17",0
"2014-06-18",0
"2014-06-19",0
"2014-06-20",0
"2014-06-21",0
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",0.0006
"2014-06-26",0
"2014-06-27",0
"2014-06-28",0.4325
"2014-06-29",0.0201
"2014-06-30",0
"2014-07-01",0
"2014-07-02",0
"2014-07-03",0
"2014-07-04",0
"2014-07-05",0.095
"2014-07-06",9.3993
"2014-07-07",0.0155
"2014-07-08",1.9601
"2014-07-09",0.1291
"2014-07-10",0.0553
"2014-07-11",0
"2014-07-12",0.068
"2014-07-13",1.0116
"2014-07-14",0.5918
"2014-07-15",0
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",0
"2014-07-20",2.0603
"2014-07-21",0
"2014-07-22",0
"2014-07-23",0
"2014-07-24",0.0589
"2014-07-25",0
"2014-07-26",0.0495
"2014-07-27",0.0103
"2014-07-28",0
"2014-07-29",0.0027
"2014-07-30",0.2417
"2014-07-31",0
"2014-08-01",1.4578
"2014-08-02",0
"2014-08-03",0
"2014-08-04",0
"2014-08-05",1.2099
"2014-08-06",4.9936
"2014-08-07",7.4893
"2014-08-08",9.2696
"2014-08-09",5.1804
"2014-08-10",0.4359
"2014-08-11",2.1416
"2014-08-12",0
"2014-08-13",0.0146
"2014-08-14",0
"2014-08-15",2.3588
"2014-08-16",11.2956
"2014-08-17",11.5531
"2014-08-18",10.3382
"2014-08-19",5.126
"2014-08-20",0.4229
"2014-08-21",2.3847
"2014-08-22",12.4829
"2014-08-23",0.0141
"2014-08-24",0.5036
"2014-08-25",0.6115
"2014-08-26",0
"2014-08-27",0
"2014-08-28",0.1507
"2014-08-29",0.0137
"2014-08-30",0.4655
"2014-08-31",0
"2014-09-01",0
"2014-09-02",0.2282
"2014-09-03",0.3764
"2014-09-04",0.0707
"2014-09-05",0
"2014-09-06",1.6669
"2014-09-07",0.0026
"2014-09-08",0
"2014-09-09",0.3263
"2014-09-10",3.7801
"2014-09-11",0.638
"2014-09-12",6.4061
"2014-09-13",0
"2014-09-14",0.7009
"2014-09-15",0.0417
"2014-09-16",0
"2014-09-17",0.1053
"2014-09-18",9.2777
"2014-09-19",0.8818
"2014-09-20",0
"2014-09-21",0
"2014-09-22",0
"2014-09-23",0.1181
"2014-09-24",0
"2014-09-25",1.1082
"2014-09-26",8.9648
"2014-09-27",1.5511
"2014-09-28",10.7994
"2014-09-29",0.3839
"2014-09-30",0
"2014-10-01",1.8082
"2014-10-02",32.6947
"2014-10-03",0.3414
"2014-10-04",14.1709
"2014-10-05",6.0164
"2014-10-06",0.0856
"2014-10-07",8.7867
"2014-10-08",11.9918
"2014-10-09",16.6665
"2014-10-10",4.5783
"2014-10-11",0.0993
"2014-10-12",0.2794
"2014-10-13",1.9911
"2014-10-14",0.7986
"2014-10-15",0.0985
"2014-10-16",1.0225
"2014-10-17",11.1279
"2014-10-18",23.6475
"2014-10-19",2.0908
"2014-10-20",18.7601
"2014-10-21",4.3262
"2014-10-22",2.6298
"2014-10-23",2.9578
"2014-10-24",0
"2014-10-25",0
"2014-10-26",0
"2014-10-27",0
"2014-10-28",0.8251
"2014-10-29",18.9463
"2014-10-30",20.1457
"2014-10-31",13.7218
"2014-11-01",6.1556
"2014-11-02",0.0126
"2014-11-03",34.8585
"2014-11-04",10.2418
"2014-11-05",3.3902
"2014-11-06",0
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0
"2014-11-10",0
"2014-11-11",4.1505
"2014-11-12",10.8339
"2014-11-13",2.0764
"2014-11-14",0.2689
"2014-11-15",0.277
"2014-11-16",40.5573
"2014-11-17",13.286
"2014-11-18",5.112
"2014-11-19",41.0021
"2014-11-20",23.2511
"2014-11-21",21.861
"2014-11-22",40.6687
"2014-11-23",32.4595
"2014-11-24",21.2749
"2014-11-25",32.2931
"2014-11-26",41.1683
"2014-11-27",28.1625
"2014-11-28",15.1307
"2014-11-29",0.018
"2014-11-30",0
"2014-12-01",0.9578
"2014-12-02",0.8008
"2014-12-03",48.3754
"2014-12-04",0
"2014-12-05",9.05
"2014-12-06",41.0765
"2014-12-07",36.6961
"2014-12-08",54.7295
"2014-12-09",1.7776
"2014-12-10",29.6377
"2014-12-11",0.3604
"2014-12-12",7.1951
"2014-12-13",0.9525
"2014-12-14",0
"2014-12-15",0
"2014-12-16",2.3708
"2014-12-17",59.9649
"2014-12-18",28.9566
"2014-12-19",48.5451
"2014-12-20",62.8193
"2014-12-21",12.0954
"2014-12-22",53.6971
"2014-12-23",56.8788
"2014-12-24",56.5152
"2014-12-25",60.374
"2014-12-26",98.443
"2014-12-27",80.5279
"2014-12-28",78.0543
"2014-12-29",0
"2014-12-30",0
"2014-12-31",2.6879
"2015-01-01",1.8764
"2015-01-02",0
"2015-01-03",0
"2015-01-04",0
"2015-01-05",1.6146
"2015-01-06",2.7505
"2015-01-07",0
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0
"2015-01-14",0.046
"2015-01-15",0
"2015-01-16",0
"2015-01-17",0
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",1.6547
"2015-01-24",0.4979
"2015-01-25",0.0951
"2015-01-26",0
"2015-01-27",0
"2015-01-28",0.4273
"2015-01-29",0.094
"2015-01-30",0
"2015-01-31",0
"2015-02-01",4.6579
"2015-02-02",1.473
"2015-02-03",50.973
"2015-02-04",0.1306
"2015-02-05",0.0352
"2015-02-06",0
"2015-02-07",0
"2015-02-08",0
"2015-02-09",10.3665
"2015-02-10",10.7524
"2015-02-11",11.6565
"2015-02-12",4.9578
"2015-02-13",3.4874
"2015-02-14",0
"2015-02-15",0
"2015-02-16",0
"2015-02-17",0
"2015-02-18",0
"2015-02-19",0
"2015-02-20",0
"2015-02-21",0
"2015-02-22",0
"2015-02-23",33.8918
"2015-02-24",16.7176
"2015-02-25",0.4473
"2015-02-26",0.0389
"2015-02-27",0.0575
"2015-02-28",0
"2015-03-01",0
"2015-03-02",0
"2015-03-03",0.8888
"2015-03-04",0.3355
"2015-03-05",0
"2015-03-06",0
"2015-03-07",0
"2015-03-08",0
"2015-03-09",0
"2015-03-10",0
"2015-03-11",0
"2015-03-12",13.3777
"2015-03-13",9.2697
"2015-03-14",8.6944
"2015-03-15",0
"2015-03-16",0
"2015-03-17",0
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",8.2736
"2015-03-27",1.3958
"2015-03-28",8.9568
"2015-03-29",3.2962
"2015-03-30",0
"2015-03-31",0
"2015-04-01",1.3318
"2015-04-02",6.1003
"2015-04-03",6.54
"2015-04-04",0
"2015-04-05",0
"2015-04-06",0
"2015-04-07",1.1174
"2015-04-08",9.2633
"2015-04-09",0
"2015-04-10",0.0243
"2015-04-11",0.0789
"2015-04-12",0.0127
"2015-04-13",4.8439
"2015-04-14",0.954
"2015-04-15",9.5023
"2015-04-16",2.9225
"2015-04-17",0
"2015-04-18",1.0387
"2015-04-19",0.1238
"2015-04-20",4.1556
"2015-04-21",0.1378
"2015-04-22",0
"2015-04-23",2.2153
"2015-04-24",0.0512
"2015-04-25",1.4861
"2015-04-26",0
"2015-04-27",0
"2015-04-28",0
"2015-04-29",0.6199
"2015-04-30",0
"2015-05-01",0.6014
"2015-05-02",0
"2015-05-03",0.1551
"2015-05-04",0.2842
"2015-05-05",2.9983
"2015-05-06",2.601
"2015-05-07",2.41
"2015-05-08",2.1468
"2015-05-09",2.4166
"2015-05-10",3.5823
"2015-05-11",8.3228
"2015-05-12",1.823
"2015-05-13",4.8252
"2015-05-14",3.4369
"2015-05-15",1.7285
"2015-05-16",2.3481
"2015-05-17",0.0599
"2015-05-18",0.906
"2015-05-19",0.0829
"2015-05-20",0
"2015-05-21",0
"2015-05-22",0
"2015-05-23",0
"2015-05-24",0
"2015-05-25",0
"2015-05-26",0
"2015-05-27",0
"2015-05-28",0.1943
"2015-05-29",0
"2015-05-30",0.2888
"2015-05-31",0.9872
"2015-06-01",0.4141
"2015-06-02",0.1386
"2015-06-03",0.4608
"2015-06-04",0.6453
"2015-06-05",0.2755
"2015-06-06",0.7226
"2015-06-07",0
"2015-06-08",0
"2015-06-09",0
"2015-06-10",0
"2015-06-11",0.1327
"2015-06-12",0.0567
"2015-06-13",0.0018
"2015-06-14",0
"2015-06-15",0.5217
"2015-06-16",0.7654
"2015-06-17",0.93
"2015-06-18",0
"2015-06-19",0.3087
"2015-06-20",0
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",0
"2015-06-27",0
"2015-06-28",0.4068
"2015-06-29",1.1223
"2015-06-30",0.4162
"2015-07-01",3.1743
"2015-07-02",0
"2015-07-03",0
"2015-07-04",0
"2015-07-05",0
"2015-07-06",0
"2015-07-07",0
"2015-07-08",0
"2015-07-09",0
"2015-07-10",0
"2015-07-11",1.6525
"2015-07-12",0
"2015-07-13",0.0993
"2015-07-14",0
"2015-07-15",0.0906
"2015-07-16",0
"2015-07-17",0.9687
"2015-07-18",0
"2015-07-19",0
"2015-07-20",0.5883
"2015-07-21",0.0154
"2015-07-22",1.0766
"2015-07-23",2.7184
"2015-07-24",2.1702
"2015-07-25",0.2016
"2015-07-26",0
"2015-07-27",0
"2015-07-28",0.0882
"2015-07-29",7.3144
"2015-07-30",0
"2015-07-31",0
"2015-08-01",0
"2015-08-02",0
"2015-08-03",0.001
"2015-08-04",0
"2015-08-05",0.3126
"2015-08-06",0
"2015-08-07",0.0404
"2015-08-08",2.4496
"2015-08-09",2.4722
"2015-08-10",0.0404
"2015-08-11",5.9705
"2015-08-12",0
"2015-08-13",0
"2015-08-14",6.8878
"2015-08-15",0.4771
"2015-08-16",15.5254
"2015-08-17",0
"2015-08-18",0
"2015-08-19",0
"2015-08-20",0
"2015-08-21",0
"2015-08-22",0
"2015-08-23",0.2552
"2015-08-24",1.8055
"2015-08-25",0
"2015-08-26",0
"2015-08-27",0
"2015-08-28",1.0072
"2015-08-29",0.5151
"2015-08-30",0.6133
"2015-08-31",0.5118
"2015-09-01",0
"2015-09-02",0.2473
"2015-09-03",0.9556
"2015-09-04",0.5021
"2015-09-05",3.1095
"2015-09-06",0.4199
"2015-09-07",4.5497
"2015-09-08",5.5479
"2015-09-09",0
"2015-09-10",5.7173
"2015-09-11",0.9644
"2015-09-12",0
"2015-09-13",0.1553
"2015-09-14",0
"2015-09-15",0
"2015-09-16",0
"2015-09-17",0
"2015-09-18",5.8724
"2015-09-19",8.7622
"2015-09-20",0
"2015-09-21",0.0163
"2015-09-22",0.0075
"2015-09-23",1.7729
"2015-09-24",1.3296
"2015-09-25",0.0916
"2015-09-26",6.7421
"2015-09-27",13.2616
"2015-09-28",6.2162
"2015-09-29",11.4549
"2015-09-30",13.1221
"2015-10-01",4.3975
"2015-10-02",3.6017
"2015-10-03",1.0996
"2015-10-04",1.8605
"2015-10-05",5.3418
"2015-10-06",2.558
"2015-10-07",0.4824
"2015-10-08",0.8365
"2015-10-09",2.0389
"2015-10-10",0.356
"2015-10-11",0.177
"2015-10-12",0
"2015-10-13",1.5718
"2015-10-14",0
"2015-10-15",0.6832
"2015-10-16",0.4139
"2015-10-17",1.7601
"2015-10-18",17.6546
"2015-10-19",0
"2015-10-20",0.7115
"2015-10-21",3.9103
"2015-10-22",15.09
"2015-10-23",24.2281
"2015-10-24",41.95
"2015-10-25",32.9357
"2015-10-26",54.2925
"2015-10-27",54.5727
"2015-10-28",27.818
"2015-10-29",22.858
"2015-10-30",32.3077
"2015-10-31",13.2504
"2015-11-01",4.0532
"2015-11-02",27.963
"2015-11-03",26.692
"2015-11-04",11.6756
"2015-11-05",27.362
"2015-11-06",21.5079
"2015-11-07",9.9581
"2015-11-08",23.4048
"2015-11-09",6.4331
"2015-11-10",0.5675
"2015-11-11",8.9396
"2015-11-12",1.1661
"2015-11-13",40.1027
"2015-11-14",50.8215
"2015-11-15",19.0003
"2015-11-16",16.8307
"2015-11-17",1.2921
"2015-11-18",0
"2015-11-19",0.1662
"2015-11-20",0
"2015-11-21",38.699
"2015-11-22",7.608
"2015-11-23",0
"2015-11-24",0.2854
"2015-11-25",0.7724
"2015-11-26",5.6378
"2015-11-27",3.1331
"2015-11-28",23.8605
"2015-11-29",21.6316
"2015-11-30",23.8906
"2015-12-01",17.802
"2015-12-02",17.4305
"2015-12-03",24.8788
"2015-12-04",26.7025
"2015-12-05",31.2513
"2015-12-06",12.1678
"2015-12-07",8.8446
"2015-12-08",28.9267
"2015-12-09",5.2912
"2015-12-10",44.4065
"2015-12-11",19.1097
"2015-12-12",22.1437
"2015-12-13",4.7175
"2015-12-14",1.8835
"2015-12-15",0.4914
"2015-12-16",0
"2015-12-17",8.0242
"2015-12-18",0.3536
"2015-12-19",4.6376
"2015-12-20",0.6149
"2015-12-21",0
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0
"2015-12-27",57.0895
"2015-12-28",0
"2015-12-29",35.4939
"2015-12-30",2.3084
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0
"2016-01-05",0
"2016-01-06",2.4617
"2016-01-07",0
"2016-01-08",0
"2016-01-09",0
"2016-01-10",0
"2016-01-11",0
"2016-01-12",0
"2016-01-13",4.0861
"2016-01-14",13.2894
"2016-01-15",0.4726
"2016-01-16",0
"2016-01-17",0
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",16.6749
"2016-01-24",11.3578
"2016-01-25",0.0178
"2016-01-26",0
"2016-01-27",0
"2016-01-28",0
"2016-01-29",0
"2016-01-30",0
"2016-01-31",5.9915
"2016-02-01",2.1749
"2016-02-02",0
"2016-02-03",0.0554
"2016-02-04",0.5943
"2016-02-05",3.9194
"2016-02-06",0.1052
"2016-02-07",0
"2016-02-08",0.2732
"2016-02-09",10.9048
"2016-02-10",0.3383
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",0
"2016-02-16",0.2687
"2016-02-17",1.082
"2016-02-18",0.4707
"2016-02-19",0
"2016-02-20",0
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0.3012
"2016-02-25",19.7986
"2016-02-26",0
"2016-02-27",0
"2016-02-28",0.3027
"2016-02-29",3.2194
"2016-03-01",0
"2016-03-02",0.0017
"2016-03-03",0
"2016-03-04",0
"2016-03-05",0
"2016-03-06",0
"2016-03-07",0
"2016-03-08",1.1
"2016-03-09",0
"2016-03-10",0
"2016-03-11",0
"2016-03-12",0
"2016-03-13",0
"2016-03-14",0
"2016-03-15",0
"2016-03-16",0
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",1.6532
"2016-03-22",0
"2016-03-23",0
"2016-03-24",0
"2016-03-25",0
"2016-03-26",0
"2016-03-27",6.3943
"2016-03-28",25.0199
"2016-03-29",5.0134
"2016-03-30",13.9605
"2016-03-31",0
"2016-04-01",1.8342
"2016-04-02",0
"2016-04-03",0
"2016-04-04",0
"2016-04-05",0
"2016-04-06",0.3907
"2016-04-07",0
"2016-04-08",0
"2016-04-09",0
"2016-04-10",0.0811
"2016-04-11",0.0027
"2016-04-12",0
"2016-04-13",0
"2016-04-14",0
"2016-04-15",0.3009
"2016-04-16",1.2557
"2016-04-17",3.0443
"2016-04-18",0
"2016-04-19",4.9197
"2016-04-20",0
"2016-04-21",0
"2016-04-22",0
"2016-04-23",0
"2016-04-24",0
"2016-04-25",0
"2016-04-26",1.4466
"2016-04-27",0.1128
"2016-04-28",0
"2016-04-29",0
"2016-04-30",3.8727
"2016-05-01",14.3548
"2016-05-02",8.6498
"2016-05-03",2.1624
"2016-05-04",0.1803
"2016-05-05",7.0283
"2016-05-06",9.0082
"2016-05-07",6.4061
"2016-05-08",9.3421
"2016-05-09",1.0244
"2016-05-10",9.6207
"2016-05-11",10.0661
"2016-05-12",14.9384
"2016-05-13",7.1146
"2016-05-14",31.2423
"2016-05-15",38.5871
"2016-05-16",35.835
"2016-05-17",15.2598
"2016-05-18",1.781
"2016-05-19",1.1967
"2016-05-20",1.1667
"2016-05-21",0
"2016-05-22",0
"2016-05-23",0
"2016-05-24",0.3933
"2016-05-25",0
"2016-05-26",0
"2016-05-27",0
"2016-05-28",4.3677
"2016-05-29",0
"2016-05-30",1.1985
"2016-05-31",0.3208
"2016-06-01",0
"2016-06-02",0.0189
"2016-06-03",0
"2016-06-04",0
"2016-06-05",0
"2016-06-06",0
"2016-06-07",0
"2016-06-08",0.0117
"2016-06-09",0
"2016-06-10",0.0477
"2016-06-11",0
"2016-06-12",0
"2016-06-13",0
"2016-06-14",0
"2016-06-15",0.2121
"2016-06-16",0.2293
"2016-06-17",0.5089
"2016-06-18",0.0703
"2016-06-19",0
"2016-06-20",0
"2016-06-21",1.3958
"2016-06-22",0.0802
"2016-06-23",0.8763
"2016-06-24",1.3346
"2016-06-25",0.5276
"2016-06-26",0
"2016-06-27",0.2661
"2016-06-28",1.3664
"2016-06-29",5.5541
"2016-06-30",0.1038
"2016-07-01",0
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",4.4668
"2016-07-08",0.473
"2016-07-09",0
"2016-07-10",0
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",0
"2016-07-15",3.8373
"2016-07-16",7.9945
"2016-07-17",4.2796
"2016-07-18",0
"2016-07-19",0.037
"2016-07-20",0.7822
"2016-07-21",1.7345
"2016-07-22",2.7683
"2016-07-23",1.1328
"2016-07-24",1.208
"2016-07-25",0.6656
"2016-07-26",17.6096
"2016-07-27",0.027
"2016-07-28",2.4651
"2016-07-29",2.646
"2016-07-30",3.7609
"2016-07-31",0
"2016-08-01",0
"2016-08-02",0.0455
"2016-08-03",0
"2016-08-04",0
"2016-08-05",0
"2016-08-06",0
"2016-08-07",0
"2016-08-08",0
"2016-08-09",0.0665
"2016-08-10",0
"2016-08-11",0
"2016-08-12",0
"2016-08-13",0
"2016-08-14",0
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0
"2016-08-18",0
"2016-08-19",1.0715
"2016-08-20",0.0419
"2016-08-21",0
"2016-08-22",5.0383
"2016-08-23",1.4199
"2016-08-24",0
"2016-08-25",0
"2016-08-26",7.9417
"2016-08-27",11.6238
"2016-08-28",0
"2016-08-29",0
"2016-08-30",2.0936
"2016-08-31",0
"2016-09-01",0
"2016-09-02",0
"2016-09-03",0
"2016-09-04",0.1323
"2016-09-05",0
"2016-09-06",0
"2016-09-07",1.2641
"2016-09-08",0
"2016-09-09",0.1955
"2016-09-10",0
"2016-09-11",0
"2016-09-12",0
"2016-09-13",0
"2016-09-14",0.8015
"2016-09-15",2.9984
"2016-09-16",0
"2016-09-17",0
"2016-09-18",0.9766
"2016-09-19",2.5452
"2016-09-20",3.7622
"2016-09-21",0
"2016-09-22",0.1016
"2016-09-23",0.0136
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",0
"2016-09-28",0
"2016-09-29",0.7806
"2016-09-30",0
"2016-10-01",0
"2016-10-02",0.2724
"2016-10-03",0
"2016-10-04",0
"2016-10-05",0.3197
"2016-10-06",0
"2016-10-07",0
"2016-10-08",0
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0
"2016-10-13",4.477
"2016-10-14",1.195
"2016-10-15",0
"2016-10-16",0
"2016-10-17",0
"2016-10-18",0.0956
"2016-10-19",10.9972
"2016-10-20",6.3228
"2016-10-21",7.0889
"2016-10-22",3.531
"2016-10-23",5.7865
"2016-10-24",5.7748
"2016-10-25",4.292
"2016-10-26",0
"2016-10-27",0
"2016-10-28",1.9143
"2016-10-29",8.1074
"2016-10-30",5.6259
"2016-10-31",9.5494
"2016-11-01",6.3809
"2016-11-02",11.7724
"2016-11-03",9.1826
"2016-11-04",11.5783
"2016-11-05",0.628
"2016-11-06",14.0053
"2016-11-07",0
"2016-11-08",0
"2016-11-09",0
"2016-11-10",0
"2016-11-11",0
"2016-11-12",0.9561
"2016-11-13",5.274
