,"(mm) Precipitation (CHIRPS) at Colombo, 2007-01-01 to 2025-12-31"
"2013-06-04",0
"2013-06-05",24.9266
"2013-06-06",15.4352
"2013-06-07",0
"2013-06-08",45.9525
"2013-06-09",0
"2013-06-10",0
"2013-06-11",25.3078
"2013-06-12",36.5653
"2013-06-13",24.5449
"2013-06-14",0.1232
"2013-06-15",12.1437
"2013-06-16",1.1882
"2013-06-17",44.877
"2013-06-18",48.9579
"2013-06-19",19.1702
"2013-06-20",0
"2013-06-21",12.3531
"2013-06-22",27.3075
"2013-06-23",32.9798
"2013-06-24",0
"2013-06-25",0.6453
"2013-06-26",0
"2013-06-27",0
"2013-06-28",10.1772
"2013-06-29",14.1948
"2013-06-30",16.5603
"2013-07-01",5.292
"2013-07-02",12.1248
"2013-07-03",0
"2013-07-04",0.7137
"2013-07-05",19.1384
"2013-07-06",13.8708
"2013-07-07",7.2612
"2013-07-08",0.1089
"2013-07-09",20.1873
"2013-07-10",24.3378
"2013-07-11",0.0422
"2013-07-12",0
"2013-07-13",0
"2013-07-14",0
"2013-07-15",15.2688
"2013-07-16",0
"2013-07-17",0.2771
"2013-07-18",34.5926
"2013-07-19",0.1435
"2013-07-20",7.5581
"2013-07-21",27.7539
"2013-07-22",14.4868
"2013-07-23",0.8801
"2013-07-24",45.973
"2013-07-25",0.8673
"2013-07-26",15.0818
"2013-07-27",0
"2013-07-28",0
"2013-07-29",0.9409
"2013-07-30",0
"2013-07-31",0
"2013-08-01",0
"2013-08-02",3.8853
"2013-08-03",10.8998
"2013-08-04",31.6124
"2013-08-05",0.1131
"2013-08-06",0
"2013-08-07",0
"2013-08-08",6.5955
"2013-08-09",8.6317
"2013-08-10",12.2448
"2013-08-11",0
"2013-08-12",16.7673
"2013-08-13",0.1694
"2013-08-14",3.064
"2013-08-15",0.5825
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0
"2013-08-19",0
"2013-08-20",0
"2013-08-21",3.056
"2013-08-22",0.0344
"2013-08-23",0.1259
"2013-08-24",0
"2013-08-25",0
"2013-08-26",1.053
"2013-08-27",2.506
"2013-08-28",9.3846
"2013-08-29",20.4635
"2013-08-30",20.722
"2013-08-31",0
"2013-09-01",11.5188
"2013-09-02",8.0381
"2013-09-03",0
"2013-09-04",0
"2013-09-05",16.9606
"2013-09-06",43.5032
"2013-09-07",56.9199
"2013-09-08",5.2869
"2013-09-09",0
"2013-09-10",12.8587
"2013-09-11",15.8936
"2013-09-12",144.2473
"2013-09-13",24.046
"2013-09-14",7.7324
"2013-09-15",0
"2013-09-16",36.1578
"2013-09-17",9.4124
"2013-09-18",22.2108
"2013-09-19",3.3271
"2013-09-20",0
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0
"2013-09-29",0
"2013-09-30",0
"2013-10-01",0.4347
"2013-10-02",0
"2013-10-03",0
"2013-10-04",0.5447
"2013-10-05",0.4427
"2013-10-06",0
"2013-10-07",2.3667
"2013-10-08",12.994
"2013-10-09",2.3834
"2013-10-10",15.7828
"2013-10-11",10.7963
"2013-10-12",0
"2013-10-13",8.5416
"2013-10-14",1.0959
"2013-10-15",0
"2013-10-16",36.2157
"2013-10-17",46.5314
"2013-10-18",58.9961
"2013-10-19",36.8683
"2013-10-20",11.9946
"2013-10-21",0
"2013-10-22",0
"2013-10-23",0
"2013-10-24",0
"2013-10-25",0
"2013-10-26",0
"2013-10-27",10.3651
"2013-10-28",17.9099
"2013-10-29",9.2819
"2013-10-30",24.9604
"2013-10-31",18.1511
"2013-11-01",6.6354
"2013-11-02",10.2537
"2013-11-03",7.4948
"2013-11-04",8.2085
"2013-11-05",7.8136
"2013-11-06",15.1493
"2013-11-07",6.5952
"2013-11-08",6.5919
"2013-11-09",21.3909
"2013-11-10",13.1476
"2013-11-11",9.9118
"2013-11-12",5.0625
"2013-11-13",5.9524
"2013-11-14",0
"2013-11-15",0
"2013-11-16",16.4871
"2013-11-17",16.8745
"2013-11-18",13.7453
"2013-11-19",29.1119
"2013-11-20",7.0822
"2013-11-21",7.4735
"2013-11-22",17.6611
"2013-11-23",21.6142
"2013-11-24",13.4456
"2013-11-25",14.8453
"2013-11-26",9.6649
"2013-11-27",9.4458
"2013-11-28",2.6366
"2013-11-29",7.0467
"2013-11-30",21.1498
"2013-12-01",9.9815
"2013-12-02",5.0792
"2013-12-03",4.6739
"2013-12-04",8.4716
"2013-12-05",7.3065
"2013-12-06",0
"2013-12-07",7.1214
"2013-12-08",0.3804
"2013-12-09",0
"2013-12-10",0
"2013-12-11",0.3001
"2013-12-12",0
"2013-12-13",0
"2013-12-14",0.6503
"2013-12-15",12.8158
"2013-12-16",0.6285
"2013-12-17",0.3621
"2013-12-18",0
"2013-12-19",0.4431
"2013-12-20",5.1475
"2013-12-21",0
"2013-12-22",0
"2013-12-23",0.0498
"2013-12-24",0.1269
"2013-12-25",6.6771
"2013-12-26",0
"2013-12-27",0.1842
"2013-12-28",0.0459
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",0.1228
"2014-01-03",0.3719
"2014-01-04",1.6214
"2014-01-05",0
"2014-01-06",0
"2014-01-07",4.9947
"2014-01-08",0.5806
"2014-01-09",4.145
"2014-01-10",7.9433
"2014-01-11",0
"2014-01-12",7.0584
"2014-01-13",0
"2014-01-14",9.2432
"2014-01-15",12.7444
"2014-01-16",20.5581
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0
"2014-01-30",0
"2014-01-31",0
"2014-02-01",4.5787
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",0
"2014-02-09",0
"2014-02-10",0
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0
"2014-02-14",0
"2014-02-15",0
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0
"2014-02-19",0
"2014-02-20",9.0635
"2014-02-21",11.0841
"2014-02-22",0
"2014-02-23",15.6388
"2014-02-24",0
"2014-02-25",0
"2014-02-26",0
"2014-02-27",0
"2014-02-28",0
"2014-03-01",0
"2014-03-02",0
"2014-03-03",0
"2014-03-04",1.9734
"2014-03-05",6.9051
"2014-03-06",0.0029
"2014-03-07",7.9916
"2014-03-08",0
"2014-03-09",0
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",7.3789
"2014-03-15",0.0464
"2014-03-16",0
"2014-03-17",3.3648
"2014-03-18",6.7397
"2014-03-19",11.8642
"2014-03-20",8.2272
"2014-03-21",16.7264
"2014-03-22",0
"2014-03-23",0
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",19.6233
"2014-03-28",0
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",2.6261
"2014-04-02",7.9047
"2014-04-03",18.2297
"2014-04-04",19.2604
"2014-04-05",20.1234
"2014-04-06",14.1058
"2014-04-07",17.6344
"2014-04-08",23.5867
"2014-04-09",0
"2014-04-10",7.6664
"2014-04-11",0.2663
"2014-04-12",1.0773
"2014-04-13",11.2446
"2014-04-14",18.4844
"2014-04-15",0
"2014-04-16",6.3361
"2014-04-17",10.7949
"2014-04-18",5.8574
"2014-04-19",1.3178
"2014-04-20",8.1646
"2014-04-21",11.0628
"2014-04-22",31.154
"2014-04-23",12.087
"2014-04-24",22.681
"2014-04-25",9.2256
"2014-04-26",8.6254
"2014-04-27",14.4475
"2014-04-28",36.4039
"2014-04-29",27.1353
"2014-04-30",31.124
"2014-05-01",5.8876
"2014-05-02",13.0963
"2014-05-03",28.5779
"2014-05-04",28.0276
"2014-05-05",21.2948
"2014-05-06",6.8391
"2014-05-07",13.5074
"2014-05-08",19.4415
"2014-05-09",22.437
"2014-05-10",7.5091
"2014-05-11",0
"2014-05-12",9.4741
"2014-05-13",0
"2014-05-14",1.2087
"2014-05-15",0
"2014-05-16",0
"2014-05-17",1.2466
"2014-05-18",0
"2014-05-19",6.3841
"2014-05-20",3.5054
"2014-05-21",12.6519
"2014-05-22",0
"2014-05-23",0
"2014-05-24",0
"2014-05-25",2.2435
"2014-05-26",0
"2014-05-27",14.9745
"2014-05-28",6.4958
"2014-05-29",9.6264
"2014-05-30",7.2449
"2014-05-31",15.0218
"2014-06-01",42.6164
"2014-06-02",50.0956
"2014-06-03",41.2615
"2014-06-04",9.2729
"2014-06-05",1.8612
"2014-06-06",14.0877
"2014-06-07",0
"2014-06-08",29.9806
"2014-06-09",0
"2014-06-10",0
"2014-06-11",20.0949
"2014-06-12",66.3451
"2014-06-13",0
"2014-06-14",0
"2014-06-15",7.0221
"2014-06-16",3.2546
"2014-06-17",0
"2014-06-18",0
"2014-06-19",0
"2014-06-20",0
"2014-06-21",0.1095
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",0
"2014-06-26",0
"2014-06-27",0
"2014-06-28",0
"2014-06-29",5.9776
"2014-06-30",48.4013
"2014-07-01",14.3695
"2014-07-02",0
"2014-07-03",0
"2014-07-04",0
"2014-07-05",13.4207
"2014-07-06",8.4815
"2014-07-07",0.0765
"2014-07-08",0
"2014-07-09",0.9322
"2014-07-10",12.1276
"2014-07-11",0
"2014-07-12",0
"2014-07-13",0.1634
"2014-07-14",11.1328
"2014-07-15",0.0426
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",0
"2014-07-20",2.9173
"2014-07-21",0
"2014-07-22",0
"2014-07-23",0
"2014-07-24",1.3794
"2014-07-25",0
"2014-07-26",0.0963
"2014-07-27",72.5576
"2014-07-28",2.8822
"2014-07-29",0
"2014-07-30",0
"2014-07-31",0
"2014-08-01",30.8505
"2014-08-02",4.1821
"2014-08-03",22.0608
"2014-08-04",25.4556
"2014-08-05",40.9507
"2014-08-06",0.8344
"2014-08-07",17.1905
"2014-08-08",25.9133
"2014-08-09",4.521
"2014-08-10",2.6237
"2014-08-11",25.0728
"2014-08-12",0
"2014-08-13",0
"2014-08-14",0
"2014-08-15",11.4006
"2014-08-16",10.7311
"2014-08-17",62.5822
"2014-08-18",22.8143
"2014-08-19",5.7378
"2014-08-20",12.7676
"2014-08-21",27.5309
"2014-08-22",42.5974
"2014-08-23",5.4527
"2014-08-24",10.2513
"2014-08-25",16.44
"2014-08-26",0
"2014-08-27",0
"2014-08-28",0
"2014-08-29",0
"2014-08-30",0
"2014-08-31",0
"2014-09-01",0
"2014-09-02",5.2374
"2014-09-03",14.0885
"2014-09-04",7.3161
"2014-09-05",24.8392
"2014-09-06",0
"2014-09-07",17.9737
"2014-09-08",0
"2014-09-09",35.4966
"2014-09-10",8.2455
"2014-09-11",18.0547
"2014-09-12",18.0547
"2014-09-13",1.2931
"2014-09-14",22.1965
"2014-09-15",10.375
"2014-09-16",0
"2014-09-17",15.2245
"2014-09-18",8.0057
"2014-09-19",0
"2014-09-20",0
"2014-09-21",0
"2014-09-22",0
"2014-09-23",0.1539
"2014-09-24",18.6996
"2014-09-25",28.0494
"2014-09-26",46.7197
"2014-09-27",38.0723
"2014-09-28",42.0602
"2014-09-29",41.5
"2014-09-30",42.3505
"2014-10-01",37.491
"2014-10-02",30.6016
"2014-10-03",58.8107
"2014-10-04",27.6141
"2014-10-05",30.2406
"2014-10-06",31.7725
"2014-10-07",44.6078
"2014-10-08",44.295
"2014-10-09",28.9349
"2014-10-10",32.471
"2014-10-11",0
"2014-10-12",6.4935
"2014-10-13",0
"2014-10-14",0
"2014-10-15",37.7572
"2014-10-16",18.9345
"2014-10-17",15.9493
"2014-10-18",34.1216
"2014-10-19",17.8721
"2014-10-20",17.2856
"2014-10-21",11.8484
"2014-10-22",7.7872
"2014-10-23",3.6289
"2014-10-24",34.5466
"2014-10-25",20.7032
"2014-10-26",20.0659
"2014-10-27",10.033
"2014-10-28",26.0282
"2014-10-29",20.0659
"2014-10-30",36.1187
"2014-10-31",9.4378
"2014-11-01",0
"2014-11-02",3.1752
"2014-11-03",33.0723
"2014-11-04",1.4796
"2014-11-05",0.1873
"2014-11-06",0
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0
"2014-11-10",4.2537
"2014-11-11",13.5536
"2014-11-12",8.7701
"2014-11-13",12.6061
"2014-11-14",13.5536
"2014-11-15",3.076
"2014-11-16",15.2548
"2014-11-17",7.3004
"2014-11-18",5.1385
"2014-11-19",9.5603
"2014-11-20",13.9204
"2014-11-21",12.628
"2014-11-22",1.7198
"2014-11-23",16.5951
"2014-11-24",10.6575
"2014-11-25",16.2601
"2014-11-26",36.3378
"2014-11-27",28.0682
"2014-11-28",13.1466
"2014-11-29",0
"2014-11-30",11.8968
"2014-12-01",24.1961
"2014-12-02",14.9541
"2014-12-03",4.457
"2014-12-04",6.341
"2014-12-05",6.55
"2014-12-06",8.8752
"2014-12-07",4.4188
"2014-12-08",8.1246
"2014-12-09",17.8731
"2014-12-10",24.2866
"2014-12-11",15.0318
"2014-12-12",7.7901
"2014-12-13",4.8925
"2014-12-14",9.1074
"2014-12-15",7.5255
"2014-12-16",4.969
"2014-12-17",14.7226
"2014-12-18",20.7254
"2014-12-19",17.4307
"2014-12-20",25.4256
"2014-12-21",4.6613
"2014-12-22",23.1276
"2014-12-23",18.7822
"2014-12-24",37.6163
"2014-12-25",37.6474
"2014-12-26",36.2317
"2014-12-27",16.7591
"2014-12-28",28.7465
"2014-12-29",0
"2014-12-30",0
"2014-12-31",0
"2015-01-01",0
"2015-01-02",0
"2015-01-03",0
"2015-01-04",0
"2015-01-05",0
"2015-01-06",1.5738
"2015-01-07",0.0572
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0
"2015-01-14",0
"2015-01-15",0
"2015-01-16",0
"2015-01-17",0
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",1.4781
"2015-01-24",7.5816
"2015-01-25",4.3364
"2015-01-26",0
"2015-01-27",0
"2015-01-28",6.3003
"2015-01-29",15.0069
"2015-01-30",5.2234
"2015-01-31",1.5322
"2015-02-01",0.3894
"2015-02-02",16.9362
"2015-02-03",14.9678
"2015-02-04",0
"2015-02-05",10.568
"2015-02-06",13.0402
"2015-02-07",0
"2015-02-08",0
"2015-02-09",4.2075
"2015-02-10",7.2905
"2015-02-11",3.9603
"2015-02-12",0.5114
"2015-02-13",0.0816
"2015-02-14",0
"2015-02-15",0
"2015-02-16",0
"2015-02-17",1.2489
"2015-02-18",0
"2015-02-19",0
"2015-02-20",0
"2015-02-21",0
"2015-02-22",0
"2015-02-23",18.4117
"2015-02-24",3.1928
"2015-02-25",0
"2015-02-26",0
"2015-02-27",0.3799
"2015-02-28",2.8905
"2015-03-01",6.7139
"2015-03-02",11.4256
"2015-03-03",4.9684
"2015-03-04",7.8078
"2015-03-05",6.0167
"2015-03-06",6.0068
"2015-03-07",0.2081
"2015-03-08",0
"2015-03-09",10.4356
"2015-03-10",0.738
"2015-03-11",1.357
"2015-03-12",11.1019
"2015-03-13",8.6071
"2015-03-14",4.9669
"2015-03-15",1.467
"2015-03-16",0.142
"2015-03-17",6.7273
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",8.8066
"2015-03-27",10.0647
"2015-03-28",13.1673
"2015-03-29",3.8343
"2015-03-30",15.903
"2015-03-31",17.9628
"2015-04-01",18.5222
"2015-04-02",12.9708
"2015-04-03",14.8721
"2015-04-04",11.2891
"2015-04-05",2.391
"2015-04-06",6.9737
"2015-04-07",13.1315
"2015-04-08",18.1676
"2015-04-09",9.8333
"2015-04-10",11.1899
"2015-04-11",12.1
"2015-04-12",22.4481
"2015-04-13",11.7662
"2015-04-14",0
"2015-04-15",9.3452
"2015-04-16",1.5531
"2015-04-17",2.8314
"2015-04-18",3.3927
"2015-04-19",19.2314
"2015-04-20",25.7301
"2015-04-21",13.2665
"2015-04-22",0.0028
"2015-04-23",17.787
"2015-04-24",22.3747
"2015-04-25",7.0202
"2015-04-26",13.016
"2015-04-27",17.3644
"2015-04-28",10.6498
"2015-04-29",13.7511
"2015-04-30",7.285
"2015-05-01",7.6561
"2015-05-02",0
"2015-05-03",9.3384
"2015-05-04",5.2461
"2015-05-05",3.6692
"2015-05-06",8.7509
"2015-05-07",19.1392
"2015-05-08",28.3237
"2015-05-09",46.5035
"2015-05-10",10.7927
"2015-05-11",18.9538
"2015-05-12",6.7132
"2015-05-13",11.8613
"2015-05-14",21.7453
"2015-05-15",0
"2015-05-16",3.9395
"2015-05-17",5.3531
"2015-05-18",6.87
"2015-05-19",5.1861
"2015-05-20",6.3284
"2015-05-21",4.4053
"2015-05-22",0
"2015-05-23",0.0017
"2015-05-24",0
"2015-05-25",0
"2015-05-26",0
"2015-05-27",1.4873
"2015-05-28",0.9801
"2015-05-29",1.416
"2015-05-30",0
"2015-05-31",3.3948
"2015-06-01",3.7984
"2015-06-02",3.0636
"2015-06-03",0.1517
"2015-06-04",14.9871
"2015-06-05",11.6054
"2015-06-06",4.24
"2015-06-07",7.5804
"2015-06-08",0
"2015-06-09",0
"2015-06-10",0
"2015-06-11",7.4596
"2015-06-12",5.4307
"2015-06-13",0
"2015-06-14",1.1178
"2015-06-15",35.5299
"2015-06-16",38.6283
"2015-06-17",36.6874
"2015-06-18",31.1583
"2015-06-19",11.1026
"2015-06-20",0
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0.0572
"2015-06-25",0
"2015-06-26",14.9996
"2015-06-27",11.2981
"2015-06-28",22.5864
"2015-06-29",27.2018
"2015-06-30",0
"2015-07-01",0.3883
"2015-07-02",0
"2015-07-03",0
"2015-07-04",2.7385
"2015-07-05",0
"2015-07-06",0
"2015-07-07",0
"2015-07-08",0
"2015-07-09",0
"2015-07-10",2.3902
"2015-07-11",6.711
"2015-07-12",0
"2015-07-13",0
"2015-07-14",4.5801
"2015-07-15",0
"2015-07-16",34.5068
"2015-07-17",7.2361
"2015-07-18",9.338
"2015-07-19",0
"2015-07-20",3.2917
"2015-07-21",6.8707
"2015-07-22",13.8276
"2015-07-23",19.1215
"2015-07-24",0
"2015-07-25",0
"2015-07-26",3.863
"2015-07-27",0
"2015-07-28",0
"2015-07-29",4.3737
"2015-07-30",0.9653
"2015-07-31",2.1915
"2015-08-01",0.7308
"2015-08-02",0
"2015-08-03",1.2689
"2015-08-04",19.1361
"2015-08-05",15.4533
"2015-08-06",0
"2015-08-07",0
"2015-08-08",4.6619
"2015-08-09",0
"2015-08-10",5.5783
"2015-08-11",9.9922
"2015-08-12",0
"2015-08-13",0
"2015-08-14",5.7704
"2015-08-15",6.8904
"2015-08-16",18.07
"2015-08-17",25.5758
"2015-08-18",0.0026
"2015-08-19",0
"2015-08-20",0
"2015-08-21",0
"2015-08-22",0.0591
"2015-08-23",0
"2015-08-24",13.1694
"2015-08-25",6.138
"2015-08-26",0
"2015-08-27",13.0712
"2015-08-28",13.721
"2015-08-29",0
"2015-08-30",0
"2015-08-31",13.8666
"2015-09-01",30.0085
"2015-09-02",0.7722
"2015-09-03",40.4799
"2015-09-04",40.7675
"2015-09-05",19.2616
"2015-09-06",10.7523
"2015-09-07",16.8399
"2015-09-08",13.9146
"2015-09-09",0
"2015-09-10",38.2298
"2015-09-11",43.3236
"2015-09-12",1.7197
"2015-09-13",15.2025
"2015-09-14",13.9002
"2015-09-15",3.4728
"2015-09-16",36.2908
"2015-09-17",6.1385
"2015-09-18",35.8028
"2015-09-19",1.3154
"2015-09-20",28.3221
"2015-09-21",17.6606
"2015-09-22",6.821
"2015-09-23",12.2269
"2015-09-24",15.5448
"2015-09-25",10.8488
"2015-09-26",19.9774
"2015-09-27",21.9798
"2015-09-28",32.3093
"2015-09-29",13.1112
"2015-09-30",20.5301
"2015-10-01",1.3113
"2015-10-02",8.4835
"2015-10-03",6.8514
"2015-10-04",18.9279
"2015-10-05",22.5606
"2015-10-06",11.1611
"2015-10-07",4.5796
"2015-10-08",10.4704
"2015-10-09",7.1993
"2015-10-10",0
"2015-10-11",11.3931
"2015-10-12",16.4605
"2015-10-13",25.9246
"2015-10-14",22.7379
"2015-10-15",22.557
"2015-10-16",24.4434
"2015-10-17",17.0815
"2015-10-18",18.6161
"2015-10-19",23.5
"2015-10-20",18.0924
"2015-10-21",11.6512
"2015-10-22",12.0944
"2015-10-23",24.556
"2015-10-24",22.1556
"2015-10-25",29.9193
"2015-10-26",6.8939
"2015-10-27",7.8911
"2015-10-28",7.1578
"2015-10-29",13.6223
"2015-10-30",25.8542
"2015-10-31",14.8099
"2015-11-01",22.6603
"2015-11-02",35.1983
"2015-11-03",11.4883
"2015-11-04",11.5488
"2015-11-05",16.4949
"2015-11-06",13.0739
"2015-11-07",13.4026
"2015-11-08",12.7583
"2015-11-09",13.4329
"2015-11-10",6.5281
"2015-11-11",11.2331
"2015-11-12",28.6698
"2015-11-13",21.2339
"2015-11-14",2.6832
"2015-11-15",20.0282
"2015-11-16",0.6296
"2015-11-17",0
"2015-11-18",0.7764
"2015-11-19",17.3543
"2015-11-20",6.3503
"2015-11-21",0.9726
"2015-11-22",8.9121
"2015-11-23",15.872
"2015-11-24",10.1066
"2015-11-25",16.4583
"2015-11-26",7.9722
"2015-11-27",0.0455
"2015-11-28",14.2106
"2015-11-29",31.2189
"2015-11-30",35.3136
"2015-12-01",8.7663
"2015-12-02",18.5704
"2015-12-03",1.4402
"2015-12-04",29.2628
"2015-12-05",16.7236
"2015-12-06",13.3082
"2015-12-07",18.7993
"2015-12-08",16.363
"2015-12-09",6.8086
"2015-12-10",17.2746
"2015-12-11",8.4136
"2015-12-12",25.6354
"2015-12-13",13.2006
"2015-12-14",23.4594
"2015-12-15",0
"2015-12-16",0.1567
"2015-12-17",0.5046
"2015-12-18",8.9037
"2015-12-19",7.214
"2015-12-20",0
"2015-12-21",1.6192
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0
"2015-12-27",24.7713
"2015-12-28",0
"2015-12-29",0
"2015-12-30",0
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0
"2016-01-05",0
"2016-01-06",4.5534
"2016-01-07",0
"2016-01-08",4.0964
"2016-01-09",0
"2016-01-10",0
"2016-01-11",0
"2016-01-12",0
"2016-01-13",0
"2016-01-14",0
"2016-01-15",0
"2016-01-16",0
"2016-01-17",0
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",7.7536
"2016-01-24",12.78
"2016-01-25",0
"2016-01-26",0
"2016-01-27",0
"2016-01-28",0
"2016-01-29",0
"2016-01-30",4.1538
"2016-01-31",8.9269
"2016-02-01",2.7283
"2016-02-02",7.2092
"2016-02-03",0
"2016-02-04",3.1141
"2016-02-05",6.2584
"2016-02-06",0.1591
"2016-02-07",7.9371
"2016-02-08",5.0244
"2016-02-09",5.5614
"2016-02-10",3.1864
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",5.6015
"2016-02-16",5.0611
"2016-02-17",0
"2016-02-18",3.233
"2016-02-19",0.2499
"2016-02-20",2.2265
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",13.8372
"2016-02-26",0
"2016-02-27",0
"2016-02-28",0
"2016-02-29",6.3394
"2016-03-01",0
"2016-03-02",0
"2016-03-03",0
"2016-03-04",0
"2016-03-05",1.0008
"2016-03-06",0
"2016-03-07",5.7334
"2016-03-08",0
"2016-03-09",0.2662
"2016-03-10",24.4821
"2016-03-11",1.5518
"2016-03-12",7.1055
"2016-03-13",0
"2016-03-14",0
"2016-03-15",0
"2016-03-16",1.285
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",8.9229
"2016-03-22",0
"2016-03-23",0
"2016-03-24",0.4579
"2016-03-25",0.3147
"2016-03-26",0
"2016-03-27",0.4269
"2016-03-28",37.2876
"2016-03-29",0
"2016-03-30",0.2599
"2016-03-31",0
"2016-04-01",0
"2016-04-02",0
"2016-04-03",0
"2016-04-04",0
"2016-04-05",1.0834
"2016-04-06",14.6343
"2016-04-07",8.7421
"2016-04-08",9.5375
"2016-04-09",11.4883
"2016-04-10",15.1093
"2016-04-11",12.7721
"2016-04-12",9.6938
"2016-04-13",0
"2016-04-14",12.6334
"2016-04-15",21.2535
"2016-04-16",7.2153
"2016-04-17",1.987
"2016-04-18",2.6841
"2016-04-19",21.6458
"2016-04-20",13.2697
"2016-04-21",13.9568
"2016-04-22",0
"2016-04-23",0.1237
"2016-04-24",0
"2016-04-25",0
"2016-04-26",14.0139
"2016-04-27",5.4776
"2016-04-28",5.8401
"2016-04-29",9.871
"2016-04-30",14.5644
"2016-05-01",13.6151
"2016-05-02",0.0029
"2016-05-03",12.0063
"2016-05-04",9.7393
"2016-05-05",14.4761
"2016-05-06",20.1838
"2016-05-07",15.7008
"2016-05-08",16.0082
"2016-05-09",12.0698
"2016-05-10",16.4739
"2016-05-11",50.6003
"2016-05-12",26.968
"2016-05-13",37.4774
"2016-05-14",47.2525
"2016-05-15",105.0957
"2016-05-16",72.2692
"2016-05-17",88.2943
"2016-05-18",0
"2016-05-19",113.9687
"2016-05-20",8.5964
"2016-05-21",16.6941
"2016-05-22",13.2637
"2016-05-23",7.8063
"2016-05-24",25.0892
"2016-05-25",5.3521
"2016-05-26",0
"2016-05-27",100.0381
"2016-05-28",41.2525
"2016-05-29",12.7864
"2016-05-30",46.1054
"2016-05-31",65.1474
"2016-06-01",17.7977
"2016-06-02",0
"2016-06-03",0
"2016-06-04",6.4037
"2016-06-05",0
"2016-06-06",0
"2016-06-07",0
"2016-06-08",2.151
"2016-06-09",2.3549
"2016-06-10",0.9491
"2016-06-11",0
"2016-06-12",6.568
"2016-06-13",0
"2016-06-14",0
"2016-06-15",0
"2016-06-16",14.7383
"2016-06-17",0
"2016-06-18",33.021
"2016-06-19",0.6772
"2016-06-20",9.3782
"2016-06-21",3.5759
"2016-06-22",1.333
"2016-06-23",0.8678
"2016-06-24",23.2188
"2016-06-25",0
"2016-06-26",0
"2016-06-27",0.0658
"2016-06-28",24.7474
"2016-06-29",25.1477
"2016-06-30",4.5929
"2016-07-01",0
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",2.5865
"2016-07-08",0
"2016-07-09",0
"2016-07-10",0.1609
"2016-07-11",0
"2016-07-12",0.0626
"2016-07-13",0
"2016-07-14",6.8962
"2016-07-15",13.5732
"2016-07-16",4.5271
"2016-07-17",7.2686
"2016-07-18",0
"2016-07-19",0
"2016-07-20",1.6961
"2016-07-21",2.3337
"2016-07-22",0
"2016-07-23",3.2627
"2016-07-24",2.5522
"2016-07-25",6.7755
"2016-07-26",26.0391
"2016-07-27",34.6153
"2016-07-28",2.5799
"2016-07-29",13.5841
"2016-07-30",15.8
"2016-07-31",0.1004
"2016-08-01",0
"2016-08-02",0
"2016-08-03",0
"2016-08-04",0
"2016-08-05",0
"2016-08-06",0
"2016-08-07",0
"2016-08-08",5.5421
"2016-08-09",2.8205
"2016-08-10",0
"2016-08-11",0
"2016-08-12",0
"2016-08-13",5.297
"2016-08-14",0.1247
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0
"2016-08-18",0
"2016-08-19",0
"2016-08-20",0
