,"(mm) Precipitation (CHIRPS) at Galle, 2007-01-01 to 2025-12-31"
"2013-05-30",13.3307
"2013-05-31",50.5057
"2013-06-01",50.1871
"2013-06-02",16.3394
"2013-06-03",0
"2013-06-04",3.9244
"2013-06-05",11.9394
"2013-06-06",7.023
"2013-06-07",3.4212
"2013-06-08",66.7326
"2013-06-09",0.0062
"2013-06-10",0
"2013-06-11",18.9233
"2013-06-12",51.9689
"2013-06-13",13.6008
"2013-06-14",2.9353
"2013-06-15",12.6681
"2013-06-16",13.711
"2013-06-17",28.73
"2013-06-18",32.2251
"2013-06-19",0.0653
"2013-06-20",0
"2013-06-21",3.9805
"2013-06-22",34.9981
"2013-06-23",30.2899
"2013-06-24",0
"2013-06-25",0
"2013-06-26",9.9212
"2013-06-27",0
"2013-06-28",8.5644
"2013-06-29",17.2486
"2013-06-30",1.3818
"2013-07-01",20.5437
"2013-07-02",0
"2013-07-03",0.0842
"2013-07-04",0
"2013-07-05",0.9204
"2013-07-06",7.094
"2013-07-07",6.7097
"2013-07-08",0
"2013-07-09",9.7328
"2013-07-10",18.0863
"2013-07-11",0.0182
"2013-07-12",0
"2013-07-13",0
"2013-07-14",0
"2013-07-15",6.139
"2013-07-16",5.4395
"2013-07-17",4.7444
"2013-07-18",4.4212
"2013-07-19",3.3877
"2013-07-20",2.6009
"2013-07-21",16.8743
"2013-07-22",53.9769
"2013-07-23",4.3486
"2013-07-24",20.9738
"2013-07-25",50.4637
"2013-07-26",46.1164
"2013-07-27",0
"2013-07-28",0
"2013-07-29",0
"2013-07-30",0
"2013-07-31",0
"2013-08-01",0
"2013-08-02",10.3691
"2013-08-03",6.1683
"2013-08-04",29.329
"2013-08-05",0
"2013-08-06",0
"2013-08-07",0
"2013-08-08",0
"2013-08-09",1.4986
"2013-08-10",2.0167
"2013-08-11",0
"2013-08-12",0.9861
"2013-08-13",0.1104
"2013-08-14",0
"2013-08-15",0
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0
"2013-08-19",0
"2013-08-20",0
"2013-08-21",1.9539
"2013-08-22",0.4594
"2013-08-23",0
"2013-08-24",0
"2013-08-25",0
"2013-08-26",0
"2013-08-27",0
"2013-08-28",5.951
"2013-08-29",8.048
"2013-08-30",3.9363
"2013-08-31",0.2745
"2013-09-01",1.151
"2013-09-02",10.9961
"2013-09-03",2.4643
"2013-09-04",0.7251
"2013-09-05",10.1913
"2013-09-06",64.9356
"2013-09-07",26.4067
"2013-09-08",19.3481
"2013-09-09",0
"2013-09-10",38.5407
"2013-09-11",75.2048
"2013-09-12",38.7816
"2013-09-13",10.8959
"2013-09-14",12.057
"2013-09-15",0
"2013-09-16",16.3439
"2013-09-17",0
"2013-09-18",70.8026
"2013-09-19",0
"2013-09-20",0
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0
"2013-09-29",0
"2013-09-30",0
"2013-10-01",0
"2013-10-02",0
"2013-10-03",0
"2013-10-04",14.3329
"2013-10-05",1.3152
"2013-10-06",0
"2013-10-07",0
"2013-10-08",0
"2013-10-09",0
"2013-10-10",4.842
"2013-10-11",26.4911
"2013-10-12",34.5327
"2013-10-13",0
"2013-10-14",0
"2013-10-15",0
"2013-10-16",21.0923
"2013-10-17",36.3104
"2013-10-18",51.262
"2013-10-19",32.8564
"2013-10-20",9.6755
"2013-10-21",0
"2013-10-22",0
"2013-10-23",4.2071
"2013-10-24",0
"2013-10-25",15.0597
"2013-10-26",0
"2013-10-27",5.0659
"2013-10-28",0.2268
"2013-10-29",13.5774
"2013-10-30",24.6511
"2013-10-31",15.7043
"2013-11-01",2.8406
"2013-11-02",25.3214
"2013-11-03",18.3721
"2013-11-04",6.1743
"2013-11-05",6.5745
"2013-11-06",15.1701
"2013-11-07",5.0791
"2013-11-08",21.5461
"2013-11-09",11.0366
"2013-11-10",9.3412
"2013-11-11",8.8194
"2013-11-12",19.5511
"2013-11-13",1.8631
"2013-11-14",0
"2013-11-15",0
"2013-11-16",12.8132
"2013-11-17",0.6667
"2013-11-18",5.0554
"2013-11-19",20.5025
"2013-11-20",5.2249
"2013-11-21",1.8045
"2013-11-22",12.6004
"2013-11-23",19.5329
"2013-11-24",18.5059
"2013-11-25",16.3651
"2013-11-26",1.268
"2013-11-27",0
"2013-11-28",15.0815
"2013-11-29",17.0548
"2013-11-30",36.3288
"2013-12-01",8.9527
"2013-12-02",8.7418
"2013-12-03",4.5632
"2013-12-04",9.2463
"2013-12-05",12.2965
"2013-12-06",0
"2013-12-07",2.5326
"2013-12-08",3.039
"2013-12-09",0
"2013-12-10",0
"2013-12-11",0
"2013-12-12",0
"2013-12-13",0
"2013-12-14",2.9226
"2013-12-15",18.3105
"2013-12-16",5.0693
"2013-12-17",4.7777
"2013-12-18",0
"2013-12-19",0.6964
"2013-12-20",1.7401
"2013-12-21",0.2713
"2013-12-22",0
"2013-12-23",0
"2013-12-24",1.2129
"2013-12-25",12.8238
"2013-12-26",0
"2013-12-27",1.374
"2013-12-28",0
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",2.4728
"2014-01-03",2.5757
"2014-01-04",3.6648
"2014-01-05",0
"2014-01-06",0
"2014-01-07",0
"2014-01-08",0
"2014-01-09",0
"2014-01-10",2.7162
"2014-01-11",0.0019
"2014-01-12",16.8582
"2014-01-13",0
"2014-01-14",4.0695
"2014-01-15",21.3459
"2014-01-16",36.2537
"2014-01-17",0.0561
"2014-01-18",0
"2014-01-19",0
"2014-01-20",2.0778
"2014-01-21",0.2262
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",12.6091
"2014-01-30",3.0787
"2014-01-31",0.9949
"2014-02-01",1.1055
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",0
"2014-02-09",0
"2014-02-10",0
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0
"2014-02-14",0
"2014-02-15",0
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0
"2014-02-19",0
"2014-02-20",0
"2014-02-21",17.565
"2014-02-22",19.8946
"2014-02-23",10.6296
"2014-02-24",0
"2014-02-25",0
"2014-02-26",0
"2014-02-27",2.6356
"2014-02-28",0.526
"2014-03-01",0
"2014-03-02",0
"2014-03-03",1.244
"2014-03-04",0
"2014-03-05",3.4818
"2014-03-06",18.6436
"2014-03-07",29.0578
"2014-03-08",0
"2014-03-09",0
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0.3515
"2014-03-13",0
"2014-03-14",10.2827
"2014-03-15",1.22
"2014-03-16",0
"2014-03-17",5.3577
"2014-03-18",5.3074
"2014-03-19",24.4148
"2014-03-20",8.8442
"2014-03-21",19.364
"2014-03-22",0
"2014-03-23",1.1552
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",4.3331
"2014-03-28",4.24
"2014-03-29",0.0306
"2014-03-30",0
"2014-03-31",0
"2014-04-01",0
"2014-04-02",8.3435
"2014-04-03",16.4447
"2014-04-04",6.7344
"2014-04-05",16.0642
"2014-04-06",2.1495
"2014-04-07",4.815
"2014-04-08",10.6121
"2014-04-09",0
"2014-04-10",0
"2014-04-11",1.0756
"2014-04-12",4.2465
"2014-04-13",6.5242
"2014-04-14",24.0334
"2014-04-15",9.7755
"2014-04-16",4.6272
"2014-04-17",2.0841
"2014-04-18",2.8711
"2014-04-19",2.2698
"2014-04-20",1.5459
"2014-04-21",6.7948
"2014-04-22",23.8849
"2014-04-23",5.2963
"2014-04-24",17.095
"2014-04-25",6.147
"2014-04-26",2.2288
"2014-04-27",6.2407
"2014-04-28",19.9485
"2014-04-29",3.1572
"2014-04-30",14.0162
"2014-05-01",2.0902
"2014-05-02",8.7955
"2014-05-03",25.77
"2014-05-04",13.0178
"2014-05-05",24.9623
"2014-05-06",19.1957
"2014-05-07",16.7894
"2014-05-08",3.3179
"2014-05-09",50.3103
"2014-05-10",9.8039
"2014-05-11",0
"2014-05-12",16.7023
"2014-05-13",13.7943
"2014-05-14",0
"2014-05-15",7.3411
"2014-05-16",0
"2014-05-17",0
"2014-05-18",0
"2014-05-19",0
"2014-05-20",0
"2014-05-21",21.7454
"2014-05-22",0.0909
"2014-05-23",0
"2014-05-24",0.9867
"2014-05-25",11.1786
"2014-05-26",0.3199
"2014-05-27",1.9679
"2014-05-28",14.1521
"2014-05-29",4.5185
"2014-05-30",6.8529
"2014-05-31",32.9021
"2014-06-01",64.7676
"2014-06-02",48.2211
"2014-06-03",55.4689
"2014-06-04",4.246
"2014-06-05",5.3692
"2014-06-06",7.9722
"2014-06-07",8.3449
"2014-06-08",48.0489
"2014-06-09",0
"2014-06-10",0
"2014-06-11",0
"2014-06-12",25.4259
"2014-06-13",12.1043
"2014-06-14",0
"2014-06-15",1.8173
"2014-06-16",0.9192
"2014-06-17",6.2878
"2014-06-18",5.132
"2014-06-19",4.447
"2014-06-20",0
"2014-06-21",2.3654
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",0.3734
"2014-06-26",0
"2014-06-27",0
"2014-06-28",0
"2014-06-29",0
"2014-06-30",11.7211
"2014-07-01",43.4833
"2014-07-02",0
"2014-07-03",0
"2014-07-04",0
"2014-07-05",3.7114
"2014-07-06",18.3079
"2014-07-07",0
"2014-07-08",0
"2014-07-09",0
"2014-07-10",0.5644
"2014-07-11",0
"2014-07-12",0
"2014-07-13",2.5531
"2014-07-14",7.2653
"2014-07-15",0
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",0
"2014-07-20",0
"2014-07-21",0
"2014-07-22",0
"2014-07-23",0
"2014-07-24",0
"2014-07-25",0
"2014-07-26",0
"2014-07-27",19.279
"2014-07-28",2.8891
"2014-07-29",0
"2014-07-30",0
"2014-07-31",0
"2014-08-01",5.1181
"2014-08-02",2.6657
"2014-08-03",15.4143
"2014-08-04",15.0667
"2014-08-05",17.5449
"2014-08-06",5.5845
"2014-08-07",0.6822
"2014-08-08",16.8328
"2014-08-09",18.0043
"2014-08-10",0
"2014-08-11",0.2378
"2014-08-12",4.9996
"2014-08-13",0
"2014-08-14",25.2053
"2014-08-15",11.8703
"2014-08-16",18.0572
"2014-08-17",81.5668
"2014-08-18",29.4594
"2014-08-19",0
"2014-08-20",0
"2014-08-21",0
"2014-08-22",93.9594
"2014-08-23",4.9607
"2014-08-24",0
"2014-08-25",0
"2014-08-26",0
"2014-08-27",0
"2014-08-28",0
"2014-08-29",0
"2014-08-30",0.6505
"2014-08-31",0
"2014-09-01",0.104
"2014-09-02",0
"2014-09-03",0
"2014-09-04",3.1299
"2014-09-05",18.2623
"2014-09-06",6.5713
"2014-09-07",26.2945
"2014-09-08",0
"2014-09-09",3.3367
"2014-09-10",0
"2014-09-11",5.4383
"2014-09-12",0
"2014-09-13",15.6987
"2014-09-14",28.5986
"2014-09-15",19.3589
"2014-09-16",0
"2014-09-17",19.2793
"2014-09-18",0
"2014-09-19",0
"2014-09-20",0
"2014-09-21",0
"2014-09-22",0
"2014-09-23",0
"2014-09-24",16.4518
"2014-09-25",32.3672
"2014-09-26",40.1113
"2014-09-27",6.4845
"2014-09-28",3.856
"2014-09-29",20.0903
"2014-09-30",51.1127
"2014-10-01",17.542
"2014-10-02",34.6488
"2014-10-03",49.9659
"2014-10-04",12.7295
"2014-10-05",17.8063
"2014-10-06",22.0403
"2014-10-07",47.4751
"2014-10-08",22.8723
"2014-10-09",10.0318
"2014-10-10",44.4976
"2014-10-11",0.0944
"2014-10-12",21.9357
"2014-10-13",3.3886
"2014-10-14",0
"2014-10-15",39.095
"2014-10-16",15.5217
"2014-10-17",42.6871
"2014-10-18",45.7684
"2014-10-19",18.2608
"2014-10-20",27.058
"2014-10-21",9.8012
"2014-10-22",4.3136
"2014-10-23",0.1411
"2014-10-24",24.2035
"2014-10-25",20.3268
"2014-10-26",14.2231
"2014-10-27",18.2982
"2014-10-28",5.8068
"2014-10-29",39.0638
"2014-10-30",22.6842
"2014-10-31",2.4482
"2014-11-01",0
"2014-11-02",12.6063
"2014-11-03",34.0685
"2014-11-04",11.854
"2014-11-05",7.1981
"2014-11-06",0
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0
"2014-11-10",2.6334
"2014-11-11",13.1651
"2014-11-12",13.4928
"2014-11-13",3.0831
"2014-11-14",19.2865
"2014-11-15",4.9989
"2014-11-16",18.9411
"2014-11-17",3.114
"2014-11-18",9.1447
"2014-11-19",19.8924
"2014-11-20",14.3695
"2014-11-21",14.3005
"2014-11-22",12.889
"2014-11-23",16.156
"2014-11-24",27.9985
"2014-11-25",12.7216
"2014-11-26",41.3813
"2014-11-27",29.9674
"2014-11-28",4.1449
"2014-11-29",0
"2014-11-30",0.5446
"2014-12-01",19.298
"2014-12-02",7.5774
"2014-12-03",7.0503
"2014-12-04",9.0055
"2014-12-05",6.5339
"2014-12-06",9.1171
"2014-12-07",18.6958
"2014-12-08",12.465
"2014-12-09",9.965
"2014-12-10",16.9847
"2014-12-11",9.6071
"2014-12-12",9.4062
"2014-12-13",2.6276
"2014-12-14",3.4796
"2014-12-15",0
"2014-12-16",1.5433
"2014-12-17",23.4879
"2014-12-18",18.2644
"2014-12-19",22.4952
"2014-12-20",27.7413
"2014-12-21",9.1176
"2014-12-22",10.9397
"2014-12-23",26.0748
"2014-12-24",43.7309
"2014-12-25",38.5995
"2014-12-26",40.3393
"2014-12-27",3.225
"2014-12-28",27.5251
"2014-12-29",0
"2014-12-30",0
"2014-12-31",0
"2015-01-01",0
"2015-01-02",0
"2015-01-03",0
"2015-01-04",0
"2015-01-05",6.8216
"2015-01-06",5.6111
"2015-01-07",0
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0
"2015-01-14",0
"2015-01-15",0
"2015-01-16",0
"2015-01-17",0
"2015-01-18",0
"2015-01-19",0.1703
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",0
"2015-01-24",7.4781
"2015-01-25",0
"2015-01-26",0
"2015-01-27",0
"2015-01-28",0.8827
"2015-01-29",22.0703
"2015-01-30",0
"2015-01-31",26.9965
"2015-02-01",22.2121
"2015-02-02",0.1677
"2015-02-03",10.2817
"2015-02-04",0
"2015-02-05",0
"2015-02-06",6.8033
"2015-02-07",0
"2015-02-08",0
"2015-02-09",21.3346
"2015-02-10",6.9537
"2015-02-11",0
"2015-02-12",0
"2015-02-13",3.1258
"2015-02-14",0.9766
"2015-02-15",0
"2015-02-16",0
"2015-02-17",1.1721
"2015-02-18",0
"2015-02-19",0
"2015-02-20",0
"2015-02-21",0
"2015-02-22",0.0333
"2015-02-23",15.6634
"2015-02-24",1.7948
"2015-02-25",0
"2015-02-26",21.6821
"2015-02-27",3.8411
"2015-02-28",20.0882
"2015-03-01",0.2172
"2015-03-02",8.4137
"2015-03-03",11.1068
"2015-03-04",14.1369
"2015-03-05",6.8279
"2015-03-06",3.8442
"2015-03-07",2.1519
"2015-03-08",0
"2015-03-09",0.4456
"2015-03-10",10.9434
"2015-03-11",0
"2015-03-12",14.8531
"2015-03-13",19.7688
"2015-03-14",16.0179
"2015-03-15",0
"2015-03-16",1.5361
"2015-03-17",1.2792
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",0.5315
"2015-03-27",21.3301
"2015-03-28",16.9343
"2015-03-29",20.2905
"2015-03-30",4.2768
"2015-03-31",18.5957
"2015-04-01",20.0725
"2015-04-02",8.51
"2015-04-03",4.8078
"2015-04-04",4.7372
"2015-04-05",4.7151
"2015-04-06",3.6823
"2015-04-07",13.0695
"2015-04-08",23.1832
"2015-04-09",11.265
"2015-04-10",5.59
"2015-04-11",6.2473
"2015-04-12",17.4819
"2015-04-13",21.1012
"2015-04-14",0
"2015-04-15",4.4594
"2015-04-16",4.8597
"2015-04-17",1.995
"2015-04-18",6.3447
"2015-04-19",26.3464
"2015-04-20",30.3635
"2015-04-21",19.8313
"2015-04-22",0
"2015-04-23",10.1658
"2015-04-24",29.6856
"2015-04-25",3.1835
"2015-04-26",3.1659
"2015-04-27",3.3191
"2015-04-28",4.3463
"2015-04-29",16.1821
"2015-04-30",10.032
"2015-05-01",11.5926
"2015-05-02",0.6191
"2015-05-03",16.7719
"2015-05-04",4.6699
"2015-05-05",4.9128
"2015-05-06",11.3331
"2015-05-07",10.1007
"2015-05-08",14.8841
"2015-05-09",50.4397
"2015-05-10",7.5075
"2015-05-11",31.7303
"2015-05-12",3.5584
"2015-05-13",28.4265
"2015-05-14",71.2347
"2015-05-15",0.2667
"2015-05-16",6.0165
"2015-05-17",1.7974
"2015-05-18",11.5102
"2015-05-19",6.8528
"2015-05-20",8.4595
"2015-05-21",1.2463
"2015-05-22",0
"2015-05-23",1.4098
"2015-05-24",0
"2015-05-25",0
"2015-05-26",0
"2015-05-27",11.3639
"2015-05-28",1.6749
"2015-05-29",0
"2015-05-30",0
"2015-05-31",0.3397
"2015-06-01",5.1835
"2015-06-02",9.4804
"2015-06-03",0
"2015-06-04",28.0092
"2015-06-05",9.9478
"2015-06-06",0
"2015-06-07",0
"2015-06-08",6.7011
"2015-06-09",0
"2015-06-10",0
"2015-06-11",11.4632
"2015-06-12",4.6079
"2015-06-13",0
"2015-06-14",0
"2015-06-15",32.2185
"2015-06-16",40.0129
"2015-06-17",44.001
"2015-06-18",15.9242
"2015-06-19",9.3784
"2015-06-20",0
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",0
"2015-06-27",10.8534
"2015-06-28",64.614
"2015-06-29",18.5537
"2015-06-30",0
"2015-07-01",0
"2015-07-02",0
"2015-07-03",0
"2015-07-04",0
"2015-07-05",0
"2015-07-06",2.653
"2015-07-07",0
"2015-07-08",0
"2015-07-09",4.8268
"2015-07-10",35.2932
"2015-07-11",8.6976
"2015-07-12",3.1029
"2015-07-13",0
"2015-07-14",0.9356
"2015-07-15",3.6257
"2015-07-16",17.9566
"2015-07-17",15.0349
"2015-07-18",30.6194
"2015-07-19",1.2652
"2015-07-20",25.6267
"2015-07-21",0.3132
"2015-07-22",50.4262
"2015-07-23",35.6554
"2015-07-24",9.5606
"2015-07-25",8.7182
"2015-07-26",5.8271
"2015-07-27",0
"2015-07-28",0
"2015-07-29",0
"2015-07-30",0
"2015-07-31",0
"2015-08-01",0
"2015-08-02",0
"2015-08-03",4.3139
"2015-08-04",45.1234
"2015-08-05",50.4596
"2015-08-06",0
"2015-08-07",0.1121
"2015-08-08",0.2898
"2015-08-09",0.4271
"2015-08-10",13.9029
"2015-08-11",8.8662
"2015-08-12",3.2654
"2015-08-13",0
"2015-08-14",1.2535
"2015-08-15",4.9764
"2015-08-16",38.2003
"2015-08-17",27.8985
"2015-08-18",0
"2015-08-19",0
"2015-08-20",0
"2015-08-21",0
"2015-08-22",0
"2015-08-23",0.9235
"2015-08-24",16.3205
"2015-08-25",18.207
"2015-08-26",21.6462
"2015-08-27",48.4855
"2015-08-28",30.9241
"2015-08-29",5.7486
"2015-08-30",1.5606
"2015-08-31",3.0743
"2015-09-01",4.8944
"2015-09-02",0
"2015-09-03",66.9001
"2015-09-04",23.1127
"2015-09-05",37.1437
"2015-09-06",4.3441
"2015-09-07",3.5764
"2015-09-08",19.3954
"2015-09-09",0.4938
"2015-09-10",7.019
"2015-09-11",24.5524
"2015-09-12",0
"2015-09-13",0.4381
"2015-09-14",2.9561
"2015-09-15",3.1276
"2015-09-16",9.7734
"2015-09-17",35.6462
"2015-09-18",61.2493
"2015-09-19",48.9647
"2015-09-20",18.5533
"2015-09-21",13.0827
"2015-09-22",0
"2015-09-23",25.9496
"2015-09-24",29.8269
"2015-09-25",31.7932
"2015-09-26",60.7819
"2015-09-27",46.2539
"2015-09-28",54.3573
"2015-09-29",79.7904
"2015-09-30",9.6356
"2015-10-01",0
"2015-10-02",0.3071
"2015-10-03",7.0955
"2015-10-04",18.1172
"2015-10-05",57.1238
"2015-10-06",3.5
"2015-10-07",0
"2015-10-08",1.1223
"2015-10-09",0.5355
"2015-10-10",0
"2015-10-11",6.3729
"2015-10-12",16.669
"2015-10-13",17.9538
"2015-10-14",10.2553
"2015-10-15",21.399
"2015-10-16",23.7005
"2015-10-17",15.6364
"2015-10-18",29.6888
"2015-10-19",23.8994
"2015-10-20",19.7769
"2015-10-21",17.6743
"2015-10-22",11.6714
"2015-10-23",31.8884
"2015-10-24",41.3709
"2015-10-25",37.7963
"2015-10-26",8.3497
"2015-10-27",11.2421
"2015-10-28",18.9153
"2015-10-29",10.8902
"2015-10-30",7.3336
"2015-10-31",4.6451
"2015-11-01",6.5979
"2015-11-02",22.738
"2015-11-03",9.5379
"2015-11-04",13.5915
"2015-11-05",33.9514
"2015-11-06",17.4161
"2015-11-07",14.209
"2015-11-08",25.5789
"2015-11-09",7.9416
"2015-11-10",7.3045
"2015-11-11",18.9534
"2015-11-12",30.7352
"2015-11-13",9.7524
"2015-11-14",20.7662
"2015-11-15",13.2585
"2015-11-16",0
"2015-11-17",0
"2015-11-18",0.8789
"2015-11-19",10.4997
"2015-11-20",9.5112
"2015-11-21",6.7103
"2015-11-22",0.0923
"2015-11-23",0.636
"2015-11-24",7.854
"2015-11-25",19.2814
"2015-11-26",10.892
"2015-11-27",8.0079
"2015-11-28",17.1242
"2015-11-29",37.9847
"2015-11-30",23.146
"2015-12-01",10.2002
"2015-12-02",6.1502
"2015-12-03",12.8569
"2015-12-04",25.7143
"2015-12-05",15.5289
"2015-12-06",17.317
"2015-12-07",22.2857
"2015-12-08",14.9657
"2015-12-09",0
"2015-12-10",11.5468
"2015-12-11",12.9034
"2015-12-12",3.8767
"2015-12-13",0
"2015-12-14",8.3386
"2015-12-15",16.8609
"2015-12-16",8.7049
"2015-12-17",8.651
"2015-12-18",0
"2015-12-19",5.299
"2015-12-20",0
"2015-12-21",0
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0.0649
"2015-12-27",35.4148
"2015-12-28",0
"2015-12-29",0.267
"2015-12-30",0
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",5.912
"2016-01-05",0
"2016-01-06",14.8923
"2016-01-07",2.5016
"2016-01-08",0.9707
"2016-01-09",0.9423
"2016-01-10",0.254
"2016-01-11",0.5271
"2016-01-12",0
"2016-01-13",0
"2016-01-14",5.1084
"2016-01-15",0
"2016-01-16",0
"2016-01-17",0
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",10.0845
"2016-01-24",15.3104
"2016-01-25",9.1284
"2016-01-26",5.5447
"2016-01-27",0
"2016-01-28",0
"2016-01-29",0
"2016-01-30",9.1823
"2016-01-31",16.0915
"2016-02-01",1.0107
"2016-02-02",35.2195
"2016-02-03",0.1352
"2016-02-04",0
"2016-02-05",11.9111
"2016-02-06",0
"2016-02-07",6.3381
"2016-02-08",0.9346
"2016-02-09",8.652
"2016-02-10",13.6167
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",8.9294
"2016-02-16",0.1968
"2016-02-17",6.7272
"2016-02-18",0.5306
"2016-02-19",1.2502
"2016-02-20",13.1085
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0.115
"2016-02-25",9.8999
"2016-02-26",0
"2016-02-27",0
"2016-02-28",0
"2016-02-29",3.6444
"2016-03-01",1.253
"2016-03-02",0
"2016-03-03",21.56
"2016-03-04",0
"2016-03-05",0.5882
"2016-03-06",0
"2016-03-07",17.8108
"2016-03-08",0
"2016-03-09",0.6059
"2016-03-10",10.5554
"2016-03-11",16.2016
"2016-03-12",0
"2016-03-13",0
"2016-03-14",0
"2016-03-15",0
"2016-03-16",0.2761
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",3.8282
"2016-03-22",0
"2016-03-23",0
"2016-03-24",0.825
"2016-03-25",0.7667
"2016-03-26",0
"2016-03-27",0.8755
"2016-03-28",12.1314
"2016-03-29",0
"2016-03-30",1.8052
"2016-03-31",0.0173
"2016-04-01",0.6667
"2016-04-02",0.1888
"2016-04-03",0
"2016-04-04",1.4935
"2016-04-05",1.2903
"2016-04-06",11.4595
"2016-04-07",5.6359
"2016-04-08",2.5822
"2016-04-09",9.4955
"2016-04-10",8.2064
"2016-04-11",3.7604
"2016-04-12",0.9383
"2016-04-13",0
"2016-04-14",4.5655
"2016-04-15",8.6779
"2016-04-16",3.417
"2016-04-17",6.8487
"2016-04-18",3.1659
"2016-04-19",21.0569
"2016-04-20",14.0958
"2016-04-21",4.8081
"2016-04-22",6.7582
"2016-04-23",6.9204
"2016-04-24",0
"2016-04-25",0
"2016-04-26",9.542
"2016-04-27",2.2347
"2016-04-28",1.1482
"2016-04-29",0.1607
"2016-04-30",8.1108
"2016-05-01",14.5799
"2016-05-02",8.1676
"2016-05-03",14.9286
"2016-05-04",12.9932
"2016-05-05",10.0841
"2016-05-06",23.2832
"2016-05-07",36.7884
"2016-05-08",25.1347
"2016-05-09",16.6425
"2016-05-10",38.4983
"2016-05-11",50.0604
"2016-05-12",53.0075
"2016-05-13",37.4884
"2016-05-14",123.5806
"2016-05-15",99.9811
"2016-05-16",53.4926
"2016-05-17",90.3579
"2016-05-18",16.0327
"2016-05-19",35.8902
"2016-05-20",9.5912
"2016-05-21",4.3295
"2016-05-22",9.0214
"2016-05-23",4.7222
"2016-05-24",0.5723
"2016-05-25",0
"2016-05-26",0
"2016-05-27",135.7341
"2016-05-28",30.1796
"2016-05-29",10.3799
"2016-05-30",79.2508
"2016-05-31",62.5149
"2016-06-01",0
"2016-06-02",0.8793
"2016-06-03",0
"2016-06-04",0
"2016-06-05",0
"2016-06-06",0
"2016-06-07",0
"2016-06-08",0.3151
"2016-06-09",0
"2016-06-10",0
"2016-06-11",4.9996
"2016-06-12",0
"2016-06-13",0
"2016-06-14",0
"2016-06-15",0.6868
"2016-06-16",29.2856
"2016-06-17",14.1977
"2016-06-18",5.9162
"2016-06-19",5.4894
"2016-06-20",0.0017
"2016-06-21",10.9585
"2016-06-22",14.2852
"2016-06-23",0
"2016-06-24",0
"2016-06-25",0
"2016-06-26",0
"2016-06-27",4.8098
"2016-06-28",17.129
"2016-06-29",37.3557
"2016-06-30",14.027
"2016-07-01",0
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",0
"2016-07-08",0.518
"2016-07-09",0
"2016-07-10",1.4889
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",0
"2016-07-15",4.0444
"2016-07-16",6.4609
"2016-07-17",7.6929
"2016-07-18",0
"2016-07-19",0
"2016-07-20",2.299
"2016-07-21",0.998
"2016-07-22",0
"2016-07-23",0.0997
"2016-07-24",0.4694
"2016-07-25",18.7438
"2016-07-26",52.0883
"2016-07-27",10.7266
"2016-07-28",0.0022
"2016-07-29",18.6213
"2016-07-30",34.1975
"2016-07-31",6.3727
"2016-08-01",3.0181
"2016-08-02",0
"2016-08-03",0
"2016-08-04",0
"2016-08-05",0
"2016-08-06",0
"2016-08-07",0
"2016-08-08",1.7878
"2016-08-09",0
"2016-08-10",0
"2016-08-11",0
"2016-08-12",0
"2016-08-13",0
"2016-08-14",0
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0
"2016-08-18",0
"2016-08-19",0
