,"(mm) Precipitation (CHIRPS) at Gampaha, 2007-01-01 to 2025-12-31"
"2013-06-09",0
"2013-06-10",0
"2013-06-11",17.6355
"2013-06-12",26.1233
"2013-06-13",27.743
"2013-06-14",0
"2013-06-15",3.7992
"2013-06-16",13.1615
"2013-06-17",40.1395
"2013-06-18",34.4215
"2013-06-19",4.4833
"2013-06-20",0
"2013-06-21",10.4047
"2013-06-22",30.7118
"2013-06-23",28.9248
"2013-06-24",2.8165
"2013-06-25",0
"2013-06-26",2.2413
"2013-06-27",4.3119
"2013-06-28",8.7635
"2013-06-29",17.7116
"2013-06-30",12.1303
"2013-07-01",0.191
"2013-07-02",15.5697
"2013-07-03",0
"2013-07-04",4.1672
"2013-07-05",18.9558
"2013-07-06",11.6707
"2013-07-07",6.6064
"2013-07-08",0
"2013-07-09",12.2047
"2013-07-10",14.8876
"2013-07-11",0.0104
"2013-07-12",0
"2013-07-13",0
"2013-07-14",0
"2013-07-15",11.0486
"2013-07-16",3.3835
"2013-07-17",5.1884
"2013-07-18",6.9298
"2013-07-19",1.4479
"2013-07-20",0.0203
"2013-07-21",21.5243
"2013-07-22",15.7989
"2013-07-23",1.6197
"2013-07-24",33.5859
"2013-07-25",0
"2013-07-26",6.4579
"2013-07-27",0
"2013-07-28",0
"2013-07-29",0
"2013-07-30",0
"2013-07-31",0
"2013-08-01",0
"2013-08-02",5.9737
"2013-08-03",10.7038
"2013-08-04",14.8515
"2013-08-05",6.5503
"2013-08-06",0
"2013-08-07",0
"2013-08-08",8.2494
"2013-08-09",2.5766
"2013-08-10",10.7443
"2013-08-11",7.1417
"2013-08-12",10.0296
"2013-08-13",0.1933
"2013-08-14",0.0722
"2013-08-15",0
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0
"2013-08-19",0
"2013-08-20",0
"2013-08-21",1.5783
"2013-08-22",0.0014
"2013-08-23",0
"2013-08-24",0
"2013-08-25",0
"2013-08-26",1.8064
"2013-08-27",11.6372
"2013-08-28",13.5691
"2013-08-29",15.7349
"2013-08-30",21.0387
"2013-08-31",2.7515
"2013-09-01",12.9472
"2013-09-02",6.8287
"2013-09-03",2.6658
"2013-09-04",0
"2013-09-05",11.9744
"2013-09-06",38.1306
"2013-09-07",54.9179
"2013-09-08",3.5197
"2013-09-09",0
"2013-09-10",9.1246
"2013-09-11",18.8342
"2013-09-12",112.8441
"2013-09-13",18.1056
"2013-09-14",2.611
"2013-09-15",0
"2013-09-16",28.5457
"2013-09-17",15.098
"2013-09-18",6.8058
"2013-09-19",1.5692
"2013-09-20",0
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0.0446
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",1.8735
"2013-09-28",0
"2013-09-29",0
"2013-09-30",0
"2013-10-01",1.211
"2013-10-02",0
"2013-10-03",0
"2013-10-04",0
"2013-10-05",0
"2013-10-06",0
"2013-10-07",0.1854
"2013-10-08",6.4893
"2013-10-09",3.2743
"2013-10-10",22.7195
"2013-10-11",6.4035
"2013-10-12",0
"2013-10-13",3.7508
"2013-10-14",0.2012
"2013-10-15",4.3587
"2013-10-16",41.7513
"2013-10-17",28.2378
"2013-10-18",57.1752
"2013-10-19",40.1136
"2013-10-20",6.3998
"2013-10-21",0
"2013-10-22",0
"2013-10-23",0
"2013-10-24",0
"2013-10-25",0.0069
"2013-10-26",0
"2013-10-27",9.9909
"2013-10-28",13.8064
"2013-10-29",9.0316
"2013-10-30",21.7027
"2013-10-31",17.484
"2013-11-01",4.4574
"2013-11-02",9.8186
"2013-11-03",6.7222
"2013-11-04",7.9025
"2013-11-05",5.8672
"2013-11-06",7.9005
"2013-11-07",6.618
"2013-11-08",1.1038
"2013-11-09",19.068
"2013-11-10",12.7512
"2013-11-11",11.4424
"2013-11-12",2.192
"2013-11-13",4.2886
"2013-11-14",0
"2013-11-15",0
"2013-11-16",1.448
"2013-11-17",10.9922
"2013-11-18",15.2679
"2013-11-19",25.9109
"2013-11-20",5.898
"2013-11-21",3.9581
"2013-11-22",13.1993
"2013-11-23",15.2727
"2013-11-24",10.6495
"2013-11-25",12.1559
"2013-11-26",14.7557
"2013-11-27",5.8975
"2013-11-28",1.6552
"2013-11-29",2.1839
"2013-11-30",15.0226
"2013-12-01",9.0784
"2013-12-02",4.487
"2013-12-03",2.2971
"2013-12-04",8.8862
"2013-12-05",6.6756
"2013-12-06",0
"2013-12-07",5.5651
"2013-12-08",1.8313
"2013-12-09",0
"2013-12-10",0
"2013-12-11",0.0335
"2013-12-12",0
"2013-12-13",0
"2013-12-14",0
"2013-12-15",8.4872
"2013-12-16",0.0082
"2013-12-17",0
"2013-12-18",0
"2013-12-19",0
"2013-12-20",4.6962
"2013-12-21",0.13
"2013-12-22",0
"2013-12-23",0.0032
"2013-12-24",0.9763
"2013-12-25",3.816
"2013-12-26",0
"2013-12-27",0
"2013-12-28",1.1495
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",0
"2014-01-03",0.6519
"2014-01-04",2.0716
"2014-01-05",0
"2014-01-06",0
"2014-01-07",9.3885
"2014-01-08",0.1081
"2014-01-09",4.0576
"2014-01-10",0.869
"2014-01-11",0
"2014-01-12",7.5246
"2014-01-13",0
"2014-01-14",4.0071
"2014-01-15",18.5697
"2014-01-16",5.8451
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0
"2014-01-30",0
"2014-01-31",0
"2014-02-01",0.7609
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",0
"2014-02-09",0
"2014-02-10",0
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0
"2014-02-14",0
"2014-02-15",0
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0
"2014-02-19",0
"2014-02-20",1.1393
"2014-02-21",13.0647
"2014-02-22",0
"2014-02-23",13.6405
"2014-02-24",0
"2014-02-25",0
"2014-02-26",0
"2014-02-27",0.0957
"2014-02-28",0
"2014-03-01",0
"2014-03-02",0
"2014-03-03",0
"2014-03-04",0.6329
"2014-03-05",3.402
"2014-03-06",6.4492
"2014-03-07",12.3383
"2014-03-08",0
"2014-03-09",0
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",0.5183
"2014-03-15",0
"2014-03-16",0
"2014-03-17",0
"2014-03-18",6.282
"2014-03-19",10.6829
"2014-03-20",9.7127
"2014-03-21",7.0153
"2014-03-22",0
"2014-03-23",1.0851
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",17.7665
"2014-03-28",0.0006
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",3.9915
"2014-04-02",7.6792
"2014-04-03",18.1903
"2014-04-04",16.2617
"2014-04-05",16.8782
"2014-04-06",12.8019
"2014-04-07",24.6312
"2014-04-08",26.5151
"2014-04-09",0
"2014-04-10",8.8411
"2014-04-11",0
"2014-04-12",1.0089
"2014-04-13",7.9332
"2014-04-14",10.6493
"2014-04-15",0
"2014-04-16",2.7394
"2014-04-17",3.3098
"2014-04-18",3.3341
"2014-04-19",6.2913
"2014-04-20",6.8817
"2014-04-21",16.0474
"2014-04-22",24.7932
"2014-04-23",9.8788
"2014-04-24",19.8974
"2014-04-25",5.1314
"2014-04-26",14.1654
"2014-04-27",18.499
"2014-04-28",32.1272
"2014-04-29",28.719
"2014-04-30",33.2981
"2014-05-01",9.0446
"2014-05-02",13.848
"2014-05-03",25.8278
"2014-05-04",29.48
"2014-05-05",27.6056
"2014-05-06",13.3666
"2014-05-07",13.7786
"2014-05-08",20.5887
"2014-05-09",14.8085
"2014-05-10",8.0222
"2014-05-11",0
"2014-05-12",10.2005
"2014-05-13",0
"2014-05-14",2.0195
"2014-05-15",0
"2014-05-16",0
"2014-05-17",0.2138
"2014-05-18",0
"2014-05-19",9.1231
"2014-05-20",0.9805
"2014-05-21",2.4388
"2014-05-22",0
"2014-05-23",0
"2014-05-24",0
"2014-05-25",0
"2014-05-26",0
"2014-05-27",10.7064
"2014-05-28",14.1607
"2014-05-29",11.4953
"2014-05-30",0.3857
"2014-05-31",7.101
"2014-06-01",19.6975
"2014-06-02",47.971
"2014-06-03",43.4412
"2014-06-04",13.7429
"2014-06-05",0.5275
"2014-06-06",5.1232
"2014-06-07",0
"2014-06-08",32.7281
"2014-06-09",0.1318
"2014-06-10",0.83
"2014-06-11",7.0403
"2014-06-12",53.8371
"2014-06-13",0
"2014-06-14",0
"2014-06-15",4.7469
"2014-06-16",0.7794
"2014-06-17",0.0578
"2014-06-18",0
"2014-06-19",19.9634
"2014-06-20",1.2435
"2014-06-21",0
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",0
"2014-06-26",0
"2014-06-27",0
"2014-06-28",0
"2014-06-29",0
"2014-06-30",5.9894
"2014-07-01",11.5098
"2014-07-02",0
"2014-07-03",0
"2014-07-04",0
"2014-07-05",10.1342
"2014-07-06",14.1522
"2014-07-07",0
"2014-07-08",0.2958
"2014-07-09",0.2808
"2014-07-10",7.0768
"2014-07-11",0.0824
"2014-07-12",2.0233
"2014-07-13",0.9848
"2014-07-14",6.5587
"2014-07-15",0.6509
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",0
"2014-07-20",8.2704
"2014-07-21",0
"2014-07-22",0
"2014-07-23",0
"2014-07-24",0
"2014-07-25",0
"2014-07-26",0
"2014-07-27",39.557
"2014-07-28",0.019
"2014-07-29",0.1692
"2014-07-30",0.5293
"2014-07-31",0
"2014-08-01",17.8924
"2014-08-02",0
"2014-08-03",14.5619
"2014-08-04",13.723
"2014-08-05",10.4655
"2014-08-06",0
"2014-08-07",8.143
"2014-08-08",25.33
"2014-08-09",0.5471
"2014-08-10",2.1325
"2014-08-11",12.0704
"2014-08-12",0.085
"2014-08-13",0
"2014-08-14",1.2839
"2014-08-15",8.8106
"2014-08-16",9.762
"2014-08-17",33.6153
"2014-08-18",11.8319
"2014-08-19",9.3892
"2014-08-20",7.4204
"2014-08-21",20.4049
"2014-08-22",35.6737
"2014-08-23",5.4581
"2014-08-24",14.4883
"2014-08-25",11.6564
"2014-08-26",0
"2014-08-27",0
"2014-08-28",0.1482
"2014-08-29",0.0175
"2014-08-30",1.5679
"2014-08-31",0
"2014-09-01",0
"2014-09-02",13.577
"2014-09-03",14.5476
"2014-09-04",9.4048
"2014-09-05",2.2759
"2014-09-06",0.4802
"2014-09-07",3.577
"2014-09-08",1.4054
"2014-09-09",11.4696
"2014-09-10",1.8575
"2014-09-11",10.9906
"2014-09-12",27.975
"2014-09-13",0
"2014-09-14",7.5581
"2014-09-15",0.9084
"2014-09-16",0
"2014-09-17",11.813
"2014-09-18",1.9595
"2014-09-19",0
"2014-09-20",0
"2014-09-21",0
"2014-09-22",0
"2014-09-23",5.8645
"2014-09-24",13.9768
"2014-09-25",19.7293
"2014-09-26",38.9068
"2014-09-27",38.056
"2014-09-28",36.5465
"2014-09-29",38.056
"2014-09-30",38.3352
"2014-10-01",42.254
"2014-10-02",17.3705
"2014-10-03",52.499
"2014-10-04",39.524
"2014-10-05",10.6653
"2014-10-06",16.2848
"2014-10-07",29.1075
"2014-10-08",32.9704
"2014-10-09",11.1911
"2014-10-10",29.0332
"2014-10-11",0
"2014-10-12",1.612
"2014-10-13",0
"2014-10-14",6.9777
"2014-10-15",27.8247
"2014-10-16",21.2014
"2014-10-17",11.8143
"2014-10-18",23.3144
"2014-10-19",21.3537
"2014-10-20",30.7109
"2014-10-21",11.6718
"2014-10-22",8.0434
"2014-10-23",4.0954
"2014-10-24",32.7491
"2014-10-25",24.3305
"2014-10-26",15.3301
"2014-10-27",10.5011
"2014-10-28",22.7221
"2014-10-29",17.5197
"2014-10-30",42.1614
"2014-10-31",9.174
"2014-11-01",0.3967
"2014-11-02",10.347
"2014-11-03",15.3529
"2014-11-04",21.289
"2014-11-05",1.0434
"2014-11-06",0
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0
"2014-11-10",3.0124
"2014-11-11",13.7721
"2014-11-12",6.886
"2014-11-13",11.8773
"2014-11-14",13.7721
"2014-11-15",1.2034
"2014-11-16",9.7915
"2014-11-17",4.7572
"2014-11-18",6.7981
"2014-11-19",6.6669
"2014-11-20",15.447
"2014-11-21",12.5026
"2014-11-22",2.3216
"2014-11-23",13.6649
"2014-11-24",13.1325
"2014-11-25",16.1921
"2014-11-26",36.4283
"2014-11-27",28.238
"2014-11-28",11.3939
"2014-11-29",0.3173
"2014-11-30",9.2864
"2014-12-01",22.2796
"2014-12-02",15.6929
"2014-12-03",0.2077
"2014-12-04",1.2485
"2014-12-05",3.3098
"2014-12-06",4.4186
"2014-12-07",3.9016
"2014-12-08",1.9839
"2014-12-09",18.8547
"2014-12-10",17.4182
"2014-12-11",14.7837
"2014-12-12",7.541
"2014-12-13",2.9255
"2014-12-14",3.8807
"2014-12-15",7.261
"2014-12-16",6.0839
"2014-12-17",8.7443
"2014-12-18",20.4556
"2014-12-19",16.9619
"2014-12-20",19.6177
"2014-12-21",1.426
"2014-12-22",21.8117
"2014-12-23",17.506
"2014-12-24",28.6902
"2014-12-25",29.8567
"2014-12-26",37.8542
"2014-12-27",21.9123
"2014-12-28",21.5708
"2014-12-29",0
"2014-12-30",0
"2014-12-31",0
"2015-01-01",0
"2015-01-02",0
"2015-01-03",0
"2015-01-04",0
"2015-01-05",0
"2015-01-06",1.8362
"2015-01-07",0
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0
"2015-01-14",0
"2015-01-15",0
"2015-01-16",0
"2015-01-17",0
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",2.4812
"2015-01-24",5.538
"2015-01-25",1.57
"2015-01-26",0
"2015-01-27",0
"2015-01-28",5.4102
"2015-01-29",13.912
"2015-01-30",1.9652
"2015-01-31",0
"2015-02-01",0
"2015-02-02",7.0198
"2015-02-03",8.058
"2015-02-04",0
"2015-02-05",10.2601
"2015-02-06",5.8001
"2015-02-07",0
"2015-02-08",0
"2015-02-09",13.2118
"2015-02-10",15.8125
"2015-02-11",1.0772
"2015-02-12",0.0077
"2015-02-13",0.126
"2015-02-14",0
"2015-02-15",0
"2015-02-16",0
"2015-02-17",0
"2015-02-18",0
"2015-02-19",0
"2015-02-20",0
"2015-02-21",0
"2015-02-22",0
"2015-02-23",4.1587
"2015-02-24",13.8993
"2015-02-25",0
"2015-02-26",0
"2015-02-27",0.8328
"2015-02-28",0
"2015-03-01",10.5522
"2015-03-02",5.3397
"2015-03-03",3.4699
"2015-03-04",10.0487
"2015-03-05",4.1432
"2015-03-06",5.8688
"2015-03-07",0
"2015-03-08",0
"2015-03-09",4.1527
"2015-03-10",0
"2015-03-11",0.5426
"2015-03-12",9.8054
"2015-03-13",7.3615
"2015-03-14",4.2324
"2015-03-15",3.4822
"2015-03-16",0.0319
"2015-03-17",1.1835
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",12.9295
"2015-03-27",9.5249
"2015-03-28",11.5586
"2015-03-29",11.5383
"2015-03-30",11.5604
"2015-03-31",16.7415
"2015-04-01",20.3557
"2015-04-02",12.7592
"2015-04-03",16.5561
"2015-04-04",9.0269
"2015-04-05",0
"2015-04-06",7.3245
"2015-04-07",12.6666
"2015-04-08",9.07
"2015-04-09",8.6076
"2015-04-10",11.6854
"2015-04-11",10.059
"2015-04-12",15.1363
"2015-04-13",23.1228
"2015-04-14",0
"2015-04-15",7.5644
"2015-04-16",0
"2015-04-17",0.9747
"2015-04-18",7.4607
"2015-04-19",18.399
"2015-04-20",18.7355
"2015-04-21",17.1054
"2015-04-22",0
"2015-04-23",16.2939
"2015-04-24",19.6012
"2015-04-25",10.2034
"2015-04-26",14.1936
"2015-04-27",12.1442
"2015-04-28",9.3772
"2015-04-29",13.4173
"2015-04-30",9.9671
"2015-05-01",5.5935
"2015-05-02",1.5955
"2015-05-03",6.1054
"2015-05-04",3.8222
"2015-05-05",1.3494
"2015-05-06",7.6186
"2015-05-07",17.9679
"2015-05-08",22.2816
"2015-05-09",41.8911
"2015-05-10",19.1047
"2015-05-11",10.0281
"2015-05-12",8.351
"2015-05-13",24.9166
"2015-05-14",17.672
"2015-05-15",0
"2015-05-16",9.0348
"2015-05-17",8.0877
"2015-05-18",10.7746
"2015-05-19",4.073
"2015-05-20",3.7274
"2015-05-21",0.5001
"2015-05-22",0
"2015-05-23",0
"2015-05-24",0
"2015-05-25",0
"2015-05-26",0.1982
"2015-05-27",0.6408
"2015-05-28",0.2346
"2015-05-29",1.2476
"2015-05-30",0.7486
"2015-05-31",10.0917
"2015-06-01",1.0795
"2015-06-02",0.578
"2015-06-03",2.931
"2015-06-04",13.8309
"2015-06-05",11.9175
"2015-06-06",2.2649
"2015-06-07",6.1251
"2015-06-08",0
"2015-06-09",0
"2015-06-10",0
"2015-06-11",9.3234
"2015-06-12",2.5212
"2015-06-13",0
"2015-06-14",0
"2015-06-15",34.82
"2015-06-16",33.8028
"2015-06-17",11.5484
"2015-06-18",21.4468
"2015-06-19",0.3848
"2015-06-20",0.1446
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",11.8579
"2015-06-27",8.5533
"2015-06-28",19.141
"2015-06-29",23.4568
"2015-06-30",0
"2015-07-01",0.0162
"2015-07-02",0
"2015-07-03",1.1677
"2015-07-04",0
"2015-07-05",0
"2015-07-06",0
"2015-07-07",0
"2015-07-08",0
"2015-07-09",0
"2015-07-10",1.9298
"2015-07-11",3.6417
"2015-07-12",0
"2015-07-13",0
"2015-07-14",0
"2015-07-15",0
"2015-07-16",5.8638
"2015-07-17",8.3592
"2015-07-18",1.5489
"2015-07-19",0
"2015-07-20",1.1549
"2015-07-21",0.9614
"2015-07-22",2.6565
"2015-07-23",8.8252
"2015-07-24",0
"2015-07-25",0
"2015-07-26",2.7594
"2015-07-27",0
"2015-07-28",5.5282
"2015-07-29",6.9641
"2015-07-30",0.3649
"2015-07-31",0.2683
"2015-08-01",0
"2015-08-02",0
"2015-08-03",4.9472
"2015-08-04",10.3139
"2015-08-05",1.17
"2015-08-06",0
"2015-08-07",0
"2015-08-08",3.2376
"2015-08-09",0
"2015-08-10",2.9022
"2015-08-11",5.8651
"2015-08-12",0.3996
"2015-08-13",0
"2015-08-14",6.4293
"2015-08-15",6.9863
"2015-08-16",13.8757
"2015-08-17",21.881
"2015-08-18",0
"2015-08-19",0
"2015-08-20",0.2136
"2015-08-21",0
"2015-08-22",0
"2015-08-23",0
"2015-08-24",7.1985
"2015-08-25",0.938
"2015-08-26",0
"2015-08-27",7.0279
"2015-08-28",8.2683
"2015-08-29",0
"2015-08-30",2.6791
"2015-08-31",14.5923
"2015-09-01",26.2011
"2015-09-02",12.5289
"2015-09-03",33.647
"2015-09-04",24.7014
"2015-09-05",22.9103
"2015-09-06",12.6786
"2015-09-07",21.7972
"2015-09-08",12.4918
"2015-09-09",0
"2015-09-10",22.3654
"2015-09-11",19.3765
"2015-09-12",8.1431
"2015-09-13",12.0543
"2015-09-14",5.9103
"2015-09-15",4.5558
"2015-09-16",13.5313
"2015-09-17",0.376
"2015-09-18",20.2669
"2015-09-19",0.0101
"2015-09-20",21.5057
"2015-09-21",9.0064
"2015-09-22",9.2232
"2015-09-23",8.5744
"2015-09-24",10.1849
"2015-09-25",6.7771
"2015-09-26",11.1068
"2015-09-27",23.5937
"2015-09-28",15.4523
"2015-09-29",4.5248
"2015-09-30",15.462
"2015-10-01",6.7216
"2015-10-02",9.5976
"2015-10-03",0.5012
"2015-10-04",14.9011
"2015-10-05",28.5662
"2015-10-06",12.279
"2015-10-07",6.775
"2015-10-08",6.5289
"2015-10-09",7.0183
"2015-10-10",0
"2015-10-11",10.8339
"2015-10-12",18.0064
"2015-10-13",23.2481
"2015-10-14",19.2457
"2015-10-15",21.1824
"2015-10-16",21.4666
"2015-10-17",12.0706
"2015-10-18",19.7888
"2015-10-19",22.7668
"2015-10-20",20.5762
"2015-10-21",12.0508
"2015-10-22",13.962
"2015-10-23",17.7575
"2015-10-24",22.8398
"2015-10-25",31.2606
"2015-10-26",7.3207
"2015-10-27",7.0484
"2015-10-28",1.8411
"2015-10-29",12.9306
"2015-10-30",24.1624
"2015-10-31",14.3718
"2015-11-01",17.1329
"2015-11-02",34.5109
"2015-11-03",14.4606
"2015-11-04",12.2838
"2015-11-05",18.1623
"2015-11-06",14.1025
"2015-11-07",13.3383
"2015-11-08",11.9834
"2015-11-09",4.7886
"2015-11-10",5.5487
"2015-11-11",15.6414
"2015-11-12",31.6247
"2015-11-13",26.6395
"2015-11-14",15.9729
"2015-11-15",19.0452
"2015-11-16",10.5823
"2015-11-17",0.6261
"2015-11-18",4.274
"2015-11-19",17.341
"2015-11-20",7.2272
"2015-11-21",1.7509
"2015-11-22",18.4994
"2015-11-23",14.7151
"2015-11-24",9.7666
"2015-11-25",9.8864
"2015-11-26",0.0384
"2015-11-27",0
"2015-11-28",13.055
"2015-11-29",21.6336
"2015-11-30",26.4167
"2015-12-01",7.7315
"2015-12-02",20.6794
"2015-12-03",0.7112
"2015-12-04",29.9543
"2015-12-05",12.1417
"2015-12-06",16.2485
"2015-12-07",18.9675
"2015-12-08",10.0989
"2015-12-09",7.5293
"2015-12-10",13.699
"2015-12-11",5.1196
"2015-12-12",18.6887
"2015-12-13",13.5164
"2015-12-14",20.1107
"2015-12-15",2.959
"2015-12-16",0
"2015-12-17",3.2436
"2015-12-18",5.5836
"2015-12-19",8.7483
"2015-12-20",0
"2015-12-21",0
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0
"2015-12-27",18.8772
"2015-12-28",0
"2015-12-29",0
"2015-12-30",0
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0
"2016-01-05",0.1559
"2016-01-06",4.3351
"2016-01-07",0
"2016-01-08",2.4765
"2016-01-09",0
"2016-01-10",0
"2016-01-11",0
"2016-01-12",0
"2016-01-13",0
"2016-01-14",0.1427
"2016-01-15",0
"2016-01-16",0
"2016-01-17",0
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",5.5241
"2016-01-24",2.8222
"2016-01-25",0
"2016-01-26",0
"2016-01-27",0
"2016-01-28",0
"2016-01-29",0
"2016-01-30",2.8317
"2016-01-31",9.5683
"2016-02-01",3.803
"2016-02-02",9.6136
"2016-02-03",0.4419
"2016-02-04",2.9948
"2016-02-05",5.6027
"2016-02-06",0
"2016-02-07",10.7101
"2016-02-08",1.1989
"2016-02-09",0.7946
"2016-02-10",3.0728
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",2.4401
"2016-02-16",1.0481
"2016-02-17",0
"2016-02-18",6.0456
"2016-02-19",1.1362
"2016-02-20",1.6769
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",14.9173
"2016-02-26",0
"2016-02-27",0
"2016-02-28",0.0647
"2016-02-29",2.9552
"2016-03-01",0
"2016-03-02",0
"2016-03-03",0
"2016-03-04",0
"2016-03-05",0.3336
"2016-03-06",0
"2016-03-07",0.0386
"2016-03-08",0.3842
"2016-03-09",2.6976
"2016-03-10",24.7194
"2016-03-11",0.2409
"2016-03-12",1.4234
"2016-03-13",0
"2016-03-14",0
"2016-03-15",0
"2016-03-16",1.8791
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",9.5982
"2016-03-22",0
"2016-03-23",0
"2016-03-24",1.1655
"2016-03-25",0.8121
"2016-03-26",0
"2016-03-27",0
"2016-03-28",16.1504
"2016-03-29",0.5115
"2016-03-30",10.9875
"2016-03-31",0.5243
"2016-04-01",0
"2016-04-02",0
"2016-04-03",0
"2016-04-04",0
"2016-04-05",0.2412
"2016-04-06",12.7236
"2016-04-07",10.7016
"2016-04-08",6.3769
"2016-04-09",7.987
"2016-04-10",12.2293
"2016-04-11",11.4977
"2016-04-12",10.6778
"2016-04-13",0
"2016-04-14",10.9416
"2016-04-15",17.2156
"2016-04-16",6.1081
"2016-04-17",3.5197
"2016-04-18",0.3155
"2016-04-19",19.9755
"2016-04-20",10.6995
"2016-04-21",8.2471
"2016-04-22",0
"2016-04-23",0
"2016-04-24",0
"2016-04-25",0
"2016-04-26",12.4812
"2016-04-27",7.2121
"2016-04-28",10.6874
"2016-04-29",13.4578
"2016-04-30",12.4812
"2016-05-01",11.6981
"2016-05-02",0.0119
"2016-05-03",6.9051
"2016-05-04",13.1723
"2016-05-05",23.8508
"2016-05-06",22.7068
"2016-05-07",17.6178
"2016-05-08",14.5699
"2016-05-09",12.6597
"2016-05-10",14.6926
"2016-05-11",48.2508
"2016-05-12",21.9418
"2016-05-13",19.8576
"2016-05-14",61.6133
"2016-05-15",94.6041
"2016-05-16",91.222
"2016-05-17",86.658
"2016-05-18",0.3075
"2016-05-19",98.8058
"2016-05-20",11.4402
"2016-05-21",11.9469
"2016-05-22",14.2528
"2016-05-23",1.3179
"2016-05-24",23.8274
"2016-05-25",2.8273
"2016-05-26",0
"2016-05-27",83.5529
"2016-05-28",29.7508
"2016-05-29",16.6652
"2016-05-30",33.6894
"2016-05-31",52.5006
"2016-06-01",4.4527
"2016-06-02",0
"2016-06-03",2.7584
"2016-06-04",0.5001
"2016-06-05",0.2387
"2016-06-06",0
"2016-06-07",0
"2016-06-08",3.8196
"2016-06-09",3.3016
"2016-06-10",5.2494
"2016-06-11",0
"2016-06-12",7.4839
"2016-06-13",0
"2016-06-14",0.6543
"2016-06-15",0
"2016-06-16",11.7496
"2016-06-17",0.0683
"2016-06-18",28.4612
"2016-06-19",2.5504
"2016-06-20",4.5108
"2016-06-21",7.2764
"2016-06-22",0.8762
"2016-06-23",12.4249
"2016-06-24",9.1785
"2016-06-25",0.4192
"2016-06-26",0
"2016-06-27",1.1321
"2016-06-28",11.3739
"2016-06-29",33.5296
"2016-06-30",11.033
"2016-07-01",0
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",3.6377
"2016-07-08",1.4013
"2016-07-09",2.8785
"2016-07-10",1.1577
"2016-07-11",0
"2016-07-12",0.6577
"2016-07-13",0
"2016-07-14",3.9142
"2016-07-15",9.8828
"2016-07-16",2.3591
"2016-07-17",9.5723
"2016-07-18",0
"2016-07-19",0
"2016-07-20",0.9711
"2016-07-21",1.4864
"2016-07-22",0
"2016-07-23",0.2088
"2016-07-24",3.6628
"2016-07-25",4.4744
"2016-07-26",16.1065
"2016-07-27",13.2389
"2016-07-28",14.4792
"2016-07-29",8.0929
"2016-07-30",9.2781
"2016-07-31",0
"2016-08-01",0.2863
"2016-08-02",0
"2016-08-03",0
"2016-08-04",0
"2016-08-05",0
"2016-08-06",0
"2016-08-07",0
"2016-08-08",2.3785
"2016-08-09",4.9993
"2016-08-10",0
"2016-08-11",0
"2016-08-12",0.0312
"2016-08-13",4.3727
"2016-08-14",0
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0
"2016-08-18",0
"2016-08-19",0.8654
"2016-08-20",0
"2016-08-21",1.8961
"2016-08-22",10.3744
"2016-08-23",4.2367
"2016-08-24",0
