,"(mm) Precipitation (CHIRPS) at Badulla, 2007-01-01 to 2025-12-31"
"2013-04-28",5.8163
"2013-04-29",4.209
"2013-04-30",4.3979
"2013-05-01",4.035
"2013-05-02",5.3612
"2013-05-03",8.7349
"2013-05-04",6.0409
"2013-05-05",7.1647
"2013-05-06",12.0571
"2013-05-07",0.0833
"2013-05-08",8.5472
"2013-05-09",0.0561
"2013-05-10",8.5948
"2013-05-11",9.8925
"2013-05-12",12.9607
"2013-05-13",19.2672
"2013-05-14",0.3062
"2013-05-15",6.3171
"2013-05-16",0
"2013-05-17",3.257
"2013-05-18",2.3601
"2013-05-19",6.643
"2013-05-20",8.4236
"2013-05-21",2.0362
"2013-05-22",0
"2013-05-23",0
"2013-05-24",0
"2013-05-25",0
"2013-05-26",0
"2013-05-27",0
"2013-05-28",0.843
"2013-05-29",0
"2013-05-30",7.0195
"2013-05-31",15.9668
"2013-06-01",1.8877
"2013-06-02",1.8683
"2013-06-03",1.4539
"2013-06-04",4.338
"2013-06-05",3.7846
"2013-06-06",4.8535
"2013-06-07",0.1721
"2013-06-08",14.6221
"2013-06-09",0.2275
"2013-06-10",0
"2013-06-11",2.4642
"2013-06-12",14.1961
"2013-06-13",3.6364
"2013-06-14",0
"2013-06-15",1.501
"2013-06-16",0.9386
"2013-06-17",16.0079
"2013-06-18",4.3766
"2013-06-19",2.5175
"2013-06-20",0.3677
"2013-06-21",0.6622
"2013-06-22",20.6456
"2013-06-23",5.4276
"2013-06-24",0
"2013-06-25",0.9854
"2013-06-26",1.1015
"2013-06-27",4.7043
"2013-06-28",6.6477
"2013-06-29",9.3754
"2013-06-30",3.4078
"2013-07-01",3.7179
"2013-07-02",1.2044
"2013-07-03",0.1607
"2013-07-04",0.0113
"2013-07-05",13.7738
"2013-07-06",7.5756
"2013-07-07",11.5425
"2013-07-08",0
"2013-07-09",0.729
"2013-07-10",9.0966
"2013-07-11",2.3696
"2013-07-12",0
"2013-07-13",0
"2013-07-14",0.5385
"2013-07-15",6.5108
"2013-07-16",0
"2013-07-17",2.627
"2013-07-18",0.0131
"2013-07-19",0.3068
"2013-07-20",0.8697
"2013-07-21",15.6305
"2013-07-22",0
"2013-07-23",0
"2013-07-24",5.1614
"2013-07-25",0.0122
"2013-07-26",0
"2013-07-27",0.0769
"2013-07-28",0.0877
"2013-07-29",1.3211
"2013-07-30",0
"2013-07-31",0
"2013-08-01",0
"2013-08-02",1.7667
"2013-08-03",9.8359
"2013-08-04",11.8842
"2013-08-05",0.7985
"2013-08-06",0
"2013-08-07",0
"2013-08-08",4.4275
"2013-08-09",4.9804
"2013-08-10",14.5446
"2013-08-11",5.7891
"2013-08-12",9.3498
"2013-08-13",6.8561
"2013-08-14",2.3666
"2013-08-15",2.5391
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0
"2013-08-19",0
"2013-08-20",0
"2013-08-21",0.2304
"2013-08-22",0
"2013-08-23",0
"2013-08-24",0
"2013-08-25",0
"2013-08-26",6.5596
"2013-08-27",3.754
"2013-08-28",6.4976
"2013-08-29",2.8574
"2013-08-30",1.5508
"2013-08-31",0.7479
"2013-09-01",10.3725
"2013-09-02",4.759
"2013-09-03",1.7172
"2013-09-04",0.1152
"2013-09-05",8.0078
"2013-09-06",27.1496
"2013-09-07",42.3173
"2013-09-08",2.5162
"2013-09-09",0.8215
"2013-09-10",3.801
"2013-09-11",13.7085
"2013-09-12",20.4838
"2013-09-13",0
"2013-09-14",3.7804
"2013-09-15",0.2457
"2013-09-16",0
"2013-09-17",0
"2013-09-18",7.006
"2013-09-19",0.3572
"2013-09-20",0
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0
"2013-09-29",0
"2013-09-30",0
"2013-10-01",1.1382
"2013-10-02",3.1054
"2013-10-03",0
"2013-10-04",0
"2013-10-05",0.3502
"2013-10-06",0
"2013-10-07",2.1634
"2013-10-08",4.6189
"2013-10-09",2.2807
"2013-10-10",1.6312
"2013-10-11",0.5431
"2013-10-12",0
"2013-10-13",0.6576
"2013-10-14",8.1997
"2013-10-15",5.4522
"2013-10-16",11.0861
"2013-10-17",7.6878
"2013-10-18",29.3419
"2013-10-19",22.3593
"2013-10-20",9.0487
"2013-10-21",2.0012
"2013-10-22",0
"2013-10-23",0.8021
"2013-10-24",0
"2013-10-25",6.9819
"2013-10-26",0.9351
"2013-10-27",16.9205
"2013-10-28",10.3023
"2013-10-29",10.736
"2013-10-30",7.8582
"2013-10-31",6.8181
"2013-11-01",0.5535
"2013-11-02",12.6572
"2013-11-03",9.2511
"2013-11-04",1.4989
"2013-11-05",0
"2013-11-06",0
"2013-11-07",10.3923
"2013-11-08",0.0812
"2013-11-09",0.2773
"2013-11-10",1.508
"2013-11-11",4.3268
"2013-11-12",4.6281
"2013-11-13",11.2797
"2013-11-14",4.4033
"2013-11-15",1.9688
"2013-11-16",10.7151
"2013-11-17",2.0462
"2013-11-18",5.1352
"2013-11-19",31.0251
"2013-11-20",7.8398
"2013-11-21",2.7786
"2013-11-22",8.4629
"2013-11-23",15.565
"2013-11-24",15.7171
"2013-11-25",3.1758
"2013-11-26",3.8377
"2013-11-27",3.9374
"2013-11-28",1.8293
"2013-11-29",3.8764
"2013-11-30",22.8745
"2013-12-01",21.3225
"2013-12-02",15.7533
"2013-12-03",21.4483
"2013-12-04",16.9703
"2013-12-05",10.3695
"2013-12-06",0.3006
"2013-12-07",9.1105
"2013-12-08",3.4762
"2013-12-09",4.8096
"2013-12-10",1.8016
"2013-12-11",1.4011
"2013-12-12",0.1244
"2013-12-13",0
"2013-12-14",0
"2013-12-15",21.7618
"2013-12-16",2.9094
"2013-12-17",7.5599
"2013-12-18",0
"2013-12-19",0.5576
"2013-12-20",0.5751
"2013-12-21",8.8578
"2013-12-22",0
"2013-12-23",1.0575
"2013-12-24",5.9663
"2013-12-25",10.4784
"2013-12-26",2.4805
"2013-12-27",0
"2013-12-28",2.1824
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",0
"2014-01-03",2.8652
"2014-01-04",14.9322
"2014-01-05",0.0065
"2014-01-06",13.5597
"2014-01-07",8.1441
"2014-01-08",0
"2014-01-09",0.7768
"2014-01-10",0
"2014-01-11",0
"2014-01-12",21.9448
"2014-01-13",0.1935
"2014-01-14",13.2356
"2014-01-15",53.6131
"2014-01-16",6.9395
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0.431
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0.3883
"2014-01-30",0.7703
"2014-01-31",0
"2014-02-01",0
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",0.0204
"2014-02-09",0
"2014-02-10",0
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0
"2014-02-14",0.0696
"2014-02-15",0
"2014-02-16",0.1403
"2014-02-17",0
"2014-02-18",0
"2014-02-19",1.1496
"2014-02-20",9.7061
"2014-02-21",0.0003
"2014-02-22",0
"2014-02-23",5.4324
"2014-02-24",0
"2014-02-25",0
"2014-02-26",0.1861
"2014-02-27",16.9722
"2014-02-28",2.973
"2014-03-01",0
"2014-03-02",0.1043
"2014-03-03",0.0221
"2014-03-04",0
"2014-03-05",9.2117
"2014-03-06",6.676
"2014-03-07",7.0875
"2014-03-08",0
"2014-03-09",0
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",0.1352
"2014-03-15",0
"2014-03-16",0
"2014-03-17",0.3992
"2014-03-18",6.1869
"2014-03-19",15.1362
"2014-03-20",0
"2014-03-21",0
"2014-03-22",0
"2014-03-23",0
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",2.8772
"2014-03-28",0
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",0.138
"2014-04-02",4.8452
"2014-04-03",0.6044
"2014-04-04",3.2513
"2014-04-05",4.1149
"2014-04-06",0
"2014-04-07",4.4168
"2014-04-08",10.887
"2014-04-09",5.189
"2014-04-10",2.7396
"2014-04-11",0.1454
"2014-04-12",2.7074
"2014-04-13",5.5844
"2014-04-14",5.1772
"2014-04-15",2.012
"2014-04-16",5.2987
"2014-04-17",7.5776
"2014-04-18",7.2699
"2014-04-19",3.5917
"2014-04-20",0.5856
"2014-04-21",7.2226
"2014-04-22",8.3889
"2014-04-23",7.4005
"2014-04-24",9.6445
"2014-04-25",2.3246
"2014-04-26",0.0013
"2014-04-27",4.5295
"2014-04-28",17.995
"2014-04-29",13.5823
"2014-04-30",16.872
"2014-05-01",7.1425
"2014-05-02",10.5422
"2014-05-03",12.9591
"2014-05-04",12.2974
"2014-05-05",9.1977
"2014-05-06",4.5464
"2014-05-07",5.1227
"2014-05-08",14.1099
"2014-05-09",9.7013
"2014-05-10",10.6709
"2014-05-11",1.336
"2014-05-12",10.9581
"2014-05-13",3.3846
"2014-05-14",0.0017
"2014-05-15",0
"2014-05-16",0
"2014-05-17",0.7372
"2014-05-18",0.0222
"2014-05-19",5.0055
"2014-05-20",3.4814
"2014-05-21",1.1547
"2014-05-22",0.7847
"2014-05-23",0
"2014-05-24",3.0159
"2014-05-25",0
"2014-05-26",2.4469
"2014-05-27",4.0231
"2014-05-28",5.5821
"2014-05-29",9.7657
"2014-05-30",2.5212
"2014-05-31",3.8631
"2014-06-01",0.5705
"2014-06-02",10.2821
"2014-06-03",21.5108
"2014-06-04",3.3178
"2014-06-05",0.1958
"2014-06-06",0
"2014-06-07",0
"2014-06-08",14.0739
"2014-06-09",0.2085
"2014-06-10",0
"2014-06-11",0
"2014-06-12",0.703
"2014-06-13",0.4032
"2014-06-14",0
"2014-06-15",7.3007
"2014-06-16",0.1327
"2014-06-17",0
"2014-06-18",0
"2014-06-19",0
"2014-06-20",0
"2014-06-21",0.0465
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",2.035
"2014-06-26",7.062
"2014-06-27",0
"2014-06-28",0.1743
"2014-06-29",0
"2014-06-30",0
"2014-07-01",1.4673
"2014-07-02",0
"2014-07-03",0
"2014-07-04",0
"2014-07-05",5.2594
"2014-07-06",7.1055
"2014-07-07",2.1308
"2014-07-08",2.0038
"2014-07-09",0.2387
"2014-07-10",0.662
"2014-07-11",0
"2014-07-12",0
"2014-07-13",6.31
"2014-07-14",3.1502
"2014-07-15",0
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",0
"2014-07-20",0.1317
"2014-07-21",0
"2014-07-22",0
"2014-07-23",0
"2014-07-24",0.1186
"2014-07-25",0.9764
"2014-07-26",3.6887
"2014-07-27",7.6043
"2014-07-28",0
"2014-07-29",0
"2014-07-30",0.4337
"2014-07-31",0
"2014-08-01",0.5998
"2014-08-02",3.2785
"2014-08-03",1.0002
"2014-08-04",1.2591
"2014-08-05",4.9162
"2014-08-06",6.6737
"2014-08-07",10.8293
"2014-08-08",14.3756
"2014-08-09",6.5005
"2014-08-10",3.7175
"2014-08-11",5.1272
"2014-08-12",0
"2014-08-13",0
"2014-08-14",2.4504
"2014-08-15",6.252
"2014-08-16",11.419
"2014-08-17",21.4096
"2014-08-18",12.8926
"2014-08-19",5.8996
"2014-08-20",8.3446
"2014-08-21",9.4432
"2014-08-22",7.9707
"2014-08-23",0
"2014-08-24",8.901
"2014-08-25",1.7804
"2014-08-26",0
"2014-08-27",0
"2014-08-28",0
"2014-08-29",0
"2014-08-30",0.258
"2014-08-31",0
"2014-09-01",0.4089
"2014-09-02",4.9198
"2014-09-03",4.1084
"2014-09-04",1.4319
"2014-09-05",7.2785
"2014-09-06",5.3715
"2014-09-07",2.9004
"2014-09-08",1.0194
"2014-09-09",0
"2014-09-10",9.3183
"2014-09-11",7.6925
"2014-09-12",8.7266
"2014-09-13",0
"2014-09-14",4.7303
"2014-09-15",0
"2014-09-16",0
"2014-09-17",4.7718
"2014-09-18",5.6658
"2014-09-19",0
"2014-09-20",0
"2014-09-21",0
"2014-09-22",0.5967
"2014-09-23",2.8943
"2014-09-24",9.2059
"2014-09-25",9.6037
"2014-09-26",34.9897
"2014-09-27",25.7394
"2014-09-28",18.1203
"2014-09-29",2.7615
"2014-09-30",8.606
"2014-10-01",16.153
"2014-10-02",23.5869
"2014-10-03",5.2247
"2014-10-04",19.059
"2014-10-05",13.1689
"2014-10-06",9.2689
"2014-10-07",10.6537
"2014-10-08",13.0147
"2014-10-09",11.6815
"2014-10-10",13.4385
"2014-10-11",0
"2014-10-12",0
"2014-10-13",0.2365
"2014-10-14",17.4843
"2014-10-15",10.0429
"2014-10-16",6.7952
"2014-10-17",15.482
"2014-10-18",29.7637
"2014-10-19",11.3087
"2014-10-20",26.1531
"2014-10-21",10.7145
"2014-10-22",5.3156
"2014-10-23",4.1148
"2014-10-24",24.9869
"2014-10-25",1.3834
"2014-10-26",4.4888
"2014-10-27",1.5333
"2014-10-28",9.2987
"2014-10-29",27.2029
"2014-10-30",23.5756
"2014-10-31",9.1397
"2014-11-01",7.1607
"2014-11-02",9.0302
"2014-11-03",14.7532
"2014-11-04",9.0092
"2014-11-05",0.7161
"2014-11-06",0
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0.3768
"2014-11-10",0.3617
"2014-11-11",3.8032
"2014-11-12",14.3604
"2014-11-13",5.9825
"2014-11-14",11.4615
"2014-11-15",0.1913
"2014-11-16",13.7752
"2014-11-17",3.0428
"2014-11-18",2.8685
"2014-11-19",29.7814
"2014-11-20",14.9167
"2014-11-21",11.2772
"2014-11-22",26.6902
"2014-11-23",18.714
"2014-11-24",22.8316
"2014-11-25",28.3911
"2014-11-26",36.8854
"2014-11-27",25.1956
"2014-11-28",15.7795
"2014-11-29",8.7653
"2014-11-30",4.1668
"2014-12-01",0.412
"2014-12-02",13.4995
"2014-12-03",24.6583
"2014-12-04",0
"2014-12-05",0
"2014-12-06",6.5749
"2014-12-07",4.271
"2014-12-08",27.4434
"2014-12-09",8.2838
"2014-12-10",26.5114
"2014-12-11",5.0654
"2014-12-12",26.2107
"2014-12-13",2.0905
"2014-12-14",0
"2014-12-15",0
"2014-12-16",0
"2014-12-17",41.9937
"2014-12-18",42.0851
"2014-12-19",27.4669
"2014-12-20",52.1577
"2014-12-21",0.2116
"2014-12-22",34.248
"2014-12-23",47.6213
"2014-12-24",58.7665
"2014-12-25",64.3057
"2014-12-26",87.3316
"2014-12-27",46.6892
"2014-12-28",50.1933
"2014-12-29",0
"2014-12-30",0
"2014-12-31",13.6655
"2015-01-01",11.8106
"2015-01-02",2.3267
"2015-01-03",4.3294
"2015-01-04",0.9766
"2015-01-05",0.3458
"2015-01-06",0.123
"2015-01-07",0.2696
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0
"2015-01-14",0
"2015-01-15",0
"2015-01-16",0
"2015-01-17",0
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",0.419
"2015-01-24",0.39
"2015-01-25",6.3414
"2015-01-26",0
"2015-01-27",0
"2015-01-28",0.1802
"2015-01-29",0.3808
"2015-01-30",0
"2015-01-31",0.0858
"2015-02-01",0
"2015-02-02",17.1944
"2015-02-03",32.8085
"2015-02-04",0
"2015-02-05",0.1712
"2015-02-06",7.0989
"2015-02-07",0
"2015-02-08",0
"2015-02-09",0.795
"2015-02-10",17.3506
"2015-02-11",21.4477
"2015-02-12",3.0219
"2015-02-13",9.9839
"2015-02-14",0
"2015-02-15",0
"2015-02-16",0
"2015-02-17",0
"2015-02-18",0
"2015-02-19",0
"2015-02-20",0
"2015-02-21",0
"2015-02-22",0
"2015-02-23",0
"2015-02-24",1.0597
"2015-02-25",12.0462
"2015-02-26",3.6651
"2015-02-27",13.3507
"2015-02-28",2.6645
"2015-03-01",0
"2015-03-02",0
"2015-03-03",0.4451
"2015-03-04",8.109
"2015-03-05",0
"2015-03-06",0
"2015-03-07",0
"2015-03-08",0
"2015-03-09",0
"2015-03-10",0
"2015-03-11",0.0438
"2015-03-12",7.1341
"2015-03-13",8.5945
"2015-03-14",2.6611
"2015-03-15",4.2297
"2015-03-16",0.1251
"2015-03-17",2.8037
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",8.2362
"2015-03-27",8.9301
"2015-03-28",12.9279
"2015-03-29",8.8947
"2015-03-30",3.0196
"2015-03-31",5.2048
"2015-04-01",10.7138
"2015-04-02",13.5932
"2015-04-03",12.3249
"2015-04-04",0
"2015-04-05",0
"2015-04-06",1.0587
"2015-04-07",5.3472
"2015-04-08",11.7367
"2015-04-09",3.4059
"2015-04-10",4.3348
"2015-04-11",5.4343
"2015-04-12",11.8542
"2015-04-13",13.3847
"2015-04-14",8.2587
"2015-04-15",14.5498
"2015-04-16",8.7383
"2015-04-17",4.1827
"2015-04-18",7.9473
"2015-04-19",9.2157
"2015-04-20",12.2299
"2015-04-21",0
"2015-04-22",0
"2015-04-23",11.4319
"2015-04-24",7.5637
"2015-04-25",7.9858
"2015-04-26",0.8421
"2015-04-27",2.7552
"2015-04-28",2.2626
"2015-04-29",8.1394
"2015-04-30",3.9834
"2015-05-01",2.6376
"2015-05-02",0.5554
"2015-05-03",3.6215
"2015-05-04",4.6947
"2015-05-05",5.3463
"2015-05-06",6.7935
"2015-05-07",7.9666
"2015-05-08",7.3167
"2015-05-09",15.4088
"2015-05-10",9.1689
"2015-05-11",23.6813
"2015-05-12",8.8543
"2015-05-13",12.5111
"2015-05-14",12.1707
"2015-05-15",3.8029
"2015-05-16",5.2097
"2015-05-17",1.0461
"2015-05-18",2.5634
"2015-05-19",0.3907
"2015-05-20",0.217
"2015-05-21",0
"2015-05-22",0
"2015-05-23",0
"2015-05-24",0
"2015-05-25",0.1314
"2015-05-26",0
"2015-05-27",0.5585
"2015-05-28",4.9764
"2015-05-29",0.172
"2015-05-30",7.4838
"2015-05-31",7.3887
"2015-06-01",6.7249
"2015-06-02",4.8273
"2015-06-03",3.4747
"2015-06-04",6.8408
"2015-06-05",4.4154
"2015-06-06",7.4524
"2015-06-07",7.5854
"2015-06-08",4.2177
"2015-06-09",0.6991
"2015-06-10",0
"2015-06-11",0.6791
"2015-06-12",3.1948
"2015-06-13",0.1969
"2015-06-14",0
"2015-06-15",15.0603
"2015-06-16",7.4591
"2015-06-17",16.1148
"2015-06-18",0.9432
"2015-06-19",0.6996
"2015-06-20",0
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",0
"2015-06-27",0
"2015-06-28",0.3241
"2015-06-29",11.2391
"2015-06-30",2.6489
"2015-07-01",4.8709
"2015-07-02",0
"2015-07-03",0.482
"2015-07-04",4.2517
"2015-07-05",0
"2015-07-06",0
"2015-07-07",0
"2015-07-08",0
"2015-07-09",0
"2015-07-10",0
"2015-07-11",0
"2015-07-12",0
"2015-07-13",0.2655
"2015-07-14",0.3488
"2015-07-15",0.5461
"2015-07-16",1.2491
"2015-07-17",3.8084
"2015-07-18",2.106
"2015-07-19",0
"2015-07-20",0.0007
"2015-07-21",1.1274
"2015-07-22",7.0661
"2015-07-23",7.1736
"2015-07-24",4.0995
"2015-07-25",2.3967
"2015-07-26",4.569
"2015-07-27",0
"2015-07-28",3.3776
"2015-07-29",2.9042
"2015-07-30",0
"2015-07-31",1.6957
"2015-08-01",1.6373
"2015-08-02",0
"2015-08-03",1.7291
"2015-08-04",0
"2015-08-05",4.5127
"2015-08-06",0
"2015-08-07",0
"2015-08-08",1.8941
"2015-08-09",1.5539
"2015-08-10",0.1788
"2015-08-11",2.5165
"2015-08-12",0.8317
"2015-08-13",0.5233
"2015-08-14",7.6213
"2015-08-15",2.3096
"2015-08-16",14.0034
"2015-08-17",2.7227
"2015-08-18",0
"2015-08-19",0
"2015-08-20",2.7044
"2015-08-21",0.4295
"2015-08-22",2.7281
"2015-08-23",1.4256
"2015-08-24",2.9948
"2015-08-25",0
"2015-08-26",0
"2015-08-27",4.463
"2015-08-28",3.1877
"2015-08-29",1.4095
"2015-08-30",2.5004
"2015-08-31",8.1793
"2015-09-01",10.7446
"2015-09-02",4.9111
"2015-09-03",18.3781
"2015-09-04",3.4725
"2015-09-05",1.605
"2015-09-06",2.3648
"2015-09-07",1.0005
"2015-09-08",9.6258
"2015-09-09",0.0073
"2015-09-10",9.5834
"2015-09-11",5.281
"2015-09-12",6.175
"2015-09-13",6.7994
"2015-09-14",0
"2015-09-15",0
"2015-09-16",0.2283
"2015-09-17",0
"2015-09-18",5.2406
"2015-09-19",11.6532
"2015-09-20",2.5538
"2015-09-21",8.8628
"2015-09-22",4.7111
"2015-09-23",8.4628
"2015-09-24",10.8962
"2015-09-25",7.3252
"2015-09-26",7.9607
"2015-09-27",12.6615
"2015-09-28",15.7487
"2015-09-29",7.7226
"2015-09-30",5.799
"2015-10-01",5.2792
"2015-10-02",8.8618
"2015-10-03",4.6828
"2015-10-04",8.3061
"2015-10-05",13.0293
"2015-10-06",4.5611
"2015-10-07",6.3963
"2015-10-08",6.7742
"2015-10-09",6.9888
"2015-10-10",5.1567
"2015-10-11",10.111
"2015-10-12",7.9158
"2015-10-13",8.9448
"2015-10-14",14.3945
"2015-10-15",5.6543
"2015-10-16",16.9802
"2015-10-17",12.4187
"2015-10-18",21.9479
"2015-10-19",9.0237
"2015-10-20",18.2876
"2015-10-21",6.866
"2015-10-22",8.8766
"2015-10-23",24.5178
"2015-10-24",29.0259
"2015-10-25",26.3625
"2015-10-26",23.4916
"2015-10-27",21.4725
"2015-10-28",11.8834
"2015-10-29",13.9029
"2015-10-30",19.7669
"2015-10-31",8.1314
"2015-11-01",5.8744
"2015-11-02",26.8048
"2015-11-03",12.0561
"2015-11-04",12.407
"2015-11-05",26.1896
"2015-11-06",13.9336
"2015-11-07",8.6218
"2015-11-08",16.8298
"2015-11-09",7.0096
"2015-11-10",7.6628
"2015-11-11",15.6015
"2015-11-12",9.9177
"2015-11-13",31.5794
"2015-11-14",22.119
"2015-11-15",12.4232
"2015-11-16",8.9102
"2015-11-17",7.6322
"2015-11-18",12.5127
"2015-11-19",4.1147
"2015-11-20",0.2076
"2015-11-21",16.5711
"2015-11-22",7.0751
"2015-11-23",0.8314
"2015-11-24",0.001
"2015-11-25",0
"2015-11-26",1.7237
"2015-11-27",0.9162
"2015-11-28",10.2362
"2015-11-29",48.5871
"2015-11-30",22.4308
"2015-12-01",14.2276
"2015-12-02",17.2919
"2015-12-03",25.57
"2015-12-04",13.6988
"2015-12-05",10.8697
"2015-12-06",4.0182
"2015-12-07",16.6131
"2015-12-08",29.0754
"2015-12-09",0.2619
"2015-12-10",33.1741
"2015-12-11",15.1452
"2015-12-12",22.5604
"2015-12-13",6.1518
"2015-12-14",7.8933
"2015-12-15",0.0342
"2015-12-16",0.0385
"2015-12-17",7.2138
"2015-12-18",0.9577
"2015-12-19",7.7971
"2015-12-20",3.8859
"2015-12-21",0
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0.1089
"2015-12-27",50.5213
"2015-12-28",0
"2015-12-29",9.2686
"2015-12-30",3.2345
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0
"2016-01-05",0.0628
"2016-01-06",12.2489
"2016-01-07",0
"2016-01-08",11.1766
"2016-01-09",0
"2016-01-10",0
"2016-01-11",0.1392
"2016-01-12",0
"2016-01-13",3.0503
"2016-01-14",5.3748
"2016-01-15",0
"2016-01-16",0.1263
"2016-01-17",0
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",13.3225
"2016-01-24",1.6446
"2016-01-25",0
"2016-01-26",0
"2016-01-27",0
"2016-01-28",0
"2016-01-29",0
"2016-01-30",1.4306
"2016-01-31",15.3747
"2016-02-01",1.102
"2016-02-02",2.0449
"2016-02-03",0.0084
"2016-02-04",7.1336
"2016-02-05",12.0704
"2016-02-06",0
"2016-02-07",0.2404
"2016-02-08",1.3522
"2016-02-09",2.6998
"2016-02-10",10.655
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",1.3518
"2016-02-16",0
"2016-02-17",8.5837
"2016-02-18",0.5152
"2016-02-19",0
"2016-02-20",0
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",26.904
"2016-02-26",0
"2016-02-27",0
"2016-02-28",0.313
"2016-02-29",7.1777
"2016-03-01",0.6277
"2016-03-02",0
"2016-03-03",0
"2016-03-04",0
"2016-03-05",0
"2016-03-06",0
"2016-03-07",0
"2016-03-08",2.2803
"2016-03-09",0.253
"2016-03-10",7.4478
"2016-03-11",0.2797
"2016-03-12",0
"2016-03-13",0
"2016-03-14",0
"2016-03-15",0
"2016-03-16",0.4962
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",4.4338
"2016-03-22",0
"2016-03-23",0
"2016-03-24",0
"2016-03-25",0
"2016-03-26",0
"2016-03-27",11.305
"2016-03-28",38.0099
"2016-03-29",12.1573
"2016-03-30",15.2122
"2016-03-31",2.7542
"2016-04-01",4.4994
"2016-04-02",1.0173
"2016-04-03",1.0799
"2016-04-04",2.2548
"2016-04-05",0.235
"2016-04-06",11.1382
"2016-04-07",0.6572
"2016-04-08",0
"2016-04-09",1.0641
"2016-04-10",2.2935
"2016-04-11",3.0277
"2016-04-12",2.4936
"2016-04-13",0.2057
"2016-04-14",0.6203
"2016-04-15",5.2447
"2016-04-16",2.8036
"2016-04-17",6.8451
"2016-04-18",2.2742
"2016-04-19",10.8105
"2016-04-20",2.8838
"2016-04-21",0.6231
"2016-04-22",0.6248
"2016-04-23",0.0461
"2016-04-24",0
"2016-04-25",0
"2016-04-26",7.6066
"2016-04-27",5.1408
"2016-04-28",3.0601
"2016-04-29",0.0416
"2016-04-30",7.9581
"2016-05-01",9.4563
"2016-05-02",6.7037
"2016-05-03",7.5965
"2016-05-04",4.4249
"2016-05-05",3.9419
"2016-05-06",11.3236
"2016-05-07",7.6736
"2016-05-08",7.9385
"2016-05-09",4.5178
"2016-05-10",6.8595
"2016-05-11",16.886
"2016-05-12",23.4663
"2016-05-13",10.8586
"2016-05-14",49.924
"2016-05-15",57.71
"2016-05-16",46.829
"2016-05-17",29.4084
"2016-05-18",0
"2016-05-19",1.548
"2016-05-20",0
"2016-05-21",0.0702
"2016-05-22",0
"2016-05-23",1.0735
"2016-05-24",5.8659
"2016-05-25",0
"2016-05-26",0
"2016-05-27",3.5343
"2016-05-28",9.1457
"2016-05-29",0
"2016-05-30",2.0304
"2016-05-31",5.8509
"2016-06-01",0
"2016-06-02",0
"2016-06-03",0
"2016-06-04",0.031
"2016-06-05",0
"2016-06-06",0
"2016-06-07",0
"2016-06-08",0.385
"2016-06-09",0
"2016-06-10",0
"2016-06-11",0
"2016-06-12",1.5911
"2016-06-13",0.1085
"2016-06-14",0
"2016-06-15",0.3719
"2016-06-16",8.6899
"2016-06-17",1.2826
"2016-06-18",4.6974
"2016-06-19",0
"2016-06-20",0
"2016-06-21",7.0375
"2016-06-22",1.6188
"2016-06-23",7.7487
"2016-06-24",0.2922
"2016-06-25",1.7378
"2016-06-26",0
"2016-06-27",0.4027
"2016-06-28",3.481
"2016-06-29",19.1554
"2016-06-30",4.6456
"2016-07-01",0
