,"(mm) Precipitation (CHIRPS) at Ampara, 2007-01-01 to 2025-12-31"
"2013-05-16",0
"2013-05-17",0.0908
"2013-05-18",0.0681
"2013-05-19",4.7575
"2013-05-20",4.5343
"2013-05-21",0.557
"2013-05-22",0
"2013-05-23",0
"2013-05-24",0.0036
"2013-05-25",0
"2013-05-26",0
"2013-05-27",0
"2013-05-28",0.0667
"2013-05-29",0
"2013-05-30",1.9549
"2013-05-31",9.8153
"2013-06-01",1.1616
"2013-06-02",0.0969
"2013-06-03",0.0172
"2013-06-04",1.3636
"2013-06-05",1.6488
"2013-06-06",2.4612
"2013-06-07",0.335
"2013-06-08",1.1978
"2013-06-09",0
"2013-06-10",0
"2013-06-11",0
"2013-06-12",3.8784
"2013-06-13",0.6493
"2013-06-14",0
"2013-06-15",0.8795
"2013-06-16",0.053
"2013-06-17",3.8794
"2013-06-18",0.5258
"2013-06-19",0.6187
"2013-06-20",0
"2013-06-21",0.0061
"2013-06-22",6.9846
"2013-06-23",1.7248
"2013-06-24",0
"2013-06-25",0.0992
"2013-06-26",0.5751
"2013-06-27",0.9584
"2013-06-28",2.3365
"2013-06-29",2.4717
"2013-06-30",1.1777
"2013-07-01",2.2798
"2013-07-02",2.0508
"2013-07-03",0.0706
"2013-07-04",0.0382
"2013-07-05",6.1917
"2013-07-06",3.1868
"2013-07-07",5.3036
"2013-07-08",0.0324
"2013-07-09",1.9894
"2013-07-10",4.3603
"2013-07-11",1.2488
"2013-07-12",0
"2013-07-13",0
"2013-07-14",0.0015
"2013-07-15",3.3575
"2013-07-16",0.0159
"2013-07-17",3.5313
"2013-07-18",0.2663
"2013-07-19",0.2308
"2013-07-20",1.7694
"2013-07-21",7.6709
"2013-07-22",0.2249
"2013-07-23",0
"2013-07-24",4.5791
"2013-07-25",3.137
"2013-07-26",0
"2013-07-27",0
"2013-07-28",0
"2013-07-29",0.6135
"2013-07-30",0
"2013-07-31",0
"2013-08-01",0
"2013-08-02",0.8648
"2013-08-03",5.0395
"2013-08-04",9.0729
"2013-08-05",1.2708
"2013-08-06",0.0098
"2013-08-07",0
"2013-08-08",2.7243
"2013-08-09",0.9387
"2013-08-10",19.2276
"2013-08-11",5.8418
"2013-08-12",11.511
"2013-08-13",6.0736
"2013-08-14",3.668
"2013-08-15",1.1506
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0
"2013-08-19",0
"2013-08-20",0
"2013-08-21",0.0022
"2013-08-22",0
"2013-08-23",0
"2013-08-24",0
"2013-08-25",0
"2013-08-26",1.2759
"2013-08-27",0.2545
"2013-08-28",0.9281
"2013-08-29",0
"2013-08-30",0
"2013-08-31",0.5353
"2013-09-01",5.178
"2013-09-02",1.2014
"2013-09-03",1.4212
"2013-09-04",0.0036
"2013-09-05",3.3474
"2013-09-06",12.776
"2013-09-07",18.382
"2013-09-08",0.0609
"2013-09-09",0.1574
"2013-09-10",4.1003
"2013-09-11",0.055
"2013-09-12",13.63
"2013-09-13",0
"2013-09-14",3.1244
"2013-09-15",1.1082
"2013-09-16",0
"2013-09-17",0
"2013-09-18",3.0917
"2013-09-19",0.8752
"2013-09-20",0.0442
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0
"2013-09-29",0
"2013-09-30",0
"2013-10-01",0.0112
"2013-10-02",0.0287
"2013-10-03",0
"2013-10-04",0
"2013-10-05",4.9968
"2013-10-06",0
"2013-10-07",0.3498
"2013-10-08",0.6174
"2013-10-09",1.5215
"2013-10-10",3.028
"2013-10-11",0
"2013-10-12",0
"2013-10-13",0
"2013-10-14",4.5883
"2013-10-15",1.9534
"2013-10-16",6.7409
"2013-10-17",2.5534
"2013-10-18",24.3655
"2013-10-19",16.9745
"2013-10-20",7.8528
"2013-10-21",0.9737
"2013-10-22",0.0465
"2013-10-23",0.2708
"2013-10-24",0
"2013-10-25",5.6763
"2013-10-26",0.0537
"2013-10-27",1.0483
"2013-10-28",3.1357
"2013-10-29",1.6391
"2013-10-30",3.4395
"2013-10-31",0.58
"2013-11-01",0
"2013-11-02",12.3511
"2013-11-03",13.4429
"2013-11-04",0.4592
"2013-11-05",0
"2013-11-06",0.0038
"2013-11-07",13.3467
"2013-11-08",0.2969
"2013-11-09",0
"2013-11-10",0
"2013-11-11",2.9704
"2013-11-12",0.9776
"2013-11-13",9.2071
"2013-11-14",2.744
"2013-11-15",1.8226
"2013-11-16",0.9061
"2013-11-17",0.057
"2013-11-18",1.4181
"2013-11-19",11.4245
"2013-11-20",1.1401
"2013-11-21",0.3074
"2013-11-22",0.0117
"2013-11-23",13.8305
"2013-11-24",9.9501
"2013-11-25",1.0374
"2013-11-26",5.5951
"2013-11-27",0.6175
"2013-11-28",0.3664
"2013-11-29",5.6787
"2013-11-30",18.6299
"2013-12-01",25.863
"2013-12-02",24.404
"2013-12-03",24.3613
"2013-12-04",24.1466
"2013-12-05",14.1624
"2013-12-06",0.9929
"2013-12-07",12.518
"2013-12-08",1.999
"2013-12-09",1.7127
"2013-12-10",0.5124
"2013-12-11",2.1312
"2013-12-12",0
"2013-12-13",0
"2013-12-14",1.7449
"2013-12-15",26.832
"2013-12-16",2.94
"2013-12-17",5.5265
"2013-12-18",1.7432
"2013-12-19",6.9285
"2013-12-20",3.7135
"2013-12-21",13.9582
"2013-12-22",0
"2013-12-23",4.5627
"2013-12-24",7.0503
"2013-12-25",6.4569
"2013-12-26",0.5207
"2013-12-27",0
"2013-12-28",0
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",3.0408
"2014-01-03",6.4594
"2014-01-04",14.9558
"2014-01-05",0.7841
"2014-01-06",4.0782
"2014-01-07",4.827
"2014-01-08",0.2433
"2014-01-09",0.7066
"2014-01-10",0
"2014-01-11",0
"2014-01-12",26.6339
"2014-01-13",0.0903
"2014-01-14",22.6092
"2014-01-15",36.9492
"2014-01-16",0.0875
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0.0407
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0
"2014-01-30",0
"2014-01-31",0.0918
"2014-02-01",1.2225
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",2.2403
"2014-02-09",0
"2014-02-10",0
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0
"2014-02-14",3.2696
"2014-02-15",0
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0
"2014-02-19",20.3006
"2014-02-20",6.0279
"2014-02-21",0.0154
"2014-02-22",0
"2014-02-23",5.9508
"2014-02-24",0.2518
"2014-02-25",0
"2014-02-26",0.821
"2014-02-27",4.9662
"2014-02-28",0
"2014-03-01",0
"2014-03-02",0.0177
"2014-03-03",0.0257
"2014-03-04",0
"2014-03-05",0.602
"2014-03-06",0.5109
"2014-03-07",1.8104
"2014-03-08",0.011
"2014-03-09",0
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",0
"2014-03-15",0
"2014-03-16",0
"2014-03-17",4.6438
"2014-03-18",3.6213
"2014-03-19",12.6274
"2014-03-20",0
"2014-03-21",0
"2014-03-22",0
"2014-03-23",0
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",0.0122
"2014-03-28",0.0002
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",0
"2014-04-02",0.4507
"2014-04-03",0
"2014-04-04",0.7247
"2014-04-05",0.0436
"2014-04-06",0
"2014-04-07",0.9044
"2014-04-08",1.1948
"2014-04-09",0.0429
"2014-04-10",0
"2014-04-11",0
"2014-04-12",0.1953
"2014-04-13",3.8603
"2014-04-14",0
"2014-04-15",0
"2014-04-16",1.4792
"2014-04-17",4.9945
"2014-04-18",1.8593
"2014-04-19",0.0612
"2014-04-20",0.565
"2014-04-21",0.8101
"2014-04-22",1.2564
"2014-04-23",0.4025
"2014-04-24",0.8347
"2014-04-25",0.4351
"2014-04-26",0.4893
"2014-04-27",0.2719
"2014-04-28",13.5368
"2014-04-29",10.5848
"2014-04-30",12.9677
"2014-05-01",6.2017
"2014-05-02",5.348
"2014-05-03",7.8217
"2014-05-04",7.4272
"2014-05-05",6.2177
"2014-05-06",0.096
"2014-05-07",2.1927
"2014-05-08",6.7753
"2014-05-09",5.4981
"2014-05-10",3.6187
"2014-05-11",0.4708
"2014-05-12",3.4806
"2014-05-13",1.7717
"2014-05-14",0
"2014-05-15",0.0559
"2014-05-16",0
"2014-05-17",0.0345
"2014-05-18",0
"2014-05-19",0.7861
"2014-05-20",1.4904
"2014-05-21",0.2429
"2014-05-22",0.1224
"2014-05-23",0
"2014-05-24",0.073
"2014-05-25",0
"2014-05-26",2.4986
"2014-05-27",1.0739
"2014-05-28",3.4398
"2014-05-29",3.5121
"2014-05-30",1.3573
"2014-05-31",0.5705
"2014-06-01",0.3606
"2014-06-02",3.1374
"2014-06-03",6.2323
"2014-06-04",1.041
"2014-06-05",0.2751
"2014-06-06",0
"2014-06-07",0
"2014-06-08",4.5274
"2014-06-09",0
"2014-06-10",0
"2014-06-11",0
"2014-06-12",0.3927
"2014-06-13",0.049
"2014-06-14",0.0024
"2014-06-15",1.6307
"2014-06-16",0
"2014-06-17",0.0093
"2014-06-18",0
"2014-06-19",0
"2014-06-20",0
"2014-06-21",0
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",0.0023
"2014-06-26",0.0418
"2014-06-27",0
"2014-06-28",0.5879
"2014-06-29",0.0276
"2014-06-30",0
"2014-07-01",0.0523
"2014-07-02",0
"2014-07-03",0
"2014-07-04",0
"2014-07-05",1.3233
"2014-07-06",5.7624
"2014-07-07",0
"2014-07-08",1.5927
"2014-07-09",0.104
"2014-07-10",0.0569
"2014-07-11",0
"2014-07-12",0.0336
"2014-07-13",3.9077
"2014-07-14",2.5185
"2014-07-15",0.021
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",0
"2014-07-20",0.5388
"2014-07-21",0
"2014-07-22",0
"2014-07-23",0.0628
"2014-07-24",0.0576
"2014-07-25",0.0125
"2014-07-26",1.1488
"2014-07-27",0.9632
"2014-07-28",0.0845
"2014-07-29",0.005
"2014-07-30",0.2862
"2014-07-31",0
"2014-08-01",0.1234
"2014-08-02",0
"2014-08-03",0.0767
"2014-08-04",0
"2014-08-05",1.3351
"2014-08-06",7.6876
"2014-08-07",9.2872
"2014-08-08",12.2545
"2014-08-09",4.9967
"2014-08-10",0.4448
"2014-08-11",3.2772
"2014-08-12",0
"2014-08-13",0
"2014-08-14",0.4558
"2014-08-15",1.8762
"2014-08-16",8.1328
"2014-08-17",16.4198
"2014-08-18",11.0918
"2014-08-19",5.1875
"2014-08-20",1.6892
"2014-08-21",2.9258
"2014-08-22",7.0046
"2014-08-23",0
"2014-08-24",5.848
"2014-08-25",0.0806
"2014-08-26",0
"2014-08-27",0
"2014-08-28",0
"2014-08-29",0.2575
"2014-08-30",0.078
"2014-08-31",0
"2014-09-01",0.0356
"2014-09-02",1.2218
"2014-09-03",1.7166
"2014-09-04",0.7621
"2014-09-05",2.0295
"2014-09-06",0.7125
"2014-09-07",0.463
"2014-09-08",0
"2014-09-09",0.2466
"2014-09-10",3.7368
"2014-09-11",0
"2014-09-12",0.272
"2014-09-13",0
"2014-09-14",0.5942
"2014-09-15",0
"2014-09-16",0
"2014-09-17",0.3685
"2014-09-18",2.5833
"2014-09-19",0
"2014-09-20",0
"2014-09-21",0
"2014-09-22",0.0231
"2014-09-23",0.025
"2014-09-24",2.3475
"2014-09-25",2.8429
"2014-09-26",12.8408
"2014-09-27",5.0947
"2014-09-28",11.1793
"2014-09-29",0
"2014-09-30",3.0517
"2014-10-01",1.9891
"2014-10-02",28.8209
"2014-10-03",4.45
"2014-10-04",14.8584
"2014-10-05",5.6779
"2014-10-06",3.1819
"2014-10-07",9.373
"2014-10-08",10.1022
"2014-10-09",8.1746
"2014-10-10",6.3908
"2014-10-11",0.6834
"2014-10-12",0.1477
"2014-10-13",0.5691
"2014-10-14",3.9507
"2014-10-15",1.4644
"2014-10-16",2.6415
"2014-10-17",9.2412
"2014-10-18",30.2084
"2014-10-19",4.1788
"2014-10-20",23.0996
"2014-10-21",5.6535
"2014-10-22",2.5502
"2014-10-23",2.5144
"2014-10-24",4.3314
"2014-10-25",0
"2014-10-26",0
"2014-10-27",0
"2014-10-28",2.7342
"2014-10-29",28.2604
"2014-10-30",17.6171
"2014-10-31",15.1294
"2014-11-01",18.214
"2014-11-02",8.1247
"2014-11-03",25.3918
"2014-11-04",2.6154
"2014-11-05",1.5846
"2014-11-06",0
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0
"2014-11-10",0
"2014-11-11",3.4929
"2014-11-12",10.9122
"2014-11-13",1.9881
"2014-11-14",3.8055
"2014-11-15",0
"2014-11-16",27.0497
"2014-11-17",2.5911
"2014-11-18",3.7855
"2014-11-19",29.6742
"2014-11-20",25.0672
"2014-11-21",11.8269
"2014-11-22",41.0837
"2014-11-23",26.167
"2014-11-24",19.3863
"2014-11-25",27.7139
"2014-11-26",41.0289
"2014-11-27",21.2646
"2014-11-28",16.9214
"2014-11-29",1.9865
"2014-11-30",0.7309
"2014-12-01",0.4412
"2014-12-02",0
"2014-12-03",28.864
"2014-12-04",3.604
"2014-12-05",2.9964
"2014-12-06",11.3733
"2014-12-07",12.8834
"2014-12-08",42.617
"2014-12-09",6.9865
"2014-12-10",31.9347
"2014-12-11",0.622
"2014-12-12",8.8016
"2014-12-13",2.7304
"2014-12-14",0
"2014-12-15",0
"2014-12-16",2.4902
"2014-12-17",47.6037
"2014-12-18",45.4433
"2014-12-19",46.5335
"2014-12-20",58.153
"2014-12-21",8.546
"2014-12-22",48.2237
"2014-12-23",64.1986
"2014-12-24",61.2673
"2014-12-25",71.5574
"2014-12-26",96.8031
"2014-12-27",58.3252
"2014-12-28",66.7902
"2014-12-29",0
"2014-12-30",0
"2014-12-31",2.4713
"2015-01-01",2.6603
"2015-01-02",0.9069
"2015-01-03",0
"2015-01-04",0
"2015-01-05",1.7425
"2015-01-06",3.0272
"2015-01-07",0
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0
"2015-01-14",0
"2015-01-15",0.2101
"2015-01-16",0
"2015-01-17",0
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",3.7681
"2015-01-24",0.0617
"2015-01-25",0.9736
"2015-01-26",0
"2015-01-27",0
"2015-01-28",0.0319
"2015-01-29",3.1705
"2015-01-30",0
"2015-01-31",0
"2015-02-01",0.0287
"2015-02-02",12.2645
"2015-02-03",49.3755
"2015-02-04",0.3188
"2015-02-05",0
"2015-02-06",0
"2015-02-07",0
"2015-02-08",0
"2015-02-09",1.4833
"2015-02-10",13.4627
"2015-02-11",13.1172
"2015-02-12",9.9622
"2015-02-13",12.5404
"2015-02-14",0
"2015-02-15",0
"2015-02-16",0
"2015-02-17",0
"2015-02-18",0
"2015-02-19",0
"2015-02-20",0
"2015-02-21",0
"2015-02-22",0
"2015-02-23",25.7401
"2015-02-24",7.6127
"2015-02-25",2.9041
"2015-02-26",0.3112
"2015-02-27",3.1411
"2015-02-28",0
"2015-03-01",0
"2015-03-02",0
"2015-03-03",0.8506
"2015-03-04",0.8746
"2015-03-05",0
"2015-03-06",0
"2015-03-07",0
"2015-03-08",0
"2015-03-09",0
"2015-03-10",0
"2015-03-11",0.053
"2015-03-12",12.0263
"2015-03-13",16.5249
"2015-03-14",7.6751
"2015-03-15",0.4939
"2015-03-16",0.0276
"2015-03-17",0
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",9.2324
"2015-03-27",3.3504
"2015-03-28",9.9381
"2015-03-29",4.139
"2015-03-30",0.2465
"2015-03-31",0.3109
"2015-04-01",1.0462
"2015-04-02",9.7873
"2015-04-03",6.1203
"2015-04-04",0
"2015-04-05",0
"2015-04-06",0
"2015-04-07",1.585
"2015-04-08",14.5621
"2015-04-09",0
"2015-04-10",0.311
"2015-04-11",0.7835
"2015-04-12",1.4286
"2015-04-13",10.7946
"2015-04-14",3.4463
"2015-04-15",9.5958
"2015-04-16",3.3138
"2015-04-17",0.8246
"2015-04-18",5.6366
"2015-04-19",1.1598
"2015-04-20",5.9585
"2015-04-21",0.0895
"2015-04-22",0
"2015-04-23",2.2981
"2015-04-24",1.2418
"2015-04-25",2.2637
"2015-04-26",0.2363
"2015-04-27",0
"2015-04-28",0.6349
"2015-04-29",1.894
"2015-04-30",0.3587
"2015-05-01",1.116
"2015-05-02",0.1164
"2015-05-03",1.5049
"2015-05-04",1.3401
"2015-05-05",3.0894
"2015-05-06",4.3607
"2015-05-07",4.2075
"2015-05-08",4.0589
"2015-05-09",5.3414
"2015-05-10",6.6871
"2015-05-11",18.8315
"2015-05-12",5.6847
"2015-05-13",8.6553
"2015-05-14",5.6116
"2015-05-15",1.7682
"2015-05-16",3.4446
"2015-05-17",0.3483
"2015-05-18",1.4933
"2015-05-19",1.0697
"2015-05-20",0.3178
"2015-05-21",0
"2015-05-22",0
"2015-05-23",0
"2015-05-24",0
"2015-05-25",0
"2015-05-26",0
"2015-05-27",0.0177
"2015-05-28",1.0084
"2015-05-29",0.0112
"2015-05-30",2.1335
"2015-05-31",3.1249
"2015-06-01",2.4089
"2015-06-02",0.6537
"2015-06-03",0.9927
"2015-06-04",2.6245
"2015-06-05",0.9943
"2015-06-06",3.3557
"2015-06-07",0.5098
"2015-06-08",0.4574
"2015-06-09",0
"2015-06-10",0
"2015-06-11",0.6272
"2015-06-12",0.1174
"2015-06-13",0
"2015-06-14",0
"2015-06-15",3.6116
"2015-06-16",3.1266
"2015-06-17",3.6748
"2015-06-18",0.104
"2015-06-19",0.637
"2015-06-20",0.0392
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",0
"2015-06-27",0
"2015-06-28",1.123
"2015-06-29",1.6719
"2015-06-30",1.3906
"2015-07-01",2.3699
"2015-07-02",0
"2015-07-03",0
"2015-07-04",0.0773
"2015-07-05",0
"2015-07-06",0
"2015-07-07",0
"2015-07-08",0
"2015-07-09",0
"2015-07-10",0.0235
"2015-07-11",0.129
"2015-07-12",0
"2015-07-13",0
"2015-07-14",0
"2015-07-15",0.376
"2015-07-16",0.767
"2015-07-17",0.0595
"2015-07-18",1.2589
"2015-07-19",0
"2015-07-20",0
"2015-07-21",0.1814
"2015-07-22",3.5176
"2015-07-23",9.0193
"2015-07-24",3.2392
"2015-07-25",1.4911
"2015-07-26",0.0908
"2015-07-27",0
"2015-07-28",0.7082
"2015-07-29",1.6104
"2015-07-30",0
"2015-07-31",0
"2015-08-01",0.0271
"2015-08-02",0
"2015-08-03",1.1794
"2015-08-04",0.1561
"2015-08-05",1.0036
"2015-08-06",0
"2015-08-07",0
"2015-08-08",3.336
"2015-08-09",5.7212
"2015-08-10",0
"2015-08-11",1.8345
"2015-08-12",0
"2015-08-13",0.0133
"2015-08-14",5.4336
"2015-08-15",1.9304
"2015-08-16",14.4637
"2015-08-17",0.1252
"2015-08-18",0
"2015-08-19",0
"2015-08-20",2.0985
"2015-08-21",0.1636
"2015-08-22",0.4192
"2015-08-23",0.0092
"2015-08-24",3.729
"2015-08-25",0
"2015-08-26",0
"2015-08-27",0.6832
"2015-08-28",3.3772
"2015-08-29",1.7973
"2015-08-30",2.4214
"2015-08-31",3.8029
"2015-09-01",2.5629
"2015-09-02",1.8603
"2015-09-03",6.7518
"2015-09-04",1.4753
"2015-09-05",1.6884
"2015-09-06",1.2068
"2015-09-07",1.3078
"2015-09-08",4.4253
"2015-09-09",0
"2015-09-10",3.1276
"2015-09-11",1.8249
"2015-09-12",0.7046
"2015-09-13",1.675
"2015-09-14",0.0115
"2015-09-15",0
"2015-09-16",0
"2015-09-17",0
"2015-09-18",2.9376
"2015-09-19",5.4076
"2015-09-20",0.1417
"2015-09-21",1.8965
"2015-09-22",0.1418
"2015-09-23",0.4556
"2015-09-24",4.5207
"2015-09-25",2.4555
"2015-09-26",5.4706
"2015-09-27",6.9768
"2015-09-28",10.8892
"2015-09-29",6.6389
"2015-09-30",3.7716
"2015-10-01",3.738
"2015-10-02",4.8517
"2015-10-03",1.832
"2015-10-04",6.978
"2015-10-05",9.2371
"2015-10-06",1.3395
"2015-10-07",2.2424
"2015-10-08",5.0022
"2015-10-09",4.0319
"2015-10-10",1.0197
"2015-10-11",2.1061
"2015-10-12",1.4112
"2015-10-13",2.8147
"2015-10-14",0.53
"2015-10-15",1.7311
"2015-10-16",2.5128
"2015-10-17",4.7289
"2015-10-18",16.989
"2015-10-19",0
"2015-10-20",12.2621
"2015-10-21",2.8648
"2015-10-22",14.631
"2015-10-23",32.2741
"2015-10-24",46.9483
"2015-10-25",26.1057
"2015-10-26",34.7378
"2015-10-27",35.8692
"2015-10-28",22.5291
"2015-10-29",24.4942
"2015-10-30",22.044
"2015-10-31",7.2569
"2015-11-01",8.695
"2015-11-02",20.9328
"2015-11-03",6.8064
"2015-11-04",16.5522
"2015-11-05",14.736
"2015-11-06",15.1005
"2015-11-07",6.5764
"2015-11-08",19.1088
"2015-11-09",7.4488
"2015-11-10",3.1313
"2015-11-11",11.5215
"2015-11-12",5.7835
"2015-11-13",37.3037
"2015-11-14",27.0943
"2015-11-15",15.9736
"2015-11-16",15.6117
"2015-11-17",5.3685
"2015-11-18",4.832
"2015-11-19",0.2666
"2015-11-20",0.6156
"2015-11-21",28.9037
"2015-11-22",2.5016
"2015-11-23",0.365
"2015-11-24",0.1799
"2015-11-25",0
"2015-11-26",4.7559
"2015-11-27",1.8213
"2015-11-28",16.0993
"2015-11-29",34.6412
"2015-11-30",29.2526
"2015-12-01",8.2672
"2015-12-02",13.3322
"2015-12-03",25.2886
"2015-12-04",14.3983
"2015-12-05",22.8903
"2015-12-06",9.7842
"2015-12-07",22.3981
"2015-12-08",17.054
"2015-12-09",0.0994
"2015-12-10",42.5743
"2015-12-11",10.0294
"2015-12-12",39.3188
"2015-12-13",0.0574
"2015-12-14",0.0002
"2015-12-15",0.1485
"2015-12-16",0
"2015-12-17",12.6337
"2015-12-18",4.0176
"2015-12-19",4.5527
"2015-12-20",0.0718
"2015-12-21",0
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0
"2015-12-27",52.3623
"2015-12-28",1.842
"2015-12-29",7.2593
"2015-12-30",1.5827
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0
"2016-01-05",0.0777
"2016-01-06",8.0713
"2016-01-07",0
"2016-01-08",0.5435
"2016-01-09",0
"2016-01-10",0
"2016-01-11",0.0783
"2016-01-12",0
"2016-01-13",3.167
"2016-01-14",3.3977
"2016-01-15",0
"2016-01-16",0.0938
"2016-01-17",0
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",15.0175
"2016-01-24",1.3757
"2016-01-25",5.5301
"2016-01-26",0.097
"2016-01-27",0
"2016-01-28",0
"2016-01-29",0
"2016-01-30",0.7181
"2016-01-31",7.2064
"2016-02-01",1.0191
"2016-02-02",1.4157
"2016-02-03",0.2473
"2016-02-04",5.7326
"2016-02-05",3.0903
"2016-02-06",0.9741
"2016-02-07",0.0578
"2016-02-08",1.7165
"2016-02-09",15.6507
"2016-02-10",1.7089
"2016-02-11",0.1439
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",1.1942
"2016-02-16",0.0892
"2016-02-17",9.9151
"2016-02-18",2.6364
"2016-02-19",0
"2016-02-20",0
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",37.7374
"2016-02-26",0.0183
"2016-02-27",0
"2016-02-28",0.5797
"2016-02-29",4.6186
"2016-03-01",0.1237
"2016-03-02",0.0031
"2016-03-03",0
"2016-03-04",0
"2016-03-05",0
"2016-03-06",0
"2016-03-07",0
"2016-03-08",0.9119
"2016-03-09",0
"2016-03-10",0
"2016-03-11",0
"2016-03-12",0
"2016-03-13",0
"2016-03-14",0
"2016-03-15",0
"2016-03-16",0
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",0.9781
"2016-03-22",0
"2016-03-23",0
"2016-03-24",0.0036
"2016-03-25",0
"2016-03-26",0
"2016-03-27",4.4099
"2016-03-28",30.8886
"2016-03-29",11.7613
"2016-03-30",15.0408
"2016-03-31",0.9884
"2016-04-01",3.7048
"2016-04-02",0
"2016-04-03",0.1405
"2016-04-04",0
"2016-04-05",0.1344
"2016-04-06",3.3258
"2016-04-07",0
"2016-04-08",0
"2016-04-09",0
"2016-04-10",0.1303
"2016-04-11",0.0027
"2016-04-12",0.0461
"2016-04-13",0
"2016-04-14",0.1054
"2016-04-15",0.5182
"2016-04-16",1.5279
"2016-04-17",5.2726
"2016-04-18",0
"2016-04-19",6.9456
"2016-04-20",0.0178
"2016-04-21",0.0056
"2016-04-22",0.0601
"2016-04-23",0.288
"2016-04-24",0
"2016-04-25",0
"2016-04-26",2.1456
"2016-04-27",0.4873
"2016-04-28",0.2553
"2016-04-29",0.1154
"2016-04-30",4.3328
"2016-05-01",10.6395
"2016-05-02",5.9031
"2016-05-03",0.7472
"2016-05-04",1.1105
"2016-05-05",6.1533
"2016-05-06",8.1904
"2016-05-07",7.642
"2016-05-08",7.2893
"2016-05-09",2.0381
"2016-05-10",9.0581
"2016-05-11",18.1911
"2016-05-12",21.959
"2016-05-13",7.2247
"2016-05-14",48.6327
"2016-05-15",53.422
"2016-05-16",40.9939
"2016-05-17",28.1408
"2016-05-18",2.7044
"2016-05-19",0.6691
"2016-05-20",0
"2016-05-21",0.5484
"2016-05-22",0.3028
"2016-05-23",0.0443
"2016-05-24",4.6339
"2016-05-25",0
"2016-05-26",0
"2016-05-27",0.2328
"2016-05-28",11.6921
"2016-05-29",0
"2016-05-30",4.4858
"2016-05-31",4.4238
"2016-06-01",0
"2016-06-02",0.0276
"2016-06-03",0
"2016-06-04",0
"2016-06-05",0
"2016-06-06",0
"2016-06-07",0.0145
"2016-06-08",0
"2016-06-09",0
"2016-06-10",0.0576
"2016-06-11",0
"2016-06-12",0.0931
"2016-06-13",0
"2016-06-14",0.1112
"2016-06-15",0.2774
"2016-06-16",3.2021
"2016-06-17",1.1683
"2016-06-18",1.1254
"2016-06-19",0.1548
"2016-06-20",0.0786
"2016-06-21",2.631
"2016-06-22",0.9053
"2016-06-23",1.6293
"2016-06-24",2.2227
"2016-06-25",0.9106
"2016-06-26",0
"2016-06-27",0.8926
"2016-06-28",0.9394
"2016-06-29",9.568
"2016-06-30",1.0084
"2016-07-01",0
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",3.642
"2016-07-08",0.1283
"2016-07-09",0.2656
"2016-07-10",0.0162
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",0.0255
"2016-07-15",4.5292
"2016-07-16",5.4559
"2016-07-17",3.9483
"2016-07-18",0.0115
"2016-07-19",0
"2016-07-20",0.8339
"2016-07-21",1.0559
"2016-07-22",0.8523
"2016-07-23",0.922
"2016-07-24",2.2973
"2016-07-25",1.1691
"2016-07-26",21.3558
"2016-07-27",2.6585
