,"(deg C) Mean Temperature (ERA5) at Kilinochchi, 2007-01-01 to 2025-12-31"
"2012-11-28",26.8204
"2012-11-29",26.3147
"2012-11-30",26.0709
"2012-12-01",26.191
"2012-12-02",26.0323
"2012-12-03",26.076
"2012-12-04",26.6719
"2012-12-05",27.2633
"2012-12-06",26.8441
"2012-12-07",26.7339
"2012-12-08",26.6708
"2012-12-09",26.1784
"2012-12-10",26.4687
"2012-12-11",26.7071
"2012-12-12",26.5643
"2012-12-13",26.8444
"2012-12-14",27.1251
"2012-12-15",26.0327
"2012-12-16",26.6392
"2012-12-17",26.3595
"2012-12-18",25.8725
"2012-12-19",25.5573
"2012-12-20",26.0922
"2012-12-21",26.4014
"2012-12-22",26.0692
"2012-12-23",26.1962
"2012-12-24",25.8969
"2012-12-25",25.3968
"2012-12-26",25.5323
"2012-12-27",25.3554
"2012-12-28",26.0575
"2012-12-29",26.9369
"2012-12-30",26.79
"2012-12-31",27.3071
"2013-01-01",27.0154
"2013-01-02",26.7817
"2013-01-03",26.7193
"2013-01-04",27.0359
"2013-01-05",27.0754
"2013-01-06",26.7317
"2013-01-07",26.3505
"2013-01-08",25.4611
"2013-01-09",25.604
"2013-01-10",26.0691
"2013-01-11",26.2689
"2013-01-12",25.7156
"2013-01-13",25.0383
"2013-01-14",25.6389
"2013-01-15",26.0365
"2013-01-16",25.9948
"2013-01-17",25.5532
"2013-01-18",25.8206
"2013-01-19",26.0161
"2013-01-20",26.1731
"2013-01-21",26.0733
"2013-01-22",26.0925
"2013-01-23",25.5047
"2013-01-24",26.0939
"2013-01-25",26.1721
"2013-01-26",26.1033
"2013-01-27",26.201
"2013-01-28",25.9143
"2013-01-29",25.5698
"2013-01-30",25.7265
"2013-01-31",25.6734
"2013-02-01",25.9642
"2013-02-02",26.2411
"2013-02-03",26.2791
"2013-02-04",25.283
"2013-02-05",26.3007
"2013-02-06",26.5341
"2013-02-07",26.9957
"2013-02-08",27.1156
"2013-02-09",27.2173
"2013-02-10",27.0411
"2013-02-11",25.9843
"2013-02-12",26.5666
"2013-02-13",26.0538
"2013-02-14",25.7515
"2013-02-15",26.4596
"2013-02-16",27.1138
"2013-02-17",27.7463
"2013-02-18",27.4547
"2013-02-19",26.8722
"2013-02-20",27.4676
"2013-02-21",27.2599
"2013-02-22",26.778
"2013-02-23",26.7497
"2013-02-24",26.7602
"2013-02-25",26.5694
"2013-02-26",26.6001
"2013-02-27",27.0342
"2013-02-28",27.2075
"2013-03-01",27.0999
"2013-03-02",27.3195
"2013-03-03",27.1977
"2013-03-04",26.1024
"2013-03-05",26.5972
"2013-03-06",27.3729
"2013-03-07",27.5377
"2013-03-08",27.0992
"2013-03-09",28.0303
"2013-03-10",28.4495
"2013-03-11",28.301
"2013-03-12",28.0177
"2013-03-13",28.118
"2013-03-14",28.1109
"2013-03-15",27.7359
"2013-03-16",28.3337
"2013-03-17",27.913
"2013-03-18",27.5812
"2013-03-19",28.1804
"2013-03-20",28.3234
"2013-03-21",27.7516
"2013-03-22",27.082
"2013-03-23",28.0814
"2013-03-24",27.9654
"2013-03-25",28.3702
"2013-03-26",28.9951
"2013-03-27",29.6047
"2013-03-28",29.2245
"2013-03-29",29.3888
"2013-03-30",29.8104
"2013-03-31",30.0787
"2013-04-01",29.7757
"2013-04-02",29.2852
"2013-04-03",28.7268
"2013-04-04",29.6109
"2013-04-05",30.5303
"2013-04-06",29.6498
"2013-04-07",30.0174
"2013-04-08",30.2279
"2013-04-09",30.2707
"2013-04-10",29.1029
"2013-04-11",29.276
"2013-04-12",29.5828
"2013-04-13",28.8464
"2013-04-14",29.6706
"2013-04-15",29.9091
"2013-04-16",30.4708
"2013-04-17",30.3115
"2013-04-18",30.1808
"2013-04-19",30.6289
"2013-04-20",30.2769
"2013-04-21",30.0605
"2013-04-22",29.2903
"2013-04-23",28.8361
"2013-04-24",29.3111
"2013-04-25",29.3265
"2013-04-26",29.697
"2013-04-27",29.9434
"2013-04-28",30.5383
"2013-04-29",30.7264
"2013-04-30",30.2222
"2013-05-01",29.0232
"2013-05-02",29.9202
"2013-05-03",29.5211
"2013-05-04",30.2849
"2013-05-05",29.2886
"2013-05-06",29.1157
"2013-05-07",29.6027
"2013-05-08",30.3044
"2013-05-09",30.5987
"2013-05-10",30.8561
"2013-05-11",30.7505
"2013-05-12",30.6356
"2013-05-13",29.1211
"2013-05-14",29.9571
"2013-05-15",30.0825
"2013-05-16",29.7693
"2013-05-17",29.9692
"2013-05-18",30.0738
"2013-05-19",30.3686
"2013-05-20",29.526
"2013-05-21",29.6931
"2013-05-22",29.5406
"2013-05-23",29.7759
"2013-05-24",29.7563
"2013-05-25",29.375
"2013-05-26",29.4567
"2013-05-27",29.579
"2013-05-28",29.6138
"2013-05-29",29.7128
"2013-05-30",29.5458
"2013-05-31",28.3654
"2013-06-01",28.5196
"2013-06-02",28.7798
"2013-06-03",29.0724
"2013-06-04",29.4506
"2013-06-05",29.1951
"2013-06-06",29.0836
"2013-06-07",29.4827
"2013-06-08",28.3603
"2013-06-09",29.7678
"2013-06-10",29.9483
"2013-06-11",29.3562
"2013-06-12",29.0852
"2013-06-13",28.9658
"2013-06-14",29.7842
"2013-06-15",29.4442
"2013-06-16",28.9472
"2013-06-17",28.671
"2013-06-18",29.3054
"2013-06-19",29.5106
"2013-06-20",29.7562
"2013-06-21",29.4532
"2013-06-22",29.1029
"2013-06-23",28.9819
"2013-06-24",29.119
"2013-06-25",28.9041
"2013-06-26",28.5662
"2013-06-27",29.0091
"2013-06-28",28.2065
"2013-06-29",28.7115
"2013-06-30",28.7799
"2013-07-01",28.5469
"2013-07-02",28.8561
"2013-07-03",29.0957
"2013-07-04",28.7281
"2013-07-05",29.0159
"2013-07-06",29.3921
"2013-07-07",29.1766
"2013-07-08",29.2882
"2013-07-09",28.7919
"2013-07-10",28.3831
"2013-07-11",28.3694
"2013-07-12",28.9859
"2013-07-13",29.2846
"2013-07-14",29.2933
"2013-07-15",28.8978
"2013-07-16",28.2079
"2013-07-17",28.3886
"2013-07-18",28.2396
"2013-07-19",28.3244
"2013-07-20",28.3519
"2013-07-21",28.1548
"2013-07-22",28.2071
"2013-07-23",28.0727
"2013-07-24",27.4903
"2013-07-25",28.0545
"2013-07-26",27.6113
"2013-07-27",28.438
"2013-07-28",29.0527
"2013-07-29",29.0605
"2013-07-30",29.1687
"2013-07-31",29.0298
"2013-08-01",29.1084
"2013-08-02",29.0651
"2013-08-03",29.2142
"2013-08-04",27.7296
"2013-08-05",27.9968
"2013-08-06",27.6823
"2013-08-07",28.4634
"2013-08-08",28.6083
"2013-08-09",28.1468
"2013-08-10",27.5704
"2013-08-11",27.9007
"2013-08-12",27.9301
"2013-08-13",28.1041
"2013-08-14",27.9052
"2013-08-15",28.0917
"2013-08-16",28.1417
"2013-08-17",28.2227
"2013-08-18",28.1409
"2013-08-19",28.1681
"2013-08-20",28.3149
"2013-08-21",28.5413
"2013-08-22",28.6537
"2013-08-23",28.6699
"2013-08-24",28.8169
"2013-08-25",28.9199
"2013-08-26",29.0976
"2013-08-27",28.8124
"2013-08-28",28.6298
"2013-08-29",28.3939
"2013-08-30",29.3283
"2013-08-31",28.7415
"2013-09-01",29.2644
"2013-09-02",28.9511
"2013-09-03",28.5857
"2013-09-04",28.3533
"2013-09-05",28.1587
"2013-09-06",26.5132
"2013-09-07",26.4034
"2013-09-08",27.5362
"2013-09-09",27.3386
"2013-09-10",27.9106
"2013-09-11",28.0587
"2013-09-12",26.9693
"2013-09-13",27.5057
"2013-09-14",28.2167
"2013-09-15",28.3098
"2013-09-16",28.2069
"2013-09-17",28.4188
"2013-09-18",28.4773
"2013-09-19",28.9283
"2013-09-20",29.3073
"2013-09-21",28.9839
"2013-09-22",28.6834
"2013-09-23",28.6707
"2013-09-24",28.5363
"2013-09-25",28.5632
"2013-09-26",28.3937
"2013-09-27",28.7043
"2013-09-28",28.6299
"2013-09-29",28.4551
"2013-09-30",28.6451
"2013-10-01",28.7699
"2013-10-02",28.7203
"2013-10-03",28.4382
"2013-10-04",28.7498
"2013-10-05",28.2646
"2013-10-06",28.1471
"2013-10-07",28.5028
"2013-10-08",28.5275
"2013-10-09",27.9673
"2013-10-10",28.1948
"2013-10-11",28.8415
"2013-10-12",28.8712
"2013-10-13",28.817
"2013-10-14",29.1673
"2013-10-15",29.1267
"2013-10-16",28.4446
"2013-10-17",27.915
"2013-10-18",27.2141
"2013-10-19",26.876
"2013-10-20",26.4646
"2013-10-21",27.649
"2013-10-22",28.3646
"2013-10-23",28.2739
"2013-10-24",28.4425
"2013-10-25",28.3894
"2013-10-26",28.4664
"2013-10-27",28.6996
"2013-10-28",28.6457
"2013-10-29",28.558
"2013-10-30",28.1233
"2013-10-31",27.2826
"2013-11-01",27.8066
"2013-11-02",26.8986
"2013-11-03",27.1896
"2013-11-04",26.682
"2013-11-05",26.4481
"2013-11-06",26.433
"2013-11-07",26.7009
"2013-11-08",26.5721
"2013-11-09",26.5165
"2013-11-10",26.0879
"2013-11-11",26.735
"2013-11-12",27.3329
"2013-11-13",27.2842
"2013-11-14",27.0063
"2013-11-15",26.3012
"2013-11-16",26.1532
"2013-11-17",26.9596
"2013-11-18",26.3258
"2013-11-19",26.4669
"2013-11-20",27.4368
"2013-11-21",27.6213
"2013-11-22",27.8852
"2013-11-23",26.9567
"2013-11-24",26.1699
"2013-11-25",27.0657
"2013-11-26",27.4491
"2013-11-27",27.0016
"2013-11-28",26.7312
"2013-11-29",26.9771
"2013-11-30",26.4383
"2013-12-01",25.8361
"2013-12-02",25.2524
"2013-12-03",25.2417
"2013-12-04",25.2284
"2013-12-05",25.4019
"2013-12-06",26.0277
"2013-12-07",25.9508
"2013-12-08",26.2039
"2013-12-09",25.956
"2013-12-10",26.1919
"2013-12-11",26.6828
"2013-12-12",25.4201
"2013-12-13",26.5478
"2013-12-14",26.4757
"2013-12-15",26.2477
"2013-12-16",25.3584
"2013-12-17",25.7734
"2013-12-18",25.9203
"2013-12-19",25.5417
"2013-12-20",25.5901
"2013-12-21",25.5283
"2013-12-22",25.8961
"2013-12-23",25.5297
"2013-12-24",25.6027
"2013-12-25",25.6545
"2013-12-26",25.2372
"2013-12-27",25.5341
"2013-12-28",25.4911
"2013-12-29",25.4002
"2013-12-30",25.3057
"2013-12-31",25.386
"2014-01-01",25.5321
"2014-01-02",25.7278
"2014-01-03",25.6056
"2014-01-04",24.0479
"2014-01-05",24.4995
"2014-01-06",24.297
"2014-01-07",24.4842
"2014-01-08",25.369
"2014-01-09",25.4116
"2014-01-10",25.4175
"2014-01-11",25.7193
"2014-01-12",25.7427
"2014-01-13",24.9798
"2014-01-14",25.4352
"2014-01-15",25.4922
"2014-01-16",25.8957
"2014-01-17",25.3375
"2014-01-18",25.6163
"2014-01-19",25.6715
"2014-01-20",25.8687
"2014-01-21",25.2387
"2014-01-22",25.8123
"2014-01-23",25.3304
"2014-01-24",25.8858
"2014-01-25",25.7925
"2014-01-26",25.5591
"2014-01-27",25.6076
"2014-01-28",25.1928
"2014-01-29",25.275
"2014-01-30",25.5119
"2014-01-31",25.8635
"2014-02-01",26.0018
"2014-02-02",25.9849
"2014-02-03",25.5189
"2014-02-04",25.1605
"2014-02-05",24.7688
"2014-02-06",25.259
"2014-02-07",25.5219
"2014-02-08",25.8292
"2014-02-09",25.3712
"2014-02-10",24.9917
"2014-02-11",25.2713
"2014-02-12",25.6128
"2014-02-13",26.0303
"2014-02-14",26.3733
"2014-02-15",26.8219
"2014-02-16",27.392
"2014-02-17",27.4319
"2014-02-18",27.2475
"2014-02-19",26.0845
"2014-02-20",26.2201
"2014-02-21",26.5539
"2014-02-22",26.4781
"2014-02-23",26.3541
"2014-02-24",26.7339
"2014-02-25",27.0138
"2014-02-26",26.6732
"2014-02-27",26.3769
"2014-02-28",27.3494
"2014-03-01",27.2676
"2014-03-02",27.5708
"2014-03-03",27.678
"2014-03-04",27.5191
"2014-03-05",27.6643
"2014-03-06",27.6237
"2014-03-07",27.4443
"2014-03-08",27.5881
"2014-03-09",27.2103
"2014-03-10",27.6325
"2014-03-11",27.3965
"2014-03-12",27.069
"2014-03-13",27.3072
"2014-03-14",27.1613
"2014-03-15",27.2491
"2014-03-16",27.5331
"2014-03-17",28.1702
"2014-03-18",28.3536
"2014-03-19",28.0817
"2014-03-20",28.701
"2014-03-21",28.6431
"2014-03-22",28.6319
"2014-03-23",28.5781
"2014-03-24",28.4385
"2014-03-25",28.5384
"2014-03-26",28.1662
"2014-03-27",28.369
"2014-03-28",28.0408
"2014-03-29",28.1583
"2014-03-30",28.1315
"2014-03-31",28.7403
"2014-04-01",29.2679
"2014-04-02",29.7696
"2014-04-03",29.1461
"2014-04-04",29.475
"2014-04-05",29.2952
"2014-04-06",29.4144
"2014-04-07",29.333
"2014-04-08",28.8054
"2014-04-09",29.531
"2014-04-10",28.989
"2014-04-11",29.9198
"2014-04-12",30.1083
"2014-04-13",29.3964
"2014-04-14",29.9737
"2014-04-15",29.3512
"2014-04-16",29.163
"2014-04-17",29.3494
"2014-04-18",29.8299
"2014-04-19",29.513
"2014-04-20",29.7404
"2014-04-21",29.9171
"2014-04-22",28.7591
"2014-04-23",29.4422
"2014-04-24",29.0886
"2014-04-25",30.026
"2014-04-26",30.2165
"2014-04-27",30.0305
"2014-04-28",29.5311
"2014-04-29",28.0448
"2014-04-30",28.0736
"2014-05-01",28.7627
"2014-05-02",28.8611
"2014-05-03",27.8359
"2014-05-04",27.5499
"2014-05-05",26.8552
"2014-05-06",28.1234
"2014-05-07",27.5088
"2014-05-08",28.0542
"2014-05-09",28.6073
"2014-05-10",29.8101
"2014-05-11",29.8759
"2014-05-12",30.1039
"2014-05-13",29.7501
"2014-05-14",30.1231
"2014-05-15",29.9461
"2014-05-16",29.9566
"2014-05-17",29.5138
"2014-05-18",29.474
"2014-05-19",29.572
"2014-05-20",29.5962
"2014-05-21",29.4444
"2014-05-22",29.5832
"2014-05-23",29.7855
"2014-05-24",29.7706
"2014-05-25",29.7463
"2014-05-26",29.7429
"2014-05-27",30.1582
"2014-05-28",29.4566
"2014-05-29",29.6305
"2014-05-30",29.8341
"2014-05-31",30.3084
"2014-06-01",30.5695
"2014-06-02",30.0027
"2014-06-03",29.1471
"2014-06-04",29.8177
"2014-06-05",30.1123
"2014-06-06",30.4563
"2014-06-07",31.003
"2014-06-08",30.1775
"2014-06-09",29.9645
"2014-06-10",30.2225
"2014-06-11",30.2695
"2014-06-12",29.8717
"2014-06-13",29.7711
"2014-06-14",30.417
"2014-06-15",30.7425
"2014-06-16",30.5317
"2014-06-17",30.2517
"2014-06-18",30.2835
"2014-06-19",30.0348
"2014-06-20",30.0463
"2014-06-21",30.0757
"2014-06-22",29.8366
"2014-06-23",29.8689
"2014-06-24",29.9169
"2014-06-25",29.7738
"2014-06-26",29.4548
"2014-06-27",29.3397
"2014-06-28",29.1053
"2014-06-29",29.0275
"2014-06-30",28.4614
"2014-07-01",29.3575
"2014-07-02",29.941
"2014-07-03",30.1169
"2014-07-04",30.3778
"2014-07-05",30.2215
"2014-07-06",29.4214
"2014-07-07",29.6269
"2014-07-08",29.8182
"2014-07-09",29.4434
"2014-07-10",29.1085
"2014-07-11",29.2461
"2014-07-12",29.5508
"2014-07-13",28.9293
"2014-07-14",29.1744
"2014-07-15",29.1485
"2014-07-16",29.1879
"2014-07-17",29.1674
"2014-07-18",29.4759
"2014-07-19",29.4462
"2014-07-20",29.4674
"2014-07-21",29.2962
"2014-07-22",29.2129
"2014-07-23",29.4849
"2014-07-24",29.7473
"2014-07-25",29.6751
"2014-07-26",29.7965
"2014-07-27",29.3404
"2014-07-28",29.3545
"2014-07-29",29.4291
"2014-07-30",29.0058
"2014-07-31",29.3739
"2014-08-01",28.9653
"2014-08-02",29.1327
"2014-08-03",29.3112
"2014-08-04",29.3896
"2014-08-05",29.3743
"2014-08-06",28.9216
"2014-08-07",28.8771
"2014-08-08",28.7361
"2014-08-09",28.6045
"2014-08-10",29.0861
"2014-08-11",28.5629
"2014-08-12",28.7415
"2014-08-13",28.5582
"2014-08-14",28.9019
"2014-08-15",29.2805
"2014-08-16",28.9419
"2014-08-17",28.3803
"2014-08-18",28.0008
"2014-08-19",28.1093
"2014-08-20",28.5232
"2014-08-21",28.3669
"2014-08-22",27.4751
"2014-08-23",28.4551
"2014-08-24",28.7109
"2014-08-25",28.6005
"2014-08-26",28.5832
"2014-08-27",28.4922
"2014-08-28",28.6257
"2014-08-29",29.08
"2014-08-30",29.2144
"2014-08-31",29.2697
"2014-09-01",29.2507
"2014-09-02",28.6124
"2014-09-03",28.1179
"2014-09-04",28.3556
"2014-09-05",28.7375
"2014-09-06",28.9192
"2014-09-07",29.212
"2014-09-08",28.9177
"2014-09-09",29.0449
"2014-09-10",29.432
"2014-09-11",29.5155
"2014-09-12",29.3892
"2014-09-13",29.5086
"2014-09-14",29.266
"2014-09-15",29.1803
"2014-09-16",28.8643
"2014-09-17",29.0967
"2014-09-18",28.8468
"2014-09-19",29.161
"2014-09-20",29.2098
"2014-09-21",29.4278
"2014-09-22",29.6183
"2014-09-23",29.5226
"2014-09-24",28.7925
"2014-09-25",27.3621
"2014-09-26",27.2272
"2014-09-27",27.6049
"2014-09-28",27.7405
"2014-09-29",27.6099
"2014-09-30",27.2738
"2014-10-01",27.9043
"2014-10-02",28.2035
"2014-10-03",29.1343
"2014-10-04",29.3259
"2014-10-05",29.269
"2014-10-06",28.9447
"2014-10-07",28.1034
"2014-10-08",28.1061
"2014-10-09",27.928
"2014-10-10",28.5536
"2014-10-11",28.7375
"2014-10-12",28.9309
"2014-10-13",28.875
"2014-10-14",28.3777
"2014-10-15",27.3393
"2014-10-16",27.1195
"2014-10-17",26.3173
"2014-10-18",26.0685
"2014-10-19",26.4685
"2014-10-20",26.9033
"2014-10-21",26.6215
"2014-10-22",27.0321
"2014-10-23",26.5006
"2014-10-24",27.8447
"2014-10-25",27.3381
"2014-10-26",27.9352
"2014-10-27",27.6144
"2014-10-28",27.9482
"2014-10-29",27.2552
"2014-10-30",26.4453
"2014-10-31",26.6989
"2014-11-01",27.4003
"2014-11-02",26.257
"2014-11-03",25.6512
"2014-11-04",26.2041
"2014-11-05",27.7139
"2014-11-06",27.7864
"2014-11-07",27.8703
"2014-11-08",28.0849
"2014-11-09",28.0094
"2014-11-10",27.7236
"2014-11-11",27.5581
"2014-11-12",26.4868
"2014-11-13",26.6891
"2014-11-14",26.9379
"2014-11-15",27.2156
"2014-11-16",27.0907
"2014-11-17",26.3986
"2014-11-18",25.8372
"2014-11-19",25.7843
"2014-11-20",26.353
"2014-11-21",26.1504
"2014-11-22",25.9902
"2014-11-23",27.0157
"2014-11-24",26.0595
"2014-11-25",26.7011
"2014-11-26",26.4126
"2014-11-27",25.7969
"2014-11-28",24.8636
"2014-11-29",24.4558
"2014-11-30",25.6674
"2014-12-01",25.9446
"2014-12-02",26.0915
"2014-12-03",26.1394
"2014-12-04",26.4484
"2014-12-05",26.4036
"2014-12-06",26.3939
"2014-12-07",26.1076
"2014-12-08",25.7241
"2014-12-09",26.3071
"2014-12-10",25.923
"2014-12-11",26.9378
"2014-12-12",26.3943
"2014-12-13",26.8483
"2014-12-14",27.0061
"2014-12-15",26.8651
"2014-12-16",26.3729
"2014-12-17",25.438
"2014-12-18",26.1649
"2014-12-19",25.6209
"2014-12-20",24.8152
"2014-12-21",25.482
"2014-12-22",25.2209
"2014-12-23",25.5525
"2014-12-24",25.5911
"2014-12-25",25.2177
"2014-12-26",25.0409
"2014-12-27",24.9127
"2014-12-28",25.4579
"2014-12-29",24.9572
"2014-12-30",25.503
"2014-12-31",26.5541
"2015-01-01",26.9987
"2015-01-02",27.0899
"2015-01-03",27.2234
"2015-01-04",27.3162
"2015-01-05",27.2228
"2015-01-06",26.6916
"2015-01-07",26.5447
"2015-01-08",26.6585
"2015-01-09",26.3718
"2015-01-10",26.4152
"2015-01-11",26.037
"2015-01-12",25.9108
"2015-01-13",25.9531
"2015-01-14",25.3661
"2015-01-15",26.108
"2015-01-16",26.3736
"2015-01-17",26.0975
"2015-01-18",26.0629
"2015-01-19",25.8117
"2015-01-20",26.0174
"2015-01-21",25.8361
"2015-01-22",25.3141
"2015-01-23",25.917
"2015-01-24",26.124
"2015-01-25",25.6617
"2015-01-26",26.0339
"2015-01-27",26.0188
"2015-01-28",26.2067
"2015-01-29",26.2269
"2015-01-30",25.9459
"2015-01-31",26.1357
"2015-02-01",26.4086
"2015-02-02",26.0275
"2015-02-03",25.9582
"2015-02-04",25.6955
"2015-02-05",25.8105
"2015-02-06",26.3627
"2015-02-07",26.1672
"2015-02-08",26.4659
"2015-02-09",26.0607
"2015-02-10",26.3553
"2015-02-11",25.7084
"2015-02-12",26.538
"2015-02-13",26.7909
"2015-02-14",26.4792
"2015-02-15",26.2217
"2015-02-16",26.2722
"2015-02-17",25.9607
"2015-02-18",26.0031
"2015-02-19",26.1273
"2015-02-20",26.9039
"2015-02-21",26.6789
"2015-02-22",26.6748
"2015-02-23",27.2583
"2015-02-24",26.1985
"2015-02-25",26.6316
"2015-02-26",26.8396
"2015-02-27",27.0254
"2015-02-28",27.6791
"2015-03-01",28.0066
"2015-03-02",28.0619
"2015-03-03",28.2408
"2015-03-04",27.5297
"2015-03-05",28.4983
"2015-03-06",28.42
"2015-03-07",28.1254
"2015-03-08",28.425
"2015-03-09",27.6876
"2015-03-10",27.4374
"2015-03-11",27.7664
"2015-03-12",28.03
"2015-03-13",28.0319
"2015-03-14",26.6497
"2015-03-15",27.2062
"2015-03-16",28.138
"2015-03-17",27.7728
"2015-03-18",27.2776
"2015-03-19",27.6257
"2015-03-20",28.2164
"2015-03-21",28.1029
"2015-03-22",28.1914
"2015-03-23",28.4865
"2015-03-24",28.3176
"2015-03-25",28.5126
"2015-03-26",28.9344
"2015-03-27",28.2224
"2015-03-28",28.7688
"2015-03-29",28.886
"2015-03-30",28.9232
"2015-03-31",29.1894
"2015-04-01",28.8964
"2015-04-02",28.4938
"2015-04-03",29.6906
"2015-04-04",29.85
"2015-04-05",29.9497
"2015-04-06",29.3222
"2015-04-07",28.9609
"2015-04-08",28.2302
"2015-04-09",29.2088
"2015-04-10",29.2047
"2015-04-11",29.4686
"2015-04-12",28.6859
"2015-04-13",26.1629
"2015-04-14",27.68
"2015-04-15",27.5521
"2015-04-16",27.9017
"2015-04-17",28.8363
"2015-04-18",28.9897
"2015-04-19",29.6494
"2015-04-20",28.9608
"2015-04-21",27.9348
"2015-04-22",29.5945
"2015-04-23",29.3969
"2015-04-24",28.852
"2015-04-25",28.3824
"2015-04-26",28.3669
"2015-04-27",28.3999
"2015-04-28",29.2894
"2015-04-29",29.2484
"2015-04-30",29.4397
"2015-05-01",29.7576
"2015-05-02",30.1626
"2015-05-03",30.0402
"2015-05-04",29.0588
"2015-05-05",28.7707
"2015-05-06",28.7349
"2015-05-07",28.826
"2015-05-08",29.2594
"2015-05-09",28.7083
"2015-05-10",28.1426
"2015-05-11",26.8263
"2015-05-12",27.8998
"2015-05-13",27.7845
"2015-05-14",28.6383
"2015-05-15",28.579
"2015-05-16",27.645
"2015-05-17",27.4493
"2015-05-18",28.3045
"2015-05-19",29.0226
"2015-05-20",29.7583
"2015-05-21",29.7073
"2015-05-22",29.6516
"2015-05-23",29.4484
"2015-05-24",29.5448
"2015-05-25",29.4103
"2015-05-26",29.6009
"2015-05-27",29.0491
"2015-05-28",29.3735
"2015-05-29",29.8209
"2015-05-30",29.8337
"2015-05-31",29.3015
"2015-06-01",28.9861
"2015-06-02",29.4603
"2015-06-03",29.4357
"2015-06-04",28.4577
"2015-06-05",28.7013
"2015-06-06",29.2974
"2015-06-07",29.6223
"2015-06-08",29.3646
"2015-06-09",29.4992
"2015-06-10",29.6127
"2015-06-11",29.3839
"2015-06-12",29.2788
"2015-06-13",29.5626
"2015-06-14",29.7117
"2015-06-15",30.024
"2015-06-16",29.5753
"2015-06-17",29.5516
"2015-06-18",29.3694
"2015-06-19",29.4059
"2015-06-20",29.8434
"2015-06-21",29.3773
"2015-06-22",29.501
"2015-06-23",29.269
"2015-06-24",29.265
"2015-06-25",29.4649
"2015-06-26",30.0408
"2015-06-27",29.2443
"2015-06-28",29.3768
"2015-06-29",28.7888
"2015-06-30",29.1284
"2015-07-01",29.1783
"2015-07-02",29.4974
"2015-07-03",29.6119
"2015-07-04",29.6995
"2015-07-05",29.6842
"2015-07-06",29.6467
"2015-07-07",29.2987
"2015-07-08",29.1454
"2015-07-09",29.3664
"2015-07-10",29.4564
"2015-07-11",28.9942
"2015-07-12",29.3083
"2015-07-13",29.9922
"2015-07-14",29.7971
"2015-07-15",29.6278
"2015-07-16",29.8073
"2015-07-17",29.2822
"2015-07-18",29.7866
"2015-07-19",29.1024
"2015-07-20",29.5117
"2015-07-21",28.992
"2015-07-22",28.5534
"2015-07-23",28.4525
"2015-07-24",28.9666
"2015-07-25",28.9336
"2015-07-26",28.4513
"2015-07-27",28.4132
"2015-07-28",28.6733
"2015-07-29",28.8932
"2015-07-30",28.4796
"2015-07-31",28.6993
"2015-08-01",29.0449
"2015-08-02",29.2786
"2015-08-03",28.783
"2015-08-04",28.586
"2015-08-05",28.8237
"2015-08-06",29.2797
"2015-08-07",29.101
"2015-08-08",28.9966
"2015-08-09",29.5902
"2015-08-10",29.3696
"2015-08-11",29.2017
"2015-08-12",29.1775
"2015-08-13",29.844
"2015-08-14",30.2562
"2015-08-15",29.5358
"2015-08-16",27.6964
"2015-08-17",28.1002
"2015-08-18",28.1172
"2015-08-19",28.9584
"2015-08-20",29.1375
"2015-08-21",28.8933
"2015-08-22",28.495
"2015-08-23",28.2852
"2015-08-24",29.0643
"2015-08-25",29.1166
"2015-08-26",28.9714
"2015-08-27",28.8407
"2015-08-28",28.7805
"2015-08-29",29.0579
"2015-08-30",29.0653
"2015-08-31",29.0378
"2015-09-01",29.3968
"2015-09-02",29.4594
"2015-09-03",28.1929
"2015-09-04",28.3648
"2015-09-05",28.255
"2015-09-06",28.4574
"2015-09-07",27.7065
"2015-09-08",28.0444
"2015-09-09",28.5141
"2015-09-10",28.0179
"2015-09-11",28.0634
"2015-09-12",28.9278
"2015-09-13",29.0991
"2015-09-14",29.0512
"2015-09-15",29.2237
"2015-09-16",29.4101
"2015-09-17",29.6118
"2015-09-18",29.3392
"2015-09-19",29.2913
"2015-09-20",29.3192
"2015-09-21",29.4883
"2015-09-22",29.3425
"2015-09-23",29.6754
"2015-09-24",28.7678
"2015-09-25",28.9598
"2015-09-26",29.197
"2015-09-27",28.5029
"2015-09-28",27.6015
"2015-09-29",27.0315
"2015-09-30",26.9886
"2015-10-01",27.7153
"2015-10-02",28.517
"2015-10-03",28.8796
"2015-10-04",28.4868
"2015-10-05",27.3622
"2015-10-06",28.1014
"2015-10-07",28.5852
"2015-10-08",28.8384
"2015-10-09",28.182
"2015-10-10",28.8515
"2015-10-11",28.7612
"2015-10-12",28.003
"2015-10-13",27.8906
"2015-10-14",27.9398
"2015-10-15",28.7712
"2015-10-16",28.5923
"2015-10-17",28.3464
"2015-10-18",27.4556
"2015-10-19",28.6217
"2015-10-20",28.6199
"2015-10-21",28.9634
"2015-10-22",28.616
"2015-10-23",27.6108
"2015-10-24",27.3866
"2015-10-25",28.1963
"2015-10-26",26.3841
"2015-10-27",26.5214
"2015-10-28",26.6197
"2015-10-29",26.355
"2015-10-30",26.5763
"2015-10-31",26.7676
"2015-11-01",26.8937
"2015-11-02",26.7017
"2015-11-03",27.8206
"2015-11-04",27.8038
"2015-11-05",27.1748
"2015-11-06",26.7873
"2015-11-07",26.7316
"2015-11-08",26.4912
"2015-11-09",27.3838
"2015-11-10",27.5881
"2015-11-11",27.5844
"2015-11-12",27.2111
