,"(deg C) Mean Temperature (ERA5) at Mannar, 2007-01-01 to 2025-12-31"
"2012-11-30",25.6275
"2012-12-01",25.4878
"2012-12-02",25.7533
"2012-12-03",25.4208
"2012-12-04",26.2908
"2012-12-05",26.885
"2012-12-06",26.4995
"2012-12-07",26.8346
"2012-12-08",26.399
"2012-12-09",25.7709
"2012-12-10",25.7076
"2012-12-11",25.9542
"2012-12-12",25.8929
"2012-12-13",26.0366
"2012-12-14",26.5676
"2012-12-15",25.6196
"2012-12-16",26.4003
"2012-12-17",26.0916
"2012-12-18",25.9367
"2012-12-19",25.3181
"2012-12-20",25.889
"2012-12-21",25.9806
"2012-12-22",25.6787
"2012-12-23",25.9718
"2012-12-24",25.7868
"2012-12-25",25.3832
"2012-12-26",25.4693
"2012-12-27",25.2916
"2012-12-28",25.8591
"2012-12-29",26.511
"2012-12-30",26.4779
"2012-12-31",26.7889
"2013-01-01",26.5842
"2013-01-02",26.2882
"2013-01-03",26.2915
"2013-01-04",26.3376
"2013-01-05",26.6484
"2013-01-06",26.3318
"2013-01-07",25.6143
"2013-01-08",25.05
"2013-01-09",25.2852
"2013-01-10",25.7134
"2013-01-11",26.0597
"2013-01-12",25.2963
"2013-01-13",24.4863
"2013-01-14",24.903
"2013-01-15",25.5185
"2013-01-16",25.6099
"2013-01-17",25.1345
"2013-01-18",24.9942
"2013-01-19",25.4475
"2013-01-20",25.8634
"2013-01-21",25.8128
"2013-01-22",25.9112
"2013-01-23",25.3742
"2013-01-24",25.9946
"2013-01-25",26.0046
"2013-01-26",25.7865
"2013-01-27",25.9302
"2013-01-28",25.6275
"2013-01-29",25.2929
"2013-01-30",25.4532
"2013-01-31",25.3386
"2013-02-01",25.9462
"2013-02-02",26.0496
"2013-02-03",25.993
"2013-02-04",25.5156
"2013-02-05",26.2544
"2013-02-06",26.3752
"2013-02-07",26.72
"2013-02-08",26.6953
"2013-02-09",26.884
"2013-02-10",26.8505
"2013-02-11",25.7143
"2013-02-12",26.0207
"2013-02-13",25.7108
"2013-02-14",25.6308
"2013-02-15",26.1954
"2013-02-16",26.8029
"2013-02-17",27.2814
"2013-02-18",27.1236
"2013-02-19",26.4336
"2013-02-20",26.9783
"2013-02-21",26.5282
"2013-02-22",26.4623
"2013-02-23",26.289
"2013-02-24",26.1386
"2013-02-25",26.0265
"2013-02-26",25.9817
"2013-02-27",26.5684
"2013-02-28",26.8172
"2013-03-01",26.8831
"2013-03-02",27.0736
"2013-03-03",27.0737
"2013-03-04",26.0276
"2013-03-05",26.6608
"2013-03-06",27.2992
"2013-03-07",27.1888
"2013-03-08",26.7558
"2013-03-09",27.4966
"2013-03-10",27.9312
"2013-03-11",28.1033
"2013-03-12",27.6039
"2013-03-13",27.5747
"2013-03-14",27.7448
"2013-03-15",27.0783
"2013-03-16",27.5959
"2013-03-17",27.6595
"2013-03-18",27.3408
"2013-03-19",27.7311
"2013-03-20",28.0898
"2013-03-21",27.4177
"2013-03-22",27.0937
"2013-03-23",27.8789
"2013-03-24",27.438
"2013-03-25",27.8297
"2013-03-26",28.3012
"2013-03-27",29.2464
"2013-03-28",28.5956
"2013-03-29",28.8665
"2013-03-30",29.2871
"2013-03-31",29.521
"2013-04-01",29.3799
"2013-04-02",29.3145
"2013-04-03",29.1981
"2013-04-04",29.733
"2013-04-05",30.1786
"2013-04-06",29.5193
"2013-04-07",30.0805
"2013-04-08",30.0825
"2013-04-09",29.6898
"2013-04-10",28.5727
"2013-04-11",29.0589
"2013-04-12",29.8559
"2013-04-13",28.7042
"2013-04-14",29.5453
"2013-04-15",29.585
"2013-04-16",30.1705
"2013-04-17",30.1203
"2013-04-18",29.9843
"2013-04-19",30.2694
"2013-04-20",29.9387
"2013-04-21",29.6552
"2013-04-22",29.1534
"2013-04-23",28.6487
"2013-04-24",28.8266
"2013-04-25",28.7917
"2013-04-26",29.0424
"2013-04-27",29.3783
"2013-04-28",30.0903
"2013-04-29",30.0772
"2013-04-30",29.7779
"2013-05-01",28.8973
"2013-05-02",29.4966
"2013-05-03",29.1379
"2013-05-04",29.5667
"2013-05-05",29.0347
"2013-05-06",28.6738
"2013-05-07",29.128
"2013-05-08",29.7427
"2013-05-09",30.2423
"2013-05-10",30.3988
"2013-05-11",30.3701
"2013-05-12",30.2524
"2013-05-13",28.9735
"2013-05-14",29.5227
"2013-05-15",29.6258
"2013-05-16",29.448
"2013-05-17",29.6113
"2013-05-18",29.7759
"2013-05-19",29.5507
"2013-05-20",28.8345
"2013-05-21",29.0456
"2013-05-22",29.2435
"2013-05-23",29.3479
"2013-05-24",29.2875
"2013-05-25",28.8884
"2013-05-26",29.047
"2013-05-27",29.0921
"2013-05-28",29.1047
"2013-05-29",29.2276
"2013-05-30",28.873
"2013-05-31",27.9562
"2013-06-01",28.1802
"2013-06-02",28.5859
"2013-06-03",28.7408
"2013-06-04",29.0516
"2013-06-05",28.7491
"2013-06-06",28.7319
"2013-06-07",28.8494
"2013-06-08",27.9389
"2013-06-09",29.1208
"2013-06-10",29.2715
"2013-06-11",28.9974
"2013-06-12",28.4553
"2013-06-13",28.5925
"2013-06-14",29.1635
"2013-06-15",28.5468
"2013-06-16",28.3163
"2013-06-17",28.0019
"2013-06-18",28.5085
"2013-06-19",28.7375
"2013-06-20",28.9497
"2013-06-21",28.617
"2013-06-22",28.0489
"2013-06-23",28.1002
"2013-06-24",28.3689
"2013-06-25",28.0285
"2013-06-26",28.0003
"2013-06-27",28.3592
"2013-06-28",27.9046
"2013-06-29",28.2553
"2013-06-30",28.2483
"2013-07-01",28.1225
"2013-07-02",28.258
"2013-07-03",28.3063
"2013-07-04",28.2842
"2013-07-05",28.3243
"2013-07-06",28.6291
"2013-07-07",28.4283
"2013-07-08",28.59
"2013-07-09",28.3297
"2013-07-10",28.113
"2013-07-11",28.2322
"2013-07-12",28.6316
"2013-07-13",28.7452
"2013-07-14",28.6987
"2013-07-15",28.6676
"2013-07-16",27.9804
"2013-07-17",28.095
"2013-07-18",27.9344
"2013-07-19",28.0119
"2013-07-20",28.0333
"2013-07-21",28.1024
"2013-07-22",27.7889
"2013-07-23",27.6816
"2013-07-24",27.3
"2013-07-25",27.6027
"2013-07-26",27.3048
"2013-07-27",28.0839
"2013-07-28",28.5384
"2013-07-29",28.5485
"2013-07-30",28.5619
"2013-07-31",28.4931
"2013-08-01",28.481
"2013-08-02",28.4077
"2013-08-03",28.5164
"2013-08-04",27.3087
"2013-08-05",27.7265
"2013-08-06",27.8172
"2013-08-07",28.2104
"2013-08-08",28.1622
"2013-08-09",27.8047
"2013-08-10",27.4616
"2013-08-11",27.6777
"2013-08-12",27.7576
"2013-08-13",27.8549
"2013-08-14",27.598
"2013-08-15",27.6538
"2013-08-16",27.6421
"2013-08-17",27.7624
"2013-08-18",27.6656
"2013-08-19",27.749
"2013-08-20",27.8029
"2013-08-21",28.02
"2013-08-22",28.1191
"2013-08-23",28.1017
"2013-08-24",28.2444
"2013-08-25",28.2576
"2013-08-26",28.3162
"2013-08-27",28.0583
"2013-08-28",28.1338
"2013-08-29",28.0444
"2013-08-30",28.6692
"2013-08-31",28.0708
"2013-09-01",28.6061
"2013-09-02",28.2336
"2013-09-03",28.0221
"2013-09-04",27.6346
"2013-09-05",27.6238
"2013-09-06",26.8963
"2013-09-07",26.4089
"2013-09-08",27.4604
"2013-09-09",27.1632
"2013-09-10",27.7046
"2013-09-11",27.7493
"2013-09-12",26.9951
"2013-09-13",27.3765
"2013-09-14",27.9271
"2013-09-15",27.8112
"2013-09-16",27.7705
"2013-09-17",27.7402
"2013-09-18",27.9251
"2013-09-19",28.3897
"2013-09-20",28.6483
"2013-09-21",28.3983
"2013-09-22",28.2771
"2013-09-23",28.2531
"2013-09-24",28.2129
"2013-09-25",28.2353
"2013-09-26",28.1819
"2013-09-27",28.4454
"2013-09-28",28.3666
"2013-09-29",28.2548
"2013-09-30",28.3896
"2013-10-01",28.3816
"2013-10-02",28.34
"2013-10-03",28.1135
"2013-10-04",28.3077
"2013-10-05",27.9933
"2013-10-06",28.126
"2013-10-07",28.3008
"2013-10-08",28.1701
"2013-10-09",27.9915
"2013-10-10",28.1105
"2013-10-11",28.4963
"2013-10-12",28.4302
"2013-10-13",28.5172
"2013-10-14",28.683
"2013-10-15",28.7127
"2013-10-16",28.3412
"2013-10-17",27.247
"2013-10-18",26.3063
"2013-10-19",26.0945
"2013-10-20",26.2773
"2013-10-21",27.3888
"2013-10-22",27.9651
"2013-10-23",27.9914
"2013-10-24",27.8269
"2013-10-25",27.9052
"2013-10-26",28.0124
"2013-10-27",28.095
"2013-10-28",28.0473
"2013-10-29",27.9933
"2013-10-30",27.3561
"2013-10-31",26.6963
"2013-11-01",27.6678
"2013-11-02",26.8034
"2013-11-03",27.2349
"2013-11-04",27.0868
"2013-11-05",27.0658
"2013-11-06",26.3978
"2013-11-07",26.9703
"2013-11-08",26.71
"2013-11-09",26.7165
"2013-11-10",26.5683
"2013-11-11",26.8036
"2013-11-12",27.4248
"2013-11-13",27.1887
"2013-11-14",26.9607
"2013-11-15",26.4122
"2013-11-16",25.8607
"2013-11-17",26.9765
"2013-11-18",26.3774
"2013-11-19",26.1666
"2013-11-20",27.0047
"2013-11-21",27.3695
"2013-11-22",27.5869
"2013-11-23",27.0046
"2013-11-24",26.101
"2013-11-25",26.7774
"2013-11-26",26.933
"2013-11-27",26.427
"2013-11-28",26.5391
"2013-11-29",27.036
"2013-11-30",26.2511
"2013-12-01",25.6911
"2013-12-02",25.0749
"2013-12-03",25.2283
"2013-12-04",25.3559
"2013-12-05",25.507
"2013-12-06",26.4077
"2013-12-07",26.2784
"2013-12-08",26.2175
"2013-12-09",26.173
"2013-12-10",26.1171
"2013-12-11",26.2815
"2013-12-12",25.6674
"2013-12-13",26.269
"2013-12-14",26.2941
"2013-12-15",26.1079
"2013-12-16",25.3771
"2013-12-17",25.6072
"2013-12-18",25.8955
"2013-12-19",25.5602
"2013-12-20",25.8506
"2013-12-21",25.6957
"2013-12-22",25.9848
"2013-12-23",26.0324
"2013-12-24",25.8991
"2013-12-25",25.9307
"2013-12-26",25.2672
"2013-12-27",25.5582
"2013-12-28",25.5999
"2013-12-29",25.4903
"2013-12-30",25.5765
"2013-12-31",25.6825
"2014-01-01",25.9101
"2014-01-02",26.0438
"2014-01-03",25.6844
"2014-01-04",24.0369
"2014-01-05",24.3951
"2014-01-06",24.5101
"2014-01-07",24.6317
"2014-01-08",25.5352
"2014-01-09",25.3048
"2014-01-10",25.1445
"2014-01-11",25.3469
"2014-01-12",25.597
"2014-01-13",24.735
"2014-01-14",25.493
"2014-01-15",25.0896
"2014-01-16",25.4026
"2014-01-17",25.3033
"2014-01-18",25.4316
"2014-01-19",25.2737
"2014-01-20",25.5011
"2014-01-21",25.2073
"2014-01-22",25.4494
"2014-01-23",25.2694
"2014-01-24",25.4855
"2014-01-25",25.3712
"2014-01-26",25.3266
"2014-01-27",25.5301
"2014-01-28",25.2907
"2014-01-29",25.3797
"2014-01-30",25.5838
"2014-01-31",25.8337
"2014-02-01",26.0423
"2014-02-02",26.1313
"2014-02-03",25.6043
"2014-02-04",25.0147
"2014-02-05",24.5995
"2014-02-06",25.0501
"2014-02-07",25.2486
"2014-02-08",25.7789
"2014-02-09",25.2748
"2014-02-10",24.9665
"2014-02-11",25.2807
"2014-02-12",25.3756
"2014-02-13",26.1427
"2014-02-14",26.5351
"2014-02-15",26.8006
"2014-02-16",27.0221
"2014-02-17",27.4183
"2014-02-18",27.7141
"2014-02-19",26.6571
"2014-02-20",26.8799
"2014-02-21",27.0846
"2014-02-22",27.0329
"2014-02-23",26.5427
"2014-02-24",27.3982
"2014-02-25",27.499
"2014-02-26",27.2089
"2014-02-27",26.4656
"2014-02-28",27.4364
"2014-03-01",27.4934
"2014-03-02",27.7203
"2014-03-03",27.7431
"2014-03-04",27.8167
"2014-03-05",27.6689
"2014-03-06",27.8621
"2014-03-07",28.0188
"2014-03-08",28.2674
"2014-03-09",27.5973
"2014-03-10",27.9598
"2014-03-11",27.8821
"2014-03-12",27.6782
"2014-03-13",27.7181
"2014-03-14",27.7541
"2014-03-15",27.7892
"2014-03-16",28.0988
"2014-03-17",28.5193
"2014-03-18",28.8934
"2014-03-19",27.4617
"2014-03-20",28.8474
"2014-03-21",28.9225
"2014-03-22",28.9794
"2014-03-23",28.9522
"2014-03-24",28.6543
"2014-03-25",29.1049
"2014-03-26",28.9588
"2014-03-27",28.7982
"2014-03-28",28.628
"2014-03-29",28.6652
"2014-03-30",28.7601
"2014-03-31",28.8721
"2014-04-01",29.1854
"2014-04-02",29.5935
"2014-04-03",29.6583
"2014-04-04",29.0905
"2014-04-05",28.4435
"2014-04-06",28.2075
"2014-04-07",28.733
"2014-04-08",28.5899
"2014-04-09",29.0827
"2014-04-10",28.8674
"2014-04-11",29.1879
"2014-04-12",29.5662
"2014-04-13",28.9179
"2014-04-14",28.8176
"2014-04-15",28.812
"2014-04-16",28.5735
"2014-04-17",28.9086
"2014-04-18",29.4549
"2014-04-19",29.7944
"2014-04-20",29.9655
"2014-04-21",29.7186
"2014-04-22",28.5056
"2014-04-23",28.477
"2014-04-24",28.6399
"2014-04-25",29.5572
"2014-04-26",29.7421
"2014-04-27",29.1858
"2014-04-28",28.8632
"2014-04-29",27.7795
"2014-04-30",27.7871
"2014-05-01",28.2037
"2014-05-02",28.3001
"2014-05-03",27.4418
"2014-05-04",27.0938
"2014-05-05",26.5126
"2014-05-06",27.5651
"2014-05-07",27.3045
"2014-05-08",27.8973
"2014-05-09",28.3232
"2014-05-10",29.3491
"2014-05-11",29.5497
"2014-05-12",29.525
"2014-05-13",29.2561
"2014-05-14",29.546
"2014-05-15",29.5197
"2014-05-16",29.5654
"2014-05-17",29.2158
"2014-05-18",29.3091
"2014-05-19",29.3526
"2014-05-20",29.4084
"2014-05-21",29.3531
"2014-05-22",29.5247
"2014-05-23",29.7095
"2014-05-24",29.621
"2014-05-25",29.3834
"2014-05-26",29.4783
"2014-05-27",29.5729
"2014-05-28",28.914
"2014-05-29",29.2177
"2014-05-30",29.4825
"2014-05-31",29.9291
"2014-06-01",29.8216
"2014-06-02",29.1447
"2014-06-03",28.8741
"2014-06-04",29.3972
"2014-06-05",29.6381
"2014-06-06",29.8605
"2014-06-07",30.3195
"2014-06-08",29.8155
"2014-06-09",29.9417
"2014-06-10",29.8385
"2014-06-11",29.6764
"2014-06-12",29.433
"2014-06-13",29.5689
"2014-06-14",29.9515
"2014-06-15",30.2093
"2014-06-16",29.9712
"2014-06-17",29.7267
"2014-06-18",29.6009
"2014-06-19",29.2967
"2014-06-20",29.321
"2014-06-21",29.4275
"2014-06-22",29.2223
"2014-06-23",29.2236
"2014-06-24",29.2321
"2014-06-25",29.039
"2014-06-26",28.7516
"2014-06-27",28.7962
"2014-06-28",28.6143
"2014-06-29",28.6768
"2014-06-30",28.1578
"2014-07-01",28.8239
"2014-07-02",29.3848
"2014-07-03",29.3914
"2014-07-04",29.6602
"2014-07-05",29.431
"2014-07-06",28.8263
"2014-07-07",29.1333
"2014-07-08",29.3616
"2014-07-09",28.8668
"2014-07-10",28.6096
"2014-07-11",28.8585
"2014-07-12",29.055
"2014-07-13",28.8898
"2014-07-14",28.8168
"2014-07-15",28.6793
"2014-07-16",28.6695
"2014-07-17",28.7101
"2014-07-18",28.7911
"2014-07-19",28.8668
"2014-07-20",28.9111
"2014-07-21",28.7505
"2014-07-22",28.6566
"2014-07-23",28.8842
"2014-07-24",29.1855
"2014-07-25",29.1359
"2014-07-26",29.0232
"2014-07-27",28.6591
"2014-07-28",28.7495
"2014-07-29",28.9074
"2014-07-30",28.5988
"2014-07-31",28.7824
"2014-08-01",28.4889
"2014-08-02",28.6431
"2014-08-03",28.633
"2014-08-04",28.7955
"2014-08-05",28.9238
"2014-08-06",28.7735
"2014-08-07",28.7915
"2014-08-08",28.6574
"2014-08-09",28.5209
"2014-08-10",28.3217
"2014-08-11",28.1686
"2014-08-12",28.3182
"2014-08-13",28.1637
"2014-08-14",28.385
"2014-08-15",28.4082
"2014-08-16",28.3204
"2014-08-17",27.7536
"2014-08-18",27.7195
"2014-08-19",27.728
"2014-08-20",28.0791
"2014-08-21",27.8196
"2014-08-22",26.9477
"2014-08-23",27.852
"2014-08-24",28.1334
"2014-08-25",28.1738
"2014-08-26",28.345
"2014-08-27",28.3249
"2014-08-28",28.1061
"2014-08-29",28.3709
"2014-08-30",28.5545
"2014-08-31",28.7028
"2014-09-01",28.3968
"2014-09-02",27.7951
"2014-09-03",27.3972
"2014-09-04",27.9989
"2014-09-05",28.1621
"2014-09-06",28.4491
"2014-09-07",28.6127
"2014-09-08",28.355
"2014-09-09",28.5167
"2014-09-10",28.662
"2014-09-11",28.7173
"2014-09-12",28.5981
"2014-09-13",28.6909
"2014-09-14",28.5787
"2014-09-15",28.6208
"2014-09-16",28.6527
"2014-09-17",28.6846
"2014-09-18",28.5229
"2014-09-19",28.6301
"2014-09-20",28.561
"2014-09-21",28.8556
"2014-09-22",28.7487
"2014-09-23",28.7646
"2014-09-24",28.3745
"2014-09-25",27.0041
"2014-09-26",26.8572
"2014-09-27",27.0395
"2014-09-28",27.0288
"2014-09-29",27.0849
"2014-09-30",26.253
"2014-10-01",27.1461
"2014-10-02",27.1194
"2014-10-03",28.1915
"2014-10-04",28.4556
"2014-10-05",28.7336
"2014-10-06",28.6273
"2014-10-07",27.8141
"2014-10-08",27.6151
"2014-10-09",27.6002
"2014-10-10",28.2167
"2014-10-11",28.4453
"2014-10-12",28.6033
"2014-10-13",28.4766
"2014-10-14",27.8469
"2014-10-15",27.1
"2014-10-16",26.7507
"2014-10-17",26.1421
"2014-10-18",25.7973
"2014-10-19",26.1498
"2014-10-20",26.557
"2014-10-21",26.1945
"2014-10-22",27.0036
"2014-10-23",26.2418
"2014-10-24",27.1728
"2014-10-25",26.7965
"2014-10-26",27.1407
"2014-10-27",26.8264
"2014-10-28",27.3572
"2014-10-29",26.9017
"2014-10-30",26.1464
"2014-10-31",26.6278
"2014-11-01",27.0655
"2014-11-02",26.6174
"2014-11-03",25.5031
"2014-11-04",26.3259
"2014-11-05",27.6278
"2014-11-06",27.2708
"2014-11-07",27.0709
"2014-11-08",27.4951
"2014-11-09",27.4611
"2014-11-10",27.3351
"2014-11-11",27.1467
"2014-11-12",26.2972
"2014-11-13",26.5699
"2014-11-14",26.7148
"2014-11-15",26.8672
"2014-11-16",26.8448
"2014-11-17",26.2484
"2014-11-18",25.7693
"2014-11-19",25.6896
"2014-11-20",25.7154
"2014-11-21",25.775
"2014-11-22",25.5798
"2014-11-23",26.6672
"2014-11-24",25.8113
"2014-11-25",25.9036
"2014-11-26",25.8373
"2014-11-27",25.3929
"2014-11-28",25.0755
"2014-11-29",24.2972
"2014-11-30",25.4488
"2014-12-01",26.0898
"2014-12-02",25.877
"2014-12-03",25.7271
"2014-12-04",25.9566
"2014-12-05",25.9564
"2014-12-06",25.8955
"2014-12-07",26.0174
"2014-12-08",25.4961
"2014-12-09",25.8045
"2014-12-10",25.5899
"2014-12-11",26.5367
"2014-12-12",26.0861
"2014-12-13",26.331
"2014-12-14",26.7696
"2014-12-15",26.5308
"2014-12-16",26.0769
"2014-12-17",25.2799
"2014-12-18",26.0834
"2014-12-19",25.6585
"2014-12-20",24.621
"2014-12-21",25.2251
"2014-12-22",24.9889
"2014-12-23",25.392
"2014-12-24",25.4145
"2014-12-25",25.0904
"2014-12-26",24.6803
"2014-12-27",24.2941
"2014-12-28",24.88
"2014-12-29",25.0461
"2014-12-30",25.7745
"2014-12-31",26.4534
"2015-01-01",26.6725
"2015-01-02",26.4794
"2015-01-03",26.5652
"2015-01-04",26.7071
"2015-01-05",26.5498
"2015-01-06",26.0004
"2015-01-07",25.7642
"2015-01-08",25.8693
"2015-01-09",25.7359
"2015-01-10",25.5423
"2015-01-11",25.556
"2015-01-12",25.4648
"2015-01-13",25.5902
"2015-01-14",25.0082
"2015-01-15",25.5973
"2015-01-16",25.8811
"2015-01-17",25.9348
"2015-01-18",25.8633
"2015-01-19",25.2826
"2015-01-20",25.76
"2015-01-21",25.5279
"2015-01-22",25.327
"2015-01-23",25.8605
"2015-01-24",26.0333
"2015-01-25",25.6143
"2015-01-26",25.406
"2015-01-27",26.0589
"2015-01-28",26.0235
"2015-01-29",25.9456
"2015-01-30",25.9437
"2015-01-31",25.7131
"2015-02-01",26.3182
"2015-02-02",26.0326
"2015-02-03",25.4272
"2015-02-04",25.3283
"2015-02-05",25.4582
"2015-02-06",25.9915
"2015-02-07",25.8118
"2015-02-08",26.0903
"2015-02-09",25.6879
"2015-02-10",26.029
"2015-02-11",25.6984
"2015-02-12",26.1178
"2015-02-13",26.2639
"2015-02-14",26.1134
"2015-02-15",25.5203
"2015-02-16",25.6038
"2015-02-17",25.3619
"2015-02-18",25.322
"2015-02-19",25.4846
"2015-02-20",26.2896
"2015-02-21",26.3201
"2015-02-22",26.4118
"2015-02-23",27.1695
"2015-02-24",26.0989
"2015-02-25",26.3439
"2015-02-26",26.4138
"2015-02-27",26.3912
"2015-02-28",27.1918
"2015-03-01",27.4683
"2015-03-02",27.5947
"2015-03-03",27.6308
"2015-03-04",26.9231
"2015-03-05",27.9234
"2015-03-06",27.9252
"2015-03-07",27.6988
"2015-03-08",27.8828
"2015-03-09",27.3259
"2015-03-10",27.0304
"2015-03-11",27.6194
"2015-03-12",27.5738
"2015-03-13",27.727
"2015-03-14",26.2317
"2015-03-15",26.8205
"2015-03-16",27.5639
"2015-03-17",27.3642
"2015-03-18",26.7552
"2015-03-19",26.962
"2015-03-20",27.6322
"2015-03-21",27.7046
"2015-03-22",27.8398
"2015-03-23",27.9654
"2015-03-24",27.9871
"2015-03-25",28.1226
"2015-03-26",28.6763
"2015-03-27",28.0062
"2015-03-28",28.1734
"2015-03-29",28.4556
"2015-03-30",28.3116
"2015-03-31",28.5644
"2015-04-01",28.1555
"2015-04-02",28.3138
"2015-04-03",29.3825
"2015-04-04",29.6282
"2015-04-05",29.6521
"2015-04-06",29.1945
"2015-04-07",28.2855
"2015-04-08",27.8537
"2015-04-09",28.9716
"2015-04-10",29.3593
"2015-04-11",28.7417
"2015-04-12",28.1097
"2015-04-13",26.2109
"2015-04-14",27.903
"2015-04-15",27.4088
"2015-04-16",27.5766
"2015-04-17",28.0831
"2015-04-18",28.7699
"2015-04-19",29.0894
"2015-04-20",28.0137
"2015-04-21",27.3605
"2015-04-22",29.0736
"2015-04-23",29.2487
"2015-04-24",28.6585
"2015-04-25",28.3355
"2015-04-26",27.9902
"2015-04-27",28.0164
"2015-04-28",28.675
"2015-04-29",28.6349
"2015-04-30",28.943
"2015-05-01",29.3051
"2015-05-02",29.5987
"2015-05-03",29.6251
"2015-05-04",28.867
"2015-05-05",28.2142
"2015-05-06",28.3706
"2015-05-07",28.57
"2015-05-08",28.8473
"2015-05-09",28.0886
"2015-05-10",27.806
"2015-05-11",26.6624
"2015-05-12",27.5673
"2015-05-13",27.4434
"2015-05-14",27.9632
"2015-05-15",28.2894
"2015-05-16",27.5576
"2015-05-17",27.543
"2015-05-18",28.0902
"2015-05-19",28.582
"2015-05-20",29.4818
"2015-05-21",29.2419
"2015-05-22",29.302
"2015-05-23",29.1245
"2015-05-24",29.2473
"2015-05-25",29.1254
"2015-05-26",29.2152
"2015-05-27",29.0146
"2015-05-28",29.2638
"2015-05-29",29.4057
"2015-05-30",29.155
"2015-05-31",28.5536
"2015-06-01",28.666
"2015-06-02",29.1334
"2015-06-03",28.8478
"2015-06-04",28.0145
"2015-06-05",28.4302
"2015-06-06",29.1411
"2015-06-07",29.3754
"2015-06-08",28.7893
"2015-06-09",29.0609
"2015-06-10",29.3729
"2015-06-11",28.8568
"2015-06-12",28.9015
"2015-06-13",29.236
"2015-06-14",29.5186
"2015-06-15",29.5205
"2015-06-16",29.3423
"2015-06-17",29.4604
"2015-06-18",29.3007
"2015-06-19",29.332
"2015-06-20",29.4685
"2015-06-21",29.1046
"2015-06-22",29.2015
"2015-06-23",28.8737
"2015-06-24",28.9662
"2015-06-25",29.0014
"2015-06-26",29.4748
"2015-06-27",28.9483
"2015-06-28",29.0028
"2015-06-29",28.4292
"2015-06-30",28.7404
"2015-07-01",28.8974
"2015-07-02",29.1536
"2015-07-03",29.3198
"2015-07-04",29.3092
"2015-07-05",29.3266
"2015-07-06",29.162
"2015-07-07",28.9627
"2015-07-08",28.9065
"2015-07-09",29.0344
"2015-07-10",28.9641
"2015-07-11",28.7084
"2015-07-12",28.9671
"2015-07-13",29.4791
"2015-07-14",29.2826
"2015-07-15",29.4132
"2015-07-16",29.2515
"2015-07-17",28.8937
"2015-07-18",29.1227
"2015-07-19",28.9501
"2015-07-20",28.8973
"2015-07-21",28.6129
"2015-07-22",28.2323
"2015-07-23",28.4254
"2015-07-24",28.7126
"2015-07-25",28.5569
"2015-07-26",28.2269
"2015-07-27",28.3329
"2015-07-28",28.5113
"2015-07-29",28.4101
"2015-07-30",28.1801
"2015-07-31",28.3629
"2015-08-01",28.5024
"2015-08-02",28.6108
"2015-08-03",28.2999
"2015-08-04",28.2318
"2015-08-05",28.3855
"2015-08-06",28.8075
"2015-08-07",28.7107
"2015-08-08",28.5718
"2015-08-09",28.973
"2015-08-10",28.7955
"2015-08-11",28.6321
"2015-08-12",28.6922
"2015-08-13",29.1907
"2015-08-14",29.5283
"2015-08-15",29.0547
"2015-08-16",27.2543
"2015-08-17",27.275
"2015-08-18",27.8827
"2015-08-19",28.5342
"2015-08-20",28.7322
"2015-08-21",28.6932
"2015-08-22",28.5078
"2015-08-23",28.6139
"2015-08-24",28.8422
"2015-08-25",28.8547
"2015-08-26",28.7189
"2015-08-27",28.6838
"2015-08-28",28.5132
"2015-08-29",28.8735
"2015-08-30",28.7465
"2015-08-31",28.8103
"2015-09-01",28.9964
"2015-09-02",28.8935
"2015-09-03",28.0926
"2015-09-04",27.737
"2015-09-05",27.7486
"2015-09-06",27.8345
"2015-09-07",27.3234
"2015-09-08",27.6692
"2015-09-09",28.0093
"2015-09-10",27.5236
"2015-09-11",27.4762
"2015-09-12",28.4393
"2015-09-13",28.5831
"2015-09-14",28.6483
"2015-09-15",28.58
"2015-09-16",28.9748
"2015-09-17",29.2602
"2015-09-18",28.9813
"2015-09-19",28.739
"2015-09-20",28.8612
"2015-09-21",28.8962
"2015-09-22",28.8162
"2015-09-23",29.0102
"2015-09-24",28.0757
"2015-09-25",28.1893
"2015-09-26",28.5118
"2015-09-27",28.0621
"2015-09-28",27.3389
"2015-09-29",26.9409
"2015-09-30",26.4881
"2015-10-01",27.3362
"2015-10-02",28.2767
"2015-10-03",28.7195
"2015-10-04",28.5067
"2015-10-05",27.3767
"2015-10-06",28.1974
"2015-10-07",28.3771
"2015-10-08",28.44
"2015-10-09",28.0237
"2015-10-10",28.3612
"2015-10-11",28.4997
"2015-10-12",27.6307
"2015-10-13",27.3233
"2015-10-14",26.783
"2015-10-15",27.5666
"2015-10-16",28.0814
"2015-10-17",27.8754
"2015-10-18",27.0456
"2015-10-19",28.0353
"2015-10-20",27.5254
"2015-10-21",28.1114
"2015-10-22",28.1005
"2015-10-23",27.2772
"2015-10-24",26.7219
"2015-10-25",27.615
"2015-10-26",26.2331
"2015-10-27",26.4416
"2015-10-28",26.1783
"2015-10-29",26.0719
"2015-10-30",26.5013
"2015-10-31",26.6666
"2015-11-01",26.5701
"2015-11-02",26.5583
"2015-11-03",27.3511
"2015-11-04",27.2288
"2015-11-05",26.616
"2015-11-06",26.3559
"2015-11-07",26.2995
"2015-11-08",26.3177
"2015-11-09",27.3124
"2015-11-10",27.4318
"2015-11-11",27.2613
"2015-11-12",26.8879
"2015-11-13",25.9059
"2015-11-14",25.5715
"2015-11-15",25.5218
