,"(deg C) Mean Temperature (ERA5) at Mullaitivu, 2007-01-01 to 2025-12-31"
"2012-12-01",25.2667
"2012-12-02",25.689
"2012-12-03",25.724
"2012-12-04",26.4483
"2012-12-05",26.9723
"2012-12-06",26.363
"2012-12-07",26.6768
"2012-12-08",26.2756
"2012-12-09",25.3765
"2012-12-10",25.587
"2012-12-11",25.8063
"2012-12-12",25.6345
"2012-12-13",25.9403
"2012-12-14",26.5104
"2012-12-15",25.4098
"2012-12-16",26.3324
"2012-12-17",25.9159
"2012-12-18",25.6432
"2012-12-19",25.0173
"2012-12-20",25.7809
"2012-12-21",25.9646
"2012-12-22",25.4653
"2012-12-23",25.8314
"2012-12-24",25.5068
"2012-12-25",25.1429
"2012-12-26",25.2714
"2012-12-27",25.0325
"2012-12-28",25.9183
"2012-12-29",26.675
"2012-12-30",26.5921
"2012-12-31",26.7021
"2013-01-01",26.502
"2013-01-02",26.2134
"2013-01-03",26.0749
"2013-01-04",26.4418
"2013-01-05",26.6626
"2013-01-06",26.2191
"2013-01-07",25.5311
"2013-01-08",25.0557
"2013-01-09",25.1989
"2013-01-10",25.4864
"2013-01-11",25.8163
"2013-01-12",24.8432
"2013-01-13",24.0761
"2013-01-14",24.7186
"2013-01-15",25.4557
"2013-01-16",25.4947
"2013-01-17",24.8228
"2013-01-18",24.8364
"2013-01-19",25.3538
"2013-01-20",25.8721
"2013-01-21",25.6045
"2013-01-22",25.6744
"2013-01-23",25.004
"2013-01-24",25.8018
"2013-01-25",25.9614
"2013-01-26",25.786
"2013-01-27",25.8428
"2013-01-28",25.3461
"2013-01-29",24.8809
"2013-01-30",25.1414
"2013-01-31",25.0738
"2013-02-01",25.7841
"2013-02-02",25.8403
"2013-02-03",25.8068
"2013-02-04",24.879
"2013-02-05",25.8855
"2013-02-06",26.0807
"2013-02-07",26.5016
"2013-02-08",26.6197
"2013-02-09",26.8615
"2013-02-10",26.7534
"2013-02-11",25.2471
"2013-02-12",25.916
"2013-02-13",25.5929
"2013-02-14",25.3871
"2013-02-15",26.0032
"2013-02-16",26.7584
"2013-02-17",27.2699
"2013-02-18",26.8871
"2013-02-19",26.2995
"2013-02-20",26.7052
"2013-02-21",26.2958
"2013-02-22",26.0341
"2013-02-23",25.8467
"2013-02-24",25.9761
"2013-02-25",25.7393
"2013-02-26",25.6641
"2013-02-27",26.1964
"2013-02-28",26.5172
"2013-03-01",26.5283
"2013-03-02",26.734
"2013-03-03",26.7433
"2013-03-04",25.5607
"2013-03-05",26.4016
"2013-03-06",27.2079
"2013-03-07",27.1499
"2013-03-08",26.7127
"2013-03-09",27.4065
"2013-03-10",27.8605
"2013-03-11",27.6923
"2013-03-12",27.3018
"2013-03-13",27.5607
"2013-03-14",27.4391
"2013-03-15",27.1373
"2013-03-16",27.8315
"2013-03-17",27.164
"2013-03-18",26.8386
"2013-03-19",27.6421
"2013-03-20",27.7184
"2013-03-21",26.956
"2013-03-22",26.4027
"2013-03-23",27.7802
"2013-03-24",27.4361
"2013-03-25",27.7646
"2013-03-26",28.4416
"2013-03-27",29.1969
"2013-03-28",29.0877
"2013-03-29",28.9464
"2013-03-30",29.497
"2013-03-31",29.9866
"2013-04-01",29.7297
"2013-04-02",28.8587
"2013-04-03",28.0954
"2013-04-04",29.6345
"2013-04-05",30.5983
"2013-04-06",29.3529
"2013-04-07",30.3561
"2013-04-08",30.2018
"2013-04-09",30.2354
"2013-04-10",29.0422
"2013-04-11",29.0856
"2013-04-12",29.4679
"2013-04-13",28.4868
"2013-04-14",29.3379
"2013-04-15",29.5082
"2013-04-16",30.4927
"2013-04-17",30.4577
"2013-04-18",30.3516
"2013-04-19",30.6091
"2013-04-20",30.3436
"2013-04-21",29.9301
"2013-04-22",29.3228
"2013-04-23",28.5865
"2013-04-24",28.877
"2013-04-25",28.9715
"2013-04-26",29.0804
"2013-04-27",29.8736
"2013-04-28",30.5771
"2013-04-29",30.6024
"2013-04-30",30.0615
"2013-05-01",28.8185
"2013-05-02",29.4969
"2013-05-03",28.9356
"2013-05-04",30.2776
"2013-05-05",29.2263
"2013-05-06",28.9889
"2013-05-07",29.349
"2013-05-08",30.2084
"2013-05-09",30.7939
"2013-05-10",31.0957
"2013-05-11",31.1316
"2013-05-12",30.9122
"2013-05-13",28.8996
"2013-05-14",30.1868
"2013-05-15",30.4156
"2013-05-16",30.2803
"2013-05-17",30.7043
"2013-05-18",30.8365
"2013-05-19",30.779
"2013-05-20",29.7227
"2013-05-21",30.0137
"2013-05-22",30.0545
"2013-05-23",30.3826
"2013-05-24",30.4401
"2013-05-25",29.9908
"2013-05-26",30.1387
"2013-05-27",30.2826
"2013-05-28",30.3135
"2013-05-29",30.3014
"2013-05-30",29.9747
"2013-05-31",28.7424
"2013-06-01",28.7326
"2013-06-02",29.2519
"2013-06-03",29.5508
"2013-06-04",30.1889
"2013-06-05",29.6779
"2013-06-06",29.6764
"2013-06-07",30.1288
"2013-06-08",28.6963
"2013-06-09",30.4188
"2013-06-10",30.5421
"2013-06-11",29.9307
"2013-06-12",29.4246
"2013-06-13",29.5405
"2013-06-14",30.5416
"2013-06-15",30.112
"2013-06-16",29.4872
"2013-06-17",29.1064
"2013-06-18",29.8036
"2013-06-19",30.0264
"2013-06-20",30.366
"2013-06-21",30.0374
"2013-06-22",29.211
"2013-06-23",28.9072
"2013-06-24",29.6721
"2013-06-25",29.3863
"2013-06-26",29.1189
"2013-06-27",29.7115
"2013-06-28",28.7322
"2013-06-29",29.2625
"2013-06-30",29.3475
"2013-07-01",29.0819
"2013-07-02",29.441
"2013-07-03",29.8194
"2013-07-04",29.609
"2013-07-05",29.4175
"2013-07-06",29.3815
"2013-07-07",29.1073
"2013-07-08",29.4433
"2013-07-09",29.0651
"2013-07-10",28.644
"2013-07-11",28.7543
"2013-07-12",29.6412
"2013-07-13",29.7786
"2013-07-14",29.8161
"2013-07-15",29.4758
"2013-07-16",28.5115
"2013-07-17",29.0161
"2013-07-18",28.695
"2013-07-19",28.8273
"2013-07-20",28.9385
"2013-07-21",28.5641
"2013-07-22",28.5754
"2013-07-23",28.7474
"2013-07-24",28.0095
"2013-07-25",28.6901
"2013-07-26",28.0157
"2013-07-27",29.1637
"2013-07-28",29.9558
"2013-07-29",29.9038
"2013-07-30",29.7381
"2013-07-31",29.7819
"2013-08-01",29.9005
"2013-08-02",29.7496
"2013-08-03",30.0304
"2013-08-04",27.5748
"2013-08-05",28.2891
"2013-08-06",28.0913
"2013-08-07",29.0446
"2013-08-08",28.8492
"2013-08-09",28.1564
"2013-08-10",27.6025
"2013-08-11",27.8569
"2013-08-12",27.6951
"2013-08-13",27.9819
"2013-08-14",27.6959
"2013-08-15",28.3653
"2013-08-16",28.5034
"2013-08-17",28.7436
"2013-08-18",28.6493
"2013-08-19",28.7072
"2013-08-20",28.954
"2013-08-21",29.137
"2013-08-22",29.2945
"2013-08-23",29.3862
"2013-08-24",29.653
"2013-08-25",29.702
"2013-08-26",29.6222
"2013-08-27",29.5034
"2013-08-28",28.7358
"2013-08-29",28.1978
"2013-08-30",29.3273
"2013-08-31",28.5567
"2013-09-01",29.2359
"2013-09-02",28.9816
"2013-09-03",28.8343
"2013-09-04",28.4856
"2013-09-05",28.3943
"2013-09-06",26.5491
"2013-09-07",25.8387
"2013-09-08",27.6478
"2013-09-09",27.0839
"2013-09-10",27.8929
"2013-09-11",28.201
"2013-09-12",26.7864
"2013-09-13",27.6607
"2013-09-14",28.637
"2013-09-15",28.5822
"2013-09-16",28.5059
"2013-09-17",28.6156
"2013-09-18",28.6348
"2013-09-19",29.3948
"2013-09-20",29.8992
"2013-09-21",29.6258
"2013-09-22",29.3951
"2013-09-23",29.4776
"2013-09-24",29.3466
"2013-09-25",29.3847
"2013-09-26",29.2371
"2013-09-27",29.6429
"2013-09-28",29.4138
"2013-09-29",29.1226
"2013-09-30",29.4663
"2013-10-01",29.5607
"2013-10-02",29.4924
"2013-10-03",29.2167
"2013-10-04",29.5741
"2013-10-05",29.2345
"2013-10-06",29.1206
"2013-10-07",29.4012
"2013-10-08",29.2809
"2013-10-09",28.7582
"2013-10-10",28.857
"2013-10-11",29.6443
"2013-10-12",29.6181
"2013-10-13",29.694
"2013-10-14",30.1393
"2013-10-15",30.144
"2013-10-16",28.8793
"2013-10-17",28.0378
"2013-10-18",27.1148
"2013-10-19",26.4365
"2013-10-20",25.8519
"2013-10-21",27.4428
"2013-10-22",28.4163
"2013-10-23",28.3533
"2013-10-24",28.5572
"2013-10-25",28.6067
"2013-10-26",28.6202
"2013-10-27",28.8612
"2013-10-28",28.7981
"2013-10-29",28.6498
"2013-10-30",28.1101
"2013-10-31",27.1742
"2013-11-01",27.7683
"2013-11-02",26.7868
"2013-11-03",27.1499
"2013-11-04",26.7643
"2013-11-05",26.7636
"2013-11-06",26.3939
"2013-11-07",26.6148
"2013-11-08",26.477
"2013-11-09",26.2097
"2013-11-10",26.118
"2013-11-11",26.2349
"2013-11-12",27.0724
"2013-11-13",26.9896
"2013-11-14",26.7967
"2013-11-15",25.9264
"2013-11-16",26.2396
"2013-11-17",26.9233
"2013-11-18",26.2292
"2013-11-19",25.9604
"2013-11-20",26.9207
"2013-11-21",27.1929
"2013-11-22",27.6158
"2013-11-23",26.8356
"2013-11-24",25.964
"2013-11-25",26.6876
"2013-11-26",26.8949
"2013-11-27",26.1208
"2013-11-28",26.1641
"2013-11-29",26.5617
"2013-11-30",26.0024
"2013-12-01",25.3863
"2013-12-02",24.8317
"2013-12-03",24.9091
"2013-12-04",24.8857
"2013-12-05",25.1996
"2013-12-06",25.7443
"2013-12-07",25.7082
"2013-12-08",25.8828
"2013-12-09",25.6168
"2013-12-10",25.3818
"2013-12-11",25.915
"2013-12-12",25.4998
"2013-12-13",26.3411
"2013-12-14",26.0713
"2013-12-15",25.901
"2013-12-16",24.9808
"2013-12-17",25.3091
"2013-12-18",25.8002
"2013-12-19",25.3691
"2013-12-20",25.6011
"2013-12-21",25.3902
"2013-12-22",25.8169
"2013-12-23",25.6338
"2013-12-24",25.5514
"2013-12-25",25.5702
"2013-12-26",24.836
"2013-12-27",25.2162
"2013-12-28",25.1059
"2013-12-29",25.0479
"2013-12-30",25.1677
"2013-12-31",25.4233
"2014-01-01",25.5529
"2014-01-02",25.8192
"2014-01-03",25.2312
"2014-01-04",23.3424
"2014-01-05",24.1515
"2014-01-06",24.1404
"2014-01-07",24.3769
"2014-01-08",25.3871
"2014-01-09",25.149
"2014-01-10",24.8503
"2014-01-11",25.1919
"2014-01-12",25.3687
"2014-01-13",24.6438
"2014-01-14",25.2707
"2014-01-15",24.9451
"2014-01-16",25.5845
"2014-01-17",24.9091
"2014-01-18",25.1281
"2014-01-19",25.1625
"2014-01-20",25.3079
"2014-01-21",24.9639
"2014-01-22",25.4146
"2014-01-23",25.1054
"2014-01-24",25.3372
"2014-01-25",25.2962
"2014-01-26",25.1923
"2014-01-27",25.2549
"2014-01-28",24.9823
"2014-01-29",25.0469
"2014-01-30",25.2652
"2014-01-31",25.7114
"2014-02-01",25.9804
"2014-02-02",25.9687
"2014-02-03",25.2237
"2014-02-04",24.5005
"2014-02-05",24.0208
"2014-02-06",24.6267
"2014-02-07",25.0242
"2014-02-08",25.2159
"2014-02-09",24.5653
"2014-02-10",24.3751
"2014-02-11",24.7221
"2014-02-12",25.1073
"2014-02-13",25.8022
"2014-02-14",26.1835
"2014-02-15",26.7516
"2014-02-16",27.3253
"2014-02-17",27.408
"2014-02-18",27.273
"2014-02-19",26.0649
"2014-02-20",26.1171
"2014-02-21",26.5966
"2014-02-22",26.3849
"2014-02-23",26.046
"2014-02-24",26.8679
"2014-02-25",27.0441
"2014-02-26",26.6449
"2014-02-27",26.0399
"2014-02-28",27.2557
"2014-03-01",26.9919
"2014-03-02",27.3231
"2014-03-03",27.3918
"2014-03-04",27.4712
"2014-03-05",27.6233
"2014-03-06",27.4548
"2014-03-07",27.5142
"2014-03-08",27.7454
"2014-03-09",27.0424
"2014-03-10",27.5244
"2014-03-11",27.3141
"2014-03-12",27.0238
"2014-03-13",27.1632
"2014-03-14",27.0629
"2014-03-15",27.2413
"2014-03-16",27.7208
"2014-03-17",28.3947
"2014-03-18",28.6598
"2014-03-19",27.656
"2014-03-20",28.7703
"2014-03-21",28.7748
"2014-03-22",28.728
"2014-03-23",28.5896
"2014-03-24",28.3337
"2014-03-25",28.668
"2014-03-26",28.2876
"2014-03-27",28.2207
"2014-03-28",28.002
"2014-03-29",27.9669
"2014-03-30",28.0488
"2014-03-31",28.4969
"2014-04-01",29.3448
"2014-04-02",30.002
"2014-04-03",29.2629
"2014-04-04",29.5159
"2014-04-05",29.0998
"2014-04-06",29.0904
"2014-04-07",29.0739
"2014-04-08",28.481
"2014-04-09",29.3275
"2014-04-10",29.1535
"2014-04-11",29.692
"2014-04-12",30.2576
"2014-04-13",29.0487
"2014-04-14",29.939
"2014-04-15",29.2523
"2014-04-16",29.1862
"2014-04-17",29.282
"2014-04-18",29.6377
"2014-04-19",29.5818
"2014-04-20",29.8326
"2014-04-21",29.869
"2014-04-22",28.3597
"2014-04-23",28.9106
"2014-04-24",28.7732
"2014-04-25",29.8731
"2014-04-26",30.4365
"2014-04-27",29.9702
"2014-04-28",29.447
"2014-04-29",27.6892
"2014-04-30",27.4398
"2014-05-01",28.1459
"2014-05-02",28.2715
"2014-05-03",27.4941
"2014-05-04",27.0784
"2014-05-05",26.4182
"2014-05-06",27.9024
"2014-05-07",27.4481
"2014-05-08",27.8325
"2014-05-09",28.2942
"2014-05-10",29.5789
"2014-05-11",29.7674
"2014-05-12",29.8942
"2014-05-13",29.577
"2014-05-14",30.0277
"2014-05-15",29.9224
"2014-05-16",30.0007
"2014-05-17",29.5253
"2014-05-18",29.4643
"2014-05-19",29.7138
"2014-05-20",29.7652
"2014-05-21",29.7212
"2014-05-22",30.0993
"2014-05-23",30.4753
"2014-05-24",30.4312
"2014-05-25",30.1779
"2014-05-26",30.3599
"2014-05-27",30.6479
"2014-05-28",29.8518
"2014-05-29",30.0197
"2014-05-30",30.4466
"2014-05-31",31.0144
"2014-06-01",31.2575
"2014-06-02",30.2928
"2014-06-03",29.1272
"2014-06-04",30.275
"2014-06-05",30.6809
"2014-06-06",31.0013
"2014-06-07",31.7229
"2014-06-08",30.8834
"2014-06-09",30.7485
"2014-06-10",30.8869
"2014-06-11",30.9228
"2014-06-12",30.409
"2014-06-13",30.4376
"2014-06-14",31.1622
"2014-06-15",31.5606
"2014-06-16",31.2131
"2014-06-17",30.8838
"2014-06-18",30.8657
"2014-06-19",30.6668
"2014-06-20",30.6646
"2014-06-21",30.7523
"2014-06-22",30.5516
"2014-06-23",30.6328
"2014-06-24",30.6151
"2014-06-25",30.4165
"2014-06-26",30.2667
"2014-06-27",30.2119
"2014-06-28",29.8191
"2014-06-29",29.7887
"2014-06-30",28.9698
"2014-07-01",29.8827
"2014-07-02",30.6608
"2014-07-03",30.8184
"2014-07-04",31.1384
"2014-07-05",30.6215
"2014-07-06",29.5365
"2014-07-07",30.1062
"2014-07-08",30.2708
"2014-07-09",29.8235
"2014-07-10",29.3491
"2014-07-11",29.8013
"2014-07-12",30.1582
"2014-07-13",29.5526
"2014-07-14",29.7934
"2014-07-15",29.8939
"2014-07-16",30.0601
"2014-07-17",30.03
"2014-07-18",30.2569
"2014-07-19",30.1538
"2014-07-20",30.1559
"2014-07-21",29.9834
"2014-07-22",29.9572
"2014-07-23",30.2631
"2014-07-24",30.4783
"2014-07-25",30.4814
"2014-07-26",30.3741
"2014-07-27",29.7656
"2014-07-28",29.9865
"2014-07-29",30.2104
"2014-07-30",29.6717
"2014-07-31",30.1662
"2014-08-01",29.671
"2014-08-02",29.7086
"2014-08-03",29.9465
"2014-08-04",30.0251
"2014-08-05",30.1446
"2014-08-06",29.511
"2014-08-07",29.2301
"2014-08-08",29.2244
"2014-08-09",29.1875
"2014-08-10",29.0495
"2014-08-11",28.6008
"2014-08-12",29.0551
"2014-08-13",28.9592
"2014-08-14",29.499
"2014-08-15",29.4947
"2014-08-16",29.16
"2014-08-17",27.9977
"2014-08-18",27.7316
"2014-08-19",28.1333
"2014-08-20",28.7518
"2014-08-21",28.2773
"2014-08-22",27.1956
"2014-08-23",28.4872
"2014-08-24",28.8672
"2014-08-25",28.9146
"2014-08-26",28.9387
"2014-08-27",28.9199
"2014-08-28",29.0099
"2014-08-29",29.504
"2014-08-30",29.779
"2014-08-31",29.939
"2014-09-01",29.762
"2014-09-02",29.0426
"2014-09-03",28.3587
"2014-09-04",28.9154
"2014-09-05",29.3273
"2014-09-06",29.5059
"2014-09-07",29.8961
"2014-09-08",29.6482
"2014-09-09",29.924
"2014-09-10",30.059
"2014-09-11",30.1852
"2014-09-12",29.7891
"2014-09-13",30.0247
"2014-09-14",29.6184
"2014-09-15",29.5112
"2014-09-16",29.3603
"2014-09-17",29.759
"2014-09-18",29.434
"2014-09-19",29.8448
"2014-09-20",30.023
"2014-09-21",30.3013
"2014-09-22",29.9518
"2014-09-23",30.1983
"2014-09-24",29.2851
"2014-09-25",27.5734
"2014-09-26",27.044
"2014-09-27",27.4026
"2014-09-28",27.5854
"2014-09-29",27.4504
"2014-09-30",26.8931
"2014-10-01",27.4149
"2014-10-02",27.4261
"2014-10-03",28.559
"2014-10-04",28.9855
"2014-10-05",29.0916
"2014-10-06",29.0411
"2014-10-07",28.1815
"2014-10-08",28.0098
"2014-10-09",27.6759
"2014-10-10",28.462
"2014-10-11",28.6192
"2014-10-12",29.0553
"2014-10-13",29.1498
"2014-10-14",28.2967
"2014-10-15",27.162
"2014-10-16",26.7136
"2014-10-17",26.0648
"2014-10-18",25.6645
"2014-10-19",26.0638
"2014-10-20",26.6019
"2014-10-21",26.2742
"2014-10-22",26.947
"2014-10-23",26.1342
"2014-10-24",27.2564
"2014-10-25",27.1598
"2014-10-26",27.3298
"2014-10-27",27.3603
"2014-10-28",27.4307
"2014-10-29",26.848
"2014-10-30",25.9765
"2014-10-31",25.7385
"2014-11-01",26.9062
"2014-11-02",26.024
"2014-11-03",25.1176
"2014-11-04",25.2092
"2014-11-05",27.0825
"2014-11-06",26.4748
"2014-11-07",26.4436
"2014-11-08",26.9822
"2014-11-09",27.1096
"2014-11-10",27.1338
"2014-11-11",27.0412
"2014-11-12",26.0516
"2014-11-13",26.4391
"2014-11-14",26.5505
"2014-11-15",27.0409
"2014-11-16",26.4895
"2014-11-17",26.0385
"2014-11-18",25.4488
"2014-11-19",25.2735
"2014-11-20",25.7095
"2014-11-21",25.5179
"2014-11-22",25.2957
"2014-11-23",26.8669
"2014-11-24",25.6342
"2014-11-25",25.6717
"2014-11-26",25.6818
"2014-11-27",25.3596
"2014-11-28",24.6242
"2014-11-29",24.1536
"2014-11-30",25.4157
"2014-12-01",25.9292
"2014-12-02",25.8446
"2014-12-03",25.5696
"2014-12-04",25.7666
"2014-12-05",25.9614
"2014-12-06",25.9472
"2014-12-07",25.9771
"2014-12-08",25.374
"2014-12-09",26.1373
"2014-12-10",25.6505
"2014-12-11",26.6035
"2014-12-12",26.1383
"2014-12-13",26.4565
"2014-12-14",26.6815
"2014-12-15",26.5519
"2014-12-16",25.9945
"2014-12-17",24.9537
"2014-12-18",25.9214
"2014-12-19",25.3821
"2014-12-20",24.0908
"2014-12-21",24.9212
"2014-12-22",24.5725
"2014-12-23",25.1559
"2014-12-24",25.3399
"2014-12-25",24.9242
"2014-12-26",24.167
"2014-12-27",24.3103
"2014-12-28",25.139
"2014-12-29",24.589
"2014-12-30",25.2437
"2014-12-31",26.5222
"2015-01-01",26.7828
"2015-01-02",26.3955
"2015-01-03",26.8762
"2015-01-04",26.7637
"2015-01-05",26.5954
"2015-01-06",25.8211
"2015-01-07",25.5291
"2015-01-08",25.5225
"2015-01-09",25.6737
"2015-01-10",25.5241
"2015-01-11",25.3961
"2015-01-12",25.3704
"2015-01-13",25.5437
"2015-01-14",24.8712
"2015-01-15",25.5531
"2015-01-16",25.9457
"2015-01-17",25.8263
"2015-01-18",25.6912
"2015-01-19",24.9416
"2015-01-20",25.4986
"2015-01-21",25.1315
"2015-01-22",25.098
"2015-01-23",25.6764
"2015-01-24",25.9506
"2015-01-25",25.3639
"2015-01-26",25.3255
"2015-01-27",25.8757
"2015-01-28",25.8564
"2015-01-29",25.9694
"2015-01-30",25.6979
"2015-01-31",25.4776
"2015-02-01",26.1732
"2015-02-02",25.956
"2015-02-03",25.2628
"2015-02-04",25.3001
"2015-02-05",25.386
"2015-02-06",25.8642
"2015-02-07",25.6245
"2015-02-08",26.0473
"2015-02-09",25.4849
"2015-02-10",25.9568
"2015-02-11",25.3943
"2015-02-12",26.1296
"2015-02-13",26.2128
"2015-02-14",25.6967
"2015-02-15",25.0244
"2015-02-16",25.2364
"2015-02-17",24.7545
"2015-02-18",24.7421
"2015-02-19",25.065
"2015-02-20",26.1316
"2015-02-21",26.0969
"2015-02-22",26.2777
"2015-02-23",27.0001
"2015-02-24",25.8765
"2015-02-25",26.3105
"2015-02-26",26.4503
"2015-02-27",26.4428
"2015-02-28",27.2363
"2015-03-01",27.4748
"2015-03-02",27.3376
"2015-03-03",27.6148
"2015-03-04",26.9263
"2015-03-05",27.9733
"2015-03-06",27.7378
"2015-03-07",27.4922
"2015-03-08",27.6942
"2015-03-09",26.9459
"2015-03-10",26.6305
"2015-03-11",27.2092
"2015-03-12",27.5192
"2015-03-13",27.5897
"2015-03-14",26.3312
"2015-03-15",26.9115
"2015-03-16",27.621
"2015-03-17",26.9178
"2015-03-18",26.5352
"2015-03-19",26.8149
"2015-03-20",27.5726
"2015-03-21",27.4438
"2015-03-22",27.5994
"2015-03-23",28.0066
"2015-03-24",27.7637
"2015-03-25",28.1026
"2015-03-26",28.5977
"2015-03-27",27.7778
"2015-03-28",28.326
"2015-03-29",28.5329
"2015-03-30",28.6515
"2015-03-31",28.7882
"2015-04-01",28.5289
"2015-04-02",28.2638
"2015-04-03",29.4621
"2015-04-04",29.8923
"2015-04-05",29.8278
"2015-04-06",29.8143
"2015-04-07",28.7903
"2015-04-08",28.0777
"2015-04-09",28.8442
"2015-04-10",28.9856
"2015-04-11",29.3337
"2015-04-12",28.5441
"2015-04-13",25.8139
"2015-04-14",27.55
"2015-04-15",27.4279
"2015-04-16",27.4232
"2015-04-17",28.5067
"2015-04-18",28.4754
"2015-04-19",29.2337
"2015-04-20",28.6011
"2015-04-21",27.7367
"2015-04-22",29.3982
"2015-04-23",29.2852
"2015-04-24",28.8979
"2015-04-25",28.1496
"2015-04-26",28.263
"2015-04-27",28.2364
"2015-04-28",28.879
"2015-04-29",28.7855
"2015-04-30",29.1438
"2015-05-01",29.6808
"2015-05-02",30.0897
"2015-05-03",30.213
"2015-05-04",29.0231
"2015-05-05",28.5785
"2015-05-06",28.3168
"2015-05-07",28.2975
"2015-05-08",28.758
"2015-05-09",28.107
"2015-05-10",27.7278
"2015-05-11",26.2687
"2015-05-12",27.7466
"2015-05-13",27.5557
"2015-05-14",28.3605
"2015-05-15",28.5745
"2015-05-16",27.7335
"2015-05-17",27.353
"2015-05-18",28.0285
"2015-05-19",28.7907
"2015-05-20",29.6183
"2015-05-21",29.7134
"2015-05-22",29.6705
"2015-05-23",29.4253
"2015-05-24",29.6687
"2015-05-25",29.6301
"2015-05-26",29.8445
"2015-05-27",29.3299
"2015-05-28",29.5312
"2015-05-29",30.0096
"2015-05-30",29.8365
"2015-05-31",29.4013
"2015-06-01",29.0764
"2015-06-02",29.6608
"2015-06-03",29.586
"2015-06-04",28.3958
"2015-06-05",28.4316
"2015-06-06",29.2967
"2015-06-07",29.8631
"2015-06-08",29.5888
"2015-06-09",29.8178
"2015-06-10",30.0763
"2015-06-11",29.5106
"2015-06-12",29.4557
"2015-06-13",29.9087
"2015-06-14",30.1366
"2015-06-15",30.1934
"2015-06-16",29.6909
"2015-06-17",29.5948
"2015-06-18",29.6224
"2015-06-19",29.7416
"2015-06-20",30.2902
"2015-06-21",29.8874
"2015-06-22",30.0945
"2015-06-23",29.8416
"2015-06-24",29.8758
"2015-06-25",30.0285
"2015-06-26",30.532
"2015-06-27",29.5628
"2015-06-28",29.9073
"2015-06-29",29.0163
"2015-06-30",29.5227
"2015-07-01",29.8489
"2015-07-02",30.1219
"2015-07-03",30.3313
"2015-07-04",30.3362
"2015-07-05",30.3087
"2015-07-06",30.2393
"2015-07-07",29.9821
"2015-07-08",29.7928
"2015-07-09",29.9821
"2015-07-10",29.9098
"2015-07-11",29.4457
"2015-07-12",29.9626
"2015-07-13",30.7299
"2015-07-14",30.4333
"2015-07-15",30.2613
"2015-07-16",30.3395
"2015-07-17",29.7949
"2015-07-18",30.1611
"2015-07-19",29.6419
"2015-07-20",29.99
"2015-07-21",29.4787
"2015-07-22",28.5596
"2015-07-23",28.8854
"2015-07-24",29.6966
"2015-07-25",29.6641
"2015-07-26",28.9855
"2015-07-27",29.2552
"2015-07-28",29.2247
"2015-07-29",29.2009
"2015-07-30",29.0401
"2015-07-31",29.3658
"2015-08-01",29.7592
"2015-08-02",29.8014
"2015-08-03",29.1917
"2015-08-04",29.2673
"2015-08-05",29.4989
"2015-08-06",30.1093
"2015-08-07",29.9755
"2015-08-08",29.7444
"2015-08-09",30.3503
"2015-08-10",29.8673
"2015-08-11",29.8579
"2015-08-12",29.9401
"2015-08-13",30.7385
"2015-08-14",30.7274
"2015-08-15",29.2964
"2015-08-16",27.2408
"2015-08-17",28.0316
"2015-08-18",28.129
"2015-08-19",29.1131
"2015-08-20",29.3126
"2015-08-21",29.1748
"2015-08-22",28.9781
"2015-08-23",28.7839
"2015-08-24",29.6049
"2015-08-25",29.6492
"2015-08-26",29.479
"2015-08-27",29.4678
"2015-08-28",29.3043
"2015-08-29",29.7438
"2015-08-30",29.6591
"2015-08-31",29.8605
"2015-09-01",30.2834
"2015-09-02",29.9887
"2015-09-03",28.222
"2015-09-04",27.8733
"2015-09-05",27.7401
"2015-09-06",28.5646
"2015-09-07",27.5349
"2015-09-08",28.0554
"2015-09-09",28.6819
"2015-09-10",27.7706
"2015-09-11",27.9578
"2015-09-12",29.1716
"2015-09-13",29.426
"2015-09-14",29.4179
"2015-09-15",29.462
"2015-09-16",29.706
"2015-09-17",30.0565
"2015-09-18",29.719
"2015-09-19",29.6824
"2015-09-20",29.6001
"2015-09-21",29.558
"2015-09-22",29.7623
"2015-09-23",29.7027
"2015-09-24",28.6474
"2015-09-25",29.1328
"2015-09-26",29.1465
"2015-09-27",28.3515
"2015-09-28",27.5241
"2015-09-29",26.8181
"2015-09-30",26.8521
"2015-10-01",27.6264
"2015-10-02",28.6135
"2015-10-03",29.091
"2015-10-04",28.522
"2015-10-05",27.0449
"2015-10-06",28.0807
"2015-10-07",28.6739
"2015-10-08",28.859
"2015-10-09",28.1342
"2015-10-10",28.7796
"2015-10-11",28.8691
"2015-10-12",27.8256
"2015-10-13",27.6901
"2015-10-14",27.3789
"2015-10-15",28.059
"2015-10-16",28.0345
"2015-10-17",27.9553
"2015-10-18",27.1099
"2015-10-19",28.1974
"2015-10-20",27.9927
"2015-10-21",28.2354
"2015-10-22",28.1683
"2015-10-23",27.1749
"2015-10-24",26.6807
"2015-10-25",27.204
"2015-10-26",25.7186
"2015-10-27",25.7147
"2015-10-28",26.0185
"2015-10-29",25.905
"2015-10-30",26.2406
"2015-10-31",26.6119
"2015-11-01",26.7532
"2015-11-02",26.4128
"2015-11-03",27.1872
"2015-11-04",27.4135
"2015-11-05",26.6235
"2015-11-06",26.1307
"2015-11-07",26.2135
"2015-11-08",25.8971
"2015-11-09",27.2542
"2015-11-10",27.7743
"2015-11-11",27.3929
"2015-11-12",26.9999
"2015-11-13",25.8839
"2015-11-14",25.1616
"2015-11-15",25.4345
"2015-11-16",26.6447
