,"(deg C) Mean Temperature (ERA5) at Galle, 2007-01-01 to 2025-12-31"
"2012-11-30",25.7218
"2012-12-01",26.0018
"2012-12-02",25.6591
"2012-12-03",26.0757
"2012-12-04",26.1618
"2012-12-05",26.4701
"2012-12-06",26.0151
"2012-12-07",26.0697
"2012-12-08",25.486
"2012-12-09",25.8382
"2012-12-10",26.1924
"2012-12-11",26.0929
"2012-12-12",26.02
"2012-12-13",25.7194
"2012-12-14",25.9538
"2012-12-15",24.9219
"2012-12-16",25.1064
"2012-12-17",24.552
"2012-12-18",24.8888
"2012-12-19",25.0586
"2012-12-20",25.4677
"2012-12-21",25.4395
"2012-12-22",24.7981
"2012-12-23",25.5395
"2012-12-24",25.9788
"2012-12-25",25.9141
"2012-12-26",25.986
"2012-12-27",25.7046
"2012-12-28",25.7664
"2012-12-29",26.3974
"2012-12-30",25.9719
"2012-12-31",26.2624
"2013-01-01",26.2828
"2013-01-02",26.082
"2013-01-03",25.2593
"2013-01-04",24.3904
"2013-01-05",25.5821
"2013-01-06",26.079
"2013-01-07",23.999
"2013-01-08",25.768
"2013-01-09",26.1884
"2013-01-10",25.0839
"2013-01-11",25.7335
"2013-01-12",25.5238
"2013-01-13",25.4339
"2013-01-14",25.6181
"2013-01-15",25.3006
"2013-01-16",25.4578
"2013-01-17",25.6592
"2013-01-18",25.8561
"2013-01-19",26.0799
"2013-01-20",26.3211
"2013-01-21",26.3723
"2013-01-22",26.159
"2013-01-23",25.5751
"2013-01-24",25.6775
"2013-01-25",25.9365
"2013-01-26",26.1742
"2013-01-27",26.4467
"2013-01-28",26.5358
"2013-01-29",26.3589
"2013-01-30",26.0503
"2013-01-31",26.2441
"2013-02-01",26.6978
"2013-02-02",26.5617
"2013-02-03",26.6457
"2013-02-04",25.8648
"2013-02-05",26.8165
"2013-02-06",25.4266
"2013-02-07",25.6284
"2013-02-08",25.8486
"2013-02-09",25.8318
"2013-02-10",25.998
"2013-02-11",25.5125
"2013-02-12",25.301
"2013-02-13",25.5887
"2013-02-14",25.7074
"2013-02-15",26.4775
"2013-02-16",26.7019
"2013-02-17",26.6452
"2013-02-18",26.3677
"2013-02-19",25.3451
"2013-02-20",26.4113
"2013-02-21",26.5257
"2013-02-22",26.4274
"2013-02-23",26.2808
"2013-02-24",26.3405
"2013-02-25",26.4909
"2013-02-26",26.2816
"2013-02-27",26.4578
"2013-02-28",26.3544
"2013-03-01",26.4591
"2013-03-02",26.4447
"2013-03-03",26.0159
"2013-03-04",25.2204
"2013-03-05",26.9173
"2013-03-06",27.0475
"2013-03-07",26.9276
"2013-03-08",26.5467
"2013-03-09",26.3574
"2013-03-10",27.709
"2013-03-11",27.2452
"2013-03-12",27.1385
"2013-03-13",27.191
"2013-03-14",26.7143
"2013-03-15",26.5972
"2013-03-16",26.9941
"2013-03-17",26.8664
"2013-03-18",26.8414
"2013-03-19",26.8258
"2013-03-20",27.3486
"2013-03-21",26.9167
"2013-03-22",26.9793
"2013-03-23",26.8935
"2013-03-24",26.2192
"2013-03-25",25.8787
"2013-03-26",26.5307
"2013-03-27",27.1199
"2013-03-28",27.2652
"2013-03-29",26.8562
"2013-03-30",27.7108
"2013-03-31",27.7956
"2013-04-01",27.74
"2013-04-02",27.662
"2013-04-03",27.6229
"2013-04-04",27.317
"2013-04-05",27.4527
"2013-04-06",28.1137
"2013-04-07",28.2006
"2013-04-08",28.219
"2013-04-09",27.5372
"2013-04-10",26.2644
"2013-04-11",27.5112
"2013-04-12",27.6392
"2013-04-13",27.065
"2013-04-14",27.7107
"2013-04-15",26.5883
"2013-04-16",28.077
"2013-04-17",28.3807
"2013-04-18",27.7867
"2013-04-19",28.2814
"2013-04-20",28.2087
"2013-04-21",28.1055
"2013-04-22",27.4442
"2013-04-23",26.9804
"2013-04-24",27.2497
"2013-04-25",26.7071
"2013-04-26",26.8344
"2013-04-27",26.9889
"2013-04-28",27.1631
"2013-04-29",27.6612
"2013-04-30",26.9673
"2013-05-01",26.5447
"2013-05-02",27.2525
"2013-05-03",26.3739
"2013-05-04",26.481
"2013-05-05",26.4269
"2013-05-06",26.0418
"2013-05-07",27.07
"2013-05-08",27.9462
"2013-05-09",28.3939
"2013-05-10",28.4445
"2013-05-11",28.1756
"2013-05-12",27.5621
"2013-05-13",26.094
"2013-05-14",27.214
"2013-05-15",27.5186
"2013-05-16",27.6215
"2013-05-17",27.6367
"2013-05-18",27.5898
"2013-05-19",26.6625
"2013-05-20",25.543
"2013-05-21",26.2902
"2013-05-22",27.2792
"2013-05-23",27.0245
"2013-05-24",26.9388
"2013-05-25",26.7325
"2013-05-26",27.2992
"2013-05-27",27.111
"2013-05-28",26.9711
"2013-05-29",26.7499
"2013-05-30",26.1603
"2013-05-31",25.2375
"2013-06-01",25.3448
"2013-06-02",25.8029
"2013-06-03",26.4654
"2013-06-04",26.3477
"2013-06-05",26.2438
"2013-06-06",26.5357
"2013-06-07",26.3536
"2013-06-08",24.9093
"2013-06-09",26.4377
"2013-06-10",26.6063
"2013-06-11",25.8688
"2013-06-12",25.5945
"2013-06-13",25.5875
"2013-06-14",26.1611
"2013-06-15",25.8725
"2013-06-16",25.9138
"2013-06-17",25.2804
"2013-06-18",25.5434
"2013-06-19",25.7654
"2013-06-20",26.2259
"2013-06-21",26.059
"2013-06-22",26.4203
"2013-06-23",26.3316
"2013-06-24",26.3183
"2013-06-25",25.2904
"2013-06-26",25.8396
"2013-06-27",26.0889
"2013-06-28",25.6742
"2013-06-29",25.5158
"2013-06-30",25.5659
"2013-07-01",25.8485
"2013-07-02",25.8023
"2013-07-03",26.387
"2013-07-04",26.1236
"2013-07-05",26.0612
"2013-07-06",26.4194
"2013-07-07",25.9875
"2013-07-08",25.7343
"2013-07-09",25.6174
"2013-07-10",25.3404
"2013-07-11",26.1712
"2013-07-12",26.1956
"2013-07-13",26.3189
"2013-07-14",26.3175
"2013-07-15",26.2028
"2013-07-16",25.382
"2013-07-17",25.994
"2013-07-18",25.4473
"2013-07-19",26.16
"2013-07-20",26.0207
"2013-07-21",26.2324
"2013-07-22",25.1155
"2013-07-23",25.0628
"2013-07-24",25.2806
"2013-07-25",25.2122
"2013-07-26",25.0067
"2013-07-27",26.4796
"2013-07-28",26.4087
"2013-07-29",26.6181
"2013-07-30",26.8391
"2013-07-31",26.8125
"2013-08-01",26.4705
"2013-08-02",25.8117
"2013-08-03",26.1878
"2013-08-04",25.5251
"2013-08-05",25.6973
"2013-08-06",25.9669
"2013-08-07",26.1555
"2013-08-08",26.0189
"2013-08-09",26.0237
"2013-08-10",25.7771
"2013-08-11",25.7092
"2013-08-12",25.7565
"2013-08-13",25.7584
"2013-08-14",25.6193
"2013-08-15",25.9788
"2013-08-16",25.9951
"2013-08-17",25.7791
"2013-08-18",25.9237
"2013-08-19",25.9795
"2013-08-20",26.1648
"2013-08-21",25.6378
"2013-08-22",26.1322
"2013-08-23",26.1877
"2013-08-24",26.4481
"2013-08-25",26.3193
"2013-08-26",26.0835
"2013-08-27",26.2589
"2013-08-28",26.1161
"2013-08-29",25.6868
"2013-08-30",26.1324
"2013-08-31",26.416
"2013-09-01",25.8389
"2013-09-02",25.7755
"2013-09-03",25.8578
"2013-09-04",26.0879
"2013-09-05",24.8871
"2013-09-06",24.4644
"2013-09-07",25.1246
"2013-09-08",25.423
"2013-09-09",25.6788
"2013-09-10",25.551
"2013-09-11",24.9878
"2013-09-12",24.7857
"2013-09-13",25.4453
"2013-09-14",25.6209
"2013-09-15",26.2335
"2013-09-16",25.6565
"2013-09-17",25.5456
"2013-09-18",25.6263
"2013-09-19",26.6169
"2013-09-20",26.4164
"2013-09-21",26.9721
"2013-09-22",26.4583
"2013-09-23",26.2467
"2013-09-24",26.2975
"2013-09-25",26.3776
"2013-09-26",26.4281
"2013-09-27",26.568
"2013-09-28",26.4827
"2013-09-29",26.6259
"2013-09-30",26.529
"2013-10-01",25.9767
"2013-10-02",26.2345
"2013-10-03",25.7804
"2013-10-04",25.374
"2013-10-05",25.7008
"2013-10-06",26.2307
"2013-10-07",26.4962
"2013-10-08",26.4974
"2013-10-09",26.2341
"2013-10-10",25.6551
"2013-10-11",26.223
"2013-10-12",26.0803
"2013-10-13",26.2298
"2013-10-14",26.6881
"2013-10-15",26.7178
"2013-10-16",26.0599
"2013-10-17",25.0518
"2013-10-18",25.0357
"2013-10-19",24.7317
"2013-10-20",25.4946
"2013-10-21",25.6753
"2013-10-22",25.7015
"2013-10-23",26.5252
"2013-10-24",25.9016
"2013-10-25",26.0535
"2013-10-26",26.3415
"2013-10-27",25.865
"2013-10-28",25.9601
"2013-10-29",25.736
"2013-10-30",25.6699
"2013-10-31",25.1363
"2013-11-01",25.7619
"2013-11-02",25.5193
"2013-11-03",25.7021
"2013-11-04",25.9114
"2013-11-05",25.8178
"2013-11-06",25.6695
"2013-11-07",25.6291
"2013-11-08",26.1026
"2013-11-09",25.9545
"2013-11-10",25.8667
"2013-11-11",26.0744
"2013-11-12",25.8213
"2013-11-13",25.7318
"2013-11-14",26.2625
"2013-11-15",26.2051
"2013-11-16",26.31
"2013-11-17",26.1452
"2013-11-18",26.0958
"2013-11-19",25.7794
"2013-11-20",26.1951
"2013-11-21",26.2519
"2013-11-22",26.1025
"2013-11-23",25.5203
"2013-11-24",25.6303
"2013-11-25",25.9454
"2013-11-26",25.7889
"2013-11-27",26.1334
"2013-11-28",25.8894
"2013-11-29",26.0037
"2013-11-30",26.1004
"2013-12-01",25.2808
"2013-12-02",25.4365
"2013-12-03",25.4139
"2013-12-04",25.2277
"2013-12-05",25.2761
"2013-12-06",25.9385
"2013-12-07",26.1234
"2013-12-08",25.9695
"2013-12-09",26.0377
"2013-12-10",25.6459
"2013-12-11",25.8125
"2013-12-12",25.7603
"2013-12-13",25.5824
"2013-12-14",25.5472
"2013-12-15",24.7923
"2013-12-16",25.0448
"2013-12-17",25.3939
"2013-12-18",26.4275
"2013-12-19",25.7042
"2013-12-20",26.0066
"2013-12-21",25.8875
"2013-12-22",26.0856
"2013-12-23",25.9293
"2013-12-24",26.0445
"2013-12-25",25.4848
"2013-12-26",25.4428
"2013-12-27",25.5189
"2013-12-28",25.252
"2013-12-29",25.9732
"2013-12-30",25.7252
"2013-12-31",26.1332
"2014-01-01",25.8751
"2014-01-02",26.284
"2014-01-03",26.3019
"2014-01-04",25.6163
"2014-01-05",25.4982
"2014-01-06",25.6237
"2014-01-07",26.092
"2014-01-08",26.6202
"2014-01-09",25.9142
"2014-01-10",25.9761
"2014-01-11",26.1722
"2014-01-12",25.6016
"2014-01-13",26.4948
"2014-01-14",26.4901
"2014-01-15",25.3682
"2014-01-16",25.9061
"2014-01-17",25.8975
"2014-01-18",25.69
"2014-01-19",25.9129
"2014-01-20",26.1851
"2014-01-21",26.5534
"2014-01-22",26.202
"2014-01-23",26.1603
"2014-01-24",26.2715
"2014-01-25",26.0287
"2014-01-26",26.324
"2014-01-27",26.0224
"2014-01-28",25.3252
"2014-01-29",25.4298
"2014-01-30",25.7526
"2014-01-31",26.3192
"2014-02-01",26.4378
"2014-02-02",26.3468
"2014-02-03",26.124
"2014-02-04",25.6907
"2014-02-05",25.8311
"2014-02-06",25.7153
"2014-02-07",25.3164
"2014-02-08",25.2375
"2014-02-09",25.6955
"2014-02-10",25.4071
"2014-02-11",25.3968
"2014-02-12",25.5485
"2014-02-13",26.0052
"2014-02-14",26.6371
"2014-02-15",27.1477
"2014-02-16",27.2563
"2014-02-17",27.5048
"2014-02-18",27.0957
"2014-02-19",27.8195
"2014-02-20",26.5539
"2014-02-21",26.6831
"2014-02-22",27.0686
"2014-02-23",26.4178
"2014-02-24",27.6648
"2014-02-25",27.841
"2014-02-26",27.3281
"2014-02-27",26.6099
"2014-02-28",27.6125
"2014-03-01",27.7467
"2014-03-02",27.9552
"2014-03-03",27.9651
"2014-03-04",28.3319
"2014-03-05",27.8995
"2014-03-06",27.5427
"2014-03-07",26.2367
"2014-03-08",27.5609
"2014-03-09",27.5228
"2014-03-10",27.7228
"2014-03-11",27.8318
"2014-03-12",27.787
"2014-03-13",28.0469
"2014-03-14",27.7559
"2014-03-15",27.6608
"2014-03-16",27.8567
"2014-03-17",27.4992
"2014-03-18",27.2006
"2014-03-19",27.3799
"2014-03-20",27.4711
"2014-03-21",27.523
"2014-03-22",27.9442
"2014-03-23",28.1956
"2014-03-24",27.8879
"2014-03-25",28.2366
"2014-03-26",28.6937
"2014-03-27",27.8263
"2014-03-28",28.3452
"2014-03-29",28.6571
"2014-03-30",28.2535
"2014-03-31",27.9637
"2014-04-01",27.8751
"2014-04-02",27.6403
"2014-04-03",27.8627
"2014-04-04",26.8664
"2014-04-05",26.6075
"2014-04-06",27.0882
"2014-04-07",26.8728
"2014-04-08",26.8586
"2014-04-09",27.549
"2014-04-10",27.0158
"2014-04-11",26.9237
"2014-04-12",27.168
"2014-04-13",26.9196
"2014-04-14",26.3823
"2014-04-15",26.9823
"2014-04-16",26.4529
"2014-04-17",26.7576
"2014-04-18",27.3565
"2014-04-19",27.366
"2014-04-20",27.5611
"2014-04-21",27.0368
"2014-04-22",26.4262
"2014-04-23",26.9576
"2014-04-24",26.4525
"2014-04-25",27.5503
"2014-04-26",27.7562
"2014-04-27",26.7591
"2014-04-28",26.6102
"2014-04-29",25.4994
"2014-04-30",26.488
"2014-05-01",27.3246
"2014-05-02",26.5779
"2014-05-03",26.2628
"2014-05-04",26.3127
"2014-05-05",25.7944
"2014-05-06",26.2837
"2014-05-07",26.1608
"2014-05-08",26.9568
"2014-05-09",26.9355
"2014-05-10",27.0738
"2014-05-11",27.9177
"2014-05-12",27.4975
"2014-05-13",27.8557
"2014-05-14",27.4884
"2014-05-15",27.9747
"2014-05-16",28.4881
"2014-05-17",27.8588
"2014-05-18",28.019
"2014-05-19",27.8657
"2014-05-20",27.2664
"2014-05-21",26.7213
"2014-05-22",27.5313
"2014-05-23",27.9516
"2014-05-24",27.4696
"2014-05-25",27.1152
"2014-05-26",27.6505
"2014-05-27",27.0752
"2014-05-28",26.3802
"2014-05-29",27.1528
"2014-05-30",26.9441
"2014-05-31",27.0799
"2014-06-01",27.0636
"2014-06-02",25.9441
"2014-06-03",25.7795
"2014-06-04",27.1522
"2014-06-05",27.2587
"2014-06-06",27.3289
"2014-06-07",27.7133
"2014-06-08",27.2611
"2014-06-09",27.4928
"2014-06-10",27.3261
"2014-06-11",26.9611
"2014-06-12",26.2333
"2014-06-13",27.1547
"2014-06-14",27.6541
"2014-06-15",27.54
"2014-06-16",27.5221
"2014-06-17",27.6692
"2014-06-18",27.368
"2014-06-19",26.5274
"2014-06-20",26.8797
"2014-06-21",26.935
"2014-06-22",27.1876
"2014-06-23",27.3529
"2014-06-24",26.9813
"2014-06-25",27.0018
"2014-06-26",26.9513
"2014-06-27",26.7418
"2014-06-28",26.5174
"2014-06-29",26.5538
"2014-06-30",25.7377
"2014-07-01",25.6269
"2014-07-02",26.788
"2014-07-03",27.2511
"2014-07-04",26.9109
"2014-07-05",26.5357
"2014-07-06",26.3823
"2014-07-07",26.6901
"2014-07-08",26.8051
"2014-07-09",26.1988
"2014-07-10",25.9295
"2014-07-11",26.8434
"2014-07-12",26.6814
"2014-07-13",26.9291
"2014-07-14",26.0088
"2014-07-15",26.5682
"2014-07-16",26.6357
"2014-07-17",26.6832
"2014-07-18",26.4406
"2014-07-19",26.5762
"2014-07-20",26.8076
"2014-07-21",26.9908
"2014-07-22",26.6421
"2014-07-23",26.4756
"2014-07-24",26.4205
"2014-07-25",27.0465
"2014-07-26",26.4465
"2014-07-27",25.6993
"2014-07-28",26.1829
"2014-07-29",26.5825
"2014-07-30",26.5374
"2014-07-31",26.2744
"2014-08-01",25.5005
"2014-08-02",25.8295
"2014-08-03",25.8434
"2014-08-04",25.8978
"2014-08-05",25.6041
"2014-08-06",26.3633
"2014-08-07",26.4723
"2014-08-08",25.3957
"2014-08-09",26.2059
"2014-08-10",25.6058
"2014-08-11",25.2523
"2014-08-12",25.5049
"2014-08-13",25.5278
"2014-08-14",25.6467
"2014-08-15",25.4751
"2014-08-16",25.6598
"2014-08-17",24.9754
"2014-08-18",25.1865
"2014-08-19",25.6746
"2014-08-20",26.1147
"2014-08-21",25.4346
"2014-08-22",24.7314
"2014-08-23",25.7119
"2014-08-24",26.3191
"2014-08-25",26.6163
"2014-08-26",26.5293
"2014-08-27",26.7254
"2014-08-28",27.0513
"2014-08-29",26.5637
"2014-08-30",26.6522
"2014-08-31",26.9906
"2014-09-01",26.0536
"2014-09-02",25.4023
"2014-09-03",25.2129
"2014-09-04",25.743
"2014-09-05",25.7066
"2014-09-06",26.0987
"2014-09-07",25.5215
"2014-09-08",26.3719
"2014-09-09",26.0091
"2014-09-10",25.389
"2014-09-11",26.284
"2014-09-12",25.7408
"2014-09-13",25.7994
"2014-09-14",25.7696
"2014-09-15",26.0414
"2014-09-16",26.1343
"2014-09-17",26.0431
"2014-09-18",26.4605
"2014-09-19",26.4203
"2014-09-20",26.8313
"2014-09-21",26.7296
"2014-09-22",26.6876
"2014-09-23",26.0333
"2014-09-24",25.7472
"2014-09-25",25.1566
"2014-09-26",25.3557
"2014-09-27",26.2873
"2014-09-28",26.3417
"2014-09-29",26.2383
"2014-09-30",25.6793
"2014-10-01",25.7009
"2014-10-02",25.3849
"2014-10-03",25.4921
"2014-10-04",26.1851
"2014-10-05",26.9342
"2014-10-06",26.2205
"2014-10-07",25.5829
"2014-10-08",25.6646
"2014-10-09",25.8764
"2014-10-10",25.9648
"2014-10-11",26.6847
"2014-10-12",26.2184
"2014-10-13",26.4356
"2014-10-14",26.5032
"2014-10-15",26.0079
"2014-10-16",25.3332
"2014-10-17",25.1747
"2014-10-18",24.8842
"2014-10-19",25.7617
"2014-10-20",25.9476
"2014-10-21",25.7061
"2014-10-22",26.0354
"2014-10-23",25.937
"2014-10-24",26.1619
"2014-10-25",26.0064
"2014-10-26",26.4047
"2014-10-27",25.6077
"2014-10-28",25.3484
"2014-10-29",25.4794
"2014-10-30",24.7801
"2014-10-31",25.2148
"2014-11-01",25.8032
"2014-11-02",24.9662
"2014-11-03",24.8719
"2014-11-04",24.5068
"2014-11-05",25.7004
"2014-11-06",26.2593
"2014-11-07",26.3607
"2014-11-08",26.4624
"2014-11-09",26.4509
"2014-11-10",26.4893
"2014-11-11",25.7916
"2014-11-12",25.7313
"2014-11-13",25.944
"2014-11-14",25.8011
"2014-11-15",26.2216
"2014-11-16",25.5434
"2014-11-17",25.7981
"2014-11-18",25.6845
"2014-11-19",25.1887
"2014-11-20",25.6705
"2014-11-21",25.2121
"2014-11-22",25.1097
"2014-11-23",25.4725
"2014-11-24",25.2346
"2014-11-25",24.5483
"2014-11-26",24.5103
"2014-11-27",25.1406
"2014-11-28",25.6337
"2014-11-29",25.1336
"2014-11-30",25.1486
"2014-12-01",25.8275
"2014-12-02",25.7999
"2014-12-03",25.6933
"2014-12-04",25.9665
"2014-12-05",25.9785
"2014-12-06",25.8552
"2014-12-07",26.2346
"2014-12-08",25.7298
"2014-12-09",26.0084
"2014-12-10",25.5259
"2014-12-11",25.7267
"2014-12-12",25.5834
"2014-12-13",25.8137
"2014-12-14",26.417
"2014-12-15",26.3171
"2014-12-16",26.0005
"2014-12-17",25.5076
"2014-12-18",25.7496
"2014-12-19",25.6437
"2014-12-20",24.0037
"2014-12-21",25.5799
"2014-12-22",24.5625
"2014-12-23",24.2159
"2014-12-24",24.4597
"2014-12-25",23.9308
"2014-12-26",24.17
"2014-12-27",24.4864
"2014-12-28",24.4256
"2014-12-29",25.65
"2014-12-30",25.4767
"2014-12-31",26.4067
"2015-01-01",26.0325
"2015-01-02",25.6787
"2015-01-03",26.2216
"2015-01-04",26.4192
"2015-01-05",26.1462
"2015-01-06",25.2009
"2015-01-07",25.6585
"2015-01-08",25.8299
"2015-01-09",25.8003
"2015-01-10",25.6307
"2015-01-11",25.3958
"2015-01-12",25.1809
"2015-01-13",25.2058
"2015-01-14",25.6897
"2015-01-15",25.7314
"2015-01-16",26.3087
"2015-01-17",25.9785
"2015-01-18",26.5138
"2015-01-19",26.0277
"2015-01-20",25.9677
"2015-01-21",25.7852
"2015-01-22",25.486
"2015-01-23",26.05
"2015-01-24",25.502
"2015-01-25",25.0349
"2015-01-26",25.7071
"2015-01-27",26.0768
"2015-01-28",26.2081
"2015-01-29",25.4215
"2015-01-30",25.4474
"2015-01-31",26.3886
"2015-02-01",26.4672
"2015-02-02",25.9439
"2015-02-03",25.1158
"2015-02-04",25.8976
"2015-02-05",25.9622
"2015-02-06",25.5061
"2015-02-07",26.2196
"2015-02-08",26.4944
"2015-02-09",25.5265
"2015-02-10",25.2685
"2015-02-11",25.554
"2015-02-12",26.0421
"2015-02-13",25.6598
"2015-02-14",25.8899
"2015-02-15",25.7174
"2015-02-16",25.3048
"2015-02-17",24.4315
"2015-02-18",24.5175
"2015-02-19",24.8134
"2015-02-20",25.4943
"2015-02-21",26.22
"2015-02-22",25.9886
"2015-02-23",26.0038
"2015-02-24",26.4069
"2015-02-25",27.0446
"2015-02-26",26.653
"2015-02-27",25.7818
"2015-02-28",25.9438
"2015-03-01",26.4254
"2015-03-02",26.5048
"2015-03-03",26.4338
"2015-03-04",25.8516
"2015-03-05",26.976
"2015-03-06",27.015
"2015-03-07",26.9734
"2015-03-08",27.4802
"2015-03-09",26.6239
"2015-03-10",26.537
"2015-03-11",26.9099
"2015-03-12",26.7551
"2015-03-13",25.8955
"2015-03-14",25.1166
"2015-03-15",26.7367
"2015-03-16",27.4011
"2015-03-17",26.9652
"2015-03-18",26.4601
"2015-03-19",26.7602
"2015-03-20",27.0425
"2015-03-21",27.1992
"2015-03-22",27.3646
"2015-03-23",27.6005
"2015-03-24",27.4103
"2015-03-25",27.4914
"2015-03-26",27.3237
"2015-03-27",26.7616
"2015-03-28",26.6065
"2015-03-29",26.7016
"2015-03-30",27.1446
"2015-03-31",26.7776
"2015-04-01",26.0684
"2015-04-02",26.8109
"2015-04-03",27.3071
"2015-04-04",27.7796
"2015-04-05",27.9271
"2015-04-06",27.1132
"2015-04-07",26.2669
"2015-04-08",26.4807
"2015-04-09",27.6103
"2015-04-10",26.8856
"2015-04-11",27.0418
"2015-04-12",26.6758
"2015-04-13",25.5348
"2015-04-14",26.9416
"2015-04-15",26.8887
"2015-04-16",27.2793
"2015-04-17",27.1573
"2015-04-18",27.1395
"2015-04-19",27.1081
"2015-04-20",25.9537
"2015-04-21",25.5837
"2015-04-22",27.6453
"2015-04-23",27.6067
"2015-04-24",27.24
"2015-04-25",26.5195
"2015-04-26",26.9459
"2015-04-27",27.1595
"2015-04-28",27.3042
"2015-04-29",26.4073
"2015-04-30",26.3795
"2015-05-01",27.2487
"2015-05-02",27.8763
"2015-05-03",27.1844
"2015-05-04",26.7341
"2015-05-05",26.7498
"2015-05-06",26.9051
"2015-05-07",27.0812
"2015-05-08",27.0254
"2015-05-09",26.0864
"2015-05-10",26.3749
"2015-05-11",26.3575
"2015-05-12",27.0941
"2015-05-13",27.2132
"2015-05-14",27.2766
"2015-05-15",27.711
"2015-05-16",27.3907
"2015-05-17",26.878
"2015-05-18",26.9544
"2015-05-19",26.7354
"2015-05-20",27.5288
"2015-05-21",27.1226
"2015-05-22",27.8199
"2015-05-23",27.0557
"2015-05-24",27.5229
"2015-05-25",27.9311
"2015-05-26",27.6295
"2015-05-27",28.0644
"2015-05-28",28.1066
"2015-05-29",27.7074
"2015-05-30",27.3743
"2015-05-31",26.7988
"2015-06-01",26.8231
"2015-06-02",27.4475
"2015-06-03",27.5802
"2015-06-04",26.3995
"2015-06-05",26.2745
"2015-06-06",27.606
"2015-06-07",27.8392
"2015-06-08",27.4644
"2015-06-09",27.531
"2015-06-10",27.6689
"2015-06-11",26.7494
"2015-06-12",26.8417
"2015-06-13",27.4292
"2015-06-14",27.7624
"2015-06-15",26.6598
"2015-06-16",26.5786
"2015-06-17",26.2752
"2015-06-18",26.434
"2015-06-19",27.3652
"2015-06-20",27.4407
"2015-06-21",27.4944
"2015-06-22",27.6229
"2015-06-23",27.7783
"2015-06-24",27.7041
"2015-06-25",27.9041
"2015-06-26",27.0591
"2015-06-27",26.5802
"2015-06-28",25.6595
"2015-06-29",25.8083
"2015-06-30",26.4517
"2015-07-01",27.1451
"2015-07-02",27.2484
"2015-07-03",27.1851
"2015-07-04",26.8108
"2015-07-05",27.1019
"2015-07-06",27.4904
"2015-07-07",27.5059
"2015-07-08",27.4421
"2015-07-09",27.5777
"2015-07-10",26.7582
"2015-07-11",26.5374
"2015-07-12",27.3875
"2015-07-13",27.7054
"2015-07-14",27.1004
"2015-07-15",26.6963
"2015-07-16",26.7383
"2015-07-17",26.1998
"2015-07-18",26.7743
"2015-07-19",26.5989
"2015-07-20",26.7766
"2015-07-21",26.1016
"2015-07-22",26.0584
"2015-07-23",26.2967
"2015-07-24",26.8703
"2015-07-25",26.2492
"2015-07-26",26.2974
"2015-07-27",26.733
"2015-07-28",26.8466
"2015-07-29",26.994
"2015-07-30",26.9409
"2015-07-31",26.7743
"2015-08-01",26.8373
"2015-08-02",26.5542
"2015-08-03",26.2752
"2015-08-04",26.0186
"2015-08-05",26.0774
"2015-08-06",26.9673
"2015-08-07",27.157
"2015-08-08",26.9237
"2015-08-09",26.5534
"2015-08-10",26.5114
"2015-08-11",27.0459
"2015-08-12",26.8885
"2015-08-13",27.4708
"2015-08-14",27.3605
"2015-08-15",26.8117
"2015-08-16",26.0034
"2015-08-17",26.0977
"2015-08-18",26.0968
"2015-08-19",27.1975
"2015-08-20",26.9799
"2015-08-21",27.3217
"2015-08-22",27.2664
"2015-08-23",27.0927
"2015-08-24",26.3413
"2015-08-25",26.3218
"2015-08-26",26.5584
"2015-08-27",26.281
"2015-08-28",25.8026
"2015-08-29",26.7594
"2015-08-30",26.2579
"2015-08-31",26.8346
"2015-09-01",26.7335
"2015-09-02",27.1236
"2015-09-03",25.9523
"2015-09-04",25.9566
"2015-09-05",26.2586
"2015-09-06",26.8836
"2015-09-07",25.8281
"2015-09-08",26.1782
"2015-09-09",26.9359
"2015-09-10",25.8241
"2015-09-11",26.2577
"2015-09-12",26.8839
"2015-09-13",26.8173
"2015-09-14",26.7978
"2015-09-15",26.1587
"2015-09-16",26.5146
"2015-09-17",26.492
"2015-09-18",26.4848
"2015-09-19",26.8418
"2015-09-20",26.9234
"2015-09-21",26.7333
"2015-09-22",27.4199
"2015-09-23",26.4951
"2015-09-24",25.8789
"2015-09-25",25.8286
"2015-09-26",25.3243
"2015-09-27",25.622
"2015-09-28",25.6536
"2015-09-29",25.0984
"2015-09-30",25.3169
"2015-10-01",26.8647
"2015-10-02",26.8758
"2015-10-03",27.1552
"2015-10-04",26.6424
"2015-10-05",25.6842
"2015-10-06",26.764
"2015-10-07",26.67
"2015-10-08",27.0067
"2015-10-09",25.9104
"2015-10-10",26.5974
"2015-10-11",27.0625
"2015-10-12",26.5004
"2015-10-13",26.1114
"2015-10-14",26.0338
"2015-10-15",26.2949
"2015-10-16",26.1936
"2015-10-17",26.2899
"2015-10-18",25.915
"2015-10-19",26.388
"2015-10-20",26.0414
"2015-10-21",26.38
"2015-10-22",26.3497
"2015-10-23",26.0655
"2015-10-24",25.3871
"2015-10-25",24.7175
"2015-10-26",25.7227
"2015-10-27",24.9995
"2015-10-28",25.7267
"2015-10-29",26.0133
"2015-10-30",26.1148
"2015-10-31",26.1328
"2015-11-01",25.7077
"2015-11-02",25.7078
"2015-11-03",25.6046
"2015-11-04",26.0827
"2015-11-05",25.7982
"2015-11-06",25.5717
"2015-11-07",25.9297
"2015-11-08",25.7331
"2015-11-09",26.0036
"2015-11-10",26.5275
"2015-11-11",25.8419
"2015-11-12",26.1218
"2015-11-13",24.9529
"2015-11-14",25.1563
