,"(mm) Precipitation (CHIRPS) at Monaragala, 2007-01-01 to 2025-12-31"
"2013-04-20",0.4157
"2013-04-21",0.5664
"2013-04-22",1.0151
"2013-04-23",0.0402
"2013-04-24",6.5626
"2013-04-25",13.6744
"2013-04-26",1.3461
"2013-04-27",3.1935
"2013-04-28",4.1949
"2013-04-29",4.1534
"2013-04-30",6.312
"2013-05-01",1.4786
"2013-05-02",4.9364
"2013-05-03",6.5301
"2013-05-04",6.6493
"2013-05-05",7.0197
"2013-05-06",15.3374
"2013-05-07",0.0701
"2013-05-08",7.6702
"2013-05-09",0.3251
"2013-05-10",13.3925
"2013-05-11",9.48
"2013-05-12",20.7803
"2013-05-13",21.1209
"2013-05-14",0
"2013-05-15",2.6345
"2013-05-16",0
"2013-05-17",0.8026
"2013-05-18",0.8043
"2013-05-19",5.9024
"2013-05-20",13.3638
"2013-05-21",0.8321
"2013-05-22",0
"2013-05-23",0
"2013-05-24",0
"2013-05-25",0
"2013-05-26",0
"2013-05-27",0
"2013-05-28",0
"2013-05-29",0
"2013-05-30",2.9692
"2013-05-31",19.0458
"2013-06-01",7.3687
"2013-06-02",0
"2013-06-03",1.8752
"2013-06-04",2.4016
"2013-06-05",1.7649
"2013-06-06",1.0582
"2013-06-07",0.045
"2013-06-08",6.104
"2013-06-09",0.1113
"2013-06-10",0
"2013-06-11",0.5968
"2013-06-12",5.2635
"2013-06-13",0.3989
"2013-06-14",0
"2013-06-15",1.2196
"2013-06-16",0.028
"2013-06-17",5.231
"2013-06-18",1.9922
"2013-06-19",0.471
"2013-06-20",0.0141
"2013-06-21",0.2073
"2013-06-22",6.8462
"2013-06-23",1.7573
"2013-06-24",0
"2013-06-25",0.0386
"2013-06-26",0.3756
"2013-06-27",0.9561
"2013-06-28",1.3744
"2013-06-29",3.6025
"2013-06-30",0.1834
"2013-07-01",0.6513
"2013-07-02",1.9671
"2013-07-03",0.135
"2013-07-04",0
"2013-07-05",4.2877
"2013-07-06",5.0123
"2013-07-07",4.7432
"2013-07-08",0.036
"2013-07-09",0.7852
"2013-07-10",9.7825
"2013-07-11",1.0162
"2013-07-12",0
"2013-07-13",0
"2013-07-14",0
"2013-07-15",1.4232
"2013-07-16",0.1711
"2013-07-17",3.0647
"2013-07-18",0
"2013-07-19",0.1998
"2013-07-20",2.6619
"2013-07-21",13.7779
"2013-07-22",0.2055
"2013-07-23",0
"2013-07-24",1.3874
"2013-07-25",4.3661
"2013-07-26",0.0306
"2013-07-27",0.0153
"2013-07-28",0
"2013-07-29",0.2284
"2013-07-30",0
"2013-07-31",0
"2013-08-01",0.4857
"2013-08-02",0.3982
"2013-08-03",4.8356
"2013-08-04",6.7237
"2013-08-05",1.452
"2013-08-06",0.0457
"2013-08-07",0
"2013-08-08",0.7699
"2013-08-09",3.081
"2013-08-10",7.5096
"2013-08-11",2.3612
"2013-08-12",5.0476
"2013-08-13",6.1081
"2013-08-14",0.9825
"2013-08-15",0.869
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0
"2013-08-19",0
"2013-08-20",0
"2013-08-21",0
"2013-08-22",0
"2013-08-23",0.1014
"2013-08-24",0
"2013-08-25",0
"2013-08-26",1.5145
"2013-08-27",1.5009
"2013-08-28",1.7419
"2013-08-29",0.0527
"2013-08-30",0.0006
"2013-08-31",0.0617
"2013-09-01",2.4909
"2013-09-02",2.0079
"2013-09-03",0.0186
"2013-09-04",0.1364
"2013-09-05",2.8386
"2013-09-06",9.7408
"2013-09-07",13.6248
"2013-09-08",0.5509
"2013-09-09",0.5637
"2013-09-10",3.0824
"2013-09-11",7.0822
"2013-09-12",6.1406
"2013-09-13",0
"2013-09-14",3.5644
"2013-09-15",0.5901
"2013-09-16",0
"2013-09-17",0
"2013-09-18",2.6502
"2013-09-19",0.3205
"2013-09-20",0.1129
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0
"2013-09-29",0
"2013-09-30",0
"2013-10-01",0
"2013-10-02",0.5
"2013-10-03",0
"2013-10-04",0
"2013-10-05",1.0435
"2013-10-06",0
"2013-10-07",1.7161
"2013-10-08",1.6158
"2013-10-09",2.7355
"2013-10-10",3.7135
"2013-10-11",3.0905
"2013-10-12",1.0579
"2013-10-13",0.9906
"2013-10-14",4.2638
"2013-10-15",3.3595
"2013-10-16",5.0514
"2013-10-17",5.627
"2013-10-18",26.7614
"2013-10-19",16.6291
"2013-10-20",4.9422
"2013-10-21",0.3258
"2013-10-22",0
"2013-10-23",1.917
"2013-10-24",0
"2013-10-25",2.0371
"2013-10-26",0.1836
"2013-10-27",6.2542
"2013-10-28",7.2834
"2013-10-29",7.2697
"2013-10-30",5.5628
"2013-10-31",6.7355
"2013-11-01",0.2407
"2013-11-02",19.9241
"2013-11-03",13.9103
"2013-11-04",3.289
"2013-11-05",0
"2013-11-06",0
"2013-11-07",10.9089
"2013-11-08",0.116
"2013-11-09",0.0161
"2013-11-10",1.0241
"2013-11-11",6.9085
"2013-11-12",2.4719
"2013-11-13",11.2529
"2013-11-14",4.9468
"2013-11-15",2.2482
"2013-11-16",9.318
"2013-11-17",0.6844
"2013-11-18",1.4313
"2013-11-19",17.7792
"2013-11-20",7.4042
"2013-11-21",1.7672
"2013-11-22",4.1346
"2013-11-23",14.0126
"2013-11-24",12.2832
"2013-11-25",3.8796
"2013-11-26",2.6912
"2013-11-27",1.6617
"2013-11-28",1.5221
"2013-11-29",8.1906
"2013-11-30",25.4886
"2013-12-01",17.8584
"2013-12-02",15.3886
"2013-12-03",23.489
"2013-12-04",15.0336
"2013-12-05",11.2966
"2013-12-06",1.0064
"2013-12-07",11.141
"2013-12-08",1.5333
"2013-12-09",5.9011
"2013-12-10",2.6985
"2013-12-11",0.7111
"2013-12-12",0
"2013-12-13",0
"2013-12-14",0.5002
"2013-12-15",21.1037
"2013-12-16",4.8992
"2013-12-17",8.396
"2013-12-18",0.0015
"2013-12-19",2.1833
"2013-12-20",2.1641
"2013-12-21",11.0387
"2013-12-22",0
"2013-12-23",2.8813
"2013-12-24",6.234
"2013-12-25",11.4939
"2013-12-26",1.1825
"2013-12-27",0
"2013-12-28",1.7309
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",0.2803
"2014-01-03",4.1646
"2014-01-04",8.6223
"2014-01-05",0.3795
"2014-01-06",9.8824
"2014-01-07",3.0436
"2014-01-08",0
"2014-01-09",0
"2014-01-10",0
"2014-01-11",0
"2014-01-12",18.3732
"2014-01-13",0.4702
"2014-01-14",3.9814
"2014-01-15",29.5533
"2014-01-16",4.6166
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0
"2014-01-20",1.2481
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0.0483
"2014-01-30",0.0483
"2014-01-31",0
"2014-02-01",0.0869
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",0.4145
"2014-02-09",0
"2014-02-10",0
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0
"2014-02-14",0.7485
"2014-02-15",0
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0
"2014-02-19",1.5775
"2014-02-20",17.8062
"2014-02-21",0
"2014-02-22",0.1739
"2014-02-23",0.1465
"2014-02-24",0.0239
"2014-02-25",0
"2014-02-26",0.1257
"2014-02-27",9.7298
"2014-02-28",1.1139
"2014-03-01",0
"2014-03-02",0
"2014-03-03",0
"2014-03-04",0
"2014-03-05",0.6545
"2014-03-06",2.4166
"2014-03-07",2.5638
"2014-03-08",0
"2014-03-09",0
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",0.1003
"2014-03-15",0.1088
"2014-03-16",0
"2014-03-17",2.5144
"2014-03-18",4.0727
"2014-03-19",20.834
"2014-03-20",0
"2014-03-21",0
"2014-03-22",0
"2014-03-23",0
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",0.3956
"2014-03-28",0.0055
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",0.0198
"2014-04-02",1.2225
"2014-04-03",0.1308
"2014-04-04",5.7184
"2014-04-05",2.3575
"2014-04-06",0.0231
"2014-04-07",2.097
"2014-04-08",4.2348
"2014-04-09",5.9306
"2014-04-10",2.1333
"2014-04-11",0.5126
"2014-04-12",4.5198
"2014-04-13",5.9877
"2014-04-14",2.2697
"2014-04-15",2.0643
"2014-04-16",2.9186
"2014-04-17",5.9913
"2014-04-18",5.0387
"2014-04-19",3.7431
"2014-04-20",0.5679
"2014-04-21",4.9897
"2014-04-22",4.1658
"2014-04-23",3.4543
"2014-04-24",1.9943
"2014-04-25",1.0534
"2014-04-26",0.6461
"2014-04-27",0.8491
"2014-04-28",13.741
"2014-04-29",12.16
"2014-04-30",16.1661
"2014-05-01",5.9091
"2014-05-02",7.1425
"2014-05-03",11.348
"2014-05-04",11.3149
"2014-05-05",7.5861
"2014-05-06",4.6402
"2014-05-07",1.3072
"2014-05-08",5.022
"2014-05-09",11.0656
"2014-05-10",4.5987
"2014-05-11",0.6784
"2014-05-12",11.8797
"2014-05-13",6.1722
"2014-05-14",0.1967
"2014-05-15",0.0144
"2014-05-16",0
"2014-05-17",0.1662
"2014-05-18",0.2512
"2014-05-19",3.4087
"2014-05-20",1.2533
"2014-05-21",0.0245
"2014-05-22",1.6734
"2014-05-23",0
"2014-05-24",0.488
"2014-05-25",0
"2014-05-26",0.4024
"2014-05-27",3.2701
"2014-05-28",2.9197
"2014-05-29",3.7159
"2014-05-30",0.9733
"2014-05-31",3.729
"2014-06-01",1.0721
"2014-06-02",5.4468
"2014-06-03",11.8929
"2014-06-04",2.0709
"2014-06-05",1.0208
"2014-06-06",0
"2014-06-07",0
"2014-06-08",6.2059
"2014-06-09",0.4929
"2014-06-10",0
"2014-06-11",0
"2014-06-12",0.3882
"2014-06-13",0.9693
"2014-06-14",0.0022
"2014-06-15",1.8773
"2014-06-16",0.3645
"2014-06-17",0
"2014-06-18",0
"2014-06-19",0
"2014-06-20",0
"2014-06-21",0.1806
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",0.1196
"2014-06-26",1.2451
"2014-06-27",0
"2014-06-28",0
"2014-06-29",0
"2014-06-30",0
"2014-07-01",0.2906
"2014-07-02",0
"2014-07-03",0
"2014-07-04",0
"2014-07-05",1.2201
"2014-07-06",4.9543
"2014-07-07",1.0942
"2014-07-08",0.4892
"2014-07-09",0.0799
"2014-07-10",0.4776
"2014-07-11",0
"2014-07-12",0.0571
"2014-07-13",3.1718
"2014-07-14",0.9447
"2014-07-15",0
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0.2242
"2014-07-19",0
"2014-07-20",0
"2014-07-21",0
"2014-07-22",0.041
"2014-07-23",0
"2014-07-24",0.0409
"2014-07-25",2.5826
"2014-07-26",1.9892
"2014-07-27",2.8669
"2014-07-28",0.5416
"2014-07-29",0
"2014-07-30",0.1366
"2014-07-31",0
"2014-08-01",0.1805
"2014-08-02",1.407
"2014-08-03",0.2502
"2014-08-04",0
"2014-08-05",5.2456
"2014-08-06",5.2884
"2014-08-07",6.4456
"2014-08-08",8.6668
"2014-08-09",6.3216
"2014-08-10",1.9916
"2014-08-11",3.8808
"2014-08-12",0
"2014-08-13",0
"2014-08-14",0.6807
"2014-08-15",1.0404
"2014-08-16",5.8738
"2014-08-17",19.5655
"2014-08-18",12.455
"2014-08-19",2.4657
"2014-08-20",4.2987
"2014-08-21",0.9289
"2014-08-22",2.5795
"2014-08-23",0
"2014-08-24",4.3526
"2014-08-25",0.6276
"2014-08-26",0
"2014-08-27",0
"2014-08-28",0
"2014-08-29",0.0371
"2014-08-30",0
"2014-08-31",0
"2014-09-01",0.2891
"2014-09-02",0.433
"2014-09-03",1.3495
"2014-09-04",0.976
"2014-09-05",3.1816
"2014-09-06",2.5184
"2014-09-07",0.9142
"2014-09-08",0.0951
"2014-09-09",0.1944
"2014-09-10",1.5407
"2014-09-11",2.4382
"2014-09-12",3.456
"2014-09-13",0
"2014-09-14",1.3431
"2014-09-15",0
"2014-09-16",0
"2014-09-17",3.3645
"2014-09-18",0.8801
"2014-09-19",0
"2014-09-20",0
"2014-09-21",0
"2014-09-22",0.0003
"2014-09-23",0.9543
"2014-09-24",2.765
"2014-09-25",3.2097
"2014-09-26",10.4233
"2014-09-27",10.1087
"2014-09-28",6.3829
"2014-09-29",2.5705
"2014-09-30",3.8176
"2014-10-01",11.1816
"2014-10-02",20.9117
"2014-10-03",6.9639
"2014-10-04",13.6444
"2014-10-05",12.8415
"2014-10-06",11.914
"2014-10-07",5.4048
"2014-10-08",10.8034
"2014-10-09",5.1514
"2014-10-10",6.7712
"2014-10-11",0.3632
"2014-10-12",0
"2014-10-13",0
"2014-10-14",11.6855
"2014-10-15",12.1676
"2014-10-16",6.4016
"2014-10-17",17.8268
"2014-10-18",29.0691
"2014-10-19",9.4633
"2014-10-20",20.5984
"2014-10-21",7.829
"2014-10-22",2.9685
"2014-10-23",2.0146
"2014-10-24",12.5782
"2014-10-25",1.629
"2014-10-26",1.0174
"2014-10-27",3.2941
"2014-10-28",5.5945
"2014-10-29",33.5333
"2014-10-30",15.0691
"2014-10-31",13.1951
"2014-11-01",9.6279
"2014-11-02",12.2984
"2014-11-03",17.4708
"2014-11-04",7.4642
"2014-11-05",0.7665
"2014-11-06",0.3964
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0.8253
"2014-11-10",0.4434
"2014-11-11",4.1645
"2014-11-12",12.9239
"2014-11-13",7.777
"2014-11-14",6.9519
"2014-11-15",0
"2014-11-16",16.2579
"2014-11-17",2.4032
"2014-11-18",4.6483
"2014-11-19",25.5792
"2014-11-20",27.6902
"2014-11-21",8.9465
"2014-11-22",23.8041
"2014-11-23",21.2244
"2014-11-24",28.4991
"2014-11-25",27.1879
"2014-11-26",38.5995
"2014-11-27",27.4855
"2014-11-28",13.4254
"2014-11-29",7.6742
"2014-11-30",1.9451
"2014-12-01",2.236
"2014-12-02",7.1596
"2014-12-03",9.6782
"2014-12-04",0.0009
"2014-12-05",0
"2014-12-06",3.8894
"2014-12-07",2.443
"2014-12-08",21.8338
"2014-12-09",6.8812
"2014-12-10",30.118
"2014-12-11",0.0947
"2014-12-12",8.9255
"2014-12-13",0.367
"2014-12-14",0
"2014-12-15",0
"2014-12-16",0.489
"2014-12-17",30.8352
"2014-12-18",40.2282
"2014-12-19",38.3216
"2014-12-20",42.0944
"2014-12-21",5.0274
"2014-12-22",26.5102
"2014-12-23",53.1777
"2014-12-24",50.6536
"2014-12-25",61.5064
"2014-12-26",69.9346
"2014-12-27",38.2008
"2014-12-28",44.8709
"2014-12-29",0.3733
"2014-12-30",0
"2014-12-31",4.7326
"2015-01-01",3.349
"2015-01-02",0
"2015-01-03",0.1894
"2015-01-04",0.1434
"2015-01-05",0.6325
"2015-01-06",1.4774
"2015-01-07",0.2256
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0
"2015-01-14",0
"2015-01-15",0
"2015-01-16",0
"2015-01-17",0
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",1.6032
"2015-01-24",0.9917
"2015-01-25",6.2105
"2015-01-26",0
"2015-01-27",0
"2015-01-28",0.0751
"2015-01-29",4.445
"2015-01-30",0
"2015-01-31",0.2809
"2015-02-01",0
"2015-02-02",21.1819
"2015-02-03",24.6256
"2015-02-04",0
"2015-02-05",0
"2015-02-06",1.5031
"2015-02-07",0
"2015-02-08",0
"2015-02-09",0.7725
"2015-02-10",11.8926
"2015-02-11",19.211
"2015-02-12",5.6378
"2015-02-13",10.6465
"2015-02-14",0
"2015-02-15",0
"2015-02-16",0
"2015-02-17",0
"2015-02-18",0
"2015-02-19",0
"2015-02-20",0
"2015-02-21",0
"2015-02-22",0
"2015-02-23",1.5672
"2015-02-24",0.4227
"2015-02-25",0.1581
"2015-02-26",1.2234
"2015-02-27",9.1826
"2015-02-28",2.4275
"2015-03-01",0
"2015-03-02",0
"2015-03-03",0.1447
"2015-03-04",2.9139
"2015-03-05",0
"2015-03-06",0
"2015-03-07",0
"2015-03-08",0
"2015-03-09",0
"2015-03-10",0
"2015-03-11",0.1888
"2015-03-12",6.6828
"2015-03-13",16.1794
"2015-03-14",8.9079
"2015-03-15",0.0359
"2015-03-16",0.0107
"2015-03-17",1.0499
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",7.4321
"2015-03-27",8.728
"2015-03-28",11.0821
"2015-03-29",3.7112
"2015-03-30",2.5678
"2015-03-31",3.3806
"2015-04-01",4.6574
"2015-04-02",10.6576
"2015-04-03",8.413
"2015-04-04",0.1546
"2015-04-05",0
"2015-04-06",0.1482
"2015-04-07",7.8482
"2015-04-08",14.3964
"2015-04-09",1.7327
"2015-04-10",2.3929
"2015-04-11",1.9912
"2015-04-12",14.0369
"2015-04-13",13.2118
"2015-04-14",12.8447
"2015-04-15",12.0183
"2015-04-16",9.0415
"2015-04-17",3.0816
"2015-04-18",8.8761
"2015-04-19",6.1622
"2015-04-20",13.1589
"2015-04-21",0
"2015-04-22",0
"2015-04-23",7.0997
"2015-04-24",6.7452
"2015-04-25",4.6625
"2015-04-26",0
"2015-04-27",0.3837
"2015-04-28",1.9205
"2015-04-29",5.0788
"2015-04-30",4.3662
"2015-05-01",2.8747
"2015-05-02",1.5454
"2015-05-03",4.6914
"2015-05-04",3.9777
"2015-05-05",3.977
"2015-05-06",5.0682
"2015-05-07",5.7345
"2015-05-08",5.9365
"2015-05-09",9.7292
"2015-05-10",9.7443
"2015-05-11",23.9473
"2015-05-12",4.3596
"2015-05-13",13.2824
"2015-05-14",14.7144
"2015-05-15",7.0307
"2015-05-16",4.148
"2015-05-17",1.2257
"2015-05-18",3.1162
"2015-05-19",2.5431
"2015-05-20",0.3682
"2015-05-21",0.0093
"2015-05-22",0
"2015-05-23",0
"2015-05-24",0
"2015-05-25",0
"2015-05-26",0
"2015-05-27",1.9981
"2015-05-28",1.6712
"2015-05-29",0
"2015-05-30",5.4853
"2015-05-31",3.9689
"2015-06-01",3.6675
"2015-06-02",4.331
"2015-06-03",2.1687
"2015-06-04",4.4013
"2015-06-05",2.4516
"2015-06-06",2.594
"2015-06-07",3.1258
"2015-06-08",2.0462
"2015-06-09",0.0294
"2015-06-10",0
"2015-06-11",0.8818
"2015-06-12",0.539
"2015-06-13",0.097
"2015-06-14",0
"2015-06-15",5.773
"2015-06-16",2.6855
"2015-06-17",2.5745
"2015-06-18",0.2605
"2015-06-19",1.1949
"2015-06-20",0.21
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",0
"2015-06-27",0
"2015-06-28",2.4273
"2015-06-29",2.4053
"2015-06-30",0.7833
"2015-07-01",1.1268
"2015-07-02",0
"2015-07-03",0.6491
"2015-07-04",0.758
"2015-07-05",0
"2015-07-06",0
"2015-07-07",0
"2015-07-08",0
"2015-07-09",0
"2015-07-10",0
"2015-07-11",0
"2015-07-12",0
"2015-07-13",1.0587
"2015-07-14",1.2244
"2015-07-15",0.088
"2015-07-16",1.9523
"2015-07-17",0.2915
"2015-07-18",1.7273
"2015-07-19",0
"2015-07-20",1.2251
"2015-07-21",1.7017
"2015-07-22",4.0968
"2015-07-23",7.8577
"2015-07-24",2.9977
"2015-07-25",0.3543
"2015-07-26",1.2012
"2015-07-27",0.0046
"2015-07-28",0.9841
"2015-07-29",1.4086
"2015-07-30",0
"2015-07-31",0
"2015-08-01",2.6871
"2015-08-02",0
"2015-08-03",1.2738
"2015-08-04",2.7911
"2015-08-05",3.0653
"2015-08-06",0
"2015-08-07",0
"2015-08-08",0.6066
"2015-08-09",2.1593
"2015-08-10",0.1111
"2015-08-11",1.8348
"2015-08-12",1.3179
"2015-08-13",0.8859
"2015-08-14",2.4421
"2015-08-15",2.3713
"2015-08-16",15.9891
"2015-08-17",0.5349
"2015-08-18",0
"2015-08-19",0
"2015-08-20",0.2683
"2015-08-21",0.4889
"2015-08-22",2.0373
"2015-08-23",0.2244
"2015-08-24",0.7391
"2015-08-25",0
"2015-08-26",0.3262
"2015-08-27",6.8711
"2015-08-28",6.8841
"2015-08-29",1.1217
"2015-08-30",0.4828
"2015-08-31",6.7032
"2015-09-01",2.0368
"2015-09-02",1.9932
"2015-09-03",6.869
"2015-09-04",1.457
"2015-09-05",3.4626
"2015-09-06",0.186
"2015-09-07",0.5966
"2015-09-08",3.5445
"2015-09-09",0
"2015-09-10",1.3985
"2015-09-11",2.0767
"2015-09-12",1.5542
"2015-09-13",1.8378
"2015-09-14",0
"2015-09-15",0
"2015-09-16",0.256
"2015-09-17",1.2816
"2015-09-18",5.1478
"2015-09-19",1.6101
"2015-09-20",1.9541
"2015-09-21",5.6119
"2015-09-22",1.0803
"2015-09-23",3.968
"2015-09-24",4.9674
"2015-09-25",0.8518
"2015-09-26",3.8161
"2015-09-27",4.8322
"2015-09-28",12.4738
"2015-09-29",0.7218
"2015-09-30",0.3267
"2015-10-01",1.656
"2015-10-02",3.4787
"2015-10-03",4.6129
"2015-10-04",7.6916
"2015-10-05",11.7207
"2015-10-06",3.155
"2015-10-07",3.414
"2015-10-08",5.797
"2015-10-09",4.0102
"2015-10-10",2.9668
"2015-10-11",6.6384
"2015-10-12",10.042
"2015-10-13",4.2017
"2015-10-14",2.3781
"2015-10-15",7.5717
"2015-10-16",9.2732
"2015-10-17",8.7821
"2015-10-18",21.0736
"2015-10-19",3.9068
"2015-10-20",16.4062
"2015-10-21",7.0362
"2015-10-22",14.0659
"2015-10-23",32.1825
"2015-10-24",34.4011
"2015-10-25",22.3142
"2015-10-26",17.8443
"2015-10-27",22.2204
"2015-10-28",17.4559
"2015-10-29",20.4109
"2015-10-30",15.1899
"2015-10-31",6.4122
"2015-11-01",4.8608
"2015-11-02",27.133
"2015-11-03",9.2454
"2015-11-04",13.7146
"2015-11-05",23.8981
"2015-11-06",11.3948
"2015-11-07",8.4844
"2015-11-08",20.1753
"2015-11-09",5.8694
"2015-11-10",4.3802
"2015-11-11",20.2828
"2015-11-12",10.38
"2015-11-13",31.1634
"2015-11-14",20.6285
"2015-11-15",14.5815
"2015-11-16",7.6459
"2015-11-17",6.0724
"2015-11-18",8.0661
"2015-11-19",1.225
"2015-11-20",2.9054
"2015-11-21",17.1609
"2015-11-22",3.4832
"2015-11-23",0.4795
"2015-11-24",0.3776
"2015-11-25",0.0312
"2015-11-26",3.1514
"2015-11-27",0.2091
"2015-11-28",11.5618
"2015-11-29",44.7391
"2015-11-30",22.8509
"2015-12-01",13.3313
"2015-12-02",12.931
"2015-12-03",20.807
"2015-12-04",4.8786
"2015-12-05",17.7083
"2015-12-06",4.325
"2015-12-07",21.6778
"2015-12-08",14.5252
"2015-12-09",0.0826
"2015-12-10",31.5739
"2015-12-11",10.887
"2015-12-12",26.1379
"2015-12-13",0.1611
"2015-12-14",1.3005
"2015-12-15",0
"2015-12-16",0.0223
"2015-12-17",11.2185
"2015-12-18",2.368
"2015-12-19",8.9696
"2015-12-20",0
"2015-12-21",0
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0.3283
"2015-12-27",45.6393
"2015-12-28",0.3047
"2015-12-29",9.6909
"2015-12-30",0
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0
"2016-01-05",0.0875
"2016-01-06",9.7892
"2016-01-07",0
"2016-01-08",2.4608
"2016-01-09",0.018
"2016-01-10",0
"2016-01-11",0.0137
"2016-01-12",0
"2016-01-13",2.8374
"2016-01-14",2.5921
"2016-01-15",0
"2016-01-16",0.3554
"2016-01-17",0
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",15.557
"2016-01-24",0
"2016-01-25",0.9215
"2016-01-26",0
"2016-01-27",0
"2016-01-28",0
"2016-01-29",0
"2016-01-30",3.3373
"2016-01-31",11.7797
"2016-02-01",4.9199
"2016-02-02",6.2098
"2016-02-03",0.0583
"2016-02-04",9.2452
"2016-02-05",4.8189
"2016-02-06",0.07
"2016-02-07",0.0076
"2016-02-08",0.8588
"2016-02-09",6.6357
"2016-02-10",8.5823
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",7.0536
"2016-02-16",0.0062
"2016-02-17",13.1077
"2016-02-18",0.9982
"2016-02-19",0
"2016-02-20",0
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",21.4677
"2016-02-26",0
"2016-02-27",0.0421
"2016-02-28",0
"2016-02-29",3.329
"2016-03-01",1.8872
"2016-03-02",0
"2016-03-03",0
"2016-03-04",0
"2016-03-05",0
"2016-03-06",0
"2016-03-07",0
"2016-03-08",0
"2016-03-09",0
"2016-03-10",0.9487
"2016-03-11",1.0123
"2016-03-12",0
"2016-03-13",0
"2016-03-14",0
"2016-03-15",0
"2016-03-16",0.0008
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",1.6644
"2016-03-22",0
"2016-03-23",0
"2016-03-24",0
"2016-03-25",0
"2016-03-26",0
"2016-03-27",7.6336
"2016-03-28",26.5583
"2016-03-29",14.6813
"2016-03-30",12.4149
"2016-03-31",5.7967
"2016-04-01",6.307
"2016-04-02",0.631
"2016-04-03",2.3283
"2016-04-04",2.7792
"2016-04-05",0
"2016-04-06",7.6441
"2016-04-07",0.3061
"2016-04-08",0
"2016-04-09",0.2037
"2016-04-10",1.6288
"2016-04-11",0.0989
"2016-04-12",1.4329
"2016-04-13",0.2526
"2016-04-14",0.0038
"2016-04-15",0.9844
"2016-04-16",1.964
"2016-04-17",7.3158
"2016-04-18",0.2839
"2016-04-19",11.4277
"2016-04-20",1.0955
"2016-04-21",0.6557
"2016-04-22",0.8768
"2016-04-23",0.3884
"2016-04-24",0.2165
"2016-04-25",0.0067
"2016-04-26",4.3831
"2016-04-27",2.0973
"2016-04-28",0.3212
"2016-04-29",0
"2016-04-30",7.367
"2016-05-01",10.8953
"2016-05-02",7.306
"2016-05-03",3.8735
"2016-05-04",1.1425
"2016-05-05",3.1262
"2016-05-06",8.8287
"2016-05-07",10.0826
"2016-05-08",7.586
"2016-05-09",4.4392
"2016-05-10",10.3585
"2016-05-11",22.5773
"2016-05-12",29.0074
"2016-05-13",10.2306
"2016-05-14",44.7162
"2016-05-15",44.1817
"2016-05-16",33.38
"2016-05-17",35.4018
"2016-05-18",2.1377
"2016-05-19",0.0002
"2016-05-20",0
"2016-05-21",0.6464
"2016-05-22",0.1165
"2016-05-23",0.563
"2016-05-24",1.5809
"2016-05-25",0
"2016-05-26",0
"2016-05-27",2.3269
"2016-05-28",2.5059
"2016-05-29",0
"2016-05-30",2.5339
"2016-05-31",2.7603
"2016-06-01",0.0042
"2016-06-02",0.0026
"2016-06-03",0
"2016-06-04",0.0751
"2016-06-05",0
"2016-06-06",0
"2016-06-07",0.002
"2016-06-08",0.0585
"2016-06-09",0
"2016-06-10",0
"2016-06-11",0
"2016-06-12",0.9512
"2016-06-13",0.0832
"2016-06-14",0.0241
"2016-06-15",0.2738
"2016-06-16",3.2538
"2016-06-17",1.2631
"2016-06-18",1.2462
"2016-06-19",0.5268
