,"(mm) Precipitation (CHIRPS) at Mullaitivu, 2007-01-01 to 2025-12-31"
"2013-08-07",0
"2013-08-08",0
"2013-08-09",0.3762
"2013-08-10",11.4668
"2013-08-11",0.5496
"2013-08-12",0.0638
"2013-08-13",3.4053
"2013-08-14",3.9289
"2013-08-15",0.6472
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0
"2013-08-19",0
"2013-08-20",0
"2013-08-21",0.1137
"2013-08-22",0
"2013-08-23",0
"2013-08-24",2.6391
"2013-08-25",0.9357
"2013-08-26",3.7945
"2013-08-27",0.4935
"2013-08-28",1.4671
"2013-08-29",0.3728
"2013-08-30",0
"2013-08-31",6.3922
"2013-09-01",0.1656
"2013-09-02",8.2565
"2013-09-03",0
"2013-09-04",6.0975
"2013-09-05",6.526
"2013-09-06",8.6743
"2013-09-07",21.6107
"2013-09-08",9.0469
"2013-09-09",1.4935
"2013-09-10",20.9975
"2013-09-11",3.1837
"2013-09-12",6.1369
"2013-09-13",0.3023
"2013-09-14",3.5671
"2013-09-15",0.0379
"2013-09-16",0
"2013-09-17",0
"2013-09-18",0.0116
"2013-09-19",0
"2013-09-20",0
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0
"2013-09-29",0.0444
"2013-09-30",0
"2013-10-01",0
"2013-10-02",0
"2013-10-03",0
"2013-10-04",0
"2013-10-05",0
"2013-10-06",0
"2013-10-07",0
"2013-10-08",0.3296
"2013-10-09",2.4353
"2013-10-10",6.2686
"2013-10-11",0
"2013-10-12",0.0108
"2013-10-13",0
"2013-10-14",12.6159
"2013-10-15",0.1204
"2013-10-16",4.8512
"2013-10-17",1.866
"2013-10-18",17.4698
"2013-10-19",9.6125
"2013-10-20",11.8171
"2013-10-21",2.6562
"2013-10-22",0
"2013-10-23",1.4358
"2013-10-24",0
"2013-10-25",0
"2013-10-26",0
"2013-10-27",0
"2013-10-28",0
"2013-10-29",7.2484
"2013-10-30",0
"2013-10-31",0.5573
"2013-11-01",0
"2013-11-02",15.02
"2013-11-03",2.6858
"2013-11-04",11.1967
"2013-11-05",0
"2013-11-06",0
"2013-11-07",4.895
"2013-11-08",0
"2013-11-09",9.9077
"2013-11-10",2.6491
"2013-11-11",33.4401
"2013-11-12",4.1962
"2013-11-13",10.0802
"2013-11-14",7.6914
"2013-11-15",53.7451
"2013-11-16",0
"2013-11-17",0.0285
"2013-11-18",1.5565
"2013-11-19",4.8222
"2013-11-20",0
"2013-11-21",0
"2013-11-22",1.2605
"2013-11-23",1.194
"2013-11-24",13.7954
"2013-11-25",0.0068
"2013-11-26",0.1231
"2013-11-27",0
"2013-11-28",1.6221
"2013-11-29",18.2301
"2013-11-30",13.9334
"2013-12-01",38.7058
"2013-12-02",37.1638
"2013-12-03",6.6248
"2013-12-04",10.9195
"2013-12-05",38.6303
"2013-12-06",21.5885
"2013-12-07",22.7625
"2013-12-08",0
"2013-12-09",0
"2013-12-10",0
"2013-12-11",0
"2013-12-12",1.8297
"2013-12-13",0
"2013-12-14",0
"2013-12-15",0
"2013-12-16",1.2181
"2013-12-17",0
"2013-12-18",0
"2013-12-19",0.2278
"2013-12-20",0.3059
"2013-12-21",1.1968
"2013-12-22",0
"2013-12-23",0.4408
"2013-12-24",0
"2013-12-25",4.2182
"2013-12-26",1.638
"2013-12-27",0
"2013-12-28",0
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",0
"2014-01-03",17.8867
"2014-01-04",24.4652
"2014-01-05",14.0894
"2014-01-06",83.8064
"2014-01-07",33.4868
"2014-01-08",19.4438
"2014-01-09",0
"2014-01-10",0
"2014-01-11",0
"2014-01-12",18.4865
"2014-01-13",13.9463
"2014-01-14",0
"2014-01-15",0
"2014-01-16",0
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0
"2014-01-30",0
"2014-01-31",0
"2014-02-01",3.6649
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",0
"2014-02-09",1.7643
"2014-02-10",0.4705
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0
"2014-02-14",0.4537
"2014-02-15",0
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0
"2014-02-19",2.6941
"2014-02-20",0
"2014-02-21",0
"2014-02-22",0
"2014-02-23",6.6567
"2014-02-24",0.3003
"2014-02-25",0
"2014-02-26",0
"2014-02-27",0
"2014-02-28",0
"2014-03-01",0
"2014-03-02",0
"2014-03-03",0
"2014-03-04",0
"2014-03-05",0
"2014-03-06",0
"2014-03-07",0.5488
"2014-03-08",0.264
"2014-03-09",0.4126
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",0
"2014-03-15",0
"2014-03-16",0
"2014-03-17",0
"2014-03-18",0.3666
"2014-03-19",1.1021
"2014-03-20",0
"2014-03-21",0
"2014-03-22",0.9531
"2014-03-23",0.0629
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",0
"2014-03-28",0
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",0
"2014-04-02",0.2928
"2014-04-03",0
"2014-04-04",0
"2014-04-05",0.1027
"2014-04-06",0.7684
"2014-04-07",2.4493
"2014-04-08",7.9003
"2014-04-09",3.3367
"2014-04-10",7.3321
"2014-04-11",0
"2014-04-12",0.4818
"2014-04-13",0.9369
"2014-04-14",0
"2014-04-15",0
"2014-04-16",3.6537
"2014-04-17",1.9736
"2014-04-18",6.836
"2014-04-19",0
"2014-04-20",0.2678
"2014-04-21",3.5762
"2014-04-22",7.6097
"2014-04-23",1.1289
"2014-04-24",5.5138
"2014-04-25",0
"2014-04-26",2.226
"2014-04-27",5.9794
"2014-04-28",9.5531
"2014-04-29",13.1301
"2014-04-30",9.3968
"2014-05-01",8.1877
"2014-05-02",10.0712
"2014-05-03",17.4377
"2014-05-04",12.8032
"2014-05-05",14.2665
"2014-05-06",0.4844
"2014-05-07",3.9727
"2014-05-08",8.3182
"2014-05-09",2.74
"2014-05-10",0.8165
"2014-05-11",1.8778
"2014-05-12",0.6594
"2014-05-13",0.0043
"2014-05-14",0.0002
"2014-05-15",0
"2014-05-16",0
"2014-05-17",0
"2014-05-18",1.2239
"2014-05-19",0
"2014-05-20",0
"2014-05-21",0
"2014-05-22",0
"2014-05-23",0
"2014-05-24",1.7131
"2014-05-25",0.1936
"2014-05-26",0
"2014-05-27",1.7816
"2014-05-28",3.8594
"2014-05-29",4.0146
"2014-05-30",0
"2014-05-31",0
"2014-06-01",0
"2014-06-02",0.0037
"2014-06-03",1.2837
"2014-06-04",0
"2014-06-05",0
"2014-06-06",0
"2014-06-07",0
"2014-06-08",0
"2014-06-09",0.0025
"2014-06-10",0
"2014-06-11",0
"2014-06-12",0
"2014-06-13",0
"2014-06-14",0
"2014-06-15",0
"2014-06-16",0
"2014-06-17",0
"2014-06-18",0
"2014-06-19",0
"2014-06-20",0
"2014-06-21",0
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",0.0407
"2014-06-26",0
"2014-06-27",0.0002
"2014-06-28",0
"2014-06-29",0
"2014-06-30",0
"2014-07-01",0.9986
"2014-07-02",0.4571
"2014-07-03",0.019
"2014-07-04",0
"2014-07-05",2.5753
"2014-07-06",2.0363
"2014-07-07",0.4973
"2014-07-08",0.1141
"2014-07-09",0
"2014-07-10",1.8345
"2014-07-11",0.0262
"2014-07-12",0.025
"2014-07-13",0
"2014-07-14",0.0653
"2014-07-15",0
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",1.0005
"2014-07-20",0.0935
"2014-07-21",0
"2014-07-22",0
"2014-07-23",0
"2014-07-24",0
"2014-07-25",0
"2014-07-26",0.1192
"2014-07-27",3.3169
"2014-07-28",0.9037
"2014-07-29",0.3107
"2014-07-30",0.0627
"2014-07-31",0
"2014-08-01",0
"2014-08-02",0
"2014-08-03",0
"2014-08-04",0
"2014-08-05",3.6218
"2014-08-06",1.3845
"2014-08-07",2.6443
"2014-08-08",5.6254
"2014-08-09",3.0833
"2014-08-10",1.2191
"2014-08-11",0.2066
"2014-08-12",0.0338
"2014-08-13",0
"2014-08-14",0.5001
"2014-08-15",7.1271
"2014-08-16",2.2022
"2014-08-17",5.4305
"2014-08-18",6.343
"2014-08-19",3.1536
"2014-08-20",4.7586
"2014-08-21",4.9054
"2014-08-22",5.8647
"2014-08-23",0
"2014-08-24",0.0022
"2014-08-25",0
"2014-08-26",0
"2014-08-27",0.7576
"2014-08-28",0
"2014-08-29",0
"2014-08-30",0.0254
"2014-08-31",0
"2014-09-01",0
"2014-09-02",0.6343
"2014-09-03",0.0489
"2014-09-04",10.678
"2014-09-05",0.9032
"2014-09-06",2.1622
"2014-09-07",0
"2014-09-08",0
"2014-09-09",0.0415
"2014-09-10",0.0956
"2014-09-11",2.0833
"2014-09-12",6.0865
"2014-09-13",4.2965
"2014-09-14",5.8099
"2014-09-15",0
"2014-09-16",1.0034
"2014-09-17",0
"2014-09-18",5.7446
"2014-09-19",0.2191
"2014-09-20",0
"2014-09-21",0.3114
"2014-09-22",0.5662
"2014-09-23",1.0251
"2014-09-24",2.774
"2014-09-25",4.0106
"2014-09-26",27.1667
"2014-09-27",7.6587
"2014-09-28",6.4871
"2014-09-29",3.8967
"2014-09-30",5.7202
"2014-10-01",2.9652
"2014-10-02",10.4811
"2014-10-03",0.2478
"2014-10-04",7.7414
"2014-10-05",4.8725
"2014-10-06",0.2482
"2014-10-07",6.4089
"2014-10-08",13.5331
"2014-10-09",2.672
"2014-10-10",10.8361
"2014-10-11",0
"2014-10-12",0
"2014-10-13",0
"2014-10-14",7.5916
"2014-10-15",10.8778
"2014-10-16",2.4137
"2014-10-17",12.5291
"2014-10-18",12.6992
"2014-10-19",9.3148
"2014-10-20",5.4951
"2014-10-21",4.8602
"2014-10-22",4.9923
"2014-10-23",7.7546
"2014-10-24",3.5299
"2014-10-25",1.0549
"2014-10-26",1.1821
"2014-10-27",1.2699
"2014-10-28",0
"2014-10-29",7.1051
"2014-10-30",22.1852
"2014-10-31",31.7635
"2014-11-01",0
"2014-11-02",28.7516
"2014-11-03",36.481
"2014-11-04",28.0507
"2014-11-05",0
"2014-11-06",0
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0
"2014-11-10",0
"2014-11-11",2.9983
"2014-11-12",16.0641
"2014-11-13",9.2878
"2014-11-14",0
"2014-11-15",0
"2014-11-16",14.474
"2014-11-17",6.554
"2014-11-18",46.6722
"2014-11-19",42.0932
"2014-11-20",26.0541
"2014-11-21",17.481
"2014-11-22",16.1531
"2014-11-23",0.5744
"2014-11-24",19.4998
"2014-11-25",42.3144
"2014-11-26",74.6748
"2014-11-27",41.1406
"2014-11-28",27.4257
"2014-11-29",19.714
"2014-11-30",12.0306
"2014-12-01",22.7349
"2014-12-02",4.3475
"2014-12-03",1.5513
"2014-12-04",0
"2014-12-05",0
"2014-12-06",0.6927
"2014-12-07",5.3451
"2014-12-08",9.8848
"2014-12-09",10.7947
"2014-12-10",7.9267
"2014-12-11",0
"2014-12-12",13.7337
"2014-12-13",0.0879
"2014-12-14",0
"2014-12-15",0
"2014-12-16",4.9861
"2014-12-17",35.1617
"2014-12-18",11.0018
"2014-12-19",16.5751
"2014-12-20",54.2108
"2014-12-21",31.7467
"2014-12-22",51.4443
"2014-12-23",20.8899
"2014-12-24",23.9491
"2014-12-25",0.351
"2014-12-26",65.6166
"2014-12-27",70.0858
"2014-12-28",30.0882
"2014-12-29",0.1878
"2014-12-30",0
"2014-12-31",0
"2015-01-01",0
"2015-01-02",0
"2015-01-03",0
"2015-01-04",0
"2015-01-05",0
"2015-01-06",4.9223
"2015-01-07",0
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",1.0922
"2015-01-14",0.0209
"2015-01-15",0
"2015-01-16",0
"2015-01-17",0
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",0
"2015-01-24",0.0219
"2015-01-25",0
"2015-01-26",0
"2015-01-27",0
"2015-01-28",4.7853
"2015-01-29",0.5912
"2015-01-30",0
"2015-01-31",0
"2015-02-01",0.0289
"2015-02-02",2.0504
"2015-02-03",15.1465
"2015-02-04",1.2809
"2015-02-05",16.9742
"2015-02-06",0
"2015-02-07",0
"2015-02-08",0
"2015-02-09",1.489
"2015-02-10",0.0833
"2015-02-11",0
"2015-02-12",0
"2015-02-13",0
"2015-02-14",0
"2015-02-15",0
"2015-02-16",0.0204
"2015-02-17",0
"2015-02-18",0.4516
"2015-02-19",0.0078
"2015-02-20",0.3357
"2015-02-21",0
"2015-02-22",0
"2015-02-23",0
"2015-02-24",12.3362
"2015-02-25",0
"2015-02-26",1.7137
"2015-02-27",6.7773
"2015-02-28",0
"2015-03-01",0
"2015-03-02",0
"2015-03-03",0
"2015-03-04",15.1249
"2015-03-05",0
"2015-03-06",0
"2015-03-07",0
"2015-03-08",0
"2015-03-09",0
"2015-03-10",0
"2015-03-11",0
"2015-03-12",0
"2015-03-13",0.8926
"2015-03-14",8.3465
"2015-03-15",14.5378
"2015-03-16",0
"2015-03-17",0
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",0
"2015-03-27",0.7907
"2015-03-28",1.6421
"2015-03-29",0.2949
"2015-03-30",2.5163
"2015-03-31",0.0522
"2015-04-01",4.3164
"2015-04-02",12.8226
"2015-04-03",8.8158
"2015-04-04",0
"2015-04-05",0
"2015-04-06",0.0035
"2015-04-07",7.2848
"2015-04-08",6.3811
"2015-04-09",0
"2015-04-10",0.0297
"2015-04-11",2.4302
"2015-04-12",12.3834
"2015-04-13",16.9527
"2015-04-14",4.2561
"2015-04-15",2.6125
"2015-04-16",2.109
"2015-04-17",0
"2015-04-18",0.2281
"2015-04-19",0.7016
"2015-04-20",6.6217
"2015-04-21",6.4545
"2015-04-22",0.0433
"2015-04-23",8.7234
"2015-04-24",8.5227
"2015-04-25",6.2363
"2015-04-26",3.9336
"2015-04-27",2.9842
"2015-04-28",4.1137
"2015-04-29",5.1668
"2015-04-30",4.8083
"2015-05-01",0.0992
"2015-05-02",1.3728
"2015-05-03",4.2392
"2015-05-04",2.7426
"2015-05-05",3.5166
"2015-05-06",2.8151
"2015-05-07",3.2286
"2015-05-08",5.6768
"2015-05-09",4.0968
"2015-05-10",9.3949
"2015-05-11",12.4662
"2015-05-12",20.7926
"2015-05-13",14.1891
"2015-05-14",10.9114
"2015-05-15",4.3929
"2015-05-16",10.6028
"2015-05-17",3.0321
"2015-05-18",0.2367
"2015-05-19",0.1732
"2015-05-20",0
"2015-05-21",0
"2015-05-22",0
"2015-05-23",0
"2015-05-24",0
"2015-05-25",0
"2015-05-26",0
"2015-05-27",0
"2015-05-28",0.0834
"2015-05-29",0
"2015-05-30",0.0007
"2015-05-31",0.0002
"2015-06-01",0.4013
"2015-06-02",0.0644
"2015-06-03",1.4567
"2015-06-04",0.6715
"2015-06-05",1.0001
"2015-06-06",0.0902
"2015-06-07",0
"2015-06-08",0
"2015-06-09",0
"2015-06-10",0
"2015-06-11",0
"2015-06-12",0
"2015-06-13",0
"2015-06-14",0
"2015-06-15",0
"2015-06-16",0
"2015-06-17",0
"2015-06-18",0
"2015-06-19",0
"2015-06-20",0
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",0
"2015-06-27",0
"2015-06-28",0
"2015-06-29",0
"2015-06-30",0.0041
"2015-07-01",0
"2015-07-02",0
"2015-07-03",0
"2015-07-04",0
"2015-07-05",0
"2015-07-06",0
"2015-07-07",0
"2015-07-08",0
"2015-07-09",0
"2015-07-10",0
"2015-07-11",0
"2015-07-12",0
"2015-07-13",0
"2015-07-14",0
"2015-07-15",0
"2015-07-16",0
"2015-07-17",0
"2015-07-18",0.0586
"2015-07-19",0.0029
"2015-07-20",0.0809
"2015-07-21",2.2921
"2015-07-22",0.3299
"2015-07-23",0.0387
"2015-07-24",0.5377
"2015-07-25",0
"2015-07-26",0.0052
"2015-07-27",0.0225
"2015-07-28",1.5301
"2015-07-29",3.4668
"2015-07-30",0
"2015-07-31",0
"2015-08-01",0
"2015-08-02",3.457
"2015-08-03",0
"2015-08-04",0
"2015-08-05",0
"2015-08-06",0
"2015-08-07",0
"2015-08-08",0
"2015-08-09",0.0069
"2015-08-10",0
"2015-08-11",0.6561
"2015-08-12",0
"2015-08-13",0.2396
"2015-08-14",0.1073
"2015-08-15",0.9952
"2015-08-16",3.05
"2015-08-17",0
"2015-08-18",0.0076
"2015-08-19",0.0777
"2015-08-20",0
"2015-08-21",1.236
"2015-08-22",2.8977
"2015-08-23",5.9057
"2015-08-24",0
"2015-08-25",2.3538
"2015-08-26",2.1168
"2015-08-27",0.4481
"2015-08-28",0.1521
"2015-08-29",0
"2015-08-30",0
"2015-08-31",5.8961
"2015-09-01",15.4537
"2015-09-02",3.1364
"2015-09-03",1.0365
"2015-09-04",16.5831
"2015-09-05",15.4099
"2015-09-06",15.9943
"2015-09-07",2.188
"2015-09-08",0.0968
"2015-09-09",0
"2015-09-10",6.1466
"2015-09-11",0
"2015-09-12",0
"2015-09-13",0
"2015-09-14",3.6718
"2015-09-15",0.2396
"2015-09-16",0
"2015-09-17",0
"2015-09-18",0.5382
"2015-09-19",1.2068
"2015-09-20",3.0731
"2015-09-21",2.2939
"2015-09-22",0
"2015-09-23",2.5396
"2015-09-24",3.0605
"2015-09-25",0.0439
"2015-09-26",9.77
"2015-09-27",16.442
"2015-09-28",11.7177
"2015-09-29",13.0135
"2015-09-30",10.4919
"2015-10-01",3.0485
"2015-10-02",0.5218
"2015-10-03",0
"2015-10-04",9.5052
"2015-10-05",21.2705
"2015-10-06",5.6071
"2015-10-07",6.3696
"2015-10-08",0
"2015-10-09",0
"2015-10-10",0
"2015-10-11",13.7456
"2015-10-12",4.2963
"2015-10-13",2.2329
"2015-10-14",1.2779
"2015-10-15",0
"2015-10-16",0
"2015-10-17",0.5785
"2015-10-18",5.5481
"2015-10-19",0
"2015-10-20",0.777
"2015-10-21",2.0565
"2015-10-22",0.3054
"2015-10-23",9.6487
"2015-10-24",13.322
"2015-10-25",15.7268
"2015-10-26",13.2195
"2015-10-27",32.246
"2015-10-28",17.1328
"2015-10-29",21.9374
"2015-10-30",14.8847
"2015-10-31",19.3727
"2015-11-01",34.4323
"2015-11-02",14.7129
"2015-11-03",19.6404
"2015-11-04",3.7621
"2015-11-05",29.033
"2015-11-06",28.3738
"2015-11-07",21.4829
"2015-11-08",38.8402
"2015-11-09",25.9795
"2015-11-10",0
"2015-11-11",19.0297
"2015-11-12",5.3643
"2015-11-13",55.2097
"2015-11-14",74.4403
"2015-11-15",86.4878
"2015-11-16",11.1992
"2015-11-17",28.9326
"2015-11-18",47.4742
"2015-11-19",11.9041
"2015-11-20",0.7224
"2015-11-21",15.0247
"2015-11-22",29.9689
"2015-11-23",0
"2015-11-24",0
"2015-11-25",0
"2015-11-26",0
"2015-11-27",2.0624
"2015-11-28",25.8353
"2015-11-29",43.8031
"2015-11-30",33.2283
"2015-12-01",15.5395
"2015-12-02",27.2347
"2015-12-03",1.6253
"2015-12-04",17.5483
"2015-12-05",17.7231
"2015-12-06",8.1294
"2015-12-07",38.8093
"2015-12-08",38.7881
"2015-12-09",0.1169
"2015-12-10",8.4137
"2015-12-11",43.0393
"2015-12-12",0
"2015-12-13",0
"2015-12-14",7.6129
"2015-12-15",0
"2015-12-16",0
"2015-12-17",2.404
"2015-12-18",0.0056
"2015-12-19",1.2021
"2015-12-20",0
"2015-12-21",0
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0
"2015-12-27",24.5084
"2015-12-28",7.479
"2015-12-29",49.9131
"2015-12-30",0
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0
"2016-01-05",0
"2016-01-06",1.8667
"2016-01-07",0
"2016-01-08",0
"2016-01-09",0
"2016-01-10",0
"2016-01-11",1.2704
"2016-01-12",0
"2016-01-13",0
"2016-01-14",0
"2016-01-15",0.61
"2016-01-16",0.0791
"2016-01-17",2.3216
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",0.1935
"2016-01-24",5.063
"2016-01-25",0
"2016-01-26",5.139
"2016-01-27",0.0089
"2016-01-28",0
"2016-01-29",0.0778
"2016-01-30",0.6738
"2016-01-31",7.7475
"2016-02-01",0.4554
"2016-02-02",0
"2016-02-03",0
"2016-02-04",0.8649
"2016-02-05",4.7693
"2016-02-06",0.088
"2016-02-07",0
"2016-02-08",0
"2016-02-09",0
"2016-02-10",0.0148
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",0
"2016-02-16",0
"2016-02-17",15.8685
"2016-02-18",0.0119
"2016-02-19",0
"2016-02-20",0
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",0
"2016-02-26",0
"2016-02-27",0
"2016-02-28",0
"2016-02-29",0
"2016-03-01",0
"2016-03-02",0
"2016-03-03",0
"2016-03-04",0
"2016-03-05",0
"2016-03-06",0
"2016-03-07",0
"2016-03-08",0
"2016-03-09",0
"2016-03-10",0
"2016-03-11",0
"2016-03-12",0
"2016-03-13",1.1797
"2016-03-14",0
"2016-03-15",0
"2016-03-16",0
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",0
"2016-03-22",0.0077
"2016-03-23",0.3423
"2016-03-24",0
"2016-03-25",0
"2016-03-26",0
"2016-03-27",0
"2016-03-28",11.3892
"2016-03-29",0.3303
"2016-03-30",0
"2016-03-31",0.0434
"2016-04-01",0
"2016-04-02",0
"2016-04-03",0.0615
"2016-04-04",0
"2016-04-05",0.5293
"2016-04-06",4.3731
"2016-04-07",2.1797
"2016-04-08",0.1111
"2016-04-09",0.8461
"2016-04-10",0.7138
"2016-04-11",0
"2016-04-12",1.0271
"2016-04-13",0
"2016-04-14",0
"2016-04-15",2.0674
"2016-04-16",1.2204
"2016-04-17",0.0657
"2016-04-18",2.2058
"2016-04-19",4.1005
"2016-04-20",0.4563
"2016-04-21",2.6827
"2016-04-22",0
"2016-04-23",0
"2016-04-24",0
"2016-04-25",0
"2016-04-26",6.1631
"2016-04-27",0.7721
"2016-04-28",1.6337
"2016-04-29",1.1372
"2016-04-30",5.1375
"2016-05-01",3.6948
"2016-05-02",2.4746
"2016-05-03",6.8066
"2016-05-04",7.2675
"2016-05-05",2.6431
"2016-05-06",8.4309
"2016-05-07",8.3175
"2016-05-08",9.684
"2016-05-09",5.0852
"2016-05-10",6.8915
"2016-05-11",9.404
"2016-05-12",11.8807
"2016-05-13",3.2567
"2016-05-14",23.6347
"2016-05-15",49.8404
"2016-05-16",38.2678
"2016-05-17",30.7021
"2016-05-18",0.7019
"2016-05-19",0.0097
"2016-05-20",0.1185
"2016-05-21",0
"2016-05-22",0
"2016-05-23",0.0172
"2016-05-24",0
"2016-05-25",0
"2016-05-26",0
"2016-05-27",0
"2016-05-28",0
"2016-05-29",0
"2016-05-30",0
"2016-05-31",0
"2016-06-01",0
"2016-06-02",0
"2016-06-03",0
"2016-06-04",0
"2016-06-05",0
"2016-06-06",0
"2016-06-07",0
"2016-06-08",0.0022
"2016-06-09",0.1666
"2016-06-10",0.0237
"2016-06-11",0
"2016-06-12",0
"2016-06-13",0
"2016-06-14",0
"2016-06-15",0
"2016-06-16",0
"2016-06-17",0
"2016-06-18",0
"2016-06-19",0
"2016-06-20",0
"2016-06-21",0.0057
"2016-06-22",0.0223
"2016-06-23",0.0424
"2016-06-24",0.0212
"2016-06-25",0.018
"2016-06-26",0
"2016-06-27",0.141
"2016-06-28",1.0663
"2016-06-29",0.6393
"2016-06-30",0
"2016-07-01",0.0864
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",0.7599
"2016-07-08",0
"2016-07-09",0.0282
"2016-07-10",0
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",0.1291
"2016-07-15",0.0359
"2016-07-16",0.706
"2016-07-17",4.2234
"2016-07-18",0
"2016-07-19",0
"2016-07-20",1.0008
"2016-07-21",1.22
"2016-07-22",0.007
"2016-07-23",5.0272
"2016-07-24",1.1762
"2016-07-25",2.4315
"2016-07-26",0.7849
"2016-07-27",2.8181
"2016-07-28",1.7331
"2016-07-29",6.2939
"2016-07-30",0.6002
"2016-07-31",0
"2016-08-01",0
"2016-08-02",2.3706
"2016-08-03",0.0335
"2016-08-04",0
"2016-08-05",0
"2016-08-06",0
"2016-08-07",0
"2016-08-08",0.0946
"2016-08-09",0.3304
"2016-08-10",0.091
"2016-08-11",0
"2016-08-12",1.2662
"2016-08-13",0.4142
"2016-08-14",0
"2016-08-15",0
"2016-08-16",0.2741
"2016-08-17",0
"2016-08-18",0
"2016-08-19",0
"2016-08-20",0.0275
"2016-08-21",0.8301
"2016-08-22",2.644
"2016-08-23",3.0032
"2016-08-24",0
"2016-08-25",2.0061
"2016-08-26",9.3553
"2016-08-27",3.1835
"2016-08-28",3.1534
"2016-08-29",1.3691
"2016-08-30",3.3898
"2016-08-31",0.3445
"2016-09-01",0.2215
"2016-09-02",0
"2016-09-03",3.4795
"2016-09-04",0.0066
"2016-09-05",0
"2016-09-06",0
"2016-09-07",3.2081
"2016-09-08",0
"2016-09-09",0
"2016-09-10",0
"2016-09-11",0
"2016-09-12",0
"2016-09-13",0.0485
"2016-09-14",0
"2016-09-15",3.4421
"2016-09-16",0
"2016-09-17",0.0042
"2016-09-18",0
"2016-09-19",0
"2016-09-20",1.6287
"2016-09-21",0.3462
"2016-09-22",0.0491
"2016-09-23",0
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0.1158
"2016-09-27",0.7981
"2016-09-28",0.2353
"2016-09-29",2.2976
"2016-09-30",0
"2016-10-01",0
"2016-10-02",0.5067
"2016-10-03",0
"2016-10-04",0
"2016-10-05",1.7418
"2016-10-06",6.3535
"2016-10-07",0
"2016-10-08",0
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0.7959
"2016-10-13",0.5006
"2016-10-14",0.0083
"2016-10-15",0
"2016-10-16",0
"2016-10-17",0
"2016-10-18",0.9725
"2016-10-19",0.9707
"2016-10-20",5.186
"2016-10-21",1.8766
"2016-10-22",2.157
"2016-10-23",6.5634
"2016-10-24",8.0292
"2016-10-25",0
"2016-10-26",0.0207
"2016-10-27",0
"2016-10-28",4.4962
"2016-10-29",6.1598
"2016-10-30",15.0462
"2016-10-31",7.0034
"2016-11-01",7.4529
"2016-11-02",20.3526
"2016-11-03",14.515
"2016-11-04",11.9832
"2016-11-05",6.2959
"2016-11-06",9.651
"2016-11-07",0
"2016-11-08",0
"2016-11-09",0
"2016-11-10",0
"2016-11-11",0
"2016-11-12",0.6876
"2016-11-13",10.2977
"2016-11-14",10.7821
"2016-11-15",0
"2016-11-16",5.0387
"2016-11-17",24.5684
"2016-11-18",43.7593
"2016-11-19",18.3108
"2016-11-20",33.4408
"2016-11-21",29.5807
"2016-11-22",12.1706
"2016-11-23",0
