,"(mm) Precipitation (CHIRPS) at Kilinochchi, 2007-01-01 to 2025-12-31"
"2013-09-30",0
"2013-10-01",0
"2013-10-02",0.2346
"2013-10-03",0
"2013-10-04",0
"2013-10-05",0
"2013-10-06",0
"2013-10-07",0
"2013-10-08",0
"2013-10-09",5.8707
"2013-10-10",2.1059
"2013-10-11",0
"2013-10-12",0
"2013-10-13",0
"2013-10-14",4.318
"2013-10-15",0
"2013-10-16",2.9756
"2013-10-17",2.4206
"2013-10-18",10.8768
"2013-10-19",8.7276
"2013-10-20",14.2909
"2013-10-21",5.4942
"2013-10-22",0.2772
"2013-10-23",11.4202
"2013-10-24",0
"2013-10-25",0.8904
"2013-10-26",0.1051
"2013-10-27",0
"2013-10-28",0
"2013-10-29",3.3497
"2013-10-30",0
"2013-10-31",0.03
"2013-11-01",0
"2013-11-02",18.5201
"2013-11-03",1.3919
"2013-11-04",11.8882
"2013-11-05",0
"2013-11-06",0
"2013-11-07",3.0362
"2013-11-08",0
"2013-11-09",13.4945
"2013-11-10",10.8162
"2013-11-11",15.4045
"2013-11-12",0.5315
"2013-11-13",7.0211
"2013-11-14",7.5881
"2013-11-15",45.7904
"2013-11-16",0
"2013-11-17",0
"2013-11-18",1.4975
"2013-11-19",1.5028
"2013-11-20",0
"2013-11-21",0
"2013-11-22",0.0086
"2013-11-23",0.7949
"2013-11-24",14.3706
"2013-11-25",0
"2013-11-26",0
"2013-11-27",0
"2013-11-28",0.1658
"2013-11-29",10.9261
"2013-11-30",13.809
"2013-12-01",28.9667
"2013-12-02",37.6459
"2013-12-03",5.146
"2013-12-04",13.3284
"2013-12-05",26.2987
"2013-12-06",11.5608
"2013-12-07",20.3127
"2013-12-08",0
"2013-12-09",0
"2013-12-10",0
"2013-12-11",0
"2013-12-12",14.2169
"2013-12-13",0
"2013-12-14",0
"2013-12-15",0
"2013-12-16",0
"2013-12-17",0
"2013-12-18",0
"2013-12-19",0
"2013-12-20",0
"2013-12-21",0.2095
"2013-12-22",0
"2013-12-23",0.2928
"2013-12-24",0
"2013-12-25",4.9908
"2013-12-26",9.4184
"2013-12-27",0
"2013-12-28",0.0395
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",0
"2014-01-03",12.9422
"2014-01-04",23.1392
"2014-01-05",13.2568
"2014-01-06",63.8652
"2014-01-07",23.6212
"2014-01-08",26.5219
"2014-01-09",0
"2014-01-10",0
"2014-01-11",0
"2014-01-12",16.2416
"2014-01-13",1.8808
"2014-01-14",0
"2014-01-15",0
"2014-01-16",0
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0
"2014-01-30",0
"2014-01-31",0
"2014-02-01",5.589
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",1.0749
"2014-02-09",0
"2014-02-10",2.0024
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0
"2014-02-14",0.2131
"2014-02-15",0.4905
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0
"2014-02-19",4.1992
"2014-02-20",0
"2014-02-21",0
"2014-02-22",0
"2014-02-23",2.7952
"2014-02-24",1.1197
"2014-02-25",0
"2014-02-26",0
"2014-02-27",0
"2014-02-28",0
"2014-03-01",0
"2014-03-02",0
"2014-03-03",0
"2014-03-04",0
"2014-03-05",0
"2014-03-06",0
"2014-03-07",0
"2014-03-08",0
"2014-03-09",0.1924
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",0
"2014-03-15",0
"2014-03-16",0
"2014-03-17",0
"2014-03-18",0.0323
"2014-03-19",0
"2014-03-20",0
"2014-03-21",0
"2014-03-22",0
"2014-03-23",0
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",0
"2014-03-28",0
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",0
"2014-04-02",0.0144
"2014-04-03",0
"2014-04-04",0
"2014-04-05",0
"2014-04-06",2.4744
"2014-04-07",1.5827
"2014-04-08",9.094
"2014-04-09",0
"2014-04-10",8.8617
"2014-04-11",0
"2014-04-12",1.0614
"2014-04-13",0.2297
"2014-04-14",0.0533
"2014-04-15",0
"2014-04-16",0.7621
"2014-04-17",0.7966
"2014-04-18",1.4892
"2014-04-19",0
"2014-04-20",0.1426
"2014-04-21",3.5938
"2014-04-22",6.0276
"2014-04-23",1.5986
"2014-04-24",5.9051
"2014-04-25",0
"2014-04-26",2.2293
"2014-04-27",6.7069
"2014-04-28",6.5911
"2014-04-29",10.7335
"2014-04-30",5.7737
"2014-05-01",3.6766
"2014-05-02",6.0598
"2014-05-03",7.5305
"2014-05-04",5.3161
"2014-05-05",8.888
"2014-05-06",0.7234
"2014-05-07",0.9175
"2014-05-08",3.2343
"2014-05-09",1.0985
"2014-05-10",0.0416
"2014-05-11",0.4849
"2014-05-12",0.2348
"2014-05-13",0
"2014-05-14",0.0224
"2014-05-15",0
"2014-05-16",0
"2014-05-17",0
"2014-05-18",0.1169
"2014-05-19",0
"2014-05-20",0
"2014-05-21",0
"2014-05-22",0
"2014-05-23",0
"2014-05-24",0.3832
"2014-05-25",0.0003
"2014-05-26",0
"2014-05-27",0.7577
"2014-05-28",1.8506
"2014-05-29",0.1172
"2014-05-30",0
"2014-05-31",0
"2014-06-01",0
"2014-06-02",0
"2014-06-03",0.1433
"2014-06-04",0.001
"2014-06-05",0
"2014-06-06",0
"2014-06-07",0
"2014-06-08",0
"2014-06-09",0.0019
"2014-06-10",0
"2014-06-11",0
"2014-06-12",0
"2014-06-13",0
"2014-06-14",0
"2014-06-15",0
"2014-06-16",0
"2014-06-17",0
"2014-06-18",0
"2014-06-19",0
"2014-06-20",0
"2014-06-21",0
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",0
"2014-06-26",0
"2014-06-27",0
"2014-06-28",0
"2014-06-29",0
"2014-06-30",0
"2014-07-01",0
"2014-07-02",0
"2014-07-03",0
"2014-07-04",0
"2014-07-05",0
"2014-07-06",0
"2014-07-07",0
"2014-07-08",0
"2014-07-09",0
"2014-07-10",0.0011
"2014-07-11",0
"2014-07-12",0
"2014-07-13",0
"2014-07-14",0
"2014-07-15",0
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",0.0005
"2014-07-20",0
"2014-07-21",0
"2014-07-22",0
"2014-07-23",0
"2014-07-24",0
"2014-07-25",0
"2014-07-26",0.0077
"2014-07-27",0.0559
"2014-07-28",0.0385
"2014-07-29",0.0431
"2014-07-30",0
"2014-07-31",0
"2014-08-01",0
"2014-08-02",0
"2014-08-03",0
"2014-08-04",0
"2014-08-05",0.0753
"2014-08-06",0.0393
"2014-08-07",0.0604
"2014-08-08",0.1913
"2014-08-09",0.0795
"2014-08-10",0.0114
"2014-08-11",0.072
"2014-08-12",0
"2014-08-13",0
"2014-08-14",0.0722
"2014-08-15",0.1234
"2014-08-16",0.0084
"2014-08-17",0.267
"2014-08-18",0.5275
"2014-08-19",0.2232
"2014-08-20",0.0594
"2014-08-21",1.2962
"2014-08-22",0.8884
"2014-08-23",0.0931
"2014-08-24",0
"2014-08-25",0
"2014-08-26",0.1051
"2014-08-27",0.123
"2014-08-28",0
"2014-08-29",0
"2014-08-30",0
"2014-08-31",0
"2014-09-01",0
"2014-09-02",0
"2014-09-03",0
"2014-09-04",3.8083
"2014-09-05",1.2638
"2014-09-06",0.8726
"2014-09-07",0
"2014-09-08",0
"2014-09-09",0.0884
"2014-09-10",0
"2014-09-11",0
"2014-09-12",2.8458
"2014-09-13",1.0667
"2014-09-14",0.342
"2014-09-15",0
"2014-09-16",0.5801
"2014-09-17",0
"2014-09-18",1.0977
"2014-09-19",0.0582
"2014-09-20",0
"2014-09-21",0
"2014-09-22",0.4457
"2014-09-23",0.3724
"2014-09-24",1.5104
"2014-09-25",4.6568
"2014-09-26",17.0134
"2014-09-27",3.064
"2014-09-28",1.3661
"2014-09-29",1.8455
"2014-09-30",3.3742
"2014-10-01",1.949
"2014-10-02",3.0415
"2014-10-03",0
"2014-10-04",7.6481
"2014-10-05",2.7686
"2014-10-06",0
"2014-10-07",7.8283
"2014-10-08",15.7499
"2014-10-09",2.0531
"2014-10-10",4.699
"2014-10-11",0
"2014-10-12",0.2141
"2014-10-13",0
"2014-10-14",11.6366
"2014-10-15",11.873
"2014-10-16",0.9927
"2014-10-17",8.6613
"2014-10-18",16.1314
"2014-10-19",8.6519
"2014-10-20",7.2452
"2014-10-21",4.6749
"2014-10-22",4.8413
"2014-10-23",6.6763
"2014-10-24",5.1927
"2014-10-25",1.112
"2014-10-26",2.3619
"2014-10-27",1.9228
"2014-10-28",0
"2014-10-29",6.4853
"2014-10-30",26.2786
"2014-10-31",28.5676
"2014-11-01",0.2579
"2014-11-02",22.9812
"2014-11-03",22.0241
"2014-11-04",24.2144
"2014-11-05",0.0636
"2014-11-06",0.0161
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0
"2014-11-10",0
"2014-11-11",0
"2014-11-12",23.3055
"2014-11-13",12.3869
"2014-11-14",1.1509
"2014-11-15",0
"2014-11-16",4.6842
"2014-11-17",15.6915
"2014-11-18",44.9466
"2014-11-19",22.0123
"2014-11-20",10.21
"2014-11-21",16.7267
"2014-11-22",10.1643
"2014-11-23",0
"2014-11-24",15.7604
"2014-11-25",32.5044
"2014-11-26",50.231
"2014-11-27",42.5918
"2014-11-28",24.5487
"2014-11-29",29.4907
"2014-11-30",15.601
"2014-12-01",22.5348
"2014-12-02",2.5523
"2014-12-03",0.2413
"2014-12-04",0
"2014-12-05",0
"2014-12-06",0
"2014-12-07",1.7934
"2014-12-08",7.052
"2014-12-09",11.6358
"2014-12-10",1.7201
"2014-12-11",0.9275
"2014-12-12",11.5842
"2014-12-13",0
"2014-12-14",0
"2014-12-15",0
"2014-12-16",1.274
"2014-12-17",26.5419
"2014-12-18",3.0034
"2014-12-19",16.5626
"2014-12-20",49.1093
"2014-12-21",25.0996
"2014-12-22",38.7953
"2014-12-23",8.4771
"2014-12-24",12.0044
"2014-12-25",0.0324
"2014-12-26",47.8899
"2014-12-27",56.3552
"2014-12-28",26.0738
"2014-12-29",0.7811
"2014-12-30",0
"2014-12-31",0
"2015-01-01",0.7212
"2015-01-02",0
"2015-01-03",0
"2015-01-04",0
"2015-01-05",0
"2015-01-06",3.8109
"2015-01-07",0
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0
"2015-01-14",0.258
"2015-01-15",0
"2015-01-16",0
"2015-01-17",0.1034
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",0
"2015-01-24",0
"2015-01-25",0
"2015-01-26",0
"2015-01-27",0
"2015-01-28",3.907
"2015-01-29",0.8517
"2015-01-30",0
"2015-01-31",0
"2015-02-01",0.0112
"2015-02-02",0.925
"2015-02-03",6.5333
"2015-02-04",3.8043
"2015-02-05",12.0152
"2015-02-06",0
"2015-02-07",0
"2015-02-08",0
"2015-02-09",0.0563
"2015-02-10",0
"2015-02-11",0
"2015-02-12",0
"2015-02-13",0
"2015-02-14",0
"2015-02-15",0
"2015-02-16",0
"2015-02-17",0
"2015-02-18",0.9496
"2015-02-19",2.505
"2015-02-20",0.5749
"2015-02-21",0
"2015-02-22",0
"2015-02-23",0
"2015-02-24",0.4353
"2015-02-25",0
"2015-02-26",0.4207
"2015-02-27",0
"2015-02-28",0
"2015-03-01",0
"2015-03-02",0
"2015-03-03",0
"2015-03-04",15.1022
"2015-03-05",0
"2015-03-06",0
"2015-03-07",0
"2015-03-08",0
"2015-03-09",0
"2015-03-10",0
"2015-03-11",0
"2015-03-12",0
"2015-03-13",0
"2015-03-14",8.6895
"2015-03-15",13.4757
"2015-03-16",0
"2015-03-17",0
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",0
"2015-03-27",0
"2015-03-28",0
"2015-03-29",0.0723
"2015-03-30",0.2449
"2015-03-31",0
"2015-04-01",0.6552
"2015-04-02",4.4555
"2015-04-03",1.883
"2015-04-04",0.1857
"2015-04-05",0
"2015-04-06",0.5741
"2015-04-07",7.8192
"2015-04-08",6.6081
"2015-04-09",0
"2015-04-10",0.0929
"2015-04-11",6.4281
"2015-04-12",10.5582
"2015-04-13",21.6847
"2015-04-14",0.1592
"2015-04-15",4.2914
"2015-04-16",3.3002
"2015-04-17",0
"2015-04-18",0
"2015-04-19",0.3853
"2015-04-20",6.8263
"2015-04-21",12.2523
"2015-04-22",0
"2015-04-23",4.5252
"2015-04-24",6.1223
"2015-04-25",9.4751
"2015-04-26",4.8095
"2015-04-27",4.5928
"2015-04-28",0.8706
"2015-04-29",4.8194
"2015-04-30",4.3213
"2015-05-01",0.0253
"2015-05-02",1.6485
"2015-05-03",2.8818
"2015-05-04",0.7624
"2015-05-05",2.1446
"2015-05-06",0.3656
"2015-05-07",0.7555
"2015-05-08",0.7405
"2015-05-09",1.0981
"2015-05-10",4.1099
"2015-05-11",3.5266
"2015-05-12",6.617
"2015-05-13",3.8079
"2015-05-14",2.0614
"2015-05-15",5.0045
"2015-05-16",2.2999
"2015-05-17",2.7489
"2015-05-18",0
"2015-05-19",0
"2015-05-20",0
"2015-05-21",0
"2015-05-22",0
"2015-05-23",0
"2015-05-24",0
"2015-05-25",0
"2015-05-26",0
"2015-05-27",0
"2015-05-28",0.1908
"2015-05-29",0
"2015-05-30",0.0017
"2015-05-31",0
"2015-06-01",0.02
"2015-06-02",0.0046
"2015-06-03",0.6209
"2015-06-04",0.2317
"2015-06-05",0.1999
"2015-06-06",0.0486
"2015-06-07",0
"2015-06-08",0
"2015-06-09",0
"2015-06-10",0
"2015-06-11",0
"2015-06-12",0
"2015-06-13",0
"2015-06-14",0
"2015-06-15",0
"2015-06-16",0
"2015-06-17",0
"2015-06-18",0
"2015-06-19",0
"2015-06-20",0
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",0
"2015-06-27",0
"2015-06-28",0
"2015-06-29",0
"2015-06-30",0
"2015-07-01",0
"2015-07-02",0
"2015-07-03",0
"2015-07-04",0
"2015-07-05",0
"2015-07-06",0
"2015-07-07",0
"2015-07-08",0
"2015-07-09",0
"2015-07-10",0
"2015-07-11",0
"2015-07-12",0
"2015-07-13",0
"2015-07-14",0
"2015-07-15",0
"2015-07-16",0
"2015-07-17",0
"2015-07-18",0.0004
"2015-07-19",0
"2015-07-20",0
"2015-07-21",0.0048
"2015-07-22",0.0015
"2015-07-23",0.0006
"2015-07-24",0.0021
"2015-07-25",0
"2015-07-26",0.0135
"2015-07-27",0.013
"2015-07-28",0.0148
"2015-07-29",0.0523
"2015-07-30",0
"2015-07-31",0
"2015-08-01",0
"2015-08-02",0.0017
"2015-08-03",0
"2015-08-04",0
"2015-08-05",0
"2015-08-06",0
"2015-08-07",0
"2015-08-08",0
"2015-08-09",0
"2015-08-10",0
"2015-08-11",0.0048
"2015-08-12",0
"2015-08-13",0
"2015-08-14",0
"2015-08-15",0.0239
"2015-08-16",0.1408
"2015-08-17",0.0232
"2015-08-18",0.0478
"2015-08-19",0.0036
"2015-08-20",0
"2015-08-21",0.5119
"2015-08-22",1.0246
"2015-08-23",0.713
"2015-08-24",0
"2015-08-25",0.0662
"2015-08-26",0.2547
"2015-08-27",0
"2015-08-28",0
"2015-08-29",0
"2015-08-30",0
"2015-08-31",1.3529
"2015-09-01",5.6352
"2015-09-02",3.0627
"2015-09-03",1.9036
"2015-09-04",10.1326
"2015-09-05",4.5121
"2015-09-06",3.8075
"2015-09-07",0.6961
"2015-09-08",0
"2015-09-09",0
"2015-09-10",3.014
"2015-09-11",0
"2015-09-12",0.1135
"2015-09-13",0
"2015-09-14",0.1068
"2015-09-15",0
"2015-09-16",0
"2015-09-17",0
"2015-09-18",0.3578
"2015-09-19",0.6538
"2015-09-20",2.2608
"2015-09-21",1.0025
"2015-09-22",0
"2015-09-23",1.8746
"2015-09-24",3.7518
"2015-09-25",0
"2015-09-26",8.5272
"2015-09-27",8.5696
"2015-09-28",8.82
"2015-09-29",11.1444
"2015-09-30",5.547
"2015-10-01",1.8281
"2015-10-02",3.6629
"2015-10-03",0.9244
"2015-10-04",14.9868
"2015-10-05",16.9664
"2015-10-06",6.1849
"2015-10-07",3.3426
"2015-10-08",0
"2015-10-09",0
"2015-10-10",0
"2015-10-11",4.1143
"2015-10-12",8.1389
"2015-10-13",1.9245
"2015-10-14",1.357
"2015-10-15",0
"2015-10-16",0
"2015-10-17",0.2551
"2015-10-18",8.6448
"2015-10-19",0
"2015-10-20",0
"2015-10-21",1.5781
"2015-10-22",0
"2015-10-23",7.8303
"2015-10-24",7.6252
"2015-10-25",15.0761
"2015-10-26",12.725
"2015-10-27",27.4321
"2015-10-28",10.2127
"2015-10-29",11.5369
"2015-10-30",6.7976
"2015-10-31",22.1985
"2015-11-01",55.2571
"2015-11-02",2.0227
"2015-11-03",16.8797
"2015-11-04",1.4212
"2015-11-05",16.5591
"2015-11-06",30.3798
"2015-11-07",20.8111
"2015-11-08",36.9442
"2015-11-09",35.4971
"2015-11-10",1.7129
"2015-11-11",24.8297
"2015-11-12",2.3833
"2015-11-13",51.0656
"2015-11-14",66.9381
"2015-11-15",71.1982
"2015-11-16",26.5309
"2015-11-17",14.6641
"2015-11-18",43.9096
"2015-11-19",10.8396
"2015-11-20",0
"2015-11-21",10.0388
"2015-11-22",29.3707
"2015-11-23",0.0828
"2015-11-24",0
"2015-11-25",0
"2015-11-26",0
"2015-11-27",0.2118
"2015-11-28",19.6463
"2015-11-29",38.0996
"2015-11-30",35.2863
"2015-12-01",23.6646
"2015-12-02",23.7129
"2015-12-03",0.0882
"2015-12-04",20.3115
"2015-12-05",22.4001
"2015-12-06",15.2124
"2015-12-07",47.9547
"2015-12-08",24.6323
"2015-12-09",0
"2015-12-10",6.7156
"2015-12-11",29.4181
"2015-12-12",0
"2015-12-13",0
"2015-12-14",7.1596
"2015-12-15",0
"2015-12-16",0
"2015-12-17",0.7361
"2015-12-18",0
"2015-12-19",0.1515
"2015-12-20",0
"2015-12-21",0
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0
"2015-12-27",1.6283
"2015-12-28",49.1444
"2015-12-29",33.3705
"2015-12-30",0
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0
"2016-01-05",0
"2016-01-06",3.9444
"2016-01-07",0
"2016-01-08",0
"2016-01-09",0
"2016-01-10",0
"2016-01-11",1.7604
"2016-01-12",0
"2016-01-13",0
"2016-01-14",0
"2016-01-15",0.0339
"2016-01-16",0
"2016-01-17",4.0515
"2016-01-18",0.3171
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",0
"2016-01-24",0.8913
"2016-01-25",0
"2016-01-26",1.546
"2016-01-27",3.5569
"2016-01-28",0
"2016-01-29",0.2345
"2016-01-30",0.2345
"2016-01-31",1.0168
"2016-02-01",1.7116
"2016-02-02",0.055
"2016-02-03",0
"2016-02-04",0
"2016-02-05",9.8904
"2016-02-06",0
"2016-02-07",0
"2016-02-08",0
"2016-02-09",0
"2016-02-10",0
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",0
"2016-02-16",0
"2016-02-17",11.5176
"2016-02-18",0
"2016-02-19",0
"2016-02-20",0
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",0
"2016-02-26",0
"2016-02-27",0
"2016-02-28",0
"2016-02-29",0
"2016-03-01",0
"2016-03-02",0
"2016-03-03",0
"2016-03-04",0
"2016-03-05",0
"2016-03-06",0
"2016-03-07",0
"2016-03-08",0
"2016-03-09",0
"2016-03-10",0
"2016-03-11",0
"2016-03-12",0
"2016-03-13",0
"2016-03-14",0.0083
"2016-03-15",0.0353
"2016-03-16",0
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",0
"2016-03-22",0.0222
"2016-03-23",0.6511
"2016-03-24",0
"2016-03-25",0
"2016-03-26",0
"2016-03-27",0
"2016-03-28",6.071
"2016-03-29",2.575
"2016-03-30",0
"2016-03-31",0
"2016-04-01",0
"2016-04-02",0
"2016-04-03",0
"2016-04-04",0
"2016-04-05",0.0161
"2016-04-06",1.1001
"2016-04-07",2.1522
"2016-04-08",0.3534
"2016-04-09",1.237
"2016-04-10",0.7487
"2016-04-11",1.0711
"2016-04-12",0.7827
"2016-04-13",0
"2016-04-14",0
"2016-04-15",0.8165
"2016-04-16",0.643
"2016-04-17",0.0143
"2016-04-18",0.0222
"2016-04-19",3.4903
"2016-04-20",0.0733
"2016-04-21",1.7805
"2016-04-22",0
"2016-04-23",0
"2016-04-24",0
"2016-04-25",0
"2016-04-26",2.5694
"2016-04-27",0.1703
"2016-04-28",0.1084
"2016-04-29",0.7636
"2016-04-30",3.1589
"2016-05-01",0.03
"2016-05-02",0
"2016-05-03",1.0957
"2016-05-04",2.1812
"2016-05-05",2.1648
"2016-05-06",3.0949
"2016-05-07",3.9479
"2016-05-08",3.7019
"2016-05-09",1.9332
"2016-05-10",3.5066
"2016-05-11",4.2401
"2016-05-12",2.0927
"2016-05-13",0.3164
"2016-05-14",6.4162
"2016-05-15",16.1672
"2016-05-16",10.863
"2016-05-17",9.809
"2016-05-18",0.3114
"2016-05-19",0
"2016-05-20",0
"2016-05-21",0
"2016-05-22",0
"2016-05-23",0
"2016-05-24",0
"2016-05-25",0
"2016-05-26",0
"2016-05-27",0
"2016-05-28",0
"2016-05-29",0
"2016-05-30",0
"2016-05-31",0
"2016-06-01",0.0113
"2016-06-02",0
"2016-06-03",0
"2016-06-04",0.0054
"2016-06-05",0.0366
"2016-06-06",0
"2016-06-07",0
"2016-06-08",0
"2016-06-09",0.2878
"2016-06-10",0.0195
"2016-06-11",0
"2016-06-12",0
"2016-06-13",0
"2016-06-14",0
"2016-06-15",0
"2016-06-16",0
"2016-06-17",0
"2016-06-18",0
"2016-06-19",0
"2016-06-20",0
"2016-06-21",0
"2016-06-22",0
"2016-06-23",0
"2016-06-24",0
"2016-06-25",0
"2016-06-26",0
"2016-06-27",0
"2016-06-28",0.0003
"2016-06-29",0
"2016-06-30",0
"2016-07-01",0
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",0
"2016-07-08",0
"2016-07-09",0
"2016-07-10",0
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",0
"2016-07-15",0
"2016-07-16",0
"2016-07-17",0.0014
"2016-07-18",0
"2016-07-19",0
"2016-07-20",0
"2016-07-21",0.0075
"2016-07-22",0
"2016-07-23",0.0141
"2016-07-24",0.0011
"2016-07-25",0.0062
"2016-07-26",0.0375
"2016-07-27",0.0731
"2016-07-28",0.0294
"2016-07-29",0.0279
"2016-07-30",0.0005
"2016-07-31",0
"2016-08-01",0
"2016-08-02",0
"2016-08-03",0
"2016-08-04",0.003
"2016-08-05",0
"2016-08-06",0
"2016-08-07",0
"2016-08-08",0
"2016-08-09",0
"2016-08-10",0
"2016-08-11",0
"2016-08-12",0
"2016-08-13",0.0445
"2016-08-14",0
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0.013
"2016-08-18",0
"2016-08-19",0
"2016-08-20",0
"2016-08-21",0.1994
"2016-08-22",0.1399
"2016-08-23",0.4372
"2016-08-24",0
"2016-08-25",0.2398
"2016-08-26",2.103
"2016-08-27",2.4845
"2016-08-28",0.7929
"2016-08-29",0.6729
"2016-08-30",0.2011
"2016-08-31",0.3509
"2016-09-01",0.4384
"2016-09-02",0
"2016-09-03",2.0444
"2016-09-04",0
"2016-09-05",0
"2016-09-06",0
"2016-09-07",1.4567
"2016-09-08",0
"2016-09-09",0
"2016-09-10",0
"2016-09-11",0.0064
"2016-09-12",0
"2016-09-13",0
"2016-09-14",0
"2016-09-15",0.4928
"2016-09-16",0
"2016-09-17",0.367
"2016-09-18",0
"2016-09-19",0.0336
"2016-09-20",0.0861
"2016-09-21",1.3976
"2016-09-22",0
"2016-09-23",0
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0.5182
"2016-09-27",1.3886
"2016-09-28",1.2052
"2016-09-29",0
"2016-09-30",0.44
"2016-10-01",0
"2016-10-02",0.2069
"2016-10-03",0
"2016-10-04",0
"2016-10-05",0
"2016-10-06",0.4085
"2016-10-07",0
"2016-10-08",0
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0
"2016-10-13",0
"2016-10-14",0
"2016-10-15",0
"2016-10-16",0
"2016-10-17",0
"2016-10-18",0.0939
"2016-10-19",0.6396
"2016-10-20",7.4826
"2016-10-21",4.5449
"2016-10-22",4.5213
"2016-10-23",3.6106
"2016-10-24",3.6244
"2016-10-25",0.1057
"2016-10-26",0
"2016-10-27",0
"2016-10-28",0
"2016-10-29",2.3046
"2016-10-30",4.4509
"2016-10-31",11.3416
"2016-11-01",13.0932
"2016-11-02",31.731
"2016-11-03",16.6025
"2016-11-04",1.8291
"2016-11-05",4.7183
"2016-11-06",7.4501
"2016-11-07",0
"2016-11-08",0
"2016-11-09",0
"2016-11-10",0
"2016-11-11",0
"2016-11-12",0
"2016-11-13",9.6572
"2016-11-14",10.2345
"2016-11-15",0
"2016-11-16",5.5134
"2016-11-17",24.439
"2016-11-18",39.1984
"2016-11-19",30.5036
"2016-11-20",28.603
"2016-11-21",22.6854
"2016-11-22",11.9993
"2016-11-23",0
"2016-11-24",0
"2016-11-25",0
"2016-11-26",0
"2016-11-27",2.9538
"2016-11-28",0.2573
"2016-11-29",6.7846
"2016-11-30",26.4046
"2016-12-01",2.5168
"2016-12-02",0
"2016-12-03",0
"2016-12-04",0
"2016-12-05",0
"2016-12-06",0
"2016-12-07",0
"2016-12-08",0.0488
"2016-12-09",9.2638
"2016-12-10",0.8603
"2016-12-11",0
"2016-12-12",0
"2016-12-13",0
"2016-12-14",0
"2016-12-15",0
"2016-12-16",0
"2016-12-17",0.2061
"2016-12-18",0
"2016-12-19",7.0665
"2016-12-20",0
"2016-12-21",0
"2016-12-22",0
"2016-12-23",0
"2016-12-24",0
"2016-12-25",0
"2016-12-26",0.5657
"2016-12-27",52.2144
"2016-12-28",0
"2016-12-29",0
"2016-12-30",0
"2016-12-31",0
"2017-01-01",0
"2017-01-02",0
"2017-01-03",0
"2017-01-04",0
"2017-01-05",0
"2017-01-06",0
"2017-01-07",0
"2017-01-08",0
"2017-01-09",0
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",0
"2017-01-19",0
"2017-01-20",0
"2017-01-21",7.1011
"2017-01-22",0
"2017-01-23",1.6669
"2017-01-24",60.5328
"2017-01-25",7.9524
"2017-01-26",15.4565
"2017-01-27",57.3122
"2017-01-28",0
"2017-01-29",0
"2017-01-30",0
"2017-01-31",0
"2017-02-01",0
"2017-02-02",0
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",0
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",3.1109
"2017-02-14",0.7061
