,"(mm) Precipitation (CHIRPS) at Jaffna, 2007-01-01 to 2025-12-31"
"2013-10-22",11.4143
"2013-10-23",23.3108
"2013-10-24",0
"2013-10-25",2.0507
"2013-10-26",0
"2013-10-27",0
"2013-10-28",0
"2013-10-29",0
"2013-10-30",0.0237
"2013-10-31",0
"2013-11-01",0
"2013-11-02",35.2433
"2013-11-03",9.2738
"2013-11-04",18.3159
"2013-11-05",0
"2013-11-06",0.5093
"2013-11-07",0.8614
"2013-11-08",0
"2013-11-09",0.7115
"2013-11-10",26.5095
"2013-11-11",16.2424
"2013-11-12",0.2855
"2013-11-13",5.248
"2013-11-14",5.0001
"2013-11-15",49.5277
"2013-11-16",0
"2013-11-17",0
"2013-11-18",0.3189
"2013-11-19",0.0582
"2013-11-20",0
"2013-11-21",0
"2013-11-22",0
"2013-11-23",0
"2013-11-24",14.6934
"2013-11-25",0
"2013-11-26",0
"2013-11-27",0
"2013-11-28",1.0177
"2013-11-29",4.6497
"2013-11-30",18.3412
"2013-12-01",30.6922
"2013-12-02",33.4131
"2013-12-03",2.2456
"2013-12-04",27.5541
"2013-12-05",16.2756
"2013-12-06",13.2522
"2013-12-07",17.5799
"2013-12-08",0
"2013-12-09",0
"2013-12-10",0
"2013-12-11",0
"2013-12-12",19.2781
"2013-12-13",0
"2013-12-14",0
"2013-12-15",0
"2013-12-16",0.0171
"2013-12-17",0
"2013-12-18",0
"2013-12-19",0
"2013-12-20",0
"2013-12-21",0
"2013-12-22",0
"2013-12-23",0.9047
"2013-12-24",0
"2013-12-25",1.2561
"2013-12-26",14.6385
"2013-12-27",0
"2013-12-28",0.2105
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",0
"2014-01-03",6.1932
"2014-01-04",15.4501
"2014-01-05",16.0324
"2014-01-06",44.5753
"2014-01-07",22.4826
"2014-01-08",27.2199
"2014-01-09",0
"2014-01-10",0
"2014-01-11",0
"2014-01-12",2.601
"2014-01-13",0.0532
"2014-01-14",0
"2014-01-15",0
"2014-01-16",0
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0
"2014-01-30",0
"2014-01-31",0
"2014-02-01",4.0398
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",0
"2014-02-09",0
"2014-02-10",0.2101
"2014-02-11",0
"2014-02-12",0.0539
"2014-02-13",0
"2014-02-14",0
"2014-02-15",3.4987
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0
"2014-02-19",0.4549
"2014-02-20",0
"2014-02-21",0
"2014-02-22",0
"2014-02-23",1.7542
"2014-02-24",3.6442
"2014-02-25",0
"2014-02-26",0
"2014-02-27",0.0168
"2014-02-28",0
"2014-03-01",0
"2014-03-02",0
"2014-03-03",0
"2014-03-04",0
"2014-03-05",0
"2014-03-06",0
"2014-03-07",0
"2014-03-08",0
"2014-03-09",0.525
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",0
"2014-03-15",0
"2014-03-16",0
"2014-03-17",0.0051
"2014-03-18",0.0007
"2014-03-19",0.3752
"2014-03-20",0
"2014-03-21",0
"2014-03-22",0
"2014-03-23",0
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",0.0395
"2014-03-28",0
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",0
"2014-04-02",0
"2014-04-03",0
"2014-04-04",0
"2014-04-05",0
"2014-04-06",2.6267
"2014-04-07",1.0153
"2014-04-08",4.6635
"2014-04-09",0
"2014-04-10",5.2541
"2014-04-11",0
"2014-04-12",0.0601
"2014-04-13",0
"2014-04-14",0
"2014-04-15",0
"2014-04-16",0
"2014-04-17",0.0754
"2014-04-18",0
"2014-04-19",0
"2014-04-20",0
"2014-04-21",0.3315
"2014-04-22",5.1218
"2014-04-23",2.0483
"2014-04-24",3.8737
"2014-04-25",0
"2014-04-26",0.0308
"2014-04-27",4.9461
"2014-04-28",4.9648
"2014-04-29",8.5126
"2014-04-30",2.596
"2014-05-01",3.6576
"2014-05-02",3.2752
"2014-05-03",8.4734
"2014-05-04",9.1979
"2014-05-05",11.5742
"2014-05-06",1.6288
"2014-05-07",4.9345
"2014-05-08",6.5317
"2014-05-09",0.2463
"2014-05-10",0
"2014-05-11",1.1191
"2014-05-12",0
"2014-05-13",0
"2014-05-14",0
"2014-05-15",0
"2014-05-16",0
"2014-05-17",0
"2014-05-18",0.1784
"2014-05-19",0
"2014-05-20",0
"2014-05-21",0
"2014-05-22",0
"2014-05-23",0.5869
"2014-05-24",1.6265
"2014-05-25",0.1086
"2014-05-26",0
"2014-05-27",1.5202
"2014-05-28",4.882
"2014-05-29",0
"2014-05-30",0
"2014-05-31",0
"2014-06-01",0
"2014-06-02",0
"2014-06-03",0.8539
"2014-06-04",0
"2014-06-05",0
"2014-06-06",0
"2014-06-07",0
"2014-06-08",0
"2014-06-09",0.0869
"2014-06-10",0
"2014-06-11",0
"2014-06-12",0
"2014-06-13",0
"2014-06-14",0
"2014-06-15",0
"2014-06-16",0
"2014-06-17",0
"2014-06-18",0
"2014-06-19",0
"2014-06-20",0
"2014-06-21",0
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",0
"2014-06-26",0
"2014-06-27",0
"2014-06-28",0
"2014-06-29",0
"2014-06-30",0
"2014-07-01",0
"2014-07-02",0
"2014-07-03",0
"2014-07-04",0
"2014-07-05",0
"2014-07-06",0
"2014-07-07",0
"2014-07-08",0
"2014-07-09",0
"2014-07-10",0
"2014-07-11",0
"2014-07-12",0
"2014-07-13",0
"2014-07-14",0
"2014-07-15",0
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",0
"2014-07-20",0
"2014-07-21",0
"2014-07-22",0
"2014-07-23",0
"2014-07-24",0
"2014-07-25",0
"2014-07-26",0
"2014-07-27",0.3208
"2014-07-28",0.0924
"2014-07-29",0.444
"2014-07-30",0.006
"2014-07-31",0
"2014-08-01",0
"2014-08-02",0.7732
"2014-08-03",0.0999
"2014-08-04",0
"2014-08-05",0.3728
"2014-08-06",0.8568
"2014-08-07",0.1298
"2014-08-08",1.2349
"2014-08-09",0.0006
"2014-08-10",0.4059
"2014-08-11",0
"2014-08-12",0
"2014-08-13",1.025
"2014-08-14",0.0002
"2014-08-15",0.0319
"2014-08-16",0.3208
"2014-08-17",1.8062
"2014-08-18",2.4262
"2014-08-19",1.1353
"2014-08-20",0.0528
"2014-08-21",1.5413
"2014-08-22",3.4545
"2014-08-23",0.3357
"2014-08-24",0
"2014-08-25",0
"2014-08-26",0.3301
"2014-08-27",0.0005
"2014-08-28",0.0452
"2014-08-29",0.0032
"2014-08-30",0
"2014-08-31",0
"2014-09-01",0
"2014-09-02",0
"2014-09-03",0
"2014-09-04",3.0488
"2014-09-05",1.9066
"2014-09-06",0.2275
"2014-09-07",0
"2014-09-08",0
"2014-09-09",0
"2014-09-10",0
"2014-09-11",0.0053
"2014-09-12",0.7264
"2014-09-13",0.0514
"2014-09-14",0
"2014-09-15",0
"2014-09-16",1.762
"2014-09-17",0
"2014-09-18",2.6793
"2014-09-19",0.0998
"2014-09-20",0
"2014-09-21",0
"2014-09-22",0.007
"2014-09-23",0.1852
"2014-09-24",0.0991
"2014-09-25",1.6947
"2014-09-26",5.7469
"2014-09-27",1.9362
"2014-09-28",0.9254
"2014-09-29",0
"2014-09-30",2.9063
"2014-10-01",1.2223
"2014-10-02",2.2752
"2014-10-03",1.0694
"2014-10-04",0.6962
"2014-10-05",0.5749
"2014-10-06",0
"2014-10-07",16.6911
"2014-10-08",9.5642
"2014-10-09",1.0318
"2014-10-10",10.8058
"2014-10-11",0.8991
"2014-10-12",0
"2014-10-13",0
"2014-10-14",16.1214
"2014-10-15",7.7222
"2014-10-16",1.0352
"2014-10-17",11.0785
"2014-10-18",27.0748
"2014-10-19",17.3869
"2014-10-20",14.4953
"2014-10-21",5.3478
"2014-10-22",5.1249
"2014-10-23",6.3223
"2014-10-24",2.4298
"2014-10-25",0.1409
"2014-10-26",0
"2014-10-27",0
"2014-10-28",0
"2014-10-29",1.5694
"2014-10-30",30.9301
"2014-10-31",29.0351
"2014-11-01",0.6156
"2014-11-02",20.6965
"2014-11-03",15.337
"2014-11-04",22.8783
"2014-11-05",0.0642
"2014-11-06",1.1308
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0
"2014-11-10",0
"2014-11-11",0
"2014-11-12",38.2466
"2014-11-13",20.1844
"2014-11-14",6.3432
"2014-11-15",0
"2014-11-16",2.968
"2014-11-17",21.0343
"2014-11-18",49.6598
"2014-11-19",21.3786
"2014-11-20",3.7621
"2014-11-21",11.4967
"2014-11-22",14.748
"2014-11-23",0.9545
"2014-11-24",15.3147
"2014-11-25",32.1446
"2014-11-26",41.8258
"2014-11-27",49.8105
"2014-11-28",24.5595
"2014-11-29",25.3515
"2014-11-30",21.973
"2014-12-01",23.8964
"2014-12-02",12.2958
"2014-12-03",0.5059
"2014-12-04",0
"2014-12-05",0
"2014-12-06",0
"2014-12-07",0.833
"2014-12-08",3.2214
"2014-12-09",3.1213
"2014-12-10",0.16
"2014-12-11",0.5985
"2014-12-12",0.9044
"2014-12-13",0
"2014-12-14",0
"2014-12-15",0
"2014-12-16",0.292
"2014-12-17",15.4659
"2014-12-18",1.0603
"2014-12-19",10.1079
"2014-12-20",53.1924
"2014-12-21",21.5014
"2014-12-22",36.7281
"2014-12-23",2.9464
"2014-12-24",10.7827
"2014-12-25",0.5009
"2014-12-26",43.1427
"2014-12-27",48.4487
"2014-12-28",13.699
"2014-12-29",2.3873
"2014-12-30",0
"2014-12-31",0
"2015-01-01",3.0768
"2015-01-02",0
"2015-01-03",0
"2015-01-04",0
"2015-01-05",0
"2015-01-06",0.1922
"2015-01-07",0
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0
"2015-01-14",0.6425
"2015-01-15",0
"2015-01-16",0
"2015-01-17",2.4668
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",0
"2015-01-24",0
"2015-01-25",0
"2015-01-26",0
"2015-01-27",0
"2015-01-28",2.151
"2015-01-29",1.2987
"2015-01-30",0
"2015-01-31",0
"2015-02-01",0.0771
"2015-02-02",6.0582
"2015-02-03",2.7234
"2015-02-04",3.0879
"2015-02-05",1.0863
"2015-02-06",0
"2015-02-07",0
"2015-02-08",0
"2015-02-09",0
"2015-02-10",0
"2015-02-11",0
"2015-02-12",0
"2015-02-13",0
"2015-02-14",0
"2015-02-15",0
"2015-02-16",0.0477
"2015-02-17",0
"2015-02-18",4.3011
"2015-02-19",0.6989
"2015-02-20",1.9813
"2015-02-21",0
"2015-02-22",0
"2015-02-23",0
"2015-02-24",0.1774
"2015-02-25",0.0496
"2015-02-26",0
"2015-02-27",0
"2015-02-28",0
"2015-03-01",0
"2015-03-02",0
"2015-03-03",0
"2015-03-04",7.49
"2015-03-05",0
"2015-03-06",0
"2015-03-07",0
"2015-03-08",0
"2015-03-09",0
"2015-03-10",0
"2015-03-11",0
"2015-03-12",0
"2015-03-13",0
"2015-03-14",8.1229
"2015-03-15",11.2536
"2015-03-16",0
"2015-03-17",0
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",0
"2015-03-27",0
"2015-03-28",0.4962
"2015-03-29",0
"2015-03-30",0
"2015-03-31",0.3343
"2015-04-01",0
"2015-04-02",2.9834
"2015-04-03",0.2872
"2015-04-04",0
"2015-04-05",0
"2015-04-06",0
"2015-04-07",7.6753
"2015-04-08",7.1366
"2015-04-09",0
"2015-04-10",0.0197
"2015-04-11",0.1797
"2015-04-12",2.4338
"2015-04-13",23.6175
"2015-04-14",0
"2015-04-15",5.1977
"2015-04-16",7.1842
"2015-04-17",0
"2015-04-18",0.0407
"2015-04-19",0
"2015-04-20",6.2439
"2015-04-21",13.7183
"2015-04-22",0
"2015-04-23",0.3307
"2015-04-24",2.9678
"2015-04-25",7.2714
"2015-04-26",4.6914
"2015-04-27",4.1189
"2015-04-28",0
"2015-04-29",2.1498
"2015-04-30",0.6838
"2015-05-01",0
"2015-05-02",1.3699
"2015-05-03",1.9936
"2015-05-04",0.3872
"2015-05-05",0.4777
"2015-05-06",0.1349
"2015-05-07",0.041
"2015-05-08",0.1011
"2015-05-09",0.4912
"2015-05-10",5.6784
"2015-05-11",4.4037
"2015-05-12",14.0168
"2015-05-13",7.468
"2015-05-14",6.782
"2015-05-15",6.9851
"2015-05-16",3.5205
"2015-05-17",17.0099
"2015-05-18",2.0075
"2015-05-19",0
"2015-05-20",0
"2015-05-21",0
"2015-05-22",0
"2015-05-23",0
"2015-05-24",0
"2015-05-25",0
"2015-05-26",0
"2015-05-27",0
"2015-05-28",0.9622
"2015-05-29",0
"2015-05-30",1.0312
"2015-05-31",0
"2015-06-01",0.0204
"2015-06-02",0.0144
"2015-06-03",1.282
"2015-06-04",0.0449
"2015-06-05",0.1401
"2015-06-06",0.0467
"2015-06-07",0
"2015-06-08",0
"2015-06-09",0
"2015-06-10",0
"2015-06-11",0
"2015-06-12",0
"2015-06-13",0
"2015-06-14",0
"2015-06-15",0
"2015-06-16",0
"2015-06-17",0
"2015-06-18",0
"2015-06-19",0
"2015-06-20",0
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",0
"2015-06-27",0
"2015-06-28",0
"2015-06-29",0
"2015-06-30",0
"2015-07-01",0
"2015-07-02",0
"2015-07-03",0
"2015-07-04",0
"2015-07-05",0
"2015-07-06",0
"2015-07-07",0
"2015-07-08",0
"2015-07-09",0
"2015-07-10",0
"2015-07-11",0
"2015-07-12",0
"2015-07-13",0
"2015-07-14",0
"2015-07-15",0
"2015-07-16",0
"2015-07-17",0
"2015-07-18",0
"2015-07-19",0
"2015-07-20",0
"2015-07-21",0.0192
"2015-07-22",0.0009
"2015-07-23",0.002
"2015-07-24",0
"2015-07-25",0
"2015-07-26",0.0094
"2015-07-27",0
"2015-07-28",0.1311
"2015-07-29",0.158
"2015-07-30",0
"2015-07-31",0
"2015-08-01",0
"2015-08-02",0.6552
"2015-08-03",0
"2015-08-04",0
"2015-08-05",0
"2015-08-06",0
"2015-08-07",0
"2015-08-08",0
"2015-08-09",0
"2015-08-10",0
"2015-08-11",0
"2015-08-12",0
"2015-08-13",0
"2015-08-14",0
"2015-08-15",0
"2015-08-16",0
"2015-08-17",0
"2015-08-18",0.8084
"2015-08-19",0
"2015-08-20",0
"2015-08-21",2.3935
"2015-08-22",5.9592
"2015-08-23",2.2749
"2015-08-24",0
"2015-08-25",0
"2015-08-26",0.0454
"2015-08-27",0
"2015-08-28",0
"2015-08-29",0
"2015-08-30",0
"2015-08-31",0.1841
"2015-09-01",0.2573
"2015-09-02",1.2026
"2015-09-03",1.5401
"2015-09-04",6.4924
"2015-09-05",1.8433
"2015-09-06",0.9965
"2015-09-07",2.2759
"2015-09-08",0
"2015-09-09",0
"2015-09-10",1.0761
"2015-09-11",0
"2015-09-12",0
"2015-09-13",0
"2015-09-14",0.02
"2015-09-15",0.0318
"2015-09-16",0
"2015-09-17",0.0789
"2015-09-18",0.5089
"2015-09-19",1.468
"2015-09-20",1.1564
"2015-09-21",0
"2015-09-22",0
"2015-09-23",0.0503
"2015-09-24",3.9519
"2015-09-25",0
"2015-09-26",4.2952
"2015-09-27",7.5244
"2015-09-28",7.1419
"2015-09-29",13.7435
"2015-09-30",6.9523
"2015-10-01",5.6512
"2015-10-02",1.4604
"2015-10-03",6.2982
"2015-10-04",22.2338
"2015-10-05",16.2906
"2015-10-06",7.6958
"2015-10-07",0.4729
"2015-10-08",0
"2015-10-09",0
"2015-10-10",0
"2015-10-11",1.9847
"2015-10-12",0.0868
"2015-10-13",0.4708
"2015-10-14",0.0142
"2015-10-15",0
"2015-10-16",0
"2015-10-17",1.3044
"2015-10-18",14.2699
"2015-10-19",0
"2015-10-20",0.0525
"2015-10-21",0.1454
"2015-10-22",0.328
"2015-10-23",2.385
"2015-10-24",7.0485
"2015-10-25",19.1883
"2015-10-26",14.9346
"2015-10-27",21.4206
"2015-10-28",11.852
"2015-10-29",13.1536
"2015-10-30",22.5211
"2015-10-31",16.169
"2015-11-01",50.5903
"2015-11-02",0.1101
"2015-11-03",8.8712
"2015-11-04",3.2512
"2015-11-05",27.6607
"2015-11-06",23.7625
"2015-11-07",24.0059
"2015-11-08",61.2245
"2015-11-09",42.5473
"2015-11-10",25.4733
"2015-11-11",31.1741
"2015-11-12",1.4609
"2015-11-13",41.109
"2015-11-14",82.232
"2015-11-15",73.3574
"2015-11-16",33.4282
"2015-11-17",0.5793
"2015-11-18",30.1063
"2015-11-19",6.7212
"2015-11-20",0
"2015-11-21",9.1163
"2015-11-22",22.6853
"2015-11-23",0.3541
"2015-11-24",0
"2015-11-25",0
"2015-11-26",0
"2015-11-27",0.201
"2015-11-28",24.9653
"2015-11-29",35.5681
"2015-11-30",38.7103
"2015-12-01",25.9688
"2015-12-02",28.8326
"2015-12-03",5.8233
"2015-12-04",30.7973
"2015-12-05",17.2477
"2015-12-06",4.2318
"2015-12-07",38.9923
"2015-12-08",38.0613
"2015-12-09",0.0006
"2015-12-10",3.795
"2015-12-11",16.0544
"2015-12-12",0
"2015-12-13",0
"2015-12-14",3.305
"2015-12-15",0
"2015-12-16",0
"2015-12-17",6.5519
"2015-12-18",0.2537
"2015-12-19",0.1025
"2015-12-20",0
"2015-12-21",0
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0
"2015-12-27",9.9651
"2015-12-28",52.0155
"2015-12-29",39.0672
"2015-12-30",0
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0
"2016-01-05",0
"2016-01-06",3.3675
"2016-01-07",0
"2016-01-08",0
"2016-01-09",0
"2016-01-10",0
"2016-01-11",0
"2016-01-12",0
"2016-01-13",0
"2016-01-14",0
"2016-01-15",0
"2016-01-16",0
"2016-01-17",0.8743
"2016-01-18",4.118
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",0
"2016-01-24",0.2334
"2016-01-25",0
"2016-01-26",2.3143
"2016-01-27",6.7977
"2016-01-28",0
"2016-01-29",0
"2016-01-30",0
"2016-01-31",0
"2016-02-01",8.55
"2016-02-02",0.1454
"2016-02-03",0
"2016-02-04",0
"2016-02-05",8.33
"2016-02-06",0.8918
"2016-02-07",0
"2016-02-08",0
"2016-02-09",0
"2016-02-10",0
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",0
"2016-02-16",0
"2016-02-17",1.3444
"2016-02-18",0
"2016-02-19",0
"2016-02-20",0
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",0
"2016-02-26",0
"2016-02-27",0
"2016-02-28",0
"2016-02-29",0
"2016-03-01",0
"2016-03-02",0
"2016-03-03",0
"2016-03-04",0
"2016-03-05",0
"2016-03-06",0
"2016-03-07",0
"2016-03-08",0
"2016-03-09",0
"2016-03-10",0
"2016-03-11",0
"2016-03-12",0
"2016-03-13",0
"2016-03-14",0.0189
"2016-03-15",0.0388
"2016-03-16",0
"2016-03-17",0.1138
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",0.2298
"2016-03-22",0
"2016-03-23",0.0851
"2016-03-24",0
"2016-03-25",0
"2016-03-26",0
"2016-03-27",0
"2016-03-28",2.9478
"2016-03-29",0.3284
"2016-03-30",0
"2016-03-31",0
"2016-04-01",0
"2016-04-02",0
"2016-04-03",0
"2016-04-04",0
"2016-04-05",0.0083
"2016-04-06",0.2077
"2016-04-07",0.2299
"2016-04-08",0
"2016-04-09",2.045
"2016-04-10",0
"2016-04-11",0.3808
"2016-04-12",1.1868
"2016-04-13",0
"2016-04-14",0
"2016-04-15",0.2518
"2016-04-16",0.3673
"2016-04-17",0
"2016-04-18",0
"2016-04-19",0.2462
"2016-04-20",0
"2016-04-21",0
"2016-04-22",0
"2016-04-23",0
"2016-04-24",0
"2016-04-25",0
"2016-04-26",2.4585
"2016-04-27",0.0591
"2016-04-28",0
"2016-04-29",0.0642
"2016-04-30",1.3127
"2016-05-01",0
"2016-05-02",0
"2016-05-03",0.0898
"2016-05-04",0.1844
"2016-05-05",0.4265
"2016-05-06",3.7625
"2016-05-07",4.4972
"2016-05-08",2.9203
"2016-05-09",0.069
"2016-05-10",7.2379
"2016-05-11",5.863
"2016-05-12",3.2703
"2016-05-13",3.45
"2016-05-14",9.8188
"2016-05-15",28.6755
"2016-05-16",20.547
"2016-05-17",16.2781
"2016-05-18",7.5249
"2016-05-19",0.0221
"2016-05-20",0.4787
"2016-05-21",0
"2016-05-22",0
"2016-05-23",0.0204
"2016-05-24",0
"2016-05-25",0
"2016-05-26",0
"2016-05-27",0
"2016-05-28",0
"2016-05-29",0
"2016-05-30",0
"2016-05-31",0
"2016-06-01",0.0006
"2016-06-02",0
"2016-06-03",0
"2016-06-04",0.0979
"2016-06-05",1.2683
"2016-06-06",0
"2016-06-07",0
"2016-06-08",0
"2016-06-09",0.0699
"2016-06-10",0.0005
"2016-06-11",0
"2016-06-12",0
"2016-06-13",0
"2016-06-14",0
"2016-06-15",0
"2016-06-16",0
"2016-06-17",0
"2016-06-18",0
"2016-06-19",0
"2016-06-20",0
"2016-06-21",0
"2016-06-22",0
"2016-06-23",0
"2016-06-24",0
"2016-06-25",0
"2016-06-26",0
"2016-06-27",0
"2016-06-28",0
"2016-06-29",0
"2016-06-30",0
"2016-07-01",0
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",0
"2016-07-08",0
"2016-07-09",0
"2016-07-10",0
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",0
"2016-07-15",0
"2016-07-16",0
"2016-07-17",0
"2016-07-18",0
"2016-07-19",0
"2016-07-20",0
"2016-07-21",0.0409
"2016-07-22",0.0031
"2016-07-23",0.0553
"2016-07-24",0
"2016-07-25",0.0078
"2016-07-26",0.1177
"2016-07-27",0.2359
"2016-07-28",0.0009
"2016-07-29",0.0789
"2016-07-30",0.0789
"2016-07-31",0.0679
"2016-08-01",0
"2016-08-02",0
"2016-08-03",0.1748
"2016-08-04",0.0707
"2016-08-05",0
"2016-08-06",0
"2016-08-07",0
"2016-08-08",0
"2016-08-09",0
"2016-08-10",0
"2016-08-11",0
"2016-08-12",0
"2016-08-13",0
"2016-08-14",0
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0.0084
"2016-08-18",0
"2016-08-19",0
"2016-08-20",0
"2016-08-21",0
"2016-08-22",0
"2016-08-23",0.2123
"2016-08-24",0
"2016-08-25",0.2756
"2016-08-26",4.012
"2016-08-27",7.4266
"2016-08-28",0.2939
"2016-08-29",0.0006
"2016-08-30",0.2169
"2016-08-31",0.0727
"2016-09-01",0.7919
"2016-09-02",0
"2016-09-03",2.1003
"2016-09-04",0
"2016-09-05",0
"2016-09-06",0
"2016-09-07",0.4599
"2016-09-08",0
"2016-09-09",0
"2016-09-10",0
"2016-09-11",0.1661
"2016-09-12",0
"2016-09-13",0
"2016-09-14",0
"2016-09-15",0
"2016-09-16",0
"2016-09-17",0.1727
"2016-09-18",0
"2016-09-19",0.2674
"2016-09-20",0
"2016-09-21",1.1685
"2016-09-22",0
"2016-09-23",0
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",0.436
"2016-09-28",0.22
"2016-09-29",0
"2016-09-30",2.0348
"2016-10-01",0
"2016-10-02",0
"2016-10-03",0
"2016-10-04",0
"2016-10-05",0
"2016-10-06",0
"2016-10-07",0
"2016-10-08",0
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0
"2016-10-13",0
"2016-10-14",0
"2016-10-15",0
"2016-10-16",0
"2016-10-17",0
"2016-10-18",0
"2016-10-19",2.2212
"2016-10-20",5.1905
"2016-10-21",10.1043
"2016-10-22",1.0094
"2016-10-23",1.8209
"2016-10-24",2.6734
"2016-10-25",0.4013
"2016-10-26",0
"2016-10-27",0
"2016-10-28",0
"2016-10-29",0.3503
"2016-10-30",0.5625
"2016-10-31",8.7675
"2016-11-01",16.7913
"2016-11-02",43.4965
"2016-11-03",6.4852
"2016-11-04",3.5134
"2016-11-05",1.9725
"2016-11-06",6.0111
"2016-11-07",0
"2016-11-08",0
"2016-11-09",0
"2016-11-10",0
"2016-11-11",0
"2016-11-12",0.1636
"2016-11-13",5.8612
"2016-11-14",14.5986
"2016-11-15",0
"2016-11-16",12.3027
"2016-11-17",31.3293
"2016-11-18",43.3803
"2016-11-19",35.4844
"2016-11-20",40.108
"2016-11-21",11.2597
"2016-11-22",26.7853
"2016-11-23",0
"2016-11-24",0
"2016-11-25",0
"2016-11-26",0
"2016-11-27",2.0068
"2016-11-28",0.3038
"2016-11-29",10.5357
"2016-11-30",24.7609
"2016-12-01",3.2077
"2016-12-02",0
"2016-12-03",0
"2016-12-04",0
"2016-12-05",0
"2016-12-06",0
"2016-12-07",0
"2016-12-08",0.0471
"2016-12-09",5.7135
"2016-12-10",1.6124
"2016-12-11",0
"2016-12-12",0
"2016-12-13",0
"2016-12-14",0
"2016-12-15",0
"2016-12-16",0
"2016-12-17",0
"2016-12-18",0
"2016-12-19",6.4626
"2016-12-20",0
"2016-12-21",0
"2016-12-22",0
"2016-12-23",0
"2016-12-24",0
"2016-12-25",0
"2016-12-26",0.1605
"2016-12-27",54.895
"2016-12-28",0
"2016-12-29",0
"2016-12-30",0
"2016-12-31",0
"2017-01-01",0
"2017-01-02",0
"2017-01-03",0
"2017-01-04",0
"2017-01-05",0
"2017-01-06",0
"2017-01-07",0
"2017-01-08",0
"2017-01-09",0
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",0
"2017-01-19",0
"2017-01-20",0
"2017-01-21",21.8311
"2017-01-22",0
"2017-01-23",5.5927
"2017-01-24",31.4085
"2017-01-25",14.5324
"2017-01-26",0.0408
"2017-01-27",56.0609
"2017-01-28",0
"2017-01-29",0
"2017-01-30",0
"2017-01-31",0
"2017-02-01",0
"2017-02-02",0
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",0
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",0.0593
"2017-02-14",0
"2017-02-15",0
"2017-02-16",0.9379
"2017-02-17",0
"2017-02-18",0.2924
"2017-02-19",6.9595
"2017-02-20",3.1199
"2017-02-21",0.0363
"2017-02-22",0
"2017-02-23",0
"2017-02-24",0
"2017-02-25",0
"2017-02-26",0.2998
"2017-02-27",7.1213
"2017-02-28",0.2219
"2017-03-01",5.0528
"2017-03-02",4.9619
"2017-03-03",11.9142
"2017-03-04",4.7409
"2017-03-05",0
"2017-03-06",5.1687
"2017-03-07",8.3646
"2017-03-08",0
"2017-03-09",0.246
"2017-03-10",0.5108
"2017-03-11",0.7614
"2017-03-12",0.9601
"2017-03-13",3.7317
"2017-03-14",3.7438
"2017-03-15",0.1317
"2017-03-16",0
