,"(mm) Precipitation (CHIRPS) at Mannar, 2007-01-01 to 2025-12-31"
"2013-08-27",4.525
"2013-08-28",5.3991
"2013-08-29",3.5438
"2013-08-30",0.0754
"2013-08-31",6.9585
"2013-09-01",1.5995
"2013-09-02",8.314
"2013-09-03",0
"2013-09-04",6.5476
"2013-09-05",6.2707
"2013-09-06",22.6604
"2013-09-07",28.4424
"2013-09-08",5.2339
"2013-09-09",12.3466
"2013-09-10",19.5511
"2013-09-11",0.721
"2013-09-12",3.7492
"2013-09-13",0.2332
"2013-09-14",3.1945
"2013-09-15",0
"2013-09-16",0
"2013-09-17",0
"2013-09-18",0.0716
"2013-09-19",0
"2013-09-20",0
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0
"2013-09-29",0
"2013-09-30",0
"2013-10-01",0
"2013-10-02",0
"2013-10-03",0
"2013-10-04",0
"2013-10-05",0
"2013-10-06",0
"2013-10-07",0
"2013-10-08",0
"2013-10-09",0.7783
"2013-10-10",3.0168
"2013-10-11",0
"2013-10-12",0
"2013-10-13",0
"2013-10-14",10.0575
"2013-10-15",0.6217
"2013-10-16",12.8666
"2013-10-17",5.4756
"2013-10-18",15.6817
"2013-10-19",13.3894
"2013-10-20",9.6365
"2013-10-21",0.7051
"2013-10-22",0
"2013-10-23",1.0414
"2013-10-24",0
"2013-10-25",0
"2013-10-26",0
"2013-10-27",0
"2013-10-28",0
"2013-10-29",2.9433
"2013-10-30",3.671
"2013-10-31",5.0765
"2013-11-01",4.3328
"2013-11-02",1.7059
"2013-11-03",5.9477
"2013-11-04",14.1138
"2013-11-05",0.2789
"2013-11-06",12.6679
"2013-11-07",0
"2013-11-08",0
"2013-11-09",0.1762
"2013-11-10",13.5326
"2013-11-11",15.7419
"2013-11-12",5.9734
"2013-11-13",9.9028
"2013-11-14",7.3991
"2013-11-15",24.764
"2013-11-16",0
"2013-11-17",9.3567
"2013-11-18",12.5594
"2013-11-19",23.3731
"2013-11-20",0
"2013-11-21",0.0522
"2013-11-22",2.3804
"2013-11-23",10.6785
"2013-11-24",2.7815
"2013-11-25",0.3605
"2013-11-26",15.9576
"2013-11-27",0
"2013-11-28",7.4727
"2013-11-29",10.9332
"2013-11-30",16.5835
"2013-12-01",30.036
"2013-12-02",22.4445
"2013-12-03",4.902
"2013-12-04",3.6523
"2013-12-05",12.8571
"2013-12-06",0
"2013-12-07",12.6524
"2013-12-08",0
"2013-12-09",0
"2013-12-10",0
"2013-12-11",0
"2013-12-12",11.9183
"2013-12-13",0
"2013-12-14",0
"2013-12-15",0
"2013-12-16",0.444
"2013-12-17",0.0435
"2013-12-18",0
"2013-12-19",0
"2013-12-20",0
"2013-12-21",0
"2013-12-22",0
"2013-12-23",0.0382
"2013-12-24",0
"2013-12-25",3.971
"2013-12-26",1.4863
"2013-12-27",0
"2013-12-28",0.1395
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",0
"2014-01-03",1.0956
"2014-01-04",15.3662
"2014-01-05",8.0449
"2014-01-06",44.4509
"2014-01-07",39.1581
"2014-01-08",3.1575
"2014-01-09",0
"2014-01-10",0
"2014-01-11",0
"2014-01-12",10.8875
"2014-01-13",7.2385
"2014-01-14",0
"2014-01-15",0.1323
"2014-01-16",0
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0
"2014-01-30",0
"2014-01-31",0
"2014-02-01",1.4587
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",0
"2014-02-09",3.7966
"2014-02-10",0
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0.326
"2014-02-14",3.9846
"2014-02-15",0
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0
"2014-02-19",0.5113
"2014-02-20",0
"2014-02-21",0
"2014-02-22",0
"2014-02-23",5.7308
"2014-02-24",0.3996
"2014-02-25",0
"2014-02-26",0
"2014-02-27",0
"2014-02-28",0
"2014-03-01",0
"2014-03-02",0
"2014-03-03",0
"2014-03-04",0
"2014-03-05",0
"2014-03-06",0
"2014-03-07",0.0618
"2014-03-08",0.0108
"2014-03-09",3.9467
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",0.0013
"2014-03-15",0
"2014-03-16",0
"2014-03-17",0
"2014-03-18",1.1349
"2014-03-19",3.0715
"2014-03-20",0
"2014-03-21",0
"2014-03-22",0
"2014-03-23",0
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",0
"2014-03-28",0
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",0
"2014-04-02",1.2382
"2014-04-03",0
"2014-04-04",0.4372
"2014-04-05",4.7238
"2014-04-06",4.1153
"2014-04-07",7.2743
"2014-04-08",12.8127
"2014-04-09",0
"2014-04-10",10.6376
"2014-04-11",0
"2014-04-12",0
"2014-04-13",0.1516
"2014-04-14",1.2688
"2014-04-15",0.0136
"2014-04-16",0.4259
"2014-04-17",0
"2014-04-18",2.7261
"2014-04-19",0
"2014-04-20",1.5244
"2014-04-21",4.9519
"2014-04-22",10.3246
"2014-04-23",8.4295
"2014-04-24",6.6668
"2014-04-25",0.4376
"2014-04-26",7.187
"2014-04-27",9.5686
"2014-04-28",12.6448
"2014-04-29",19.2326
"2014-04-30",14.4254
"2014-05-01",7.2932
"2014-05-02",10.6724
"2014-05-03",19.634
"2014-05-04",14.335
"2014-05-05",18.3667
"2014-05-06",6.0329
"2014-05-07",4.0701
"2014-05-08",8.7465
"2014-05-09",4.8078
"2014-05-10",0
"2014-05-11",0.065
"2014-05-12",0.0783
"2014-05-13",0.0832
"2014-05-14",0
"2014-05-15",0
"2014-05-16",0
"2014-05-17",0
"2014-05-18",0.5694
"2014-05-19",0
"2014-05-20",0
"2014-05-21",0
"2014-05-22",0
"2014-05-23",0.0137
"2014-05-24",1.3145
"2014-05-25",0
"2014-05-26",0
"2014-05-27",0.5317
"2014-05-28",6.2331
"2014-05-29",3.0714
"2014-05-30",0
"2014-05-31",0.0488
"2014-06-01",0
"2014-06-02",0.0117
"2014-06-03",1.1388
"2014-06-04",0
"2014-06-05",0
"2014-06-06",0
"2014-06-07",0
"2014-06-08",0
"2014-06-09",0.0013
"2014-06-10",0
"2014-06-11",0
"2014-06-12",0
"2014-06-13",0
"2014-06-14",0
"2014-06-15",0
"2014-06-16",0
"2014-06-17",0
"2014-06-18",0
"2014-06-19",0
"2014-06-20",0
"2014-06-21",0
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",0.0003
"2014-06-26",0
"2014-06-27",0
"2014-06-28",0
"2014-06-29",0
"2014-06-30",0
"2014-07-01",0.0171
"2014-07-02",0
"2014-07-03",0.5233
"2014-07-04",0
"2014-07-05",0.7891
"2014-07-06",1.348
"2014-07-07",0.2845
"2014-07-08",0.058
"2014-07-09",0
"2014-07-10",0.0496
"2014-07-11",0
"2014-07-12",0.0087
"2014-07-13",0
"2014-07-14",0
"2014-07-15",0
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",0.1448
"2014-07-20",0
"2014-07-21",0
"2014-07-22",0
"2014-07-23",0
"2014-07-24",0
"2014-07-25",0
"2014-07-26",0.0207
"2014-07-27",1.2179
"2014-07-28",0.1018
"2014-07-29",0.047
"2014-07-30",0
"2014-07-31",0
"2014-08-01",0
"2014-08-02",0
"2014-08-03",0
"2014-08-04",0
"2014-08-05",0.4934
"2014-08-06",0.1527
"2014-08-07",0.9465
"2014-08-08",1.2571
"2014-08-09",0.8624
"2014-08-10",0.3265
"2014-08-11",0
"2014-08-12",0
"2014-08-13",0
"2014-08-14",0.0392
"2014-08-15",0.9386
"2014-08-16",2.0645
"2014-08-17",1.1713
"2014-08-18",1.9721
"2014-08-19",1.6464
"2014-08-20",1.7933
"2014-08-21",1.82
"2014-08-22",1.8671
"2014-08-23",0
"2014-08-24",0.2291
"2014-08-25",0
"2014-08-26",0
"2014-08-27",0.1388
"2014-08-28",0
"2014-08-29",0
"2014-08-30",0.0567
"2014-08-31",0
"2014-09-01",0
"2014-09-02",0.9657
"2014-09-03",0.5039
"2014-09-04",6.2619
"2014-09-05",0.3271
"2014-09-06",1.7342
"2014-09-07",0
"2014-09-08",0
"2014-09-09",0
"2014-09-10",0
"2014-09-11",5.175
"2014-09-12",2.2617
"2014-09-13",0.8545
"2014-09-14",0.5977
"2014-09-15",0
"2014-09-16",0.078
"2014-09-17",0
"2014-09-18",4.9376
"2014-09-19",0.1426
"2014-09-20",0
"2014-09-21",6.2748
"2014-09-22",0.327
"2014-09-23",6.9521
"2014-09-24",7.7118
"2014-09-25",18.7515
"2014-09-26",23.6625
"2014-09-27",15.8722
"2014-09-28",14.9676
"2014-09-29",11.1873
"2014-09-30",25.6833
"2014-10-01",16.0422
"2014-10-02",10.9363
"2014-10-03",1.8947
"2014-10-04",10.2407
"2014-10-05",7.0728
"2014-10-06",0
"2014-10-07",0.0328
"2014-10-08",7.9209
"2014-10-09",3.9049
"2014-10-10",6.8995
"2014-10-11",0
"2014-10-12",0
"2014-10-13",0
"2014-10-14",7.8291
"2014-10-15",12.2799
"2014-10-16",5.2105
"2014-10-17",10.4578
"2014-10-18",15.5776
"2014-10-19",6.3978
"2014-10-20",16.1705
"2014-10-21",4.3283
"2014-10-22",4.2502
"2014-10-23",6.9143
"2014-10-24",7.1491
"2014-10-25",6.3576
"2014-10-26",1.7361
"2014-10-27",0.3646
"2014-10-28",0.5373
"2014-10-29",3.0367
"2014-10-30",13.5217
"2014-10-31",30.0138
"2014-11-01",0
"2014-11-02",19.2019
"2014-11-03",25.3475
"2014-11-04",24.1247
"2014-11-05",0
"2014-11-06",0
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0
"2014-11-10",1.5723
"2014-11-11",1.5225
"2014-11-12",7.8449
"2014-11-13",13.3487
"2014-11-14",1.0625
"2014-11-15",0.6356
"2014-11-16",8.633
"2014-11-17",8.3276
"2014-11-18",29.4347
"2014-11-19",36.9193
"2014-11-20",11.5369
"2014-11-21",13.5212
"2014-11-22",11.4095
"2014-11-23",4.1454
"2014-11-24",14.3124
"2014-11-25",33.7018
"2014-11-26",65.2221
"2014-11-27",44.7153
"2014-11-28",12.9691
"2014-11-29",1.7074
"2014-11-30",1.8322
"2014-12-01",11.1072
"2014-12-02",5.7954
"2014-12-03",0.3789
"2014-12-04",0
"2014-12-05",0
"2014-12-06",1.1663
"2014-12-07",3.0859
"2014-12-08",17.8881
"2014-12-09",17.0855
"2014-12-10",5.8062
"2014-12-11",7.6107
"2014-12-12",12.1708
"2014-12-13",6.9102
"2014-12-14",0
"2014-12-15",0
"2014-12-16",5.3801
"2014-12-17",48.3473
"2014-12-18",14.252
"2014-12-19",17.4096
"2014-12-20",42.8408
"2014-12-21",33.3141
"2014-12-22",42.6077
"2014-12-23",16.4516
"2014-12-24",28.6274
"2014-12-25",2.3674
"2014-12-26",58.0875
"2014-12-27",37.2235
"2014-12-28",17.9806
"2014-12-29",0
"2014-12-30",0
"2014-12-31",0
"2015-01-01",0.0474
"2015-01-02",0
"2015-01-03",0
"2015-01-04",0
"2015-01-05",0
"2015-01-06",4.605
"2015-01-07",0
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0
"2015-01-14",2.5965
"2015-01-15",0
"2015-01-16",0
"2015-01-17",0.0843
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",0
"2015-01-24",0.2465
"2015-01-25",0
"2015-01-26",0
"2015-01-27",0
"2015-01-28",1.0744
"2015-01-29",0.3225
"2015-01-30",0
"2015-01-31",0
"2015-02-01",0
"2015-02-02",0.3762
"2015-02-03",0.2868
"2015-02-04",0.5635
"2015-02-05",11.9137
"2015-02-06",0
"2015-02-07",0
"2015-02-08",0
"2015-02-09",18.2661
"2015-02-10",0.2266
"2015-02-11",0
"2015-02-12",0
"2015-02-13",0
"2015-02-14",0
"2015-02-15",0
"2015-02-16",0.6829
"2015-02-17",0
"2015-02-18",0.1109
"2015-02-19",0.2615
"2015-02-20",0
"2015-02-21",0
"2015-02-22",0
"2015-02-23",0
"2015-02-24",0.4218
"2015-02-25",0.1566
"2015-02-26",2.8753
"2015-02-27",3.531
"2015-02-28",0
"2015-03-01",0.8259
"2015-03-02",1.3868
"2015-03-03",0
"2015-03-04",14.1792
"2015-03-05",0
"2015-03-06",0
"2015-03-07",0
"2015-03-08",0
"2015-03-09",0
"2015-03-10",0
"2015-03-11",0
"2015-03-12",0
"2015-03-13",5.5787
"2015-03-14",2.4162
"2015-03-15",12.8375
"2015-03-16",0
"2015-03-17",0
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",0
"2015-03-27",7.568
"2015-03-28",0
"2015-03-29",0
"2015-03-30",2.6563
"2015-03-31",9.9295
"2015-04-01",16.3898
"2015-04-02",12.6751
"2015-04-03",1.4539
"2015-04-04",0.1031
"2015-04-05",0
"2015-04-06",0
"2015-04-07",9.6576
"2015-04-08",4.509
"2015-04-09",0
"2015-04-10",5.1677
"2015-04-11",3.7318
"2015-04-12",10.3389
"2015-04-13",24.1343
"2015-04-14",1.3178
"2015-04-15",0.9448
"2015-04-16",2.7207
"2015-04-17",0.7922
"2015-04-18",0.6115
"2015-04-19",1.1071
"2015-04-20",11.0542
"2015-04-21",15.6052
"2015-04-22",0
"2015-04-23",4.3756
"2015-04-24",19.3255
"2015-04-25",13.6437
"2015-04-26",11.6544
"2015-04-27",7.0344
"2015-04-28",8.3423
"2015-04-29",7.4403
"2015-04-30",0.0278
"2015-05-01",0
"2015-05-02",1.1946
"2015-05-03",1.3436
"2015-05-04",1.011
"2015-05-05",2.1359
"2015-05-06",0.6002
"2015-05-07",3.6342
"2015-05-08",2.0534
"2015-05-09",5.0501
"2015-05-10",10.7782
"2015-05-11",10.4602
"2015-05-12",18.5433
"2015-05-13",18.5557
"2015-05-14",14.1186
"2015-05-15",6.1703
"2015-05-16",19.6867
"2015-05-17",11.2581
"2015-05-18",0
"2015-05-19",1.51
"2015-05-20",0
"2015-05-21",0
"2015-05-22",0
"2015-05-23",0
"2015-05-24",0
"2015-05-25",0.289
"2015-05-26",0
"2015-05-27",0
"2015-05-28",0.6501
"2015-05-29",0
"2015-05-30",0
"2015-05-31",0
"2015-06-01",0.3787
"2015-06-02",0.1119
"2015-06-03",1.5058
"2015-06-04",0.6583
"2015-06-05",1.1895
"2015-06-06",0.2024
"2015-06-07",0
"2015-06-08",0
"2015-06-09",0
"2015-06-10",0
"2015-06-11",0
"2015-06-12",0
"2015-06-13",0
"2015-06-14",0
"2015-06-15",0
"2015-06-16",0
"2015-06-17",0
"2015-06-18",0
"2015-06-19",0
"2015-06-20",0
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",0
"2015-06-27",0
"2015-06-28",0
"2015-06-29",0
"2015-06-30",0
"2015-07-01",0
"2015-07-02",0
"2015-07-03",0
"2015-07-04",0
"2015-07-05",0
"2015-07-06",0
"2015-07-07",0
"2015-07-08",0
"2015-07-09",0
"2015-07-10",0
"2015-07-11",0
"2015-07-12",0
"2015-07-13",0
"2015-07-14",0
"2015-07-15",0
"2015-07-16",0
"2015-07-17",0
"2015-07-18",0
"2015-07-19",0
"2015-07-20",0
"2015-07-21",0.2492
"2015-07-22",0.2225
"2015-07-23",0.0001
"2015-07-24",0.0282
"2015-07-25",0.1006
"2015-07-26",0
"2015-07-27",0.0004
"2015-07-28",0.5548
"2015-07-29",1.5023
"2015-07-30",0
"2015-07-31",0
"2015-08-01",0
"2015-08-02",1.1981
"2015-08-03",0
"2015-08-04",0
"2015-08-05",0
"2015-08-06",0
"2015-08-07",0
"2015-08-08",0
"2015-08-09",0
"2015-08-10",0.0485
"2015-08-11",0.2481
"2015-08-12",0
"2015-08-13",0
"2015-08-14",1.0811
"2015-08-15",1.7386
"2015-08-16",2.7107
"2015-08-17",0
"2015-08-18",0.6811
"2015-08-19",0
"2015-08-20",0
"2015-08-21",0.6176
"2015-08-22",2.1349
"2015-08-23",1.3221
"2015-08-24",0
"2015-08-25",0.0737
"2015-08-26",0.03
"2015-08-27",3.0711
"2015-08-28",0
"2015-08-29",0
"2015-08-30",0
"2015-08-31",3.4214
"2015-09-01",10.9539
"2015-09-02",24.4815
"2015-09-03",14.4314
"2015-09-04",18.3516
"2015-09-05",21.946
"2015-09-06",14.1846
"2015-09-07",1.6903
"2015-09-08",0
"2015-09-09",0
"2015-09-10",3.1617
"2015-09-11",0
"2015-09-12",0
"2015-09-13",0
"2015-09-14",1.8171
"2015-09-15",0.1285
"2015-09-16",0
"2015-09-17",0
"2015-09-18",0.2946
"2015-09-19",1.0103
"2015-09-20",2.6017
"2015-09-21",4.2364
"2015-09-22",0
"2015-09-23",8.3798
"2015-09-24",8.4176
"2015-09-25",1.2563
"2015-09-26",12.3312
"2015-09-27",16.6336
"2015-09-28",12.6826
"2015-09-29",17.7074
"2015-09-30",15.9057
"2015-10-01",0.1033
"2015-10-02",2.7976
"2015-10-03",0
"2015-10-04",3.2814
"2015-10-05",19.5665
"2015-10-06",1.5035
"2015-10-07",0.4364
"2015-10-08",0
"2015-10-09",0
"2015-10-10",0
"2015-10-11",16.2739
"2015-10-12",8.2775
"2015-10-13",8.5369
"2015-10-14",7.068
"2015-10-15",4.8675
"2015-10-16",0.517
"2015-10-17",5.5911
"2015-10-18",8.123
"2015-10-19",0.2837
"2015-10-20",7.9599
"2015-10-21",8.4667
"2015-10-22",5.2832
"2015-10-23",4.5793
"2015-10-24",8.9637
"2015-10-25",13.9346
"2015-10-26",7.8726
"2015-10-27",16.1641
"2015-10-28",2.0145
"2015-10-29",18.2168
"2015-10-30",11.3468
"2015-10-31",18.0306
"2015-11-01",44.9516
"2015-11-02",7.6084
"2015-11-03",3.1139
"2015-11-04",12.6507
"2015-11-05",4.5558
"2015-11-06",36.2789
"2015-11-07",21.1449
"2015-11-08",28.4175
"2015-11-09",11.0345
"2015-11-10",1.0706
"2015-11-11",9.6035
"2015-11-12",7.5328
"2015-11-13",44.9632
"2015-11-14",59.3907
"2015-11-15",60.1058
"2015-11-16",12.9866
"2015-11-17",29.5983
"2015-11-18",15.7728
"2015-11-19",17.3841
"2015-11-20",0
"2015-11-21",32.4086
"2015-11-22",9.1842
"2015-11-23",7.5236
"2015-11-24",0
"2015-11-25",0
"2015-11-26",0
"2015-11-27",0.1417
"2015-11-28",9.3798
"2015-11-29",33.256
"2015-11-30",13.4723
"2015-12-01",14.2841
"2015-12-02",26.2027
"2015-12-03",2.4996
"2015-12-04",7.8066
"2015-12-05",6.4217
"2015-12-06",2.9953
"2015-12-07",20.0699
"2015-12-08",20.2049
"2015-12-09",0.4194
"2015-12-10",11.369
"2015-12-11",13.93
"2015-12-12",0.0729
"2015-12-13",0.3806
"2015-12-14",15.3896
"2015-12-15",0
"2015-12-16",0
"2015-12-17",0.0861
"2015-12-18",0.2842
"2015-12-19",0.0904
"2015-12-20",0
"2015-12-21",0
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0
"2015-12-27",18.5198
"2015-12-28",6.9943
"2015-12-29",48.8211
"2015-12-30",0
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0
"2016-01-05",0
"2016-01-06",1.0615
"2016-01-07",0
"2016-01-08",0
"2016-01-09",0
"2016-01-10",0
"2016-01-11",2.1052
"2016-01-12",0
"2016-01-13",0
"2016-01-14",0
"2016-01-15",0
"2016-01-16",0
"2016-01-17",0
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",0.131
"2016-01-24",2.4557
"2016-01-25",0
"2016-01-26",6.8947
"2016-01-27",0
"2016-01-28",0
"2016-01-29",0
"2016-01-30",0
"2016-01-31",9.548
"2016-02-01",6.0395
"2016-02-02",0.1139
"2016-02-03",0
"2016-02-04",0.1265
"2016-02-05",7.1424
"2016-02-06",0
"2016-02-07",0
"2016-02-08",0
"2016-02-09",0
"2016-02-10",0
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",0
"2016-02-16",0
"2016-02-17",15.2984
"2016-02-18",0
"2016-02-19",0
"2016-02-20",0.0269
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",1.6087
"2016-02-26",0
"2016-02-27",0
"2016-02-28",0
"2016-02-29",0
"2016-03-01",0
"2016-03-02",0
"2016-03-03",0
"2016-03-04",0
"2016-03-05",0
"2016-03-06",0
"2016-03-07",0
"2016-03-08",0
"2016-03-09",0.0415
"2016-03-10",0
"2016-03-11",0
"2016-03-12",0
"2016-03-13",0.0217
"2016-03-14",0
"2016-03-15",0.449
"2016-03-16",0
"2016-03-17",0.0838
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",0
"2016-03-22",0
"2016-03-23",0.9371
"2016-03-24",0
"2016-03-25",0
"2016-03-26",0
"2016-03-27",0
"2016-03-28",5.4292
"2016-03-29",0.1669
"2016-03-30",0
"2016-03-31",0
"2016-04-01",0
"2016-04-02",0
"2016-04-03",0
"2016-04-04",0
"2016-04-05",0
"2016-04-06",2.3118
"2016-04-07",3.2839
"2016-04-08",1.1092
"2016-04-09",2.6021
"2016-04-10",3.6401
"2016-04-11",0
"2016-04-12",0.3304
"2016-04-13",0
"2016-04-14",0
"2016-04-15",0
"2016-04-16",0.9066
"2016-04-17",0
"2016-04-18",0.4
"2016-04-19",5.6677
"2016-04-20",3.1696
"2016-04-21",3.4079
"2016-04-22",0
"2016-04-23",0
"2016-04-24",0
"2016-04-25",0
"2016-04-26",5.5867
"2016-04-27",0.3293
"2016-04-28",0.1812
"2016-04-29",0.7385
"2016-04-30",4.4076
"2016-05-01",0
"2016-05-02",0
"2016-05-03",2.768
"2016-05-04",1.8726
"2016-05-05",7.811
"2016-05-06",8.72
"2016-05-07",9.5276
"2016-05-08",11.9325
"2016-05-09",7.684
"2016-05-10",11.6814
"2016-05-11",20.0428
"2016-05-12",8.9998
"2016-05-13",11.9546
"2016-05-14",19.3126
"2016-05-15",48.7942
"2016-05-16",40.0644
"2016-05-17",31.213
"2016-05-18",0.146
"2016-05-19",3.144
"2016-05-20",1.7661
"2016-05-21",0
"2016-05-22",0
"2016-05-23",0
"2016-05-24",0
"2016-05-25",0
"2016-05-26",0
"2016-05-27",0
"2016-05-28",0
"2016-05-29",0
"2016-05-30",0
"2016-05-31",0
"2016-06-01",0
"2016-06-02",0
"2016-06-03",0
"2016-06-04",0
"2016-06-05",0.0065
"2016-06-06",0
"2016-06-07",0.0127
"2016-06-08",0.0598
"2016-06-09",0.4337
"2016-06-10",0.1336
"2016-06-11",0
"2016-06-12",0
"2016-06-13",0
"2016-06-14",0
"2016-06-15",0
"2016-06-16",0
"2016-06-17",0
"2016-06-18",0
"2016-06-19",0
"2016-06-20",0
"2016-06-21",0.0003
"2016-06-22",0.0006
"2016-06-23",0.001
"2016-06-24",0.0006
"2016-06-25",0.0003
"2016-06-26",0
"2016-06-27",0
"2016-06-28",0.2107
"2016-06-29",0.1916
"2016-06-30",0.0031
"2016-07-01",0
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",0.0039
"2016-07-08",0
"2016-07-09",0
"2016-07-10",0
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",0.058
"2016-07-15",0.1853
"2016-07-16",0.1931
"2016-07-17",1.4528
"2016-07-18",0
"2016-07-19",0.0221
"2016-07-20",0.5212
"2016-07-21",0.4134
"2016-07-22",0
"2016-07-23",1.2112
"2016-07-24",0.4019
"2016-07-25",1.5436
"2016-07-26",1.2031
"2016-07-27",1.473
"2016-07-28",1.0108
"2016-07-29",1.4291
"2016-07-30",0.5233
"2016-07-31",0
"2016-08-01",0
"2016-08-02",0.306
"2016-08-03",0.0089
"2016-08-04",0
"2016-08-05",0
"2016-08-06",0
"2016-08-07",0
"2016-08-08",0.5102
"2016-08-09",0.0252
"2016-08-10",0
"2016-08-11",0
"2016-08-12",0.625
"2016-08-13",0.0145
"2016-08-14",0
"2016-08-15",0
"2016-08-16",0.0142
"2016-08-17",0
"2016-08-18",0
"2016-08-19",0.0331
"2016-08-20",0
"2016-08-21",0.0051
"2016-08-22",1.4956
"2016-08-23",0.9648
"2016-08-24",0.3297
"2016-08-25",0.0564
"2016-08-26",3.8799
"2016-08-27",1.7618
"2016-08-28",0.3314
"2016-08-29",0.0104
"2016-08-30",1.1628
"2016-08-31",0
"2016-09-01",0.0521
"2016-09-02",0
"2016-09-03",2.3476
"2016-09-04",0.4861
"2016-09-05",0
"2016-09-06",0
"2016-09-07",2.1045
"2016-09-08",0
"2016-09-09",0
"2016-09-10",0
"2016-09-11",0
"2016-09-12",0
"2016-09-13",0
"2016-09-14",0
"2016-09-15",6.7581
"2016-09-16",0
"2016-09-17",0.0644
"2016-09-18",0
"2016-09-19",0
"2016-09-20",4.6689
"2016-09-21",0.1869
"2016-09-22",0.1795
"2016-09-23",0
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",0.225
"2016-09-28",0
"2016-09-29",1.3965
"2016-09-30",0.0025
"2016-10-01",0
"2016-10-02",0.0605
"2016-10-03",0
"2016-10-04",0
"2016-10-05",8.2194
"2016-10-06",4.0686
"2016-10-07",0
"2016-10-08",0
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0.0085
"2016-10-13",3.1319
"2016-10-14",0.6394
"2016-10-15",0.7423
"2016-10-16",0
"2016-10-17",0
"2016-10-18",0
"2016-10-19",3.5628
"2016-10-20",10.0123
"2016-10-21",4.6163
"2016-10-22",0
"2016-10-23",1.202
"2016-10-24",7.5578
"2016-10-25",0.0902
"2016-10-26",1.5649
"2016-10-27",0
"2016-10-28",0
"2016-10-29",1.1651
"2016-10-30",5.9827
"2016-10-31",12.7929
"2016-11-01",20.7536
"2016-11-02",23.3606
"2016-11-03",20.7313
"2016-11-04",5.445
"2016-11-05",0
"2016-11-06",5.8915
"2016-11-07",0.1513
"2016-11-08",0
"2016-11-09",0
"2016-11-10",0
"2016-11-11",0
"2016-11-12",0.8207
"2016-11-13",7.2373
"2016-11-14",3.8331
"2016-11-15",0
"2016-11-16",4.6851
"2016-11-17",28.3006
"2016-11-18",24.5447
"2016-11-19",22.8077
"2016-11-20",22.1366
"2016-11-21",10.3948
"2016-11-22",24.8095
"2016-11-23",0
"2016-11-24",0
"2016-11-25",0
"2016-11-26",0.2439
"2016-11-27",0.7401
"2016-11-28",3.3388
"2016-11-29",5.8316
"2016-11-30",26.7784
"2016-12-01",6.6528
"2016-12-02",0
"2016-12-03",0
"2016-12-04",0
"2016-12-05",0
"2016-12-06",0
"2016-12-07",0
"2016-12-08",0
"2016-12-09",3.0189
"2016-12-10",7.3011
"2016-12-11",0.002
"2016-12-12",0
"2016-12-13",0
"2016-12-14",0
"2016-12-15",0
"2016-12-16",0
"2016-12-17",0
"2016-12-18",0
"2016-12-19",8.0697
"2016-12-20",0
"2016-12-21",0
"2016-12-22",0
"2016-12-23",0
