,"(mm) Precipitation (CHIRPS) at Nuwara Eliya, 2007-01-01 to 2025-12-31"
"2013-05-07",1.8169
"2013-05-08",15.1851
"2013-05-09",0.7275
"2013-05-10",10.2902
"2013-05-11",13.188
"2013-05-12",19.0377
"2013-05-13",34.73
"2013-05-14",4.756
"2013-05-15",9.2764
"2013-05-16",0
"2013-05-17",8.8044
"2013-05-18",7.5948
"2013-05-19",6.9161
"2013-05-20",14.2882
"2013-05-21",4.0362
"2013-05-22",0
"2013-05-23",0
"2013-05-24",0
"2013-05-25",0
"2013-05-26",0
"2013-05-27",1.0315
"2013-05-28",3.7568
"2013-05-29",0
"2013-05-30",11.4303
"2013-05-31",21.5431
"2013-06-01",13.5669
"2013-06-02",25.848
"2013-06-03",1.1676
"2013-06-04",3.2335
"2013-06-05",10.9565
"2013-06-06",10.8214
"2013-06-07",0.4717
"2013-06-08",42.2041
"2013-06-09",0
"2013-06-10",0
"2013-06-11",14.2605
"2013-06-12",26.1551
"2013-06-13",42.6033
"2013-06-14",2.9738
"2013-06-15",0.0103
"2013-06-16",0.4164
"2013-06-17",39.0934
"2013-06-18",29.063
"2013-06-19",10.3766
"2013-06-20",3.1635
"2013-06-21",9.3866
"2013-06-22",44.9229
"2013-06-23",20.8503
"2013-06-24",1.0535
"2013-06-25",1.9167
"2013-06-26",0.538
"2013-06-27",3.914
"2013-06-28",12.8576
"2013-06-29",26.0315
"2013-06-30",12.1522
"2013-07-01",6.0816
"2013-07-02",9.167
"2013-07-03",0.1109
"2013-07-04",0.1587
"2013-07-05",22.6387
"2013-07-06",16.2723
"2013-07-07",17.2349
"2013-07-08",0.2165
"2013-07-09",3.289
"2013-07-10",28.2302
"2013-07-11",3.0714
"2013-07-12",0
"2013-07-13",0
"2013-07-14",0
"2013-07-15",16.1968
"2013-07-16",0
"2013-07-17",0.643
"2013-07-18",1.3364
"2013-07-19",0.1763
"2013-07-20",0
"2013-07-21",33.9145
"2013-07-22",0
"2013-07-23",1.3482
"2013-07-24",8.7697
"2013-07-25",0
"2013-07-26",0
"2013-07-27",0.4231
"2013-07-28",1.1359
"2013-07-29",1.0782
"2013-07-30",0
"2013-07-31",0
"2013-08-01",0
"2013-08-02",1.6524
"2013-08-03",20.4115
"2013-08-04",18.4683
"2013-08-05",3.6458
"2013-08-06",0
"2013-08-07",0
"2013-08-08",4.1543
"2013-08-09",16.2563
"2013-08-10",21.6518
"2013-08-11",2.4101
"2013-08-12",13.8781
"2013-08-13",10.2402
"2013-08-14",3.6374
"2013-08-15",2.5701
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0.7128
"2013-08-19",0
"2013-08-20",0
"2013-08-21",1.8631
"2013-08-22",0.1
"2013-08-23",0
"2013-08-24",0
"2013-08-25",0
"2013-08-26",11.0263
"2013-08-27",5.7312
"2013-08-28",13.6939
"2013-08-29",16.1753
"2013-08-30",11.9658
"2013-08-31",1.9186
"2013-09-01",14.3026
"2013-09-02",8.3678
"2013-09-03",1.8231
"2013-09-04",1.245
"2013-09-05",10.633
"2013-09-06",31.3074
"2013-09-07",57.6965
"2013-09-08",2.8849
"2013-09-09",0.2892
"2013-09-10",11.8884
"2013-09-11",7.2
"2013-09-12",41.3845
"2013-09-13",0.427
"2013-09-14",18.1798
"2013-09-15",0
"2013-09-16",0.1648
"2013-09-17",0
"2013-09-18",10.6997
"2013-09-19",0.2705
"2013-09-20",0
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0
"2013-09-29",0
"2013-09-30",0
"2013-10-01",1.4972
"2013-10-02",2.4496
"2013-10-03",0
"2013-10-04",0.0203
"2013-10-05",3.3166
"2013-10-06",0
"2013-10-07",1.3661
"2013-10-08",8.2518
"2013-10-09",4.555
"2013-10-10",3.7884
"2013-10-11",1.9379
"2013-10-12",0
"2013-10-13",0.9427
"2013-10-14",8.3453
"2013-10-15",2.3699
"2013-10-16",25.6759
"2013-10-17",12.5339
"2013-10-18",39.2471
"2013-10-19",29.0428
"2013-10-20",7.048
"2013-10-21",0
"2013-10-22",0
"2013-10-23",0
"2013-10-24",0
"2013-10-25",4.0152
"2013-10-26",0
"2013-10-27",14.0359
"2013-10-28",11.1981
"2013-10-29",17.5666
"2013-10-30",19.6051
"2013-10-31",19.9204
"2013-11-01",1.616
"2013-11-02",10.4885
"2013-11-03",3.4682
"2013-11-04",0.6841
"2013-11-05",0.8353
"2013-11-06",0.2086
"2013-11-07",5.2594
"2013-11-08",0.1832
"2013-11-09",5.0126
"2013-11-10",0.8601
"2013-11-11",7.5146
"2013-11-12",7.7563
"2013-11-13",7.9069
"2013-11-14",1.9654
"2013-11-15",1.5856
"2013-11-16",11.3096
"2013-11-17",0.3719
"2013-11-18",8.7997
"2013-11-19",32.346
"2013-11-20",13.7174
"2013-11-21",4.3518
"2013-11-22",16.4669
"2013-11-23",12.6671
"2013-11-24",17.5063
"2013-11-25",5.2911
"2013-11-26",8.0838
"2013-11-27",5.0722
"2013-11-28",4.0909
"2013-11-29",8.4599
"2013-11-30",13.2817
"2013-12-01",14.2497
"2013-12-02",7.8731
"2013-12-03",14.8725
"2013-12-04",9.2615
"2013-12-05",7.341
"2013-12-06",0.0336
"2013-12-07",8.2948
"2013-12-08",6.1817
"2013-12-09",1.1686
"2013-12-10",0.3976
"2013-12-11",0
"2013-12-12",0.1929
"2013-12-13",0
"2013-12-14",0.1453
"2013-12-15",21.2408
"2013-12-16",2.5751
"2013-12-17",9.1258
"2013-12-18",0
"2013-12-19",0
"2013-12-20",0.5021
"2013-12-21",3.4246
"2013-12-22",0
"2013-12-23",0
"2013-12-24",3.7049
"2013-12-25",9.7356
"2013-12-26",3.863
"2013-12-27",0
"2013-12-28",0.7391
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",0
"2014-01-03",0.5822
"2014-01-04",6.5689
"2014-01-05",0
"2014-01-06",14.876
"2014-01-07",3.1376
"2014-01-08",0
"2014-01-09",0
"2014-01-10",0
"2014-01-11",0
"2014-01-12",16.4896
"2014-01-13",0
"2014-01-14",1.9185
"2014-01-15",27.8804
"2014-01-16",15.7474
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0.7123
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",1.7611
"2014-01-30",3.1723
"2014-01-31",0
"2014-02-01",0
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",0
"2014-02-09",0
"2014-02-10",0
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0
"2014-02-14",0
"2014-02-15",0
"2014-02-16",2.2475
"2014-02-17",0
"2014-02-18",0
"2014-02-19",0
"2014-02-20",8.8074
"2014-02-21",4.9267
"2014-02-22",0.4538
"2014-02-23",15.1053
"2014-02-24",0
"2014-02-25",0
"2014-02-26",0
"2014-02-27",7.3315
"2014-02-28",7.0501
"2014-03-01",0
"2014-03-02",8.2775
"2014-03-03",0.8883
"2014-03-04",0
"2014-03-05",17.0507
"2014-03-06",7.2263
"2014-03-07",9.8069
"2014-03-08",0
"2014-03-09",0
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",0.7529
"2014-03-15",0
"2014-03-16",0
"2014-03-17",0.9267
"2014-03-18",3.2719
"2014-03-19",11.3996
"2014-03-20",1.6972
"2014-03-21",2.0947
"2014-03-22",0
"2014-03-23",0.1904
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",6.9461
"2014-03-28",0
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",6.7932
"2014-04-02",9.1172
"2014-04-03",3.6104
"2014-04-04",5.0122
"2014-04-05",7.5263
"2014-04-06",2.6086
"2014-04-07",8.2458
"2014-04-08",12.2578
"2014-04-09",6.4766
"2014-04-10",6.1667
"2014-04-11",2.8396
"2014-04-12",2.3887
"2014-04-13",11.1215
"2014-04-14",10.7739
"2014-04-15",0
"2014-04-16",9.4212
"2014-04-17",13.229
"2014-04-18",9.6281
"2014-04-19",1.2819
"2014-04-20",1.0827
"2014-04-21",13.4647
"2014-04-22",18.5528
"2014-04-23",11.7247
"2014-04-24",15.4069
"2014-04-25",1.9564
"2014-04-26",0.2675
"2014-04-27",12.1841
"2014-04-28",25.76
"2014-04-29",13.6816
"2014-04-30",22.8196
"2014-05-01",9.0429
"2014-05-02",13.8685
"2014-05-03",16.8048
"2014-05-04",12.7265
"2014-05-05",12.5709
"2014-05-06",5.1972
"2014-05-07",11.7429
"2014-05-08",18.8905
"2014-05-09",16.8231
"2014-05-10",13.7584
"2014-05-11",2.2199
"2014-05-12",12.5058
"2014-05-13",5.844
"2014-05-14",0.3485
"2014-05-15",0
"2014-05-16",0
"2014-05-17",0.2202
"2014-05-18",0
"2014-05-19",7.836
"2014-05-20",5.6749
"2014-05-21",7.1145
"2014-05-22",0
"2014-05-23",0
"2014-05-24",2.8401
"2014-05-25",1.5005
"2014-05-26",0.0239
"2014-05-27",6.1533
"2014-05-28",14.2019
"2014-05-29",16.2799
"2014-05-30",0.1912
"2014-05-31",1.0714
"2014-06-01",7.9733
"2014-06-02",33.5934
"2014-06-03",42.0082
"2014-06-04",8.2299
"2014-06-05",0.036
"2014-06-06",3.2397
"2014-06-07",0
"2014-06-08",36.3708
"2014-06-09",0
"2014-06-10",0
"2014-06-11",0.5291
"2014-06-12",12.2689
"2014-06-13",0
"2014-06-14",0
"2014-06-15",22.5671
"2014-06-16",0
"2014-06-17",1.5677
"2014-06-18",0
"2014-06-19",0.4392
"2014-06-20",0
"2014-06-21",0
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",9.9626
"2014-06-26",19.2652
"2014-06-27",0
"2014-06-28",0
"2014-06-29",0
"2014-06-30",5.0364
"2014-07-01",9.058
"2014-07-02",0
"2014-07-03",0
"2014-07-04",0
"2014-07-05",8.8315
"2014-07-06",15.3504
"2014-07-07",4.6521
"2014-07-08",0
"2014-07-09",0.2351
"2014-07-10",3.2044
"2014-07-11",0
"2014-07-12",0.1298
"2014-07-13",14.2786
"2014-07-14",9.6304
"2014-07-15",0
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",0
"2014-07-20",0
"2014-07-21",0
"2014-07-22",0
"2014-07-23",0
"2014-07-24",0.0148
"2014-07-25",0.071
"2014-07-26",6.0772
"2014-07-27",21.9372
"2014-07-28",0
"2014-07-29",0
"2014-07-30",0.3467
"2014-07-31",0
"2014-08-01",0.6517
"2014-08-02",8.7641
"2014-08-03",1.3364
"2014-08-04",10.3901
"2014-08-05",6.2411
"2014-08-06",10.0423
"2014-08-07",19.6973
"2014-08-08",19.7538
"2014-08-09",8.6503
"2014-08-10",12.634
"2014-08-11",9.2296
"2014-08-12",0
"2014-08-13",0
"2014-08-14",5.9785
"2014-08-15",15.0352
"2014-08-16",10.4158
"2014-08-17",49.585
"2014-08-18",24.3298
"2014-08-19",9.0413
"2014-08-20",19.3132
"2014-08-21",17.8578
"2014-08-22",18.2543
"2014-08-23",1.5282
"2014-08-24",23.5336
"2014-08-25",10.1092
"2014-08-26",0
"2014-08-27",0
"2014-08-28",0
"2014-08-29",0.1578
"2014-08-30",0
"2014-08-31",0
"2014-09-01",0.0021
"2014-09-02",3.9911
"2014-09-03",11.1032
"2014-09-04",1.0009
"2014-09-05",17.5393
"2014-09-06",2.1762
"2014-09-07",12.7782
"2014-09-08",0.7813
"2014-09-09",6.308
"2014-09-10",7.6288
"2014-09-11",21.7244
"2014-09-12",19.934
"2014-09-13",0
"2014-09-14",4.9116
"2014-09-15",0
"2014-09-16",0
"2014-09-17",13.5924
"2014-09-18",6.7835
"2014-09-19",0
"2014-09-20",0
"2014-09-21",0
"2014-09-22",0.6
"2014-09-23",6.3349
"2014-09-24",16.4831
"2014-09-25",14.3019
"2014-09-26",39.8656
"2014-09-27",39.8656
"2014-09-28",30.2292
"2014-09-29",9.8878
"2014-09-30",33.0744
"2014-10-01",19.1013
"2014-10-02",21.5953
"2014-10-03",25.1153
"2014-10-04",21.5783
"2014-10-05",21.902
"2014-10-06",20.3429
"2014-10-07",10.7177
"2014-10-08",16.8042
"2014-10-09",13.7557
"2014-10-10",17.3807
"2014-10-11",0
"2014-10-12",0
"2014-10-13",0.056
"2014-10-14",17.1287
"2014-10-15",24.4917
"2014-10-16",7.9567
"2014-10-17",21.0252
"2014-10-18",34.4183
"2014-10-19",10.5768
"2014-10-20",27.0924
"2014-10-21",12.3608
"2014-10-22",6.932
"2014-10-23",4.3683
"2014-10-24",31.6299
"2014-10-25",3.792
"2014-10-26",6.8424
"2014-10-27",7.0573
"2014-10-28",15.2532
"2014-10-29",25.2888
"2014-10-30",27.1498
"2014-10-31",6.149
"2014-11-01",0
"2014-11-02",6.426
"2014-11-03",7.0244
"2014-11-04",6.0124
"2014-11-05",0
"2014-11-06",0
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0
"2014-11-10",3.2409
"2014-11-11",7.9277
"2014-11-12",11.346
"2014-11-13",6.3818
"2014-11-14",12.8927
"2014-11-15",0.9865
"2014-11-16",7.436
"2014-11-17",2.6422
"2014-11-18",2.7738
"2014-11-19",24.2698
"2014-11-20",11.4671
"2014-11-21",19.2236
"2014-11-22",13.9252
"2014-11-23",18.6831
"2014-11-24",22.5677
"2014-11-25",24.8449
"2014-11-26",35.6673
"2014-11-27",20.5965
"2014-11-28",10.2905
"2014-11-29",11.2603
"2014-11-30",8.9861
"2014-12-01",5.4539
"2014-12-02",24.5396
"2014-12-03",11.5896
"2014-12-04",0
"2014-12-05",0.191
"2014-12-06",8.868
"2014-12-07",0.7138
"2014-12-08",16.9604
"2014-12-09",15.8683
"2014-12-10",21.5498
"2014-12-11",19.6857
"2014-12-12",22.1483
"2014-12-13",0.5509
"2014-12-14",0.064
"2014-12-15",1.894
"2014-12-16",0.4465
"2014-12-17",32.2429
"2014-12-18",28.4146
"2014-12-19",16.7811
"2014-12-20",43.4016
"2014-12-21",0.4369
"2014-12-22",25.6841
"2014-12-23",37.2478
"2014-12-24",47.6777
"2014-12-25",51.8406
"2014-12-26",66.766
"2014-12-27",39.1759
"2014-12-28",40.892
"2014-12-29",0
"2014-12-30",0
"2014-12-31",5.8102
"2015-01-01",2.8808
"2015-01-02",0
"2015-01-03",7.5238
"2015-01-04",0.5491
"2015-01-05",0
"2015-01-06",0.0545
"2015-01-07",0.0424
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0
"2015-01-14",0
"2015-01-15",0
"2015-01-16",0
"2015-01-17",0
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",0
"2015-01-24",0.2434
"2015-01-25",0.7717
"2015-01-26",0
"2015-01-27",0
"2015-01-28",3.7485
"2015-01-29",7.2256
"2015-01-30",0.052
"2015-01-31",6.3895
"2015-02-01",0
"2015-02-02",6.3699
"2015-02-03",15.201
"2015-02-04",0
"2015-02-05",11.4422
"2015-02-06",13.1438
"2015-02-07",0
"2015-02-08",0
"2015-02-09",8.7889
"2015-02-10",16.3614
"2015-02-11",20.832
"2015-02-12",8.0884
"2015-02-13",10.4268
"2015-02-14",0
"2015-02-15",0
"2015-02-16",0
"2015-02-17",0
"2015-02-18",0
"2015-02-19",0
"2015-02-20",0
"2015-02-21",0
"2015-02-22",0
"2015-02-23",0.9667
"2015-02-24",1.2617
"2015-02-25",2.1588
"2015-02-26",9.1375
"2015-02-27",3.3721
"2015-02-28",2.0998
"2015-03-01",1.9641
"2015-03-02",0
"2015-03-03",2.392
"2015-03-04",14.9699
"2015-03-05",0
"2015-03-06",0
"2015-03-07",0
"2015-03-08",0
"2015-03-09",0.0361
"2015-03-10",0
"2015-03-11",0.0634
"2015-03-12",7.695
"2015-03-13",9.2082
"2015-03-14",0.586
"2015-03-15",7.6831
"2015-03-16",1.0503
"2015-03-17",4.5702
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",8.2713
"2015-03-27",8.5978
"2015-03-28",13.4194
"2015-03-29",12.4988
"2015-03-30",6.0366
"2015-03-31",11.5902
"2015-04-01",18.0844
"2015-04-02",14.1212
"2015-04-03",14.3232
"2015-04-04",0.2915
"2015-04-05",0
"2015-04-06",2.3194
"2015-04-07",5.4087
"2015-04-08",11.4415
"2015-04-09",6.6169
"2015-04-10",7.3266
"2015-04-11",7.7307
"2015-04-12",14.0982
"2015-04-13",13.5131
"2015-04-14",5.7362
"2015-04-15",13.2102
"2015-04-16",9.9919
"2015-04-17",5.8726
"2015-04-18",9.9604
"2015-04-19",10.7027
"2015-04-20",13.3305
"2015-04-21",1.1728
"2015-04-22",1.0273
"2015-04-23",15.7577
"2015-04-24",12.6128
"2015-04-25",10.1114
"2015-04-26",7.463
"2015-04-27",5.3931
"2015-04-28",1.7178
"2015-04-29",12.6477
"2015-04-30",6.2978
"2015-05-01",5.3387
"2015-05-02",1.0024
"2015-05-03",4.9044
"2015-05-04",6.0682
"2015-05-05",6.6797
"2015-05-06",9.3808
"2015-05-07",11.3386
"2015-05-08",16.0201
"2015-05-09",23.5457
"2015-05-10",14.1286
"2015-05-11",24.2462
"2015-05-12",4.1532
"2015-05-13",11.8686
"2015-05-14",16.3436
"2015-05-15",1.2351
"2015-05-16",3.9827
"2015-05-17",0.0042
"2015-05-18",7.276
"2015-05-19",0.1638
"2015-05-20",0.2722
"2015-05-21",0
"2015-05-22",0
"2015-05-23",0.4623
"2015-05-24",0
"2015-05-25",0
"2015-05-26",0.0099
"2015-05-27",0.7039
"2015-05-28",8.4424
"2015-05-29",3.382
"2015-05-30",7.9486
"2015-05-31",10.0518
"2015-06-01",10.2201
"2015-06-02",4.7537
"2015-06-03",4.6646
"2015-06-04",13.4133
"2015-06-05",10.444
"2015-06-06",8.9029
"2015-06-07",17.1126
"2015-06-08",5.3261
"2015-06-09",2.7613
"2015-06-10",0
"2015-06-11",0.6152
"2015-06-12",5.8917
"2015-06-13",1.8206
"2015-06-14",0
"2015-06-15",43.6525
"2015-06-16",21.5459
"2015-06-17",48.8237
"2015-06-18",5.4601
"2015-06-19",0.3812
"2015-06-20",0
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",0.9723
"2015-06-27",0
"2015-06-28",0.3976
"2015-06-29",31.312
"2015-06-30",0
"2015-07-01",11.3725
"2015-07-02",0
"2015-07-03",0
"2015-07-04",4.7457
"2015-07-05",0
"2015-07-06",0
"2015-07-07",0
"2015-07-08",0
"2015-07-09",0
"2015-07-10",0.3756
"2015-07-11",0
"2015-07-12",0
"2015-07-13",0
"2015-07-14",1.2072
"2015-07-15",1.1588
"2015-07-16",3.7929
"2015-07-17",19.1043
"2015-07-18",10.3908
"2015-07-19",0.5896
"2015-07-20",0
"2015-07-21",4.4667
"2015-07-22",15.7418
"2015-07-23",14.4068
"2015-07-24",1.0108
"2015-07-25",8.1636
"2015-07-26",11.2525
"2015-07-27",0
"2015-07-28",2.6663
"2015-07-29",7.0762
"2015-07-30",0
"2015-07-31",0.2767
"2015-08-01",6.1185
"2015-08-02",0
"2015-08-03",0
"2015-08-04",1.214
"2015-08-05",2.1897
"2015-08-06",0
"2015-08-07",0
"2015-08-08",2.7068
"2015-08-09",0.1386
"2015-08-10",0.4484
"2015-08-11",5.9662
"2015-08-12",1.3143
"2015-08-13",0.0234
"2015-08-14",13.3486
"2015-08-15",11.2
"2015-08-16",35.8901
"2015-08-17",9.0844
"2015-08-18",0
"2015-08-19",0
"2015-08-20",5.5638
"2015-08-21",0
"2015-08-22",1.3643
"2015-08-23",1.674
"2015-08-24",0.5817
"2015-08-25",0
"2015-08-26",0
"2015-08-27",8.1401
"2015-08-28",11.9248
"2015-08-29",3.3545
"2015-08-30",0.3563
"2015-08-31",12.5423
"2015-09-01",20.8668
"2015-09-02",7.6522
"2015-09-03",34.4589
"2015-09-04",19.8568
"2015-09-05",9.9199
"2015-09-06",2.8288
"2015-09-07",0.2707
"2015-09-08",9.5623
"2015-09-09",4.87
"2015-09-10",18.4604
"2015-09-11",9.212
"2015-09-12",11.6619
"2015-09-13",13.0573
"2015-09-14",0
"2015-09-15",0.3851
"2015-09-16",0.5364
"2015-09-17",0
"2015-09-18",13.8331
"2015-09-19",8.9703
"2015-09-20",10.0196
"2015-09-21",16.6363
"2015-09-22",6.9052
"2015-09-23",14.4762
"2015-09-24",13.2211
"2015-09-25",12.139
"2015-09-26",7.8509
"2015-09-27",13.9428
"2015-09-28",17.4362
"2015-09-29",4.0004
"2015-09-30",16.2684
"2015-10-01",7.6747
"2015-10-02",15.9544
"2015-10-03",3.834
"2015-10-04",7.3394
"2015-10-05",15.61
"2015-10-06",7.0516
"2015-10-07",9.7579
"2015-10-08",7.6255
"2015-10-09",10.5686
"2015-10-10",0.9497
"2015-10-11",15.8596
"2015-10-12",13.7578
"2015-10-13",19.8962
"2015-10-14",17.6706
"2015-10-15",5.4511
"2015-10-16",23.1734
"2015-10-17",17.9837
"2015-10-18",19.7954
"2015-10-19",17.6696
"2015-10-20",18.1212
"2015-10-21",10.8024
"2015-10-22",8.9166
"2015-10-23",21.7637
"2015-10-24",28.0348
"2015-10-25",25.2873
"2015-10-26",19.7159
"2015-10-27",16.4364
"2015-10-28",9.5238
"2015-10-29",10.484
"2015-10-30",23.8028
"2015-10-31",10.2078
"2015-11-01",11.413
"2015-11-02",21.053
"2015-11-03",11.7177
"2015-11-04",1.8663
"2015-11-05",30.5866
"2015-11-06",9.7921
"2015-11-07",6.7152
"2015-11-08",9.2702
"2015-11-09",7.2259
"2015-11-10",8.7824
"2015-11-11",13.0666
"2015-11-12",15.5152
"2015-11-13",25.5157
"2015-11-14",18.4731
"2015-11-15",8.1726
"2015-11-16",5.3881
"2015-11-17",6.5446
"2015-11-18",9.7101
"2015-11-19",9.1702
"2015-11-20",0.1755
"2015-11-21",9.7474
"2015-11-22",7.6207
"2015-11-23",1.6159
"2015-11-24",2.3582
"2015-11-25",1.3811
"2015-11-26",1.6768
"2015-11-27",0
"2015-11-28",0.9919
"2015-11-29",50.4529
"2015-11-30",20.6714
"2015-12-01",12.5781
"2015-12-02",12.4286
"2015-12-03",20.2753
"2015-12-04",16.0247
"2015-12-05",6.5481
"2015-12-06",7.0106
"2015-12-07",19.44
"2015-12-08",24.8074
"2015-12-09",0
"2015-12-10",30.0096
"2015-12-11",14.197
"2015-12-12",5.8719
"2015-12-13",3.0875
"2015-12-14",24.0978
"2015-12-15",0.895
"2015-12-16",0
"2015-12-17",10.7064
"2015-12-18",0.0818
"2015-12-19",7.8392
"2015-12-20",0
"2015-12-21",0
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0
"2015-12-27",50.4417
"2015-12-28",0
"2015-12-29",2.4122
"2015-12-30",0
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0
"2016-01-05",2.3124
"2016-01-06",8.7442
"2016-01-07",0
"2016-01-08",15.4991
"2016-01-09",0.6711
"2016-01-10",0
"2016-01-11",0.1908
"2016-01-12",0
"2016-01-13",1.6902
"2016-01-14",2.6033
"2016-01-15",0
"2016-01-16",0
"2016-01-17",0
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",0.8005
"2016-01-24",1.0153
"2016-01-25",0
"2016-01-26",0
"2016-01-27",0
"2016-01-28",0
"2016-01-29",0
"2016-01-30",3.4346
"2016-01-31",11.0345
"2016-02-01",1.8582
"2016-02-02",4.066
"2016-02-03",0.1394
"2016-02-04",7.6879
"2016-02-05",12.3297
"2016-02-06",0
"2016-02-07",0.2868
"2016-02-08",0
"2016-02-09",1.0298
"2016-02-10",2.5675
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",0.1876
"2016-02-16",0
"2016-02-17",1.6878
"2016-02-18",0
"2016-02-19",0
"2016-02-20",0.1403
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",32.2598
"2016-02-26",0
"2016-02-27",0
"2016-02-28",0
"2016-02-29",11.4385
"2016-03-01",0.0592
"2016-03-02",0
"2016-03-03",0
"2016-03-04",0
"2016-03-05",0.0003
"2016-03-06",0.872
"2016-03-07",0
"2016-03-08",11.7129
"2016-03-09",3.0356
"2016-03-10",15.5322
"2016-03-11",4.5408
"2016-03-12",0.0006
"2016-03-13",0
"2016-03-14",0
"2016-03-15",0.8829
"2016-03-16",2.7706
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",5.076
"2016-03-22",0
"2016-03-23",0
"2016-03-24",0
"2016-03-25",0
"2016-03-26",0
"2016-03-27",9.3401
"2016-03-28",30.0946
"2016-03-29",11.7621
"2016-03-30",13.9718
"2016-03-31",0
"2016-04-01",3.0482
"2016-04-02",1.2638
"2016-04-03",1.1341
"2016-04-04",2.3705
"2016-04-05",6.8464
"2016-04-06",14.7592
"2016-04-07",4.7481
"2016-04-08",0
"2016-04-09",2.3191
"2016-04-10",2.4458
"2016-04-11",3.8821
"2016-04-12",7.6236
"2016-04-13",1.2375
"2016-04-14",3.704
"2016-04-15",5.8665
"2016-04-16",5.6685
"2016-04-17",5.5614
"2016-04-18",7.2775
"2016-04-19",12.5196
"2016-04-20",6.5104
"2016-04-21",0.4005
"2016-04-22",0.1591
"2016-04-23",0
"2016-04-24",0
"2016-04-25",0
"2016-04-26",10.5187
"2016-04-27",10.3195
"2016-04-28",8.0588
"2016-04-29",6.0114
"2016-04-30",10.7657
"2016-05-01",12.1692
"2016-05-02",10.3711
"2016-05-03",10.6908
"2016-05-04",9.8399
"2016-05-05",7.1425
"2016-05-06",12.485
"2016-05-07",13.3558
"2016-05-08",12.1212
"2016-05-09",10.9376
"2016-05-10",9.5339
"2016-05-11",25.6898
"2016-05-12",20.5017
"2016-05-13",21.7348
"2016-05-14",58.789
"2016-05-15",68.4829
"2016-05-16",60.0826
"2016-05-17",48.3945
"2016-05-18",0.811
"2016-05-19",11.4605
"2016-05-20",0
"2016-05-21",0.2597
"2016-05-22",0.3568
"2016-05-23",0.2856
"2016-05-24",12.82
"2016-05-25",0.1937
"2016-05-26",0
"2016-05-27",29.865
"2016-05-28",5.3532
"2016-05-29",2.0287
"2016-05-30",3.1551
"2016-05-31",3.1791
"2016-06-01",0
"2016-06-02",0
"2016-06-03",0
"2016-06-04",0.4215
"2016-06-05",0
"2016-06-06",0
"2016-06-07",0.2244
"2016-06-08",0
"2016-06-09",0
"2016-06-10",0
"2016-06-11",0
"2016-06-12",1.4605
"2016-06-13",0
"2016-06-14",1.1297
"2016-06-15",1.6969
"2016-06-16",20.8871
"2016-06-17",0.7194
"2016-06-18",10.5204
"2016-06-19",5.8544
"2016-06-20",0
"2016-06-21",10.261
"2016-06-22",0.0819
"2016-06-23",20.5978
"2016-06-24",0.0158
"2016-06-25",0.1118
"2016-06-26",0
"2016-06-27",0
"2016-06-28",18.9415
"2016-06-29",38.2071
"2016-06-30",11.8216
"2016-07-01",0
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0.2413
"2016-07-05",0
"2016-07-06",0
"2016-07-07",0.5307
"2016-07-08",0
"2016-07-09",0
"2016-07-10",0
"2016-07-11",0
