,"(mm) Precipitation (CHIRPS) at Colombo, 2007-01-01 to 2025-12-31"
1/4/2014,1.6214
1/5/2014,0
1/6/2014,0
1/7/2014,4.9947
1/8/2014,0.5806
1/9/2014,4.145
1/10/2014,7.9433
1/11/2014,0
1/12/2014,7.0584
1/13/2014,0
1/14/2014,9.2432
1/15/2014,12.7444
1/16/2014,20.5581
1/17/2014,0
1/18/2014,0
1/19/2014,0
1/20/2014,0
1/21/2014,0
1/22/2014,0
1/23/2014,0
1/24/2014,0
1/25/2014,0
1/26/2014,0
1/27/2014,0
1/28/2014,0
1/29/2014,0
1/30/2014,0
1/31/2014,0
2/1/2014,4.5787
2/2/2014,0
2/3/2014,0
2/4/2014,0
2/5/2014,0
2/6/2014,0
2/7/2014,0
2/8/2014,0
2/9/2014,0
2/10/2014,0
2/11/2014,0
2/12/2014,0
2/13/2014,0
2/14/2014,0
2/15/2014,0
2/16/2014,0
2/17/2014,0
2/18/2014,0
2/19/2014,0
2/20/2014,9.0635
2/21/2014,11.0841
2/22/2014,0
2/23/2014,15.6388
2/24/2014,0
2/25/2014,0
2/26/2014,0
2/27/2014,0
2/28/2014,0
3/1/2014,0
3/2/2014,0
3/3/2014,0
3/4/2014,1.9734
3/5/2014,6.9051
3/6/2014,0.0029
3/7/2014,7.9916
3/8/2014,0
3/9/2014,0
3/10/2014,0
3/11/2014,0
3/12/2014,0
3/13/2014,0
3/14/2014,7.3789
3/15/2014,0.0464
3/16/2014,0
3/17/2014,3.3648
3/18/2014,6.7397
3/19/2014,11.8642
3/20/2014,8.2272
3/21/2014,16.7264
3/22/2014,0
3/23/2014,0
3/24/2014,0
3/25/2014,0
3/26/2014,0
3/27/2014,19.6233
3/28/2014,0
3/29/2014,0
3/30/2014,0
3/31/2014,0
4/1/2014,2.6261
4/2/2014,7.9047
4/3/2014,18.2297
4/4/2014,19.2604
4/5/2014,20.1234
4/6/2014,14.1058
4/7/2014,17.6344
4/8/2014,23.5867
4/9/2014,0
4/10/2014,7.6664
4/11/2014,0.2663
4/12/2014,1.0773
4/13/2014,11.2446
4/14/2014,18.4844
4/15/2014,0
4/16/2014,6.3361
4/17/2014,10.7949
4/18/2014,5.8574
4/19/2014,1.3178
4/20/2014,8.1646
4/21/2014,11.0628
4/22/2014,31.154
4/23/2014,12.087
4/24/2014,22.681
4/25/2014,9.2256
4/26/2014,8.6254
4/27/2014,14.4475
4/28/2014,36.4039
4/29/2014,27.1353
4/30/2014,31.124
5/1/2014,5.8876
5/2/2014,13.0963
5/3/2014,28.5779
5/4/2014,28.0276
5/5/2014,21.2948
5/6/2014,6.8391
5/7/2014,13.5074
5/8/2014,19.4415
5/9/2014,22.437
5/10/2014,7.5091
5/11/2014,0
5/12/2014,9.4741
5/13/2014,0
5/14/2014,1.2087
5/15/2014,0
5/16/2014,0
5/17/2014,1.2466
5/18/2014,0
5/19/2014,6.3841
5/20/2014,3.5054
5/21/2014,12.6519
5/22/2014,0
5/23/2014,0
5/24/2014,0
5/25/2014,2.2435
5/26/2014,0
5/27/2014,14.9745
5/28/2014,6.4958
5/29/2014,9.6264
5/30/2014,7.2449
5/31/2014,15.0218
6/1/2014,42.6164
6/2/2014,50.0956
6/3/2014,41.2615
6/4/2014,9.2729
6/5/2014,1.8612
6/6/2014,14.0877
6/7/2014,0
6/8/2014,29.9806
6/9/2014,0
6/10/2014,0
6/11/2014,20.0949
6/12/2014,66.3451
6/13/2014,0
6/14/2014,0
6/15/2014,7.0221
6/16/2014,3.2546
6/17/2014,0
6/18/2014,0
6/19/2014,0
6/20/2014,0
6/21/2014,0.1095
6/22/2014,0
6/23/2014,0
6/24/2014,0
6/25/2014,0
6/26/2014,0
6/27/2014,0
6/28/2014,0
6/29/2014,5.9776
6/30/2014,48.4013
7/1/2014,14.3695
7/2/2014,0
7/3/2014,0
7/4/2014,0
7/5/2014,13.4207
7/6/2014,8.4815
7/7/2014,0.0765
7/8/2014,0
7/9/2014,0.9322
7/10/2014,12.1276
7/11/2014,0
7/12/2014,0
7/13/2014,0.1634
7/14/2014,11.1328
7/15/2014,0.0426
7/16/2014,0
7/17/2014,0
7/18/2014,0
7/19/2014,0
7/20/2014,2.9173
7/21/2014,0
7/22/2014,0
7/23/2014,0
7/24/2014,1.3794
7/25/2014,0
7/26/2014,0.0963
7/27/2014,72.5576
7/28/2014,2.8822
7/29/2014,0
7/30/2014,0
7/31/2014,0
8/1/2014,30.8505
8/2/2014,4.1821
8/3/2014,22.0608
8/4/2014,25.4556
8/5/2014,40.9507
8/6/2014,0.8344
8/7/2014,17.1905
8/8/2014,25.9133
8/9/2014,4.521
8/10/2014,2.6237
8/11/2014,25.0728
8/12/2014,0
8/13/2014,0
8/14/2014,0
8/15/2014,11.4006
8/16/2014,10.7311
8/17/2014,62.5822
8/18/2014,22.8143
8/19/2014,5.7378
8/20/2014,12.7676
8/21/2014,27.5309
8/22/2014,42.5974
8/23/2014,5.4527
8/24/2014,10.2513
8/25/2014,16.44
8/26/2014,0
8/27/2014,0
8/28/2014,0
8/29/2014,0
8/30/2014,0
8/31/2014,0
9/1/2014,0
9/2/2014,5.2374
9/3/2014,14.0885
9/4/2014,7.3161
9/5/2014,24.8392
9/6/2014,0
9/7/2014,17.9737
9/8/2014,0
9/9/2014,35.4966
9/10/2014,8.2455
9/11/2014,18.0547
9/12/2014,18.0547
9/13/2014,1.2931
9/14/2014,22.1965
9/15/2014,10.375
9/16/2014,0
9/17/2014,15.2245
9/18/2014,8.0057
9/19/2014,0
9/20/2014,0
9/21/2014,0
9/22/2014,0
9/23/2014,0.1539
9/24/2014,18.6996
9/25/2014,28.0494
9/26/2014,46.7197
9/27/2014,38.0723
9/28/2014,42.0602
9/29/2014,41.5
9/30/2014,42.3505
10/1/2014,37.491
10/2/2014,30.6016
10/3/2014,58.8107
10/4/2014,27.6141
10/5/2014,30.2406
10/6/2014,31.7725
10/7/2014,44.6078
10/8/2014,44.295
10/9/2014,28.9349
10/10/2014,32.471
10/11/2014,0
10/12/2014,6.4935
10/13/2014,0
10/14/2014,0
10/15/2014,37.7572
10/16/2014,18.9345
10/17/2014,15.9493
10/18/2014,34.1216
10/19/2014,17.8721
10/20/2014,17.2856
10/21/2014,11.8484
10/22/2014,7.7872
10/23/2014,3.6289
10/24/2014,34.5466
10/25/2014,20.7032
10/26/2014,20.0659
10/27/2014,10.033
10/28/2014,26.0282
10/29/2014,20.0659
10/30/2014,36.1187
10/31/2014,9.4378
11/1/2014,0
11/2/2014,3.1752
11/3/2014,33.0723
11/4/2014,1.4796
11/5/2014,0.1873
11/6/2014,0
11/7/2014,0
11/8/2014,0
11/9/2014,0
11/10/2014,4.2537
11/11/2014,13.5536
11/12/2014,8.7701
11/13/2014,12.6061
11/14/2014,13.5536
11/15/2014,3.076
11/16/2014,15.2548
11/17/2014,7.3004
11/18/2014,5.1385
11/19/2014,9.5603
11/20/2014,13.9204
11/21/2014,12.628
11/22/2014,1.7198
11/23/2014,16.5951
11/24/2014,10.6575
11/25/2014,16.2601
11/26/2014,36.3378
11/27/2014,28.0682
11/28/2014,13.1466
11/29/2014,0
11/30/2014,11.8968
12/1/2014,24.1961
12/2/2014,14.9541
12/3/2014,4.457
12/4/2014,6.341
12/5/2014,6.55
12/6/2014,8.8752
12/7/2014,4.4188
12/8/2014,8.1246
12/9/2014,17.8731
12/10/2014,24.2866
12/11/2014,15.0318
12/12/2014,7.7901
12/13/2014,4.8925
12/14/2014,9.1074
12/15/2014,7.5255
12/16/2014,4.969
12/17/2014,14.7226
12/18/2014,20.7254
12/19/2014,17.4307
12/20/2014,25.4256
12/21/2014,4.6613
12/22/2014,23.1276
12/23/2014,18.7822
12/24/2014,37.6163
12/25/2014,37.6474
12/26/2014,36.2317
12/27/2014,16.7591
12/28/2014,28.7465
12/29/2014,0
12/30/2014,0
12/31/2014,0
1/1/2015,0
1/2/2015,0
1/3/2015,0
1/4/2015,0
1/5/2015,0
1/6/2015,1.5738
1/7/2015,0.0572
1/8/2015,0
1/9/2015,0
1/10/2015,0
1/11/2015,0
1/12/2015,0
1/13/2015,0
1/14/2015,0
1/15/2015,0
1/16/2015,0
1/17/2015,0
1/18/2015,0
1/19/2015,0
1/20/2015,0
1/21/2015,0
1/22/2015,0
1/23/2015,1.4781
1/24/2015,7.5816
1/25/2015,4.3364
1/26/2015,0
1/27/2015,0
1/28/2015,6.3003
1/29/2015,15.0069
1/30/2015,5.2234
1/31/2015,1.5322
2/1/2015,0.3894
2/2/2015,16.9362
2/3/2015,14.9678
2/4/2015,0
2/5/2015,10.568
2/6/2015,13.0402
2/7/2015,0
2/8/2015,0
2/9/2015,4.2075
2/10/2015,7.2905
2/11/2015,3.9603
2/12/2015,0.5114
2/13/2015,0.0816
2/14/2015,0
2/15/2015,0
2/16/2015,0
2/17/2015,1.2489
2/18/2015,0
2/19/2015,0
2/20/2015,0
2/21/2015,0
2/22/2015,0
2/23/2015,18.4117
2/24/2015,3.1928
2/25/2015,0
2/26/2015,0
2/27/2015,0.3799
2/28/2015,2.8905
3/1/2015,6.7139
3/2/2015,11.4256
3/3/2015,4.9684
3/4/2015,7.8078
3/5/2015,6.0167
3/6/2015,6.0068
3/7/2015,0.2081
3/8/2015,0
3/9/2015,10.4356
3/10/2015,0.738
3/11/2015,1.357
3/12/2015,11.1019
3/13/2015,8.6071
3/14/2015,4.9669
3/15/2015,1.467
3/16/2015,0.142
3/17/2015,6.7273
3/18/2015,0
3/19/2015,0
3/20/2015,0
3/21/2015,0
3/22/2015,0
3/23/2015,0
3/24/2015,0
3/25/2015,0
3/26/2015,8.8066
3/27/2015,10.0647
3/28/2015,13.1673
3/29/2015,3.8343
3/30/2015,15.903
3/31/2015,17.9628
4/1/2015,18.5222
4/2/2015,12.9708
4/3/2015,14.8721
4/4/2015,11.2891
4/5/2015,2.391
4/6/2015,6.9737
4/7/2015,13.1315
4/8/2015,18.1676
4/9/2015,9.8333
4/10/2015,11.1899
4/11/2015,12.1
4/12/2015,22.4481
4/13/2015,11.7662
4/14/2015,0
4/15/2015,9.3452
4/16/2015,1.5531
4/17/2015,2.8314
4/18/2015,3.3927
4/19/2015,19.2314
4/20/2015,25.7301
4/21/2015,13.2665
4/22/2015,0.0028
4/23/2015,17.787
4/24/2015,22.3747
4/25/2015,7.0202
4/26/2015,13.016
4/27/2015,17.3644
4/28/2015,10.6498
4/29/2015,13.7511
4/30/2015,7.285
5/1/2015,7.6561
5/2/2015,0
5/3/2015,9.3384
5/4/2015,5.2461
5/5/2015,3.6692
5/6/2015,8.7509
5/7/2015,19.1392
5/8/2015,28.3237
5/9/2015,46.5035
5/10/2015,10.7927
5/11/2015,18.9538
5/12/2015,6.7132
5/13/2015,11.8613
5/14/2015,21.7453
5/15/2015,0
5/16/2015,3.9395
5/17/2015,5.3531
5/18/2015,6.87
5/19/2015,5.1861
5/20/2015,6.3284
5/21/2015,4.4053
5/22/2015,0
5/23/2015,0.0017
5/24/2015,0
5/25/2015,0
5/26/2015,0
5/27/2015,1.4873
5/28/2015,0.9801
5/29/2015,1.416
5/30/2015,0
5/31/2015,3.3948
6/1/2015,3.7984
6/2/2015,3.0636
6/3/2015,0.1517
6/4/2015,14.9871
6/5/2015,11.6054
6/6/2015,4.24
6/7/2015,7.5804
6/8/2015,0
6/9/2015,0
6/10/2015,0
6/11/2015,7.4596
6/12/2015,5.4307
6/13/2015,0
6/14/2015,1.1178
6/15/2015,35.5299
6/16/2015,38.6283
6/17/2015,36.6874
6/18/2015,31.1583
6/19/2015,11.1026
6/20/2015,0
6/21/2015,0
6/22/2015,0
6/23/2015,0
6/24/2015,0.0572
6/25/2015,0
6/26/2015,14.9996
6/27/2015,11.2981
6/28/2015,22.5864
6/29/2015,27.2018
6/30/2015,0
7/1/2015,0.3883
7/2/2015,0
7/3/2015,0
7/4/2015,2.7385
7/5/2015,0
7/6/2015,0
7/7/2015,0
7/8/2015,0
7/9/2015,0
7/10/2015,2.3902
7/11/2015,6.711
7/12/2015,0
7/13/2015,0
7/14/2015,4.5801
7/15/2015,0
7/16/2015,34.5068
7/17/2015,7.2361
7/18/2015,9.338
7/19/2015,0
7/20/2015,3.2917
7/21/2015,6.8707
7/22/2015,13.8276
7/23/2015,19.1215
7/24/2015,0
7/25/2015,0
7/26/2015,3.863
7/27/2015,0
7/28/2015,0
7/29/2015,4.3737
7/30/2015,0.9653
7/31/2015,2.1915
8/1/2015,0.7308
8/2/2015,0
8/3/2015,1.2689
8/4/2015,19.1361
8/5/2015,15.4533
8/6/2015,0
8/7/2015,0
8/8/2015,4.6619
8/9/2015,0
8/10/2015,5.5783
8/11/2015,9.9922
8/12/2015,0
8/13/2015,0
8/14/2015,5.7704
8/15/2015,6.8904
8/16/2015,18.07
8/17/2015,25.5758
8/18/2015,0.0026
8/19/2015,0
8/20/2015,0
8/21/2015,0
8/22/2015,0.0591
8/23/2015,0
8/24/2015,13.1694
8/25/2015,6.138
8/26/2015,0
8/27/2015,13.0712
8/28/2015,13.721
8/29/2015,0
8/30/2015,0
8/31/2015,13.8666
9/1/2015,30.0085
9/2/2015,0.7722
9/3/2015,40.4799
9/4/2015,40.7675
9/5/2015,19.2616
9/6/2015,10.7523
9/7/2015,16.8399
9/8/2015,13.9146
9/9/2015,0
9/10/2015,38.2298
9/11/2015,43.3236
9/12/2015,1.7197
9/13/2015,15.2025
9/14/2015,13.9002
9/15/2015,3.4728
9/16/2015,36.2908
9/17/2015,6.1385
9/18/2015,35.8028
9/19/2015,1.3154
9/20/2015,28.3221
9/21/2015,17.6606
9/22/2015,6.821
9/23/2015,12.2269
9/24/2015,15.5448
9/25/2015,10.8488
9/26/2015,19.9774
9/27/2015,21.9798
9/28/2015,32.3093
9/29/2015,13.1112
9/30/2015,20.5301
10/1/2015,1.3113
10/2/2015,8.4835
10/3/2015,6.8514
10/4/2015,18.9279
10/5/2015,22.5606
10/6/2015,11.1611
10/7/2015,4.5796
10/8/2015,10.4704
10/9/2015,7.1993
10/10/2015,0
10/11/2015,11.3931
10/12/2015,16.4605
10/13/2015,25.9246
10/14/2015,22.7379
10/15/2015,22.557
10/16/2015,24.4434
10/17/2015,17.0815
10/18/2015,18.6161
10/19/2015,23.5
10/20/2015,18.0924
10/21/2015,11.6512
10/22/2015,12.0944
10/23/2015,24.556
10/24/2015,22.1556
10/25/2015,29.9193
10/26/2015,6.8939
10/27/2015,7.8911
10/28/2015,7.1578
10/29/2015,13.6223
10/30/2015,25.8542
10/31/2015,14.8099
11/1/2015,22.6603
11/2/2015,35.1983
11/3/2015,11.4883
11/4/2015,11.5488
11/5/2015,16.4949
11/6/2015,13.0739
11/7/2015,13.4026
11/8/2015,12.7583
11/9/2015,13.4329
11/10/2015,6.5281
11/11/2015,11.2331
11/12/2015,28.6698
11/13/2015,21.2339
11/14/2015,2.6832
11/15/2015,20.0282
11/16/2015,0.6296
11/17/2015,0
11/18/2015,0.7764
11/19/2015,17.3543
11/20/2015,6.3503
11/21/2015,0.9726
11/22/2015,8.9121
11/23/2015,15.872
11/24/2015,10.1066
11/25/2015,16.4583
11/26/2015,7.9722
11/27/2015,0.0455
11/28/2015,14.2106
11/29/2015,31.2189
11/30/2015,35.3136
12/1/2015,8.7663
12/2/2015,18.5704
12/3/2015,1.4402
12/4/2015,29.2628
12/5/2015,16.7236
12/6/2015,13.3082
12/7/2015,18.7993
12/8/2015,16.363
12/9/2015,6.8086
12/10/2015,17.2746
12/11/2015,8.4136
12/12/2015,25.6354
12/13/2015,13.2006
12/14/2015,23.4594
12/15/2015,0
12/16/2015,0.1567
12/17/2015,0.5046
12/18/2015,8.9037
12/19/2015,7.214
12/20/2015,0
12/21/2015,1.6192
12/22/2015,0
12/23/2015,0
12/24/2015,0
12/25/2015,0
12/26/2015,0
12/27/2015,24.7713
12/28/2015,0
12/29/2015,0
12/30/2015,0
12/31/2015,0
1/1/2016,0
1/2/2016,0
1/3/2016,0
1/4/2016,0
1/5/2016,0
1/6/2016,4.5534
1/7/2016,0
1/8/2016,4.0964
1/9/2016,0
1/10/2016,0
1/11/2016,0
1/12/2016,0
1/13/2016,0
1/14/2016,0
1/15/2016,0
1/16/2016,0
1/17/2016,0
1/18/2016,0
1/19/2016,0
1/20/2016,0
1/21/2016,0
1/22/2016,0
1/23/2016,7.7536
1/24/2016,12.78
1/25/2016,0
1/26/2016,0
1/27/2016,0
1/28/2016,0
1/29/2016,0
1/30/2016,4.1538
1/31/2016,8.9269
2/1/2016,2.7283
2/2/2016,7.2092
2/3/2016,0
2/4/2016,3.1141
2/5/2016,6.2584
2/6/2016,0.1591
2/7/2016,7.9371
2/8/2016,5.0244
2/9/2016,5.5614
2/10/2016,3.1864
2/11/2016,0
2/12/2016,0
2/13/2016,0
2/14/2016,0
2/15/2016,5.6015
2/16/2016,5.0611
2/17/2016,0
2/18/2016,3.233
2/19/2016,0.2499
2/20/2016,2.2265
2/21/2016,0
2/22/2016,0
2/23/2016,0
2/24/2016,0
2/25/2016,13.8372
2/26/2016,0
2/27/2016,0
2/28/2016,0
2/29/2016,6.3394
3/1/2016,0
3/2/2016,0
3/3/2016,0
3/4/2016,0
3/5/2016,1.0008
3/6/2016,0
3/7/2016,5.7334
3/8/2016,0
3/9/2016,0.2662
3/10/2016,24.4821
3/11/2016,1.5518
3/12/2016,7.1055
3/13/2016,0
3/14/2016,0
3/15/2016,0
3/16/2016,1.285
3/17/2016,0
3/18/2016,0
3/19/2016,0
3/20/2016,0
3/21/2016,8.9229
3/22/2016,0
3/23/2016,0
3/24/2016,0.4579
3/25/2016,0.3147
3/26/2016,0
3/27/2016,0.4269
3/28/2016,37.2876
3/29/2016,0
3/30/2016,0.2599
3/31/2016,0
4/1/2016,0
4/2/2016,0
4/3/2016,0
4/4/2016,0
4/5/2016,1.0834
4/6/2016,14.6343
4/7/2016,8.7421
4/8/2016,9.5375
4/9/2016,11.4883
4/10/2016,15.1093
4/11/2016,12.7721
4/12/2016,9.6938
4/13/2016,0
4/14/2016,12.6334
4/15/2016,21.2535
4/16/2016,7.2153
4/17/2016,1.987
4/18/2016,2.6841
4/19/2016,21.6458
4/20/2016,13.2697
4/21/2016,13.9568
4/22/2016,0
4/23/2016,0.1237
4/24/2016,0
4/25/2016,0
4/26/2016,14.0139
4/27/2016,5.4776
4/28/2016,5.8401
4/29/2016,9.871
4/30/2016,14.5644
5/1/2016,13.6151
5/2/2016,0.0029
5/3/2016,12.0063
5/4/2016,9.7393
5/5/2016,14.4761
5/6/2016,20.1838
5/7/2016,15.7008
5/8/2016,16.0082
5/9/2016,12.0698
5/10/2016,16.4739
5/11/2016,50.6003
5/12/2016,26.968
5/13/2016,37.4774
5/14/2016,47.2525
5/15/2016,105.0957
5/16/2016,72.2692
5/17/2016,88.2943
5/18/2016,0
5/19/2016,113.9687
5/20/2016,8.5964
5/21/2016,16.6941
5/22/2016,13.2637
5/23/2016,7.8063
5/24/2016,25.0892
5/25/2016,5.3521
5/26/2016,0
5/27/2016,100.0381
5/28/2016,41.2525
5/29/2016,12.7864
5/30/2016,46.1054
5/31/2016,65.1474
6/1/2016,17.7977
6/2/2016,0
6/3/2016,0
6/4/2016,6.4037
6/5/2016,0
6/6/2016,0
6/7/2016,0
6/8/2016,2.151
6/9/2016,2.3549
6/10/2016,0.9491
6/11/2016,0
6/12/2016,6.568
6/13/2016,0
6/14/2016,0
6/15/2016,0
6/16/2016,14.7383
6/17/2016,0
6/18/2016,33.021
6/19/2016,0.6772
6/20/2016,9.3782
6/21/2016,3.5759
6/22/2016,1.333
6/23/2016,0.8678
6/24/2016,23.2188
6/25/2016,0
6/26/2016,0
6/27/2016,0.0658
6/28/2016,24.7474
6/29/2016,25.1477
6/30/2016,4.5929
7/1/2016,0
7/2/2016,0
7/3/2016,0
7/4/2016,0
7/5/2016,0
7/6/2016,0
7/7/2016,2.5865
7/8/2016,0
7/9/2016,0
7/10/2016,0.1609
7/11/2016,0
7/12/2016,0.0626
7/13/2016,0
7/14/2016,6.8962
7/15/2016,13.5732
7/16/2016,4.5271
7/17/2016,7.2686
7/18/2016,0
7/19/2016,0
7/20/2016,1.6961
7/21/2016,2.3337
7/22/2016,0
7/23/2016,3.2627
7/24/2016,2.5522
7/25/2016,6.7755
7/26/2016,26.0391
7/27/2016,34.6153
7/28/2016,2.5799
7/29/2016,13.5841
7/30/2016,15.8
7/31/2016,0.1004
8/1/2016,0
8/2/2016,0
8/3/2016,0
8/4/2016,0
8/5/2016,0
8/6/2016,0
8/7/2016,0
8/8/2016,5.5421
8/9/2016,2.8205
8/10/2016,0
8/11/2016,0
8/12/2016,0
8/13/2016,5.297
8/14/2016,0.1247
8/15/2016,0
8/16/2016,0
8/17/2016,0
8/18/2016,0
8/19/2016,0
8/20/2016,0
8/21/2016,0.0366
8/22/2016,8.0504
8/23/2016,11.1001
8/24/2016,0
8/25/2016,0
8/26/2016,0.5702
8/27/2016,6.3941
8/28/2016,0.9382
8/29/2016,0
8/30/2016,6.0352
8/31/2016,0
9/1/2016,0
9/2/2016,8.8913
9/3/2016,0
9/4/2016,0
9/5/2016,0
9/6/2016,0
9/7/2016,0
9/8/2016,1.2296
9/9/2016,0
9/10/2016,0
9/11/2016,0
9/12/2016,0
9/13/2016,0
9/14/2016,0
9/15/2016,7.2286
9/16/2016,0
9/17/2016,0
9/18/2016,5.269
9/19/2016,5.356
9/20/2016,4.3387
9/21/2016,0
9/22/2016,0
9/23/2016,0.1242
9/24/2016,0
9/25/2016,0
9/26/2016,0
9/27/2016,0
9/28/2016,0
9/29/2016,4.2522
9/30/2016,21.5217
10/1/2016,0.3123
10/2/2016,0
10/3/2016,0
10/4/2016,0
10/5/2016,0
10/6/2016,0
10/7/2016,0
10/8/2016,0
10/9/2016,0
10/10/2016,0
10/11/2016,0
10/12/2016,0
10/13/2016,1.4172
10/14/2016,5.9552
10/15/2016,0.4068
10/16/2016,3.7275
10/17/2016,11.0827
10/18/2016,13.1706
10/19/2016,28.2386
10/20/2016,0
10/21/2016,4.8536
10/22/2016,6.7221
10/23/2016,3.8833
10/24/2016,7.4213
10/25/2016,16.6031
10/26/2016,0
10/27/2016,0
10/28/2016,0
10/29/2016,0
10/30/2016,13.1196
10/31/2016,23.6959
11/1/2016,39.5187
11/2/2016,15.3626
11/3/2016,27.4531
11/4/2016,28.875
11/5/2016,17.6829
11/6/2016,17.8734
11/7/2016,0.8868
11/8/2016,0
11/9/2016,0
11/10/2016,0
11/11/2016,1.3852
11/12/2016,16.0177
11/13/2016,16.7431
11/14/2016,9.669
11/15/2016,9.9286
11/16/2016,7.7121
11/17/2016,14.2913
11/18/2016,24.8657
11/19/2016,23.8399
11/20/2016,14.5981
11/21/2016,13.4019
11/22/2016,15.0055
11/23/2016,10.4081
11/24/2016,0.847
11/25/2016,21.8829
11/26/2016,9.5965
11/27/2016,3.1591
11/28/2016,3.0269
11/29/2016,0.6208
11/30/2016,0
12/1/2016,0
12/2/2016,0
12/3/2016,0
12/4/2016,4.6407
12/5/2016,0
12/6/2016,0
12/7/2016,7.773
12/8/2016,8.8025
12/9/2016,0
12/10/2016,0.1152
12/11/2016,0
12/12/2016,0
12/13/2016,0
12/14/2016,0
12/15/2016,0
12/16/2016,8.6328
12/17/2016,5.8066
12/18/2016,0.6359
12/19/2016,0
12/20/2016,2.3543
12/21/2016,1.7781
12/22/2016,0
12/23/2016,0
12/24/2016,0
12/25/2016,0
12/26/2016,0
12/27/2016,31.296
12/28/2016,10.4943
12/29/2016,0
12/30/2016,0
12/31/2016,10.8091
1/1/2017,0.0937
1/2/2017,0
1/3/2017,0
1/4/2017,0
1/5/2017,0
1/6/2017,0
1/7/2017,0
1/8/2017,0
1/9/2017,0
1/10/2017,0
1/11/2017,0
1/12/2017,0
1/13/2017,0
1/14/2017,0
1/15/2017,0
1/16/2017,0
1/17/2017,0
1/18/2017,0
1/19/2017,0
1/20/2017,0.1898
1/21/2017,3.8584
1/22/2017,5.9088
1/23/2017,20.5657
1/24/2017,11.433
1/25/2017,9.1907
1/26/2017,16.7453
1/27/2017,23.9083
1/28/2017,15.7096
1/29/2017,7.3491
1/30/2017,7.5509
1/31/2017,0
2/1/2017,0
2/2/2017,0
2/3/2017,0
2/4/2017,0
2/5/2017,0
2/6/2017,0
2/7/2017,0
2/8/2017,0
2/9/2017,0
2/10/2017,0
2/11/2017,0
2/12/2017,0
2/13/2017,0
2/14/2017,12.6376
2/15/2017,0
2/16/2017,0
2/17/2017,0
2/18/2017,0
2/19/2017,23.3333
2/20/2017,0
2/21/2017,0
2/22/2017,0
2/23/2017,0.2495
2/24/2017,0
2/25/2017,10.8619
2/26/2017,14.8817
2/27/2017,3.4279
2/28/2017,16.4927
3/1/2017,28.3612
3/2/2017,4.5435
3/3/2017,15.5226
3/4/2017,0.7288
3/5/2017,2.5145
3/6/2017,7.3124
3/7/2017,13.3027
3/8/2017,10.3027
3/9/2017,8.053
3/10/2017,10.6283
3/11/2017,15.6204
3/12/2017,11.6186
3/13/2017,9.7877
3/14/2017,20.9621
3/15/2017,16.5013
3/16/2017,10.832
3/17/2017,0.0021
3/18/2017,0
3/19/2017,0
3/20/2017,3.7974
3/21/2017,0.0402
3/22/2017,0
3/23/2017,0
3/24/2017,0
3/25/2017,0
3/26/2017,0
3/27/2017,11.0255
3/28/2017,13.9701
3/29/2017,25.2239
3/30/2017,22.6744
3/31/2017,12.2497
4/1/2017,8.3309
4/2/2017,11.3676
4/3/2017,12.8798
4/4/2017,7.2761
4/5/2017,14.2655
4/6/2017,2.3045
4/7/2017,0
4/8/2017,0
4/9/2017,6.087
4/10/2017,0
4/11/2017,28.006
4/12/2017,23.6195
4/13/2017,30.981
4/14/2017,0.2136
4/15/2017,0
4/16/2017,0
4/17/2017,0
4/18/2017,0
4/19/2017,0
4/20/2017,0
4/21/2017,0
4/22/2017,0
4/23/2017,0
4/24/2017,6.2907
4/25/2017,0
4/26/2017,0
4/27/2017,0
4/28/2017,0
4/29/2017,0
4/30/2017,0
5/1/2017,0
5/2/2017,3.0988
5/3/2017,4.0741
5/4/2017,11.7319
5/5/2017,6.1898
5/6/2017,16.8832
5/7/2017,18.4761
5/8/2017,14.2337
5/9/2017,11.7307
5/10/2017,25.7196
5/11/2017,17.5339
5/12/2017,15.8019
5/13/2017,10.9922
5/14/2017,25.979
5/15/2017,8.3702
5/16/2017,0.0022
5/17/2017,3.7042
5/18/2017,22.4901
5/19/2017,2.3868
5/20/2017,1.9911
5/21/2017,34.6715
5/22/2017,12.0859
5/23/2017,11.2684
5/24/2017,46.4081
5/25/2017,55.0624
5/26/2017,69.747
5/27/2017,0
5/28/2017,11.6699
5/29/2017,41.9469
5/30/2017,1.4164
5/31/2017,5.4516
6/1/2017,32.1344
6/2/2017,11.6688
6/3/2017,0
6/4/2017,0
6/5/2017,14.0075
6/6/2017,5.4305
6/7/2017,17.4407
6/8/2017,0.0046
6/9/2017,0
6/10/2017,1.1433
6/11/2017,16.498
6/12/2017,0
6/13/2017,0
6/14/2017,9.7205
6/15/2017,5.1815
6/16/2017,9.5324
6/17/2017,3.2043
6/18/2017,9.5859
6/19/2017,8.7357
6/20/2017,14.8483
6/21/2017,4.7115
6/22/2017,4.4102
6/23/2017,20.6859
6/24/2017,0
6/25/2017,26.7566
6/26/2017,43.3589
6/27/2017,1.0903
6/28/2017,0
6/29/2017,0
6/30/2017,0
7/1/2017,8.71
7/2/2017,1.0867
7/3/2017,0
7/4/2017,0
7/5/2017,0
7/6/2017,1.8266
7/7/2017,3.0082
7/8/2017,8.0415
7/9/2017,16.9186
7/10/2017,0.3049
7/11/2017,0.3181
7/12/2017,4.7071
7/13/2017,2.9211
7/14/2017,0.2179
7/15/2017,0
7/16/2017,0
7/17/2017,0
7/18/2017,10.6339
