,"(mm) Precipitation (CHIRPS) at Kandy, 2007-01-01 to 2025-12-31"
"2013-05-27",0.0744
"2013-05-28",3.9832
"2013-05-29",0
"2013-05-30",8.0399
"2013-05-31",17.6579
"2013-06-01",8.7056
"2013-06-02",19.5184
"2013-06-03",0.2309
"2013-06-04",2.2572
"2013-06-05",6.2655
"2013-06-06",10.8299
"2013-06-07",2.3207
"2013-06-08",32.95
"2013-06-09",0
"2013-06-10",0
"2013-06-11",3.0453
"2013-06-12",19.0288
"2013-06-13",27.2429
"2013-06-14",0.0912
"2013-06-15",0.1702
"2013-06-16",3.2141
"2013-06-17",28.4462
"2013-06-18",12.1932
"2013-06-19",1.6543
"2013-06-20",0.2809
"2013-06-21",5.0953
"2013-06-22",36.4138
"2013-06-23",18.5874
"2013-06-24",1.9389
"2013-06-25",0.0016
"2013-06-26",3.5738
"2013-06-27",8.3829
"2013-06-28",8.5474
"2013-06-29",14.9837
"2013-06-30",10.73
"2013-07-01",9.2942
"2013-07-02",2.1743
"2013-07-03",0
"2013-07-04",0.1619
"2013-07-05",25.1239
"2013-07-06",17.4746
"2013-07-07",13.5281
"2013-07-08",0
"2013-07-09",0.5162
"2013-07-10",9.8807
"2013-07-11",0.2516
"2013-07-12",0
"2013-07-13",0
"2013-07-14",1.9221
"2013-07-15",13.9112
"2013-07-16",0
"2013-07-17",6.302
"2013-07-18",1.3785
"2013-07-19",0.8624
"2013-07-20",0.3389
"2013-07-21",24.3085
"2013-07-22",0.4511
"2013-07-23",0.0835
"2013-07-24",2.9184
"2013-07-25",0
"2013-07-26",0
"2013-07-27",0.0092
"2013-07-28",0
"2013-07-29",0.6916
"2013-07-30",0
"2013-07-31",0
"2013-08-01",0
"2013-08-02",2.2186
"2013-08-03",14.0715
"2013-08-04",20.0771
"2013-08-05",0.5781
"2013-08-06",0
"2013-08-07",0
"2013-08-08",9.4187
"2013-08-09",3.1095
"2013-08-10",27.0962
"2013-08-11",12.1051
"2013-08-12",12.448
"2013-08-13",8.0946
"2013-08-14",5.6935
"2013-08-15",2.7012
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0.2556
"2013-08-19",0
"2013-08-20",0
"2013-08-21",2.3827
"2013-08-22",0.0153
"2013-08-23",0
"2013-08-24",0
"2013-08-25",0
"2013-08-26",4.1266
"2013-08-27",18.8332
"2013-08-28",12.0141
"2013-08-29",12.8968
"2013-08-30",10.3958
"2013-08-31",9.8802
"2013-09-01",15.8122
"2013-09-02",6.6964
"2013-09-03",4.8606
"2013-09-04",0.0487
"2013-09-05",9.842
"2013-09-06",35.0508
"2013-09-07",51.4694
"2013-09-08",0
"2013-09-09",0
"2013-09-10",2.3873
"2013-09-11",0.1202
"2013-09-12",67.198
"2013-09-13",0.1934
"2013-09-14",3.2972
"2013-09-15",0
"2013-09-16",0.0048
"2013-09-17",0.028
"2013-09-18",14.6028
"2013-09-19",5.0272
"2013-09-20",0
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0
"2013-09-29",0
"2013-09-30",0
"2013-10-01",0.0037
"2013-10-02",0
"2013-10-03",0
"2013-10-04",0.2857
"2013-10-05",0.9506
"2013-10-06",0
"2013-10-07",0.0419
"2013-10-08",6.43
"2013-10-09",2.6331
"2013-10-10",1.7152
"2013-10-11",0.3192
"2013-10-12",0
"2013-10-13",0.0145
"2013-10-14",12.4041
"2013-10-15",8.1668
"2013-10-16",25.9938
"2013-10-17",14.3768
"2013-10-18",30.6614
"2013-10-19",30.7867
"2013-10-20",9.8486
"2013-10-21",0.622
"2013-10-22",0
"2013-10-23",0
"2013-10-24",0
"2013-10-25",10.9918
"2013-10-26",0
"2013-10-27",15.2172
"2013-10-28",13.8167
"2013-10-29",14.0397
"2013-10-30",16.8383
"2013-10-31",14.255
"2013-11-01",0.4872
"2013-11-02",11.4642
"2013-11-03",1.3876
"2013-11-04",1.7356
"2013-11-05",0.6856
"2013-11-06",1.2414
"2013-11-07",5.7582
"2013-11-08",0
"2013-11-09",1.701
"2013-11-10",0.0622
"2013-11-11",4.5554
"2013-11-12",3.9756
"2013-11-13",8.9261
"2013-11-14",2.1695
"2013-11-15",0.6607
"2013-11-16",6.0717
"2013-11-17",3.4252
"2013-11-18",4.8962
"2013-11-19",36.5449
"2013-11-20",3.2708
"2013-11-21",1.2279
"2013-11-22",13.6294
"2013-11-23",16.1959
"2013-11-24",14.7008
"2013-11-25",1.2941
"2013-11-26",9.6831
"2013-11-27",0.8194
"2013-11-28",2.0848
"2013-11-29",1.33
"2013-11-30",22.0193
"2013-12-01",19.4931
"2013-12-02",11.0163
"2013-12-03",13.587
"2013-12-04",12.273
"2013-12-05",9.1745
"2013-12-06",0
"2013-12-07",11.9132
"2013-12-08",0.4004
"2013-12-09",0.4828
"2013-12-10",0
"2013-12-11",0.421
"2013-12-12",0
"2013-12-13",0
"2013-12-14",0.0814
"2013-12-15",24.8044
"2013-12-16",0.6404
"2013-12-17",4.9233
"2013-12-18",0
"2013-12-19",0.1016
"2013-12-20",0.1531
"2013-12-21",3.9808
"2013-12-22",0
"2013-12-23",0.0843
"2013-12-24",6.5864
"2013-12-25",7.9994
"2013-12-26",0.0258
"2013-12-27",0
"2013-12-28",2.0381
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",0
"2014-01-03",0.4197
"2014-01-04",14.1068
"2014-01-05",0
"2014-01-06",6.6883
"2014-01-07",15.403
"2014-01-08",0.1388
"2014-01-09",0
"2014-01-10",0
"2014-01-11",0
"2014-01-12",20.8514
"2014-01-13",0
"2014-01-14",22.1116
"2014-01-15",50.9888
"2014-01-16",3.7253
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0.9425
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0
"2014-01-30",0.0018
"2014-01-31",0
"2014-02-01",0
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",0
"2014-02-09",0
"2014-02-10",0
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0
"2014-02-14",0
"2014-02-15",0
"2014-02-16",0.1168
"2014-02-17",0
"2014-02-18",0
"2014-02-19",0.9429
"2014-02-20",3.3459
"2014-02-21",0.3355
"2014-02-22",0
"2014-02-23",18.9862
"2014-02-24",0
"2014-02-25",0
"2014-02-26",0
"2014-02-27",9.9728
"2014-02-28",1.5554
"2014-03-01",0
"2014-03-02",2.0008
"2014-03-03",0
"2014-03-04",0
"2014-03-05",22.0623
"2014-03-06",6.3962
"2014-03-07",8.9028
"2014-03-08",0
"2014-03-09",0
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",0.1037
"2014-03-15",0
"2014-03-16",0
"2014-03-17",1.9269
"2014-03-18",2.4742
"2014-03-19",12.644
"2014-03-20",1.8045
"2014-03-21",0.2774
"2014-03-22",0
"2014-03-23",0.5595
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",6.3684
"2014-03-28",0
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",0.9045
"2014-04-02",0.936
"2014-04-03",2.0888
"2014-04-04",1.2468
"2014-04-05",6.7938
"2014-04-06",5.0401
"2014-04-07",3.8315
"2014-04-08",18.0501
"2014-04-09",1.9873
"2014-04-10",0.4041
"2014-04-11",1.3346
"2014-04-12",2.2383
"2014-04-13",11.4195
"2014-04-14",4.1543
"2014-04-15",0.1943
"2014-04-16",9.5134
"2014-04-17",10.5899
"2014-04-18",11.1277
"2014-04-19",5.2191
"2014-04-20",0.4702
"2014-04-21",15.6562
"2014-04-22",14.1048
"2014-04-23",11.1027
"2014-04-24",12.0528
"2014-04-25",0.598
"2014-04-26",0.0266
"2014-04-27",10.0282
"2014-04-28",23.126
"2014-04-29",20.6179
"2014-04-30",26.7405
"2014-05-01",12.0007
"2014-05-02",14.2736
"2014-05-03",15.27
"2014-05-04",18.9959
"2014-05-05",15.4256
"2014-05-06",6.4676
"2014-05-07",10.858
"2014-05-08",19.6014
"2014-05-09",12.8962
"2014-05-10",11.9566
"2014-05-11",0.1928
"2014-05-12",10.4895
"2014-05-13",2.2093
"2014-05-14",0
"2014-05-15",0
"2014-05-16",0
"2014-05-17",0
"2014-05-18",0.2393
"2014-05-19",6.5097
"2014-05-20",5.2415
"2014-05-21",0.4939
"2014-05-22",0
"2014-05-23",0
"2014-05-24",0.0397
"2014-05-25",0.8178
"2014-05-26",4.016
"2014-05-27",11.6683
"2014-05-28",11.173
"2014-05-29",8.4577
"2014-05-30",0.7745
"2014-05-31",2.3534
"2014-06-01",1.2759
"2014-06-02",23.2156
"2014-06-03",39.3495
"2014-06-04",6.5249
"2014-06-05",0.0334
"2014-06-06",2.2509
"2014-06-07",0
"2014-06-08",30.1534
"2014-06-09",0.8308
"2014-06-10",0
"2014-06-11",0.1057
"2014-06-12",5.2493
"2014-06-13",0
"2014-06-14",0
"2014-06-15",7.92
"2014-06-16",0
"2014-06-17",4.8964
"2014-06-18",0
"2014-06-19",0.6933
"2014-06-20",0.0215
"2014-06-21",0
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",0.3371
"2014-06-26",5.1349
"2014-06-27",0
"2014-06-28",0
"2014-06-29",0
"2014-06-30",0.3656
"2014-07-01",6.1528
"2014-07-02",0
"2014-07-03",0
"2014-07-04",0
"2014-07-05",10.8365
"2014-07-06",13.4981
"2014-07-07",0
"2014-07-08",5.8608
"2014-07-09",0.3844
"2014-07-10",0.8582
"2014-07-11",0
"2014-07-12",2.0946
"2014-07-13",7.8212
"2014-07-14",9.2675
"2014-07-15",0
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",0
"2014-07-20",4.4616
"2014-07-21",0
"2014-07-22",0
"2014-07-23",0
"2014-07-24",0
"2014-07-25",0
"2014-07-26",0
"2014-07-27",12.8025
"2014-07-28",0
"2014-07-29",0
"2014-07-30",0
"2014-07-31",0
"2014-08-01",3.6968
"2014-08-02",0.1096
"2014-08-03",0.8242
"2014-08-04",1.079
"2014-08-05",3.9004
"2014-08-06",0.7048
"2014-08-07",13.912
"2014-08-08",25.6717
"2014-08-09",5.3662
"2014-08-10",1.9148
"2014-08-11",6.4471
"2014-08-12",0
"2014-08-13",0
"2014-08-14",6.4471
"2014-08-15",7.7032
"2014-08-16",15.7781
"2014-08-17",29.6937
"2014-08-18",9.7091
"2014-08-19",15.7505
"2014-08-20",7.4027
"2014-08-21",16.1248
"2014-08-22",17.3502
"2014-08-23",3.5626
"2014-08-24",16.0425
"2014-08-25",10.2206
"2014-08-26",0.2661
"2014-08-27",0
"2014-08-28",0
"2014-08-29",1.1404
"2014-08-30",2.0141
"2014-08-31",0
"2014-09-01",0
"2014-09-02",10.1447
"2014-09-03",6.2144
"2014-09-04",1.2898
"2014-09-05",6.8362
"2014-09-06",0.0376
"2014-09-07",5.239
"2014-09-08",0
"2014-09-09",0.6161
"2014-09-10",6.8066
"2014-09-11",5.0666
"2014-09-12",7.9301
"2014-09-13",0
"2014-09-14",1.0328
"2014-09-15",0
"2014-09-16",0
"2014-09-17",4.014
"2014-09-18",6.7815
"2014-09-19",0
"2014-09-20",0
"2014-09-21",0
"2014-09-22",2.5108
"2014-09-23",6.8268
"2014-09-24",13.4147
"2014-09-25",14.6757
"2014-09-26",38.2424
"2014-09-27",33.1125
"2014-09-28",26.8743
"2014-09-29",6.9495
"2014-09-30",34.0724
"2014-10-01",19.0564
"2014-10-02",23.8621
"2014-10-03",17.7254
"2014-10-04",34.203
"2014-10-05",17.9696
"2014-10-06",8.0118
"2014-10-07",13.0889
"2014-10-08",20.9764
"2014-10-09",14.8693
"2014-10-10",12.8406
"2014-10-11",0
"2014-10-12",0
"2014-10-13",0
"2014-10-14",20.5234
"2014-10-15",19.3057
"2014-10-16",9.1082
"2014-10-17",12.848
"2014-10-18",30.0999
"2014-10-19",14.8235
"2014-10-20",29.904
"2014-10-21",12.8732
"2014-10-22",7.8545
"2014-10-23",5.9333
"2014-10-24",35.4913
"2014-10-25",8.8463
"2014-10-26",8.4776
"2014-10-27",3.2585
"2014-10-28",14.808
"2014-10-29",16.4371
"2014-10-30",32.3009
"2014-10-31",7.7099
"2014-11-01",3.8172
"2014-11-02",0.9241
"2014-11-03",15.8666
"2014-11-04",4.3197
"2014-11-05",0.5499
"2014-11-06",0
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0
"2014-11-10",0.2951
"2014-11-11",3.6432
"2014-11-12",11.9987
"2014-11-13",13.5719
"2014-11-14",13.1543
"2014-11-15",0
"2014-11-16",10.3663
"2014-11-17",7.8139
"2014-11-18",6.9391
"2014-11-19",23.5001
"2014-11-20",9.1623
"2014-11-21",14.8475
"2014-11-22",19.9422
"2014-11-23",20.6175
"2014-11-24",22.3138
"2014-11-25",26.927
"2014-11-26",42.541
"2014-11-27",31.2965
"2014-11-28",14.2366
"2014-11-29",4.5381
"2014-11-30",1.9319
"2014-12-01",2.8283
"2014-12-02",12.1183
"2014-12-03",27.5732
"2014-12-04",0
"2014-12-05",0
"2014-12-06",1.6595
"2014-12-07",2.7138
"2014-12-08",26.4141
"2014-12-09",13.8399
"2014-12-10",31.4197
"2014-12-11",18.7895
"2014-12-12",25.928
"2014-12-13",0.3411
"2014-12-14",0
"2014-12-15",1.6137
"2014-12-16",0.1671
"2014-12-17",39.7172
"2014-12-18",39.7121
"2014-12-19",28.0695
"2014-12-20",51.31
"2014-12-21",0
"2014-12-22",40.2194
"2014-12-23",40.7383
"2014-12-24",51.7602
"2014-12-25",56.3679
"2014-12-26",85.5718
"2014-12-27",54.6822
"2014-12-28",48.1792
"2014-12-29",0
"2014-12-30",0
"2014-12-31",10.7972
"2015-01-01",11.6611
"2015-01-02",0.2892
"2015-01-03",6.4746
"2015-01-04",0
"2015-01-05",0.0358
"2015-01-06",0
"2015-01-07",0
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0
"2015-01-14",0
"2015-01-15",0
"2015-01-16",0
"2015-01-17",0
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",0
"2015-01-24",0
"2015-01-25",4.5677
"2015-01-26",0
"2015-01-27",0
"2015-01-28",0.9801
"2015-01-29",7.5599
"2015-01-30",0.0694
"2015-01-31",0.9433
"2015-02-01",1.0719
"2015-02-02",11.1434
"2015-02-03",33.1576
"2015-02-04",0
"2015-02-05",3.5436
"2015-02-06",4.1865
"2015-02-07",0
"2015-02-08",0
"2015-02-09",9.1068
"2015-02-10",21.4841
"2015-02-11",22.1302
"2015-02-12",8.8472
"2015-02-13",5.3097
"2015-02-14",0
"2015-02-15",0
"2015-02-16",0
"2015-02-17",0
"2015-02-18",0
"2015-02-19",0
"2015-02-20",0
"2015-02-21",0
"2015-02-22",0
"2015-02-23",0.0447
"2015-02-24",3.0246
"2015-02-25",15.0988
"2015-02-26",7.1285
"2015-02-27",7.79
"2015-02-28",0
"2015-03-01",3.4791
"2015-03-02",0.0126
"2015-03-03",0.0175
"2015-03-04",13.4271
"2015-03-05",0
"2015-03-06",0
"2015-03-07",0
"2015-03-08",0
"2015-03-09",0
"2015-03-10",0
"2015-03-11",0
"2015-03-12",6.8771
"2015-03-13",11.5102
"2015-03-14",0.4645
"2015-03-15",5.5881
"2015-03-16",0.8552
"2015-03-17",0.4282
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",9.0576
"2015-03-27",8.0372
"2015-03-28",14.11
"2015-03-29",13.2362
"2015-03-30",6.8609
"2015-03-31",11.7456
"2015-04-01",22.4648
"2015-04-02",14.6443
"2015-04-03",15.5089
"2015-04-04",0
"2015-04-05",0
"2015-04-06",0.0556
"2015-04-07",5.1444
"2015-04-08",10.276
"2015-04-09",4.431
"2015-04-10",7.3883
"2015-04-11",6.5697
"2015-04-12",8.9071
"2015-04-13",12.9492
"2015-04-14",4.8051
"2015-04-15",13.4142
"2015-04-16",7.1185
"2015-04-17",5.6283
"2015-04-18",9.2676
"2015-04-19",9.834
"2015-04-20",12.552
"2015-04-21",3.2299
"2015-04-22",1.955
"2015-04-23",13.6632
"2015-04-24",10.1306
"2015-04-25",9.9821
"2015-04-26",9.872
"2015-04-27",3.5832
"2015-04-28",1.418
"2015-04-29",14.5904
"2015-04-30",2.6072
"2015-05-01",1.3518
"2015-05-02",0.0542
"2015-05-03",4.8359
"2015-05-04",3.4776
"2015-05-05",6.1935
"2015-05-06",9.097
"2015-05-07",11.3867
"2015-05-08",14.4907
"2015-05-09",20.166
"2015-05-10",12.282
"2015-05-11",24.4851
"2015-05-12",11.552
"2015-05-13",15.6648
"2015-05-14",8.3919
"2015-05-15",0.0022
"2015-05-16",6.4757
"2015-05-17",0.5873
"2015-05-18",2.8792
"2015-05-19",0.8563
"2015-05-20",0
"2015-05-21",0
"2015-05-22",0
"2015-05-23",0
"2015-05-24",0
"2015-05-25",0
"2015-05-26",0.1079
"2015-05-27",0.5968
"2015-05-28",0.4309
"2015-05-29",4.1232
"2015-05-30",5.623
"2015-05-31",9.7962
"2015-06-01",2.8124
"2015-06-02",4.3893
"2015-06-03",7.7432
"2015-06-04",10.8632
"2015-06-05",5.4476
"2015-06-06",13.4118
"2015-06-07",12.9499
"2015-06-08",0.01
"2015-06-09",0.3749
"2015-06-10",0
"2015-06-11",0.2066
"2015-06-12",1.8004
"2015-06-13",0
"2015-06-14",0
"2015-06-15",28.9814
"2015-06-16",19.1305
"2015-06-17",19.3442
"2015-06-18",3.5433
"2015-06-19",4.306
"2015-06-20",0
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",0.756
"2015-06-27",0.9572
"2015-06-28",0.8848
"2015-06-29",18.6914
"2015-06-30",3.1009
"2015-07-01",6.1993
"2015-07-02",0
"2015-07-03",0
"2015-07-04",1.2678
"2015-07-05",0
"2015-07-06",0
"2015-07-07",0
"2015-07-08",0
"2015-07-09",0
"2015-07-10",0
"2015-07-11",0
"2015-07-12",0
"2015-07-13",0
"2015-07-14",0.0024
"2015-07-15",0
"2015-07-16",1.0237
"2015-07-17",9.8183
"2015-07-18",2.2226
"2015-07-19",0
"2015-07-20",0
"2015-07-21",0.6209
"2015-07-22",0.7936
"2015-07-23",17.5352
"2015-07-24",0.2372
"2015-07-25",2.2542
"2015-07-26",6.3873
"2015-07-27",0
"2015-07-28",7.0949
"2015-07-29",2.9583
"2015-07-30",0
"2015-07-31",6.859
"2015-08-01",0
"2015-08-02",0
"2015-08-03",0.1892
"2015-08-04",0
"2015-08-05",0.0322
"2015-08-06",0
"2015-08-07",0
"2015-08-08",9.2168
"2015-08-09",1.0702
"2015-08-10",0.9799
"2015-08-11",1.7578
"2015-08-12",0
"2015-08-13",0
"2015-08-14",15.379
"2015-08-15",8.9231
"2015-08-16",19.0791
"2015-08-17",4.3706
"2015-08-18",0.565
"2015-08-19",0
"2015-08-20",13.1977
"2015-08-21",0.5296
"2015-08-22",0
"2015-08-23",0.0031
"2015-08-24",2.2637
"2015-08-25",0
"2015-08-26",0
"2015-08-27",0.727
"2015-08-28",2.8878
"2015-08-29",1.0911
"2015-08-30",8.1055
"2015-08-31",11.2406
"2015-09-01",14.8464
"2015-09-02",5.9817
"2015-09-03",26.6757
"2015-09-04",22.0857
"2015-09-05",8.4615
"2015-09-06",13.4521
"2015-09-07",2.3883
"2015-09-08",12.7109
"2015-09-09",0.6511
"2015-09-10",12.7374
"2015-09-11",8.4657
"2015-09-12",1.5307
"2015-09-13",10.1662
"2015-09-14",0
"2015-09-15",0
"2015-09-16",0
"2015-09-17",0
"2015-09-18",7.0919
"2015-09-19",10.4755
"2015-09-20",6.6463
"2015-09-21",7.5332
"2015-09-22",5.2434
"2015-09-23",6.6332
"2015-09-24",10.8878
"2015-09-25",9.1424
"2015-09-26",11.6136
"2015-09-27",16.3537
"2015-09-28",11.7252
"2015-09-29",16.1571
"2015-09-30",15.7178
"2015-10-01",14.1882
"2015-10-02",8.8786
"2015-10-03",0.501
"2015-10-04",9.4735
"2015-10-05",12.7434
"2015-10-06",6.565
"2015-10-07",7.9347
"2015-10-08",6.4773
"2015-10-09",7.0791
"2015-10-10",3.4022
"2015-10-11",11.5759
"2015-10-12",15.6039
"2015-10-13",20.2673
"2015-10-14",18.1326
"2015-10-15",4.8323
"2015-10-16",21.2204
"2015-10-17",14.3964
"2015-10-18",22.1602
"2015-10-19",14.8569
"2015-10-20",21.9309
"2015-10-21",9.1119
"2015-10-22",7.654
"2015-10-23",21.5612
"2015-10-24",27.6329
"2015-10-25",29.2914
"2015-10-26",19.0124
"2015-10-27",24.336
"2015-10-28",11.8489
"2015-10-29",7.5986
"2015-10-30",26.6215
"2015-10-31",11.4691
"2015-11-01",13.4216
"2015-11-02",29.3098
"2015-11-03",13.6651
"2015-11-04",5.49
"2015-11-05",23.3952
"2015-11-06",16.0082
"2015-11-07",5.0681
"2015-11-08",16.0912
"2015-11-09",9.1288
"2015-11-10",7.2805
"2015-11-11",13.7219
"2015-11-12",9.8094
"2015-11-13",29.5808
"2015-11-14",24.6197
"2015-11-15",16.3465
"2015-11-16",7.3676
"2015-11-17",8.2615
"2015-11-18",9.8939
"2015-11-19",11.1695
"2015-11-20",0
"2015-11-21",17.0475
"2015-11-22",5.6469
"2015-11-23",1.6028
"2015-11-24",0.2892
"2015-11-25",0.4877
"2015-11-26",0.0868
"2015-11-27",1.5504
"2015-11-28",10.6338
"2015-11-29",42.5426
"2015-11-30",34.3784
"2015-12-01",14.4482
"2015-12-02",17.2045
"2015-12-03",18.0365
"2015-12-04",28.1188
"2015-12-05",4.2217
"2015-12-06",6.2873
"2015-12-07",15.789
"2015-12-08",28.4668
"2015-12-09",0
"2015-12-10",37.987
"2015-12-11",19.5882
"2015-12-12",6.7066
"2015-12-13",13.0403
"2015-12-14",21.3642
"2015-12-15",0.7939
"2015-12-16",0
"2015-12-17",8.0805
"2015-12-18",3.6966
"2015-12-19",2.2375
"2015-12-20",4.8024
"2015-12-21",0
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0.354
"2015-12-27",62.1005
"2015-12-28",0
"2015-12-29",0
"2015-12-30",0.8401
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0
"2016-01-05",4.2348
"2016-01-06",16.5934
"2016-01-07",0
"2016-01-08",16.5704
"2016-01-09",0
"2016-01-10",0
"2016-01-11",0
"2016-01-12",0
"2016-01-13",0.4789
"2016-01-14",0.8469
"2016-01-15",0
"2016-01-16",0
"2016-01-17",0
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",1.7782
"2016-01-24",0.3374
"2016-01-25",0
"2016-01-26",0
"2016-01-27",0
"2016-01-28",0
"2016-01-29",0
"2016-01-30",2.2061
"2016-01-31",12.5941
"2016-02-01",0.0323
"2016-02-02",1.7056
"2016-02-03",0
"2016-02-04",1.7454
"2016-02-05",19.1909
"2016-02-06",0
"2016-02-07",0
"2016-02-08",0.6899
"2016-02-09",4.8069
"2016-02-10",1.8235
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",0.4494
"2016-02-16",0
"2016-02-17",0
"2016-02-18",0.4396
"2016-02-19",0
"2016-02-20",0.0429
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",26.4943
"2016-02-26",0
"2016-02-27",0
"2016-02-28",0.0234
"2016-02-29",11.7559
"2016-03-01",0
"2016-03-02",0
"2016-03-03",0
"2016-03-04",0
"2016-03-05",0.0932
"2016-03-06",0.1528
"2016-03-07",0
"2016-03-08",13.2555
"2016-03-09",9.7714
"2016-03-10",14.6667
"2016-03-11",6.823
"2016-03-12",0.0452
"2016-03-13",0
"2016-03-14",0.3231
"2016-03-15",0
"2016-03-16",3.8183
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",4.555
"2016-03-22",0
"2016-03-23",0
"2016-03-24",0
"2016-03-25",0
"2016-03-26",0
"2016-03-27",1.6485
"2016-03-28",34.3586
"2016-03-29",2.551
"2016-03-30",22.0736
"2016-03-31",0
"2016-04-01",2.5551
"2016-04-02",0
"2016-04-03",0
"2016-04-04",1.871
"2016-04-05",5.5071
"2016-04-06",11.9981
"2016-04-07",7.8671
"2016-04-08",0
"2016-04-09",1.1384
"2016-04-10",2.8339
"2016-04-11",4.0882
"2016-04-12",3.2071
"2016-04-13",0.514
"2016-04-14",2.6809
"2016-04-15",8.1666
"2016-04-16",7.8622
"2016-04-17",4.8866
"2016-04-18",3.0823
"2016-04-19",14.7327
"2016-04-20",6.5008
"2016-04-21",0.3838
"2016-04-22",0.046
"2016-04-23",0
"2016-04-24",0
"2016-04-25",0
"2016-04-26",10.5144
"2016-04-27",7.8541
"2016-04-28",9.1872
"2016-04-29",7.4426
"2016-04-30",11.5795
"2016-05-01",10.6298
"2016-05-02",8.5126
"2016-05-03",10.6137
"2016-05-04",9.4313
"2016-05-05",6.0793
"2016-05-06",9.0241
"2016-05-07",9.4163
"2016-05-08",11.7817
"2016-05-09",7.5433
"2016-05-10",10.6219
"2016-05-11",18.7062
"2016-05-12",16.818
"2016-05-13",16.2122
"2016-05-14",46.855
"2016-05-15",59.4151
"2016-05-16",57.9208
"2016-05-17",53.2949
"2016-05-18",0
"2016-05-19",29.2219
"2016-05-20",0
"2016-05-21",0.7414
"2016-05-22",0
"2016-05-23",0
"2016-05-24",10.2791
"2016-05-25",0.1426
"2016-05-26",0
"2016-05-27",24.7519
"2016-05-28",11.7792
"2016-05-29",4.3782
"2016-05-30",3.7589
"2016-05-31",3.8561
"2016-06-01",0
"2016-06-02",0
"2016-06-03",0
"2016-06-04",0.0357
"2016-06-05",0
"2016-06-06",0
"2016-06-07",0.0112
"2016-06-08",0
"2016-06-09",0
"2016-06-10",0.0881
"2016-06-11",0
"2016-06-12",0.2971
"2016-06-13",0
"2016-06-14",0
"2016-06-15",2.7543
"2016-06-16",14.5036
"2016-06-17",0.6235
"2016-06-18",14.4298
"2016-06-19",1.662
"2016-06-20",0
"2016-06-21",12.0059
"2016-06-22",1.4052
"2016-06-23",11.9952
"2016-06-24",1.4607
"2016-06-25",8.8306
"2016-06-26",0
"2016-06-27",4.3356
"2016-06-28",20.1796
"2016-06-29",28.9684
"2016-06-30",8.3992
"2016-07-01",0
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",11.2376
"2016-07-08",0.8644
"2016-07-09",0
"2016-07-10",0
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",5.6292
"2016-07-15",9.3243
"2016-07-16",9.0986
"2016-07-17",8.8574
"2016-07-18",0
"2016-07-19",0
"2016-07-20",1.8278
"2016-07-21",1.083
"2016-07-22",0
"2016-07-23",1.9691
"2016-07-24",6.4986
"2016-07-25",8.2141
"2016-07-26",37.8355
"2016-07-27",14.381
"2016-07-28",16.8126
"2016-07-29",4.6938
"2016-07-30",3.9318
"2016-07-31",0
"2016-08-01",0.0303
"2016-08-02",0.0059
"2016-08-03",0
"2016-08-04",0
"2016-08-05",0
"2016-08-06",0
"2016-08-07",0
