,"(mm) Precipitation (CHIRPS) at Trincomalee, 2007-01-01 to 2025-12-31"
"2013-08-02",0
"2013-08-03",0.341
"2013-08-04",18.169
"2013-08-05",0
"2013-08-06",0
"2013-08-07",0
"2013-08-08",4.4762
"2013-08-09",3.7604
"2013-08-10",22.4137
"2013-08-11",3.6604
"2013-08-12",6.8354
"2013-08-13",2.8841
"2013-08-14",8.0843
"2013-08-15",0.007
"2013-08-16",0
"2013-08-17",0
"2013-08-18",0
"2013-08-19",0
"2013-08-20",0
"2013-08-21",0
"2013-08-22",0
"2013-08-23",0
"2013-08-24",0.1474
"2013-08-25",0
"2013-08-26",24.1566
"2013-08-27",1.3545
"2013-08-28",0
"2013-08-29",0
"2013-08-30",0
"2013-08-31",2.3429
"2013-09-01",3.3743
"2013-09-02",2.1346
"2013-09-03",0
"2013-09-04",4.272
"2013-09-05",6.5598
"2013-09-06",20.3966
"2013-09-07",24.5433
"2013-09-08",10.8391
"2013-09-09",10.7372
"2013-09-10",12.9214
"2013-09-11",1.0933
"2013-09-12",12.4531
"2013-09-13",4.3438
"2013-09-14",2.5468
"2013-09-15",0
"2013-09-16",0
"2013-09-17",0
"2013-09-18",0
"2013-09-19",4.3721
"2013-09-20",0
"2013-09-21",0.0059
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0
"2013-09-29",0.001
"2013-09-30",0
"2013-10-01",0
"2013-10-02",0
"2013-10-03",0
"2013-10-04",0
"2013-10-05",0
"2013-10-06",0
"2013-10-07",0
"2013-10-08",0
"2013-10-09",1.0478
"2013-10-10",8.3021
"2013-10-11",0
"2013-10-12",0
"2013-10-13",0
"2013-10-14",14.13
"2013-10-15",1.4798
"2013-10-16",1.6387
"2013-10-17",0.0047
"2013-10-18",23.4981
"2013-10-19",15.6304
"2013-10-20",7.3
"2013-10-21",0.6885
"2013-10-22",0.5106
"2013-10-23",0
"2013-10-24",0
"2013-10-25",0
"2013-10-26",0
"2013-10-27",0
"2013-10-28",3.153
"2013-10-29",2.5068
"2013-10-30",0.0045
"2013-10-31",0
"2013-11-01",1.0376
"2013-11-02",6.8423
"2013-11-03",13.6195
"2013-11-04",10.8263
"2013-11-05",0
"2013-11-06",0
"2013-11-07",0.0234
"2013-11-08",0
"2013-11-09",0.1007
"2013-11-10",0
"2013-11-11",23.0489
"2013-11-12",3.7974
"2013-11-13",5.7701
"2013-11-14",6.8133
"2013-11-15",46.605
"2013-11-16",0.0937
"2013-11-17",0
"2013-11-18",1.0518
"2013-11-19",22.2432
"2013-11-20",6.0166
"2013-11-21",0
"2013-11-22",0
"2013-11-23",21.1431
"2013-11-24",20.1709
"2013-11-25",0.234
"2013-11-26",7.5596
"2013-11-27",0.0804
"2013-11-28",2.3832
"2013-11-29",19.4692
"2013-11-30",10.8419
"2013-12-01",43.1857
"2013-12-02",19.4993
"2013-12-03",21.7575
"2013-12-04",31.1875
"2013-12-05",41.4615
"2013-12-06",28.1201
"2013-12-07",13.3465
"2013-12-08",4.386
"2013-12-09",0.4879
"2013-12-10",0
"2013-12-11",0
"2013-12-12",0
"2013-12-13",0
"2013-12-14",0
"2013-12-15",0.0454
"2013-12-16",0.7638
"2013-12-17",0
"2013-12-18",0
"2013-12-19",1.8463
"2013-12-20",0.1133
"2013-12-21",6.4737
"2013-12-22",0
"2013-12-23",2.0258
"2013-12-24",0.8098
"2013-12-25",3.6843
"2013-12-26",0.0712
"2013-12-27",0
"2013-12-28",0
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",5.3462
"2014-01-03",31.3756
"2014-01-04",38.6869
"2014-01-05",2.8779
"2014-01-06",74.0348
"2014-01-07",28.4721
"2014-01-08",4.5284
"2014-01-09",0
"2014-01-10",0
"2014-01-11",0
"2014-01-12",50.4613
"2014-01-13",6.3918
"2014-01-14",3.6745
"2014-01-15",29.916
"2014-01-16",4.1825
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0.0635
"2014-01-20",0
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0
"2014-01-30",0
"2014-01-31",0
"2014-02-01",0.0472
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",0
"2014-02-09",0.066
"2014-02-10",0
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0
"2014-02-14",0.526
"2014-02-15",0
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0
"2014-02-19",0.3045
"2014-02-20",0
"2014-02-21",0.0724
"2014-02-22",0.2424
"2014-02-23",36.4267
"2014-02-24",2.4408
"2014-02-25",0.2179
"2014-02-26",0.1786
"2014-02-27",0.1893
"2014-02-28",0
"2014-03-01",0
"2014-03-02",0
"2014-03-03",0
"2014-03-04",0
"2014-03-05",1.5014
"2014-03-06",0.0365
"2014-03-07",0.959
"2014-03-08",0
"2014-03-09",0.914
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",0.0002
"2014-03-15",0
"2014-03-16",0
"2014-03-17",1.1553
"2014-03-18",0.7322
"2014-03-19",5.065
"2014-03-20",0
"2014-03-21",0
"2014-03-22",0
"2014-03-23",0
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",0
"2014-03-28",0
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",0
"2014-04-02",0
"2014-04-03",0
"2014-04-04",0
"2014-04-05",0
"2014-04-06",0
"2014-04-07",0
"2014-04-08",3.147
"2014-04-09",2.1666
"2014-04-10",0.4897
"2014-04-11",0.1139
"2014-04-12",0
"2014-04-13",1.6264
"2014-04-14",0
"2014-04-15",0
"2014-04-16",2.815
"2014-04-17",4.3724
"2014-04-18",3.6137
"2014-04-19",0
"2014-04-20",0
"2014-04-21",2.6655
"2014-04-22",0.1131
"2014-04-23",0.0414
"2014-04-24",1.9835
"2014-04-25",0
"2014-04-26",0
"2014-04-27",0.1336
"2014-04-28",10.4021
"2014-04-29",11.6444
"2014-04-30",9.9055
"2014-05-01",14.8284
"2014-05-02",9.7846
"2014-05-03",15.917
"2014-05-04",16.4838
"2014-05-05",11.7353
"2014-05-06",0
"2014-05-07",5.3956
"2014-05-08",14.1247
"2014-05-09",9.6203
"2014-05-10",1.1349
"2014-05-11",0.025
"2014-05-12",0.9522
"2014-05-13",1.1189
"2014-05-14",0
"2014-05-15",0
"2014-05-16",0
"2014-05-17",0
"2014-05-18",0.5603
"2014-05-19",0
"2014-05-20",1.7502
"2014-05-21",0
"2014-05-22",0
"2014-05-23",0.0007
"2014-05-24",2.5445
"2014-05-25",0.1245
"2014-05-26",0
"2014-05-27",3.4153
"2014-05-28",4.0453
"2014-05-29",4.2878
"2014-05-30",0
"2014-05-31",0
"2014-06-01",0
"2014-06-02",1.2924
"2014-06-03",1.136
"2014-06-04",0
"2014-06-05",0
"2014-06-06",0
"2014-06-07",0
"2014-06-08",0.2659
"2014-06-09",0.0002
"2014-06-10",0
"2014-06-11",0
"2014-06-12",0
"2014-06-13",0.5773
"2014-06-14",0
"2014-06-15",0
"2014-06-16",0
"2014-06-17",0
"2014-06-18",0
"2014-06-19",0
"2014-06-20",0
"2014-06-21",0
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",0.5388
"2014-06-26",0
"2014-06-27",0
"2014-06-28",0
"2014-06-29",0
"2014-06-30",0
"2014-07-01",0.3218
"2014-07-02",0.2779
"2014-07-03",0
"2014-07-04",0
"2014-07-05",4.945
"2014-07-06",7.1208
"2014-07-07",1.0896
"2014-07-08",0.0355
"2014-07-09",0
"2014-07-10",2.5499
"2014-07-11",0
"2014-07-12",0.2288
"2014-07-13",0
"2014-07-14",0.7257
"2014-07-15",0
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",0
"2014-07-20",0.6616
"2014-07-21",0.0184
"2014-07-22",0
"2014-07-23",0
"2014-07-24",0
"2014-07-25",0.0121
"2014-07-26",1.701
"2014-07-27",2.7012
"2014-07-28",0.3884
"2014-07-29",0
"2014-07-30",0
"2014-07-31",0
"2014-08-01",0.5574
"2014-08-02",0.0155
"2014-08-03",0
"2014-08-04",0
"2014-08-05",1.8439
"2014-08-06",0.0885
"2014-08-07",6.3911
"2014-08-08",10.9764
"2014-08-09",2.2253
"2014-08-10",8.0878
"2014-08-11",0.0527
"2014-08-12",0
"2014-08-13",0.0592
"2014-08-14",0
"2014-08-15",9.0322
"2014-08-16",15.1639
"2014-08-17",6.9391
"2014-08-18",8.1736
"2014-08-19",0.8402
"2014-08-20",1.5209
"2014-08-21",0.6207
"2014-08-22",9.7199
"2014-08-23",0.0004
"2014-08-24",1.9953
"2014-08-25",0
"2014-08-26",0
"2014-08-27",0
"2014-08-28",0.2618
"2014-08-29",0
"2014-08-30",0
"2014-08-31",0
"2014-09-01",0
"2014-09-02",0.0205
"2014-09-03",2.8634
"2014-09-04",0.7682
"2014-09-05",0
"2014-09-06",0.068
"2014-09-07",0
"2014-09-08",0
"2014-09-09",0
"2014-09-10",1.1611
"2014-09-11",6.9881
"2014-09-12",4.4147
"2014-09-13",2.2977
"2014-09-14",5.705
"2014-09-15",0
"2014-09-16",0
"2014-09-17",0
"2014-09-18",12.5869
"2014-09-19",0
"2014-09-20",0
"2014-09-21",0
"2014-09-22",0
"2014-09-23",0.5735
"2014-09-24",0.218
"2014-09-25",0.3053
"2014-09-26",31.5031
"2014-09-27",21.6304
"2014-09-28",2.1179
"2014-09-29",6.0911
"2014-09-30",0.7466
"2014-10-01",0
"2014-10-02",29.0874
"2014-10-03",0.1861
"2014-10-04",8.173
"2014-10-05",7.1127
"2014-10-06",3.2391
"2014-10-07",0.4802
"2014-10-08",15.3333
"2014-10-09",11.0983
"2014-10-10",2.7285
"2014-10-11",0
"2014-10-12",0
"2014-10-13",2.3107
"2014-10-14",2.2695
"2014-10-15",0.2755
"2014-10-16",0.0337
"2014-10-17",8.7865
"2014-10-18",18.6222
"2014-10-19",4.5475
"2014-10-20",10.9129
"2014-10-21",4.8511
"2014-10-22",4.3268
"2014-10-23",6.9836
"2014-10-24",0.3109
"2014-10-25",0.1781
"2014-10-26",0
"2014-10-27",0
"2014-10-28",1.8145
"2014-10-29",4.8445
"2014-10-30",14.7561
"2014-10-31",16.7236
"2014-11-01",1.2144
"2014-11-02",8.513
"2014-11-03",32.0656
"2014-11-04",20.398
"2014-11-05",0
"2014-11-06",0
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0
"2014-11-10",0
"2014-11-11",3.6012
"2014-11-12",14.3979
"2014-11-13",4.7696
"2014-11-14",0
"2014-11-15",0
"2014-11-16",32.6625
"2014-11-17",7.1833
"2014-11-18",44.5266
"2014-11-19",58.2912
"2014-11-20",33.3179
"2014-11-21",28.1161
"2014-11-22",30.3579
"2014-11-23",21.4602
"2014-11-24",21.0928
"2014-11-25",43.0046
"2014-11-26",67.9601
"2014-11-27",53.0715
"2014-11-28",2.4489
"2014-11-29",5.2703
"2014-11-30",1.3305
"2014-12-01",13.7631
"2014-12-02",3.6326
"2014-12-03",12.3489
"2014-12-04",0
"2014-12-05",7.8718
"2014-12-06",41.309
"2014-12-07",23.1562
"2014-12-08",25.2713
"2014-12-09",0
"2014-12-10",17.9914
"2014-12-11",0
"2014-12-12",16.4636
"2014-12-13",0.2355
"2014-12-14",0
"2014-12-15",0.5041
"2014-12-16",12.0796
"2014-12-17",57.0094
"2014-12-18",15.7668
"2014-12-19",37.526
"2014-12-20",65.3904
"2014-12-21",37.9474
"2014-12-22",65.3764
"2014-12-23",41.8955
"2014-12-24",56.4508
"2014-12-25",19.785
"2014-12-26",93.3917
"2014-12-27",86.5292
"2014-12-28",62.446
"2014-12-29",0
"2014-12-30",0
"2014-12-31",3.2618
"2015-01-01",3.243
"2015-01-02",0
"2015-01-03",0
"2015-01-04",0
"2015-01-05",0.7726
"2015-01-06",4.6773
"2015-01-07",0
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0.1207
"2015-01-14",0.1246
"2015-01-15",0
"2015-01-16",0
"2015-01-17",0
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",0.3885
"2015-01-24",0.1254
"2015-01-25",0.5607
"2015-01-26",0
"2015-01-27",0
"2015-01-28",2.4296
"2015-01-29",0.1172
"2015-01-30",0
"2015-01-31",0
"2015-02-01",0.2684
"2015-02-02",3.0097
"2015-02-03",36.2189
"2015-02-04",0
"2015-02-05",4.7207
"2015-02-06",0
"2015-02-07",0
"2015-02-08",0
"2015-02-09",21.0025
"2015-02-10",6.639
"2015-02-11",1.1565
"2015-02-12",0
"2015-02-13",0
"2015-02-14",0
"2015-02-15",0
"2015-02-16",0
"2015-02-17",0
"2015-02-18",1.3189
"2015-02-19",0
"2015-02-20",0
"2015-02-21",0
"2015-02-22",0
"2015-02-23",0
"2015-02-24",45.0803
"2015-02-25",0
"2015-02-26",0
"2015-02-27",0
"2015-02-28",0
"2015-03-01",0
"2015-03-02",0
"2015-03-03",0
"2015-03-04",8.3019
"2015-03-05",0
"2015-03-06",0
"2015-03-07",0
"2015-03-08",0
"2015-03-09",0
"2015-03-10",0
"2015-03-11",0
"2015-03-12",9.2959
"2015-03-13",4.5054
"2015-03-14",5.9569
"2015-03-15",0.4082
"2015-03-16",0
"2015-03-17",0
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",0
"2015-03-27",1.0608
"2015-03-28",1.8868
"2015-03-29",0.8281
"2015-03-30",0.1328
"2015-03-31",0
"2015-04-01",9.515
"2015-04-02",4.5455
"2015-04-03",7.9765
"2015-04-04",0
"2015-04-05",0
"2015-04-06",0
"2015-04-07",0.5498
"2015-04-08",6.0953
"2015-04-09",0
"2015-04-10",0
"2015-04-11",0.113
"2015-04-12",0.3665
"2015-04-13",4.1063
"2015-04-14",0.6972
"2015-04-15",2.7196
"2015-04-16",1.1696
"2015-04-17",0
"2015-04-18",0.7862
"2015-04-19",0
"2015-04-20",5.7482
"2015-04-21",0.1123
"2015-04-22",0
"2015-04-23",6.0555
"2015-04-24",1.1197
"2015-04-25",0.0642
"2015-04-26",0
"2015-04-27",0.0015
"2015-04-28",0.8163
"2015-04-29",1.8598
"2015-04-30",2.3013
"2015-05-01",0.3397
"2015-05-02",0
"2015-05-03",2.6013
"2015-05-04",2.6035
"2015-05-05",6.0798
"2015-05-06",6.7647
"2015-05-07",6.9511
"2015-05-08",7.0819
"2015-05-09",6.9113
"2015-05-10",8.8246
"2015-05-11",19.5698
"2015-05-12",23.8693
"2015-05-13",16.4905
"2015-05-14",15.4146
"2015-05-15",14.3471
"2015-05-16",13.3522
"2015-05-17",0.0777
"2015-05-18",5.7021
"2015-05-19",0.2424
"2015-05-20",0.3963
"2015-05-21",0
"2015-05-22",0
"2015-05-23",0
"2015-05-24",0
"2015-05-25",0.0817
"2015-05-26",0
"2015-05-27",0
"2015-05-28",0.452
"2015-05-29",0
"2015-05-30",0
"2015-05-31",2.5443
"2015-06-01",1.0538
"2015-06-02",0.0852
"2015-06-03",2.6579
"2015-06-04",1.7313
"2015-06-05",1.2989
"2015-06-06",0.6208
"2015-06-07",0
"2015-06-08",0
"2015-06-09",0
"2015-06-10",0
"2015-06-11",0.2683
"2015-06-12",0
"2015-06-13",0.2014
"2015-06-14",0
"2015-06-15",0.1684
"2015-06-16",0.2833
"2015-06-17",0.3393
"2015-06-18",0
"2015-06-19",0.0555
"2015-06-20",0
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",0
"2015-06-27",0
"2015-06-28",0
"2015-06-29",0
"2015-06-30",0
"2015-07-01",0
"2015-07-02",0
"2015-07-03",0
"2015-07-04",0
"2015-07-05",0
"2015-07-06",0
"2015-07-07",0
"2015-07-08",0
"2015-07-09",0
"2015-07-10",0
"2015-07-11",0.0475
"2015-07-12",0
"2015-07-13",0
"2015-07-14",0
"2015-07-15",0
"2015-07-16",0
"2015-07-17",0
"2015-07-18",0.1328
"2015-07-19",0
"2015-07-20",0
"2015-07-21",1.9101
"2015-07-22",3.0232
"2015-07-23",2.5093
"2015-07-24",0
"2015-07-25",2.2616
"2015-07-26",0
"2015-07-27",0.0953
"2015-07-28",2.1193
"2015-07-29",9.0378
"2015-07-30",0
"2015-07-31",0
"2015-08-01",0
"2015-08-02",7.3447
"2015-08-03",0
"2015-08-04",0
"2015-08-05",0
"2015-08-06",0
"2015-08-07",1.2335
"2015-08-08",0
"2015-08-09",0.6969
"2015-08-10",2.9092
"2015-08-11",3.9313
"2015-08-12",0
"2015-08-13",0
"2015-08-14",5.1582
"2015-08-15",2.9339
"2015-08-16",9.5725
"2015-08-17",0
"2015-08-18",0.2476
"2015-08-19",0
"2015-08-20",0
"2015-08-21",0.5288
"2015-08-22",0.2444
"2015-08-23",7.0593
"2015-08-24",0
"2015-08-25",0
"2015-08-26",0.0289
"2015-08-27",2.1468
"2015-08-28",0.82
"2015-08-29",0
"2015-08-30",0
"2015-08-31",0.0728
"2015-09-01",2.7049
"2015-09-02",0
"2015-09-03",9.7281
"2015-09-04",0.5298
"2015-09-05",2.7772
"2015-09-06",4.7112
"2015-09-07",6.5178
"2015-09-08",0.9213
"2015-09-09",0
"2015-09-10",11.6903
"2015-09-11",0
"2015-09-12",0.1696
"2015-09-13",0
"2015-09-14",0.2263
"2015-09-15",0
"2015-09-16",0
"2015-09-17",0
"2015-09-18",0.1007
"2015-09-19",1.8233
"2015-09-20",0.2254
"2015-09-21",1.1671
"2015-09-22",0
"2015-09-23",0.0849
"2015-09-24",0.4166
"2015-09-25",1.3922
"2015-09-26",16.4458
"2015-09-27",18.5365
"2015-09-28",15.7352
"2015-09-29",20.5088
"2015-09-30",16.7444
"2015-10-01",0.0405
"2015-10-02",5.7259
"2015-10-03",0.5043
"2015-10-04",9.0748
"2015-10-05",6.7267
"2015-10-06",0.3025
"2015-10-07",0.3002
"2015-10-08",0
"2015-10-09",0
"2015-10-10",0
"2015-10-11",13.0162
"2015-10-12",0.7565
"2015-10-13",0.2186
"2015-10-14",0
"2015-10-15",0
"2015-10-16",0.0955
"2015-10-17",5.1307
"2015-10-18",4.1573
"2015-10-19",0
"2015-10-20",0
"2015-10-21",0.647
"2015-10-22",4.1696
"2015-10-23",12.8944
"2015-10-24",23.9008
"2015-10-25",22.8733
"2015-10-26",38.0245
"2015-10-27",41.7366
"2015-10-28",24.5204
"2015-10-29",25.4419
"2015-10-30",36.1431
"2015-10-31",21.09
"2015-11-01",5.5721
"2015-11-02",45.8812
"2015-11-03",47.0141
"2015-11-04",0
"2015-11-05",32.1189
"2015-11-06",22.7794
"2015-11-07",16.3944
"2015-11-08",8.5644
"2015-11-09",8.2765
"2015-11-10",1.9193
"2015-11-11",3.7028
"2015-11-12",1.6597
"2015-11-13",41.458
"2015-11-14",73.2529
"2015-11-15",53.5009
"2015-11-16",10.8849
"2015-11-17",17.4784
"2015-11-18",22.2639
"2015-11-19",3.4652
"2015-11-20",0.8572
"2015-11-21",36.7413
"2015-11-22",9.2997
"2015-11-23",0.5787
"2015-11-24",0
"2015-11-25",0
"2015-11-26",0.9149
"2015-11-27",1.6106
"2015-11-28",29.9518
"2015-11-29",34.9179
"2015-11-30",21.2379
"2015-12-01",24.5887
"2015-12-02",33.4995
"2015-12-03",3.3245
"2015-12-04",22.0092
"2015-12-05",16.7638
"2015-12-06",5.3652
"2015-12-07",28.007
"2015-12-08",47.343
"2015-12-09",4.2972
"2015-12-10",23.9207
"2015-12-11",53.7773
"2015-12-12",0
"2015-12-13",3.6724
"2015-12-14",2.2326
"2015-12-15",0
"2015-12-16",0
"2015-12-17",12.2359
"2015-12-18",1.2885
"2015-12-19",0.0089
"2015-12-20",0
"2015-12-21",0
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0
"2015-12-27",58.8802
"2015-12-28",2.0057
"2015-12-29",36.8319
"2015-12-30",0
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0
"2016-01-05",0.4645
"2016-01-06",3.8877
"2016-01-07",0
"2016-01-08",0
"2016-01-09",0
"2016-01-10",0
"2016-01-11",0
"2016-01-12",0
"2016-01-13",0.0849
"2016-01-14",5.2351
"2016-01-15",0
"2016-01-16",0
"2016-01-17",0
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",0.8981
"2016-01-24",66.6956
"2016-01-25",0
"2016-01-26",0
"2016-01-27",0
"2016-01-28",0
"2016-01-29",0
"2016-01-30",0
"2016-01-31",4.9068
"2016-02-01",2.3832
"2016-02-02",0.0402
"2016-02-03",0
"2016-02-04",0.6431
"2016-02-05",5.5443
"2016-02-06",1.0488
"2016-02-07",0
"2016-02-08",0
"2016-02-09",0
"2016-02-10",0.3576
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",0
"2016-02-16",0
"2016-02-17",9.6929
"2016-02-18",0.0522
"2016-02-19",0
"2016-02-20",0
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",0
"2016-02-26",0
"2016-02-27",0
"2016-02-28",0.0701
"2016-02-29",0
"2016-03-01",0
"2016-03-02",0
"2016-03-03",0
"2016-03-04",0
"2016-03-05",0
"2016-03-06",0
"2016-03-07",0
"2016-03-08",0
"2016-03-09",0
"2016-03-10",0
"2016-03-11",0
"2016-03-12",0
"2016-03-13",0
"2016-03-14",0
"2016-03-15",0.0007
"2016-03-16",0
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",0.2974
"2016-03-22",0.0136
"2016-03-23",0
"2016-03-24",0
"2016-03-25",0
"2016-03-26",0
"2016-03-27",0
"2016-03-28",12.8023
"2016-03-29",5.8684
"2016-03-30",0.3901
"2016-03-31",1.3184
"2016-04-01",0
"2016-04-02",0
"2016-04-03",0.018
"2016-04-04",0
"2016-04-05",1.3639
"2016-04-06",1.5482
"2016-04-07",0.0009
"2016-04-08",0
"2016-04-09",0
"2016-04-10",0
"2016-04-11",0
"2016-04-12",0
"2016-04-13",0
"2016-04-14",0.5946
"2016-04-15",0.251
"2016-04-16",0.001
"2016-04-17",0.5879
"2016-04-18",0.5051
"2016-04-19",4.9965
"2016-04-20",0.0526
"2016-04-21",0.1348
"2016-04-22",0.0818
"2016-04-23",0
"2016-04-24",0
"2016-04-25",0
"2016-04-26",3.7581
"2016-04-27",0
"2016-04-28",0
"2016-04-29",0
"2016-04-30",4.3667
"2016-05-01",8.039
"2016-05-02",14.1269
"2016-05-03",10.0448
"2016-05-04",3.243
"2016-05-05",8.9071
"2016-05-06",12.2195
"2016-05-07",17.3481
"2016-05-08",15.7348
"2016-05-09",6.6452
"2016-05-10",15.1262
"2016-05-11",1.8537
"2016-05-12",29.6874
"2016-05-13",2.4246
"2016-05-14",78.9615
"2016-05-15",91.411
"2016-05-16",74.3887
"2016-05-17",54.2751
"2016-05-18",0
"2016-05-19",0.6476
"2016-05-20",7.5409
"2016-05-21",0
"2016-05-22",0
"2016-05-23",0
"2016-05-24",0
"2016-05-25",0
"2016-05-26",0
"2016-05-27",0
"2016-05-28",0
"2016-05-29",0
"2016-05-30",0
"2016-05-31",0
"2016-06-01",0
"2016-06-02",0.0415
"2016-06-03",0.006
"2016-06-04",0
"2016-06-05",0
"2016-06-06",0
"2016-06-07",0.2325
"2016-06-08",0.0146
"2016-06-09",0.0411
"2016-06-10",0.0019
"2016-06-11",0
"2016-06-12",0
"2016-06-13",0
"2016-06-14",0
"2016-06-15",0
"2016-06-16",0.0395
"2016-06-17",0.0786
"2016-06-18",0.022
"2016-06-19",0.4225
"2016-06-20",0.0555
"2016-06-21",0.3296
"2016-06-22",0.6158
"2016-06-23",1.1945
"2016-06-24",0.8957
"2016-06-25",0.0755
"2016-06-26",0.0991
"2016-06-27",0.5116
"2016-06-28",2.4098
"2016-06-29",3.613
"2016-06-30",0.0492
"2016-07-01",0
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",0.4214
"2016-07-08",0.0045
"2016-07-09",0
"2016-07-10",0
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",0.065
"2016-07-15",1.651
"2016-07-16",9.9601
"2016-07-17",10.7307
"2016-07-18",0.0442
"2016-07-19",0.9652
"2016-07-20",2.6383
"2016-07-21",6.7183
"2016-07-22",0.0237
"2016-07-23",8.1913
"2016-07-24",2.5743
"2016-07-25",4.8667
"2016-07-26",2.4336
"2016-07-27",6.7153
"2016-07-28",5.6028
"2016-07-29",5.8838
"2016-07-30",7.1472
"2016-07-31",0
"2016-08-01",0
"2016-08-02",0.3906
"2016-08-03",0.0597
"2016-08-04",0
"2016-08-05",0
"2016-08-06",0
"2016-08-07",0
"2016-08-08",3.4784
"2016-08-09",0.6404
"2016-08-10",0
"2016-08-11",0
"2016-08-12",0.2403
"2016-08-13",0
"2016-08-14",0
"2016-08-15",0
"2016-08-16",0.2177
"2016-08-17",0
"2016-08-18",0
"2016-08-19",1.4921
"2016-08-20",0.0003
"2016-08-21",0
"2016-08-22",8.1222
"2016-08-23",2.9443
"2016-08-24",0.6495
"2016-08-25",0.0464
"2016-08-26",7.0589
"2016-08-27",5.9882
"2016-08-28",3.3682
"2016-08-29",0
"2016-08-30",0.2755
"2016-08-31",0
"2016-09-01",0.0064
"2016-09-02",0
"2016-09-03",0.4418
"2016-09-04",0
"2016-09-05",0
"2016-09-06",0
"2016-09-07",0.2646
"2016-09-08",0.0334
"2016-09-09",0.032
"2016-09-10",0
"2016-09-11",0
"2016-09-12",0
"2016-09-13",1.7583
"2016-09-14",0.3368
"2016-09-15",5.3178
"2016-09-16",0.2674
"2016-09-17",0
"2016-09-18",0.3936
"2016-09-19",0.8151
"2016-09-20",4.6251
"2016-09-21",0.2214
"2016-09-22",0
"2016-09-23",0
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",0
"2016-09-28",0
"2016-09-29",0.9719
"2016-09-30",0.292
"2016-10-01",0.0074
"2016-10-02",0.3152
"2016-10-03",0
"2016-10-04",0
"2016-10-05",8.1702
"2016-10-06",0.6569
"2016-10-07",0
"2016-10-08",0
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",3.6817
"2016-10-13",3.3324
"2016-10-14",0
"2016-10-15",0
"2016-10-16",0
"2016-10-17",0
"2016-10-18",0
"2016-10-19",5.9551
"2016-10-20",8.4739
"2016-10-21",9.2095
"2016-10-22",3.8831
"2016-10-23",1.5889
"2016-10-24",8.5885
"2016-10-25",0
"2016-10-26",0
"2016-10-27",0
"2016-10-28",16.8116
"2016-10-29",8.5857
"2016-10-30",10.2181
"2016-10-31",2.4838
"2016-11-01",2.8967
"2016-11-02",15.7647
"2016-11-03",15.7197
"2016-11-04",7.0994
"2016-11-05",8.1922
"2016-11-06",14.3078
"2016-11-07",0
"2016-11-08",0
"2016-11-09",0
"2016-11-10",0
"2016-11-11",0
"2016-11-12",1.923
"2016-11-13",2.5176
"2016-11-14",8.5871
"2016-11-15",0
"2016-11-16",3.1865
"2016-11-17",27.2563
"2016-11-18",48.4259
"2016-11-19",24.2684
"2016-11-20",46.0817
