,"(mm) Precipitation (CHIRPS) at Vavuniya, 2007-01-01 to 2025-12-31"
"2013-08-18",0
"2013-08-19",0
"2013-08-20",0
"2013-08-21",0.4833
"2013-08-22",0
"2013-08-23",0
"2013-08-24",0.0072
"2013-08-25",0.2587
"2013-08-26",14.1245
"2013-08-27",3.8917
"2013-08-28",5.7659
"2013-08-29",2.8191
"2013-08-30",0
"2013-08-31",6.0638
"2013-09-01",1.2863
"2013-09-02",7.3068
"2013-09-03",0
"2013-09-04",9.1225
"2013-09-05",9.2088
"2013-09-06",6.7529
"2013-09-07",27.579
"2013-09-08",3.8016
"2013-09-09",6.093
"2013-09-10",26.1249
"2013-09-11",2.0162
"2013-09-12",3.5784
"2013-09-13",0.023
"2013-09-14",6.2084
"2013-09-15",0
"2013-09-16",0
"2013-09-17",0
"2013-09-18",0.3019
"2013-09-19",0.0999
"2013-09-20",0
"2013-09-21",0
"2013-09-22",0
"2013-09-23",0
"2013-09-24",0
"2013-09-25",0
"2013-09-26",0
"2013-09-27",0
"2013-09-28",0
"2013-09-29",0.4056
"2013-09-30",0
"2013-10-01",0
"2013-10-02",0
"2013-10-03",0
"2013-10-04",0
"2013-10-05",0
"2013-10-06",0
"2013-10-07",0
"2013-10-08",0
"2013-10-09",1.4476
"2013-10-10",6.0277
"2013-10-11",0
"2013-10-12",0.0747
"2013-10-13",0
"2013-10-14",13.5067
"2013-10-15",0.0559
"2013-10-16",13.0897
"2013-10-17",1.4448
"2013-10-18",18.689
"2013-10-19",15.5081
"2013-10-20",10.4709
"2013-10-21",2.1562
"2013-10-22",0
"2013-10-23",0
"2013-10-24",0
"2013-10-25",0
"2013-10-26",0
"2013-10-27",0
"2013-10-28",0
"2013-10-29",6.3137
"2013-10-30",0.0181
"2013-10-31",1.2831
"2013-11-01",2.3648
"2013-11-02",4.4408
"2013-11-03",0
"2013-11-04",12.7112
"2013-11-05",0
"2013-11-06",4.8921
"2013-11-07",0
"2013-11-08",0.0079
"2013-11-09",3.9364
"2013-11-10",1.4632
"2013-11-11",37.6705
"2013-11-12",6.2162
"2013-11-13",7.3557
"2013-11-14",8.027
"2013-11-15",39.9243
"2013-11-16",0
"2013-11-17",0.7676
"2013-11-18",4.8548
"2013-11-19",20.6534
"2013-11-20",0
"2013-11-21",0
"2013-11-22",0.0814
"2013-11-23",8.8679
"2013-11-24",8.4973
"2013-11-25",0.0879
"2013-11-26",4.4201
"2013-11-27",0
"2013-11-28",4.2305
"2013-11-29",13.0056
"2013-11-30",29.5236
"2013-12-01",34.9745
"2013-12-02",20.0874
"2013-12-03",5.3592
"2013-12-04",9.8504
"2013-12-05",30.5743
"2013-12-06",5.6259
"2013-12-07",18.7158
"2013-12-08",0.6737
"2013-12-09",0
"2013-12-10",0
"2013-12-11",0
"2013-12-12",0.4438
"2013-12-13",0
"2013-12-14",0.5267
"2013-12-15",0
"2013-12-16",4.865
"2013-12-17",0
"2013-12-18",0
"2013-12-19",0
"2013-12-20",0.0251
"2013-12-21",3.7442
"2013-12-22",0
"2013-12-23",0.0416
"2013-12-24",0
"2013-12-25",2.538
"2013-12-26",0.5328
"2013-12-27",0
"2013-12-28",0.0115
"2013-12-29",0
"2013-12-30",0
"2013-12-31",0
"2014-01-01",0
"2014-01-02",0
"2014-01-03",9.1278
"2014-01-04",22.7211
"2014-01-05",12.8017
"2014-01-06",69.1333
"2014-01-07",45.5611
"2014-01-08",14.15
"2014-01-09",0
"2014-01-10",0
"2014-01-11",0
"2014-01-12",28.5427
"2014-01-13",7.7063
"2014-01-14",0
"2014-01-15",0.3611
"2014-01-16",0
"2014-01-17",0
"2014-01-18",0
"2014-01-19",0
"2014-01-20",0
"2014-01-21",0
"2014-01-22",0
"2014-01-23",0
"2014-01-24",0
"2014-01-25",0
"2014-01-26",0
"2014-01-27",0
"2014-01-28",0
"2014-01-29",0
"2014-01-30",0
"2014-01-31",0
"2014-02-01",1.1919
"2014-02-02",0
"2014-02-03",0
"2014-02-04",0
"2014-02-05",0
"2014-02-06",0
"2014-02-07",0
"2014-02-08",0
"2014-02-09",0.959
"2014-02-10",0
"2014-02-11",0
"2014-02-12",0
"2014-02-13",0
"2014-02-14",0.7006
"2014-02-15",0
"2014-02-16",0
"2014-02-17",0
"2014-02-18",0
"2014-02-19",0.157
"2014-02-20",0
"2014-02-21",0
"2014-02-22",0
"2014-02-23",13.7747
"2014-02-24",1.5837
"2014-02-25",0
"2014-02-26",0
"2014-02-27",0
"2014-02-28",0
"2014-03-01",0
"2014-03-02",0
"2014-03-03",0
"2014-03-04",0
"2014-03-05",0.2001
"2014-03-06",0
"2014-03-07",1.6959
"2014-03-08",0
"2014-03-09",1.7652
"2014-03-10",0
"2014-03-11",0
"2014-03-12",0
"2014-03-13",0
"2014-03-14",0
"2014-03-15",0
"2014-03-16",0
"2014-03-17",0
"2014-03-18",1.5408
"2014-03-19",2.2979
"2014-03-20",0
"2014-03-21",0
"2014-03-22",0.0434
"2014-03-23",0
"2014-03-24",0
"2014-03-25",0
"2014-03-26",0
"2014-03-27",0
"2014-03-28",0
"2014-03-29",0
"2014-03-30",0
"2014-03-31",0
"2014-04-01",0
"2014-04-02",0.382
"2014-04-03",0
"2014-04-04",0.0055
"2014-04-05",2.3049
"2014-04-06",1.1916
"2014-04-07",5.3848
"2014-04-08",9.8721
"2014-04-09",1.6732
"2014-04-10",10.7891
"2014-04-11",0.0115
"2014-04-12",0.0812
"2014-04-13",4.2487
"2014-04-14",1.0984
"2014-04-15",0
"2014-04-16",3.0147
"2014-04-17",1.1141
"2014-04-18",8.8515
"2014-04-19",0
"2014-04-20",1.4144
"2014-04-21",4.3222
"2014-04-22",11.5516
"2014-04-23",3.8523
"2014-04-24",6.6899
"2014-04-25",0
"2014-04-26",6.3833
"2014-04-27",10.6907
"2014-04-28",11.8663
"2014-04-29",13.3756
"2014-04-30",14.0704
"2014-05-01",13.1185
"2014-05-02",13.9357
"2014-05-03",25.8337
"2014-05-04",20.2597
"2014-05-05",18.7268
"2014-05-06",1.606
"2014-05-07",7.9116
"2014-05-08",14.0115
"2014-05-09",9.6307
"2014-05-10",1.626
"2014-05-11",0.7097
"2014-05-12",0.1744
"2014-05-13",1.3768
"2014-05-14",0
"2014-05-15",0
"2014-05-16",0
"2014-05-17",0
"2014-05-18",0.9693
"2014-05-19",0
"2014-05-20",0
"2014-05-21",0
"2014-05-22",0
"2014-05-23",0
"2014-05-24",1.5069
"2014-05-25",0.2141
"2014-05-26",0
"2014-05-27",2.6959
"2014-05-28",7.5131
"2014-05-29",5.8898
"2014-05-30",0
"2014-05-31",0.0847
"2014-06-01",0
"2014-06-02",0.001
"2014-06-03",1.9398
"2014-06-04",0
"2014-06-05",0
"2014-06-06",0
"2014-06-07",0
"2014-06-08",0.007
"2014-06-09",0.0001
"2014-06-10",0
"2014-06-11",0
"2014-06-12",0
"2014-06-13",0
"2014-06-14",0
"2014-06-15",0
"2014-06-16",0
"2014-06-17",0
"2014-06-18",0
"2014-06-19",0
"2014-06-20",0
"2014-06-21",0
"2014-06-22",0
"2014-06-23",0
"2014-06-24",0
"2014-06-25",0.006
"2014-06-26",0
"2014-06-27",0
"2014-06-28",0
"2014-06-29",0
"2014-06-30",0
"2014-07-01",1.2644
"2014-07-02",0
"2014-07-03",1.3013
"2014-07-04",0
"2014-07-05",4.0978
"2014-07-06",4.908
"2014-07-07",1.7923
"2014-07-08",0.0961
"2014-07-09",0
"2014-07-10",0.5688
"2014-07-11",0
"2014-07-12",0.1162
"2014-07-13",0
"2014-07-14",0.0008
"2014-07-15",0
"2014-07-16",0
"2014-07-17",0
"2014-07-18",0
"2014-07-19",0.5541
"2014-07-20",0.0254
"2014-07-21",0
"2014-07-22",0
"2014-07-23",0
"2014-07-24",0
"2014-07-25",0
"2014-07-26",0.6017
"2014-07-27",4.0734
"2014-07-28",1.2668
"2014-07-29",0.3435
"2014-07-30",0.0764
"2014-07-31",0
"2014-08-01",0.0455
"2014-08-02",0
"2014-08-03",0
"2014-08-04",0
"2014-08-05",2.7878
"2014-08-06",0.8706
"2014-08-07",4.1607
"2014-08-08",5.8985
"2014-08-09",3.6132
"2014-08-10",2.1296
"2014-08-11",0
"2014-08-12",0
"2014-08-13",0
"2014-08-14",0.0123
"2014-08-15",5.4176
"2014-08-16",7.2023
"2014-08-17",5.8671
"2014-08-18",7.5331
"2014-08-19",3.5192
"2014-08-20",5.5292
"2014-08-21",3.8074
"2014-08-22",5.2217
"2014-08-23",0
"2014-08-24",0.5853
"2014-08-25",0
"2014-08-26",0
"2014-08-27",0.0338
"2014-08-28",0
"2014-08-29",0
"2014-08-30",0
"2014-08-31",0
"2014-09-01",0
"2014-09-02",2.362
"2014-09-03",0.5296
"2014-09-04",7.3237
"2014-09-05",0
"2014-09-06",2.005
"2014-09-07",0
"2014-09-08",0
"2014-09-09",0
"2014-09-10",0.4689
"2014-09-11",7.2706
"2014-09-12",3.3074
"2014-09-13",2.5892
"2014-09-14",2.5336
"2014-09-15",0
"2014-09-16",0.1736
"2014-09-17",0
"2014-09-18",8.3515
"2014-09-19",0.0247
"2014-09-20",0
"2014-09-21",7.2616
"2014-09-22",0.0091
"2014-09-23",4.7226
"2014-09-24",4.7532
"2014-09-25",10.2847
"2014-09-26",28.9437
"2014-09-27",19.0972
"2014-09-28",1.3708
"2014-09-29",5.735
"2014-09-30",20.5373
"2014-10-01",6.8032
"2014-10-02",12.3979
"2014-10-03",1.0485
"2014-10-04",9.323
"2014-10-05",8.8055
"2014-10-06",0
"2014-10-07",2.077
"2014-10-08",8.9419
"2014-10-09",3.4621
"2014-10-10",6.4255
"2014-10-11",0
"2014-10-12",0
"2014-10-13",0
"2014-10-14",6.8026
"2014-10-15",12.6067
"2014-10-16",2.4393
"2014-10-17",12.908
"2014-10-18",14.2013
"2014-10-19",7.5512
"2014-10-20",9.272
"2014-10-21",4.3032
"2014-10-22",4.3493
"2014-10-23",7.756
"2014-10-24",7.9638
"2014-10-25",4.2693
"2014-10-26",0.4677
"2014-10-27",0
"2014-10-28",0
"2014-10-29",7.3482
"2014-10-30",13.9295
"2014-10-31",29.8386
"2014-11-01",0.0131
"2014-11-02",15.8189
"2014-11-03",33.1683
"2014-11-04",31.6089
"2014-11-05",0
"2014-11-06",0
"2014-11-07",0
"2014-11-08",0
"2014-11-09",0
"2014-11-10",0.018
"2014-11-11",0.9482
"2014-11-12",11.1117
"2014-11-13",13.2332
"2014-11-14",0
"2014-11-15",0
"2014-11-16",20.1439
"2014-11-17",1.3554
"2014-11-18",37.8276
"2014-11-19",44.3433
"2014-11-20",25.5714
"2014-11-21",17.3633
"2014-11-22",17.8464
"2014-11-23",6.8638
"2014-11-24",20.6433
"2014-11-25",37.32
"2014-11-26",73.258
"2014-11-27",35.8597
"2014-11-28",14.9853
"2014-11-29",6.0542
"2014-11-30",5.5071
"2014-12-01",7.152
"2014-12-02",8.5188
"2014-12-03",0.8665
"2014-12-04",0
"2014-12-05",0
"2014-12-06",5.1613
"2014-12-07",9.4485
"2014-12-08",11.8416
"2014-12-09",10.2393
"2014-12-10",16.24
"2014-12-11",0.925
"2014-12-12",17.023
"2014-12-13",0.1101
"2014-12-14",0
"2014-12-15",0
"2014-12-16",2.418
"2014-12-17",49.0314
"2014-12-18",19.0792
"2014-12-19",22.502
"2014-12-20",59.9538
"2014-12-21",38.2148
"2014-12-22",49.5203
"2014-12-23",34.0944
"2014-12-24",34.1567
"2014-12-25",5.7123
"2014-12-26",64.0708
"2014-12-27",74.8396
"2014-12-28",31.7495
"2014-12-29",0
"2014-12-30",0
"2014-12-31",0.2358
"2015-01-01",0
"2015-01-02",0
"2015-01-03",0
"2015-01-04",0
"2015-01-05",0
"2015-01-06",4.7802
"2015-01-07",0
"2015-01-08",0
"2015-01-09",0
"2015-01-10",0
"2015-01-11",0
"2015-01-12",0
"2015-01-13",0
"2015-01-14",0.2007
"2015-01-15",0
"2015-01-16",0
"2015-01-17",0
"2015-01-18",0
"2015-01-19",0
"2015-01-20",0
"2015-01-21",0
"2015-01-22",0
"2015-01-23",0
"2015-01-24",0.1313
"2015-01-25",0
"2015-01-26",0
"2015-01-27",0
"2015-01-28",3.1517
"2015-01-29",0.12
"2015-01-30",0
"2015-01-31",0
"2015-02-01",0
"2015-02-02",0.7851
"2015-02-03",9.8916
"2015-02-04",0.0404
"2015-02-05",21.4204
"2015-02-06",0
"2015-02-07",0
"2015-02-08",0
"2015-02-09",5.0851
"2015-02-10",0.9613
"2015-02-11",0
"2015-02-12",0
"2015-02-13",0
"2015-02-14",0
"2015-02-15",0
"2015-02-16",0
"2015-02-17",0
"2015-02-18",0.1191
"2015-02-19",0
"2015-02-20",0.0223
"2015-02-21",0
"2015-02-22",0
"2015-02-23",0
"2015-02-24",9.776
"2015-02-25",0
"2015-02-26",4.7628
"2015-02-27",11.328
"2015-02-28",0
"2015-03-01",0.4117
"2015-03-02",0
"2015-03-03",0
"2015-03-04",12.462
"2015-03-05",0
"2015-03-06",0
"2015-03-07",0
"2015-03-08",0
"2015-03-09",0
"2015-03-10",0
"2015-03-11",0
"2015-03-12",0.4019
"2015-03-13",5.9408
"2015-03-14",5.0174
"2015-03-15",9.2868
"2015-03-16",0
"2015-03-17",0
"2015-03-18",0
"2015-03-19",0
"2015-03-20",0
"2015-03-21",0
"2015-03-22",0
"2015-03-23",0
"2015-03-24",0
"2015-03-25",0
"2015-03-26",0
"2015-03-27",8.0853
"2015-03-28",1.6055
"2015-03-29",0
"2015-03-30",1.5222
"2015-03-31",4.4197
"2015-04-01",13.398
"2015-04-02",14.9482
"2015-04-03",6.7242
"2015-04-04",0.0085
"2015-04-05",0
"2015-04-06",0.0026
"2015-04-07",6.2159
"2015-04-08",6.6448
"2015-04-09",0
"2015-04-10",1.1149
"2015-04-11",5.0428
"2015-04-12",12.2977
"2015-04-13",13.7011
"2015-04-14",4.3516
"2015-04-15",3.7116
"2015-04-16",0.7825
"2015-04-17",0.4754
"2015-04-18",2.7948
"2015-04-19",1.447
"2015-04-20",6.1546
"2015-04-21",10.8237
"2015-04-22",0.2316
"2015-04-23",10.9348
"2015-04-24",13.1704
"2015-04-25",1.7709
"2015-04-26",8.8292
"2015-04-27",5.7735
"2015-04-28",7.8322
"2015-04-29",7.2423
"2015-04-30",3.2455
"2015-05-01",0.002
"2015-05-02",0.5659
"2015-05-03",4.4574
"2015-05-04",3.6661
"2015-05-05",3.1303
"2015-05-06",4.0346
"2015-05-07",6.8121
"2015-05-08",7.5473
"2015-05-09",8.8414
"2015-05-10",13.1899
"2015-05-11",17.3552
"2015-05-12",32.3054
"2015-05-13",27.1365
"2015-05-14",18.0614
"2015-05-15",4.7668
"2015-05-16",20.9294
"2015-05-17",9.4785
"2015-05-18",0.8761
"2015-05-19",2.003
"2015-05-20",0.0372
"2015-05-21",0
"2015-05-22",0
"2015-05-23",0
"2015-05-24",0
"2015-05-25",0.7301
"2015-05-26",0
"2015-05-27",0
"2015-05-28",0
"2015-05-29",0
"2015-05-30",0
"2015-05-31",0
"2015-06-01",0.9317
"2015-06-02",0.4467
"2015-06-03",2.8534
"2015-06-04",0.8858
"2015-06-05",1.4023
"2015-06-06",0.148
"2015-06-07",0
"2015-06-08",0
"2015-06-09",0
"2015-06-10",0
"2015-06-11",0
"2015-06-12",0
"2015-06-13",0
"2015-06-14",0
"2015-06-15",0
"2015-06-16",0
"2015-06-17",0
"2015-06-18",0
"2015-06-19",0
"2015-06-20",0
"2015-06-21",0
"2015-06-22",0
"2015-06-23",0
"2015-06-24",0
"2015-06-25",0
"2015-06-26",0
"2015-06-27",0
"2015-06-28",0
"2015-06-29",0
"2015-06-30",0
"2015-07-01",0
"2015-07-02",0
"2015-07-03",0
"2015-07-04",0
"2015-07-05",0
"2015-07-06",0
"2015-07-07",0
"2015-07-08",0
"2015-07-09",0
"2015-07-10",0
"2015-07-11",0
"2015-07-12",0
"2015-07-13",0
"2015-07-14",0
"2015-07-15",0
"2015-07-16",0
"2015-07-17",0
"2015-07-18",0
"2015-07-19",0
"2015-07-20",0
"2015-07-21",3.0499
"2015-07-22",1.4165
"2015-07-23",0.1264
"2015-07-24",0.0042
"2015-07-25",0.3472
"2015-07-26",0
"2015-07-27",0
"2015-07-28",1.816
"2015-07-29",5.3235
"2015-07-30",0
"2015-07-31",0
"2015-08-01",0
"2015-08-02",6.9272
"2015-08-03",0
"2015-08-04",0
"2015-08-05",0
"2015-08-06",0
"2015-08-07",0.0073
"2015-08-08",0
"2015-08-09",0
"2015-08-10",0.1725
"2015-08-11",2.6903
"2015-08-12",0
"2015-08-13",0.2331
"2015-08-14",1.9963
"2015-08-15",5.5958
"2015-08-16",6.705
"2015-08-17",0
"2015-08-18",0.3808
"2015-08-19",0
"2015-08-20",0
"2015-08-21",1.3831
"2015-08-22",1.775
"2015-08-23",1.6651
"2015-08-24",0
"2015-08-25",0.2973
"2015-08-26",0.1168
"2015-08-27",4.1984
"2015-08-28",0.0185
"2015-08-29",0
"2015-08-30",0
"2015-08-31",4.2788
"2015-09-01",5.5193
"2015-09-02",18.1108
"2015-09-03",2.0251
"2015-09-04",18.2361
"2015-09-05",17.9844
"2015-09-06",14.5386
"2015-09-07",3.4375
"2015-09-08",0.1711
"2015-09-09",0.0574
"2015-09-10",5.6171
"2015-09-11",0
"2015-09-12",0.0131
"2015-09-13",0
"2015-09-14",3.4556
"2015-09-15",0.1867
"2015-09-16",0
"2015-09-17",0
"2015-09-18",0
"2015-09-19",0.3832
"2015-09-20",2.4017
"2015-09-21",3.8873
"2015-09-22",0
"2015-09-23",4.6147
"2015-09-24",7.2529
"2015-09-25",0.8772
"2015-09-26",12.8469
"2015-09-27",14.3841
"2015-09-28",13.3205
"2015-09-29",11.6101
"2015-09-30",13.4913
"2015-10-01",1.3437
"2015-10-02",0.2227
"2015-10-03",0
"2015-10-04",3.7199
"2015-10-05",22.8179
"2015-10-06",1.8748
"2015-10-07",1.1524
"2015-10-08",0
"2015-10-09",0
"2015-10-10",0
"2015-10-11",17.5088
"2015-10-12",5.0696
"2015-10-13",8.3924
"2015-10-14",2.7982
"2015-10-15",3.4024
"2015-10-16",0
"2015-10-17",2.0407
"2015-10-18",6.2713
"2015-10-19",0
"2015-10-20",4.314
"2015-10-21",4.546
"2015-10-22",2.5188
"2015-10-23",9.0521
"2015-10-24",12.1741
"2015-10-25",20.9472
"2015-10-26",9.4963
"2015-10-27",29.8356
"2015-10-28",13.5507
"2015-10-29",20.8186
"2015-10-30",16.3027
"2015-10-31",17.7969
"2015-11-01",50.089
"2015-11-02",13.6153
"2015-11-03",29.0624
"2015-11-04",3.0599
"2015-11-05",10.9291
"2015-11-06",36.3323
"2015-11-07",10.9784
"2015-11-08",23.2719
"2015-11-09",12.5644
"2015-11-10",2.2824
"2015-11-11",16.0422
"2015-11-12",3.6565
"2015-11-13",47.108
"2015-11-14",70.4206
"2015-11-15",83.5352
"2015-11-16",8.7416
"2015-11-17",32.9013
"2015-11-18",27.313
"2015-11-19",23.7022
"2015-11-20",0
"2015-11-21",20.4375
"2015-11-22",26.1439
"2015-11-23",2.5669
"2015-11-24",0
"2015-11-25",0
"2015-11-26",0
"2015-11-27",1.2817
"2015-11-28",22.5115
"2015-11-29",39.752
"2015-11-30",15.1209
"2015-12-01",9.4232
"2015-12-02",34.2314
"2015-12-03",0.8476
"2015-12-04",19.2336
"2015-12-05",10.9328
"2015-12-06",3.4246
"2015-12-07",30.5192
"2015-12-08",31.308
"2015-12-09",5.5571
"2015-12-10",14.5207
"2015-12-11",38.5006
"2015-12-12",0.0969
"2015-12-13",0.0354
"2015-12-14",8.6099
"2015-12-15",0
"2015-12-16",0
"2015-12-17",0.2401
"2015-12-18",3.8191
"2015-12-19",0
"2015-12-20",0
"2015-12-21",0
"2015-12-22",0
"2015-12-23",0
"2015-12-24",0
"2015-12-25",0
"2015-12-26",0
"2015-12-27",19.075
"2015-12-28",8.4865
"2015-12-29",45.7084
"2015-12-30",0
"2015-12-31",0
"2016-01-01",0
"2016-01-02",0
"2016-01-03",0
"2016-01-04",0
"2016-01-05",0
"2016-01-06",0
"2016-01-07",0
"2016-01-08",0
"2016-01-09",0
"2016-01-10",0
"2016-01-11",0.7821
"2016-01-12",0
"2016-01-13",0
"2016-01-14",0
"2016-01-15",0
"2016-01-16",0.1213
"2016-01-17",0
"2016-01-18",0
"2016-01-19",0
"2016-01-20",0
"2016-01-21",0
"2016-01-22",0
"2016-01-23",0.0072
"2016-01-24",3.9376
"2016-01-25",0
"2016-01-26",3.4422
"2016-01-27",0
"2016-01-28",0
"2016-01-29",0
"2016-01-30",0.5695
"2016-01-31",14.177
"2016-02-01",0.6524
"2016-02-02",0.0097
"2016-02-03",0
"2016-02-04",0.0042
"2016-02-05",9.2537
"2016-02-06",0
"2016-02-07",0
"2016-02-08",0
"2016-02-09",0
"2016-02-10",0.1144
"2016-02-11",0
"2016-02-12",0
"2016-02-13",0
"2016-02-14",0
"2016-02-15",0
"2016-02-16",0
"2016-02-17",12.4079
"2016-02-18",0.2702
"2016-02-19",0.0412
"2016-02-20",0
"2016-02-21",0
"2016-02-22",0
"2016-02-23",0
"2016-02-24",0
"2016-02-25",0
"2016-02-26",0
"2016-02-27",0
"2016-02-28",0
"2016-02-29",0
"2016-03-01",0
"2016-03-02",0
"2016-03-03",0
"2016-03-04",0
"2016-03-05",0
"2016-03-06",0
"2016-03-07",0
"2016-03-08",0
"2016-03-09",0
"2016-03-10",0
"2016-03-11",0
"2016-03-12",0
"2016-03-13",0.7597
"2016-03-14",0
"2016-03-15",0
"2016-03-16",0
"2016-03-17",0
"2016-03-18",0
"2016-03-19",0
"2016-03-20",0
"2016-03-21",0
"2016-03-22",0
"2016-03-23",0.0156
"2016-03-24",0
"2016-03-25",0
"2016-03-26",0
"2016-03-27",0
"2016-03-28",10.8967
"2016-03-29",0
"2016-03-30",0
"2016-03-31",0.0141
"2016-04-01",0
"2016-04-02",0
"2016-04-03",0.2784
"2016-04-04",0
"2016-04-05",1.3307
"2016-04-06",4.6365
"2016-04-07",2.8422
"2016-04-08",0
"2016-04-09",0.7401
"2016-04-10",2.0981
"2016-04-11",0
"2016-04-12",1.9763
"2016-04-13",0
"2016-04-14",0
"2016-04-15",1.029
"2016-04-16",0.4258
"2016-04-17",0
"2016-04-18",1.6863
"2016-04-19",5.4332
"2016-04-20",2.2112
"2016-04-21",3.6645
"2016-04-22",0
"2016-04-23",0
"2016-04-24",0
"2016-04-25",0
"2016-04-26",8.3618
"2016-04-27",0.2722
"2016-04-28",0.6193
"2016-04-29",1.3506
"2016-04-30",5.4867
"2016-05-01",4.5263
"2016-05-02",4.6887
"2016-05-03",8.2453
"2016-05-04",7.1059
"2016-05-05",7.9751
"2016-05-06",13.9428
"2016-05-07",13.5456
"2016-05-08",14.1764
"2016-05-09",9.4202
"2016-05-10",12.2552
"2016-05-11",25.1257
"2016-05-12",13.0678
"2016-05-13",11.1078
"2016-05-14",39.7224
"2016-05-15",80.0846
"2016-05-16",62.4845
"2016-05-17",50.2229
"2016-05-18",0.0545
"2016-05-19",2.2325
"2016-05-20",3.3919
"2016-05-21",0
"2016-05-22",0
"2016-05-23",0
"2016-05-24",0
"2016-05-25",0
"2016-05-26",0
"2016-05-27",0
"2016-05-28",0
"2016-05-29",0
"2016-05-30",0
"2016-05-31",0
"2016-06-01",0
"2016-06-02",0
"2016-06-03",0
"2016-06-04",0
"2016-06-05",0
"2016-06-06",0
"2016-06-07",0
"2016-06-08",0.0238
"2016-06-09",0.1532
"2016-06-10",0.0002
"2016-06-11",0
"2016-06-12",0
"2016-06-13",0
"2016-06-14",0
"2016-06-15",0
"2016-06-16",0
"2016-06-17",0
"2016-06-18",0
"2016-06-19",0
"2016-06-20",0
"2016-06-21",0.0053
"2016-06-22",0.0133
"2016-06-23",0.0169
"2016-06-24",0.0106
"2016-06-25",0.0067
"2016-06-26",0
"2016-06-27",0.0266
"2016-06-28",1.4864
"2016-06-29",1.3318
"2016-06-30",0.0444
"2016-07-01",0
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",1.3651
"2016-07-08",0
"2016-07-09",0
"2016-07-10",0
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",0.9774
"2016-07-15",0.5384
"2016-07-16",2.0222
"2016-07-17",6.8679
"2016-07-18",0
"2016-07-19",0.0273
"2016-07-20",2.0504
"2016-07-21",2.0276
"2016-07-22",0
"2016-07-23",6.2881
"2016-07-24",1.9915
"2016-07-25",5.2124
"2016-07-26",2.8527
"2016-07-27",4.8986
"2016-07-28",4.0207
"2016-07-29",8.3202
"2016-07-30",1.1753
"2016-07-31",0
"2016-08-01",0
"2016-08-02",2.6868
"2016-08-03",0
"2016-08-04",0
"2016-08-05",0
"2016-08-06",0
"2016-08-07",0
"2016-08-08",1.638
"2016-08-09",0.9231
"2016-08-10",0.2021
"2016-08-11",0
"2016-08-12",1.6093
"2016-08-13",0
"2016-08-14",0
"2016-08-15",0
"2016-08-16",0.0731
"2016-08-17",0
"2016-08-18",0
"2016-08-19",0.2243
"2016-08-20",0.1196
"2016-08-21",0.0731
"2016-08-22",4.356
"2016-08-23",2.1257
"2016-08-24",1.1014
"2016-08-25",0.4116
"2016-08-26",5.6864
"2016-08-27",1.5759
"2016-08-28",1.2717
"2016-08-29",0
"2016-08-30",4.1027
"2016-08-31",0
"2016-09-01",0
"2016-09-02",0
"2016-09-03",2.5274
"2016-09-04",0.0942
"2016-09-05",0
"2016-09-06",0
"2016-09-07",1.694
"2016-09-08",0
"2016-09-09",0
"2016-09-10",0
"2016-09-11",0
"2016-09-12",0
"2016-09-13",0.3565
"2016-09-14",0.0303
"2016-09-15",5.7421
"2016-09-16",0
"2016-09-17",0.5446
"2016-09-18",0
"2016-09-19",0
"2016-09-20",5.1259
"2016-09-21",0.1444
"2016-09-22",0
"2016-09-23",0
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",0
"2016-09-28",0
"2016-09-29",2.8551
"2016-09-30",0
"2016-10-01",0
"2016-10-02",0.1922
"2016-10-03",0
"2016-10-04",0
"2016-10-05",10.3529
"2016-10-06",3.9914
"2016-10-07",0
"2016-10-08",0
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",2.7377
"2016-10-13",2.7036
"2016-10-14",0
"2016-10-15",0
"2016-10-16",0
"2016-10-17",0
"2016-10-18",0.0814
"2016-10-19",8.2121
"2016-10-20",7.4828
"2016-10-21",7.5984
"2016-10-22",0
"2016-10-23",3.0972
"2016-10-24",10.1912
"2016-10-25",0.1265
"2016-10-26",0.0492
"2016-10-27",0
"2016-10-28",2.0607
"2016-10-29",1.9985
"2016-10-30",13.0666
"2016-10-31",10.0363
"2016-11-01",15.3068
"2016-11-02",23.7495
"2016-11-03",21.0559
"2016-11-04",4.6694
"2016-11-05",3.9723
"2016-11-06",8.6121
"2016-11-07",0
"2016-11-08",0
"2016-11-09",0
"2016-11-10",0
"2016-11-11",0
"2016-11-12",0.3079
"2016-11-13",12.6255
"2016-11-14",9.8608
"2016-11-15",0
"2016-11-16",3.608
"2016-11-17",23.2395
"2016-11-18",42.3323
"2016-11-19",11.4118
"2016-11-20",31.1942
"2016-11-21",19.0265
"2016-11-22",17.796
"2016-11-23",0
"2016-11-24",0
"2016-11-25",0
"2016-11-26",0.4652
"2016-11-27",2.6495
"2016-11-28",2.1615
"2016-11-29",9.4263
"2016-11-30",26.3669
"2016-12-01",0
"2016-12-02",0
"2016-12-03",0
"2016-12-04",0
"2016-12-05",0
"2016-12-06",0
"2016-12-07",0
"2016-12-08",0.1381
"2016-12-09",8.2989
"2016-12-10",7.192
"2016-12-11",0.376
