,"(deg C) Mean Dew Point Temperature (ERA5) at Monaragala, 2007-01-01 to 2025-12-31"
"2012-11-28",21.4107
"2012-11-29",20.8141
"2012-11-30",19.7981
"2012-12-01",19.3635
"2012-12-02",19.8909
"2012-12-03",21.419
"2012-12-04",21.99
"2012-12-05",21.9142
"2012-12-06",21.9705
"2012-12-07",21.9265
"2012-12-08",21.2031
"2012-12-09",20.9975
"2012-12-10",18.749
"2012-12-11",19.2386
"2012-12-12",19.6633
"2012-12-13",18.6369
"2012-12-14",18.6153
"2012-12-15",20.9018
"2012-12-16",21.5513
"2012-12-17",21.6179
"2012-12-18",21.2587
"2012-12-19",21.4435
"2012-12-20",21.5897
"2012-12-21",21.4254
"2012-12-22",21.3487
"2012-12-23",21.7261
"2012-12-24",21.8942
"2012-12-25",22.2683
"2012-12-26",22.4265
"2012-12-27",22.4686
"2012-12-28",22.7302
"2012-12-29",22.8606
"2012-12-30",22.4015
"2012-12-31",21.7223
"2013-01-01",21.029
"2013-01-02",21.3912
"2013-01-03",21.2833
"2013-01-04",19.7854
"2013-01-05",20.3232
"2013-01-06",19.9271
"2013-01-07",21.4288
"2013-01-08",22.0324
"2013-01-09",21.8415
"2013-01-10",21.7053
"2013-01-11",21.304
"2013-01-12",19.8971
"2013-01-13",18.3532
"2013-01-14",17.4323
"2013-01-15",18.2206
"2013-01-16",18.0727
"2013-01-17",18.0301
"2013-01-18",18.5394
"2013-01-19",19.3115
"2013-01-20",20.7646
"2013-01-21",19.8801
"2013-01-22",19.6014
"2013-01-23",21.8442
"2013-01-24",21.748
"2013-01-25",21.2751
"2013-01-26",20.8884
"2013-01-27",18.831
"2013-01-28",18.8768
"2013-01-29",17.9306
"2013-01-30",17.2953
"2013-01-31",18.2411
"2013-02-01",20.4553
"2013-02-02",21.0846
"2013-02-03",21.0285
"2013-02-04",20.8537
"2013-02-05",21.3396
"2013-02-06",21.508
"2013-02-07",21.4755
"2013-02-08",21.5945
"2013-02-09",21.3108
"2013-02-10",20.8763
"2013-02-11",20.4927
"2013-02-12",21.285
"2013-02-13",21.8353
"2013-02-14",21.6887
"2013-02-15",22.0299
"2013-02-16",21.8279
"2013-02-17",22.001
"2013-02-18",21.8403
"2013-02-19",21.6008
"2013-02-20",21.007
"2013-02-21",20.0649
"2013-02-22",19.6844
"2013-02-23",18.665
"2013-02-24",19.3943
"2013-02-25",19.7309
"2013-02-26",19.4079
"2013-02-27",18.7152
"2013-02-28",19.7033
"2013-03-01",20.3895
"2013-03-02",20.4831
"2013-03-03",19.9601
"2013-03-04",21.6469
"2013-03-05",22.5619
"2013-03-06",22.3842
"2013-03-07",22.4745
"2013-03-08",22.2109
"2013-03-09",21.9414
"2013-03-10",22.3907
"2013-03-11",22.3628
"2013-03-12",22.5479
"2013-03-13",22.4529
"2013-03-14",22.3911
"2013-03-15",21.9471
"2013-03-16",22.1804
"2013-03-17",21.5118
"2013-03-18",21.3899
"2013-03-19",21.4207
"2013-03-20",21.7516
"2013-03-21",21.5355
"2013-03-22",21.1101
"2013-03-23",22.4104
"2013-03-24",22.5704
"2013-03-25",22.0866
"2013-03-26",21.9748
"2013-03-27",22.274
"2013-03-28",23.0043
"2013-03-29",22.7123
"2013-03-30",22.607
"2013-03-31",22.2584
"2013-04-01",22.353
"2013-04-02",22.4026
"2013-04-03",21.7549
"2013-04-04",22.0166
"2013-04-05",22.3082
"2013-04-06",22.7848
"2013-04-07",23.1378
"2013-04-08",22.8728
"2013-04-09",22.5791
"2013-04-10",22.4234
"2013-04-11",22.6659
"2013-04-12",23.0729
"2013-04-13",22.6978
"2013-04-14",22.6393
"2013-04-15",22.629
"2013-04-16",23.155
"2013-04-17",22.5541
"2013-04-18",22.3104
"2013-04-19",22.68
"2013-04-20",22.6425
"2013-04-21",22.421
"2013-04-22",22.1822
"2013-04-23",22.0631
"2013-04-24",22.9615
"2013-04-25",22.4523
"2013-04-26",22.0616
"2013-04-27",22.2267
"2013-04-28",22.4726
"2013-04-29",22.7299
"2013-04-30",22.4706
"2013-05-01",22.7814
"2013-05-02",23.1525
"2013-05-03",23.3191
"2013-05-04",23.7565
"2013-05-05",23.7476
"2013-05-06",23.2147
"2013-05-07",22.7851
"2013-05-08",23.1393
"2013-05-09",23.2849
"2013-05-10",23.4438
"2013-05-11",23.4321
"2013-05-12",23.1236
"2013-05-13",22.6637
"2013-05-14",22.5584
"2013-05-15",21.8285
"2013-05-16",22.0794
"2013-05-17",23.0727
"2013-05-18",23.7193
"2013-05-19",23.6193
"2013-05-20",22.4679
"2013-05-21",22.6813
"2013-05-22",22.2813
"2013-05-23",22.1551
"2013-05-24",22.3564
"2013-05-25",21.9956
"2013-05-26",21.9319
"2013-05-27",21.9937
"2013-05-28",21.1468
"2013-05-29",21.6105
"2013-05-30",22.5877
"2013-05-31",22.0504
"2013-06-01",21.8021
"2013-06-02",20.9158
"2013-06-03",20.6233
"2013-06-04",21.1579
"2013-06-05",21.6134
"2013-06-06",21.4031
"2013-06-07",20.4876
"2013-06-08",20.5361
"2013-06-09",20.9371
"2013-06-10",20.6286
"2013-06-11",20.6377
"2013-06-12",20.4795
"2013-06-13",20.7668
"2013-06-14",20.0589
"2013-06-15",20.646
"2013-06-16",20.6152
"2013-06-17",20.5442
"2013-06-18",20.608
"2013-06-19",20.5049
"2013-06-20",20.28
"2013-06-21",20.6763
"2013-06-22",20.3515
"2013-06-23",21.1581
"2013-06-24",20.5629
"2013-06-25",19.8989
"2013-06-26",20.4581
"2013-06-27",20.997
"2013-06-28",21.5812
"2013-06-29",21.304
"2013-06-30",21.2588
"2013-07-01",20.3556
"2013-07-02",20.055
"2013-07-03",19.5215
"2013-07-04",20.0815
"2013-07-05",20.7482
"2013-07-06",21.852
"2013-07-07",21.252
"2013-07-08",20.6445
"2013-07-09",20.1858
"2013-07-10",20.2749
"2013-07-11",20.1408
"2013-07-12",19.9558
"2013-07-13",19.1757
"2013-07-14",20.3274
"2013-07-15",20.356
"2013-07-16",20.1581
"2013-07-17",20.0301
"2013-07-18",19.9502
"2013-07-19",19.5181
"2013-07-20",19.6036
"2013-07-21",19.7184
"2013-07-22",20.2476
"2013-07-23",19.4208
"2013-07-24",19.4784
"2013-07-25",19.9381
"2013-07-26",19.4352
"2013-07-27",20.0365
"2013-07-28",20.4931
"2013-07-29",20.4096
"2013-07-30",18.6822
"2013-07-31",18.4996
"2013-08-01",18.7
"2013-08-02",19.1993
"2013-08-03",19.9882
"2013-08-04",19.713
"2013-08-05",19.4022
"2013-08-06",18.8131
"2013-08-07",19.4153
"2013-08-08",19.4628
"2013-08-09",19.8907
"2013-08-10",20.5444
"2013-08-11",20.1182
"2013-08-12",20.2907
"2013-08-13",19.3935
"2013-08-14",19.3631
"2013-08-15",18.8893
"2013-08-16",18.7189
"2013-08-17",19.0317
"2013-08-18",19.6294
"2013-08-19",19.109
"2013-08-20",18.6485
"2013-08-21",19.0962
"2013-08-22",18.6471
"2013-08-23",18.1756
"2013-08-24",18.3867
"2013-08-25",18.497
"2013-08-26",19.7131
"2013-08-27",20.2425
"2013-08-28",21.6233
"2013-08-29",22.0561
"2013-08-30",22.1812
"2013-08-31",21.9754
"2013-09-01",22.0938
"2013-09-02",21.3838
"2013-09-03",21.0233
"2013-09-04",20.7681
"2013-09-05",20.192
"2013-09-06",20.6735
"2013-09-07",20.3806
"2013-09-08",21.1486
"2013-09-09",20.8068
"2013-09-10",20.8437
"2013-09-11",20.9428
"2013-09-12",21.0402
"2013-09-13",20.9362
"2013-09-14",21.2317
"2013-09-15",20.0615
"2013-09-16",20.7936
"2013-09-17",21.3266
"2013-09-18",21.5612
"2013-09-19",20.9543
"2013-09-20",20.9319
"2013-09-21",20.1384
"2013-09-22",19.6411
"2013-09-23",19.4811
"2013-09-24",18.4458
"2013-09-25",19.3983
"2013-09-26",19.9986
"2013-09-27",20.0238
"2013-09-28",19.434
"2013-09-29",17.9951
"2013-09-30",18.0889
"2013-10-01",19.7958
"2013-10-02",19.508
"2013-10-03",19.4762
"2013-10-04",20.2829
"2013-10-05",20.291
"2013-10-06",17.2935
"2013-10-07",18.6283
"2013-10-08",18.6623
"2013-10-09",18.9347
"2013-10-10",20.2196
"2013-10-11",19.3384
"2013-10-12",19.968
"2013-10-13",19.753
"2013-10-14",19.5361
"2013-10-15",19.7262
"2013-10-16",20.4294
"2013-10-17",21.542
"2013-10-18",21.7765
"2013-10-19",22.1207
"2013-10-20",21.6778
"2013-10-21",21.4126
"2013-10-22",21.5561
"2013-10-23",21.1367
"2013-10-24",21.3145
"2013-10-25",22.1288
"2013-10-26",21.3168
"2013-10-27",21.8615
"2013-10-28",22.024
"2013-10-29",21.9916
"2013-10-30",21.6581
"2013-10-31",21.6659
"2013-11-01",21.978
"2013-11-02",21.9473
"2013-11-03",22.0776
"2013-11-04",22.1085
"2013-11-05",21.9024
"2013-11-06",21.3685
"2013-11-07",21.0813
"2013-11-08",21.2925
"2013-11-09",21.4544
"2013-11-10",21.776
"2013-11-11",22.0173
"2013-11-12",21.7937
"2013-11-13",20.5443
"2013-11-14",19.9417
"2013-11-15",20.2917
"2013-11-16",21.1397
"2013-11-17",21.4829
"2013-11-18",21.3594
"2013-11-19",21.3181
"2013-11-20",21.5283
"2013-11-21",21.3159
"2013-11-22",21.73
"2013-11-23",21.7886
"2013-11-24",21.9442
"2013-11-25",21.5003
"2013-11-26",21.009
"2013-11-27",20.9501
"2013-11-28",20.1617
"2013-11-29",19.5458
"2013-11-30",20.9084
"2013-12-01",21.3988
"2013-12-02",21.1283
"2013-12-03",20.9912
"2013-12-04",21.628
"2013-12-05",20.963
"2013-12-06",21.1133
"2013-12-07",20.9711
"2013-12-08",21.1845
"2013-12-09",20.9826
"2013-12-10",20.3979
"2013-12-11",19.9881
"2013-12-12",21.0886
"2013-12-13",20.6641
"2013-12-14",21.1617
"2013-12-15",21.515
"2013-12-16",20.2761
"2013-12-17",19.4316
"2013-12-18",20.6447
"2013-12-19",21.2227
"2013-12-20",21.4049
"2013-12-21",21.154
"2013-12-22",18.98
"2013-12-23",19.601
"2013-12-24",21.5222
"2013-12-25",19.959
"2013-12-26",18.7621
"2013-12-27",19.6488
"2013-12-28",20.0211
"2013-12-29",19.5008
"2013-12-30",19.9052
"2013-12-31",20.3289
"2014-01-01",19.5183
"2014-01-02",20.5666
"2014-01-03",21.2932
"2014-01-04",20.1464
"2014-01-05",21.1098
"2014-01-06",21.6181
"2014-01-07",21.7855
"2014-01-08",21.517
"2014-01-09",21.0755
"2014-01-10",20.4458
"2014-01-11",20.4195
"2014-01-12",20.9923
"2014-01-13",21.3104
"2014-01-14",21.6086
"2014-01-15",21.5296
"2014-01-16",21.0846
"2014-01-17",20.32
"2014-01-18",20.069
"2014-01-19",19.1812
"2014-01-20",19.3976
"2014-01-21",19.7561
"2014-01-22",20.1963
"2014-01-23",20.0351
"2014-01-24",19.2825
"2014-01-25",18.1536
"2014-01-26",18.4062
"2014-01-27",19.6135
"2014-01-28",20.1139
"2014-01-29",20.828
"2014-01-30",20.8143
"2014-01-31",20.9783
"2014-02-01",21.1068
"2014-02-02",20.5475
"2014-02-03",19.0909
"2014-02-04",18.667
"2014-02-05",18.282
"2014-02-06",16.0648
"2014-02-07",15.8626
"2014-02-08",17.3566
"2014-02-09",17.3027
"2014-02-10",17.3676
"2014-02-11",17.3069
"2014-02-12",17.2674
"2014-02-13",18.8321
"2014-02-14",20.0711
"2014-02-15",20.2868
"2014-02-16",20.9882
"2014-02-17",20.9641
"2014-02-18",20.1023
"2014-02-19",20.7368
"2014-02-20",20.9419
"2014-02-21",20.5824
"2014-02-22",20.3283
"2014-02-23",21.1416
"2014-02-24",20.822
"2014-02-25",20.6993
"2014-02-26",20.5053
"2014-02-27",21.0037
"2014-02-28",21.2514
"2014-03-01",20.0695
"2014-03-02",20.2651
"2014-03-03",20.3139
"2014-03-04",20.7612
"2014-03-05",20.7742
"2014-03-06",21.6403
"2014-03-07",21.1822
"2014-03-08",20.5766
"2014-03-09",20.0378
"2014-03-10",19.1659
"2014-03-11",18.852
"2014-03-12",19.5053
"2014-03-13",18.914
"2014-03-14",17.2051
"2014-03-15",19.3404
"2014-03-16",20.4356
"2014-03-17",21.4417
"2014-03-18",21.7588
"2014-03-19",21.8984
"2014-03-20",21.8124
"2014-03-21",21.8889
"2014-03-22",20.6382
"2014-03-23",20.4362
"2014-03-24",19.8152
"2014-03-25",19.3093
"2014-03-26",20.4366
"2014-03-27",21.6122
"2014-03-28",21.4868
"2014-03-29",19.1657
"2014-03-30",15.5063
"2014-03-31",17.5773
"2014-04-01",19.6889
"2014-04-02",20.9724
"2014-04-03",21.0071
"2014-04-04",21.9539
"2014-04-05",22.1605
"2014-04-06",21.5138
"2014-04-07",22.2517
"2014-04-08",21.7542
"2014-04-09",21.5163
"2014-04-10",20.1362
"2014-04-11",20.3836
"2014-04-12",21.2388
"2014-04-13",20.9133
"2014-04-14",20.8159
"2014-04-15",20.6198
"2014-04-16",20.7508
"2014-04-17",21.12
"2014-04-18",21.3806
"2014-04-19",21.6065
"2014-04-20",22.1411
"2014-04-21",22.2765
"2014-04-22",22.6369
"2014-04-23",22.8204
"2014-04-24",22.6863
"2014-04-25",22.6143
"2014-04-26",22.7956
"2014-04-27",22.7855
"2014-04-28",22.2136
"2014-04-29",22.1412
"2014-04-30",22.4017
"2014-05-01",22.9025
"2014-05-02",22.554
"2014-05-03",22.6802
"2014-05-04",23.0519
"2014-05-05",22.9412
"2014-05-06",22.6818
"2014-05-07",22.0814
"2014-05-08",23.018
"2014-05-09",23.1298
"2014-05-10",23.1614
"2014-05-11",23.0268
"2014-05-12",22.802
"2014-05-13",22.5289
"2014-05-14",22.8324
"2014-05-15",22.5814
"2014-05-16",22.5852
"2014-05-17",22.2142
"2014-05-18",22.268
"2014-05-19",22.8148
"2014-05-20",22.3411
"2014-05-21",22.0651
"2014-05-22",22.0791
"2014-05-23",22.3398
"2014-05-24",23.0977
"2014-05-25",22.9641
"2014-05-26",22.9264
"2014-05-27",23.2631
"2014-05-28",22.7898
"2014-05-29",22.7701
"2014-05-30",22.8081
"2014-05-31",22.5034
"2014-06-01",22.9781
"2014-06-02",22.8769
"2014-06-03",22.1814
"2014-06-04",22.0102
"2014-06-05",21.7513
"2014-06-06",21.465
"2014-06-07",21.3521
"2014-06-08",22.021
"2014-06-09",20.8094
"2014-06-10",20.8411
"2014-06-11",21.4593
"2014-06-12",21.478
"2014-06-13",21.2257
"2014-06-14",21.4842
"2014-06-15",20.5442
"2014-06-16",19.5503
"2014-06-17",19.4754
"2014-06-18",19.6725
"2014-06-19",20.5353
"2014-06-20",20.5179
"2014-06-21",20.6004
"2014-06-22",20.0865
"2014-06-23",19.7807
"2014-06-24",19.8181
"2014-06-25",20.2432
"2014-06-26",19.9737
"2014-06-27",19.9369
"2014-06-28",20.6144
"2014-06-29",20.886
"2014-06-30",21.3517
"2014-07-01",21.6624
"2014-07-02",20.0687
"2014-07-03",20.1743
"2014-07-04",20.3079
"2014-07-05",20.9528
"2014-07-06",20.9128
"2014-07-07",20.6055
"2014-07-08",20.2454
"2014-07-09",20.1784
"2014-07-10",19.811
"2014-07-11",19.0227
"2014-07-12",19.1066
"2014-07-13",18.9939
"2014-07-14",19.2486
"2014-07-15",18.9644
"2014-07-16",19.329
"2014-07-17",18.8693
"2014-07-18",19.3774
"2014-07-19",19.6627
"2014-07-20",19.3977
"2014-07-21",18.712
"2014-07-22",19.31
"2014-07-23",19.0421
"2014-07-24",19.1442
"2014-07-25",19.1361
"2014-07-26",19.7768
"2014-07-27",20.8842
"2014-07-28",20.1295
"2014-07-29",19.6702
"2014-07-30",18.6939
"2014-07-31",19.8358
"2014-08-01",20.3723
"2014-08-02",20.1043
"2014-08-03",20.4611
"2014-08-04",19.84
"2014-08-05",19.8837
"2014-08-06",19.3863
"2014-08-07",20.0933
"2014-08-08",20.6522
"2014-08-09",20.2458
"2014-08-10",20.3537
"2014-08-11",21.0104
"2014-08-12",19.7155
"2014-08-13",19.6754
"2014-08-14",20.0089
"2014-08-15",20.9328
"2014-08-16",20.9055
"2014-08-17",21.5538
"2014-08-18",21.8978
"2014-08-19",21.9261
"2014-08-20",22.2548
"2014-08-21",22.1936
"2014-08-22",21.9505
"2014-08-23",21.6339
"2014-08-24",21.9084
"2014-08-25",21.1803
"2014-08-26",19.7317
"2014-08-27",18.5569
"2014-08-28",19.1788
"2014-08-29",19.8962
"2014-08-30",19.9715
"2014-08-31",20.2328
"2014-09-01",20.7522
"2014-09-02",21.2938
"2014-09-03",21.2383
"2014-09-04",21.5415
"2014-09-05",21.6356
"2014-09-06",21.6853
"2014-09-07",21.4627
"2014-09-08",21.2215
"2014-09-09",20.9996
"2014-09-10",21.2514
"2014-09-11",20.8565
"2014-09-12",20.5125
"2014-09-13",20.4641
"2014-09-14",20.931
"2014-09-15",20.7223
"2014-09-16",20.2606
"2014-09-17",19.8885
"2014-09-18",20.2628
"2014-09-19",19.8886
"2014-09-20",18.9683
"2014-09-21",19.8013
"2014-09-22",20.6211
"2014-09-23",21.4824
"2014-09-24",21.9787
"2014-09-25",21.7454
"2014-09-26",21.7598
"2014-09-27",22.1104
"2014-09-28",22.1475
"2014-09-29",22.796
"2014-09-30",22.1063
"2014-10-01",21.9307
"2014-10-02",22.042
"2014-10-03",22.2184
"2014-10-04",22.8817
"2014-10-05",22.9137
"2014-10-06",22.5845
"2014-10-07",22.1688
"2014-10-08",22.0414
"2014-10-09",22.5549
"2014-10-10",22.3631
"2014-10-11",20.9079
"2014-10-12",21.5273
"2014-10-13",21.6201
"2014-10-14",22.3766
"2014-10-15",22.2539
"2014-10-16",22.3166
"2014-10-17",22.3675
"2014-10-18",22.2767
"2014-10-19",22.2499
"2014-10-20",22.2064
"2014-10-21",22.1563
"2014-10-22",22.149
"2014-10-23",22.1414
"2014-10-24",21.859
"2014-10-25",22.2934
"2014-10-26",21.951
"2014-10-27",21.5742
"2014-10-28",21.8456
"2014-10-29",22.0389
"2014-10-30",21.9279
"2014-10-31",21.6076
"2014-11-01",21.7783
"2014-11-02",21.8274
"2014-11-03",21.8301
"2014-11-04",21.4635
"2014-11-05",21.4864
"2014-11-06",20.2379
"2014-11-07",18.7186
"2014-11-08",20.2092
"2014-11-09",20.6613
"2014-11-10",21.2544
"2014-11-11",21.2986
"2014-11-12",21.9482
"2014-11-13",21.8384
"2014-11-14",22.0559
"2014-11-15",21.5356
"2014-11-16",21.6062
"2014-11-17",21.6457
"2014-11-18",21.7708
"2014-11-19",21.3126
"2014-11-20",21.9349
"2014-11-21",21.9618
"2014-11-22",21.9029
"2014-11-23",21.5742
"2014-11-24",20.6585
"2014-11-25",21.0716
"2014-11-26",21.4559
"2014-11-27",22.1623
"2014-11-28",22.2472
"2014-11-29",21.8221
"2014-11-30",22.1733
"2014-12-01",22.5424
"2014-12-02",22.1581
"2014-12-03",21.6116
"2014-12-04",20.9601
"2014-12-05",20.8341
"2014-12-06",21.534
"2014-12-07",22.1973
"2014-12-08",21.8714
"2014-12-09",22.0328
"2014-12-10",21.7042
"2014-12-11",21.7194
"2014-12-12",21.7022
"2014-12-13",21.3686
"2014-12-14",21.2885
"2014-12-15",21.9849
"2014-12-16",22.0362
"2014-12-17",21.9771
"2014-12-18",22.1855
"2014-12-19",21.8745
"2014-12-20",21.1233
"2014-12-21",21.8028
"2014-12-22",21.6182
"2014-12-23",21.7714
"2014-12-24",21.7392
"2014-12-25",21.2707
"2014-12-26",20.371
"2014-12-27",20.5809
"2014-12-28",21.732
"2014-12-29",21.7142
"2014-12-30",21.4742
"2014-12-31",21.7696
"2015-01-01",21.8491
"2015-01-02",21.0954
"2015-01-03",21.356
"2015-01-04",21.2877
"2015-01-05",21.0515
"2015-01-06",20.8088
"2015-01-07",20.012
"2015-01-08",19.4343
"2015-01-09",18.5421
"2015-01-10",18.1164
"2015-01-11",17.9001
"2015-01-12",17.2964
"2015-01-13",18.08
"2015-01-14",19.4834
"2015-01-15",19.8253
"2015-01-16",20.5126
"2015-01-17",20.1193
"2015-01-18",20.4984
"2015-01-19",19.2736
"2015-01-20",19.0547
"2015-01-21",18.163
"2015-01-22",18.8164
"2015-01-23",20.4794
"2015-01-24",20.647
"2015-01-25",20.2773
"2015-01-26",19.9271
"2015-01-27",20.3059
"2015-01-28",21.037
"2015-01-29",21.6177
"2015-01-30",21.1959
"2015-01-31",20.2208
"2015-02-01",20.504
"2015-02-02",21.2655
"2015-02-03",21.1679
"2015-02-04",21.1091
"2015-02-05",21.1728
"2015-02-06",20.7811
"2015-02-07",20.5459
"2015-02-08",20.7532
"2015-02-09",21.409
"2015-02-10",21.1618
"2015-02-11",21.327
"2015-02-12",21.6253
"2015-02-13",21.3617
"2015-02-14",20.2232
"2015-02-15",17.183
"2015-02-16",15.9607
"2015-02-17",16.6968
"2015-02-18",16.9528
"2015-02-19",17.5849
"2015-02-20",18.7313
"2015-02-21",19.8444
"2015-02-22",20.6981
"2015-02-23",21.0911
"2015-02-24",21.7981
"2015-02-25",21.6219
"2015-02-26",21.914
"2015-02-27",21.4299
"2015-02-28",21.0779
"2015-03-01",21.7344
"2015-03-02",21.491
"2015-03-03",20.6456
"2015-03-04",21.361
"2015-03-05",21.595
"2015-03-06",21.195
"2015-03-07",20.2742
"2015-03-08",20.0023
"2015-03-09",19.4757
"2015-03-10",19.4519
"2015-03-11",19.6851
"2015-03-12",21.6932
"2015-03-13",21.4347
"2015-03-14",21.6262
"2015-03-15",21.7196
"2015-03-16",22.0337
"2015-03-17",21.0138
"2015-03-18",19.0635
"2015-03-19",18.9275
"2015-03-20",19.7235
"2015-03-21",20.0977
"2015-03-22",20.3485
"2015-03-23",19.9725
"2015-03-24",19.6299
"2015-03-25",19.8766
"2015-03-26",21.4375
"2015-03-27",21.8344
"2015-03-28",21.4331
"2015-03-29",21.8505
"2015-03-30",22.1661
"2015-03-31",22.0853
"2015-04-01",22.1017
"2015-04-02",21.9612
"2015-04-03",22.6034
"2015-04-04",22.4238
"2015-04-05",22.4112
"2015-04-06",22.444
"2015-04-07",22.4366
"2015-04-08",22.3688
"2015-04-09",22.6061
"2015-04-10",22.2655
"2015-04-11",22.151
"2015-04-12",22.1429
"2015-04-13",21.0469
"2015-04-14",21.77
"2015-04-15",22.5207
"2015-04-16",22.2869
"2015-04-17",22.2405
"2015-04-18",22.2278
"2015-04-19",22.7992
"2015-04-20",22.4419
"2015-04-21",21.8154
"2015-04-22",22.61
"2015-04-23",22.3333
"2015-04-24",22.5308
"2015-04-25",22.2389
"2015-04-26",21.9979
"2015-04-27",21.9736
"2015-04-28",22.1766
"2015-04-29",21.7659
"2015-04-30",22.2338
"2015-05-01",22.4206
"2015-05-02",22.9723
"2015-05-03",22.4477
"2015-05-04",22.3336
"2015-05-05",22.5282
"2015-05-06",22.6042
"2015-05-07",22.6882
"2015-05-08",23.0132
"2015-05-09",23.1827
"2015-05-10",22.9911
"2015-05-11",23.4418
"2015-05-12",23.2465
"2015-05-13",23.0294
"2015-05-14",23.5063
"2015-05-15",23.3157
"2015-05-16",23.1071
"2015-05-17",22.7097
"2015-05-18",22.8064
"2015-05-19",22.8726
"2015-05-20",23.12
"2015-05-21",22.9184
"2015-05-22",22.9248
"2015-05-23",22.8986
"2015-05-24",22.8562
"2015-05-25",22.8132
"2015-05-26",23.3203
"2015-05-27",23.3817
"2015-05-28",23.3762
"2015-05-29",22.8663
"2015-05-30",23.2703
"2015-05-31",23.0362
"2015-06-01",22.9264
"2015-06-02",23.274
"2015-06-03",23.9414
"2015-06-04",23.4023
"2015-06-05",22.6123
"2015-06-06",22.998
"2015-06-07",23.1784
"2015-06-08",22.343
"2015-06-09",22.3977
"2015-06-10",22.3709
"2015-06-11",22.8267
"2015-06-12",22.4969
"2015-06-13",22.4533
"2015-06-14",22.5269
"2015-06-15",22.724
"2015-06-16",21.9701
"2015-06-17",22.0374
"2015-06-18",21.9068
"2015-06-19",21.4383
"2015-06-20",21.3579
"2015-06-21",20.881
"2015-06-22",20.7998
"2015-06-23",21.7679
"2015-06-24",21.3817
"2015-06-25",21.2657
"2015-06-26",21.5725
"2015-06-27",21.5014
"2015-06-28",22.2324
"2015-06-29",21.8025
"2015-06-30",22.1279
"2015-07-01",22.3827
"2015-07-02",21.7424
"2015-07-03",21.8721
"2015-07-04",21.867
"2015-07-05",21.3755
"2015-07-06",19.868
"2015-07-07",19.4983
"2015-07-08",19.6677
"2015-07-09",19.7997
"2015-07-10",21.4826
"2015-07-11",21.3777
"2015-07-12",20.6564
"2015-07-13",21.1042
"2015-07-14",20.9111
"2015-07-15",20.7841
"2015-07-16",20.8791
"2015-07-17",21.1572
"2015-07-18",20.69
"2015-07-19",20.0592
"2015-07-20",19.9531
"2015-07-21",20.6932
"2015-07-22",21.0429
"2015-07-23",21.5407
"2015-07-24",19.9728
"2015-07-25",20.8448
"2015-07-26",20.6807
"2015-07-27",20.4513
"2015-07-28",20.238
"2015-07-29",20.4203
"2015-07-30",20.2139
"2015-07-31",20.0522
"2015-08-01",20.3972
"2015-08-02",20.5435
"2015-08-03",20.9343
"2015-08-04",20.8841
"2015-08-05",20.7906
"2015-08-06",20.1713
"2015-08-07",20.351
"2015-08-08",19.4725
"2015-08-09",20.404
"2015-08-10",20.8338
"2015-08-11",20.331
"2015-08-12",20.1151
"2015-08-13",20.6417
"2015-08-14",21.9465
"2015-08-15",22.3553
"2015-08-16",22.0651
"2015-08-17",22.1591
"2015-08-18",21.9891
"2015-08-19",21.7671
"2015-08-20",22.1725
"2015-08-21",21.4394
"2015-08-22",21.7148
"2015-08-23",21.479
"2015-08-24",21.5393
"2015-08-25",21.7892
"2015-08-26",21.1753
"2015-08-27",21.5289
"2015-08-28",21.1651
"2015-08-29",21.6728
"2015-08-30",21.871
"2015-08-31",21.7744
"2015-09-01",21.9579
"2015-09-02",22.299
"2015-09-03",22.5899
"2015-09-04",22.2164
"2015-09-05",22.0494
"2015-09-06",21.3108
"2015-09-07",20.3981
"2015-09-08",21.4138
"2015-09-09",21.292
"2015-09-10",21.6092
"2015-09-11",21.5096
"2015-09-12",21.9521
"2015-09-13",21.7081
"2015-09-14",22.0232
"2015-09-15",21.6348
"2015-09-16",21.4279
"2015-09-17",21.8923
"2015-09-18",22.4579
"2015-09-19",21.7143
"2015-09-20",21.8111
"2015-09-21",22.3816
"2015-09-22",22.1865
"2015-09-23",22.792
"2015-09-24",22.3305
"2015-09-25",22.3831
"2015-09-26",22.5257
"2015-09-27",22.594
"2015-09-28",22.4217
"2015-09-29",22.3077
"2015-09-30",21.6923
"2015-10-01",22.3176
"2015-10-02",22.3623
"2015-10-03",22.5802
"2015-10-04",22.7647
"2015-10-05",22.2536
"2015-10-06",22.4884
"2015-10-07",22.676
"2015-10-08",22.4183
"2015-10-09",22.2667
"2015-10-10",21.9902
"2015-10-11",22.421
"2015-10-12",22.7604
"2015-10-13",22.6688
"2015-10-14",22.3745
"2015-10-15",22.2562
"2015-10-16",22.3428
"2015-10-17",22.4894
"2015-10-18",22.776
"2015-10-19",22.9522
"2015-10-20",22.4394
"2015-10-21",22.4359
"2015-10-22",22.7412
"2015-10-23",22.8852
"2015-10-24",22.7345
"2015-10-25",21.8998
"2015-10-26",21.865
"2015-10-27",21.8703
"2015-10-28",21.8825
"2015-10-29",22.1489
"2015-10-30",22.7396
"2015-10-31",22.2738
"2015-11-01",22.1029
"2015-11-02",22.0756
"2015-11-03",21.7701
"2015-11-04",22.3231
"2015-11-05",22.1866
"2015-11-06",21.9766
"2015-11-07",22.3735
"2015-11-08",22.4556
"2015-11-09",22.44
"2015-11-10",22.6869
"2015-11-11",22.5511
"2015-11-12",22.3722
"2015-11-13",22.4946
"2015-11-14",22.0898
