,"(deg C) Mean Dew Point Temperature (ERA5) at Kilinochchi, 2007-01-01 to 2025-12-31"
"2012-11-29",21.2927
"2012-11-30",20.9354
"2012-12-01",20.7709
"2012-12-02",21.8276
"2012-12-03",23.9904
"2012-12-04",23.7311
"2012-12-05",23.9969
"2012-12-06",24.5499
"2012-12-07",24.4158
"2012-12-08",24.5889
"2012-12-09",22.9105
"2012-12-10",22.2966
"2012-12-11",22.0256
"2012-12-12",22.0571
"2012-12-13",21.7643
"2012-12-14",22.0991
"2012-12-15",22.9236
"2012-12-16",22.1644
"2012-12-17",21.8989
"2012-12-18",22.0979
"2012-12-19",23.114
"2012-12-20",23.5195
"2012-12-21",22.8469
"2012-12-22",22.1396
"2012-12-23",21.7927
"2012-12-24",22.9674
"2012-12-25",23.9575
"2012-12-26",24.0814
"2012-12-27",23.9403
"2012-12-28",24.5613
"2012-12-29",24.9925
"2012-12-30",24.6631
"2012-12-31",23.9736
"2013-01-01",23.4043
"2013-01-02",22.6556
"2013-01-03",23.1138
"2013-01-04",24.0436
"2013-01-05",23.4292
"2013-01-06",22.8933
"2013-01-07",22.7967
"2013-01-08",23.9165
"2013-01-09",23.7277
"2013-01-10",23.34
"2013-01-11",22.5024
"2013-01-12",20.4924
"2013-01-13",20.0912
"2013-01-14",20.3364
"2013-01-15",20.2672
"2013-01-16",20.3272
"2013-01-17",19.9532
"2013-01-18",20.3678
"2013-01-19",21.0796
"2013-01-20",23.2836
"2013-01-21",21.6508
"2013-01-22",21.5378
"2013-01-23",22.9297
"2013-01-24",22.079
"2013-01-25",21.3346
"2013-01-26",21.2324
"2013-01-27",21.0398
"2013-01-28",21.0173
"2013-01-29",21.1682
"2013-01-30",21.3131
"2013-01-31",20.7736
"2013-02-01",20.9924
"2013-02-02",21.6163
"2013-02-03",22.1514
"2013-02-04",22.872
"2013-02-05",23.2688
"2013-02-06",23.6216
"2013-02-07",23.2774
"2013-02-08",23.8989
"2013-02-09",23.7261
"2013-02-10",22.3586
"2013-02-11",22.7986
"2013-02-12",23.0527
"2013-02-13",23.7449
"2013-02-14",23.6924
"2013-02-15",24.0101
"2013-02-16",24.274
"2013-02-17",24.4497
"2013-02-18",24.2963
"2013-02-19",24.3785
"2013-02-20",23.271
"2013-02-21",20.8122
"2013-02-22",21.369
"2013-02-23",21.059
"2013-02-24",21.5222
"2013-02-25",22.0358
"2013-02-26",22.0496
"2013-02-27",22.333
"2013-02-28",22.326
"2013-03-01",22.0929
"2013-03-02",22.4411
"2013-03-03",22.3856
"2013-03-04",23.9791
"2013-03-05",24.5468
"2013-03-06",24.8776
"2013-03-07",25.1974
"2013-03-08",24.9043
"2013-03-09",24.8681
"2013-03-10",25.0836
"2013-03-11",24.6621
"2013-03-12",23.3654
"2013-03-13",23.2399
"2013-03-14",24.2331
"2013-03-15",24.644
"2013-03-16",24.0278
"2013-03-17",23.2505
"2013-03-18",23.141
"2013-03-19",23.6761
"2013-03-20",24.3224
"2013-03-21",23.3232
"2013-03-22",23.0919
"2013-03-23",24.3514
"2013-03-24",25.2024
"2013-03-25",24.8023
"2013-03-26",24.7368
"2013-03-27",25.4065
"2013-03-28",25.3492
"2013-03-29",25.609
"2013-03-30",25.0519
"2013-03-31",25.435
"2013-04-01",25.774
"2013-04-02",25.2569
"2013-04-03",24.0793
"2013-04-04",25.0798
"2013-04-05",25.898
"2013-04-06",25.2862
"2013-04-07",26.1698
"2013-04-08",26.1956
"2013-04-09",25.545
"2013-04-10",24.8135
"2013-04-11",25.2772
"2013-04-12",25.0559
"2013-04-13",25.0139
"2013-04-14",25.335
"2013-04-15",25.6521
"2013-04-16",26.162
"2013-04-17",25.5977
"2013-04-18",25.7296
"2013-04-19",25.2541
"2013-04-20",25.342
"2013-04-21",25.1411
"2013-04-22",25.1735
"2013-04-23",25.1338
"2013-04-24",25.2505
"2013-04-25",24.9805
"2013-04-26",24.8102
"2013-04-27",24.8983
"2013-04-28",25.366
"2013-04-29",25.5796
"2013-04-30",25.4102
"2013-05-01",25.1116
"2013-05-02",26.0755
"2013-05-03",26.1515
"2013-05-04",26.4315
"2013-05-05",25.7072
"2013-05-06",25.8182
"2013-05-07",25.6676
"2013-05-08",26.1007
"2013-05-09",25.912
"2013-05-10",26.3207
"2013-05-11",26.6868
"2013-05-12",26.3949
"2013-05-13",25.5984
"2013-05-14",25.9867
"2013-05-15",24.9478
"2013-05-16",24.6284
"2013-05-17",24.2329
"2013-05-18",25.0724
"2013-05-19",25.4029
"2013-05-20",25.1542
"2013-05-21",25.3141
"2013-05-22",25.2819
"2013-05-23",25.1893
"2013-05-24",25.5376
"2013-05-25",25.4746
"2013-05-26",25.3481
"2013-05-27",25.2873
"2013-05-28",24.9064
"2013-05-29",25.1434
"2013-05-30",25.4409
"2013-05-31",24.8388
"2013-06-01",24.9743
"2013-06-02",24.6733
"2013-06-03",24.67
"2013-06-04",25.1476
"2013-06-05",25.3621
"2013-06-06",25.1407
"2013-06-07",24.962
"2013-06-08",24.355
"2013-06-09",24.6731
"2013-06-10",25.1619
"2013-06-11",25.005
"2013-06-12",24.7254
"2013-06-13",24.962
"2013-06-14",24.5777
"2013-06-15",24.8824
"2013-06-16",24.9081
"2013-06-17",24.5145
"2013-06-18",24.7232
"2013-06-19",24.8621
"2013-06-20",24.7651
"2013-06-21",25.1038
"2013-06-22",24.7133
"2013-06-23",24.4171
"2013-06-24",24.5179
"2013-06-25",24.3876
"2013-06-26",24.5305
"2013-06-27",24.752
"2013-06-28",24.8107
"2013-06-29",24.7426
"2013-06-30",24.7641
"2013-07-01",24.5507
"2013-07-02",24.4941
"2013-07-03",24.1524
"2013-07-04",24.6848
"2013-07-05",24.9958
"2013-07-06",24.7948
"2013-07-07",24.8487
"2013-07-08",24.7569
"2013-07-09",24.5875
"2013-07-10",24.3181
"2013-07-11",24.2365
"2013-07-12",24.494
"2013-07-13",24.7425
"2013-07-14",24.8757
"2013-07-15",24.9774
"2013-07-16",24.7427
"2013-07-17",24.6092
"2013-07-18",24.6124
"2013-07-19",24.5205
"2013-07-20",24.5707
"2013-07-21",24.7016
"2013-07-22",24.4641
"2013-07-23",24.09
"2013-07-24",24.1956
"2013-07-25",24.1919
"2013-07-26",24.2633
"2013-07-27",24.3976
"2013-07-28",24.78
"2013-07-29",24.9163
"2013-07-30",24.1871
"2013-07-31",23.8224
"2013-08-01",24.1405
"2013-08-02",24.3477
"2013-08-03",24.2932
"2013-08-04",24.2132
"2013-08-05",23.7973
"2013-08-06",24.1623
"2013-08-07",24.5232
"2013-08-08",24.7371
"2013-08-09",24.5697
"2013-08-10",24.477
"2013-08-11",24.7291
"2013-08-12",24.9109
"2013-08-13",24.8344
"2013-08-14",24.3392
"2013-08-15",24.3451
"2013-08-16",24.1827
"2013-08-17",24.1083
"2013-08-18",24.1769
"2013-08-19",24.0991
"2013-08-20",23.9482
"2013-08-21",24.3758
"2013-08-22",24.1039
"2013-08-23",24.2237
"2013-08-24",24.3724
"2013-08-25",24.5764
"2013-08-26",24.4675
"2013-08-27",24.4944
"2013-08-28",24.3746
"2013-08-29",24.7469
"2013-08-30",25.0496
"2013-08-31",24.7989
"2013-09-01",24.8801
"2013-09-02",24.6381
"2013-09-03",24.1709
"2013-09-04",24.1932
"2013-09-05",23.9967
"2013-09-06",23.8098
"2013-09-07",23.9134
"2013-09-08",24.2972
"2013-09-09",24.3469
"2013-09-10",24.2917
"2013-09-11",24.2441
"2013-09-12",24.3068
"2013-09-13",24.6211
"2013-09-14",24.7901
"2013-09-15",24.6227
"2013-09-16",24.6733
"2013-09-17",24.8203
"2013-09-18",24.7654
"2013-09-19",24.9145
"2013-09-20",24.804
"2013-09-21",24.6641
"2013-09-22",24.4291
"2013-09-23",24.4705
"2013-09-24",23.8629
"2013-09-25",24.2736
"2013-09-26",24.3049
"2013-09-27",24.4395
"2013-09-28",24.1955
"2013-09-29",24.2779
"2013-09-30",24.0529
"2013-10-01",24.5814
"2013-10-02",24.6454
"2013-10-03",23.8776
"2013-10-04",22.6016
"2013-10-05",22.0646
"2013-10-06",22.9685
"2013-10-07",23.575
"2013-10-08",24.2534
"2013-10-09",24.3576
"2013-10-10",24.6581
"2013-10-11",24.505
"2013-10-12",24.3809
"2013-10-13",24.5313
"2013-10-14",24.4333
"2013-10-15",24.3918
"2013-10-16",24.3601
"2013-10-17",24.2046
"2013-10-18",24.096
"2013-10-19",23.9999
"2013-10-20",24.1053
"2013-10-21",24.3158
"2013-10-22",24.9145
"2013-10-23",25.0806
"2013-10-24",24.7953
"2013-10-25",24.3546
"2013-10-26",23.9963
"2013-10-27",24.4747
"2013-10-28",23.9335
"2013-10-29",24.0466
"2013-10-30",23.9604
"2013-10-31",24.0478
"2013-11-01",24.5752
"2013-11-02",24.9543
"2013-11-03",24.7343
"2013-11-04",24.8748
"2013-11-05",24.6198
"2013-11-06",24.7659
"2013-11-07",24.3117
"2013-11-08",24.2358
"2013-11-09",24.1402
"2013-11-10",24.395
"2013-11-11",24.0454
"2013-11-12",22.9026
"2013-11-13",23.1807
"2013-11-14",22.9576
"2013-11-15",23.1591
"2013-11-16",23.7856
"2013-11-17",24.2686
"2013-11-18",24.216
"2013-11-19",24.054
"2013-11-20",23.8679
"2013-11-21",24.1585
"2013-11-22",24.462
"2013-11-23",24.11
"2013-11-24",24.0668
"2013-11-25",24.2577
"2013-11-26",24.0127
"2013-11-27",22.4695
"2013-11-28",22.2661
"2013-11-29",22.7236
"2013-11-30",24.1721
"2013-12-01",24.0995
"2013-12-02",23.4863
"2013-12-03",23.6234
"2013-12-04",23.6686
"2013-12-05",23.6693
"2013-12-06",23.0921
"2013-12-07",23.2582
"2013-12-08",22.912
"2013-12-09",21.6052
"2013-12-10",21.8055
"2013-12-11",23.6226
"2013-12-12",22.9843
"2013-12-13",23.7376
"2013-12-14",23.9644
"2013-12-15",23.0345
"2013-12-16",20.8122
"2013-12-17",19.699
"2013-12-18",21.3854
"2013-12-19",22.1034
"2013-12-20",22.0803
"2013-12-21",21.5848
"2013-12-22",19.9896
"2013-12-23",22.4128
"2013-12-24",21.912
"2013-12-25",20.8754
"2013-12-26",20.6615
"2013-12-27",20.3152
"2013-12-28",20.223
"2013-12-29",19.8738
"2013-12-30",20.1946
"2013-12-31",21.3841
"2014-01-01",20.9807
"2014-01-02",21.6382
"2014-01-03",22.1781
"2014-01-04",21.4245
"2014-01-05",22.5123
"2014-01-06",22.8258
"2014-01-07",23.0051
"2014-01-08",23.4141
"2014-01-09",22.5027
"2014-01-10",21.3283
"2014-01-11",21.6124
"2014-01-12",22.2687
"2014-01-13",22.5019
"2014-01-14",22.8169
"2014-01-15",22.3446
"2014-01-16",22.0419
"2014-01-17",21.4605
"2014-01-18",21.4048
"2014-01-19",21.8602
"2014-01-20",21.1927
"2014-01-21",22.2564
"2014-01-22",21.9513
"2014-01-23",22.7902
"2014-01-24",21.6416
"2014-01-25",20.2979
"2014-01-26",19.8159
"2014-01-27",20.4517
"2014-01-28",21.7808
"2014-01-29",22.1972
"2014-01-30",22.6792
"2014-01-31",22.8156
"2014-02-01",23.118
"2014-02-02",22.9939
"2014-02-03",21.5965
"2014-02-04",20.9017
"2014-02-05",20.6548
"2014-02-06",20.6409
"2014-02-07",20.3917
"2014-02-08",19.8384
"2014-02-09",19.8534
"2014-02-10",19.9972
"2014-02-11",20.2269
"2014-02-12",20.5648
"2014-02-13",22.7978
"2014-02-14",22.0146
"2014-02-15",22.3846
"2014-02-16",23.517
"2014-02-17",23.9503
"2014-02-18",23.3233
"2014-02-19",23.295
"2014-02-20",21.916
"2014-02-21",21.7491
"2014-02-22",21.7921
"2014-02-23",23.0304
"2014-02-24",23.8122
"2014-02-25",23.8057
"2014-02-26",22.7552
"2014-02-27",23.3281
"2014-02-28",22.9187
"2014-03-01",21.9087
"2014-03-02",22.2615
"2014-03-03",22.8412
"2014-03-04",23.1816
"2014-03-05",23.2087
"2014-03-06",23.3058
"2014-03-07",23.1973
"2014-03-08",23.207
"2014-03-09",22.6165
"2014-03-10",21.8525
"2014-03-11",21.4336
"2014-03-12",21.5239
"2014-03-13",21.1235
"2014-03-14",21.1462
"2014-03-15",21.5916
"2014-03-16",22.72
"2014-03-17",23.6345
"2014-03-18",23.8339
"2014-03-19",24.5541
"2014-03-20",24.7914
"2014-03-21",24.9685
"2014-03-22",24.4028
"2014-03-23",23.9723
"2014-03-24",24.0048
"2014-03-25",23.77
"2014-03-26",23.2805
"2014-03-27",23.6288
"2014-03-28",23.9868
"2014-03-29",23.1743
"2014-03-30",22.7618
"2014-03-31",23.5183
"2014-04-01",24.7487
"2014-04-02",25.1387
"2014-04-03",25.0177
"2014-04-04",24.4835
"2014-04-05",25.212
"2014-04-06",25.2264
"2014-04-07",24.6548
"2014-04-08",25.2049
"2014-04-09",25.566
"2014-04-10",25.6882
"2014-04-11",25.4637
"2014-04-12",25.7832
"2014-04-13",25.6941
"2014-04-14",24.8285
"2014-04-15",24.6882
"2014-04-16",24.3381
"2014-04-17",24.621
"2014-04-18",24.902
"2014-04-19",25.106
"2014-04-20",25.0553
"2014-04-21",25.1449
"2014-04-22",25.1428
"2014-04-23",25.6387
"2014-04-24",25.4626
"2014-04-25",26.079
"2014-04-26",26.3561
"2014-04-27",25.6898
"2014-04-28",25.2816
"2014-04-29",24.98
"2014-04-30",25.2273
"2014-05-01",25.1964
"2014-05-02",25.3359
"2014-05-03",24.9913
"2014-05-04",25.0353
"2014-05-05",24.8271
"2014-05-06",25.3001
"2014-05-07",24.9213
"2014-05-08",25.2656
"2014-05-09",25.9523
"2014-05-10",26.1891
"2014-05-11",26.2173
"2014-05-12",26.4736
"2014-05-13",26.3022
"2014-05-14",26.3881
"2014-05-15",26.4042
"2014-05-16",26.1904
"2014-05-17",25.4947
"2014-05-18",25.9307
"2014-05-19",25.5658
"2014-05-20",24.9575
"2014-05-21",25.2128
"2014-05-22",24.8281
"2014-05-23",25.8123
"2014-05-24",26.0328
"2014-05-25",26.1907
"2014-05-26",25.8505
"2014-05-27",26.0493
"2014-05-28",25.7867
"2014-05-29",25.7706
"2014-05-30",25.8926
"2014-05-31",25.9439
"2014-06-01",26.4607
"2014-06-02",26.2458
"2014-06-03",26.0217
"2014-06-04",25.8458
"2014-06-05",25.7196
"2014-06-06",25.7499
"2014-06-07",25.373
"2014-06-08",25.1279
"2014-06-09",25.5118
"2014-06-10",24.9624
"2014-06-11",25.4538
"2014-06-12",25.6698
"2014-06-13",25.5064
"2014-06-14",25.6902
"2014-06-15",25.282
"2014-06-16",25.0723
"2014-06-17",25.017
"2014-06-18",25.0723
"2014-06-19",25.1472
"2014-06-20",25.1068
"2014-06-21",25.098
"2014-06-22",25.0721
"2014-06-23",24.9176
"2014-06-24",25.1546
"2014-06-25",25.2531
"2014-06-26",24.78
"2014-06-27",24.9509
"2014-06-28",24.9973
"2014-06-29",24.987
"2014-06-30",24.9172
"2014-07-01",25.4429
"2014-07-02",25.1285
"2014-07-03",24.9163
"2014-07-04",24.7227
"2014-07-05",25.3479
"2014-07-06",25.5258
"2014-07-07",25.2648
"2014-07-08",25.0223
"2014-07-09",25.2501
"2014-07-10",24.7045
"2014-07-11",24.6718
"2014-07-12",24.6004
"2014-07-13",24.5256
"2014-07-14",24.3241
"2014-07-15",24.4531
"2014-07-16",24.5657
"2014-07-17",24.5317
"2014-07-18",24.5577
"2014-07-19",24.654
"2014-07-20",24.7699
"2014-07-21",24.4271
"2014-07-22",24.5174
"2014-07-23",24.4796
"2014-07-24",24.6802
"2014-07-25",24.5149
"2014-07-26",24.8462
"2014-07-27",25.1321
"2014-07-28",24.5761
"2014-07-29",24.3463
"2014-07-30",24.2975
"2014-07-31",24.7966
"2014-08-01",24.704
"2014-08-02",24.9611
"2014-08-03",24.8038
"2014-08-04",24.5882
"2014-08-05",24.5341
"2014-08-06",24.6623
"2014-08-07",25.0482
"2014-08-08",25.2291
"2014-08-09",25.0151
"2014-08-10",25.1406
"2014-08-11",25.1286
"2014-08-12",24.7387
"2014-08-13",24.7594
"2014-08-14",24.7671
"2014-08-15",25.0887
"2014-08-16",25.0532
"2014-08-17",24.8433
"2014-08-18",24.5651
"2014-08-19",24.6068
"2014-08-20",24.5365
"2014-08-21",24.5346
"2014-08-22",24.2123
"2014-08-23",24.1153
"2014-08-24",24.5337
"2014-08-25",24.1788
"2014-08-26",23.8604
"2014-08-27",24.1989
"2014-08-28",24.2014
"2014-08-29",24.0618
"2014-08-30",24.1039
"2014-08-31",24.3144
"2014-09-01",24.3853
"2014-09-02",24.3111
"2014-09-03",24.2151
"2014-09-04",24.0863
"2014-09-05",24.7522
"2014-09-06",24.843
"2014-09-07",24.5037
"2014-09-08",24.3234
"2014-09-09",24.1916
"2014-09-10",24.339
"2014-09-11",24.5894
"2014-09-12",24.5706
"2014-09-13",24.7577
"2014-09-14",24.9544
"2014-09-15",24.6576
"2014-09-16",24.4521
"2014-09-17",24.2133
"2014-09-18",24.4939
"2014-09-19",24.144
"2014-09-20",24.2573
"2014-09-21",24.6958
"2014-09-22",24.52
"2014-09-23",24.2587
"2014-09-24",24.489
"2014-09-25",24.1551
"2014-09-26",24.5022
"2014-09-27",24.4125
"2014-09-28",24.4965
"2014-09-29",24.5891
"2014-09-30",24.1955
"2014-10-01",24.4211
"2014-10-02",24.6463
"2014-10-03",24.6317
"2014-10-04",25.3191
"2014-10-05",25.6412
"2014-10-06",25.3549
"2014-10-07",25.0533
"2014-10-08",25.0074
"2014-10-09",25.2331
"2014-10-10",25.4694
"2014-10-11",25.0761
"2014-10-12",24.8426
"2014-10-13",24.4478
"2014-10-14",24.6316
"2014-10-15",24.6851
"2014-10-16",24.7496
"2014-10-17",24.3225
"2014-10-18",24.0214
"2014-10-19",23.9846
"2014-10-20",24.3344
"2014-10-21",24.1129
"2014-10-22",24.6886
"2014-10-23",24.0696
"2014-10-24",24.2715
"2014-10-25",24.4489
"2014-10-26",24.3683
"2014-10-27",24.6328
"2014-10-28",24.9288
"2014-10-29",24.9627
"2014-10-30",24.3381
"2014-10-31",22.6636
"2014-11-01",23.8963
"2014-11-02",23.9622
"2014-11-03",24.1381
"2014-11-04",23.1028
"2014-11-05",24.6231
"2014-11-06",23.8128
"2014-11-07",23.4111
"2014-11-08",23.5484
"2014-11-09",24.5225
"2014-11-10",23.9456
"2014-11-11",24.2151
"2014-11-12",24.6097
"2014-11-13",24.371
"2014-11-14",24.961
"2014-11-15",25.1314
"2014-11-16",24.3961
"2014-11-17",24.6073
"2014-11-18",24.1636
"2014-11-19",24.2375
"2014-11-20",24.4383
"2014-11-21",24.2686
"2014-11-22",24.1369
"2014-11-23",24.1323
"2014-11-24",23.9587
"2014-11-25",22.7134
"2014-11-26",23.1097
"2014-11-27",24.1861
"2014-11-28",23.3098
"2014-11-29",22.4921
"2014-11-30",24.5571
"2014-12-01",24.3296
"2014-12-02",24.145
"2014-12-03",22.1258
"2014-12-04",20.8252
"2014-12-05",21.6399
"2014-12-06",22.9221
"2014-12-07",24.1842
"2014-12-08",23.9942
"2014-12-09",24.2578
"2014-12-10",24.2712
"2014-12-11",24.5198
"2014-12-12",24.0045
"2014-12-13",24.3198
"2014-12-14",24.3774
"2014-12-15",24.5372
"2014-12-16",24.3414
"2014-12-17",24.0938
"2014-12-18",24.4788
"2014-12-19",23.9944
"2014-12-20",22.3253
"2014-12-21",23.3845
"2014-12-22",23.1907
"2014-12-23",23.7717
"2014-12-24",24.017
"2014-12-25",23.6824
"2014-12-26",21.979
"2014-12-27",22.9549
"2014-12-28",23.8424
"2014-12-29",23.2811
"2014-12-30",23.2212
"2014-12-31",23.8932
"2015-01-01",24.4321
"2015-01-02",23.8978
"2015-01-03",24.3021
"2015-01-04",23.8468
"2015-01-05",23.3941
"2015-01-06",22.7726
"2015-01-07",22.3044
"2015-01-08",22.4377
"2015-01-09",22.1656
"2015-01-10",19.9107
"2015-01-11",19.4025
"2015-01-12",18.8901
"2015-01-13",20.6491
"2015-01-14",21.2877
"2015-01-15",21.0202
"2015-01-16",22.968
"2015-01-17",23.0244
"2015-01-18",22.0191
"2015-01-19",20.9904
"2015-01-20",21.1328
"2015-01-21",21.2984
"2015-01-22",23.081
"2015-01-23",23.387
"2015-01-24",23.2703
"2015-01-25",22.2067
"2015-01-26",21.6218
"2015-01-27",22.7728
"2015-01-28",22.331
"2015-01-29",22.3334
"2015-01-30",21.4731
"2015-01-31",19.9298
"2015-02-01",21.7002
"2015-02-02",21.7537
"2015-02-03",22.3278
"2015-02-04",23.5066
"2015-02-05",23.3425
"2015-02-06",22.8314
"2015-02-07",22.6075
"2015-02-08",22.4644
"2015-02-09",22.6314
"2015-02-10",23.0828
"2015-02-11",23.4938
"2015-02-12",23.464
"2015-02-13",24.0727
"2015-02-14",22.8157
"2015-02-15",21.5173
"2015-02-16",21.7872
"2015-02-17",21.0157
"2015-02-18",19.9922
"2015-02-19",20.3195
"2015-02-20",20.6974
"2015-02-21",21.8292
"2015-02-22",21.615
"2015-02-23",21.8205
"2015-02-24",23.5528
"2015-02-25",24.1215
"2015-02-26",24.1295
"2015-02-27",23.9751
"2015-02-28",24.2251
"2015-03-01",24.164
"2015-03-02",23.6472
"2015-03-03",23.5693
"2015-03-04",23.9594
"2015-03-05",24.5583
"2015-03-06",24.3417
"2015-03-07",23.1538
"2015-03-08",23.0438
"2015-03-09",23.0825
"2015-03-10",21.6453
"2015-03-11",22.0745
"2015-03-12",23.4071
"2015-03-13",23.2396
"2015-03-14",23.9514
"2015-03-15",24.4599
"2015-03-16",23.9305
"2015-03-17",23.1058
"2015-03-18",23.2003
"2015-03-19",22.9248
"2015-03-20",23.3704
"2015-03-21",23.6978
"2015-03-22",24.2537
"2015-03-23",24.2277
"2015-03-24",23.7266
"2015-03-25",23.6376
"2015-03-26",24.2407
"2015-03-27",25.1173
"2015-03-28",24.9857
"2015-03-29",24.9677
"2015-03-30",24.9655
"2015-03-31",25.242
"2015-04-01",25.2007
"2015-04-02",24.791
"2015-04-03",25.5879
"2015-04-04",26.1194
"2015-04-05",25.391
"2015-04-06",25.3762
"2015-04-07",25.1463
"2015-04-08",24.8815
"2015-04-09",25.1627
"2015-04-10",24.8431
"2015-04-11",25.0218
"2015-04-12",24.6616
"2015-04-13",22.183
"2015-04-14",24.1509
"2015-04-15",24.5453
"2015-04-16",24.7072
"2015-04-17",24.42
"2015-04-18",24.9165
"2015-04-19",24.7348
"2015-04-20",25.0207
"2015-04-21",24.8697
"2015-04-22",25.3733
"2015-04-23",25.3957
"2015-04-24",25.0418
"2015-04-25",24.6941
"2015-04-26",24.8332
"2015-04-27",24.8133
"2015-04-28",25.0973
"2015-04-29",25.5533
"2015-04-30",25.6767
"2015-05-01",25.9849
"2015-05-02",26.2392
"2015-05-03",26.0443
"2015-05-04",25.1662
"2015-05-05",24.8395
"2015-05-06",25.2109
"2015-05-07",25.5328
"2015-05-08",26.0242
"2015-05-09",25.9615
"2015-05-10",25.4009
"2015-05-11",24.9651
"2015-05-12",25.1809
"2015-05-13",25.1165
"2015-05-14",25.8443
"2015-05-15",26.0087
"2015-05-16",25.6348
"2015-05-17",25.344
"2015-05-18",25.6911
"2015-05-19",25.9141
"2015-05-20",25.9382
"2015-05-21",26.2988
"2015-05-22",26.2513
"2015-05-23",26.1356
"2015-05-24",26.1895
"2015-05-25",26.4415
"2015-05-26",26.5736
"2015-05-27",25.8733
"2015-05-28",26.4156
"2015-05-29",26.4881
"2015-05-30",26.2939
"2015-05-31",26.173
"2015-06-01",25.5925
"2015-06-02",25.8641
"2015-06-03",25.9668
"2015-06-04",25.6242
"2015-06-05",25.5036
"2015-06-06",25.7217
"2015-06-07",25.7854
"2015-06-08",25.7635
"2015-06-09",25.6387
"2015-06-10",25.7286
"2015-06-11",25.7474
"2015-06-12",25.4409
"2015-06-13",25.3734
"2015-06-14",25.7137
"2015-06-15",26.0655
"2015-06-16",25.6351
"2015-06-17",25.6493
"2015-06-18",25.7557
"2015-06-19",25.641
"2015-06-20",25.8302
"2015-06-21",25.4613
"2015-06-22",25.4353
"2015-06-23",25.674
"2015-06-24",25.639
"2015-06-25",25.6407
"2015-06-26",25.728
"2015-06-27",25.5163
"2015-06-28",25.5877
"2015-06-29",25.5899
"2015-06-30",25.2958
"2015-07-01",25.3706
"2015-07-02",25.4971
"2015-07-03",25.5215
"2015-07-04",25.675
"2015-07-05",25.6316
"2015-07-06",24.7227
"2015-07-07",24.5986
"2015-07-08",25.0836
"2015-07-09",25.217
"2015-07-10",25.7639
"2015-07-11",25.7407
"2015-07-12",25.1823
"2015-07-13",25.2892
"2015-07-14",25.3548
"2015-07-15",25.4232
"2015-07-16",25.7158
"2015-07-17",25.2596
"2015-07-18",25.5002
"2015-07-19",25.1741
"2015-07-20",25.2103
"2015-07-21",25.1316
"2015-07-22",25.2828
"2015-07-23",24.8611
"2015-07-24",24.6909
"2015-07-25",24.9575
"2015-07-26",25.031
"2015-07-27",25.0121
"2015-07-28",24.861
"2015-07-29",25.0124
"2015-07-30",24.5597
"2015-07-31",24.4542
"2015-08-01",24.6999
"2015-08-02",25.191
"2015-08-03",24.9726
"2015-08-04",24.8353
"2015-08-05",24.986
"2015-08-06",25.0131
"2015-08-07",24.9903
"2015-08-08",24.8859
"2015-08-09",24.924
"2015-08-10",25.3611
"2015-08-11",25.1453
"2015-08-12",25.1178
"2015-08-13",25.1182
"2015-08-14",24.7922
"2015-08-15",25.473
"2015-08-16",24.601
"2015-08-17",24.3913
"2015-08-18",24.8548
"2015-08-19",25.3664
"2015-08-20",25.2957
"2015-08-21",25.1771
"2015-08-22",25.2197
"2015-08-23",25.4578
"2015-08-24",25.5311
"2015-08-25",25.4306
"2015-08-26",24.8008
"2015-08-27",24.9983
"2015-08-28",24.9976
"2015-08-29",25.057
"2015-08-30",25.2357
"2015-08-31",24.9503
"2015-09-01",25.2011
"2015-09-02",25.3593
"2015-09-03",25.2233
"2015-09-04",25.255
"2015-09-05",24.9851
"2015-09-06",24.8559
"2015-09-07",24.233
"2015-09-08",24.7978
"2015-09-09",24.9906
"2015-09-10",24.9684
"2015-09-11",24.8928
"2015-09-12",24.9697
"2015-09-13",25.3168
"2015-09-14",24.6101
"2015-09-15",25.2318
"2015-09-16",25.1807
"2015-09-17",25.5572
"2015-09-18",25.555
"2015-09-19",25.2877
"2015-09-20",25.3863
"2015-09-21",25.2772
"2015-09-22",24.8664
"2015-09-23",25.5036
"2015-09-24",25.3535
"2015-09-25",25.0591
"2015-09-26",24.8399
"2015-09-27",25.1585
"2015-09-28",24.765
"2015-09-29",24.459
"2015-09-30",24.3122
"2015-10-01",24.6934
"2015-10-02",25.3401
"2015-10-03",25.5596
"2015-10-04",25.5087
"2015-10-05",24.8554
"2015-10-06",25.3045
"2015-10-07",25.2398
"2015-10-08",25.3336
"2015-10-09",24.742
"2015-10-10",25.236
"2015-10-11",25.1848
"2015-10-12",25.1617
"2015-10-13",24.7353
"2015-10-14",24.8745
"2015-10-15",24.4477
"2015-10-16",24.2544
"2015-10-17",25.024
"2015-10-18",25.0903
"2015-10-19",25.2368
"2015-10-20",25.1158
"2015-10-21",24.9636
"2015-10-22",25.0206
"2015-10-23",24.9837
"2015-10-24",24.9185
"2015-10-25",24.0619
"2015-10-26",24.3027
"2015-10-27",24.4337
"2015-10-28",24.3452
"2015-10-29",24.6518
"2015-10-30",24.6185
"2015-10-31",24.4799
"2015-11-01",24.2219
"2015-11-02",24.3714
"2015-11-03",24.5949
"2015-11-04",24.4795
"2015-11-05",24.4651
"2015-11-06",24.1695
"2015-11-07",24.6806
"2015-11-08",24.5114
"2015-11-09",24.6241
"2015-11-10",25.4055
"2015-11-11",25.0703
"2015-11-12",24.8253
"2015-11-13",24.5616
"2015-11-14",24.5104
