,"(deg C) Mean Dew Point Temperature (ERA5) at Gampaha, 2007-01-01 to 2025-12-31"
"2012-11-27",23.7454
"2012-11-28",22.8828
"2012-11-29",22.0804
"2012-11-30",21.0302
"2012-12-01",20.775
"2012-12-02",21.4831
"2012-12-03",23.3085
"2012-12-04",24.1135
"2012-12-05",23.9586
"2012-12-06",23.9669
"2012-12-07",24.1839
"2012-12-08",23.3897
"2012-12-09",23.3914
"2012-12-10",21.8957
"2012-12-11",22.1614
"2012-12-12",22.3559
"2012-12-13",20.853
"2012-12-14",20.9373
"2012-12-15",22.8353
"2012-12-16",22.94
"2012-12-17",23.1314
"2012-12-18",22.9783
"2012-12-19",23.4952
"2012-12-20",23.6602
"2012-12-21",23.4449
"2012-12-22",23.0839
"2012-12-23",23.3641
"2012-12-24",23.6063
"2012-12-25",24.0153
"2012-12-26",24.181
"2012-12-27",24.0261
"2012-12-28",24.5395
"2012-12-29",24.865
"2012-12-30",24.3946
"2012-12-31",24.0433
"2013-01-01",23.1241
"2013-01-02",23.0414
"2013-01-03",23.3708
"2013-01-04",23.5948
"2013-01-05",23.2469
"2013-01-06",22.474
"2013-01-07",22.6273
"2013-01-08",23.7774
"2013-01-09",23.7513
"2013-01-10",23.7019
"2013-01-11",23.023
"2013-01-12",21.5976
"2013-01-13",19.8556
"2013-01-14",19.769
"2013-01-15",20.2553
"2013-01-16",20.1535
"2013-01-17",20.0946
"2013-01-18",19.8214
"2013-01-19",20.2469
"2013-01-20",22.5443
"2013-01-21",21.6528
"2013-01-22",21.3661
"2013-01-23",22.9543
"2013-01-24",23.155
"2013-01-25",22.6711
"2013-01-26",21.9558
"2013-01-27",20.6143
"2013-01-28",20.4198
"2013-01-29",19.8588
"2013-01-30",19.6107
"2013-01-31",20.0329
"2013-02-01",21.4127
"2013-02-02",21.96
"2013-02-03",22.1413
"2013-02-04",22.3708
"2013-02-05",22.9877
"2013-02-06",23.0583
"2013-02-07",23.2377
"2013-02-08",23.7773
"2013-02-09",23.2506
"2013-02-10",22.1372
"2013-02-11",22.0958
"2013-02-12",22.977
"2013-02-13",23.9782
"2013-02-14",23.7531
"2013-02-15",23.7401
"2013-02-16",24.2604
"2013-02-17",23.9734
"2013-02-18",24.0089
"2013-02-19",23.7547
"2013-02-20",22.8608
"2013-02-21",21.5035
"2013-02-22",21.3259
"2013-02-23",20.6569
"2013-02-24",21.5254
"2013-02-25",21.941
"2013-02-26",20.9965
"2013-02-27",20.7812
"2013-02-28",21.1913
"2013-03-01",21.8437
"2013-03-02",21.694
"2013-03-03",21.2025
"2013-03-04",23.6718
"2013-03-05",24.1773
"2013-03-06",24.7814
"2013-03-07",24.3745
"2013-03-08",24.3687
"2013-03-09",24.1567
"2013-03-10",24.9277
"2013-03-11",25.0045
"2013-03-12",24.9492
"2013-03-13",24.5612
"2013-03-14",24.3536
"2013-03-15",24.3179
"2013-03-16",24.1721
"2013-03-17",24.3766
"2013-03-18",24.3364
"2013-03-19",24.447
"2013-03-20",24.3735
"2013-03-21",24.0626
"2013-03-22",24.0171
"2013-03-23",24.454
"2013-03-24",24.6913
"2013-03-25",24.2573
"2013-03-26",24.3647
"2013-03-27",24.6818
"2013-03-28",25.2087
"2013-03-29",25.066
"2013-03-30",25.2479
"2013-03-31",25.3946
"2013-04-01",25.7085
"2013-04-02",25.4369
"2013-04-03",24.9775
"2013-04-04",25.3267
"2013-04-05",25.7495
"2013-04-06",26.1666
"2013-04-07",25.7765
"2013-04-08",25.6806
"2013-04-09",25.5128
"2013-04-10",24.8516
"2013-04-11",25.0698
"2013-04-12",25.1663
"2013-04-13",25.0596
"2013-04-14",25.2418
"2013-04-15",25.1004
"2013-04-16",25.2738
"2013-04-17",26.0136
"2013-04-18",25.6035
"2013-04-19",25.6302
"2013-04-20",25.1735
"2013-04-21",25.0713
"2013-04-22",24.726
"2013-04-23",24.648
"2013-04-24",24.8386
"2013-04-25",24.6305
"2013-04-26",24.7772
"2013-04-27",25.0733
"2013-04-28",25.1783
"2013-04-29",25.9971
"2013-04-30",25.8039
"2013-05-01",25.0286
"2013-05-02",25.4367
"2013-05-03",25.164
"2013-05-04",25.5808
"2013-05-05",25.5386
"2013-05-06",25.1409
"2013-05-07",25.2568
"2013-05-08",25.3388
"2013-05-09",25.9121
"2013-05-10",25.9884
"2013-05-11",26.4022
"2013-05-12",26.2269
"2013-05-13",25.3101
"2013-05-14",25.6275
"2013-05-15",25.3869
"2013-05-16",25.8437
"2013-05-17",25.7863
"2013-05-18",26.0293
"2013-05-19",25.8787
"2013-05-20",24.6431
"2013-05-21",25.098
"2013-05-22",25.3024
"2013-05-23",25.5204
"2013-05-24",25.4834
"2013-05-25",25.0029
"2013-05-26",25.2755
"2013-05-27",24.9399
"2013-05-28",24.8679
"2013-05-29",25.0756
"2013-05-30",25.283
"2013-05-31",24.4108
"2013-06-01",24.4951
"2013-06-02",24.097
"2013-06-03",23.9428
"2013-06-04",24.6103
"2013-06-05",25.1538
"2013-06-06",25.0674
"2013-06-07",24.7844
"2013-06-08",23.4646
"2013-06-09",24.6722
"2013-06-10",24.9335
"2013-06-11",24.5503
"2013-06-12",24.1181
"2013-06-13",24.7003
"2013-06-14",25.0163
"2013-06-15",24.6879
"2013-06-16",24.3615
"2013-06-17",24.2106
"2013-06-18",24.397
"2013-06-19",24.3813
"2013-06-20",24.3768
"2013-06-21",24.6684
"2013-06-22",24.2046
"2013-06-23",24.4857
"2013-06-24",24.7443
"2013-06-25",24.2251
"2013-06-26",24.2656
"2013-06-27",24.6198
"2013-06-28",24.2691
"2013-06-29",24.251
"2013-06-30",24.2556
"2013-07-01",24.2158
"2013-07-02",24.4027
"2013-07-03",24.3136
"2013-07-04",24.7573
"2013-07-05",25.0169
"2013-07-06",24.5265
"2013-07-07",24.4484
"2013-07-08",24.2372
"2013-07-09",24.1555
"2013-07-10",23.865
"2013-07-11",24.0025
"2013-07-12",24.1888
"2013-07-13",24.4486
"2013-07-14",24.6975
"2013-07-15",24.4444
"2013-07-16",24.1416
"2013-07-17",24.255
"2013-07-18",24.137
"2013-07-19",24.3078
"2013-07-20",24.3759
"2013-07-21",24.3557
"2013-07-22",23.968
"2013-07-23",23.6876
"2013-07-24",24.1358
"2013-07-25",24.0565
"2013-07-26",23.714
"2013-07-27",24.4398
"2013-07-28",24.5945
"2013-07-29",24.323
"2013-07-30",24.1353
"2013-07-31",24.1389
"2013-08-01",24.777
"2013-08-02",24.6369
"2013-08-03",24.8354
"2013-08-04",23.7273
"2013-08-05",23.3088
"2013-08-06",23.5903
"2013-08-07",23.9028
"2013-08-08",24.0519
"2013-08-09",23.9797
"2013-08-10",24.3638
"2013-08-11",24.3416
"2013-08-12",24.1945
"2013-08-13",24.0022
"2013-08-14",23.8289
"2013-08-15",24.2756
"2013-08-16",24.1791
"2013-08-17",24.2683
"2013-08-18",24.3552
"2013-08-19",23.8949
"2013-08-20",24.3419
"2013-08-21",24.2802
"2013-08-22",24.3577
"2013-08-23",24.0595
"2013-08-24",24.0703
"2013-08-25",24.5937
"2013-08-26",24.4014
"2013-08-27",24.4464
"2013-08-28",24.7625
"2013-08-29",24.2628
"2013-08-30",24.5036
"2013-08-31",24.3775
"2013-09-01",24.576
"2013-09-02",24.1326
"2013-09-03",24.1536
"2013-09-04",24.3116
"2013-09-05",23.8056
"2013-09-06",23.4255
"2013-09-07",23.7189
"2013-09-08",24.097
"2013-09-09",23.9484
"2013-09-10",24.154
"2013-09-11",24.0352
"2013-09-12",24.1732
"2013-09-13",24.3625
"2013-09-14",24.6231
"2013-09-15",24.5681
"2013-09-16",24.4598
"2013-09-17",24.1864
"2013-09-18",24.4064
"2013-09-19",24.8068
"2013-09-20",24.9412
"2013-09-21",24.715
"2013-09-22",24.7589
"2013-09-23",24.5013
"2013-09-24",24.0257
"2013-09-25",24.2645
"2013-09-26",24.4469
"2013-09-27",24.2728
"2013-09-28",24.4361
"2013-09-29",24.1334
"2013-09-30",24.4126
"2013-10-01",24.7324
"2013-10-02",24.8462
"2013-10-03",24.5789
"2013-10-04",24.5537
"2013-10-05",24.2421
"2013-10-06",23.4517
"2013-10-07",24.1289
"2013-10-08",23.8496
"2013-10-09",24.2713
"2013-10-10",24.7857
"2013-10-11",24.6243
"2013-10-12",24.552
"2013-10-13",24.7236
"2013-10-14",24.5766
"2013-10-15",24.6129
"2013-10-16",24.8656
"2013-10-17",23.8193
"2013-10-18",24.1586
"2013-10-19",23.7451
"2013-10-20",24.1592
"2013-10-21",24.4352
"2013-10-22",24.7183
"2013-10-23",24.5785
"2013-10-24",24.745
"2013-10-25",24.4219
"2013-10-26",24.057
"2013-10-27",24.539
"2013-10-28",24.3821
"2013-10-29",24.5545
"2013-10-30",24.0869
"2013-10-31",23.6835
"2013-11-01",23.9784
"2013-11-02",24.2601
"2013-11-03",24.1506
"2013-11-04",24.2665
"2013-11-05",23.9688
"2013-11-06",23.851
"2013-11-07",23.8549
"2013-11-08",23.8305
"2013-11-09",24.3057
"2013-11-10",24.2332
"2013-11-11",24.1204
"2013-11-12",23.9649
"2013-11-13",23.5546
"2013-11-14",23.2962
"2013-11-15",22.2361
"2013-11-16",23.3446
"2013-11-17",23.7544
"2013-11-18",23.5523
"2013-11-19",23.7962
"2013-11-20",23.5869
"2013-11-21",23.6413
"2013-11-22",23.9539
"2013-11-23",23.8464
"2013-11-24",23.8268
"2013-11-25",23.7556
"2013-11-26",23.5362
"2013-11-27",22.9433
"2013-11-28",21.5979
"2013-11-29",22.3821
"2013-11-30",23.0014
"2013-12-01",23.6977
"2013-12-02",23.4453
"2013-12-03",22.5867
"2013-12-04",23.2083
"2013-12-05",23.1608
"2013-12-06",23.3237
"2013-12-07",23.2467
"2013-12-08",23.4201
"2013-12-09",23.2835
"2013-12-10",22.5956
"2013-12-11",23.5773
"2013-12-12",23.8308
"2013-12-13",23.7222
"2013-12-14",23.4465
"2013-12-15",23.4099
"2013-12-16",21.6897
"2013-12-17",20.4163
"2013-12-18",22.1854
"2013-12-19",22.6932
"2013-12-20",23.0251
"2013-12-21",23.0312
"2013-12-22",20.7922
"2013-12-23",21.0062
"2013-12-24",22.5195
"2013-12-25",21.4558
"2013-12-26",20.4911
"2013-12-27",20.7191
"2013-12-28",21.4698
"2013-12-29",20.6268
"2013-12-30",20.7436
"2013-12-31",21.4454
"2014-01-01",20.7792
"2014-01-02",21.4891
"2014-01-03",22.0525
"2014-01-04",20.6137
"2014-01-05",21.5201
"2014-01-06",23.4062
"2014-01-07",23.8025
"2014-01-08",23.4147
"2014-01-09",22.9083
"2014-01-10",21.8526
"2014-01-11",22.1718
"2014-01-12",22.8473
"2014-01-13",22.1872
"2014-01-14",23.1588
"2014-01-15",23.4814
"2014-01-16",22.9031
"2014-01-17",21.7653
"2014-01-18",21.5661
"2014-01-19",21.2348
"2014-01-20",20.9927
"2014-01-21",21.2356
"2014-01-22",21.5896
"2014-01-23",21.5111
"2014-01-24",20.6138
"2014-01-25",19.3094
"2014-01-26",19.2483
"2014-01-27",20.3107
"2014-01-28",21.3303
"2014-01-29",22.3516
"2014-01-30",22.263
"2014-01-31",22.1851
"2014-02-01",22.0579
"2014-02-02",21.3986
"2014-02-03",20.2876
"2014-02-04",20.0107
"2014-02-05",19.0936
"2014-02-06",17.7227
"2014-02-07",17.6847
"2014-02-08",18.6114
"2014-02-09",19.7824
"2014-02-10",19.0974
"2014-02-11",19.4304
"2014-02-12",20.5328
"2014-02-13",21.2473
"2014-02-14",21.8044
"2014-02-15",22.5612
"2014-02-16",22.9029
"2014-02-17",23.0623
"2014-02-18",21.4752
"2014-02-19",22.0609
"2014-02-20",22.3032
"2014-02-21",21.4595
"2014-02-22",20.6781
"2014-02-23",21.8027
"2014-02-24",21.6314
"2014-02-25",21.0131
"2014-02-26",20.7813
"2014-02-27",22.4011
"2014-02-28",22.6782
"2014-03-01",21.6747
"2014-03-02",22.8407
"2014-03-03",23.0106
"2014-03-04",23.3474
"2014-03-05",23.2962
"2014-03-06",22.9358
"2014-03-07",22.5063
"2014-03-08",21.6579
"2014-03-09",20.8501
"2014-03-10",19.7797
"2014-03-11",19.4918
"2014-03-12",20.5424
"2014-03-13",19.6219
"2014-03-14",18.0093
"2014-03-15",20.0877
"2014-03-16",21.2234
"2014-03-17",22.2092
"2014-03-18",22.8484
"2014-03-19",23.9575
"2014-03-20",24.231
"2014-03-21",24.7125
"2014-03-22",24.3863
"2014-03-23",24.3518
"2014-03-24",24.0471
"2014-03-25",21.2228
"2014-03-26",21.5202
"2014-03-27",22.8145
"2014-03-28",23.6618
"2014-03-29",22.5562
"2014-03-30",23.6444
"2014-03-31",23.6766
"2014-04-01",24.3657
"2014-04-02",25.4522
"2014-04-03",24.7068
"2014-04-04",24.5379
"2014-04-05",24.1218
"2014-04-06",24.6483
"2014-04-07",24.4827
"2014-04-08",24.4974
"2014-04-09",24.4764
"2014-04-10",24.4117
"2014-04-11",24.8225
"2014-04-12",25.2821
"2014-04-13",25.0503
"2014-04-14",24.7178
"2014-04-15",24.6107
"2014-04-16",24.5945
"2014-04-17",24.6316
"2014-04-18",25.0935
"2014-04-19",25.4982
"2014-04-20",25.5604
"2014-04-21",25.3295
"2014-04-22",24.5699
"2014-04-23",24.7772
"2014-04-24",24.8152
"2014-04-25",25.5307
"2014-04-26",25.98
"2014-04-27",24.966
"2014-04-28",24.9155
"2014-04-29",24.4664
"2014-04-30",24.655
"2014-05-01",24.9773
"2014-05-02",24.8694
"2014-05-03",24.6362
"2014-05-04",24.8271
"2014-05-05",24.424
"2014-05-06",24.7452
"2014-05-07",24.5329
"2014-05-08",24.9982
"2014-05-09",25.6033
"2014-05-10",25.7274
"2014-05-11",25.4113
"2014-05-12",25.4173
"2014-05-13",25.4579
"2014-05-14",25.7183
"2014-05-15",24.8849
"2014-05-16",25.041
"2014-05-17",24.7878
"2014-05-18",25.3118
"2014-05-19",25.3562
"2014-05-20",25.6586
"2014-05-21",24.9948
"2014-05-22",25.3992
"2014-05-23",26.0883
"2014-05-24",26.1436
"2014-05-25",25.9386
"2014-05-26",26.0131
"2014-05-27",25.8988
"2014-05-28",25.209
"2014-05-29",25.5079
"2014-05-30",25.3988
"2014-05-31",25.9909
"2014-06-01",26.1169
"2014-06-02",25.0835
"2014-06-03",24.988
"2014-06-04",25.2996
"2014-06-05",25.2959
"2014-06-06",25.5145
"2014-06-07",25.7432
"2014-06-08",25.8546
"2014-06-09",24.8388
"2014-06-10",25.2313
"2014-06-11",25.1691
"2014-06-12",25.1273
"2014-06-13",25.6162
"2014-06-14",25.738
"2014-06-15",25.3175
"2014-06-16",24.9858
"2014-06-17",24.8111
"2014-06-18",25.2066
"2014-06-19",25.3694
"2014-06-20",25.5583
"2014-06-21",25.6715
"2014-06-22",25.4726
"2014-06-23",25.4135
"2014-06-24",25.2714
"2014-06-25",25.236
"2014-06-26",24.6647
"2014-06-27",25.0043
"2014-06-28",25.4941
"2014-06-29",25.402
"2014-06-30",24.5209
"2014-07-01",24.7986
"2014-07-02",24.9765
"2014-07-03",24.9694
"2014-07-04",25.009
"2014-07-05",24.9466
"2014-07-06",24.9473
"2014-07-07",24.7726
"2014-07-08",24.6726
"2014-07-09",24.9965
"2014-07-10",24.4261
"2014-07-11",24.6561
"2014-07-12",24.3948
"2014-07-13",24.644
"2014-07-14",24.5449
"2014-07-15",24.7817
"2014-07-16",24.8994
"2014-07-17",24.7336
"2014-07-18",25.1851
"2014-07-19",25.1987
"2014-07-20",24.7919
"2014-07-21",24.7642
"2014-07-22",24.9349
"2014-07-23",24.9954
"2014-07-24",25.1343
"2014-07-25",25.1917
"2014-07-26",24.9898
"2014-07-27",24.8156
"2014-07-28",24.7678
"2014-07-29",24.7784
"2014-07-30",24.4534
"2014-07-31",24.8603
"2014-08-01",24.5928
"2014-08-02",25.0242
"2014-08-03",24.7939
"2014-08-04",24.7943
"2014-08-05",24.7357
"2014-08-06",24.9101
"2014-08-07",24.9213
"2014-08-08",24.2883
"2014-08-09",24.2272
"2014-08-10",24.7822
"2014-08-11",24.2577
"2014-08-12",23.9288
"2014-08-13",24.1757
"2014-08-14",24.4051
"2014-08-15",24.491
"2014-08-16",24.7742
"2014-08-17",24.4982
"2014-08-18",24.3412
"2014-08-19",24.1595
"2014-08-20",24.3364
"2014-08-21",24.5517
"2014-08-22",23.8772
"2014-08-23",24.1655
"2014-08-24",24.5373
"2014-08-25",24.2993
"2014-08-26",23.9211
"2014-08-27",23.2736
"2014-08-28",23.4877
"2014-08-29",24.3523
"2014-08-30",24.374
"2014-08-31",24.7345
"2014-09-01",24.5207
"2014-09-02",24.275
"2014-09-03",23.8789
"2014-09-04",24.0595
"2014-09-05",24.2709
"2014-09-06",24.5641
"2014-09-07",24.6302
"2014-09-08",24.3358
"2014-09-09",24.546
"2014-09-10",24.5198
"2014-09-11",24.7014
"2014-09-12",24.7752
"2014-09-13",24.8489
"2014-09-14",24.5805
"2014-09-15",24.5622
"2014-09-16",24.4307
"2014-09-17",24.686
"2014-09-18",24.6864
"2014-09-19",24.5091
"2014-09-20",23.9177
"2014-09-21",24.1511
"2014-09-22",24.9589
"2014-09-23",24.8238
"2014-09-24",24.6298
"2014-09-25",24.2533
"2014-09-26",24.3669
"2014-09-27",24.2744
"2014-09-28",24.443
"2014-09-29",24.5891
"2014-09-30",23.9756
"2014-10-01",23.8275
"2014-10-02",23.9266
"2014-10-03",24.1941
"2014-10-04",24.8012
"2014-10-05",25.0874
"2014-10-06",24.6936
"2014-10-07",24.2104
"2014-10-08",24.4175
"2014-10-09",24.937
"2014-10-10",24.7914
"2014-10-11",24.1074
"2014-10-12",24.6456
"2014-10-13",24.7376
"2014-10-14",24.4861
"2014-10-15",24.1141
"2014-10-16",24.0029
"2014-10-17",23.9645
"2014-10-18",23.8407
"2014-10-19",24.5942
"2014-10-20",24.3853
"2014-10-21",23.8441
"2014-10-22",23.9175
"2014-10-23",23.8394
"2014-10-24",24.2143
"2014-10-25",24.2883
"2014-10-26",24.1963
"2014-10-27",23.9793
"2014-10-28",24.2466
"2014-10-29",24.2404
"2014-10-30",23.8335
"2014-10-31",23.0708
"2014-11-01",23.4431
"2014-11-02",23.9721
"2014-11-03",23.9601
"2014-11-04",23.4543
"2014-11-05",24.2393
"2014-11-06",24.4065
"2014-11-07",23.2654
"2014-11-08",23.3924
"2014-11-09",23.5838
"2014-11-10",23.8778
"2014-11-11",23.8902
"2014-11-12",23.8954
"2014-11-13",24.1953
"2014-11-14",24.2674
"2014-11-15",24.1168
"2014-11-16",23.9388
"2014-11-17",23.9158
"2014-11-18",23.9663
"2014-11-19",23.2607
"2014-11-20",24.0691
"2014-11-21",23.9253
"2014-11-22",23.8222
"2014-11-23",23.7658
"2014-11-24",22.8379
"2014-11-25",22.9181
"2014-11-26",23.2819
"2014-11-27",24.0347
"2014-11-28",24.0279
"2014-11-29",23.2775
"2014-11-30",23.1626
"2014-12-01",24.0514
"2014-12-02",24.0622
"2014-12-03",23.1999
"2014-12-04",21.7583
"2014-12-05",22.8955
"2014-12-06",23.5754
"2014-12-07",24.0656
"2014-12-08",24.0411
"2014-12-09",24.2353
"2014-12-10",24.0351
"2014-12-11",24.001
"2014-12-12",23.6242
"2014-12-13",23.9266
"2014-12-14",23.8274
"2014-12-15",24.1025
"2014-12-16",24.2698
"2014-12-17",24.1857
"2014-12-18",24.5071
"2014-12-19",23.7323
"2014-12-20",22.4962
"2014-12-21",23.5456
"2014-12-22",23.3804
"2014-12-23",23.5275
"2014-12-24",23.6209
"2014-12-25",23.3346
"2014-12-26",22.1938
"2014-12-27",22.2392
"2014-12-28",23.4265
"2014-12-29",23.3667
"2014-12-30",23.6394
"2014-12-31",24.1634
"2015-01-01",24.1182
"2015-01-02",22.6568
"2015-01-03",22.4723
"2015-01-04",23.4731
"2015-01-05",23.2484
"2015-01-06",23.0385
"2015-01-07",21.8579
"2015-01-08",21.2766
"2015-01-09",20.5571
"2015-01-10",19.9186
"2015-01-11",19.6379
"2015-01-12",18.612
"2015-01-13",19.6271
"2015-01-14",21.2063
"2015-01-15",21.2732
"2015-01-16",22.0853
"2015-01-17",21.5745
"2015-01-18",22.0398
"2015-01-19",20.5904
"2015-01-20",20.257
"2015-01-21",20.3157
"2015-01-22",21.057
"2015-01-23",21.454
"2015-01-24",21.7944
"2015-01-25",21.272
"2015-01-26",21.3493
"2015-01-27",21.1107
"2015-01-28",22.145
"2015-01-29",23.1805
"2015-01-30",22.3298
"2015-01-31",21.0184
"2015-02-01",21.3745
"2015-02-02",22.2689
"2015-02-03",22.5924
"2015-02-04",22.4178
"2015-02-05",22.706
"2015-02-06",22.2544
"2015-02-07",21.6259
"2015-02-08",21.9206
"2015-02-09",22.8751
"2015-02-10",22.9304
"2015-02-11",23.0408
"2015-02-12",23.1151
"2015-02-13",23.2754
"2015-02-14",21.6239
"2015-02-15",17.9163
"2015-02-16",17.0474
"2015-02-17",17.802
"2015-02-18",17.6337
"2015-02-19",19.4297
"2015-02-20",19.1399
"2015-02-21",20.1742
"2015-02-22",21.3775
"2015-02-23",22.4044
"2015-02-24",23.546
"2015-02-25",24.1311
"2015-02-26",23.8377
"2015-02-27",23.3405
"2015-02-28",23.2134
"2015-03-01",23.9577
"2015-03-02",24.4015
"2015-03-03",23.7179
"2015-03-04",23.9621
"2015-03-05",23.8835
"2015-03-06",23.3718
"2015-03-07",22.8704
"2015-03-08",22.9661
"2015-03-09",21.6938
"2015-03-10",20.4232
"2015-03-11",21.657
"2015-03-12",23.1209
"2015-03-13",23.58
"2015-03-14",23.6391
"2015-03-15",23.933
"2015-03-16",24.1137
"2015-03-17",23.8283
"2015-03-18",23.7675
"2015-03-19",23.4894
"2015-03-20",23.6057
"2015-03-21",23.476
"2015-03-22",23.9979
"2015-03-23",24.3458
"2015-03-24",23.9958
"2015-03-25",23.7564
"2015-03-26",23.0651
"2015-03-27",24.0589
"2015-03-28",24.145
"2015-03-29",24.2027
"2015-03-30",24.2469
"2015-03-31",24.0665
"2015-04-01",24.3662
"2015-04-02",24.1537
"2015-04-03",24.8796
"2015-04-04",25.415
"2015-04-05",25.2926
"2015-04-06",25.0847
"2015-04-07",24.6824
"2015-04-08",24.3199
"2015-04-09",24.5857
"2015-04-10",24.753
"2015-04-11",24.5859
"2015-04-12",24.7692
"2015-04-13",23.8372
"2015-04-14",23.9911
"2015-04-15",24.4024
"2015-04-16",24.6298
"2015-04-17",24.9275
"2015-04-18",24.7298
"2015-04-19",24.7822
"2015-04-20",24.2931
"2015-04-21",24.2116
"2015-04-22",24.3979
"2015-04-23",24.6751
"2015-04-24",24.6018
"2015-04-25",24.5753
"2015-04-26",24.253
"2015-04-27",24.1083
"2015-04-28",24.7302
"2015-04-29",24.5235
"2015-04-30",24.6439
"2015-05-01",24.8299
"2015-05-02",25.7945
"2015-05-03",25.253
"2015-05-04",24.9945
"2015-05-05",25.0489
"2015-05-06",24.8664
"2015-05-07",24.9937
"2015-05-08",25.3957
"2015-05-09",25.0555
"2015-05-10",24.787
"2015-05-11",24.8547
"2015-05-12",25.1687
"2015-05-13",25.0985
"2015-05-14",25.7914
"2015-05-15",25.637
"2015-05-16",25.4725
"2015-05-17",25.3379
"2015-05-18",25.2725
"2015-05-19",25.3127
"2015-05-20",25.4411
"2015-05-21",25.4387
"2015-05-22",25.4295
"2015-05-23",25.2453
"2015-05-24",25.5525
"2015-05-25",25.5398
"2015-05-26",25.9949
"2015-05-27",25.9913
"2015-05-28",25.9902
"2015-05-29",25.9029
"2015-05-30",26.1287
"2015-05-31",25.7114
"2015-06-01",25.4141
"2015-06-02",25.516
"2015-06-03",25.8274
"2015-06-04",25.2672
"2015-06-05",24.9142
"2015-06-06",25.1321
"2015-06-07",25.2632
"2015-06-08",25.2529
"2015-06-09",25.4427
"2015-06-10",25.5248
"2015-06-11",25.2523
"2015-06-12",25.0417
"2015-06-13",25.218
"2015-06-14",25.2321
"2015-06-15",25.4214
"2015-06-16",24.9561
"2015-06-17",25.2742
"2015-06-18",25.5605
"2015-06-19",25.3039
"2015-06-20",25.7621
"2015-06-21",25.3341
"2015-06-22",24.9961
"2015-06-23",25.499
"2015-06-24",25.6817
"2015-06-25",25.7502
"2015-06-26",25.3119
"2015-06-27",24.9576
"2015-06-28",24.9621
"2015-06-29",24.6991
"2015-06-30",24.9792
"2015-07-01",25.165
"2015-07-02",25.762
"2015-07-03",25.5687
"2015-07-04",25.4813
"2015-07-05",25.385
"2015-07-06",24.8927
"2015-07-07",24.6121
"2015-07-08",24.7128
"2015-07-09",24.9244
"2015-07-10",25.3285
"2015-07-11",25.1171
"2015-07-12",25.17
"2015-07-13",25.068
"2015-07-14",25.2205
"2015-07-15",25.1838
"2015-07-16",25.0484
"2015-07-17",24.6023
"2015-07-18",25.0561
"2015-07-19",24.7663
"2015-07-20",24.563
"2015-07-21",24.864
"2015-07-22",24.6034
"2015-07-23",24.3919
"2015-07-24",24.128
"2015-07-25",24.7582
"2015-07-26",24.7967
"2015-07-27",24.385
"2015-07-28",24.3446
"2015-07-29",24.5065
"2015-07-30",24.443
"2015-07-31",24.2378
"2015-08-01",24.5346
"2015-08-02",24.9716
"2015-08-03",24.6815
"2015-08-04",24.9955
"2015-08-05",24.5688
"2015-08-06",24.8743
"2015-08-07",25.2878
"2015-08-08",24.6361
"2015-08-09",24.8771
"2015-08-10",25.2535
"2015-08-11",25.2071
"2015-08-12",24.9506
"2015-08-13",25.4439
"2015-08-14",24.8722
"2015-08-15",25.0941
"2015-08-16",24.4529
"2015-08-17",24.4094
"2015-08-18",24.4596
"2015-08-19",24.7713
"2015-08-20",25.037
"2015-08-21",24.907
"2015-08-22",25.2977
"2015-08-23",25.636
"2015-08-24",25.4396
"2015-08-25",25.3108
"2015-08-26",25.0733
"2015-08-27",25.147
"2015-08-28",24.7502
"2015-08-29",25.1061
"2015-08-30",25.1037
"2015-08-31",25.0561
"2015-09-01",25.3912
"2015-09-02",25.1675
"2015-09-03",25.035
"2015-09-04",24.2768
"2015-09-05",24.5989
"2015-09-06",24.489
"2015-09-07",23.6451
"2015-09-08",24.264
"2015-09-09",24.8324
"2015-09-10",24.5004
"2015-09-11",24.4445
"2015-09-12",24.9839
"2015-09-13",25.4439
"2015-09-14",25.197
"2015-09-15",24.9816
"2015-09-16",25.266
"2015-09-17",25.1594
"2015-09-18",25.2223
"2015-09-19",25.203
"2015-09-20",25.2379
"2015-09-21",25.4895
"2015-09-22",25.1371
"2015-09-23",25.1193
"2015-09-24",24.5842
"2015-09-25",24.6139
"2015-09-26",24.4057
"2015-09-27",24.6378
"2015-09-28",24.475
"2015-09-29",24.3047
"2015-09-30",23.9556
"2015-10-01",24.366
"2015-10-02",24.7545
"2015-10-03",25.1909
"2015-10-04",25.311
"2015-10-05",24.9453
"2015-10-06",25.1653
"2015-10-07",25.2552
"2015-10-08",25.0854
"2015-10-09",23.8556
"2015-10-10",24.2876
"2015-10-11",24.8018
"2015-10-12",24.8297
"2015-10-13",24.3822
"2015-10-14",24.3004
"2015-10-15",24.2908
"2015-10-16",24.6359
"2015-10-17",24.3434
"2015-10-18",24.4499
"2015-10-19",24.5466
"2015-10-20",24.3368
"2015-10-21",24.5446
"2015-10-22",24.9169
"2015-10-23",24.6121
"2015-10-24",24.6888
"2015-10-25",24.0926
"2015-10-26",23.7019
"2015-10-27",23.5606
"2015-10-28",23.9322
"2015-10-29",24.1055
"2015-10-30",24.27
"2015-10-31",24.6852
"2015-11-01",24.3781
"2015-11-02",23.9659
"2015-11-03",23.9532
"2015-11-04",24.1919
"2015-11-05",24.0633
"2015-11-06",23.9741
"2015-11-07",24.1863
"2015-11-08",24.4206
"2015-11-09",24.4803
"2015-11-10",25.0604
"2015-11-11",24.9732
"2015-11-12",24.509
