,"(deg C) Mean Dew Point Temperature (ERA5) at Ampara, 2007-01-01 to 2025-12-31"
"2012-11-28",22.6987
"2012-11-29",21.4994
"2012-11-30",20.1685
"2012-12-01",20.1193
"2012-12-02",20.9244
"2012-12-03",22.3268
"2012-12-04",22.9223
"2012-12-05",23.2663
"2012-12-06",23.4188
"2012-12-07",23.7406
"2012-12-08",22.8055
"2012-12-09",21.9632
"2012-12-10",20.5686
"2012-12-11",21.3548
"2012-12-12",21.098
"2012-12-13",20.2949
"2012-12-14",20.7647
"2012-12-15",22.6285
"2012-12-16",22.9408
"2012-12-17",23.0195
"2012-12-18",22.5763
"2012-12-19",22.8227
"2012-12-20",23.1496
"2012-12-21",22.9477
"2012-12-22",22.593
"2012-12-23",22.9658
"2012-12-24",23.1622
"2012-12-25",23.56
"2012-12-26",23.5817
"2012-12-27",23.5412
"2012-12-28",23.8761
"2012-12-29",24.2613
"2012-12-30",24.0259
"2012-12-31",23.5099
"2013-01-01",22.4713
"2013-01-02",22.7131
"2013-01-03",22.7142
"2013-01-04",22.472
"2013-01-05",22.4613
"2013-01-06",21.6281
"2013-01-07",22.8279
"2013-01-08",23.3485
"2013-01-09",23.0279
"2013-01-10",23.0201
"2013-01-11",22.5232
"2013-01-12",20.6639
"2013-01-13",19.1934
"2013-01-14",18.9705
"2013-01-15",19.6941
"2013-01-16",19.6476
"2013-01-17",19.4806
"2013-01-18",19.2781
"2013-01-19",20.4726
"2013-01-20",22.604
"2013-01-21",21.385
"2013-01-22",21.5393
"2013-01-23",23.1184
"2013-01-24",23.0446
"2013-01-25",22.599
"2013-01-26",21.9179
"2013-01-27",20.3783
"2013-01-28",20.2974
"2013-01-29",19.6352
"2013-01-30",19.7452
"2013-01-31",20.0855
"2013-02-01",22.0334
"2013-02-02",22.809
"2013-02-03",22.5588
"2013-02-04",22.6563
"2013-02-05",22.9522
"2013-02-06",23.0976
"2013-02-07",23.0778
"2013-02-08",23.1508
"2013-02-09",22.7134
"2013-02-10",22.3156
"2013-02-11",22.1947
"2013-02-12",22.8493
"2013-02-13",23.2232
"2013-02-14",23.1225
"2013-02-15",23.2612
"2013-02-16",23.0709
"2013-02-17",23.236
"2013-02-18",23.256
"2013-02-19",23.3464
"2013-02-20",22.7376
"2013-02-21",21.6439
"2013-02-22",21.149
"2013-02-23",20.0122
"2013-02-24",20.5474
"2013-02-25",21.2962
"2013-02-26",20.8967
"2013-02-27",20.4641
"2013-02-28",20.8426
"2013-03-01",21.4076
"2013-03-02",21.6213
"2013-03-03",21.3113
"2013-03-04",23.1771
"2013-03-05",23.9347
"2013-03-06",24.0119
"2013-03-07",24.1815
"2013-03-08",23.967
"2013-03-09",23.6613
"2013-03-10",23.8863
"2013-03-11",24.1707
"2013-03-12",24.0305
"2013-03-13",23.8537
"2013-03-14",23.675
"2013-03-15",23.589
"2013-03-16",23.7322
"2013-03-17",22.5862
"2013-03-18",22.3965
"2013-03-19",23.0913
"2013-03-20",23.3365
"2013-03-21",22.9074
"2013-03-22",22.4989
"2013-03-23",24.0109
"2013-03-24",24.1176
"2013-03-25",23.5925
"2013-03-26",23.5924
"2013-03-27",23.8972
"2013-03-28",24.5669
"2013-03-29",24.1622
"2013-03-30",24.0078
"2013-03-31",23.5331
"2013-04-01",23.776
"2013-04-02",23.7621
"2013-04-03",22.8656
"2013-04-04",23.351
"2013-04-05",23.5377
"2013-04-06",24.1622
"2013-04-07",24.6526
"2013-04-08",24.4157
"2013-04-09",24.1171
"2013-04-10",24.0158
"2013-04-11",23.9434
"2013-04-12",24.4711
"2013-04-13",24.162
"2013-04-14",23.9589
"2013-04-15",24.0959
"2013-04-16",24.568
"2013-04-17",24.2873
"2013-04-18",24.1205
"2013-04-19",24.119
"2013-04-20",23.9879
"2013-04-21",23.666
"2013-04-22",23.4802
"2013-04-23",23.5949
"2013-04-24",24.1335
"2013-04-25",23.8701
"2013-04-26",23.5489
"2013-04-27",23.6026
"2013-04-28",23.904
"2013-04-29",24.1981
"2013-04-30",23.7584
"2013-05-01",24.1534
"2013-05-02",24.6046
"2013-05-03",24.7461
"2013-05-04",25.0673
"2013-05-05",24.9673
"2013-05-06",24.6207
"2013-05-07",23.9162
"2013-05-08",24.3965
"2013-05-09",24.6338
"2013-05-10",24.7367
"2013-05-11",24.7614
"2013-05-12",24.4842
"2013-05-13",23.8696
"2013-05-14",23.7862
"2013-05-15",23.4156
"2013-05-16",23.6977
"2013-05-17",24.5266
"2013-05-18",24.92
"2013-05-19",24.8352
"2013-05-20",23.7176
"2013-05-21",23.7729
"2013-05-22",23.2858
"2013-05-23",23.1449
"2013-05-24",23.1172
"2013-05-25",22.9222
"2013-05-26",22.9265
"2013-05-27",22.8824
"2013-05-28",22.4112
"2013-05-29",22.4353
"2013-05-30",23.4632
"2013-05-31",23.1172
"2013-06-01",22.8119
"2013-06-02",21.9259
"2013-06-03",21.3185
"2013-06-04",21.7602
"2013-06-05",22.4943
"2013-06-06",22.3915
"2013-06-07",21.2221
"2013-06-08",21.4254
"2013-06-09",21.4649
"2013-06-10",21.1127
"2013-06-11",21.2103
"2013-06-12",21.2996
"2013-06-13",21.6316
"2013-06-14",20.5422
"2013-06-15",21.5591
"2013-06-16",21.4786
"2013-06-17",21.5748
"2013-06-18",21.865
"2013-06-19",21.7967
"2013-06-20",21.4254
"2013-06-21",21.5702
"2013-06-22",21.3325
"2013-06-23",22.0633
"2013-06-24",21.2735
"2013-06-25",20.7624
"2013-06-26",21.5364
"2013-06-27",22.081
"2013-06-28",22.7965
"2013-06-29",22.691
"2013-06-30",22.47
"2013-07-01",21.46
"2013-07-02",21.279
"2013-07-03",20.4929
"2013-07-04",21.0821
"2013-07-05",22.2753
"2013-07-06",23.2861
"2013-07-07",22.8356
"2013-07-08",22.1119
"2013-07-09",21.5538
"2013-07-10",21.5623
"2013-07-11",21.7157
"2013-07-12",21.6312
"2013-07-13",20.6307
"2013-07-14",21.7095
"2013-07-15",21.6067
"2013-07-16",21.1938
"2013-07-17",21.2653
"2013-07-18",20.9536
"2013-07-19",20.3658
"2013-07-20",20.5872
"2013-07-21",20.6281
"2013-07-22",21.2457
"2013-07-23",20.447
"2013-07-24",20.6405
"2013-07-25",20.97
"2013-07-26",20.7203
"2013-07-27",21.3321
"2013-07-28",21.9648
"2013-07-29",22.0232
"2013-07-30",19.8626
"2013-07-31",19.241
"2013-08-01",19.4593
"2013-08-02",20.1049
"2013-08-03",21.4322
"2013-08-04",21.0494
"2013-08-05",20.4419
"2013-08-06",20.1764
"2013-08-07",21.1276
"2013-08-08",21.4078
"2013-08-09",21.9489
"2013-08-10",22.5495
"2013-08-11",22.1799
"2013-08-12",22.3692
"2013-08-13",21.5327
"2013-08-14",21.6493
"2013-08-15",20.9964
"2013-08-16",20.4625
"2013-08-17",20.6471
"2013-08-18",21.4292
"2013-08-19",20.5977
"2013-08-20",19.8906
"2013-08-21",20.2131
"2013-08-22",19.8615
"2013-08-23",19.4452
"2013-08-24",20.0994
"2013-08-25",20.2424
"2013-08-26",21.6898
"2013-08-27",22.1248
"2013-08-28",22.9311
"2013-08-29",23.2612
"2013-08-30",23.0825
"2013-08-31",23.1033
"2013-09-01",23.3047
"2013-09-02",22.5993
"2013-09-03",22.1971
"2013-09-04",21.9042
"2013-09-05",21.6811
"2013-09-06",21.9925
"2013-09-07",21.9613
"2013-09-08",22.3411
"2013-09-09",21.7443
"2013-09-10",21.8917
"2013-09-11",21.9144
"2013-09-12",22.259
"2013-09-13",22.1888
"2013-09-14",22.1747
"2013-09-15",20.7878
"2013-09-16",21.6478
"2013-09-17",22.2966
"2013-09-18",22.4074
"2013-09-19",21.6468
"2013-09-20",21.7064
"2013-09-21",20.8715
"2013-09-22",20.3278
"2013-09-23",21.0133
"2013-09-24",20.6244
"2013-09-25",21.228
"2013-09-26",21.7944
"2013-09-27",21.7961
"2013-09-28",21.2604
"2013-09-29",19.4537
"2013-09-30",19.2406
"2013-10-01",20.8286
"2013-10-02",20.9734
"2013-10-03",20.8014
"2013-10-04",21.3861
"2013-10-05",21.8365
"2013-10-06",19.8863
"2013-10-07",20.569
"2013-10-08",20.3392
"2013-10-09",20.4995
"2013-10-10",21.7279
"2013-10-11",20.6886
"2013-10-12",20.8007
"2013-10-13",21.1185
"2013-10-14",21.5481
"2013-10-15",22.0573
"2013-10-16",22.37
"2013-10-17",22.8299
"2013-10-18",22.9667
"2013-10-19",23.374
"2013-10-20",23.2513
"2013-10-21",22.9068
"2013-10-22",23.12
"2013-10-23",22.8055
"2013-10-24",22.935
"2013-10-25",23.6302
"2013-10-26",23.0405
"2013-10-27",23.2643
"2013-10-28",23.4184
"2013-10-29",23.3667
"2013-10-30",22.993
"2013-10-31",23.3335
"2013-11-01",23.3844
"2013-11-02",23.5981
"2013-11-03",23.7038
"2013-11-04",23.7111
"2013-11-05",23.8071
"2013-11-06",23.253
"2013-11-07",23.0411
"2013-11-08",23.0552
"2013-11-09",22.9661
"2013-11-10",23.5545
"2013-11-11",23.4221
"2013-11-12",22.6538
"2013-11-13",22.0379
"2013-11-14",21.1928
"2013-11-15",21.048
"2013-11-16",22.296
"2013-11-17",22.9486
"2013-11-18",23.2268
"2013-11-19",22.8962
"2013-11-20",22.7981
"2013-11-21",23.1207
"2013-11-22",23.1255
"2013-11-23",23.1898
"2013-11-24",23.3376
"2013-11-25",22.9236
"2013-11-26",22.5325
"2013-11-27",21.4991
"2013-11-28",20.4731
"2013-11-29",20.9169
"2013-11-30",22.8491
"2013-12-01",22.8653
"2013-12-02",22.6007
"2013-12-03",22.223
"2013-12-04",22.7085
"2013-12-05",21.9719
"2013-12-06",22.0756
"2013-12-07",22.0424
"2013-12-08",22.3128
"2013-12-09",22.3365
"2013-12-10",21.8122
"2013-12-11",21.4488
"2013-12-12",22.4708
"2013-12-13",22.2165
"2013-12-14",22.8931
"2013-12-15",23.0434
"2013-12-16",21.5306
"2013-12-17",20.4898
"2013-12-18",21.8415
"2013-12-19",22.4603
"2013-12-20",22.6916
"2013-12-21",22.385
"2013-12-22",19.6527
"2013-12-23",21.3709
"2013-12-24",22.6025
"2013-12-25",20.6811
"2013-12-26",20.077
"2013-12-27",20.9538
"2013-12-28",21.1323
"2013-12-29",20.2628
"2013-12-30",21.2458
"2013-12-31",21.726
"2014-01-01",20.9093
"2014-01-02",22.1713
"2014-01-03",22.4668
"2014-01-04",20.2441
"2014-01-05",21.53
"2014-01-06",22.9107
"2014-01-07",23.4667
"2014-01-08",23.5267
"2014-01-09",22.5701
"2014-01-10",21.8694
"2014-01-11",22.063
"2014-01-12",22.4989
"2014-01-13",22.2127
"2014-01-14",23.0526
"2014-01-15",22.7329
"2014-01-16",22.5096
"2014-01-17",21.4167
"2014-01-18",21.7901
"2014-01-19",21.0209
"2014-01-20",21.1208
"2014-01-21",21.615
"2014-01-22",21.5001
"2014-01-23",21.631
"2014-01-24",20.4623
"2014-01-25",19.6275
"2014-01-26",19.7972
"2014-01-27",20.9536
"2014-01-28",21.5275
"2014-01-29",22.3144
"2014-01-30",22.1535
"2014-01-31",22.5296
"2014-02-01",23.0017
"2014-02-02",22.2894
"2014-02-03",21.0073
"2014-02-04",20.1496
"2014-02-05",19.5488
"2014-02-06",18.7483
"2014-02-07",18.5224
"2014-02-08",18.9961
"2014-02-09",18.8089
"2014-02-10",18.2286
"2014-02-11",18.3487
"2014-02-12",18.1532
"2014-02-13",20.5764
"2014-02-14",21.5863
"2014-02-15",21.3773
"2014-02-16",22.1335
"2014-02-17",22.3367
"2014-02-18",22.0851
"2014-02-19",22.7116
"2014-02-20",22.3388
"2014-02-21",21.659
"2014-02-22",22.0851
"2014-02-23",23.0455
"2014-02-24",22.5353
"2014-02-25",22.8256
"2014-02-26",22.4399
"2014-02-27",22.6087
"2014-02-28",22.2346
"2014-03-01",21.1057
"2014-03-02",21.6265
"2014-03-03",21.6049
"2014-03-04",22.3365
"2014-03-05",22.5209
"2014-03-06",23.3495
"2014-03-07",22.8944
"2014-03-08",22.3188
"2014-03-09",21.6763
"2014-03-10",21.0701
"2014-03-11",20.582
"2014-03-12",21.4638
"2014-03-13",20.6956
"2014-03-14",19.3811
"2014-03-15",21.1032
"2014-03-16",22.2962
"2014-03-17",23.2039
"2014-03-18",23.5109
"2014-03-19",23.6095
"2014-03-20",23.5159
"2014-03-21",23.5969
"2014-03-22",22.5221
"2014-03-23",22.6148
"2014-03-24",22.5182
"2014-03-25",22.5704
"2014-03-26",22.7879
"2014-03-27",23.5661
"2014-03-28",23.1085
"2014-03-29",21.8076
"2014-03-30",19.4894
"2014-03-31",20.1376
"2014-04-01",21.9737
"2014-04-02",23.1657
"2014-04-03",23.008
"2014-04-04",23.2709
"2014-04-05",23.47
"2014-04-06",23.1756
"2014-04-07",23.656
"2014-04-08",23.391
"2014-04-09",23.1613
"2014-04-10",22.7366
"2014-04-11",22.9028
"2014-04-12",23.4125
"2014-04-13",23.0578
"2014-04-14",22.7537
"2014-04-15",22.4365
"2014-04-16",22.5455
"2014-04-17",22.8603
"2014-04-18",22.9119
"2014-04-19",23.4091
"2014-04-20",23.6797
"2014-04-21",23.5601
"2014-04-22",23.8771
"2014-04-23",24.3456
"2014-04-24",24.0306
"2014-04-25",24.1284
"2014-04-26",24.3788
"2014-04-27",24.3369
"2014-04-28",23.5242
"2014-04-29",23.6152
"2014-04-30",24.016
"2014-05-01",24.2635
"2014-05-02",24.3175
"2014-05-03",24.085
"2014-05-04",24.3587
"2014-05-05",24.3218
"2014-05-06",24.3648
"2014-05-07",23.6863
"2014-05-08",24.4878
"2014-05-09",24.6077
"2014-05-10",24.7615
"2014-05-11",24.6008
"2014-05-12",24.216
"2014-05-13",24.143
"2014-05-14",24.5613
"2014-05-15",24.4088
"2014-05-16",24.5494
"2014-05-17",24.2733
"2014-05-18",24.2914
"2014-05-19",24.1525
"2014-05-20",23.6706
"2014-05-21",23.5316
"2014-05-22",23.3779
"2014-05-23",23.639
"2014-05-24",24.4317
"2014-05-25",24.3253
"2014-05-26",24.3032
"2014-05-27",24.6536
"2014-05-28",24.1941
"2014-05-29",24.2178
"2014-05-30",24.2188
"2014-05-31",23.9947
"2014-06-01",24.5142
"2014-06-02",24.2937
"2014-06-03",23.8055
"2014-06-04",23.4813
"2014-06-05",23.2339
"2014-06-06",22.4427
"2014-06-07",22.2182
"2014-06-08",22.8018
"2014-06-09",21.7971
"2014-06-10",21.8888
"2014-06-11",22.3183
"2014-06-12",22.5694
"2014-06-13",22.4425
"2014-06-14",22.6765
"2014-06-15",21.7704
"2014-06-16",20.4679
"2014-06-17",20.2787
"2014-06-18",20.5753
"2014-06-19",21.3214
"2014-06-20",21.4322
"2014-06-21",21.4331
"2014-06-22",21.2347
"2014-06-23",20.7443
"2014-06-24",20.6254
"2014-06-25",21.1597
"2014-06-26",21.3585
"2014-06-27",21.5465
"2014-06-28",21.9062
"2014-06-29",22.0317
"2014-06-30",22.5086
"2014-07-01",22.6971
"2014-07-02",21.6248
"2014-07-03",21.7284
"2014-07-04",21.9883
"2014-07-05",22.3319
"2014-07-06",22.5565
"2014-07-07",22.0058
"2014-07-08",21.2054
"2014-07-09",21.0166
"2014-07-10",20.4188
"2014-07-11",20.0648
"2014-07-12",19.9357
"2014-07-13",19.8592
"2014-07-14",19.9799
"2014-07-15",19.7628
"2014-07-16",20.333
"2014-07-17",20.2678
"2014-07-18",20.4737
"2014-07-19",20.4403
"2014-07-20",20.2488
"2014-07-21",19.6673
"2014-07-22",20.0662
"2014-07-23",19.6502
"2014-07-24",19.8963
"2014-07-25",20.0848
"2014-07-26",21.1893
"2014-07-27",21.841
"2014-07-28",21.1301
"2014-07-29",20.439
"2014-07-30",19.5745
"2014-07-31",20.7093
"2014-08-01",21.295
"2014-08-02",21.1527
"2014-08-03",21.1931
"2014-08-04",20.6934
"2014-08-05",20.6103
"2014-08-06",20.525
"2014-08-07",22.0548
"2014-08-08",22.2596
"2014-08-09",22.1456
"2014-08-10",21.989
"2014-08-11",22.5853
"2014-08-12",21.4384
"2014-08-13",21.2518
"2014-08-14",21.4896
"2014-08-15",22.3284
"2014-08-16",22.7621
"2014-08-17",23.2261
"2014-08-18",23.4103
"2014-08-19",23.4589
"2014-08-20",23.8249
"2014-08-21",23.6284
"2014-08-22",23.3244
"2014-08-23",22.8834
"2014-08-24",23.3277
"2014-08-25",22.7336
"2014-08-26",21.3039
"2014-08-27",19.8303
"2014-08-28",20.2733
"2014-08-29",20.7757
"2014-08-30",21.0316
"2014-08-31",21.3827
"2014-09-01",21.7028
"2014-09-02",22.6851
"2014-09-03",22.6855
"2014-09-04",22.987
"2014-09-05",23.0378
"2014-09-06",23.0947
"2014-09-07",22.6999
"2014-09-08",22.4865
"2014-09-09",22.6154
"2014-09-10",22.5646
"2014-09-11",22.6257
"2014-09-12",22.0267
"2014-09-13",21.8169
"2014-09-14",22.1613
"2014-09-15",21.8213
"2014-09-16",21.2357
"2014-09-17",20.843
"2014-09-18",21.2171
"2014-09-19",20.6844
"2014-09-20",20.3811
"2014-09-21",21.4246
"2014-09-22",22.3585
"2014-09-23",22.945
"2014-09-24",23.0487
"2014-09-25",22.955
"2014-09-26",23.3421
"2014-09-27",23.5971
"2014-09-28",23.6029
"2014-09-29",24.0882
"2014-09-30",23.4315
"2014-10-01",23.3672
"2014-10-02",23.5342
"2014-10-03",23.6022
"2014-10-04",24.2823
"2014-10-05",24.2695
"2014-10-06",24.0979
"2014-10-07",23.8256
"2014-10-08",23.5622
"2014-10-09",23.9809
"2014-10-10",23.8516
"2014-10-11",22.2844
"2014-10-12",22.853
"2014-10-13",23.0626
"2014-10-14",23.6668
"2014-10-15",23.503
"2014-10-16",23.8307
"2014-10-17",23.5684
"2014-10-18",23.7618
"2014-10-19",23.7253
"2014-10-20",23.6477
"2014-10-21",23.5325
"2014-10-22",23.3914
"2014-10-23",23.3435
"2014-10-24",23.5424
"2014-10-25",23.8359
"2014-10-26",23.594
"2014-10-27",23.3007
"2014-10-28",23.2639
"2014-10-29",23.5488
"2014-10-30",23.2441
"2014-10-31",22.5531
"2014-11-01",22.7537
"2014-11-02",23.1681
"2014-11-03",23.1355
"2014-11-04",22.6375
"2014-11-05",22.8271
"2014-11-06",21.2981
"2014-11-07",20.2287
"2014-11-08",21.7046
"2014-11-09",22.4853
"2014-11-10",22.8306
"2014-11-11",22.8734
"2014-11-12",23.2616
"2014-11-13",23.4328
"2014-11-14",23.5373
"2014-11-15",23.1722
"2014-11-16",23.3745
"2014-11-17",23.2851
"2014-11-18",23.1997
"2014-11-19",22.82
"2014-11-20",23.3899
"2014-11-21",23.2805
"2014-11-22",23.0977
"2014-11-23",23.0491
"2014-11-24",22.3803
"2014-11-25",22.6261
"2014-11-26",22.7337
"2014-11-27",23.3282
"2014-11-28",23.4081
"2014-11-29",22.32
"2014-11-30",22.9235
"2014-12-01",23.7051
"2014-12-02",23.6821
"2014-12-03",22.9769
"2014-12-04",21.8137
"2014-12-05",22.757
"2014-12-06",23.0143
"2014-12-07",23.5253
"2014-12-08",23.2728
"2014-12-09",23.4391
"2014-12-10",23.3349
"2014-12-11",23.4757
"2014-12-12",23.2182
"2014-12-13",22.8405
"2014-12-14",23.1779
"2014-12-15",23.7239
"2014-12-16",23.5322
"2014-12-17",23.2622
"2014-12-18",23.5731
"2014-12-19",23.3267
"2014-12-20",22.5592
"2014-12-21",23.0997
"2014-12-22",22.8649
"2014-12-23",23.1093
"2014-12-24",23.231
"2014-12-25",22.8314
"2014-12-26",21.6781
"2014-12-27",21.3883
"2014-12-28",22.8217
"2014-12-29",22.7015
"2014-12-30",22.9611
"2014-12-31",23.2352
"2015-01-01",23.2658
"2015-01-02",22.8515
"2015-01-03",22.7792
"2015-01-04",22.4727
"2015-01-05",22.7824
"2015-01-06",22.2635
"2015-01-07",20.8967
"2015-01-08",20.6836
"2015-01-09",20.4793
"2015-01-10",19.4709
"2015-01-11",18.779
"2015-01-12",18.013
"2015-01-13",19.5256
"2015-01-14",20.8014
"2015-01-15",21.068
"2015-01-16",21.9698
"2015-01-17",21.951
"2015-01-18",21.9897
"2015-01-19",20.7004
"2015-01-20",21.0185
"2015-01-21",20.5446
"2015-01-22",21.3755
"2015-01-23",22.5469
"2015-01-24",22.4104
"2015-01-25",21.7278
"2015-01-26",21.2435
"2015-01-27",21.5512
"2015-01-28",22.5963
"2015-01-29",22.9307
"2015-01-30",22.0954
"2015-01-31",20.9326
"2015-02-01",22.0211
"2015-02-02",22.8718
"2015-02-03",22.6746
"2015-02-04",23.0485
"2015-02-05",22.9522
"2015-02-06",22.2648
"2015-02-07",21.982
"2015-02-08",22.4072
"2015-02-09",22.8863
"2015-02-10",22.7453
"2015-02-11",22.8458
"2015-02-12",23.0358
"2015-02-13",22.9324
"2015-02-14",22.1283
"2015-02-15",19.7381
"2015-02-16",19.0867
"2015-02-17",18.7305
"2015-02-18",18.9492
"2015-02-19",19.4917
"2015-02-20",20.4199
"2015-02-21",21.7213
"2015-02-22",22.5823
"2015-02-23",22.7636
"2015-02-24",23.1079
"2015-02-25",23.132
"2015-02-26",23.2376
"2015-02-27",22.8478
"2015-02-28",22.4998
"2015-03-01",23.0754
"2015-03-02",22.4281
"2015-03-03",22.5408
"2015-03-04",23.117
"2015-03-05",23.2431
"2015-03-06",22.7491
"2015-03-07",21.8343
"2015-03-08",21.6492
"2015-03-09",21.1304
"2015-03-10",20.7244
"2015-03-11",21.1189
"2015-03-12",23.3017
"2015-03-13",22.9362
"2015-03-14",23.1225
"2015-03-15",23.3213
"2015-03-16",23.3464
"2015-03-17",21.8979
"2015-03-18",20.3479
"2015-03-19",20.2056
"2015-03-20",21.1584
"2015-03-21",21.88
"2015-03-22",22.2114
"2015-03-23",21.7636
"2015-03-24",21.3716
"2015-03-25",21.6545
"2015-03-26",23.4541
"2015-03-27",23.5038
"2015-03-28",23.359
"2015-03-29",23.5355
"2015-03-30",23.9301
"2015-03-31",23.689
"2015-04-01",23.5392
"2015-04-02",23.6465
"2015-04-03",24.1563
"2015-04-04",24.1537
"2015-04-05",23.9373
"2015-04-06",23.7863
"2015-04-07",23.8579
"2015-04-08",23.7741
"2015-04-09",23.8197
"2015-04-10",23.593
"2015-04-11",23.3542
"2015-04-12",23.2668
"2015-04-13",22.5487
"2015-04-14",23.3134
"2015-04-15",24.088
"2015-04-16",23.7317
"2015-04-17",23.7102
"2015-04-18",23.7437
"2015-04-19",24.1365
"2015-04-20",23.8922
"2015-04-21",23.1175
"2015-04-22",24.0589
"2015-04-23",23.6858
"2015-04-24",23.9184
"2015-04-25",23.7721
"2015-04-26",23.5817
"2015-04-27",23.312
"2015-04-28",23.6647
"2015-04-29",23.3271
"2015-04-30",23.721
"2015-05-01",23.9395
"2015-05-02",24.3305
"2015-05-03",23.9713
"2015-05-04",23.5843
"2015-05-05",23.7006
"2015-05-06",23.9443
"2015-05-07",24.1381
"2015-05-08",24.4699
"2015-05-09",24.7346
"2015-05-10",24.4855
"2015-05-11",25.0287
"2015-05-12",24.7766
"2015-05-13",24.4679
"2015-05-14",25.0518
"2015-05-15",24.8633
"2015-05-16",24.7143
"2015-05-17",24.2173
"2015-05-18",24.2559
"2015-05-19",24.2192
"2015-05-20",24.2518
"2015-05-21",23.9242
"2015-05-22",24.0585
"2015-05-23",24.2619
"2015-05-24",24.1757
"2015-05-25",24.1352
"2015-05-26",24.6324
"2015-05-27",24.6959
"2015-05-28",24.6756
"2015-05-29",24.1675
"2015-05-30",24.4978
"2015-05-31",24.4291
"2015-06-01",24.4342
"2015-06-02",24.7333
"2015-06-03",25.199
"2015-06-04",24.8454
"2015-06-05",24.123
"2015-06-06",24.606
"2015-06-07",24.5995
"2015-06-08",23.7194
"2015-06-09",23.9751
"2015-06-10",23.7992
"2015-06-11",24.1087
"2015-06-12",23.9582
"2015-06-13",23.7082
"2015-06-14",23.7542
"2015-06-15",23.8341
"2015-06-16",23.2451
"2015-06-17",22.9997
"2015-06-18",22.7957
"2015-06-19",22.2087
"2015-06-20",22.2629
"2015-06-21",21.7746
"2015-06-22",21.8489
"2015-06-23",22.95
"2015-06-24",22.6046
"2015-06-25",22.4049
"2015-06-26",22.3114
"2015-06-27",22.4155
"2015-06-28",23.0453
"2015-06-29",22.9672
"2015-06-30",23.5109
"2015-07-01",23.6042
"2015-07-02",23.0659
"2015-07-03",23.1479
"2015-07-04",22.9701
"2015-07-05",22.2546
"2015-07-06",20.9323
"2015-07-07",20.5587
"2015-07-08",20.6271
"2015-07-09",20.937
"2015-07-10",22.5042
"2015-07-11",22.6285
"2015-07-12",22.3272
"2015-07-13",22.5724
"2015-07-14",21.7913
"2015-07-15",21.5781
"2015-07-16",21.6032
"2015-07-17",22.0426
"2015-07-18",21.2506
"2015-07-19",20.7697
"2015-07-20",20.8102
"2015-07-21",21.7823
"2015-07-22",22.0284
"2015-07-23",22.5402
"2015-07-24",21.179
"2015-07-25",21.6611
"2015-07-26",21.8607
"2015-07-27",22.1621
"2015-07-28",22.1454
"2015-07-29",21.8935
"2015-07-30",21.5499
"2015-07-31",21.4754
"2015-08-01",21.6593
"2015-08-02",21.462
"2015-08-03",21.9205
"2015-08-04",21.8297
"2015-08-05",21.8727
"2015-08-06",21.456
"2015-08-07",21.5061
"2015-08-08",20.3544
"2015-08-09",21.2342
"2015-08-10",21.78
"2015-08-11",21.2456
"2015-08-12",20.974
"2015-08-13",21.992
"2015-08-14",23.6046
"2015-08-15",23.7736
"2015-08-16",23.5391
"2015-08-17",23.5617
"2015-08-18",23.2033
"2015-08-19",23.1265
"2015-08-20",23.5388
"2015-08-21",22.6838
"2015-08-22",22.8832
"2015-08-23",22.5886
"2015-08-24",22.8175
"2015-08-25",22.8905
"2015-08-26",22.0488
"2015-08-27",22.4413
"2015-08-28",22.0864
"2015-08-29",22.6313
"2015-08-30",22.7504
"2015-08-31",22.7965
"2015-09-01",22.8604
"2015-09-02",23.4043
"2015-09-03",23.8666
"2015-09-04",23.5471
"2015-09-05",23.5556
"2015-09-06",22.9991
"2015-09-07",22.3673
"2015-09-08",23.0491
"2015-09-09",23.1509
"2015-09-10",22.9655
"2015-09-11",22.9229
"2015-09-12",23.4612
"2015-09-13",23.0669
"2015-09-14",23.1588
"2015-09-15",22.7243
"2015-09-16",22.3766
"2015-09-17",22.7773
"2015-09-18",23.3468
"2015-09-19",22.7076
"2015-09-20",23.3266
"2015-09-21",23.5757
"2015-09-22",23.3339
"2015-09-23",24.0077
"2015-09-24",23.7096
"2015-09-25",23.8398
"2015-09-26",23.903
"2015-09-27",23.89
"2015-09-28",23.6986
"2015-09-29",23.7434
"2015-09-30",23.0391
"2015-10-01",23.744
"2015-10-02",24.0134
"2015-10-03",24.1344
"2015-10-04",24.299
"2015-10-05",23.7745
"2015-10-06",24.0117
"2015-10-07",24.1069
"2015-10-08",23.909
"2015-10-09",24.0244
"2015-10-10",23.6625
"2015-10-11",24.0595
"2015-10-12",24.2258
"2015-10-13",24.0233
"2015-10-14",23.7829
"2015-10-15",23.557
"2015-10-16",23.6331
"2015-10-17",23.8063
"2015-10-18",24.17
"2015-10-19",24.1804
"2015-10-20",23.7855
"2015-10-21",23.7178
"2015-10-22",24.2091
"2015-10-23",24.1432
"2015-10-24",23.9439
"2015-10-25",23.3913
"2015-10-26",23.1883
"2015-10-27",23.3265
"2015-10-28",23.444
"2015-10-29",23.4543
"2015-10-30",23.8775
"2015-10-31",23.8541
"2015-11-01",23.7106
"2015-11-02",23.3974
"2015-11-03",23.3039
"2015-11-04",23.9354
"2015-11-05",23.4701
"2015-11-06",23.3806
"2015-11-07",23.7228
"2015-11-08",23.8348
"2015-11-09",23.8943
"2015-11-10",24.305
"2015-11-11",24.0744
"2015-11-12",23.7879
"2015-11-13",23.8617
