,"(deg C) Mean Dew Point Temperature (ERA5) at Jaffna, 2007-01-01 to 2025-12-31"
"2012-11-28",20.7274
"2012-11-29",19.7918
"2012-11-30",19.8529
"2012-12-01",19.8435
"2012-12-02",21.1663
"2012-12-03",23.4597
"2012-12-04",23.0329
"2012-12-05",23.6241
"2012-12-06",24.3793
"2012-12-07",23.8226
"2012-12-08",23.7027
"2012-12-09",21.723
"2012-12-10",21.1658
"2012-12-11",20.7154
"2012-12-12",20.7866
"2012-12-13",20.6555
"2012-12-14",21.0698
"2012-12-15",22.2337
"2012-12-16",21.5489
"2012-12-17",21.1323
"2012-12-18",21.4558
"2012-12-19",22.3492
"2012-12-20",22.7591
"2012-12-21",22.2479
"2012-12-22",21.4389
"2012-12-23",20.9113
"2012-12-24",22.0113
"2012-12-25",23.5013
"2012-12-26",23.6667
"2012-12-27",23.5409
"2012-12-28",23.7022
"2012-12-29",24.3833
"2012-12-30",24.1969
"2012-12-31",23.3392
"2013-01-01",22.7926
"2013-01-02",21.4831
"2013-01-03",22.1406
"2013-01-04",23.0878
"2013-01-05",22.7578
"2013-01-06",22.365
"2013-01-07",22.0565
"2013-01-08",23.5818
"2013-01-09",23.471
"2013-01-10",22.3344
"2013-01-11",21.4637
"2013-01-12",19.0797
"2013-01-13",18.8583
"2013-01-14",19.23
"2013-01-15",19.1451
"2013-01-16",19.4995
"2013-01-17",18.6479
"2013-01-18",19.5367
"2013-01-19",19.8671
"2013-01-20",22.6175
"2013-01-21",21.0241
"2013-01-22",20.5147
"2013-01-23",21.6401
"2013-01-24",21.1315
"2013-01-25",20.5718
"2013-01-26",20.3339
"2013-01-27",20.2567
"2013-01-28",20.2587
"2013-01-29",20.442
"2013-01-30",20.7781
"2013-01-31",20.0478
"2013-02-01",19.8645
"2013-02-02",20.2479
"2013-02-03",21.2777
"2013-02-04",22.214
"2013-02-05",22.8436
"2013-02-06",22.8934
"2013-02-07",22.5459
"2013-02-08",23.0792
"2013-02-09",23.0985
"2013-02-10",21.3098
"2013-02-11",22.3761
"2013-02-12",22.3898
"2013-02-13",23.1487
"2013-02-14",23.2626
"2013-02-15",23.4095
"2013-02-16",23.7216
"2013-02-17",23.8078
"2013-02-18",23.7437
"2013-02-19",23.5793
"2013-02-20",22.3165
"2013-02-21",19.6349
"2013-02-22",20.388
"2013-02-23",20.2283
"2013-02-24",20.269
"2013-02-25",20.7679
"2013-02-26",21.2965
"2013-02-27",21.8848
"2013-02-28",21.7924
"2013-03-01",21.2942
"2013-03-02",21.4915
"2013-03-03",21.4578
"2013-03-04",23.4859
"2013-03-05",24.3751
"2013-03-06",24.282
"2013-03-07",24.4602
"2013-03-08",24.2837
"2013-03-09",24.2071
"2013-03-10",24.1403
"2013-03-11",23.5637
"2013-03-12",22.0858
"2013-03-13",22.0215
"2013-03-14",23.2936
"2013-03-15",23.8248
"2013-03-16",23.0828
"2013-03-17",22.2523
"2013-03-18",21.9969
"2013-03-19",22.2452
"2013-03-20",23.3122
"2013-03-21",22.3909
"2013-03-22",22.4787
"2013-03-23",23.1081
"2013-03-24",24.5946
"2013-03-25",24.1259
"2013-03-26",24.3902
"2013-03-27",24.865
"2013-03-28",24.9773
"2013-03-29",25.0274
"2013-03-30",24.8366
"2013-03-31",25.0462
"2013-04-01",25.1619
"2013-04-02",24.8369
"2013-04-03",23.8476
"2013-04-04",24.4644
"2013-04-05",25.7026
"2013-04-06",25.2815
"2013-04-07",25.7789
"2013-04-08",25.762
"2013-04-09",25.3823
"2013-04-10",24.7574
"2013-04-11",24.6735
"2013-04-12",24.4954
"2013-04-13",24.939
"2013-04-14",25.0468
"2013-04-15",25.6589
"2013-04-16",26.1021
"2013-04-17",25.87
"2013-04-18",25.9644
"2013-04-19",25.3372
"2013-04-20",25.1474
"2013-04-21",24.8599
"2013-04-22",24.9629
"2013-04-23",25.0316
"2013-04-24",25.0194
"2013-04-25",24.8279
"2013-04-26",24.6033
"2013-04-27",24.4868
"2013-04-28",25.3802
"2013-04-29",25.718
"2013-04-30",25.3819
"2013-05-01",25.1525
"2013-05-02",25.5382
"2013-05-03",25.9055
"2013-05-04",26.2552
"2013-05-05",25.671
"2013-05-06",25.4478
"2013-05-07",25.5405
"2013-05-08",25.6988
"2013-05-09",25.9944
"2013-05-10",26.6629
"2013-05-11",26.9068
"2013-05-12",26.2746
"2013-05-13",25.7442
"2013-05-14",26.1536
"2013-05-15",25.0926
"2013-05-16",25.0957
"2013-05-17",25.0042
"2013-05-18",25.6252
"2013-05-19",25.7131
"2013-05-20",25.4835
"2013-05-21",25.6476
"2013-05-22",25.5454
"2013-05-23",25.6749
"2013-05-24",25.9021
"2013-05-25",25.8235
"2013-05-26",25.7442
"2013-05-27",25.5476
"2013-05-28",25.1308
"2013-05-29",25.2077
"2013-05-30",25.3893
"2013-05-31",24.9395
"2013-06-01",25.1632
"2013-06-02",24.4845
"2013-06-03",24.2357
"2013-06-04",24.738
"2013-06-05",25.0693
"2013-06-06",25.0907
"2013-06-07",24.8103
"2013-06-08",24.4639
"2013-06-09",24.6199
"2013-06-10",24.6225
"2013-06-11",24.8528
"2013-06-12",24.6286
"2013-06-13",24.8348
"2013-06-14",24.8682
"2013-06-15",24.8465
"2013-06-16",24.8163
"2013-06-17",24.5248
"2013-06-18",24.5689
"2013-06-19",24.5694
"2013-06-20",24.5904
"2013-06-21",24.8455
"2013-06-22",24.6484
"2013-06-23",24.2533
"2013-06-24",24.5616
"2013-06-25",24.5954
"2013-06-26",24.682
"2013-06-27",24.6758
"2013-06-28",24.8322
"2013-06-29",24.8998
"2013-06-30",24.8205
"2013-07-01",24.4006
"2013-07-02",24.14
"2013-07-03",24.1266
"2013-07-04",24.371
"2013-07-05",24.444
"2013-07-06",24.06
"2013-07-07",24.2719
"2013-07-08",24.3137
"2013-07-09",24.3776
"2013-07-10",23.8811
"2013-07-11",23.9529
"2013-07-12",24.0315
"2013-07-13",24.3128
"2013-07-14",24.2641
"2013-07-15",24.6111
"2013-07-16",24.4288
"2013-07-17",24.4715
"2013-07-18",24.4102
"2013-07-19",24.4542
"2013-07-20",24.391
"2013-07-21",24.3103
"2013-07-22",24.4685
"2013-07-23",24.2022
"2013-07-24",24.3325
"2013-07-25",24.3016
"2013-07-26",24.2802
"2013-07-27",24.0786
"2013-07-28",24.3037
"2013-07-29",23.9327
"2013-07-30",24.3257
"2013-07-31",24.0173
"2013-08-01",24.3128
"2013-08-02",24.3755
"2013-08-03",23.975
"2013-08-04",23.9491
"2013-08-05",23.5155
"2013-08-06",23.7313
"2013-08-07",24.2342
"2013-08-08",24.0062
"2013-08-09",23.7555
"2013-08-10",23.6516
"2013-08-11",24.2066
"2013-08-12",24.2767
"2013-08-13",24.8025
"2013-08-14",23.6713
"2013-08-15",24.3853
"2013-08-16",24.21
"2013-08-17",23.9284
"2013-08-18",24.2624
"2013-08-19",24.2139
"2013-08-20",24.1679
"2013-08-21",24.3648
"2013-08-22",24.0054
"2013-08-23",24.2618
"2013-08-24",24.3333
"2013-08-25",24.4374
"2013-08-26",24.6212
"2013-08-27",24.5443
"2013-08-28",24.2367
"2013-08-29",24.1908
"2013-08-30",24.5184
"2013-08-31",24.4427
"2013-09-01",24.5466
"2013-09-02",24.5963
"2013-09-03",24.1805
"2013-09-04",24.0973
"2013-09-05",24.0194
"2013-09-06",23.6319
"2013-09-07",23.3529
"2013-09-08",23.7245
"2013-09-09",23.7024
"2013-09-10",23.935
"2013-09-11",23.928
"2013-09-12",23.8381
"2013-09-13",24.0616
"2013-09-14",24.4188
"2013-09-15",24.4728
"2013-09-16",24.6719
"2013-09-17",24.6674
"2013-09-18",24.6175
"2013-09-19",24.7895
"2013-09-20",24.8524
"2013-09-21",24.7673
"2013-09-22",24.5696
"2013-09-23",24.5749
"2013-09-24",24.2739
"2013-09-25",24.52
"2013-09-26",24.4632
"2013-09-27",24.4806
"2013-09-28",24.5328
"2013-09-29",24.4873
"2013-09-30",24.1298
"2013-10-01",24.5391
"2013-10-02",24.6518
"2013-10-03",24.0932
"2013-10-04",23.0104
"2013-10-05",22.558
"2013-10-06",23.4229
"2013-10-07",24.0394
"2013-10-08",24.4033
"2013-10-09",24.4565
"2013-10-10",24.6554
"2013-10-11",24.6139
"2013-10-12",24.3312
"2013-10-13",24.5245
"2013-10-14",24.5238
"2013-10-15",24.4906
"2013-10-16",24.158
"2013-10-17",24.0728
"2013-10-18",23.8346
"2013-10-19",23.3523
"2013-10-20",23.3149
"2013-10-21",23.534
"2013-10-22",24.3905
"2013-10-23",24.5334
"2013-10-24",24.6388
"2013-10-25",24.295
"2013-10-26",23.9384
"2013-10-27",24.1138
"2013-10-28",23.9962
"2013-10-29",23.6894
"2013-10-30",23.4754
"2013-10-31",23.6761
"2013-11-01",23.9597
"2013-11-02",24.4368
"2013-11-03",24.1213
"2013-11-04",24.3713
"2013-11-05",24.2018
"2013-11-06",23.9394
"2013-11-07",23.9145
"2013-11-08",23.6476
"2013-11-09",22.8202
"2013-11-10",23.7823
"2013-11-11",23.1456
"2013-11-12",21.9548
"2013-11-13",22.339
"2013-11-14",22.1396
"2013-11-15",22.2426
"2013-11-16",23.2576
"2013-11-17",23.4801
"2013-11-18",23.6269
"2013-11-19",23.3018
"2013-11-20",23.0836
"2013-11-21",23.2406
"2013-11-22",23.7081
"2013-11-23",23.6083
"2013-11-24",23.2387
"2013-11-25",23.5253
"2013-11-26",23.1396
"2013-11-27",21.5435
"2013-11-28",20.7591
"2013-11-29",21.7378
"2013-11-30",23.5262
"2013-12-01",23.6523
"2013-12-02",23.3744
"2013-12-03",23.4846
"2013-12-04",23.4464
"2013-12-05",23.3691
"2013-12-06",22.4207
"2013-12-07",22.5761
"2013-12-08",22.3128
"2013-12-09",20.3646
"2013-12-10",20.6149
"2013-12-11",22.9107
"2013-12-12",22.223
"2013-12-13",23.1388
"2013-12-14",23.5414
"2013-12-15",22.1093
"2013-12-16",19.7547
"2013-12-17",18.5243
"2013-12-18",19.7861
"2013-12-19",20.846
"2013-12-20",21.0195
"2013-12-21",20.3422
"2013-12-22",18.6143
"2013-12-23",21.4332
"2013-12-24",20.869
"2013-12-25",19.9442
"2013-12-26",19.4631
"2013-12-27",19.2233
"2013-12-28",18.9686
"2013-12-29",18.4256
"2013-12-30",18.7569
"2013-12-31",20.9561
"2014-01-01",20.5196
"2014-01-02",20.6196
"2014-01-03",21.5001
"2014-01-04",21.0687
"2014-01-05",22.2151
"2014-01-06",22.8364
"2014-01-07",22.7494
"2014-01-08",22.561
"2014-01-09",21.521
"2014-01-10",20.295
"2014-01-11",20.2508
"2014-01-12",21.1844
"2014-01-13",21.7228
"2014-01-14",22.0699
"2014-01-15",21.1686
"2014-01-16",21.3046
"2014-01-17",21.0108
"2014-01-18",20.2338
"2014-01-19",21.4393
"2014-01-20",20.3797
"2014-01-21",21.4575
"2014-01-22",21.1169
"2014-01-23",21.9081
"2014-01-24",20.8787
"2014-01-25",19.4999
"2014-01-26",18.4552
"2014-01-27",19.7393
"2014-01-28",20.7918
"2014-01-29",21.3202
"2014-01-30",21.7035
"2014-01-31",22.2855
"2014-02-01",22.4614
"2014-02-02",22.1266
"2014-02-03",20.5197
"2014-02-04",19.6464
"2014-02-05",19.4642
"2014-02-06",19.9144
"2014-02-07",19.721
"2014-02-08",18.5834
"2014-02-09",18.4336
"2014-02-10",19.2543
"2014-02-11",19.4535
"2014-02-12",19.6616
"2014-02-13",21.5612
"2014-02-14",20.9672
"2014-02-15",21.5086
"2014-02-16",22.9151
"2014-02-17",23.4166
"2014-02-18",22.6771
"2014-02-19",22.8501
"2014-02-20",21.2359
"2014-02-21",21.1138
"2014-02-22",20.9185
"2014-02-23",21.5929
"2014-02-24",23.353
"2014-02-25",23.1365
"2014-02-26",22.0779
"2014-02-27",22.2184
"2014-02-28",22.0642
"2014-03-01",21.2336
"2014-03-02",21.4558
"2014-03-03",22.2653
"2014-03-04",22.3709
"2014-03-05",22.4706
"2014-03-06",22.6994
"2014-03-07",22.4297
"2014-03-08",22.2322
"2014-03-09",21.7596
"2014-03-10",21.2493
"2014-03-11",20.7375
"2014-03-12",20.6622
"2014-03-13",20.3401
"2014-03-14",20.8487
"2014-03-15",20.9071
"2014-03-16",22.0763
"2014-03-17",22.9877
"2014-03-18",23.3954
"2014-03-19",23.9394
"2014-03-20",24.7353
"2014-03-21",24.6995
"2014-03-22",24.3013
"2014-03-23",23.5673
"2014-03-24",23.3742
"2014-03-25",23.7224
"2014-03-26",22.9264
"2014-03-27",23.0342
"2014-03-28",23.3371
"2014-03-29",23.0243
"2014-03-30",22.8289
"2014-03-31",23.3447
"2014-04-01",24.1387
"2014-04-02",24.8568
"2014-04-03",24.7066
"2014-04-04",23.7394
"2014-04-05",24.931
"2014-04-06",24.7162
"2014-04-07",24.5271
"2014-04-08",24.9951
"2014-04-09",25.4947
"2014-04-10",25.4104
"2014-04-11",25.324
"2014-04-12",25.3623
"2014-04-13",25.3042
"2014-04-14",24.9824
"2014-04-15",24.3985
"2014-04-16",24.1729
"2014-04-17",24.7096
"2014-04-18",24.8221
"2014-04-19",24.614
"2014-04-20",24.1359
"2014-04-21",24.387
"2014-04-22",24.8141
"2014-04-23",25.1739
"2014-04-24",25.4484
"2014-04-25",25.6348
"2014-04-26",25.9644
"2014-04-27",25.6278
"2014-04-28",25.2612
"2014-04-29",25.0688
"2014-04-30",25.1724
"2014-05-01",24.9728
"2014-05-02",25.1626
"2014-05-03",24.9964
"2014-05-04",24.6262
"2014-05-05",24.7511
"2014-05-06",25.0127
"2014-05-07",24.9509
"2014-05-08",25.2313
"2014-05-09",25.6514
"2014-05-10",25.8844
"2014-05-11",25.8681
"2014-05-12",26.2801
"2014-05-13",26.2508
"2014-05-14",26.2238
"2014-05-15",26.4456
"2014-05-16",26.121
"2014-05-17",25.4774
"2014-05-18",26.0533
"2014-05-19",25.6012
"2014-05-20",25.3964
"2014-05-21",25.4219
"2014-05-22",25.4587
"2014-05-23",26.227
"2014-05-24",26.2853
"2014-05-25",26.2257
"2014-05-26",25.8965
"2014-05-27",26.0842
"2014-05-28",25.7034
"2014-05-29",25.6326
"2014-05-30",25.8256
"2014-05-31",26.0697
"2014-06-01",26.4496
"2014-06-02",26.2383
"2014-06-03",25.749
"2014-06-04",25.7419
"2014-06-05",25.6031
"2014-06-06",25.8629
"2014-06-07",25.5834
"2014-06-08",25.2003
"2014-06-09",25.0436
"2014-06-10",25.1263
"2014-06-11",25.7677
"2014-06-12",25.535
"2014-06-13",25.3214
"2014-06-14",25.135
"2014-06-15",25.1549
"2014-06-16",24.8135
"2014-06-17",24.9592
"2014-06-18",25.1522
"2014-06-19",25.1728
"2014-06-20",25.1338
"2014-06-21",25.1619
"2014-06-22",25.0364
"2014-06-23",25.0183
"2014-06-24",25.1476
"2014-06-25",25.2885
"2014-06-26",25.1535
"2014-06-27",25.2506
"2014-06-28",25.1989
"2014-06-29",25.1682
"2014-06-30",25.1472
"2014-07-01",25.383
"2014-07-02",25.2315
"2014-07-03",25.0483
"2014-07-04",24.8216
"2014-07-05",24.9162
"2014-07-06",24.8579
"2014-07-07",24.9141
"2014-07-08",24.6335
"2014-07-09",24.6289
"2014-07-10",24.2446
"2014-07-11",24.3133
"2014-07-12",24.5045
"2014-07-13",24.2596
"2014-07-14",24.0939
"2014-07-15",24.3267
"2014-07-16",24.7696
"2014-07-17",24.465
"2014-07-18",24.5951
"2014-07-19",24.7393
"2014-07-20",24.7846
"2014-07-21",24.3502
"2014-07-22",24.5779
"2014-07-23",24.5127
"2014-07-24",24.342
"2014-07-25",24.1711
"2014-07-26",24.432
"2014-07-27",24.6663
"2014-07-28",24.4698
"2014-07-29",24.5503
"2014-07-30",24.3953
"2014-07-31",24.7591
"2014-08-01",24.5293
"2014-08-02",24.7945
"2014-08-03",24.6135
"2014-08-04",24.475
"2014-08-05",24.005
"2014-08-06",24.19
"2014-08-07",24.1043
"2014-08-08",24.769
"2014-08-09",24.1701
"2014-08-10",24.0456
"2014-08-11",24.3887
"2014-08-12",24.3761
"2014-08-13",24.3807
"2014-08-14",24.6359
"2014-08-15",24.5497
"2014-08-16",24.6583
"2014-08-17",24.6376
"2014-08-18",24.4599
"2014-08-19",24.3284
"2014-08-20",24.3769
"2014-08-21",24.3775
"2014-08-22",24.1566
"2014-08-23",24.0268
"2014-08-24",24.5209
"2014-08-25",24.2348
"2014-08-26",24.2095
"2014-08-27",24.3274
"2014-08-28",24.1612
"2014-08-29",24.1529
"2014-08-30",24.3782
"2014-08-31",24.3769
"2014-09-01",24.569
"2014-09-02",24.3418
"2014-09-03",24.068
"2014-09-04",24.0848
"2014-09-05",24.5212
"2014-09-06",24.4826
"2014-09-07",24.1799
"2014-09-08",24.2283
"2014-09-09",24.1089
"2014-09-10",24.0914
"2014-09-11",24.288
"2014-09-12",24.6984
"2014-09-13",24.7742
"2014-09-14",24.6042
"2014-09-15",24.3807
"2014-09-16",24.2822
"2014-09-17",24.1329
"2014-09-18",24.371
"2014-09-19",24.1428
"2014-09-20",24.4312
"2014-09-21",25.0324
"2014-09-22",24.7173
"2014-09-23",24.3948
"2014-09-24",24.375
"2014-09-25",24.0561
"2014-09-26",24.1567
"2014-09-27",23.8612
"2014-09-28",23.8108
"2014-09-29",23.9894
"2014-09-30",23.9937
"2014-10-01",24.0212
"2014-10-02",23.904
"2014-10-03",23.2511
"2014-10-04",24.2866
"2014-10-05",25.1273
"2014-10-06",25.0798
"2014-10-07",24.4999
"2014-10-08",24.098
"2014-10-09",24.3649
"2014-10-10",25.0604
"2014-10-11",24.9581
"2014-10-12",24.6951
"2014-10-13",24.6012
"2014-10-14",24.4081
"2014-10-15",24.1848
"2014-10-16",24.1597
"2014-10-17",23.7712
"2014-10-18",23.6254
"2014-10-19",23.5145
"2014-10-20",23.5363
"2014-10-21",23.9398
"2014-10-22",23.9867
"2014-10-23",23.4749
"2014-10-24",23.3871
"2014-10-25",23.7699
"2014-10-26",23.8527
"2014-10-27",24.0795
"2014-10-28",24.1703
"2014-10-29",24.253
"2014-10-30",23.7653
"2014-10-31",21.7591
"2014-11-01",22.7728
"2014-11-02",23.3234
"2014-11-03",23.8448
"2014-11-04",22.271
"2014-11-05",24.2108
"2014-11-06",22.9484
"2014-11-07",22.3395
"2014-11-08",22.4856
"2014-11-09",23.6864
"2014-11-10",23.215
"2014-11-11",23.7526
"2014-11-12",23.8682
"2014-11-13",23.9825
"2014-11-14",24.3299
"2014-11-15",24.1935
"2014-11-16",23.8969
"2014-11-17",23.9912
"2014-11-18",24.0229
"2014-11-19",23.8322
"2014-11-20",24.0531
"2014-11-21",23.6489
"2014-11-22",23.8083
"2014-11-23",23.9341
"2014-11-24",23.2165
"2014-11-25",21.9033
"2014-11-26",22.0405
"2014-11-27",23.6593
"2014-11-28",22.6628
"2014-11-29",21.1154
"2014-11-30",23.3364
"2014-12-01",23.7426
"2014-12-02",23.1209
"2014-12-03",20.9401
"2014-12-04",19.0592
"2014-12-05",19.796
"2014-12-06",21.6201
"2014-12-07",23.2773
"2014-12-08",23.3855
"2014-12-09",23.4888
"2014-12-10",23.538
"2014-12-11",23.649
"2014-12-12",23.4761
"2014-12-13",23.6498
"2014-12-14",23.461
"2014-12-15",23.6874
"2014-12-16",23.7588
"2014-12-17",23.697
"2014-12-18",23.9022
"2014-12-19",23.4151
"2014-12-20",21.5215
"2014-12-21",22.3164
"2014-12-22",22.2701
"2014-12-23",22.9389
"2014-12-24",23.3852
"2014-12-25",22.9721
"2014-12-26",21.0396
"2014-12-27",21.7971
"2014-12-28",23.1316
"2014-12-29",22.5692
"2014-12-30",22.6935
"2014-12-31",23.0809
"2015-01-01",23.7247
"2015-01-02",23.2563
"2015-01-03",23.5134
"2015-01-04",23.0788
"2015-01-05",22.4384
"2015-01-06",21.8388
"2015-01-07",21.5254
"2015-01-08",21.504
"2015-01-09",21.3773
"2015-01-10",18.6628
"2015-01-11",17.81
"2015-01-12",17.221
"2015-01-13",19.1151
"2015-01-14",19.909
"2015-01-15",19.916
"2015-01-16",22.2993
"2015-01-17",22.3155
"2015-01-18",20.8065
"2015-01-19",19.7479
"2015-01-20",19.9515
"2015-01-21",19.8384
"2015-01-22",22.3745
"2015-01-23",22.744
"2015-01-24",22.7278
"2015-01-25",21.0232
"2015-01-26",20.2295
"2015-01-27",21.9599
"2015-01-28",21.1506
"2015-01-29",21.1862
"2015-01-30",20.2901
"2015-01-31",18.7018
"2015-02-01",20.4373
"2015-02-02",20.5616
"2015-02-03",21.2621
"2015-02-04",22.3878
"2015-02-05",22.1672
"2015-02-06",21.6945
"2015-02-07",21.4631
"2015-02-08",21.2494
"2015-02-09",21.3669
"2015-02-10",22.0418
"2015-02-11",22.8635
"2015-02-12",22.7909
"2015-02-13",23.0665
"2015-02-14",22.0368
"2015-02-15",20.5815
"2015-02-16",20.9831
"2015-02-17",19.8911
"2015-02-18",18.8774
"2015-02-19",18.7798
"2015-02-20",19.3716
"2015-02-21",20.9994
"2015-02-22",20.9479
"2015-02-23",21.0043
"2015-02-24",22.3072
"2015-02-25",23.4193
"2015-02-26",23.5761
"2015-02-27",23.6983
"2015-02-28",23.6155
"2015-03-01",23.4732
"2015-03-02",22.67
"2015-03-03",22.407
"2015-03-04",23.4485
"2015-03-05",23.9684
"2015-03-06",23.7815
"2015-03-07",22.7342
"2015-03-08",21.9441
"2015-03-09",22.0943
"2015-03-10",20.6432
"2015-03-11",20.8264
"2015-03-12",22.5695
"2015-03-13",22.6548
"2015-03-14",23.5897
"2015-03-15",24.0068
"2015-03-16",22.8932
"2015-03-17",21.8333
"2015-03-18",22.1325
"2015-03-19",22.3171
"2015-03-20",22.4724
"2015-03-21",22.9268
"2015-03-22",23.4991
"2015-03-23",23.3981
"2015-03-24",23.1941
"2015-03-25",22.639
"2015-03-26",23.247
"2015-03-27",24.4943
"2015-03-28",24.5191
"2015-03-29",24.5622
"2015-03-30",24.5735
"2015-03-31",24.8393
"2015-04-01",24.6693
"2015-04-02",24.5648
"2015-04-03",25.0547
"2015-04-04",25.6581
"2015-04-05",25.3718
"2015-04-06",24.9826
"2015-04-07",24.942
"2015-04-08",24.4532
"2015-04-09",24.4386
"2015-04-10",24.1198
"2015-04-11",24.5866
"2015-04-12",24.3296
"2015-04-13",21.9073
"2015-04-14",23.1908
"2015-04-15",23.6037
"2015-04-16",23.8407
"2015-04-17",23.9505
"2015-04-18",24.1327
"2015-04-19",24.1273
"2015-04-20",24.5059
"2015-04-21",24.37
"2015-04-22",24.6581
"2015-04-23",25.0349
"2015-04-24",24.9309
"2015-04-25",24.3542
"2015-04-26",24.6196
"2015-04-27",24.6547
"2015-04-28",24.6116
"2015-04-29",25.2016
"2015-04-30",25.3471
"2015-05-01",25.6735
"2015-05-02",25.8735
"2015-05-03",25.6485
"2015-05-04",25.1157
"2015-05-05",24.6205
"2015-05-06",24.8007
"2015-05-07",25.2805
"2015-05-08",25.5524
"2015-05-09",25.6185
"2015-05-10",25.3154
"2015-05-11",24.7631
"2015-05-12",24.7198
"2015-05-13",24.6149
"2015-05-14",25.1279
"2015-05-15",25.5261
"2015-05-16",25.5302
"2015-05-17",25.3356
"2015-05-18",25.4721
"2015-05-19",25.8044
"2015-05-20",25.8312
"2015-05-21",26.1902
"2015-05-22",26.1336
"2015-05-23",26.1984
"2015-05-24",26.1069
"2015-05-25",26.3405
"2015-05-26",26.3599
"2015-05-27",26.1042
"2015-05-28",26.4709
"2015-05-29",26.404
"2015-05-30",26.2208
"2015-05-31",25.8155
"2015-06-01",25.4647
"2015-06-02",25.7006
"2015-06-03",25.7096
"2015-06-04",25.0773
"2015-06-05",25.5303
"2015-06-06",25.4951
"2015-06-07",25.4765
"2015-06-08",25.4547
"2015-06-09",25.2706
"2015-06-10",25.45
"2015-06-11",25.5409
"2015-06-12",25.1406
"2015-06-13",25.0989
"2015-06-14",25.0354
"2015-06-15",25.5164
"2015-06-16",25.0778
"2015-06-17",24.8479
"2015-06-18",24.9767
"2015-06-19",25.2824
"2015-06-20",25.5701
"2015-06-21",25.5817
"2015-06-22",25.5085
"2015-06-23",25.6605
"2015-06-24",25.5724
"2015-06-25",25.491
"2015-06-26",25.3655
"2015-06-27",25.304
"2015-06-28",25.2681
"2015-06-29",25.2903
"2015-06-30",25.1374
"2015-07-01",25.2893
"2015-07-02",25.4547
"2015-07-03",25.4238
"2015-07-04",25.3811
"2015-07-05",25.307
"2015-07-06",24.5925
"2015-07-07",24.3511
"2015-07-08",24.852
"2015-07-09",25.0377
"2015-07-10",25.3542
"2015-07-11",25.4362
"2015-07-12",24.7913
"2015-07-13",24.9447
"2015-07-14",25.3112
"2015-07-15",24.79
"2015-07-16",25.1388
"2015-07-17",24.8753
"2015-07-18",24.545
"2015-07-19",24.5727
"2015-07-20",24.486
"2015-07-21",24.5997
"2015-07-22",24.7701
"2015-07-23",24.4915
"2015-07-24",24.5737
"2015-07-25",24.672
"2015-07-26",24.7185
"2015-07-27",24.6963
"2015-07-28",25.0579
"2015-07-29",25.0175
"2015-07-30",24.5338
"2015-07-31",24.4018
"2015-08-01",24.7136
"2015-08-02",24.8786
"2015-08-03",24.6778
"2015-08-04",24.5666
"2015-08-05",24.6315
"2015-08-06",24.4996
"2015-08-07",24.6735
"2015-08-08",24.8183
"2015-08-09",24.9417
"2015-08-10",25.1628
"2015-08-11",24.9887
"2015-08-12",25.0101
"2015-08-13",24.7942
"2015-08-14",24.6566
"2015-08-15",25.051
"2015-08-16",24.5551
"2015-08-17",24.1174
"2015-08-18",24.1263
"2015-08-19",24.7576
"2015-08-20",25.0945
"2015-08-21",25.0763
"2015-08-22",24.8018
"2015-08-23",24.8142
"2015-08-24",24.974
"2015-08-25",25.0957
"2015-08-26",24.7805
"2015-08-27",24.6763
"2015-08-28",24.6746
"2015-08-29",25.0262
"2015-08-30",25.0212
"2015-08-31",24.8634
"2015-09-01",25.2267
"2015-09-02",25.3816
"2015-09-03",24.916
"2015-09-04",24.7392
"2015-09-05",24.6366
"2015-09-06",24.5624
"2015-09-07",24.4893
"2015-09-08",24.6506
"2015-09-09",24.6922
"2015-09-10",24.6953
"2015-09-11",24.6655
"2015-09-12",24.7821
"2015-09-13",24.9423
"2015-09-14",24.3588
"2015-09-15",24.9294
"2015-09-16",24.8345
"2015-09-17",25.3319
"2015-09-18",25.3605
"2015-09-19",25.1668
"2015-09-20",25.2815
"2015-09-21",24.7741
"2015-09-22",24.8031
"2015-09-23",25.2037
"2015-09-24",25.1805
"2015-09-25",25.0171
"2015-09-26",24.9759
"2015-09-27",24.8517
"2015-09-28",24.3448
"2015-09-29",24.1294
"2015-09-30",24.1488
"2015-10-01",24.3966
"2015-10-02",24.9065
"2015-10-03",25.2306
"2015-10-04",25.0532
"2015-10-05",24.3745
"2015-10-06",24.626
"2015-10-07",25.0889
"2015-10-08",25.1833
"2015-10-09",24.7223
"2015-10-10",25.0541
"2015-10-11",24.8747
"2015-10-12",24.5936
"2015-10-13",24.1291
"2015-10-14",23.9902
"2015-10-15",23.921
"2015-10-16",23.1082
"2015-10-17",24.4423
"2015-10-18",24.691
"2015-10-19",24.4333
"2015-10-20",24.354
"2015-10-21",24.159
"2015-10-22",24.2371
"2015-10-23",24.5144
"2015-10-24",24.4611
"2015-10-25",23.2419
"2015-10-26",24.1067
"2015-10-27",23.8494
"2015-10-28",23.9245
"2015-10-29",24.2397
"2015-10-30",24.0801
"2015-10-31",24.0503
"2015-11-01",23.8632
"2015-11-02",23.6438
"2015-11-03",23.7257
"2015-11-04",23.9398
"2015-11-05",23.7291
"2015-11-06",23.7949
"2015-11-07",24.234
"2015-11-08",24.1181
"2015-11-09",24.2538
"2015-11-10",24.0815
"2015-11-11",24.6381
"2015-11-12",24.1975
"2015-11-13",23.5199
