,"(deg C) Mean Dew Point Temperature (ERA5) at Badulla, 2007-01-01 to 2025-12-31"
"2012-11-28",20.4257
"2012-11-29",19.6459
"2012-11-30",18.5783
"2012-12-01",17.6682
"2012-12-02",18.1461
"2012-12-03",20.0328
"2012-12-04",20.9052
"2012-12-05",20.4618
"2012-12-06",20.8625
"2012-12-07",20.265
"2012-12-08",19.7747
"2012-12-09",19.7491
"2012-12-10",17.2295
"2012-12-11",17.8112
"2012-12-12",18.3208
"2012-12-13",17.2541
"2012-12-14",17.5371
"2012-12-15",19.8063
"2012-12-16",20.3592
"2012-12-17",20.3205
"2012-12-18",19.9934
"2012-12-19",20.2736
"2012-12-20",20.4649
"2012-12-21",20.1884
"2012-12-22",20.2642
"2012-12-23",20.4994
"2012-12-24",20.8755
"2012-12-25",21.1597
"2012-12-26",21.3671
"2012-12-27",21.3739
"2012-12-28",21.5997
"2012-12-29",21.7051
"2012-12-30",21.2173
"2012-12-31",20.4726
"2013-01-01",19.8924
"2013-01-02",20.2852
"2013-01-03",20.1382
"2013-01-04",18.5037
"2013-01-05",18.9647
"2013-01-06",18.8978
"2013-01-07",20.5254
"2013-01-08",20.9282
"2013-01-09",20.8735
"2013-01-10",20.6533
"2013-01-11",20.4741
"2013-01-12",19.0559
"2013-01-13",17.2671
"2013-01-14",15.9294
"2013-01-15",17.0837
"2013-01-16",16.9165
"2013-01-17",17.0548
"2013-01-18",17.8458
"2013-01-19",18.3396
"2013-01-20",19.5631
"2013-01-21",18.8
"2013-01-22",18.4046
"2013-01-23",20.6212
"2013-01-24",20.5596
"2013-01-25",20.1889
"2013-01-26",19.8077
"2013-01-27",17.4936
"2013-01-28",17.6976
"2013-01-29",16.4879
"2013-01-30",15.7975
"2013-01-31",17.0649
"2013-02-01",19.4673
"2013-02-02",19.9944
"2013-02-03",19.9676
"2013-02-04",19.6943
"2013-02-05",20.0258
"2013-02-06",20.2312
"2013-02-07",20.1944
"2013-02-08",20.2799
"2013-02-09",20.3035
"2013-02-10",19.7769
"2013-02-11",19.276
"2013-02-12",20.0474
"2013-02-13",20.6765
"2013-02-14",20.411
"2013-02-15",20.941
"2013-02-16",20.4548
"2013-02-17",20.7113
"2013-02-18",20.6542
"2013-02-19",20.3324
"2013-02-20",19.762
"2013-02-21",18.7912
"2013-02-22",18.6251
"2013-02-23",17.5375
"2013-02-24",18.0521
"2013-02-25",18.2818
"2013-02-26",17.7931
"2013-02-27",16.7939
"2013-02-28",18.5417
"2013-03-01",19.3023
"2013-03-02",19.3881
"2013-03-03",18.7279
"2013-03-04",20.6051
"2013-03-05",21.2531
"2013-03-06",21.1875
"2013-03-07",21.1093
"2013-03-08",20.9608
"2013-03-09",20.7269
"2013-03-10",21.1401
"2013-03-11",20.8197
"2013-03-12",21.0069
"2013-03-13",21.1323
"2013-03-14",21.2978
"2013-03-15",20.7661
"2013-03-16",20.8003
"2013-03-17",20.4407
"2013-03-18",20.2089
"2013-03-19",20.0512
"2013-03-20",20.4691
"2013-03-21",19.7934
"2013-03-22",18.8655
"2013-03-23",20.6493
"2013-03-24",21.3811
"2013-03-25",20.9193
"2013-03-26",21.1766
"2013-03-27",21.0232
"2013-03-28",21.7724
"2013-03-29",21.5383
"2013-03-30",21.3946
"2013-03-31",20.7082
"2013-04-01",20.7358
"2013-04-02",20.6032
"2013-04-03",19.5568
"2013-04-04",20.4723
"2013-04-05",21.1121
"2013-04-06",21.4929
"2013-04-07",21.7068
"2013-04-08",21.4404
"2013-04-09",20.7652
"2013-04-10",21.0042
"2013-04-11",21.4305
"2013-04-12",21.8075
"2013-04-13",21.4649
"2013-04-14",21.6217
"2013-04-15",21.5142
"2013-04-16",21.6823
"2013-04-17",21.323
"2013-04-18",21.0905
"2013-04-19",21.1498
"2013-04-20",21.9823
"2013-04-21",21.8048
"2013-04-22",21.1995
"2013-04-23",21.0347
"2013-04-24",21.7909
"2013-04-25",21.1972
"2013-04-26",20.876
"2013-04-27",21.0194
"2013-04-28",21.1868
"2013-04-29",21.1406
"2013-04-30",20.8614
"2013-05-01",21.4515
"2013-05-02",22.262
"2013-05-03",22.0768
"2013-05-04",22.9226
"2013-05-05",22.3799
"2013-05-06",22.0684
"2013-05-07",21.865
"2013-05-08",21.9239
"2013-05-09",21.7617
"2013-05-10",21.8233
"2013-05-11",22.0862
"2013-05-12",21.7643
"2013-05-13",21.1432
"2013-05-14",21.2774
"2013-05-15",20.3503
"2013-05-16",20.7133
"2013-05-17",20.934
"2013-05-18",21.9789
"2013-05-19",22.1594
"2013-05-20",21.5851
"2013-05-21",21.2912
"2013-05-22",20.8022
"2013-05-23",20.7646
"2013-05-24",21.1409
"2013-05-25",20.693
"2013-05-26",20.5474
"2013-05-27",20.4919
"2013-05-28",19.4135
"2013-05-29",20.3066
"2013-05-30",21.0462
"2013-05-31",20.4643
"2013-06-01",20.3096
"2013-06-02",19.8125
"2013-06-03",19.3418
"2013-06-04",20.2588
"2013-06-05",20.2905
"2013-06-06",20
"2013-06-07",19.6422
"2013-06-08",19.0446
"2013-06-09",19.6856
"2013-06-10",19.7411
"2013-06-11",19.9511
"2013-06-12",19.5263
"2013-06-13",20.0491
"2013-06-14",19.7797
"2013-06-15",19.8631
"2013-06-16",19.7414
"2013-06-17",19.5894
"2013-06-18",19.9171
"2013-06-19",19.8816
"2013-06-20",19.4652
"2013-06-21",20.1048
"2013-06-22",19.9661
"2013-06-23",20.1276
"2013-06-24",19.7235
"2013-06-25",18.9363
"2013-06-26",19.206
"2013-06-27",19.8783
"2013-06-28",20.0892
"2013-06-29",19.6815
"2013-06-30",19.8595
"2013-07-01",19.1476
"2013-07-02",19.0365
"2013-07-03",18.5941
"2013-07-04",19.387
"2013-07-05",19.8899
"2013-07-06",20.8113
"2013-07-07",19.9936
"2013-07-08",19.6984
"2013-07-09",19.1811
"2013-07-10",19.1636
"2013-07-11",18.9785
"2013-07-12",18.979
"2013-07-13",18.1835
"2013-07-14",19.4672
"2013-07-15",19.4937
"2013-07-16",19.2059
"2013-07-17",19.265
"2013-07-18",19.253
"2013-07-19",18.6906
"2013-07-20",18.7377
"2013-07-21",18.9324
"2013-07-22",19.2915
"2013-07-23",18.4354
"2013-07-24",18.2714
"2013-07-25",19.069
"2013-07-26",18.0993
"2013-07-27",19.0179
"2013-07-28",19.678
"2013-07-29",19.4474
"2013-07-30",18.1973
"2013-07-31",17.7824
"2013-08-01",18.1742
"2013-08-02",18.9019
"2013-08-03",19.5169
"2013-08-04",19.1802
"2013-08-05",18.6515
"2013-08-06",18.5112
"2013-08-07",19.0425
"2013-08-08",18.7715
"2013-08-09",18.9344
"2013-08-10",19.3893
"2013-08-11",19.509
"2013-08-12",19.4112
"2013-08-13",18.7494
"2013-08-14",18.4006
"2013-08-15",18.0651
"2013-08-16",18.2717
"2013-08-17",18.6774
"2013-08-18",19.2653
"2013-08-19",18.562
"2013-08-20",18.4647
"2013-08-21",18.6875
"2013-08-22",18.1145
"2013-08-23",18.0117
"2013-08-24",18.4488
"2013-08-25",18.6409
"2013-08-26",18.9175
"2013-08-27",19.1029
"2013-08-28",20.3349
"2013-08-29",20.6656
"2013-08-30",20.8819
"2013-08-31",21.3278
"2013-09-01",21.4377
"2013-09-02",20.9152
"2013-09-03",20.196
"2013-09-04",19.522
"2013-09-05",18.9735
"2013-09-06",19.1744
"2013-09-07",18.9982
"2013-09-08",20.0028
"2013-09-09",19.7402
"2013-09-10",19.6911
"2013-09-11",19.6661
"2013-09-12",19.5276
"2013-09-13",19.7575
"2013-09-14",19.9197
"2013-09-15",19.018
"2013-09-16",19.697
"2013-09-17",19.9452
"2013-09-18",20.1149
"2013-09-19",19.972
"2013-09-20",19.8976
"2013-09-21",19.2455
"2013-09-22",19.0031
"2013-09-23",19.0988
"2013-09-24",18.0521
"2013-09-25",19.1431
"2013-09-26",19.4882
"2013-09-27",19.3457
"2013-09-28",19.0505
"2013-09-29",17.8409
"2013-09-30",17.9746
"2013-10-01",19.2951
"2013-10-02",18.8327
"2013-10-03",18.5225
"2013-10-04",19.2724
"2013-10-05",18.9531
"2013-10-06",16.6707
"2013-10-07",18.2695
"2013-10-08",17.2108
"2013-10-09",18.3993
"2013-10-10",19.1624
"2013-10-11",18.6578
"2013-10-12",19.1553
"2013-10-13",19.1049
"2013-10-14",19.0846
"2013-10-15",18.9544
"2013-10-16",19.5577
"2013-10-17",20.4784
"2013-10-18",20.5334
"2013-10-19",20.7358
"2013-10-20",20.0993
"2013-10-21",19.9544
"2013-10-22",20.0443
"2013-10-23",19.6065
"2013-10-24",19.7605
"2013-10-25",20.985
"2013-10-26",19.5951
"2013-10-27",20.7117
"2013-10-28",20.6611
"2013-10-29",20.2921
"2013-10-30",20.1777
"2013-10-31",20.3671
"2013-11-01",20.7615
"2013-11-02",20.68
"2013-11-03",20.6958
"2013-11-04",20.621
"2013-11-05",20.3638
"2013-11-06",20.0434
"2013-11-07",19.8031
"2013-11-08",19.9778
"2013-11-09",20.5013
"2013-11-10",20.6039
"2013-11-11",20.8188
"2013-11-12",20.6369
"2013-11-13",19.3296
"2013-11-14",18.8883
"2013-11-15",18.6551
"2013-11-16",19.6875
"2013-11-17",20.5719
"2013-11-18",20.0302
"2013-11-19",20.1591
"2013-11-20",19.9531
"2013-11-21",19.7313
"2013-11-22",20.374
"2013-11-23",20.3647
"2013-11-24",20.7415
"2013-11-25",20.3461
"2013-11-26",19.6403
"2013-11-27",19.335
"2013-11-28",18.2823
"2013-11-29",17.6536
"2013-11-30",19.4479
"2013-12-01",20.2379
"2013-12-02",19.8068
"2013-12-03",19.801
"2013-12-04",20.343
"2013-12-05",19.7823
"2013-12-06",20.0119
"2013-12-07",19.8913
"2013-12-08",19.9675
"2013-12-09",19.6064
"2013-12-10",18.8295
"2013-12-11",18.5518
"2013-12-12",19.6788
"2013-12-13",19.6691
"2013-12-14",20.0434
"2013-12-15",20.3162
"2013-12-16",19.1616
"2013-12-17",18.4987
"2013-12-18",19.8758
"2013-12-19",20.288
"2013-12-20",20.2766
"2013-12-21",20.0931
"2013-12-22",17.9833
"2013-12-23",18.2857
"2013-12-24",20.3297
"2013-12-25",18.9387
"2013-12-26",17.6577
"2013-12-27",18.5149
"2013-12-28",18.9924
"2013-12-29",18.5201
"2013-12-30",18.8574
"2013-12-31",19.2819
"2014-01-01",18.452
"2014-01-02",19.5065
"2014-01-03",20.0439
"2014-01-04",18.7069
"2014-01-05",19.5092
"2014-01-06",20.2711
"2014-01-07",20.6247
"2014-01-08",20.2351
"2014-01-09",20.0332
"2014-01-10",19.4044
"2014-01-11",19.4719
"2014-01-12",19.8653
"2014-01-13",20.4487
"2014-01-14",20.3937
"2014-01-15",20.4004
"2014-01-16",19.943
"2014-01-17",19.1812
"2014-01-18",18.9406
"2014-01-19",18.1335
"2014-01-20",18.4026
"2014-01-21",18.7141
"2014-01-22",19.2189
"2014-01-23",18.9862
"2014-01-24",18.2184
"2014-01-25",16.9624
"2014-01-26",17.317
"2014-01-27",18.6905
"2014-01-28",19.0066
"2014-01-29",19.7749
"2014-01-30",19.8389
"2014-01-31",19.9534
"2014-02-01",19.8669
"2014-02-02",19.4001
"2014-02-03",17.9986
"2014-02-04",17.778
"2014-02-05",17.0988
"2014-02-06",13.9659
"2014-02-07",14.4923
"2014-02-08",16.4526
"2014-02-09",16.1367
"2014-02-10",16.2666
"2014-02-11",15.9721
"2014-02-12",16.5975
"2014-02-13",17.7392
"2014-02-14",18.9416
"2014-02-15",19.3428
"2014-02-16",20.006
"2014-02-17",19.9579
"2014-02-18",19.0304
"2014-02-19",19.7005
"2014-02-20",19.9321
"2014-02-21",19.5839
"2014-02-22",19.0278
"2014-02-23",19.6875
"2014-02-24",19.7125
"2014-02-25",19.0868
"2014-02-26",18.9948
"2014-02-27",19.761
"2014-02-28",20.2396
"2014-03-01",19.0585
"2014-03-02",19.4062
"2014-03-03",19.2633
"2014-03-04",19.7483
"2014-03-05",19.8472
"2014-03-06",20.29
"2014-03-07",19.998
"2014-03-08",19.4628
"2014-03-09",18.9735
"2014-03-10",18.0427
"2014-03-11",17.8542
"2014-03-12",18.4962
"2014-03-13",17.8288
"2014-03-14",15.7206
"2014-03-15",18.2064
"2014-03-16",19.4416
"2014-03-17",20.3339
"2014-03-18",20.4656
"2014-03-19",20.7291
"2014-03-20",20.719
"2014-03-21",20.5164
"2014-03-22",18.5346
"2014-03-23",18.0918
"2014-03-24",18.3281
"2014-03-25",17.2888
"2014-03-26",18.9217
"2014-03-27",20.3293
"2014-03-28",20.0568
"2014-03-29",16.6634
"2014-03-30",12.1493
"2014-03-31",15.2501
"2014-04-01",18.0299
"2014-04-02",19.1463
"2014-04-03",19.0645
"2014-04-04",19.9667
"2014-04-05",20.8285
"2014-04-06",20.1132
"2014-04-07",20.6844
"2014-04-08",20.655
"2014-04-09",19.9364
"2014-04-10",17.825
"2014-04-11",18.4242
"2014-04-12",19.3549
"2014-04-13",18.9877
"2014-04-14",17.9383
"2014-04-15",18.131
"2014-04-16",18.4919
"2014-04-17",19.1131
"2014-04-18",19.5132
"2014-04-19",19.2806
"2014-04-20",19.9263
"2014-04-21",20.3992
"2014-04-22",20.7519
"2014-04-23",21.3628
"2014-04-24",21.3895
"2014-04-25",21.1216
"2014-04-26",20.7217
"2014-04-27",21.3527
"2014-04-28",21.0322
"2014-04-29",20.7775
"2014-04-30",21.1574
"2014-05-01",21.4964
"2014-05-02",21.3413
"2014-05-03",21.3617
"2014-05-04",21.934
"2014-05-05",21.9404
"2014-05-06",21.5845
"2014-05-07",21.3867
"2014-05-08",22.0298
"2014-05-09",22.1142
"2014-05-10",21.9705
"2014-05-11",21.7717
"2014-05-12",21.7218
"2014-05-13",21.5059
"2014-05-14",21.3219
"2014-05-15",21.2382
"2014-05-16",21.3002
"2014-05-17",20.3956
"2014-05-18",20.5363
"2014-05-19",21.3528
"2014-05-20",21.1189
"2014-05-21",20.6249
"2014-05-22",20.7862
"2014-05-23",21.2883
"2014-05-24",21.8324
"2014-05-25",21.6202
"2014-05-26",21.3069
"2014-05-27",21.8091
"2014-05-28",21.8034
"2014-05-29",21.5102
"2014-05-30",21.3349
"2014-05-31",21.2482
"2014-06-01",21.5853
"2014-06-02",21.3672
"2014-06-03",20.503
"2014-06-04",20.2914
"2014-06-05",20.2853
"2014-06-06",20.1966
"2014-06-07",20.3125
"2014-06-08",20.7432
"2014-06-09",19.983
"2014-06-10",19.9109
"2014-06-11",20.5125
"2014-06-12",20.5727
"2014-06-13",20.2286
"2014-06-14",20.5293
"2014-06-15",19.699
"2014-06-16",19.0803
"2014-06-17",18.9819
"2014-06-18",19.2447
"2014-06-19",19.9654
"2014-06-20",19.9692
"2014-06-21",20.0615
"2014-06-22",19.458
"2014-06-23",19.2663
"2014-06-24",19.3092
"2014-06-25",19.5606
"2014-06-26",19.226
"2014-06-27",19.1182
"2014-06-28",19.5009
"2014-06-29",19.5386
"2014-06-30",19.8696
"2014-07-01",20.142
"2014-07-02",19.1164
"2014-07-03",19.4739
"2014-07-04",19.8794
"2014-07-05",20.0682
"2014-07-06",19.5828
"2014-07-07",19.1578
"2014-07-08",19.3547
"2014-07-09",19.4364
"2014-07-10",19.0268
"2014-07-11",18.5682
"2014-07-12",19.3043
"2014-07-13",19.0657
"2014-07-14",19.0598
"2014-07-15",18.275
"2014-07-16",18.7339
"2014-07-17",18.2909
"2014-07-18",19.0153
"2014-07-19",19.1139
"2014-07-20",18.9432
"2014-07-21",18.3589
"2014-07-22",18.8943
"2014-07-23",18.7651
"2014-07-24",18.7341
"2014-07-25",18.8275
"2014-07-26",19.425
"2014-07-27",20.2024
"2014-07-28",19.6929
"2014-07-29",19.0081
"2014-07-30",18.1169
"2014-07-31",19.3985
"2014-08-01",19.5849
"2014-08-02",19.5789
"2014-08-03",20.0203
"2014-08-04",19.4468
"2014-08-05",19.1272
"2014-08-06",18.3236
"2014-08-07",19.2365
"2014-08-08",19.3535
"2014-08-09",19.0154
"2014-08-10",19.1926
"2014-08-11",19.4514
"2014-08-12",18.3603
"2014-08-13",18.6424
"2014-08-14",18.9145
"2014-08-15",19.3314
"2014-08-16",19.4083
"2014-08-17",19.9434
"2014-08-18",20.692
"2014-08-19",21.0219
"2014-08-20",21.3163
"2014-08-21",21.0684
"2014-08-22",20.5192
"2014-08-23",20.3186
"2014-08-24",20.4777
"2014-08-25",20.1165
"2014-08-26",18.3357
"2014-08-27",17.2833
"2014-08-28",18.3923
"2014-08-29",18.9212
"2014-08-30",18.8522
"2014-08-31",19.2389
"2014-09-01",19.4852
"2014-09-02",20.1359
"2014-09-03",20.1418
"2014-09-04",20.1765
"2014-09-05",20.0904
"2014-09-06",20.1882
"2014-09-07",19.9293
"2014-09-08",19.7927
"2014-09-09",19.6219
"2014-09-10",19.5915
"2014-09-11",19.3119
"2014-09-12",19.1857
"2014-09-13",19.2951
"2014-09-14",19.641
"2014-09-15",19.2011
"2014-09-16",19.143
"2014-09-17",18.7313
"2014-09-18",19.1199
"2014-09-19",18.7892
"2014-09-20",18.0405
"2014-09-21",18.8273
"2014-09-22",18.8456
"2014-09-23",19.734
"2014-09-24",20.1461
"2014-09-25",20.5547
"2014-09-26",21.0174
"2014-09-27",21.162
"2014-09-28",21.0528
"2014-09-29",21.6747
"2014-09-30",20.7406
"2014-10-01",20.6363
"2014-10-02",20.9439
"2014-10-03",21.1488
"2014-10-04",21.7611
"2014-10-05",21.5997
"2014-10-06",21.0274
"2014-10-07",20.4414
"2014-10-08",20.614
"2014-10-09",21.0431
"2014-10-10",20.7048
"2014-10-11",19.4693
"2014-10-12",20.1522
"2014-10-13",20.0998
"2014-10-14",20.881
"2014-10-15",20.7314
"2014-10-16",20.9927
"2014-10-17",21.0861
"2014-10-18",21.0171
"2014-10-19",21.1476
"2014-10-20",20.9977
"2014-10-21",20.9147
"2014-10-22",20.8435
"2014-10-23",21.04
"2014-10-24",20.6046
"2014-10-25",21.091
"2014-10-26",20.802
"2014-10-27",20.3892
"2014-10-28",20.59
"2014-10-29",20.7155
"2014-10-30",20.6755
"2014-10-31",20.2057
"2014-11-01",20.4819
"2014-11-02",20.3607
"2014-11-03",20.4265
"2014-11-04",20.1368
"2014-11-05",20.2213
"2014-11-06",19.0911
"2014-11-07",17.3918
"2014-11-08",18.666
"2014-11-09",19.2877
"2014-11-10",19.7632
"2014-11-11",19.9627
"2014-11-12",20.6668
"2014-11-13",20.6784
"2014-11-14",20.7053
"2014-11-15",20.1348
"2014-11-16",20.1102
"2014-11-17",20.5251
"2014-11-18",20.6105
"2014-11-19",20.0275
"2014-11-20",20.7145
"2014-11-21",20.802
"2014-11-22",20.6181
"2014-11-23",20.3981
"2014-11-24",19.1433
"2014-11-25",19.985
"2014-11-26",20.3995
"2014-11-27",21.0246
"2014-11-28",21.1745
"2014-11-29",20.4178
"2014-11-30",20.7637
"2014-12-01",21.2482
"2014-12-02",20.9819
"2014-12-03",20.5286
"2014-12-04",19.6295
"2014-12-05",19.5795
"2014-12-06",20.4787
"2014-12-07",21.1849
"2014-12-08",20.787
"2014-12-09",21.2171
"2014-12-10",20.3846
"2014-12-11",20.433
"2014-12-12",20.4332
"2014-12-13",20.2521
"2014-12-14",20.0486
"2014-12-15",20.7257
"2014-12-16",20.8646
"2014-12-17",20.6744
"2014-12-18",21.0316
"2014-12-19",20.6242
"2014-12-20",19.8833
"2014-12-21",20.6536
"2014-12-22",20.3959
"2014-12-23",20.7185
"2014-12-24",20.5953
"2014-12-25",20.1213
"2014-12-26",19.2126
"2014-12-27",19.4388
"2014-12-28",20.6279
"2014-12-29",20.5817
"2014-12-30",20.0256
"2014-12-31",20.6148
"2015-01-01",20.7985
"2015-01-02",19.9004
"2015-01-03",19.9584
"2015-01-04",19.9516
"2015-01-05",19.6428
"2015-01-06",19.6231
"2015-01-07",18.821
"2015-01-08",17.9601
"2015-01-09",16.7114
"2015-01-10",16.8763
"2015-01-11",16.7829
"2015-01-12",16.1813
"2015-01-13",16.7316
"2015-01-14",18.1427
"2015-01-15",18.7824
"2015-01-16",19.4458
"2015-01-17",18.7317
"2015-01-18",19.3735
"2015-01-19",17.9954
"2015-01-20",17.4268
"2015-01-21",16.85
"2015-01-22",17.4675
"2015-01-23",19.0194
"2015-01-24",19.4095
"2015-01-25",19.1018
"2015-01-26",18.9021
"2015-01-27",19.2569
"2015-01-28",19.9687
"2015-01-29",20.4872
"2015-01-30",20.055
"2015-01-31",19.3266
"2015-02-01",19.3784
"2015-02-02",20.2266
"2015-02-03",20.0703
"2015-02-04",19.9821
"2015-02-05",20.0658
"2015-02-06",19.777
"2015-02-07",19.4204
"2015-02-08",19.6831
"2015-02-09",20.2055
"2015-02-10",20.0894
"2015-02-11",20.2907
"2015-02-12",20.5267
"2015-02-13",20.2606
"2015-02-14",18.519
"2015-02-15",14.3941
"2015-02-16",13.9975
"2015-02-17",15.0833
"2015-02-18",15.5464
"2015-02-19",15.8749
"2015-02-20",17.6807
"2015-02-21",18.6877
"2015-02-22",19.6377
"2015-02-23",19.9484
"2015-02-24",20.8476
"2015-02-25",20.7779
"2015-02-26",20.6419
"2015-02-27",20.225
"2015-02-28",19.8376
"2015-03-01",20.3997
"2015-03-02",20.4365
"2015-03-03",18.9427
"2015-03-04",19.7001
"2015-03-05",20.4594
"2015-03-06",19.9593
"2015-03-07",18.9521
"2015-03-08",18.7714
"2015-03-09",18.4277
"2015-03-10",18.086
"2015-03-11",18.4886
"2015-03-12",20.5977
"2015-03-13",20.2736
"2015-03-14",20.512
"2015-03-15",20.5403
"2015-03-16",20.6266
"2015-03-17",19.9875
"2015-03-18",17.0299
"2015-03-19",17.1573
"2015-03-20",18.0964
"2015-03-21",18.6385
"2015-03-22",18.4741
"2015-03-23",17.2239
"2015-03-24",16.3612
"2015-03-25",17.3749
"2015-03-26",19.9265
"2015-03-27",20.4989
"2015-03-28",20.1111
"2015-03-29",20.3774
"2015-03-30",20.6015
"2015-03-31",20.6691
"2015-04-01",20.7891
"2015-04-02",20.8972
"2015-04-03",21.733
"2015-04-04",21.0299
"2015-04-05",20.6763
"2015-04-06",20.721
"2015-04-07",21.0999
"2015-04-08",21.061
"2015-04-09",21.1721
"2015-04-10",21.0305
"2015-04-11",20.6783
"2015-04-12",20.6479
"2015-04-13",19.6053
"2015-04-14",20.1547
"2015-04-15",21.1024
"2015-04-16",21.0712
"2015-04-17",20.9656
"2015-04-18",21.0519
"2015-04-19",21.5286
"2015-04-20",21.4128
"2015-04-21",20.9273
"2015-04-22",21.6645
"2015-04-23",21.2966
"2015-04-24",21.3166
"2015-04-25",21.1104
"2015-04-26",21.0513
"2015-04-27",20.8356
"2015-04-28",21.0233
"2015-04-29",20.4023
"2015-04-30",21.1666
"2015-05-01",21.2181
"2015-05-02",21.6506
"2015-05-03",21.2524
"2015-05-04",21.0374
"2015-05-05",21.1689
"2015-05-06",21.382
"2015-05-07",21.3235
"2015-05-08",21.8788
"2015-05-09",22.0059
"2015-05-10",21.9111
"2015-05-11",22.4616
"2015-05-12",22.078
"2015-05-13",21.9602
"2015-05-14",22.2775
"2015-05-15",22.203
"2015-05-16",22.2012
"2015-05-17",21.4109
"2015-05-18",21.3308
"2015-05-19",21.529
"2015-05-20",21.6836
"2015-05-21",21.7327
"2015-05-22",21.7798
"2015-05-23",21.4402
"2015-05-24",21.4761
"2015-05-25",21.4925
"2015-05-26",21.9705
"2015-05-27",21.8211
"2015-05-28",21.8216
"2015-05-29",21.2783
"2015-05-30",21.709
"2015-05-31",21.8584
"2015-06-01",21.1989
"2015-06-02",21.4384
"2015-06-03",22.1165
"2015-06-04",22.034
"2015-06-05",20.7931
"2015-06-06",21.3257
"2015-06-07",21.3758
"2015-06-08",20.5311
"2015-06-09",20.465
"2015-06-10",20.4759
"2015-06-11",21.1587
"2015-06-12",20.5937
"2015-06-13",20.4076
"2015-06-14",20.5686
"2015-06-15",21.0442
"2015-06-16",20.1132
"2015-06-17",20.5074
"2015-06-18",20.5964
"2015-06-19",20.1018
"2015-06-20",19.7083
"2015-06-21",18.6232
"2015-06-22",18.8847
"2015-06-23",19.8026
"2015-06-24",19.2833
"2015-06-25",19.82
"2015-06-26",20.534
"2015-06-27",20.332
"2015-06-28",20.739
"2015-06-29",20.4809
"2015-06-30",20.3487
"2015-07-01",20.3558
"2015-07-02",19.7173
"2015-07-03",19.9012
"2015-07-04",20.1772
"2015-07-05",19.9772
"2015-07-06",18.6349
"2015-07-07",18.7016
"2015-07-08",18.3624
"2015-07-09",18.8161
"2015-07-10",20.2244
"2015-07-11",20.3153
"2015-07-12",19.4334
"2015-07-13",19.8695
"2015-07-14",19.8952
"2015-07-15",20.0203
"2015-07-16",20.077
"2015-07-17",19.7863
"2015-07-18",19.8186
"2015-07-19",19.2643
"2015-07-20",18.7888
"2015-07-21",19.2571
"2015-07-22",19.3981
"2015-07-23",20.0451
"2015-07-24",18.76
"2015-07-25",19.4457
"2015-07-26",18.9813
"2015-07-27",18.7758
"2015-07-28",18.7708
"2015-07-29",18.5757
"2015-07-30",18.9297
"2015-07-31",18.9642
"2015-08-01",19.3637
"2015-08-02",19.368
"2015-08-03",19.2052
"2015-08-04",19.4464
"2015-08-05",19.5377
"2015-08-06",19.1187
"2015-08-07",19.3558
"2015-08-08",18.5876
"2015-08-09",19.6035
"2015-08-10",19.9824
"2015-08-11",19.5876
"2015-08-12",19.685
"2015-08-13",19.6858
"2015-08-14",20.4531
"2015-08-15",20.6132
"2015-08-16",20.5045
"2015-08-17",20.7973
"2015-08-18",20.813
"2015-08-19",20.6791
"2015-08-20",21.1446
"2015-08-21",19.9713
"2015-08-22",19.8391
"2015-08-23",19.655
"2015-08-24",19.711
"2015-08-25",19.8548
"2015-08-26",19.4746
"2015-08-27",19.6367
"2015-08-28",19.4963
"2015-08-29",19.7122
"2015-08-30",20.2291
"2015-08-31",19.5297
"2015-09-01",20.0673
"2015-09-02",20.5754
"2015-09-03",21.4276
"2015-09-04",21.6625
"2015-09-05",21.5828
"2015-09-06",21.2827
"2015-09-07",19.6313
"2015-09-08",20.6407
"2015-09-09",20.2393
"2015-09-10",20.6229
"2015-09-11",20.3739
"2015-09-12",20.6311
"2015-09-13",20.2293
"2015-09-14",20.5641
"2015-09-15",20.4019
"2015-09-16",20.3755
"2015-09-17",20.6623
"2015-09-18",20.8521
"2015-09-19",20.3589
"2015-09-20",20.3111
"2015-09-21",20.6041
"2015-09-22",20.5873
"2015-09-23",21.3374
"2015-09-24",21.1428
"2015-09-25",21.4221
"2015-09-26",21.26
"2015-09-27",20.8699
"2015-09-28",20.9494
"2015-09-29",21.2982
"2015-09-30",20.9106
"2015-10-01",21.5571
"2015-10-02",21.4092
"2015-10-03",21.0635
"2015-10-04",21.0229
"2015-10-05",20.5503
"2015-10-06",20.8498
"2015-10-07",21.255
"2015-10-08",21.0399
"2015-10-09",20.7151
"2015-10-10",20.3927
"2015-10-11",21.0438
"2015-10-12",21.4121
"2015-10-13",21.4995
"2015-10-14",21.2956
"2015-10-15",21.0117
"2015-10-16",21.1532
"2015-10-17",21.1488
"2015-10-18",21.425
"2015-10-19",21.6655
"2015-10-20",21.3012
"2015-10-21",20.9125
"2015-10-22",21.448
"2015-10-23",21.6414
"2015-10-24",21.5913
"2015-10-25",20.6036
"2015-10-26",20.3919
"2015-10-27",20.4741
"2015-10-28",20.6072
"2015-10-29",20.9545
"2015-10-30",21.5057
"2015-10-31",21.3304
"2015-11-01",21.1251
"2015-11-02",20.9504
"2015-11-03",20.4235
"2015-11-04",21.0256
"2015-11-05",20.891
"2015-11-06",20.8011
"2015-11-07",21.0516
"2015-11-08",21.3022
"2015-11-09",21.1394
"2015-11-10",21.7064
"2015-11-11",21.2643
"2015-11-12",21.0257
"2015-11-13",21.3666
