,"(deg C) Mean Dew Point Temperature (ERA5) at Colombo, 2007-01-01 to 2025-12-31"
"2012-11-27",23.8809
"2012-11-28",22.7947
"2012-11-29",22.1398
"2012-11-30",20.9494
"2012-12-01",20.6513
"2012-12-02",21.2554
"2012-12-03",23.1434
"2012-12-04",24.1515
"2012-12-05",24.0501
"2012-12-06",24.2411
"2012-12-07",24.263
"2012-12-08",23.4907
"2012-12-09",23.7319
"2012-12-10",22.5565
"2012-12-11",22.4783
"2012-12-12",22.723
"2012-12-13",21.1213
"2012-12-14",20.8155
"2012-12-15",22.843
"2012-12-16",22.8863
"2012-12-17",23.0947
"2012-12-18",23.0446
"2012-12-19",23.4925
"2012-12-20",23.78
"2012-12-21",23.5865
"2012-12-22",23.0657
"2012-12-23",23.3063
"2012-12-24",23.6002
"2012-12-25",24.0132
"2012-12-26",24.2007
"2012-12-27",24.0831
"2012-12-28",24.4989
"2012-12-29",24.8482
"2012-12-30",24.3832
"2012-12-31",24.1131
"2013-01-01",23.1557
"2013-01-02",23.0806
"2013-01-03",23.3041
"2013-01-04",23.1625
"2013-01-05",23.0621
"2013-01-06",22.2882
"2013-01-07",22.5186
"2013-01-08",23.6437
"2013-01-09",23.6847
"2013-01-10",23.7114
"2013-01-11",23.1228
"2013-01-12",21.5476
"2013-01-13",19.7284
"2013-01-14",19.7088
"2013-01-15",20.1737
"2013-01-16",19.8853
"2013-01-17",19.9373
"2013-01-18",19.766
"2013-01-19",19.9949
"2013-01-20",22.3761
"2013-01-21",21.3329
"2013-01-22",20.9076
"2013-01-23",22.7268
"2013-01-24",22.9636
"2013-01-25",22.5394
"2013-01-26",21.8819
"2013-01-27",20.3233
"2013-01-28",19.9325
"2013-01-29",19.2388
"2013-01-30",18.9799
"2013-01-31",19.1312
"2013-02-01",20.955
"2013-02-02",21.4004
"2013-02-03",21.6207
"2013-02-04",21.9638
"2013-02-05",22.7675
"2013-02-06",23.262
"2013-02-07",23.4828
"2013-02-08",23.7515
"2013-02-09",23.531
"2013-02-10",22.3502
"2013-02-11",22.1554
"2013-02-12",22.9034
"2013-02-13",24.0432
"2013-02-14",23.8342
"2013-02-15",23.8565
"2013-02-16",24.0542
"2013-02-17",23.8642
"2013-02-18",23.8705
"2013-02-19",23.6996
"2013-02-20",23.0501
"2013-02-21",21.5384
"2013-02-22",21.3039
"2013-02-23",20.6455
"2013-02-24",21.8348
"2013-02-25",22.1284
"2013-02-26",21.1759
"2013-02-27",20.4114
"2013-02-28",21.2439
"2013-03-01",21.7774
"2013-03-02",21.6638
"2013-03-03",20.7435
"2013-03-04",23.5019
"2013-03-05",24.2264
"2013-03-06",24.5818
"2013-03-07",24.5488
"2013-03-08",24.584
"2013-03-09",24.1315
"2013-03-10",24.8895
"2013-03-11",24.8974
"2013-03-12",24.8298
"2013-03-13",24.5349
"2013-03-14",24.4293
"2013-03-15",24.2354
"2013-03-16",24.2319
"2013-03-17",24.4047
"2013-03-18",24.2248
"2013-03-19",24.3229
"2013-03-20",24.267
"2013-03-21",24.0616
"2013-03-22",23.7597
"2013-03-23",24.2305
"2013-03-24",24.5765
"2013-03-25",24.2742
"2013-03-26",24.2601
"2013-03-27",24.469
"2013-03-28",25.0892
"2013-03-29",24.9635
"2013-03-30",25.0766
"2013-03-31",25.3227
"2013-04-01",25.5081
"2013-04-02",25.0751
"2013-04-03",24.6085
"2013-04-04",25.1924
"2013-04-05",25.4748
"2013-04-06",25.9746
"2013-04-07",25.4651
"2013-04-08",25.3908
"2013-04-09",25.2894
"2013-04-10",24.5844
"2013-04-11",24.8382
"2013-04-12",24.9921
"2013-04-13",25.0778
"2013-04-14",25.0785
"2013-04-15",24.9886
"2013-04-16",25.2355
"2013-04-17",25.7932
"2013-04-18",25.4376
"2013-04-19",25.3045
"2013-04-20",24.6749
"2013-04-21",24.6568
"2013-04-22",24.4383
"2013-04-23",24.3744
"2013-04-24",24.7404
"2013-04-25",24.551
"2013-04-26",24.51
"2013-04-27",24.8337
"2013-04-28",25.0189
"2013-04-29",25.8896
"2013-04-30",25.646
"2013-05-01",24.8925
"2013-05-02",25.3175
"2013-05-03",25.0606
"2013-05-04",25.4709
"2013-05-05",25.4252
"2013-05-06",24.9489
"2013-05-07",25.1273
"2013-05-08",25.1076
"2013-05-09",25.8376
"2013-05-10",25.9688
"2013-05-11",26.2863
"2013-05-12",26.0355
"2013-05-13",25.201
"2013-05-14",25.4737
"2013-05-15",25.3422
"2013-05-16",25.8819
"2013-05-17",25.6905
"2013-05-18",26.0438
"2013-05-19",25.6091
"2013-05-20",24.3757
"2013-05-21",24.9542
"2013-05-22",25.1999
"2013-05-23",25.4313
"2013-05-24",25.3645
"2013-05-25",24.9422
"2013-05-26",25.152
"2013-05-27",24.8046
"2013-05-28",24.7272
"2013-05-29",24.9348
"2013-05-30",25.11
"2013-05-31",24.2498
"2013-06-01",24.3433
"2013-06-02",24.0301
"2013-06-03",23.8483
"2013-06-04",24.7763
"2013-06-05",25.0303
"2013-06-06",24.9301
"2013-06-07",24.6334
"2013-06-08",23.3313
"2013-06-09",24.5745
"2013-06-10",24.8835
"2013-06-11",24.4525
"2013-06-12",23.9924
"2013-06-13",24.5895
"2013-06-14",24.8821
"2013-06-15",24.5435
"2013-06-16",24.2476
"2013-06-17",24.0684
"2013-06-18",24.2809
"2013-06-19",24.2927
"2013-06-20",24.3091
"2013-06-21",24.5328
"2013-06-22",24.0619
"2013-06-23",24.3896
"2013-06-24",24.7147
"2013-06-25",24.1691
"2013-06-26",24.2526
"2013-06-27",24.4874
"2013-06-28",24.1884
"2013-06-29",24.1386
"2013-06-30",24.1122
"2013-07-01",24.1978
"2013-07-02",24.2624
"2013-07-03",24.2373
"2013-07-04",24.6703
"2013-07-05",24.9067
"2013-07-06",24.3586
"2013-07-07",24.4358
"2013-07-08",24.1845
"2013-07-09",24.0299
"2013-07-10",23.6972
"2013-07-11",23.9376
"2013-07-12",24.3275
"2013-07-13",24.4618
"2013-07-14",24.5941
"2013-07-15",24.3834
"2013-07-16",24.037
"2013-07-17",24.1471
"2013-07-18",24.0898
"2013-07-19",24.2413
"2013-07-20",24.2628
"2013-07-21",24.4174
"2013-07-22",23.8467
"2013-07-23",23.5586
"2013-07-24",23.9648
"2013-07-25",23.9577
"2013-07-26",23.6337
"2013-07-27",24.4608
"2013-07-28",24.4725
"2013-07-29",24.207
"2013-07-30",24.0108
"2013-07-31",23.9979
"2013-08-01",24.776
"2013-08-02",24.5215
"2013-08-03",24.934
"2013-08-04",23.6029
"2013-08-05",23.2333
"2013-08-06",23.5525
"2013-08-07",23.9755
"2013-08-08",24.089
"2013-08-09",23.9839
"2013-08-10",24.4435
"2013-08-11",24.3784
"2013-08-12",24.3236
"2013-08-13",24.0258
"2013-08-14",23.9169
"2013-08-15",24.2131
"2013-08-16",24.1086
"2013-08-17",24.0934
"2013-08-18",24.1829
"2013-08-19",23.9958
"2013-08-20",24.1683
"2013-08-21",24.206
"2013-08-22",24.3455
"2013-08-23",24.0515
"2013-08-24",24.0096
"2013-08-25",24.4682
"2013-08-26",24.2395
"2013-08-27",24.2982
"2013-08-28",24.6801
"2013-08-29",24.1947
"2013-08-30",24.4226
"2013-08-31",24.2465
"2013-09-01",24.3534
"2013-09-02",24.0332
"2013-09-03",23.9677
"2013-09-04",24.1722
"2013-09-05",23.6636
"2013-09-06",23.2401
"2013-09-07",23.5888
"2013-09-08",23.9216
"2013-09-09",23.7577
"2013-09-10",23.9414
"2013-09-11",23.8598
"2013-09-12",24.0271
"2013-09-13",24.2628
"2013-09-14",24.5359
"2013-09-15",24.4146
"2013-09-16",24.379
"2013-09-17",24.0901
"2013-09-18",24.2232
"2013-09-19",24.7392
"2013-09-20",24.866
"2013-09-21",24.6175
"2013-09-22",24.6749
"2013-09-23",24.4134
"2013-09-24",23.8845
"2013-09-25",24.1451
"2013-09-26",24.2168
"2013-09-27",24.0163
"2013-09-28",24.1931
"2013-09-29",23.9746
"2013-09-30",24.3021
"2013-10-01",24.7154
"2013-10-02",24.6957
"2013-10-03",24.4075
"2013-10-04",24.329
"2013-10-05",24.0146
"2013-10-06",23.241
"2013-10-07",23.9005
"2013-10-08",23.5534
"2013-10-09",24.0661
"2013-10-10",24.6687
"2013-10-11",24.4894
"2013-10-12",24.3766
"2013-10-13",24.6394
"2013-10-14",24.3813
"2013-10-15",24.4134
"2013-10-16",24.6952
"2013-10-17",23.9332
"2013-10-18",23.9532
"2013-10-19",23.6079
"2013-10-20",24.0286
"2013-10-21",24.3156
"2013-10-22",24.6677
"2013-10-23",24.617
"2013-10-24",24.6038
"2013-10-25",24.2992
"2013-10-26",23.8991
"2013-10-27",24.5107
"2013-10-28",24.1941
"2013-10-29",24.4837
"2013-10-30",24.0987
"2013-10-31",23.806
"2013-11-01",23.9058
"2013-11-02",24.1172
"2013-11-03",24.0903
"2013-11-04",24.2169
"2013-11-05",23.9663
"2013-11-06",23.7967
"2013-11-07",23.7874
"2013-11-08",23.8082
"2013-11-09",24.341
"2013-11-10",24.2206
"2013-11-11",24.177
"2013-11-12",23.8861
"2013-11-13",23.4481
"2013-11-14",23.3166
"2013-11-15",22.1787
"2013-11-16",23.084
"2013-11-17",23.6449
"2013-11-18",23.4953
"2013-11-19",23.8332
"2013-11-20",23.5172
"2013-11-21",23.4683
"2013-11-22",23.9505
"2013-11-23",23.8037
"2013-11-24",23.6722
"2013-11-25",23.7305
"2013-11-26",23.4729
"2013-11-27",22.8325
"2013-11-28",21.7543
"2013-11-29",22.7241
"2013-11-30",22.88
"2013-12-01",23.3868
"2013-12-02",23.3867
"2013-12-03",22.5731
"2013-12-04",23.136
"2013-12-05",22.9491
"2013-12-06",23.1675
"2013-12-07",23.065
"2013-12-08",23.2579
"2013-12-09",22.9942
"2013-12-10",22.4409
"2013-12-11",23.3189
"2013-12-12",23.6525
"2013-12-13",23.7004
"2013-12-14",23.3896
"2013-12-15",23.3221
"2013-12-16",21.569
"2013-12-17",20.3679
"2013-12-18",22.0899
"2013-12-19",22.6146
"2013-12-20",23.1252
"2013-12-21",23.2877
"2013-12-22",20.7282
"2013-12-23",20.691
"2013-12-24",22.6341
"2013-12-25",21.2866
"2013-12-26",20.1506
"2013-12-27",20.6353
"2013-12-28",21.4014
"2013-12-29",20.4116
"2013-12-30",20.5014
"2013-12-31",21.0265
"2014-01-01",20.3477
"2014-01-02",21.046
"2014-01-03",21.69
"2014-01-04",20.1833
"2014-01-05",20.9822
"2014-01-06",23.0791
"2014-01-07",23.6711
"2014-01-08",23.3348
"2014-01-09",22.8811
"2014-01-10",21.8493
"2014-01-11",22.01
"2014-01-12",22.493
"2014-01-13",21.9084
"2014-01-14",23.0196
"2014-01-15",23.4962
"2014-01-16",22.726
"2014-01-17",21.4335
"2014-01-18",21.1537
"2014-01-19",20.5857
"2014-01-20",20.1532
"2014-01-21",20.5289
"2014-01-22",20.9007
"2014-01-23",20.8611
"2014-01-24",19.6878
"2014-01-25",18.1029
"2014-01-26",18.5386
"2014-01-27",19.8881
"2014-01-28",20.9494
"2014-01-29",22.2964
"2014-01-30",22.0983
"2014-01-31",21.9299
"2014-02-01",21.5975
"2014-02-02",20.6753
"2014-02-03",19.6609
"2014-02-04",19.7833
"2014-02-05",18.5605
"2014-02-06",16.3963
"2014-02-07",16.431
"2014-02-08",18.4877
"2014-02-09",19.8642
"2014-02-10",18.6059
"2014-02-11",19.1406
"2014-02-12",20.1359
"2014-02-13",20.7515
"2014-02-14",21.398
"2014-02-15",22.0236
"2014-02-16",22.6643
"2014-02-17",22.5072
"2014-02-18",21.9919
"2014-02-19",21.9987
"2014-02-20",22.6359
"2014-02-21",21.9638
"2014-02-22",21.4476
"2014-02-23",22.0876
"2014-02-24",22.0005
"2014-02-25",20.5391
"2014-02-26",21.0132
"2014-02-27",22.3237
"2014-02-28",22.9634
"2014-03-01",22.0726
"2014-03-02",22.7762
"2014-03-03",22.7891
"2014-03-04",23.2549
"2014-03-05",23.4618
"2014-03-06",23.2668
"2014-03-07",22.9046
"2014-03-08",22.3598
"2014-03-09",21.4452
"2014-03-10",20.8272
"2014-03-11",20.4331
"2014-03-12",21.2685
"2014-03-13",20.1512
"2014-03-14",18.8888
"2014-03-15",20.7169
"2014-03-16",21.4889
"2014-03-17",22.5712
"2014-03-18",23.2322
"2014-03-19",24.096
"2014-03-20",24.2673
"2014-03-21",24.593
"2014-03-22",24.1878
"2014-03-23",24.1146
"2014-03-24",23.7667
"2014-03-25",21.8639
"2014-03-26",22.1586
"2014-03-27",22.9357
"2014-03-28",23.7089
"2014-03-29",22.813
"2014-03-30",23.2637
"2014-03-31",23.1434
"2014-04-01",23.8751
"2014-04-02",25.1483
"2014-04-03",24.3919
"2014-04-04",24.4702
"2014-04-05",24.1935
"2014-04-06",24.6017
"2014-04-07",24.4698
"2014-04-08",24.4068
"2014-04-09",24.19
"2014-04-10",24.3596
"2014-04-11",24.6966
"2014-04-12",25.259
"2014-04-13",24.9354
"2014-04-14",24.5518
"2014-04-15",24.5191
"2014-04-16",24.5869
"2014-04-17",24.5492
"2014-04-18",24.9927
"2014-04-19",25.1885
"2014-04-20",25.331
"2014-04-21",25.1897
"2014-04-22",24.5032
"2014-04-23",24.7441
"2014-04-24",24.7315
"2014-04-25",25.4854
"2014-04-26",25.8742
"2014-04-27",24.9329
"2014-04-28",24.9304
"2014-04-29",24.3231
"2014-04-30",24.6841
"2014-05-01",24.9002
"2014-05-02",24.7562
"2014-05-03",24.6113
"2014-05-04",24.843
"2014-05-05",24.3491
"2014-05-06",24.61
"2014-05-07",24.4553
"2014-05-08",24.9293
"2014-05-09",25.5234
"2014-05-10",25.68
"2014-05-11",25.2376
"2014-05-12",25.2106
"2014-05-13",25.2809
"2014-05-14",25.6195
"2014-05-15",24.6713
"2014-05-16",24.7544
"2014-05-17",24.4009
"2014-05-18",25.1223
"2014-05-19",25.1153
"2014-05-20",25.5601
"2014-05-21",24.8751
"2014-05-22",25.4221
"2014-05-23",25.9363
"2014-05-24",26.0237
"2014-05-25",25.7803
"2014-05-26",25.8686
"2014-05-27",25.7786
"2014-05-28",25.098
"2014-05-29",25.4265
"2014-05-30",25.285
"2014-05-31",25.849
"2014-06-01",25.9298
"2014-06-02",24.9103
"2014-06-03",24.8146
"2014-06-04",25.2416
"2014-06-05",25.4228
"2014-06-06",25.4718
"2014-06-07",25.8687
"2014-06-08",25.9224
"2014-06-09",24.8444
"2014-06-10",25.247
"2014-06-11",25.0267
"2014-06-12",25.0691
"2014-06-13",25.6777
"2014-06-14",25.8077
"2014-06-15",25.2802
"2014-06-16",24.9167
"2014-06-17",24.7676
"2014-06-18",25.327
"2014-06-19",25.2584
"2014-06-20",25.55
"2014-06-21",25.5992
"2014-06-22",25.6705
"2014-06-23",25.4336
"2014-06-24",25.2442
"2014-06-25",25.2205
"2014-06-26",24.8508
"2014-06-27",25.1898
"2014-06-28",25.3206
"2014-06-29",25.2974
"2014-06-30",24.4162
"2014-07-01",24.6653
"2014-07-02",24.9761
"2014-07-03",24.987
"2014-07-04",25.0854
"2014-07-05",24.9007
"2014-07-06",24.8888
"2014-07-07",24.8628
"2014-07-08",24.7663
"2014-07-09",24.9832
"2014-07-10",24.2534
"2014-07-11",24.5435
"2014-07-12",24.3607
"2014-07-13",24.5644
"2014-07-14",24.5146
"2014-07-15",24.7955
"2014-07-16",24.7941
"2014-07-17",24.6605
"2014-07-18",25.0127
"2014-07-19",25.0419
"2014-07-20",24.7885
"2014-07-21",24.7002
"2014-07-22",24.8512
"2014-07-23",24.9119
"2014-07-24",25.0459
"2014-07-25",25.2552
"2014-07-26",25.025
"2014-07-27",24.6351
"2014-07-28",24.7257
"2014-07-29",24.8959
"2014-07-30",24.5215
"2014-07-31",24.7021
"2014-08-01",24.4448
"2014-08-02",24.841
"2014-08-03",24.7085
"2014-08-04",24.7216
"2014-08-05",24.6234
"2014-08-06",24.8488
"2014-08-07",24.9138
"2014-08-08",24.1063
"2014-08-09",24.1036
"2014-08-10",24.5313
"2014-08-11",24.005
"2014-08-12",23.8671
"2014-08-13",24.0947
"2014-08-14",24.2511
"2014-08-15",24.3299
"2014-08-16",24.7057
"2014-08-17",24.3336
"2014-08-18",24.1658
"2014-08-19",24.091
"2014-08-20",24.2717
"2014-08-21",24.4377
"2014-08-22",23.7832
"2014-08-23",24.0257
"2014-08-24",24.4153
"2014-08-25",24.2874
"2014-08-26",23.7414
"2014-08-27",23.0756
"2014-08-28",23.263
"2014-08-29",24.1567
"2014-08-30",24.3263
"2014-08-31",24.6867
"2014-09-01",24.4174
"2014-09-02",24.2287
"2014-09-03",23.8145
"2014-09-04",24.0357
"2014-09-05",24.1726
"2014-09-06",24.3946
"2014-09-07",24.4733
"2014-09-08",24.2186
"2014-09-09",24.4506
"2014-09-10",24.3708
"2014-09-11",24.6231
"2014-09-12",24.6387
"2014-09-13",24.6521
"2014-09-14",24.4316
"2014-09-15",24.418
"2014-09-16",24.3933
"2014-09-17",24.5057
"2014-09-18",24.6332
"2014-09-19",24.5204
"2014-09-20",23.8348
"2014-09-21",24.0374
"2014-09-22",25.0077
"2014-09-23",24.7459
"2014-09-24",24.5472
"2014-09-25",24.1365
"2014-09-26",24.2398
"2014-09-27",24.1686
"2014-09-28",24.4487
"2014-09-29",24.4247
"2014-09-30",24.0324
"2014-10-01",23.8534
"2014-10-02",24.0583
"2014-10-03",24.1243
"2014-10-04",24.6516
"2014-10-05",25.0345
"2014-10-06",24.6694
"2014-10-07",24.0817
"2014-10-08",24.335
"2014-10-09",24.8314
"2014-10-10",24.7695
"2014-10-11",24.1147
"2014-10-12",24.5623
"2014-10-13",24.6411
"2014-10-14",24.4931
"2014-10-15",24.082
"2014-10-16",23.9388
"2014-10-17",23.8615
"2014-10-18",23.7263
"2014-10-19",24.5401
"2014-10-20",24.4258
"2014-10-21",23.8942
"2014-10-22",23.9182
"2014-10-23",23.8227
"2014-10-24",24.2097
"2014-10-25",24.2125
"2014-10-26",24.1049
"2014-10-27",23.9245
"2014-10-28",24.1146
"2014-10-29",24.1895
"2014-10-30",23.793
"2014-10-31",23.1187
"2014-11-01",23.3334
"2014-11-02",23.9539
"2014-11-03",23.9036
"2014-11-04",23.4172
"2014-11-05",24.3048
"2014-11-06",24.2331
"2014-11-07",23.0012
"2014-11-08",23.1336
"2014-11-09",23.355
"2014-11-10",23.7136
"2014-11-11",23.7921
"2014-11-12",24.0574
"2014-11-13",24.1503
"2014-11-14",24.1851
"2014-11-15",24.1096
"2014-11-16",23.8793
"2014-11-17",24.0539
"2014-11-18",23.8935
"2014-11-19",23.3386
"2014-11-20",23.9709
"2014-11-21",23.9774
"2014-11-22",23.8796
"2014-11-23",23.7783
"2014-11-24",22.9017
"2014-11-25",22.7167
"2014-11-26",23.2314
"2014-11-27",23.9027
"2014-11-28",24.0484
"2014-11-29",23.2123
"2014-11-30",22.9991
"2014-12-01",23.9886
"2014-12-02",24.1008
"2014-12-03",23.1726
"2014-12-04",21.719
"2014-12-05",22.7842
"2014-12-06",23.5586
"2014-12-07",24.05
"2014-12-08",24.0908
"2014-12-09",24.2055
"2014-12-10",23.9552
"2014-12-11",23.9612
"2014-12-12",23.663
"2014-12-13",24.0786
"2014-12-14",23.8334
"2014-12-15",24.0589
"2014-12-16",24.3228
"2014-12-17",24.1938
"2014-12-18",24.3761
"2014-12-19",23.8156
"2014-12-20",22.4288
"2014-12-21",23.4187
"2014-12-22",23.3023
"2014-12-23",23.4483
"2014-12-24",23.5743
"2014-12-25",23.2353
"2014-12-26",21.8856
"2014-12-27",21.9595
"2014-12-28",23.3383
"2014-12-29",23.2479
"2014-12-30",23.7289
"2014-12-31",24.0738
"2015-01-01",23.8918
"2015-01-02",22.422
"2015-01-03",22.2875
"2015-01-04",23.3096
"2015-01-05",23.4077
"2015-01-06",23.0494
"2015-01-07",21.8722
"2015-01-08",21.263
"2015-01-09",20.5272
"2015-01-10",19.4264
"2015-01-11",19.1652
"2015-01-12",18.0533
"2015-01-13",18.8236
"2015-01-14",20.9018
"2015-01-15",21.4516
"2015-01-16",22.1558
"2015-01-17",21.8226
"2015-01-18",21.4585
"2015-01-19",20.059
"2015-01-20",19.5389
"2015-01-21",19.422
"2015-01-22",20.7458
"2015-01-23",21.5822
"2015-01-24",21.8015
"2015-01-25",21.0543
"2015-01-26",20.7263
"2015-01-27",21.2137
"2015-01-28",21.8813
"2015-01-29",23.0824
"2015-01-30",22.7648
"2015-01-31",21.1643
"2015-02-01",21.2951
"2015-02-02",22.1752
"2015-02-03",22.4017
"2015-02-04",22.3621
"2015-02-05",22.5894
"2015-02-06",22.5579
"2015-02-07",21.5897
"2015-02-08",21.588
"2015-02-09",22.861
"2015-02-10",23.1162
"2015-02-11",23.2191
"2015-02-12",23.365
"2015-02-13",23.5237
"2015-02-14",22.1793
"2015-02-15",19.2633
"2015-02-16",16.7817
"2015-02-17",18.0129
"2015-02-18",18.3198
"2015-02-19",19.5244
"2015-02-20",19.4104
"2015-02-21",19.7143
"2015-02-22",20.9875
"2015-02-23",22.0469
"2015-02-24",23.3314
"2015-02-25",23.5776
"2015-02-26",23.5618
"2015-02-27",23.0777
"2015-02-28",23.0434
"2015-03-01",23.4928
"2015-03-02",24.2161
"2015-03-03",23.577
"2015-03-04",23.6305
"2015-03-05",23.466
"2015-03-06",23.193
"2015-03-07",22.6468
"2015-03-08",22.7771
"2015-03-09",22.2792
"2015-03-10",20.871
"2015-03-11",21.9648
"2015-03-12",22.6732
"2015-03-13",23.5083
"2015-03-14",23.7664
"2015-03-15",23.7645
"2015-03-16",23.9693
"2015-03-17",23.9206
"2015-03-18",23.9344
"2015-03-19",23.4591
"2015-03-20",23.3263
"2015-03-21",23.3247
"2015-03-22",23.7245
"2015-03-23",23.8545
"2015-03-24",23.384
"2015-03-25",22.9777
"2015-03-26",22.8749
"2015-03-27",24.1055
"2015-03-28",24.4313
"2015-03-29",24.2736
"2015-03-30",24.2623
"2015-03-31",24.0966
"2015-04-01",24.3019
"2015-04-02",24.1709
"2015-04-03",24.7628
"2015-04-04",25.4294
"2015-04-05",25.0826
"2015-04-06",24.9398
"2015-04-07",24.6291
"2015-04-08",24.1504
"2015-04-09",24.4391
"2015-04-10",24.7119
"2015-04-11",24.3091
"2015-04-12",24.7122
"2015-04-13",23.9218
"2015-04-14",23.9091
"2015-04-15",24.3571
"2015-04-16",24.5915
"2015-04-17",25.0007
"2015-04-18",24.5718
"2015-04-19",24.7076
"2015-04-20",24.318
"2015-04-21",24.037
"2015-04-22",24.096
"2015-04-23",24.4455
"2015-04-24",24.5241
"2015-04-25",24.5736
"2015-04-26",24.3431
"2015-04-27",24.1816
"2015-04-28",24.7032
"2015-04-29",24.42
"2015-04-30",24.4696
"2015-05-01",24.679
"2015-05-02",25.6538
"2015-05-03",25.1607
"2015-05-04",24.9736
"2015-05-05",24.9285
"2015-05-06",24.8004
"2015-05-07",24.9022
"2015-05-08",25.2601
"2015-05-09",24.9211
"2015-05-10",24.7893
"2015-05-11",24.7265
"2015-05-12",25.1051
"2015-05-13",25.0872
"2015-05-14",25.6985
"2015-05-15",25.5916
"2015-05-16",25.4272
"2015-05-17",25.3105
"2015-05-18",25.2646
"2015-05-19",25.2707
"2015-05-20",25.3404
"2015-05-21",25.3435
"2015-05-22",25.344
"2015-05-23",25.0421
"2015-05-24",25.3835
"2015-05-25",25.3626
"2015-05-26",25.8478
"2015-05-27",25.8379
"2015-05-28",25.837
"2015-05-29",25.949
"2015-05-30",25.9661
"2015-05-31",25.4813
"2015-06-01",25.2081
"2015-06-02",25.4683
"2015-06-03",25.77
"2015-06-04",25.1373
"2015-06-05",24.6809
"2015-06-06",24.9682
"2015-06-07",25.1087
"2015-06-08",25.1787
"2015-06-09",25.3151
"2015-06-10",25.3093
"2015-06-11",25.1091
"2015-06-12",24.9457
"2015-06-13",25.0858
"2015-06-14",25.0501
"2015-06-15",25.2588
"2015-06-16",24.8381
"2015-06-17",25.0418
"2015-06-18",25.4679
"2015-06-19",25.1892
"2015-06-20",25.6658
"2015-06-21",25.2972
"2015-06-22",24.8723
"2015-06-23",25.3666
"2015-06-24",25.6192
"2015-06-25",25.6272
"2015-06-26",25.157
"2015-06-27",24.8582
"2015-06-28",24.7817
"2015-06-29",24.5686
"2015-06-30",24.8177
"2015-07-01",25.0549
"2015-07-02",25.6487
"2015-07-03",25.398
"2015-07-04",25.4555
"2015-07-05",25.2899
"2015-07-06",24.8059
"2015-07-07",24.4957
"2015-07-08",24.6524
"2015-07-09",24.7515
"2015-07-10",25.1281
"2015-07-11",24.9904
"2015-07-12",25.2694
"2015-07-13",24.9782
"2015-07-14",25.3236
"2015-07-15",25.0679
"2015-07-16",24.9773
"2015-07-17",24.3903
"2015-07-18",25.0982
"2015-07-19",24.7785
"2015-07-20",24.5341
"2015-07-21",24.7544
"2015-07-22",24.492
"2015-07-23",24.2522
"2015-07-24",23.9885
"2015-07-25",24.6897
"2015-07-26",24.6636
"2015-07-27",24.2629
"2015-07-28",24.1824
"2015-07-29",24.2755
"2015-07-30",24.2542
"2015-07-31",24.0764
"2015-08-01",24.3892
"2015-08-02",24.8053
"2015-08-03",24.654
"2015-08-04",24.8459
"2015-08-05",24.4286
"2015-08-06",24.8809
"2015-08-07",25.2125
"2015-08-08",24.5688
"2015-08-09",24.8307
"2015-08-10",25.2021
"2015-08-11",25.2006
"2015-08-12",24.9841
"2015-08-13",25.5107
"2015-08-14",24.7899
"2015-08-15",25.1059
"2015-08-16",24.4092
"2015-08-17",24.4332
"2015-08-18",24.4181
"2015-08-19",24.6679
"2015-08-20",24.8139
"2015-08-21",24.7694
"2015-08-22",25.2083
"2015-08-23",25.4041
"2015-08-24",25.1902
"2015-08-25",25.21
"2015-08-26",25.1193
"2015-08-27",25.0131
"2015-08-28",24.5745
"2015-08-29",24.9293
"2015-08-30",24.9753
"2015-08-31",24.9913
"2015-09-01",25.3774
"2015-09-02",25.1534
"2015-09-03",24.9507
"2015-09-04",24.19
"2015-09-05",24.5205
"2015-09-06",24.4194
"2015-09-07",23.4599
"2015-09-08",24.2479
"2015-09-09",24.6034
"2015-09-10",24.3798
"2015-09-11",24.3399
"2015-09-12",24.9631
"2015-09-13",25.3112
"2015-09-14",24.9986
"2015-09-15",24.836
"2015-09-16",25.1995
"2015-09-17",25.0226
"2015-09-18",25.1077
"2015-09-19",25.0833
"2015-09-20",25.162
"2015-09-21",25.3679
"2015-09-22",24.9734
"2015-09-23",25.1012
"2015-09-24",24.4943
"2015-09-25",24.5292
"2015-09-26",24.2121
"2015-09-27",24.5422
"2015-09-28",24.3522
"2015-09-29",24.0651
"2015-09-30",23.8442
"2015-10-01",24.2565
"2015-10-02",24.6972
"2015-10-03",25.1634
"2015-10-04",25.2363
"2015-10-05",24.8021
"2015-10-06",25.1062
"2015-10-07",25.1656
"2015-10-08",25.0675
"2015-10-09",23.678
"2015-10-10",24.207
"2015-10-11",24.6903
"2015-10-12",24.7704
"2015-10-13",24.4219
"2015-10-14",24.3165
"2015-10-15",24.1948
"2015-10-16",24.4867
"2015-10-17",24.4314
"2015-10-18",24.4541
"2015-10-19",24.5854
"2015-10-20",24.3742
"2015-10-21",24.5839
"2015-10-22",24.8397
"2015-10-23",24.6222
"2015-10-24",24.6812
"2015-10-25",24.0067
"2015-10-26",23.6108
"2015-10-27",23.4399
"2015-10-28",23.7679
"2015-10-29",24.0527
"2015-10-30",24.2321
"2015-10-31",24.6576
"2015-11-01",24.3489
"2015-11-02",23.9217
"2015-11-03",23.8855
"2015-11-04",24.1778
"2015-11-05",24.0828
"2015-11-06",23.9614
"2015-11-07",24.2125
"2015-11-08",24.3851
"2015-11-09",24.3543
"2015-11-10",24.9236
"2015-11-11",24.8592
"2015-11-12",24.541
