,"(deg C) Mean Dew Point Temperature (ERA5) at Kurunegala, 2007-01-01 to 2025-12-31"
"2012-11-29",21.3335
"2012-11-30",20.3029
"2012-12-01",20.0397
"2012-12-02",21.0734
"2012-12-03",23.0764
"2012-12-04",23.7125
"2012-12-05",23.1224
"2012-12-06",23.3755
"2012-12-07",23.3168
"2012-12-08",22.472
"2012-12-09",22.3461
"2012-12-10",20.7278
"2012-12-11",21.3884
"2012-12-12",21.2383
"2012-12-13",20.4304
"2012-12-14",20.7905
"2012-12-15",22.5043
"2012-12-16",22.6328
"2012-12-17",22.6831
"2012-12-18",22.4927
"2012-12-19",22.9133
"2012-12-20",23.0488
"2012-12-21",22.8955
"2012-12-22",22.7251
"2012-12-23",22.9164
"2012-12-24",23.3348
"2012-12-25",23.6582
"2012-12-26",23.8487
"2012-12-27",23.7183
"2012-12-28",24.224
"2012-12-29",24.392
"2012-12-30",23.8685
"2012-12-31",23.3034
"2013-01-01",22.7372
"2013-01-02",22.6441
"2013-01-03",23.0332
"2013-01-04",23.801
"2013-01-05",23.039
"2013-01-06",22.2551
"2013-01-07",22.5791
"2013-01-08",23.5628
"2013-01-09",23.3726
"2013-01-10",23.2792
"2013-01-11",22.4998
"2013-01-12",20.8578
"2013-01-13",19.1897
"2013-01-14",19.2544
"2013-01-15",19.862
"2013-01-16",19.7215
"2013-01-17",19.5889
"2013-01-18",19.1121
"2013-01-19",19.861
"2013-01-20",22.5984
"2013-01-21",21.2574
"2013-01-22",21.1961
"2013-01-23",22.8188
"2013-01-24",22.8751
"2013-01-25",22.336
"2013-01-26",21.4285
"2013-01-27",20.2622
"2013-01-28",20.2085
"2013-01-29",19.7325
"2013-01-30",19.8792
"2013-01-31",19.833
"2013-02-01",21.1457
"2013-02-02",21.8846
"2013-02-03",22.0381
"2013-02-04",22.397
"2013-02-05",22.6965
"2013-02-06",22.9032
"2013-02-07",22.5809
"2013-02-08",23.1056
"2013-02-09",22.8663
"2013-02-10",22.0064
"2013-02-11",21.9423
"2013-02-12",22.7633
"2013-02-13",23.4579
"2013-02-14",23.1433
"2013-02-15",23.1914
"2013-02-16",23.4737
"2013-02-17",23.5656
"2013-02-18",23.518
"2013-02-19",23.2944
"2013-02-20",22.4626
"2013-02-21",21.0019
"2013-02-22",20.8087
"2013-02-23",20.1848
"2013-02-24",20.7618
"2013-02-25",21.214
"2013-02-26",20.6088
"2013-02-27",20.4811
"2013-02-28",20.7368
"2013-03-01",21.1802
"2013-03-02",21.3399
"2013-03-03",21.0552
"2013-03-04",23.5998
"2013-03-05",23.6873
"2013-03-06",24.1313
"2013-03-07",24.0271
"2013-03-08",23.8901
"2013-03-09",23.8095
"2013-03-10",23.9309
"2013-03-11",23.735
"2013-03-12",23.8964
"2013-03-13",23.4027
"2013-03-14",23.9388
"2013-03-15",23.8174
"2013-03-16",23.5874
"2013-03-17",22.8981
"2013-03-18",22.7485
"2013-03-19",23.2635
"2013-03-20",22.8084
"2013-03-21",21.9334
"2013-03-22",22.0663
"2013-03-23",23.606
"2013-03-24",24.2751
"2013-03-25",23.8422
"2013-03-26",23.991
"2013-03-27",24.3815
"2013-03-28",24.8273
"2013-03-29",24.7479
"2013-03-30",24.4967
"2013-03-31",24.4958
"2013-04-01",24.8101
"2013-04-02",24.8838
"2013-04-03",24.0074
"2013-04-04",24.4726
"2013-04-05",25.1186
"2013-04-06",25.2479
"2013-04-07",25.066
"2013-04-08",25.0305
"2013-04-09",24.6985
"2013-04-10",24.398
"2013-04-11",24.4345
"2013-04-12",24.2791
"2013-04-13",24.3162
"2013-04-14",24.7748
"2013-04-15",24.7462
"2013-04-16",24.5887
"2013-04-17",25.0665
"2013-04-18",24.7559
"2013-04-19",24.7848
"2013-04-20",24.7501
"2013-04-21",24.4625
"2013-04-22",24.2189
"2013-04-23",24.2252
"2013-04-24",24.3714
"2013-04-25",24.14
"2013-04-26",24.2685
"2013-04-27",24.4634
"2013-04-28",24.526
"2013-04-29",24.9186
"2013-04-30",25.0295
"2013-05-01",24.7452
"2013-05-02",25.1199
"2013-05-03",24.942
"2013-05-04",25.2814
"2013-05-05",25.3356
"2013-05-06",24.8614
"2013-05-07",24.8917
"2013-05-08",25.1118
"2013-05-09",25.312
"2013-05-10",25.4121
"2013-05-11",25.8809
"2013-05-12",25.8643
"2013-05-13",24.781
"2013-05-14",25.0228
"2013-05-15",24.5354
"2013-05-16",24.6694
"2013-05-17",24.7412
"2013-05-18",25.3386
"2013-05-19",25.3771
"2013-05-20",24.1742
"2013-05-21",24.3523
"2013-05-22",24.4091
"2013-05-23",24.7467
"2013-05-24",24.9008
"2013-05-25",24.4423
"2013-05-26",24.5142
"2013-05-27",24.2241
"2013-05-28",24.1867
"2013-05-29",24.3808
"2013-05-30",24.7341
"2013-05-31",23.9585
"2013-06-01",24.0919
"2013-06-02",23.7121
"2013-06-03",23.4952
"2013-06-04",24.1679
"2013-06-05",24.5832
"2013-06-06",24.3903
"2013-06-07",24.1701
"2013-06-08",23.0148
"2013-06-09",24.0167
"2013-06-10",24.3593
"2013-06-11",24.0005
"2013-06-12",23.7235
"2013-06-13",24.1121
"2013-06-14",24.5569
"2013-06-15",24.277
"2013-06-16",23.9799
"2013-06-17",23.8286
"2013-06-18",23.983
"2013-06-19",24.0578
"2013-06-20",23.8745
"2013-06-21",24.1959
"2013-06-22",23.8298
"2013-06-23",24.0179
"2013-06-24",24.1965
"2013-06-25",23.5037
"2013-06-26",23.7674
"2013-06-27",23.937
"2013-06-28",23.7679
"2013-06-29",23.7726
"2013-06-30",23.7256
"2013-07-01",23.2682
"2013-07-02",23.8024
"2013-07-03",23.7221
"2013-07-04",24.1691
"2013-07-05",24.5126
"2013-07-06",24.1245
"2013-07-07",24.0375
"2013-07-08",23.8204
"2013-07-09",23.762
"2013-07-10",23.4315
"2013-07-11",23.41
"2013-07-12",23.4148
"2013-07-13",23.4387
"2013-07-14",23.7728
"2013-07-15",23.8124
"2013-07-16",23.6257
"2013-07-17",23.6307
"2013-07-18",23.5368
"2013-07-19",23.7636
"2013-07-20",23.7319
"2013-07-21",23.5927
"2013-07-22",23.6092
"2013-07-23",23.1811
"2013-07-24",23.4277
"2013-07-25",23.5753
"2013-07-26",23.0863
"2013-07-27",23.384
"2013-07-28",23.8378
"2013-07-29",23.7516
"2013-07-30",23.3281
"2013-07-31",23.2533
"2013-08-01",23.9094
"2013-08-02",24.1518
"2013-08-03",23.891
"2013-08-04",23.2162
"2013-08-05",22.5866
"2013-08-06",22.92
"2013-08-07",23.1709
"2013-08-08",23.3507
"2013-08-09",23.3639
"2013-08-10",23.6884
"2013-08-11",23.7224
"2013-08-12",23.6127
"2013-08-13",23.2723
"2013-08-14",22.9365
"2013-08-15",23.1234
"2013-08-16",23.1353
"2013-08-17",23.4643
"2013-08-18",23.391
"2013-08-19",22.8856
"2013-08-20",23.079
"2013-08-21",23.5415
"2013-08-22",23.1681
"2013-08-23",22.9178
"2013-08-24",22.9793
"2013-08-25",23.4329
"2013-08-26",23.5362
"2013-08-27",23.5214
"2013-08-28",23.8217
"2013-08-29",23.5735
"2013-08-30",23.8648
"2013-08-31",23.8243
"2013-09-01",23.8995
"2013-09-02",23.4707
"2013-09-03",23.0928
"2013-09-04",23.5226
"2013-09-05",23.1467
"2013-09-06",22.6569
"2013-09-07",23.0954
"2013-09-08",23.6627
"2013-09-09",23.2486
"2013-09-10",23.7043
"2013-09-11",23.5583
"2013-09-12",23.5422
"2013-09-13",23.6899
"2013-09-14",24.0609
"2013-09-15",23.7494
"2013-09-16",23.7557
"2013-09-17",23.7637
"2013-09-18",23.9765
"2013-09-19",24.1073
"2013-09-20",24.3232
"2013-09-21",24.0738
"2013-09-22",23.7068
"2013-09-23",23.4767
"2013-09-24",23.0713
"2013-09-25",23.4328
"2013-09-26",23.5915
"2013-09-27",23.4299
"2013-09-28",23.4723
"2013-09-29",23.3216
"2013-09-30",23.3548
"2013-10-01",23.8126
"2013-10-02",23.9546
"2013-10-03",23.7332
"2013-10-04",23.5572
"2013-10-05",23.0954
"2013-10-06",22.0762
"2013-10-07",23.1135
"2013-10-08",22.9357
"2013-10-09",23.5588
"2013-10-10",24.0229
"2013-10-11",23.8547
"2013-10-12",23.9051
"2013-10-13",24.1512
"2013-10-14",23.6717
"2013-10-15",23.8133
"2013-10-16",24.1849
"2013-10-17",23.5807
"2013-10-18",23.6228
"2013-10-19",23.4683
"2013-10-20",23.7218
"2013-10-21",23.9402
"2013-10-22",24.1436
"2013-10-23",24.0023
"2013-10-24",23.9105
"2013-10-25",23.8116
"2013-10-26",23.2474
"2013-10-27",24.0226
"2013-10-28",23.8371
"2013-10-29",23.7513
"2013-10-30",23.5254
"2013-10-31",23.3294
"2013-11-01",23.8311
"2013-11-02",23.9846
"2013-11-03",23.7104
"2013-11-04",23.6478
"2013-11-05",23.5566
"2013-11-06",23.3692
"2013-11-07",23.0336
"2013-11-08",23.1986
"2013-11-09",23.5398
"2013-11-10",23.8911
"2013-11-11",23.6901
"2013-11-12",23.1309
"2013-11-13",23.1647
"2013-11-14",22.2636
"2013-11-15",21.5763
"2013-11-16",23.002
"2013-11-17",23.4968
"2013-11-18",23.3946
"2013-11-19",23.4336
"2013-11-20",22.8396
"2013-11-21",23.2425
"2013-11-22",23.4218
"2013-11-23",23.555
"2013-11-24",23.4549
"2013-11-25",23.3371
"2013-11-26",22.9493
"2013-11-27",22.0001
"2013-11-28",20.6681
"2013-11-29",21.0165
"2013-11-30",22.9539
"2013-12-01",23.2969
"2013-12-02",22.8319
"2013-12-03",22.2091
"2013-12-04",22.8562
"2013-12-05",22.9438
"2013-12-06",22.6927
"2013-12-07",22.69
"2013-12-08",22.8845
"2013-12-09",22.7055
"2013-12-10",22.1749
"2013-12-11",22.6855
"2013-12-12",23.0497
"2013-12-13",22.899
"2013-12-14",23.2348
"2013-12-15",22.9466
"2013-12-16",20.9494
"2013-12-17",19.6168
"2013-12-18",21.7012
"2013-12-19",22.3843
"2013-12-20",22.6153
"2013-12-21",22.5567
"2013-12-22",19.8827
"2013-12-23",20.7884
"2013-12-24",22.0596
"2013-12-25",20.8445
"2013-12-26",20.2626
"2013-12-27",20.3269
"2013-12-28",20.9068
"2013-12-29",19.9201
"2013-12-30",20.3612
"2013-12-31",21.1076
"2014-01-01",20.2002
"2014-01-02",21.3005
"2014-01-03",21.872
"2014-01-04",20.2605
"2014-01-05",21.6941
"2014-01-06",22.9065
"2014-01-07",23.4691
"2014-01-08",23.1036
"2014-01-09",22.4692
"2014-01-10",21.4795
"2014-01-11",21.8669
"2014-01-12",22.6106
"2014-01-13",22.1095
"2014-01-14",23.0154
"2014-01-15",23.0535
"2014-01-16",22.6247
"2014-01-17",21.1159
"2014-01-18",21.3665
"2014-01-19",21.1978
"2014-01-20",20.8208
"2014-01-21",21.3513
"2014-01-22",21.5137
"2014-01-23",21.6991
"2014-01-24",20.6031
"2014-01-25",19.3232
"2014-01-26",19.2625
"2014-01-27",20.0689
"2014-01-28",21.2768
"2014-01-29",22.0139
"2014-01-30",22.2345
"2014-01-31",22.2716
"2014-02-01",22.3412
"2014-02-02",21.4326
"2014-02-03",20.5507
"2014-02-04",20.0684
"2014-02-05",19.1515
"2014-02-06",18.2637
"2014-02-07",18.1199
"2014-02-08",18.3992
"2014-02-09",18.3745
"2014-02-10",17.6011
"2014-02-11",17.947
"2014-02-12",18.3813
"2014-02-13",20.1605
"2014-02-14",20.9437
"2014-02-15",21.8972
"2014-02-16",22.8235
"2014-02-17",22.4974
"2014-02-18",21.4803
"2014-02-19",22.3413
"2014-02-20",21.9376
"2014-02-21",20.6354
"2014-02-22",20.4854
"2014-02-23",22.1441
"2014-02-24",21.7599
"2014-02-25",21.4057
"2014-02-26",21.198
"2014-02-27",22.1532
"2014-02-28",21.9269
"2014-03-01",20.2107
"2014-03-02",20.9601
"2014-03-03",21.0312
"2014-03-04",21.7839
"2014-03-05",22.4216
"2014-03-06",22.2375
"2014-03-07",21.8155
"2014-03-08",21.7383
"2014-03-09",20.7799
"2014-03-10",19.9943
"2014-03-11",19.3589
"2014-03-12",20.3856
"2014-03-13",19.3644
"2014-03-14",18.0543
"2014-03-15",19.8266
"2014-03-16",21.3166
"2014-03-17",22.1494
"2014-03-18",22.4276
"2014-03-19",23.4682
"2014-03-20",23.2752
"2014-03-21",23.2554
"2014-03-22",22.7708
"2014-03-23",21.925
"2014-03-24",21.7386
"2014-03-25",20.0406
"2014-03-26",20.902
"2014-03-27",22.4586
"2014-03-28",22.1003
"2014-03-29",19.5953
"2014-03-30",19.15
"2014-03-31",22.2947
"2014-04-01",23.2435
"2014-04-02",24.2472
"2014-04-03",23.2445
"2014-04-04",23.8527
"2014-04-05",23.8158
"2014-04-06",24.0912
"2014-04-07",23.8449
"2014-04-08",23.9082
"2014-04-09",24.0944
"2014-04-10",23.5591
"2014-04-11",24.1638
"2014-04-12",24.6346
"2014-04-13",24.2748
"2014-04-14",24.0219
"2014-04-15",23.8251
"2014-04-16",23.7001
"2014-04-17",23.7309
"2014-04-18",24.2677
"2014-04-19",24.503
"2014-04-20",24.5731
"2014-04-21",24.686
"2014-04-22",24.1364
"2014-04-23",24.4548
"2014-04-24",24.5018
"2014-04-25",25.0622
"2014-04-26",25.3787
"2014-04-27",24.7996
"2014-04-28",24.425
"2014-04-29",24.0402
"2014-04-30",24.0462
"2014-05-01",24.411
"2014-05-02",24.2654
"2014-05-03",24.2164
"2014-05-04",24.6594
"2014-05-05",24.2605
"2014-05-06",24.4777
"2014-05-07",24.0176
"2014-05-08",24.5693
"2014-05-09",25.0467
"2014-05-10",25.1929
"2014-05-11",25.0189
"2014-05-12",25.1197
"2014-05-13",24.9731
"2014-05-14",25.1575
"2014-05-15",24.4978
"2014-05-16",24.4528
"2014-05-17",24.0758
"2014-05-18",24.6746
"2014-05-19",24.5361
"2014-05-20",24.8666
"2014-05-21",24.3625
"2014-05-22",24.5059
"2014-05-23",25.1534
"2014-05-24",25.3592
"2014-05-25",25.3932
"2014-05-26",25.2483
"2014-05-27",25.3682
"2014-05-28",24.711
"2014-05-29",24.8121
"2014-05-30",24.903
"2014-05-31",25.5747
"2014-06-01",25.7037
"2014-06-02",24.8436
"2014-06-03",24.6042
"2014-06-04",24.8436
"2014-06-05",24.6377
"2014-06-06",24.6038
"2014-06-07",24.5583
"2014-06-08",24.7387
"2014-06-09",23.7882
"2014-06-10",24.2799
"2014-06-11",24.4354
"2014-06-12",24.7257
"2014-06-13",24.662
"2014-06-14",24.9586
"2014-06-15",24.4504
"2014-06-16",24.0868
"2014-06-17",23.7443
"2014-06-18",24.2062
"2014-06-19",24.8016
"2014-06-20",24.8443
"2014-06-21",24.8302
"2014-06-22",24.4512
"2014-06-23",24.2873
"2014-06-24",24.5215
"2014-06-25",24.4566
"2014-06-26",23.8816
"2014-06-27",24.0159
"2014-06-28",24.4173
"2014-06-29",24.4428
"2014-06-30",24.01
"2014-07-01",24.2907
"2014-07-02",23.9719
"2014-07-03",24.1544
"2014-07-04",24.147
"2014-07-05",24.2988
"2014-07-06",24.2027
"2014-07-07",23.8846
"2014-07-08",23.7989
"2014-07-09",24.1568
"2014-07-10",23.6305
"2014-07-11",23.6921
"2014-07-12",23.5911
"2014-07-13",23.6416
"2014-07-14",23.5395
"2014-07-15",23.6625
"2014-07-16",23.7937
"2014-07-17",23.5593
"2014-07-18",23.9742
"2014-07-19",24.2484
"2014-07-20",24.0321
"2014-07-21",23.5776
"2014-07-22",24.026
"2014-07-23",24.018
"2014-07-24",23.8626
"2014-07-25",23.7815
"2014-07-26",23.9163
"2014-07-27",24.3639
"2014-07-28",23.8952
"2014-07-29",23.5258
"2014-07-30",23.4225
"2014-07-31",23.8685
"2014-08-01",24.0197
"2014-08-02",24.3027
"2014-08-03",24.1272
"2014-08-04",23.7645
"2014-08-05",23.6919
"2014-08-06",23.4701
"2014-08-07",23.7338
"2014-08-08",23.6565
"2014-08-09",23.4304
"2014-08-10",23.8608
"2014-08-11",23.6012
"2014-08-12",23.2009
"2014-08-13",23.3774
"2014-08-14",23.4856
"2014-08-15",23.8873
"2014-08-16",23.8054
"2014-08-17",23.9987
"2014-08-18",23.8164
"2014-08-19",23.5036
"2014-08-20",23.6633
"2014-08-21",23.7637
"2014-08-22",23.3965
"2014-08-23",23.7412
"2014-08-24",23.8331
"2014-08-25",23.5083
"2014-08-26",22.8241
"2014-08-27",22.3169
"2014-08-28",23.0792
"2014-08-29",23.6449
"2014-08-30",23.7544
"2014-08-31",24.0216
"2014-09-01",23.8987
"2014-09-02",23.6029
"2014-09-03",23.3294
"2014-09-04",23.5569
"2014-09-05",23.8312
"2014-09-06",24.0468
"2014-09-07",24.0238
"2014-09-08",23.7487
"2014-09-09",23.9213
"2014-09-10",23.8488
"2014-09-11",23.8495
"2014-09-12",23.7369
"2014-09-13",24.1581
"2014-09-14",24.0221
"2014-09-15",23.9029
"2014-09-16",23.711
"2014-09-17",23.7821
"2014-09-18",23.999
"2014-09-19",23.6423
"2014-09-20",23.0468
"2014-09-21",23.4015
"2014-09-22",23.895
"2014-09-23",23.9745
"2014-09-24",24.2649
"2014-09-25",23.8169
"2014-09-26",23.801
"2014-09-27",23.9011
"2014-09-28",23.9258
"2014-09-29",24.2595
"2014-09-30",23.5915
"2014-10-01",23.6184
"2014-10-02",23.9117
"2014-10-03",24.0124
"2014-10-04",24.4748
"2014-10-05",24.4525
"2014-10-06",24.2207
"2014-10-07",23.7545
"2014-10-08",23.9804
"2014-10-09",24.6354
"2014-10-10",24.2631
"2014-10-11",23.1107
"2014-10-12",23.9829
"2014-10-13",23.964
"2014-10-14",23.9454
"2014-10-15",24.0147
"2014-10-16",23.8995
"2014-10-17",23.7618
"2014-10-18",23.4145
"2014-10-19",24.0579
"2014-10-20",24.1826
"2014-10-21",23.6991
"2014-10-22",23.6988
"2014-10-23",23.6961
"2014-10-24",23.8877
"2014-10-25",24.0044
"2014-10-26",23.8715
"2014-10-27",23.6998
"2014-10-28",23.964
"2014-10-29",23.8017
"2014-10-30",23.4718
"2014-10-31",22.8285
"2014-11-01",22.8676
"2014-11-02",23.5435
"2014-11-03",23.3851
"2014-11-04",23.013
"2014-11-05",23.6848
"2014-11-06",23.148
"2014-11-07",22.259
"2014-11-08",22.6912
"2014-11-09",22.988
"2014-11-10",23.1836
"2014-11-11",23.2039
"2014-11-12",23.6637
"2014-11-13",23.7274
"2014-11-14",23.7711
"2014-11-15",23.3009
"2014-11-16",23.3127
"2014-11-17",23.3747
"2014-11-18",23.4555
"2014-11-19",23.0013
"2014-11-20",23.4847
"2014-11-21",23.5102
"2014-11-22",23.3128
"2014-11-23",23.2147
"2014-11-24",22.3753
"2014-11-25",22.7868
"2014-11-26",22.99
"2014-11-27",23.6249
"2014-11-28",23.5894
"2014-11-29",22.5975
"2014-11-30",23.0523
"2014-12-01",23.8586
"2014-12-02",23.7573
"2014-12-03",22.5796
"2014-12-04",21.1782
"2014-12-05",22.6733
"2014-12-06",23.3725
"2014-12-07",23.8538
"2014-12-08",23.9224
"2014-12-09",23.8979
"2014-12-10",23.4793
"2014-12-11",23.642
"2014-12-12",23.3732
"2014-12-13",23.3338
"2014-12-14",23.185
"2014-12-15",23.9482
"2014-12-16",23.8369
"2014-12-17",23.5242
"2014-12-18",23.8531
"2014-12-19",23.342
"2014-12-20",22.1616
"2014-12-21",23.2601
"2014-12-22",23.0857
"2014-12-23",23.2172
"2014-12-24",23.3533
"2014-12-25",23.0082
"2014-12-26",21.8779
"2014-12-27",22.123
"2014-12-28",23.3302
"2014-12-29",23.1455
"2014-12-30",23.18
"2014-12-31",23.7964
"2015-01-01",23.7416
"2015-01-02",22.3056
"2015-01-03",22.3995
"2015-01-04",22.9189
"2015-01-05",22.7833
"2015-01-06",22.6271
"2015-01-07",21.2017
"2015-01-08",20.6866
"2015-01-09",20.2173
"2015-01-10",19.5017
"2015-01-11",19.2562
"2015-01-12",18.269
"2015-01-13",19.5144
"2015-01-14",20.9473
"2015-01-15",20.5497
"2015-01-16",21.8722
"2015-01-17",21.3202
"2015-01-18",21.8625
"2015-01-19",20.1732
"2015-01-20",20.3258
"2015-01-21",20.1367
"2015-01-22",20.9339
"2015-01-23",21.6806
"2015-01-24",21.9097
"2015-01-25",21.1612
"2015-01-26",21.0971
"2015-01-27",20.6861
"2015-01-28",22.1688
"2015-01-29",22.8574
"2015-01-30",21.5338
"2015-01-31",20.0574
"2015-02-01",21.0601
"2015-02-02",22.1374
"2015-02-03",22.4291
"2015-02-04",22.5665
"2015-02-05",22.793
"2015-02-06",22.1602
"2015-02-07",21.6961
"2015-02-08",22.0015
"2015-02-09",22.5679
"2015-02-10",22.7071
"2015-02-11",22.72
"2015-02-12",22.8267
"2015-02-13",22.9019
"2015-02-14",21.1797
"2015-02-15",17.7448
"2015-02-16",17.7965
"2015-02-17",17.8964
"2015-02-18",17.296
"2015-02-19",18.0189
"2015-02-20",19.2804
"2015-02-21",20.2315
"2015-02-22",21.4119
"2015-02-23",22.3429
"2015-02-24",23.1851
"2015-02-25",23.373
"2015-02-26",23.4018
"2015-02-27",22.9947
"2015-02-28",22.6447
"2015-03-01",23.0071
"2015-03-02",23.2748
"2015-03-03",22.0099
"2015-03-04",23.2522
"2015-03-05",23.0735
"2015-03-06",22.4806
"2015-03-07",21.352
"2015-03-08",21.2693
"2015-03-09",20.8492
"2015-03-10",20.1591
"2015-03-11",20.4587
"2015-03-12",22.945
"2015-03-13",22.8965
"2015-03-14",23.2538
"2015-03-15",23.4859
"2015-03-16",23.0323
"2015-03-17",22.134
"2015-03-18",20.6429
"2015-03-19",21.1179
"2015-03-20",21.5835
"2015-03-21",21.4943
"2015-03-22",22.0028
"2015-03-23",22.4065
"2015-03-24",22.0527
"2015-03-25",21.6398
"2015-03-26",22.5724
"2015-03-27",23.3166
"2015-03-28",23.3032
"2015-03-29",23.4692
"2015-03-30",23.6354
"2015-03-31",23.6911
"2015-04-01",23.8825
"2015-04-02",23.7076
"2015-04-03",24.4387
"2015-04-04",24.5768
"2015-04-05",24.2101
"2015-04-06",24.2621
"2015-04-07",24.286
"2015-04-08",23.896
"2015-04-09",23.8923
"2015-04-10",23.716
"2015-04-11",24.0811
"2015-04-12",23.9589
"2015-04-13",23.1469
"2015-04-14",23.2383
"2015-04-15",23.9927
"2015-04-16",24.0138
"2015-04-17",24.1164
"2015-04-18",24.0897
"2015-04-19",24.3267
"2015-04-20",24.1728
"2015-04-21",23.9021
"2015-04-22",24.2561
"2015-04-23",24.1179
"2015-04-24",24.1203
"2015-04-25",24.1382
"2015-04-26",23.8086
"2015-04-27",23.7815
"2015-04-28",24.2672
"2015-04-29",24.0305
"2015-04-30",24.2944
"2015-05-01",24.3414
"2015-05-02",25.2934
"2015-05-03",24.711
"2015-05-04",24.3095
"2015-05-05",24.5191
"2015-05-06",24.5087
"2015-05-07",24.4787
"2015-05-08",24.848
"2015-05-09",24.6551
"2015-05-10",24.6018
"2015-05-11",24.461
"2015-05-12",24.7756
"2015-05-13",24.6459
"2015-05-14",24.9511
"2015-05-15",25.1304
"2015-05-16",24.805
"2015-05-17",24.5187
"2015-05-18",24.8477
"2015-05-19",24.7534
"2015-05-20",24.7999
"2015-05-21",25.04
"2015-05-22",24.9052
"2015-05-23",24.793
"2015-05-24",25.0404
"2015-05-25",25.1433
"2015-05-26",25.5555
"2015-05-27",25.354
"2015-05-28",25.3389
"2015-05-29",25.3063
"2015-05-30",25.5904
"2015-05-31",25.1529
"2015-06-01",24.7452
"2015-06-02",24.8935
"2015-06-03",25.3545
"2015-06-04",24.8155
"2015-06-05",24.3142
"2015-06-06",24.5639
"2015-06-07",24.7765
"2015-06-08",24.5054
"2015-06-09",24.6034
"2015-06-10",24.8008
"2015-06-11",24.7659
"2015-06-12",24.4753
"2015-06-13",24.6555
"2015-06-14",24.6255
"2015-06-15",25.1243
"2015-06-16",24.707
"2015-06-17",24.7392
"2015-06-18",25.043
"2015-06-19",24.7941
"2015-06-20",25.0861
"2015-06-21",24.5962
"2015-06-22",24.2549
"2015-06-23",24.7785
"2015-06-24",24.6644
"2015-06-25",24.9427
"2015-06-26",24.9876
"2015-06-27",24.5969
"2015-06-28",24.6179
"2015-06-29",24.3069
"2015-06-30",24.5958
"2015-07-01",24.6706
"2015-07-02",24.9258
"2015-07-03",24.9431
"2015-07-04",24.9391
"2015-07-05",24.7094
"2015-07-06",24.0636
"2015-07-07",23.9667
"2015-07-08",23.9386
"2015-07-09",24.1892
"2015-07-10",24.9213
"2015-07-11",24.7577
"2015-07-12",24.4481
"2015-07-13",24.4808
"2015-07-14",24.4987
"2015-07-15",24.7273
"2015-07-16",24.5732
"2015-07-17",24.227
"2015-07-18",24.4327
"2015-07-19",24.0527
"2015-07-20",23.9718
"2015-07-21",24.2556
"2015-07-22",24.136
"2015-07-23",23.6667
"2015-07-24",23.4993
"2015-07-25",23.9752
"2015-07-26",23.8129
"2015-07-27",23.4665
"2015-07-28",23.5384
"2015-07-29",23.6952
"2015-07-30",23.6044
"2015-07-31",23.4849
"2015-08-01",23.6457
"2015-08-02",24.0147
"2015-08-03",23.6989
"2015-08-04",24.3418
"2015-08-05",24.0824
"2015-08-06",24.0189
"2015-08-07",24.3099
"2015-08-08",23.7299
"2015-08-09",24.1746
"2015-08-10",24.5094
"2015-08-11",24.2393
"2015-08-12",24.154
"2015-08-13",24.4232
"2015-08-14",24.2278
"2015-08-15",24.3793
"2015-08-16",23.7456
"2015-08-17",23.8731
"2015-08-18",24.2327
"2015-08-19",23.9526
"2015-08-20",24.2401
"2015-08-21",24.1337
"2015-08-22",24.3446
"2015-08-23",24.8949
"2015-08-24",24.5557
"2015-08-25",24.4286
"2015-08-26",24.0071
"2015-08-27",24.3943
"2015-08-28",24.1427
"2015-08-29",24.5091
"2015-08-30",24.5239
"2015-08-31",24.0509
"2015-09-01",24.5297
"2015-09-02",24.3274
"2015-09-03",24.4802
"2015-09-04",23.8539
"2015-09-05",24.2358
"2015-09-06",23.7729
"2015-09-07",22.9494
"2015-09-08",23.6269
"2015-09-09",24.1845
"2015-09-10",23.9961
"2015-09-11",23.812
"2015-09-12",24.2946
"2015-09-13",24.6415
"2015-09-14",24.644
"2015-09-15",24.4346
"2015-09-16",24.6362
"2015-09-17",24.7528
"2015-09-18",24.8027
"2015-09-19",24.7034
"2015-09-20",24.8581
"2015-09-21",24.6829
"2015-09-22",24.4583
"2015-09-23",24.6807
"2015-09-24",24.1855
"2015-09-25",24.1538
"2015-09-26",23.8905
"2015-09-27",24.083
"2015-09-28",23.9723
"2015-09-29",23.688
"2015-09-30",23.3797
"2015-10-01",23.7956
"2015-10-02",24.2947
"2015-10-03",24.5775
"2015-10-04",24.6849
"2015-10-05",24.4845
"2015-10-06",24.4851
"2015-10-07",24.4153
"2015-10-08",24.4145
"2015-10-09",23.0537
"2015-10-10",23.6947
"2015-10-11",24.3434
"2015-10-12",24.511
"2015-10-13",24.1709
"2015-10-14",24.1374
"2015-10-15",23.9687
"2015-10-16",23.9952
"2015-10-17",24.2661
"2015-10-18",24.3715
"2015-10-19",24.4704
"2015-10-20",23.9886
"2015-10-21",23.8289
"2015-10-22",24.8167
"2015-10-23",24.4478
"2015-10-24",24.2683
"2015-10-25",23.7519
"2015-10-26",23.3218
"2015-10-27",23.6042
"2015-10-28",23.6989
"2015-10-29",23.8444
"2015-10-30",24.1603
"2015-10-31",24.3717
"2015-11-01",24.0236
"2015-11-02",23.6581
"2015-11-03",23.6822
"2015-11-04",23.9922
"2015-11-05",23.7169
"2015-11-06",23.687
"2015-11-07",24.0127
"2015-11-08",24.1438
"2015-11-09",23.9901
"2015-11-10",24.6895
"2015-11-11",24.4768
"2015-11-12",24.2581
"2015-11-13",23.8372
