,"(deg C) Mean Dew Point Temperature (ERA5) at Polonnaruwa, 2007-01-01 to 2025-12-31"
"2012-11-29",21.176
"2012-11-30",19.9987
"2012-12-01",19.9719
"2012-12-02",21.1155
"2012-12-03",23.0071
"2012-12-04",23.3983
"2012-12-05",22.9571
"2012-12-06",23.7481
"2012-12-07",23.7958
"2012-12-08",22.7075
"2012-12-09",21.9697
"2012-12-10",20.8836
"2012-12-11",21.4764
"2012-12-12",21.2499
"2012-12-13",20.5522
"2012-12-14",21.1422
"2012-12-15",22.7677
"2012-12-16",22.8719
"2012-12-17",22.8915
"2012-12-18",22.4412
"2012-12-19",22.9004
"2012-12-20",23.1132
"2012-12-21",22.9725
"2012-12-22",22.8072
"2012-12-23",22.8682
"2012-12-24",23.2446
"2012-12-25",23.6102
"2012-12-26",23.6633
"2012-12-27",23.6256
"2012-12-28",24.0518
"2012-12-29",24.4136
"2012-12-30",24.0501
"2012-12-31",23.2351
"2013-01-01",22.588
"2013-01-02",22.6471
"2013-01-03",22.9924
"2013-01-04",23.8034
"2013-01-05",22.8868
"2013-01-06",22.322
"2013-01-07",22.9106
"2013-01-08",23.454
"2013-01-09",23.2869
"2013-01-10",23.0999
"2013-01-11",22.3547
"2013-01-12",20.3259
"2013-01-13",19.1273
"2013-01-14",19.2833
"2013-01-15",19.8066
"2013-01-16",19.6148
"2013-01-17",19.4768
"2013-01-18",19.0002
"2013-01-19",20.3729
"2013-01-20",23.0833
"2013-01-21",21.1794
"2013-01-22",21.4969
"2013-01-23",23.0268
"2013-01-24",22.9402
"2013-01-25",22.3155
"2013-01-26",21.3559
"2013-01-27",20.277
"2013-01-28",20.3469
"2013-01-29",19.968
"2013-01-30",20.2377
"2013-01-31",20.0979
"2013-02-01",21.4887
"2013-02-02",22.2713
"2013-02-03",22.5369
"2013-02-04",22.6965
"2013-02-05",23.0788
"2013-02-06",23.0101
"2013-02-07",22.7821
"2013-02-08",23.3391
"2013-02-09",22.9001
"2013-02-10",22.2036
"2013-02-11",22.4084
"2013-02-12",22.896
"2013-02-13",23.4629
"2013-02-14",23.116
"2013-02-15",23.2961
"2013-02-16",23.006
"2013-02-17",23.4803
"2013-02-18",23.4649
"2013-02-19",23.4682
"2013-02-20",22.7428
"2013-02-21",21.3086
"2013-02-22",20.9839
"2013-02-23",20.1255
"2013-02-24",20.6971
"2013-02-25",21.3588
"2013-02-26",20.899
"2013-02-27",20.8504
"2013-02-28",21.0842
"2013-03-01",21.3272
"2013-03-02",21.705
"2013-03-03",21.3782
"2013-03-04",23.6627
"2013-03-05",23.9402
"2013-03-06",24.3005
"2013-03-07",24.1307
"2013-03-08",24.1696
"2013-03-09",23.7298
"2013-03-10",23.9353
"2013-03-11",24.2375
"2013-03-12",23.4412
"2013-03-13",23.2627
"2013-03-14",23.8563
"2013-03-15",23.8734
"2013-03-16",23.8968
"2013-03-17",22.4051
"2013-03-18",22.3202
"2013-03-19",22.9653
"2013-03-20",23.0577
"2013-03-21",21.5666
"2013-03-22",21.6488
"2013-03-23",23.6135
"2013-03-24",24.1709
"2013-03-25",23.7575
"2013-03-26",23.9596
"2013-03-27",24.1115
"2013-03-28",24.619
"2013-03-29",24.473
"2013-03-30",24.0047
"2013-03-31",23.4954
"2013-04-01",23.6268
"2013-04-02",23.6312
"2013-04-03",22.5682
"2013-04-04",23.378
"2013-04-05",23.616
"2013-04-06",24.2317
"2013-04-07",24.1693
"2013-04-08",24.5615
"2013-04-09",23.7636
"2013-04-10",24.0658
"2013-04-11",23.5586
"2013-04-12",24.2932
"2013-04-13",23.8985
"2013-04-14",24.0896
"2013-04-15",24.1443
"2013-04-16",23.7198
"2013-04-17",23.7469
"2013-04-18",23.1388
"2013-04-19",23.1838
"2013-04-20",23.8979
"2013-04-21",24.3339
"2013-04-22",24.0373
"2013-04-23",24.1789
"2013-04-24",24.0953
"2013-04-25",23.9799
"2013-04-26",23.8002
"2013-04-27",23.2813
"2013-04-28",23.8201
"2013-04-29",23.753
"2013-04-30",23.8602
"2013-05-01",24.1096
"2013-05-02",24.8534
"2013-05-03",24.3376
"2013-05-04",24.9901
"2013-05-05",24.9772
"2013-05-06",24.666
"2013-05-07",24.2508
"2013-05-08",24.1525
"2013-05-09",24.1659
"2013-05-10",24.3726
"2013-05-11",24.7629
"2013-05-12",24.6039
"2013-05-13",23.7516
"2013-05-14",23.6373
"2013-05-15",22.8301
"2013-05-16",22.917
"2013-05-17",23.1974
"2013-05-18",23.9098
"2013-05-19",24.2227
"2013-05-20",23.2077
"2013-05-21",22.9748
"2013-05-22",22.9629
"2013-05-23",23.2627
"2013-05-24",23.481
"2013-05-25",23.3416
"2013-05-26",23.0777
"2013-05-27",22.8101
"2013-05-28",22.5612
"2013-05-29",22.9347
"2013-05-30",23.4181
"2013-05-31",22.8634
"2013-06-01",22.9262
"2013-06-02",22.3796
"2013-06-03",22.2047
"2013-06-04",22.5772
"2013-06-05",23.0261
"2013-06-06",22.7764
"2013-06-07",22.5218
"2013-06-08",22.0139
"2013-06-09",22.5722
"2013-06-10",22.5994
"2013-06-11",22.5181
"2013-06-12",22.5726
"2013-06-13",22.7696
"2013-06-14",22.6056
"2013-06-15",22.8435
"2013-06-16",22.779
"2013-06-17",22.5623
"2013-06-18",22.547
"2013-06-19",22.5895
"2013-06-20",22.3132
"2013-06-21",22.725
"2013-06-22",23.0281
"2013-06-23",22.9282
"2013-06-24",22.617
"2013-06-25",21.9312
"2013-06-26",22.0586
"2013-06-27",22.4049
"2013-06-28",22.4929
"2013-06-29",22.2079
"2013-06-30",22.3151
"2013-07-01",21.6123
"2013-07-02",22.1276
"2013-07-03",21.7852
"2013-07-04",22.2964
"2013-07-05",22.9838
"2013-07-06",23.4726
"2013-07-07",23.0506
"2013-07-08",22.5472
"2013-07-09",22.2874
"2013-07-10",22.2216
"2013-07-11",22.029
"2013-07-12",21.9687
"2013-07-13",21.5928
"2013-07-14",22.1718
"2013-07-15",22.4008
"2013-07-16",22.0227
"2013-07-17",22.0777
"2013-07-18",22.0915
"2013-07-19",21.9654
"2013-07-20",22.0305
"2013-07-21",22.0344
"2013-07-22",22.1667
"2013-07-23",21.3738
"2013-07-24",21.6025
"2013-07-25",22.0601
"2013-07-26",21.2792
"2013-07-27",21.423
"2013-07-28",22.1006
"2013-07-29",22.2613
"2013-07-30",21.5367
"2013-07-31",21.2292
"2013-08-01",21.6114
"2013-08-02",22.3604
"2013-08-03",22.2634
"2013-08-04",22.3834
"2013-08-05",21.2589
"2013-08-06",21.2745
"2013-08-07",21.7183
"2013-08-08",22.0903
"2013-08-09",22.3321
"2013-08-10",22.5977
"2013-08-11",22.5033
"2013-08-12",22.5636
"2013-08-13",21.8696
"2013-08-14",21.6634
"2013-08-15",21.2642
"2013-08-16",21.11
"2013-08-17",21.484
"2013-08-18",21.7496
"2013-08-19",20.8675
"2013-08-20",21.285
"2013-08-21",21.6739
"2013-08-22",21.0077
"2013-08-23",21.0738
"2013-08-24",21.2605
"2013-08-25",21.6594
"2013-08-26",21.9593
"2013-08-27",21.4151
"2013-08-28",22.4498
"2013-08-29",22.9926
"2013-08-30",22.7523
"2013-08-31",23.2993
"2013-09-01",23.3875
"2013-09-02",22.4179
"2013-09-03",21.5081
"2013-09-04",21.7277
"2013-09-05",21.6706
"2013-09-06",21.5185
"2013-09-07",22.207
"2013-09-08",22.5114
"2013-09-09",21.9028
"2013-09-10",22.4132
"2013-09-11",22.3227
"2013-09-12",22.3261
"2013-09-13",22.2869
"2013-09-14",22.5256
"2013-09-15",22.0316
"2013-09-16",22.2501
"2013-09-17",22.684
"2013-09-18",22.6842
"2013-09-19",22.6488
"2013-09-20",22.7197
"2013-09-21",22.305
"2013-09-22",21.726
"2013-09-23",21.5681
"2013-09-24",20.8949
"2013-09-25",21.5566
"2013-09-26",21.3932
"2013-09-27",21.3223
"2013-09-28",21.3979
"2013-09-29",21.3631
"2013-09-30",21.212
"2013-10-01",21.9778
"2013-10-02",21.9829
"2013-10-03",21.3939
"2013-10-04",21.4698
"2013-10-05",20.822
"2013-10-06",19.2306
"2013-10-07",21.0309
"2013-10-08",20.8311
"2013-10-09",21.8588
"2013-10-10",22.1789
"2013-10-11",22.0437
"2013-10-12",21.9124
"2013-10-13",22.2221
"2013-10-14",21.7156
"2013-10-15",21.9285
"2013-10-16",23.0456
"2013-10-17",23.0092
"2013-10-18",23.0506
"2013-10-19",23.1027
"2013-10-20",23.2309
"2013-10-21",22.9491
"2013-10-22",22.9118
"2013-10-23",22.7457
"2013-10-24",22.4099
"2013-10-25",22.8758
"2013-10-26",21.6643
"2013-10-27",23.0244
"2013-10-28",22.7002
"2013-10-29",22.1286
"2013-10-30",22.8555
"2013-10-31",23.3016
"2013-11-01",23.5295
"2013-11-02",23.8203
"2013-11-03",23.9615
"2013-11-04",23.7381
"2013-11-05",23.716
"2013-11-06",23.4109
"2013-11-07",23.1714
"2013-11-08",22.9846
"2013-11-09",23.1247
"2013-11-10",23.6533
"2013-11-11",23.6976
"2013-11-12",22.4433
"2013-11-13",22.231
"2013-11-14",21.3907
"2013-11-15",21.1527
"2013-11-16",22.8863
"2013-11-17",23.3305
"2013-11-18",23.6366
"2013-11-19",23.4372
"2013-11-20",22.3777
"2013-11-21",23.1667
"2013-11-22",23.3099
"2013-11-23",23.419
"2013-11-24",23.4762
"2013-11-25",23.2315
"2013-11-26",23.0226
"2013-11-27",21.2224
"2013-11-28",20.4121
"2013-11-29",20.9207
"2013-11-30",23.1528
"2013-12-01",23.1333
"2013-12-02",22.6353
"2013-12-03",22.4068
"2013-12-04",22.6744
"2013-12-05",22.7685
"2013-12-06",22.5816
"2013-12-07",22.4629
"2013-12-08",22.4853
"2013-12-09",21.8593
"2013-12-10",21.3404
"2013-12-11",21.374
"2013-12-12",22.456
"2013-12-13",22.6867
"2013-12-14",23.3599
"2013-12-15",22.8286
"2013-12-16",20.7833
"2013-12-17",19.8102
"2013-12-18",21.605
"2013-12-19",22.377
"2013-12-20",22.4735
"2013-12-21",22.377
"2013-12-22",19.2513
"2013-12-23",21.1483
"2013-12-24",21.9
"2013-12-25",20.4617
"2013-12-26",20.2375
"2013-12-27",20.4159
"2013-12-28",20.8069
"2013-12-29",19.734
"2013-12-30",20.6161
"2013-12-31",21.2246
"2014-01-01",20.2219
"2014-01-02",21.873
"2014-01-03",22.5422
"2014-01-04",20.6678
"2014-01-05",21.3922
"2014-01-06",22.7714
"2014-01-07",23.4666
"2014-01-08",23.4963
"2014-01-09",22.5003
"2014-01-10",21.443
"2014-01-11",21.7835
"2014-01-12",22.5611
"2014-01-13",22.2708
"2014-01-14",22.9399
"2014-01-15",22.7658
"2014-01-16",22.5327
"2014-01-17",20.9838
"2014-01-18",21.5789
"2014-01-19",21.0456
"2014-01-20",20.7494
"2014-01-21",21.7424
"2014-01-22",21.5643
"2014-01-23",22.2261
"2014-01-24",20.7161
"2014-01-25",19.3935
"2014-01-26",19.4348
"2014-01-27",20.3638
"2014-01-28",21.4442
"2014-01-29",22.191
"2014-01-30",22.3785
"2014-01-31",22.6029
"2014-02-01",23.0576
"2014-02-02",21.7485
"2014-02-03",21.0622
"2014-02-04",20.1757
"2014-02-05",19.5693
"2014-02-06",19.0647
"2014-02-07",18.844
"2014-02-08",18.9174
"2014-02-09",18.6929
"2014-02-10",18.2164
"2014-02-11",18.6221
"2014-02-12",18.4075
"2014-02-13",21.1284
"2014-02-14",21.7064
"2014-02-15",21.6081
"2014-02-16",22.4483
"2014-02-17",22.7238
"2014-02-18",22.3245
"2014-02-19",22.7942
"2014-02-20",22.1877
"2014-02-21",21.1087
"2014-02-22",21.3743
"2014-02-23",23.0836
"2014-02-24",22.5384
"2014-02-25",22.7277
"2014-02-26",22.0803
"2014-02-27",22.5376
"2014-02-28",22.2882
"2014-03-01",20.8928
"2014-03-02",21.678
"2014-03-03",21.7738
"2014-03-04",22.4636
"2014-03-05",22.917
"2014-03-06",23.0962
"2014-03-07",22.4022
"2014-03-08",22.302
"2014-03-09",21.5564
"2014-03-10",20.9825
"2014-03-11",20.1854
"2014-03-12",20.9987
"2014-03-13",20.1592
"2014-03-14",19.2171
"2014-03-15",20.6514
"2014-03-16",22.0019
"2014-03-17",22.8597
"2014-03-18",23.3489
"2014-03-19",23.8766
"2014-03-20",23.4018
"2014-03-21",23.4643
"2014-03-22",22.1794
"2014-03-23",21.9048
"2014-03-24",22.1729
"2014-03-25",21.8615
"2014-03-26",22.0712
"2014-03-27",22.9705
"2014-03-28",22.4926
"2014-03-29",21.0432
"2014-03-30",18.7661
"2014-03-31",20.3574
"2014-04-01",21.6172
"2014-04-02",22.7517
"2014-04-03",22.6834
"2014-04-04",23.003
"2014-04-05",23.7775
"2014-04-06",23.5211
"2014-04-07",23.2902
"2014-04-08",23.4262
"2014-04-09",23.0521
"2014-04-10",22.0202
"2014-04-11",22.7878
"2014-04-12",23.376
"2014-04-13",23.0081
"2014-04-14",22.2845
"2014-04-15",22.2426
"2014-04-16",22.3383
"2014-04-17",22.8419
"2014-04-18",22.6768
"2014-04-19",23.2198
"2014-04-20",23.752
"2014-04-21",23.691
"2014-04-22",24.0291
"2014-04-23",24.4704
"2014-04-24",24.1936
"2014-04-25",24.3465
"2014-04-26",24.1281
"2014-04-27",24.3904
"2014-04-28",23.8714
"2014-04-29",23.7237
"2014-04-30",23.976
"2014-05-01",24.261
"2014-05-02",24.405
"2014-05-03",24.1865
"2014-05-04",24.6053
"2014-05-05",24.5606
"2014-05-06",24.5072
"2014-05-07",24.0997
"2014-05-08",24.3997
"2014-05-09",24.6514
"2014-05-10",24.4848
"2014-05-11",24.5088
"2014-05-12",24.4776
"2014-05-13",24.0532
"2014-05-14",24.2567
"2014-05-15",23.7235
"2014-05-16",23.5101
"2014-05-17",22.9619
"2014-05-18",23.6443
"2014-05-19",23.5247
"2014-05-20",23.5952
"2014-05-21",23.285
"2014-05-22",23.1349
"2014-05-23",23.8546
"2014-05-24",24.1959
"2014-05-25",24.1564
"2014-05-26",23.8211
"2014-05-27",24.2358
"2014-05-28",23.6825
"2014-05-29",23.6839
"2014-05-30",23.7598
"2014-05-31",24.2974
"2014-06-01",24.4343
"2014-06-02",24.0533
"2014-06-03",23.6383
"2014-06-04",23.408
"2014-06-05",23.3384
"2014-06-06",23.0125
"2014-06-07",23.0085
"2014-06-08",23.0643
"2014-06-09",22.3728
"2014-06-10",22.6332
"2014-06-11",23.0073
"2014-06-12",23.3778
"2014-06-13",23.2154
"2014-06-14",23.4207
"2014-06-15",22.6719
"2014-06-16",22.5169
"2014-06-17",22.0287
"2014-06-18",22.4113
"2014-06-19",23.1025
"2014-06-20",22.9686
"2014-06-21",23.0608
"2014-06-22",22.7457
"2014-06-23",22.4512
"2014-06-24",22.7213
"2014-06-25",22.7048
"2014-06-26",22.2802
"2014-06-27",22.0989
"2014-06-28",22.5312
"2014-06-29",22.7407
"2014-06-30",22.8277
"2014-07-01",22.996
"2014-07-02",22.2493
"2014-07-03",22.5656
"2014-07-04",22.7024
"2014-07-05",23.1673
"2014-07-06",22.9731
"2014-07-07",22.454
"2014-07-08",22.4069
"2014-07-09",22.5202
"2014-07-10",22.069
"2014-07-11",22.0287
"2014-07-12",21.7361
"2014-07-13",21.6411
"2014-07-14",21.8004
"2014-07-15",21.7224
"2014-07-16",22.0319
"2014-07-17",21.5197
"2014-07-18",22.2414
"2014-07-19",22.3224
"2014-07-20",22.1618
"2014-07-21",21.6249
"2014-07-22",22.0953
"2014-07-23",21.971
"2014-07-24",21.9124
"2014-07-25",21.9604
"2014-07-26",22.4947
"2014-07-27",23.0276
"2014-07-28",22.2686
"2014-07-29",21.6136
"2014-07-30",21.6239
"2014-07-31",22.3357
"2014-08-01",22.5652
"2014-08-02",22.6989
"2014-08-03",22.6272
"2014-08-04",22.0521
"2014-08-05",22.0291
"2014-08-06",21.6018
"2014-08-07",22.366
"2014-08-08",22.4923
"2014-08-09",21.9285
"2014-08-10",22.4777
"2014-08-11",22.3034
"2014-08-12",21.5768
"2014-08-13",21.6836
"2014-08-14",21.8745
"2014-08-15",22.5122
"2014-08-16",22.6783
"2014-08-17",22.9562
"2014-08-18",23.1146
"2014-08-19",22.6917
"2014-08-20",22.8659
"2014-08-21",22.5864
"2014-08-22",22.7584
"2014-08-23",22.4574
"2014-08-24",22.3939
"2014-08-25",21.8568
"2014-08-26",20.818
"2014-08-27",20.1745
"2014-08-28",21.4888
"2014-08-29",21.6103
"2014-08-30",21.8616
"2014-08-31",22.1446
"2014-09-01",22.1164
"2014-09-02",22.114
"2014-09-03",21.9927
"2014-09-04",22.3164
"2014-09-05",22.5752
"2014-09-06",22.5937
"2014-09-07",22.3027
"2014-09-08",22.1455
"2014-09-09",21.9352
"2014-09-10",22.0646
"2014-09-11",22.1912
"2014-09-12",21.9056
"2014-09-13",22.2551
"2014-09-14",22.4522
"2014-09-15",22.2841
"2014-09-16",21.7617
"2014-09-17",21.5767
"2014-09-18",22.0156
"2014-09-19",21.462
"2014-09-20",21.147
"2014-09-21",21.6626
"2014-09-22",21.5667
"2014-09-23",21.6926
"2014-09-24",22.7176
"2014-09-25",22.8524
"2014-09-26",23.2996
"2014-09-27",23.4802
"2014-09-28",23.8868
"2014-09-29",24.0734
"2014-09-30",23.4964
"2014-10-01",23.423
"2014-10-02",23.8901
"2014-10-03",23.8788
"2014-10-04",23.9592
"2014-10-05",23.5957
"2014-10-06",23.3958
"2014-10-07",22.9175
"2014-10-08",23.0096
"2014-10-09",23.6537
"2014-10-10",23.3323
"2014-10-11",21.6284
"2014-10-12",22.6047
"2014-10-13",22.249
"2014-10-14",23.3039
"2014-10-15",23.544
"2014-10-16",23.9002
"2014-10-17",23.7167
"2014-10-18",23.3368
"2014-10-19",23.7491
"2014-10-20",23.5698
"2014-10-21",23.5244
"2014-10-22",23.4319
"2014-10-23",23.7357
"2014-10-24",23.3885
"2014-10-25",24.0144
"2014-10-26",23.6697
"2014-10-27",23.4869
"2014-10-28",23.6299
"2014-10-29",23.6692
"2014-10-30",23.3778
"2014-10-31",22.4274
"2014-11-01",22.6074
"2014-11-02",22.9127
"2014-11-03",23.1075
"2014-11-04",22.4064
"2014-11-05",22.9284
"2014-11-06",21.355
"2014-11-07",21.0186
"2014-11-08",21.7907
"2014-11-09",22.4377
"2014-11-10",22.7699
"2014-11-11",23.1849
"2014-11-12",23.5001
"2014-11-13",23.6108
"2014-11-14",23.6224
"2014-11-15",23.3073
"2014-11-16",23.4213
"2014-11-17",23.5079
"2014-11-18",23.3387
"2014-11-19",23.374
"2014-11-20",23.4487
"2014-11-21",23.5323
"2014-11-22",23.0613
"2014-11-23",23.2147
"2014-11-24",22.453
"2014-11-25",22.8697
"2014-11-26",23.0126
"2014-11-27",23.4342
"2014-11-28",23.4323
"2014-11-29",22.0797
"2014-11-30",23.1083
"2014-12-01",23.7907
"2014-12-02",23.8764
"2014-12-03",22.4401
"2014-12-04",21.1468
"2014-12-05",22.7981
"2014-12-06",23.4831
"2014-12-07",23.9687
"2014-12-08",23.6642
"2014-12-09",23.8578
"2014-12-10",23.5707
"2014-12-11",23.8531
"2014-12-12",23.5421
"2014-12-13",23.4802
"2014-12-14",23.6347
"2014-12-15",24.1102
"2014-12-16",23.7866
"2014-12-17",23.3489
"2014-12-18",23.7721
"2014-12-19",23.5054
"2014-12-20",22.3269
"2014-12-21",23.3261
"2014-12-22",23.0092
"2014-12-23",23.3058
"2014-12-24",23.3741
"2014-12-25",22.9089
"2014-12-26",21.7833
"2014-12-27",22.0628
"2014-12-28",23.3212
"2014-12-29",22.9251
"2014-12-30",22.591
"2014-12-31",23.342
"2015-01-01",23.4708
"2015-01-02",22.8401
"2015-01-03",22.9422
"2015-01-04",22.6713
"2015-01-05",23.3458
"2015-01-06",22.5147
"2015-01-07",21.0124
"2015-01-08",20.7777
"2015-01-09",20.7227
"2015-01-10",19.5921
"2015-01-11",19.1511
"2015-01-12",18.4147
"2015-01-13",20.1519
"2015-01-14",21.0586
"2015-01-15",20.6426
"2015-01-16",22.1556
"2015-01-17",21.8035
"2015-01-18",21.8677
"2015-01-19",20.4146
"2015-01-20",20.8231
"2015-01-21",20.6276
"2015-01-22",21.8158
"2015-01-23",22.5818
"2015-01-24",22.4533
"2015-01-25",21.9156
"2015-01-26",21.1195
"2015-01-27",21.0413
"2015-01-28",22.5002
"2015-01-29",22.6594
"2015-01-30",21.4305
"2015-01-31",20.1238
"2015-02-01",21.8443
"2015-02-02",22.7581
"2015-02-03",22.676
"2015-02-04",23.175
"2015-02-05",22.9458
"2015-02-06",22.1977
"2015-02-07",22.0614
"2015-02-08",22.4603
"2015-02-09",22.6857
"2015-02-10",22.9324
"2015-02-11",22.8859
"2015-02-12",23.0983
"2015-02-13",23.3485
"2015-02-14",21.8761
"2015-02-15",19.3492
"2015-02-16",19.5163
"2015-02-17",19.0102
"2015-02-18",18.704
"2015-02-19",19.0402
"2015-02-20",20.2752
"2015-02-21",21.0489
"2015-02-22",21.9794
"2015-02-23",22.7373
"2015-02-24",23.1497
"2015-02-25",23.4173
"2015-02-26",23.2054
"2015-02-27",22.9059
"2015-02-28",22.6645
"2015-03-01",23.1333
"2015-03-02",22.7568
"2015-03-03",22.3632
"2015-03-04",22.9521
"2015-03-05",23.4967
"2015-03-06",22.869
"2015-03-07",22.0935
"2015-03-08",21.7682
"2015-03-09",21.6809
"2015-03-10",20.8177
"2015-03-11",21.0098
"2015-03-12",23.5534
"2015-03-13",23.1323
"2015-03-14",23.2536
"2015-03-15",23.4081
"2015-03-16",23.3497
"2015-03-17",21.9781
"2015-03-18",20.3708
"2015-03-19",20.5133
"2015-03-20",21.2077
"2015-03-21",21.99
"2015-03-22",22.2505
"2015-03-23",21.7949
"2015-03-24",21.4493
"2015-03-25",21.6609
"2015-03-26",23.6061
"2015-03-27",23.7046
"2015-03-28",23.6333
"2015-03-29",23.6797
"2015-03-30",23.7552
"2015-03-31",24.0251
"2015-04-01",23.7015
"2015-04-02",23.863
"2015-04-03",24.46
"2015-04-04",23.8034
"2015-04-05",23.8079
"2015-04-06",23.4563
"2015-04-07",24.1105
"2015-04-08",23.9128
"2015-04-09",23.7317
"2015-04-10",23.5758
"2015-04-11",23.2847
"2015-04-12",22.9584
"2015-04-13",22.8705
"2015-04-14",23.2899
"2015-04-15",24.0711
"2015-04-16",24.1274
"2015-04-17",23.7562
"2015-04-18",23.9033
"2015-04-19",24.1487
"2015-04-20",24.1227
"2015-04-21",23.4804
"2015-04-22",24.2339
"2015-04-23",23.9082
"2015-04-24",23.896
"2015-04-25",23.891
"2015-04-26",24.0132
"2015-04-27",23.3178
"2015-04-28",23.7433
"2015-04-29",23.7681
"2015-04-30",24.0059
"2015-05-01",23.9103
"2015-05-02",24.4871
"2015-05-03",23.8757
"2015-05-04",23.7269
"2015-05-05",23.8742
"2015-05-06",24.1853
"2015-05-07",24.2821
"2015-05-08",24.4764
"2015-05-09",24.4756
"2015-05-10",24.4021
"2015-05-11",24.6144
"2015-05-12",24.6839
"2015-05-13",24.6148
"2015-05-14",24.8678
"2015-05-15",24.7658
"2015-05-16",24.3345
"2015-05-17",23.5184
"2015-05-18",23.8264
"2015-05-19",23.7844
"2015-05-20",23.6961
"2015-05-21",24.0098
"2015-05-22",23.9433
"2015-05-23",23.9325
"2015-05-24",23.9914
"2015-05-25",24.0851
"2015-05-26",24.5613
"2015-05-27",24.1681
"2015-05-28",24.3733
"2015-05-29",24.0499
"2015-05-30",24.1378
"2015-05-31",23.8462
"2015-06-01",23.5651
"2015-06-02",23.7671
"2015-06-03",24.4951
"2015-06-04",24.1688
"2015-06-05",23.3515
"2015-06-06",23.7832
"2015-06-07",23.5214
"2015-06-08",23.1891
"2015-06-09",23.0473
"2015-06-10",23.4574
"2015-06-11",23.4674
"2015-06-12",23.1599
"2015-06-13",23.0556
"2015-06-14",23.2623
"2015-06-15",23.9091
"2015-06-16",23.4141
"2015-06-17",23.4871
"2015-06-18",23.7626
"2015-06-19",23.4492
"2015-06-20",23.3345
"2015-06-21",22.3073
"2015-06-22",22.3262
"2015-06-23",22.9126
"2015-06-24",22.6548
"2015-06-25",23.1912
"2015-06-26",23.6349
"2015-06-27",23.4666
"2015-06-28",23.3086
"2015-06-29",23.1135
"2015-06-30",23.0311
"2015-07-01",23.0427
"2015-07-02",22.9744
"2015-07-03",23.1888
"2015-07-04",23.2901
"2015-07-05",23.0022
"2015-07-06",22.2695
"2015-07-07",22.1362
"2015-07-08",22.1723
"2015-07-09",22.3657
"2015-07-10",23.3679
"2015-07-11",23.3087
"2015-07-12",22.9284
"2015-07-13",22.9742
"2015-07-14",22.9185
"2015-07-15",23.0246
"2015-07-16",23.014
"2015-07-17",22.7116
"2015-07-18",22.9665
"2015-07-19",22.5328
"2015-07-20",22.3695
"2015-07-21",22.6518
"2015-07-22",22.6797
"2015-07-23",22.3926
"2015-07-24",21.7584
"2015-07-25",22.1062
"2015-07-26",21.9983
"2015-07-27",21.5735
"2015-07-28",21.9051
"2015-07-29",21.9407
"2015-07-30",21.6836
"2015-07-31",21.8071
"2015-08-01",22.0351
"2015-08-02",22.2468
"2015-08-03",21.9518
"2015-08-04",22.465
"2015-08-05",22.4862
"2015-08-06",22.1735
"2015-08-07",22.2941
"2015-08-08",21.8282
"2015-08-09",22.4159
"2015-08-10",22.9835
"2015-08-11",22.541
"2015-08-12",22.5101
"2015-08-13",22.7307
"2015-08-14",23.2947
"2015-08-15",23.5316
"2015-08-16",22.9715
"2015-08-17",23.6245
"2015-08-18",23.5127
"2015-08-19",22.7803
"2015-08-20",23.026
"2015-08-21",22.4853
"2015-08-22",22.876
"2015-08-23",22.9966
"2015-08-24",22.8478
"2015-08-25",22.7241
"2015-08-26",22.1633
"2015-08-27",22.4967
"2015-08-28",22.5117
"2015-08-29",22.7122
"2015-08-30",22.9644
"2015-08-31",22.1435
"2015-09-01",22.8216
"2015-09-02",22.5748
"2015-09-03",23.5875
"2015-09-04",23.7588
"2015-09-05",24.0565
"2015-09-06",23.1799
"2015-09-07",21.987
"2015-09-08",22.6331
"2015-09-09",22.8385
"2015-09-10",22.8953
"2015-09-11",22.7857
"2015-09-12",22.8562
"2015-09-13",22.9472
"2015-09-14",23.1635
"2015-09-15",23.1709
"2015-09-16",23.3299
"2015-09-17",23.3608
"2015-09-18",23.5402
"2015-09-19",23.0868
"2015-09-20",23.4635
"2015-09-21",23.1519
"2015-09-22",22.6321
"2015-09-23",23.7951
"2015-09-24",23.5421
"2015-09-25",23.4716
"2015-09-26",23.0304
"2015-09-27",23.0842
"2015-09-28",23.245
"2015-09-29",23.1935
"2015-09-30",22.8559
"2015-10-01",23.7588
"2015-10-02",23.8541
"2015-10-03",23.6096
"2015-10-04",23.5879
"2015-10-05",23.3361
"2015-10-06",23.0073
"2015-10-07",23.2177
"2015-10-08",23.1181
"2015-10-09",22.0045
"2015-10-10",22.6088
"2015-10-11",23.6792
"2015-10-12",24.0579
"2015-10-13",24.0291
"2015-10-14",23.8339
"2015-10-15",23.5824
"2015-10-16",23.6406
"2015-10-17",23.7967
"2015-10-18",24.2457
"2015-10-19",24.2104
"2015-10-20",23.8255
"2015-10-21",23.7473
"2015-10-22",24.2918
"2015-10-23",24.2865
"2015-10-24",24.2775
"2015-10-25",23.6424
"2015-10-26",23.2207
"2015-10-27",23.556
"2015-10-28",23.6781
"2015-10-29",23.8979
"2015-10-30",24.1009
"2015-10-31",24.0208
"2015-11-01",23.9156
"2015-11-02",23.6649
"2015-11-03",23.6135
"2015-11-04",24.3921
"2015-11-05",23.7157
"2015-11-06",23.6056
"2015-11-07",24.0329
"2015-11-08",23.922
"2015-11-09",23.5017
"2015-11-10",24.1828
"2015-11-11",24.0767
"2015-11-12",24.0407
"2015-11-13",23.9637
