,"(deg C) Mean Dew Point Temperature (ERA5) at Puttalam, 2007-01-01 to 2025-12-31"
"2012-11-27",23.5231
"2012-11-28",22.0599
"2012-11-29",21.3789
"2012-11-30",20.5473
"2012-12-01",20.546
"2012-12-02",21.6601
"2012-12-03",23.2652
"2012-12-04",23.8079
"2012-12-05",23.6566
"2012-12-06",23.7648
"2012-12-07",23.808
"2012-12-08",23.5172
"2012-12-09",22.8699
"2012-12-10",21.5593
"2012-12-11",22.0146
"2012-12-12",21.8367
"2012-12-13",21.2588
"2012-12-14",21.524
"2012-12-15",22.8263
"2012-12-16",22.6716
"2012-12-17",22.6252
"2012-12-18",22.6676
"2012-12-19",23.1655
"2012-12-20",23.3173
"2012-12-21",23.1258
"2012-12-22",22.8243
"2012-12-23",22.7757
"2012-12-24",23.1227
"2012-12-25",23.6999
"2012-12-26",23.906
"2012-12-27",23.8341
"2012-12-28",24.2357
"2012-12-29",24.5338
"2012-12-30",23.9947
"2012-12-31",23.4738
"2013-01-01",23.0935
"2013-01-02",22.5666
"2013-01-03",23.2805
"2013-01-04",24.1164
"2013-01-05",23.4664
"2013-01-06",22.8405
"2013-01-07",22.7561
"2013-01-08",23.717
"2013-01-09",23.7494
"2013-01-10",23.6372
"2013-01-11",22.625
"2013-01-12",21.1022
"2013-01-13",19.6299
"2013-01-14",19.9243
"2013-01-15",20.3738
"2013-01-16",20.2076
"2013-01-17",19.6795
"2013-01-18",19.4596
"2013-01-19",20.2669
"2013-01-20",23.0021
"2013-01-21",21.8937
"2013-01-22",21.4255
"2013-01-23",22.9079
"2013-01-24",22.6059
"2013-01-25",21.8679
"2013-01-26",21.3792
"2013-01-27",20.8028
"2013-01-28",20.7851
"2013-01-29",20.5505
"2013-01-30",20.7676
"2013-01-31",20.4564
"2013-02-01",21.081
"2013-02-02",21.759
"2013-02-03",22.206
"2013-02-04",22.7252
"2013-02-05",23.189
"2013-02-06",23.3175
"2013-02-07",23.1652
"2013-02-08",23.5813
"2013-02-09",23.2956
"2013-02-10",22.2874
"2013-02-11",22.6311
"2013-02-12",23.2396
"2013-02-13",23.6693
"2013-02-14",23.5057
"2013-02-15",23.5914
"2013-02-16",23.6014
"2013-02-17",23.8541
"2013-02-18",23.869
"2013-02-19",23.7526
"2013-02-20",23.0049
"2013-02-21",21.3068
"2013-02-22",21.1722
"2013-02-23",20.6533
"2013-02-24",21.2924
"2013-02-25",21.9084
"2013-02-26",21.3565
"2013-02-27",21.4794
"2013-02-28",21.9429
"2013-03-01",21.8452
"2013-03-02",21.8911
"2013-03-03",21.8456
"2013-03-04",23.7488
"2013-03-05",23.9623
"2013-03-06",24.4338
"2013-03-07",24.3824
"2013-03-08",24.3446
"2013-03-09",24.2467
"2013-03-10",24.4743
"2013-03-11",24.3167
"2013-03-12",24.203
"2013-03-13",23.7797
"2013-03-14",23.9181
"2013-03-15",24.1302
"2013-03-16",23.8939
"2013-03-17",23.3381
"2013-03-18",23.1645
"2013-03-19",23.7327
"2013-03-20",23.7988
"2013-03-21",23.0027
"2013-03-22",23.0554
"2013-03-23",24.0301
"2013-03-24",24.4334
"2013-03-25",24.1455
"2013-03-26",24.4978
"2013-03-27",24.7878
"2013-03-28",25.2421
"2013-03-29",25.0613
"2013-03-30",25.3994
"2013-03-31",25.4863
"2013-04-01",25.4972
"2013-04-02",25.4412
"2013-04-03",25.184
"2013-04-04",25.4206
"2013-04-05",26.0546
"2013-04-06",25.7439
"2013-04-07",25.7198
"2013-04-08",25.6033
"2013-04-09",25.3805
"2013-04-10",24.8714
"2013-04-11",25.0626
"2013-04-12",24.8524
"2013-04-13",24.9434
"2013-04-14",25.3054
"2013-04-15",25.449
"2013-04-16",25.6366
"2013-04-17",25.4848
"2013-04-18",25.7299
"2013-04-19",25.5071
"2013-04-20",25.2388
"2013-04-21",24.8981
"2013-04-22",24.7061
"2013-04-23",24.6701
"2013-04-24",24.7175
"2013-04-25",24.6515
"2013-04-26",24.8177
"2013-04-27",25.1127
"2013-04-28",25.4451
"2013-04-29",25.782
"2013-04-30",25.6411
"2013-05-01",25.1921
"2013-05-02",25.4239
"2013-05-03",25.6045
"2013-05-04",26.0965
"2013-05-05",25.838
"2013-05-06",25.2521
"2013-05-07",25.3389
"2013-05-08",25.6951
"2013-05-09",25.6852
"2013-05-10",26.0618
"2013-05-11",26.5271
"2013-05-12",26.4163
"2013-05-13",25.4762
"2013-05-14",25.5355
"2013-05-15",24.97
"2013-05-16",25.141
"2013-05-17",25.1536
"2013-05-18",25.8137
"2013-05-19",25.9795
"2013-05-20",25.0978
"2013-05-21",25.0778
"2013-05-22",25.0942
"2013-05-23",25.314
"2013-05-24",25.4889
"2013-05-25",25.0708
"2013-05-26",25.2636
"2013-05-27",24.9253
"2013-05-28",24.872
"2013-05-29",25.0681
"2013-05-30",25.3058
"2013-05-31",24.5765
"2013-06-01",24.6904
"2013-06-02",24.3604
"2013-06-03",24.3274
"2013-06-04",24.8895
"2013-06-05",25.1613
"2013-06-06",25.0178
"2013-06-07",24.7561
"2013-06-08",23.86
"2013-06-09",24.6066
"2013-06-10",24.8864
"2013-06-11",24.6515
"2013-06-12",24.3044
"2013-06-13",24.6027
"2013-06-14",24.9217
"2013-06-15",24.6374
"2013-06-16",24.4294
"2013-06-17",24.1979
"2013-06-18",24.4095
"2013-06-19",24.503
"2013-06-20",24.4137
"2013-06-21",24.6591
"2013-06-22",24.3426
"2013-06-23",24.3748
"2013-06-24",24.5319
"2013-06-25",24.1876
"2013-06-26",24.3434
"2013-06-27",24.4879
"2013-06-28",24.3054
"2013-06-29",24.4043
"2013-06-30",24.3664
"2013-07-01",23.8621
"2013-07-02",24.186
"2013-07-03",24.0849
"2013-07-04",24.4537
"2013-07-05",24.7458
"2013-07-06",24.3922
"2013-07-07",24.4619
"2013-07-08",24.449
"2013-07-09",24.2646
"2013-07-10",23.853
"2013-07-11",24.0928
"2013-07-12",24.1955
"2013-07-13",24.2291
"2013-07-14",24.405
"2013-07-15",24.4847
"2013-07-16",24.1265
"2013-07-17",24.0808
"2013-07-18",24.1948
"2013-07-19",24.3105
"2013-07-20",24.3097
"2013-07-21",24.2862
"2013-07-22",24.0937
"2013-07-23",23.7448
"2013-07-24",23.9769
"2013-07-25",24.085
"2013-07-26",23.9766
"2013-07-27",24.196
"2013-07-28",24.473
"2013-07-29",24.1949
"2013-07-30",24.1039
"2013-07-31",24.1724
"2013-08-01",24.4782
"2013-08-02",24.4521
"2013-08-03",24.3308
"2013-08-04",23.7368
"2013-08-05",23.2742
"2013-08-06",23.5629
"2013-08-07",23.8023
"2013-08-08",23.9483
"2013-08-09",24.0474
"2013-08-10",24.2286
"2013-08-11",24.3499
"2013-08-12",24.3093
"2013-08-13",24.1208
"2013-08-14",23.9875
"2013-08-15",24.0204
"2013-08-16",23.8499
"2013-08-17",23.8618
"2013-08-18",24.0113
"2013-08-19",23.8307
"2013-08-20",23.8433
"2013-08-21",24.0276
"2013-08-22",23.9587
"2013-08-23",23.8469
"2013-08-24",23.924
"2013-08-25",24.134
"2013-08-26",24.2112
"2013-08-27",24.2345
"2013-08-28",24.4937
"2013-08-29",24.2372
"2013-08-30",24.5469
"2013-08-31",24.1741
"2013-09-01",24.4536
"2013-09-02",24.1564
"2013-09-03",23.843
"2013-09-04",24.196
"2013-09-05",23.8841
"2013-09-06",23.4802
"2013-09-07",23.6297
"2013-09-08",23.9853
"2013-09-09",23.775
"2013-09-10",24.1064
"2013-09-11",24.0391
"2013-09-12",24.0815
"2013-09-13",24.1102
"2013-09-14",24.4141
"2013-09-15",24.3875
"2013-09-16",24.2408
"2013-09-17",24.2206
"2013-09-18",24.3018
"2013-09-19",24.5241
"2013-09-20",24.7375
"2013-09-21",24.6257
"2013-09-22",24.5085
"2013-09-23",24.279
"2013-09-24",24.0596
"2013-09-25",24.3061
"2013-09-26",24.294
"2013-09-27",24.2133
"2013-09-28",24.1531
"2013-09-29",24.2897
"2013-09-30",24.2426
"2013-10-01",24.5328
"2013-10-02",24.551
"2013-10-03",24.3043
"2013-10-04",23.831
"2013-10-05",23.4248
"2013-10-06",23.078
"2013-10-07",23.9286
"2013-10-08",24.1301
"2013-10-09",24.2945
"2013-10-10",24.6414
"2013-10-11",24.5085
"2013-10-12",24.4272
"2013-10-13",24.6381
"2013-10-14",24.4863
"2013-10-15",24.5029
"2013-10-16",24.4359
"2013-10-17",23.9589
"2013-10-18",23.7987
"2013-10-19",23.6344
"2013-10-20",23.9387
"2013-10-21",24.3439
"2013-10-22",24.737
"2013-10-23",24.714
"2013-10-24",24.6948
"2013-10-25",24.3592
"2013-10-26",24.0619
"2013-10-27",24.5371
"2013-10-28",24.342
"2013-10-29",24.1509
"2013-10-30",23.9562
"2013-10-31",23.4848
"2013-11-01",23.9149
"2013-11-02",23.987
"2013-11-03",23.8354
"2013-11-04",23.8961
"2013-11-05",23.8623
"2013-11-06",23.8091
"2013-11-07",23.5753
"2013-11-08",23.6414
"2013-11-09",23.706
"2013-11-10",24.0096
"2013-11-11",23.8809
"2013-11-12",23.1826
"2013-11-13",23.0979
"2013-11-14",22.8232
"2013-11-15",22.2072
"2013-11-16",22.9533
"2013-11-17",23.4767
"2013-11-18",23.6284
"2013-11-19",23.7655
"2013-11-20",23.2515
"2013-11-21",23.5957
"2013-11-22",23.6932
"2013-11-23",23.5363
"2013-11-24",23.5597
"2013-11-25",23.7477
"2013-11-26",23.4615
"2013-11-27",22.3768
"2013-11-28",21.2134
"2013-11-29",21.7487
"2013-11-30",23.3883
"2013-12-01",23.7345
"2013-12-02",23.367
"2013-12-03",22.9159
"2013-12-04",23.3731
"2013-12-05",23.5207
"2013-12-06",22.883
"2013-12-07",22.9566
"2013-12-08",22.9643
"2013-12-09",22.5751
"2013-12-10",22.4897
"2013-12-11",23.304
"2013-12-12",23.3065
"2013-12-13",23.3102
"2013-12-14",23.5493
"2013-12-15",23.1636
"2013-12-16",20.986
"2013-12-17",19.4199
"2013-12-18",21.7396
"2013-12-19",22.3144
"2013-12-20",22.494
"2013-12-21",22.6477
"2013-12-22",20.2872
"2013-12-23",21.3206
"2013-12-24",22.2531
"2013-12-25",20.9853
"2013-12-26",20.6415
"2013-12-27",20.3516
"2013-12-28",20.7876
"2013-12-29",19.9087
"2013-12-30",20.2232
"2013-12-31",21.2238
"2014-01-01",20.5514
"2014-01-02",21.2091
"2014-01-03",21.9796
"2014-01-04",20.7137
"2014-01-05",22.188
"2014-01-06",23.0493
"2014-01-07",23.3757
"2014-01-08",23.292
"2014-01-09",22.6735
"2014-01-10",21.4754
"2014-01-11",21.7114
"2014-01-12",22.518
"2014-01-13",21.9828
"2014-01-14",23.1525
"2014-01-15",23.0447
"2014-01-16",22.8166
"2014-01-17",21.3832
"2014-01-18",21.2229
"2014-01-19",21.7532
"2014-01-20",20.9844
"2014-01-21",21.8875
"2014-01-22",21.8816
"2014-01-23",22.1626
"2014-01-24",21.2996
"2014-01-25",19.9597
"2014-01-26",19.657
"2014-01-27",20.2405
"2014-01-28",21.5764
"2014-01-29",22.1757
"2014-01-30",22.5911
"2014-01-31",22.628
"2014-02-01",22.6804
"2014-02-02",22.0228
"2014-02-03",21.3542
"2014-02-04",20.5793
"2014-02-05",19.8715
"2014-02-06",19.3809
"2014-02-07",19.3155
"2014-02-08",19.0113
"2014-02-09",19.4306
"2014-02-10",18.8601
"2014-02-11",19.2389
"2014-02-12",19.7458
"2014-02-13",21.5049
"2014-02-14",21.9867
"2014-02-15",22.7179
"2014-02-16",23.2648
"2014-02-17",23.4812
"2014-02-18",22.4563
"2014-02-19",22.8505
"2014-02-20",22.0707
"2014-02-21",21.4386
"2014-02-22",21.5484
"2014-02-23",22.4228
"2014-02-24",22.6803
"2014-02-25",22.3757
"2014-02-26",22.1464
"2014-02-27",22.839
"2014-02-28",22.6656
"2014-03-01",21.3234
"2014-03-02",21.9355
"2014-03-03",22.1226
"2014-03-04",22.6845
"2014-03-05",23.0886
"2014-03-06",22.9604
"2014-03-07",22.4696
"2014-03-08",22.6197
"2014-03-09",21.783
"2014-03-10",21.1743
"2014-03-11",20.4532
"2014-03-12",21.0064
"2014-03-13",20.2729
"2014-03-14",19.7989
"2014-03-15",20.8415
"2014-03-16",22.1228
"2014-03-17",22.9392
"2014-03-18",23.2406
"2014-03-19",23.9101
"2014-03-20",24.3029
"2014-03-21",24.5998
"2014-03-22",24.6611
"2014-03-23",24.1433
"2014-03-24",23.3992
"2014-03-25",22.4004
"2014-03-26",22.0138
"2014-03-27",23.2992
"2014-03-28",23.4951
"2014-03-29",21.915
"2014-03-30",22.677
"2014-03-31",23.8846
"2014-04-01",24.777
"2014-04-02",25.3432
"2014-04-03",24.974
"2014-04-04",24.7422
"2014-04-05",24.3294
"2014-04-06",24.4318
"2014-04-07",24.5235
"2014-04-08",24.7758
"2014-04-09",25.0516
"2014-04-10",25.108
"2014-04-11",25.3302
"2014-04-12",25.6367
"2014-04-13",25.3323
"2014-04-14",24.8346
"2014-04-15",24.6905
"2014-04-16",24.5724
"2014-04-17",24.777
"2014-04-18",25.1576
"2014-04-19",25.5301
"2014-04-20",25.2726
"2014-04-21",25.3077
"2014-04-22",24.6512
"2014-04-23",24.816
"2014-04-24",25.1031
"2014-04-25",25.6568
"2014-04-26",26.1049
"2014-04-27",25.31
"2014-04-28",25.194
"2014-04-29",24.7269
"2014-04-30",24.7719
"2014-05-01",24.8656
"2014-05-02",24.8091
"2014-05-03",24.6229
"2014-05-04",24.6845
"2014-05-05",24.4456
"2014-05-06",24.7453
"2014-05-07",24.8751
"2014-05-08",25.1647
"2014-05-09",25.706
"2014-05-10",25.8475
"2014-05-11",25.582
"2014-05-12",25.7593
"2014-05-13",25.6016
"2014-05-14",25.6433
"2014-05-15",25.4969
"2014-05-16",25.3116
"2014-05-17",25.0852
"2014-05-18",25.4434
"2014-05-19",24.9726
"2014-05-20",25.1464
"2014-05-21",25.0634
"2014-05-22",25.1886
"2014-05-23",25.7506
"2014-05-24",25.9513
"2014-05-25",25.883
"2014-05-26",25.9732
"2014-05-27",25.9477
"2014-05-28",25.3419
"2014-05-29",25.2025
"2014-05-30",25.3427
"2014-05-31",25.9484
"2014-06-01",26.1577
"2014-06-02",25.5208
"2014-06-03",25.5707
"2014-06-04",25.4928
"2014-06-05",25.3339
"2014-06-06",25.3923
"2014-06-07",25.4021
"2014-06-08",25.1752
"2014-06-09",24.6737
"2014-06-10",25.1513
"2014-06-11",25.2361
"2014-06-12",25.1981
"2014-06-13",25.3153
"2014-06-14",25.6217
"2014-06-15",25.2198
"2014-06-16",25.0745
"2014-06-17",24.8004
"2014-06-18",25.1092
"2014-06-19",25.2755
"2014-06-20",25.2218
"2014-06-21",25.1035
"2014-06-22",25.0868
"2014-06-23",25.128
"2014-06-24",25.183
"2014-06-25",25.2197
"2014-06-26",25.0023
"2014-06-27",25.0315
"2014-06-28",25.0859
"2014-06-29",24.9045
"2014-06-30",24.7299
"2014-07-01",25.0599
"2014-07-02",24.9407
"2014-07-03",24.9922
"2014-07-04",24.9849
"2014-07-05",24.9038
"2014-07-06",24.8485
"2014-07-07",24.6757
"2014-07-08",24.6738
"2014-07-09",24.6935
"2014-07-10",24.2898
"2014-07-11",24.5434
"2014-07-12",24.2894
"2014-07-13",24.3953
"2014-07-14",24.2446
"2014-07-15",24.415
"2014-07-16",24.6221
"2014-07-17",24.5466
"2014-07-18",24.651
"2014-07-19",24.693
"2014-07-20",24.6474
"2014-07-21",24.4792
"2014-07-22",24.501
"2014-07-23",24.4667
"2014-07-24",24.5899
"2014-07-25",24.4275
"2014-07-26",24.573
"2014-07-27",24.7603
"2014-07-28",24.3477
"2014-07-29",24.2313
"2014-07-30",24.1666
"2014-07-31",24.5808
"2014-08-01",24.5021
"2014-08-02",24.6865
"2014-08-03",24.5041
"2014-08-04",24.242
"2014-08-05",24.3434
"2014-08-06",24.2426
"2014-08-07",24.4579
"2014-08-08",24.2058
"2014-08-09",24.1929
"2014-08-10",24.3569
"2014-08-11",24.21
"2014-08-12",24.068
"2014-08-13",24.0375
"2014-08-14",24.1036
"2014-08-15",24.4996
"2014-08-16",24.5449
"2014-08-17",24.5501
"2014-08-18",24.3628
"2014-08-19",24.1276
"2014-08-20",24.1581
"2014-08-21",24.2005
"2014-08-22",23.9134
"2014-08-23",24.0765
"2014-08-24",24.4731
"2014-08-25",24.2852
"2014-08-26",23.5578
"2014-08-27",23.3966
"2014-08-28",24.0183
"2014-08-29",24.3241
"2014-08-30",24.438
"2014-08-31",24.5379
"2014-09-01",24.4484
"2014-09-02",24.0312
"2014-09-03",23.8037
"2014-09-04",23.9777
"2014-09-05",24.373
"2014-09-06",24.4989
"2014-09-07",24.4284
"2014-09-08",24.2221
"2014-09-09",24.392
"2014-09-10",24.4532
"2014-09-11",24.4487
"2014-09-12",24.5019
"2014-09-13",24.685
"2014-09-14",24.6696
"2014-09-15",24.3942
"2014-09-16",24.3003
"2014-09-17",24.3514
"2014-09-18",24.5302
"2014-09-19",24.3308
"2014-09-20",24.0315
"2014-09-21",24.4025
"2014-09-22",24.6896
"2014-09-23",24.7374
"2014-09-24",24.7163
"2014-09-25",24.2218
"2014-09-26",24.192
"2014-09-27",24.152
"2014-09-28",24.043
"2014-09-29",24.2136
"2014-09-30",23.8745
"2014-10-01",23.7268
"2014-10-02",24.0977
"2014-10-03",24.2002
"2014-10-04",24.8194
"2014-10-05",24.9828
"2014-10-06",24.7848
"2014-10-07",24.4984
"2014-10-08",24.5566
"2014-10-09",24.9395
"2014-10-10",24.7876
"2014-10-11",23.9088
"2014-10-12",24.5974
"2014-10-13",24.5968
"2014-10-14",24.4259
"2014-10-15",24.1308
"2014-10-16",24.1616
"2014-10-17",23.9895
"2014-10-18",23.767
"2014-10-19",23.9745
"2014-10-20",24.0462
"2014-10-21",23.7865
"2014-10-22",23.6828
"2014-10-23",23.6519
"2014-10-24",24.0305
"2014-10-25",24.0072
"2014-10-26",24.0516
"2014-10-27",24.0501
"2014-10-28",24.1715
"2014-10-29",24.233
"2014-10-30",23.6796
"2014-10-31",22.7353
"2014-11-01",22.689
"2014-11-02",23.6104
"2014-11-03",23.6691
"2014-11-04",22.9307
"2014-11-05",24.5702
"2014-11-06",24.009
"2014-11-07",23.2938
"2014-11-08",23.256
"2014-11-09",23.6227
"2014-11-10",23.5853
"2014-11-11",23.66
"2014-11-12",23.9396
"2014-11-13",23.9405
"2014-11-14",24.0819
"2014-11-15",24.0836
"2014-11-16",23.8542
"2014-11-17",23.8326
"2014-11-18",23.9289
"2014-11-19",23.6529
"2014-11-20",23.933
"2014-11-21",23.8473
"2014-11-22",23.6399
"2014-11-23",23.7163
"2014-11-24",23.1236
"2014-11-25",22.9541
"2014-11-26",23.1946
"2014-11-27",23.8905
"2014-11-28",23.54
"2014-11-29",22.2995
"2014-11-30",23.1868
"2014-12-01",24.0111
"2014-12-02",23.7273
"2014-12-03",22.5114
"2014-12-04",21.0021
"2014-12-05",22.23
"2014-12-06",23.0216
"2014-12-07",23.8321
"2014-12-08",24.0198
"2014-12-09",23.9879
"2014-12-10",23.6733
"2014-12-11",23.9068
"2014-12-12",23.5863
"2014-12-13",23.6587
"2014-12-14",23.7372
"2014-12-15",24.0802
"2014-12-16",24.0551
"2014-12-17",23.7725
"2014-12-18",24.0566
"2014-12-19",23.5974
"2014-12-20",22.3484
"2014-12-21",23.2541
"2014-12-22",23.3648
"2014-12-23",23.3623
"2014-12-24",23.6611
"2014-12-25",23.3297
"2014-12-26",22.0138
"2014-12-27",22.1361
"2014-12-28",23.3189
"2014-12-29",22.96
"2014-12-30",23.1981
"2014-12-31",23.8364
"2015-01-01",23.8081
"2015-01-02",22.656
"2015-01-03",22.7188
"2015-01-04",23.4921
"2015-01-05",23.2253
"2015-01-06",22.7707
"2015-01-07",21.6078
"2015-01-08",21.6253
"2015-01-09",21.4829
"2015-01-10",20.1027
"2015-01-11",19.3404
"2015-01-12",18.6025
"2015-01-13",19.8822
"2015-01-14",21.4362
"2015-01-15",20.8696
"2015-01-16",22.5403
"2015-01-17",22.4422
"2015-01-18",22.201
"2015-01-19",20.7048
"2015-01-20",21.0746
"2015-01-21",21.0709
"2015-01-22",22.0887
"2015-01-23",22.4002
"2015-01-24",22.5565
"2015-01-25",21.5858
"2015-01-26",21.4152
"2015-01-27",21.3896
"2015-01-28",22.2896
"2015-01-29",22.7652
"2015-01-30",21.7876
"2015-01-31",20.1334
"2015-02-01",21.4839
"2015-02-02",22.0881
"2015-02-03",22.494
"2015-02-04",23.0609
"2015-02-05",23.0813
"2015-02-06",22.5933
"2015-02-07",22.3292
"2015-02-08",22.3627
"2015-02-09",22.8206
"2015-02-10",23.1297
"2015-02-11",23.1279
"2015-02-12",23.206
"2015-02-13",23.3692
"2015-02-14",22.4446
"2015-02-15",19.7732
"2015-02-16",19.9208
"2015-02-17",19.4782
"2015-02-18",18.795
"2015-02-19",19.5585
"2015-02-20",20.2491
"2015-02-21",20.9705
"2015-02-22",21.4087
"2015-02-23",22.1551
"2015-02-24",23.2813
"2015-02-25",23.586
"2015-02-26",23.5661
"2015-02-27",23.5728
"2015-02-28",23.3496
"2015-03-01",23.6461
"2015-03-02",23.517
"2015-03-03",23.1048
"2015-03-04",23.938
"2015-03-05",23.7394
"2015-03-06",23.6027
"2015-03-07",22.5445
"2015-03-08",22.2017
"2015-03-09",21.9056
"2015-03-10",21.0857
"2015-03-11",21.4329
"2015-03-12",23.1309
"2015-03-13",23.3777
"2015-03-14",23.4223
"2015-03-15",23.7751
"2015-03-16",23.5779
"2015-03-17",22.7797
"2015-03-18",21.7961
"2015-03-19",22.7025
"2015-03-20",22.3811
"2015-03-21",22.7971
"2015-03-22",23.3245
"2015-03-23",23.9849
"2015-03-24",23.9356
"2015-03-25",23.5566
"2015-03-26",23.3226
"2015-03-27",23.9616
"2015-03-28",24.1431
"2015-03-29",24.2141
"2015-03-30",24.124
"2015-03-31",24.2735
"2015-04-01",24.2931
"2015-04-02",24.2389
"2015-04-03",24.9735
"2015-04-04",25.5396
"2015-04-05",25.4797
"2015-04-06",25.0833
"2015-04-07",24.7579
"2015-04-08",24.3696
"2015-04-09",24.4108
"2015-04-10",24.3057
"2015-04-11",24.9688
"2015-04-12",24.7022
"2015-04-13",23.5874
"2015-04-14",23.6361
"2015-04-15",24.1178
"2015-04-16",24.3173
"2015-04-17",24.483
"2015-04-18",24.4058
"2015-04-19",24.7913
"2015-04-20",24.4757
"2015-04-21",24.3342
"2015-04-22",24.6119
"2015-04-23",24.7931
"2015-04-24",24.8507
"2015-04-25",24.4849
"2015-04-26",24.391
"2015-04-27",24.2197
"2015-04-28",24.7685
"2015-04-29",25.0142
"2015-04-30",25.011
"2015-05-01",25.1349
"2015-05-02",25.8543
"2015-05-03",25.4897
"2015-05-04",25.0811
"2015-05-05",25.0295
"2015-05-06",25.1023
"2015-05-07",25.2758
"2015-05-08",25.5915
"2015-05-09",25.3247
"2015-05-10",25.0536
"2015-05-11",24.6503
"2015-05-12",25.0453
"2015-05-13",25.0272
"2015-05-14",25.6036
"2015-05-15",25.7515
"2015-05-16",25.4971
"2015-05-17",25.3909
"2015-05-18",25.3218
"2015-05-19",25.3681
"2015-05-20",25.3795
"2015-05-21",25.618
"2015-05-22",25.5408
"2015-05-23",25.4673
"2015-05-24",25.6622
"2015-05-25",25.9143
"2015-05-26",26.0552
"2015-05-27",25.6022
"2015-05-28",25.9778
"2015-05-29",25.9552
"2015-05-30",25.9995
"2015-05-31",25.4347
"2015-06-01",25.1494
"2015-06-02",25.5081
"2015-06-03",25.4842
"2015-06-04",25.1838
"2015-06-05",25.1802
"2015-06-06",25.261
"2015-06-07",25.2827
"2015-06-08",25.2436
"2015-06-09",25.3571
"2015-06-10",25.3357
"2015-06-11",25.3087
"2015-06-12",25.0125
"2015-06-13",25.2239
"2015-06-14",25.283
"2015-06-15",25.671
"2015-06-16",25.3418
"2015-06-17",25.455
"2015-06-18",25.4615
"2015-06-19",25.5023
"2015-06-20",25.6828
"2015-06-21",25.4061
"2015-06-22",25.3066
"2015-06-23",25.5469
"2015-06-24",25.3934
"2015-06-25",25.378
"2015-06-26",25.4593
"2015-06-27",25.1675
"2015-06-28",25.2395
"2015-06-29",25.0059
"2015-06-30",25.1566
"2015-07-01",25.2909
"2015-07-02",25.4369
"2015-07-03",25.4043
"2015-07-04",25.4748
"2015-07-05",25.2852
"2015-07-06",24.7863
"2015-07-07",24.7932
"2015-07-08",24.7615
"2015-07-09",24.9428
"2015-07-10",25.2693
"2015-07-11",25.1027
"2015-07-12",25.0464
"2015-07-13",25.1128
"2015-07-14",25.1746
"2015-07-15",25.1009
"2015-07-16",25.1146
"2015-07-17",24.7212
"2015-07-18",24.9995
"2015-07-19",24.6837
"2015-07-20",24.7358
"2015-07-21",24.9039
"2015-07-22",24.781
"2015-07-23",24.4349
"2015-07-24",24.1952
"2015-07-25",24.6193
"2015-07-26",24.5663
"2015-07-27",24.4191
"2015-07-28",24.3133
"2015-07-29",24.3133
"2015-07-30",24.0607
"2015-07-31",24.0541
"2015-08-01",24.1756
"2015-08-02",24.533
"2015-08-03",24.4511
"2015-08-04",24.7287
"2015-08-05",24.5305
"2015-08-06",24.7421
"2015-08-07",24.8086
"2015-08-08",24.6636
"2015-08-09",24.7184
"2015-08-10",24.8682
"2015-08-11",24.8245
"2015-08-12",24.7403
"2015-08-13",24.8852
"2015-08-14",24.7277
"2015-08-15",24.9436
"2015-08-16",24.2999
"2015-08-17",24.053
"2015-08-18",24.5098
"2015-08-19",24.6972
"2015-08-20",24.912
"2015-08-21",24.9204
"2015-08-22",24.9876
"2015-08-23",25.3029
"2015-08-24",25.0984
"2015-08-25",24.8799
"2015-08-26",24.5602
"2015-08-27",24.8123
"2015-08-28",24.7976
"2015-08-29",25.0322
"2015-08-30",24.9959
"2015-08-31",24.8321
"2015-09-01",25.0807
"2015-09-02",25.155
"2015-09-03",25.1237
"2015-09-04",24.414
"2015-09-05",24.5454
"2015-09-06",24.4539
"2015-09-07",23.8531
"2015-09-08",24.4199
"2015-09-09",24.6609
"2015-09-10",24.4657
"2015-09-11",24.3997
"2015-09-12",24.7861
"2015-09-13",25.0634
"2015-09-14",25.0182
"2015-09-15",24.8461
"2015-09-16",25.0801
"2015-09-17",25.2999
"2015-09-18",25.2685
"2015-09-19",25.1513
"2015-09-20",25.2676
"2015-09-21",25.2807
"2015-09-22",24.9974
"2015-09-23",25.2173
"2015-09-24",24.7603
"2015-09-25",24.7123
"2015-09-26",24.577
"2015-09-27",24.8429
"2015-09-28",24.4246
"2015-09-29",24.2125
"2015-09-30",24.1254
"2015-10-01",24.5362
"2015-10-02",24.9572
"2015-10-03",25.2427
"2015-10-04",25.2218
"2015-10-05",24.8032
"2015-10-06",24.966
"2015-10-07",24.8156
"2015-10-08",24.9102
"2015-10-09",23.8782
"2015-10-10",24.637
"2015-10-11",24.7931
"2015-10-12",24.7652
"2015-10-13",24.2525
"2015-10-14",24.0493
"2015-10-15",24.1091
"2015-10-16",24.0564
"2015-10-17",24.5257
"2015-10-18",24.426
"2015-10-19",24.4864
"2015-10-20",24.1958
"2015-10-21",24.0533
"2015-10-22",24.6091
"2015-10-23",24.5424
"2015-10-24",24.4077
"2015-10-25",23.9958
"2015-10-26",23.7008
"2015-10-27",23.5666
"2015-10-28",23.9716
"2015-10-29",24.1601
"2015-10-30",24.4215
"2015-10-31",24.541
"2015-11-01",24.2754
"2015-11-02",23.9115
"2015-11-03",23.9159
"2015-11-04",24.0701
"2015-11-05",23.7796
"2015-11-06",23.9267
"2015-11-07",24.0748
"2015-11-08",24.177
"2015-11-09",24.3851
"2015-11-10",24.9589
"2015-11-11",24.8073
"2015-11-12",24.4401
"2015-11-13",24.0521
