,"(deg C) Mean Dew Point Temperature (ERA5) at Kegalle, 2007-01-01 to 2025-12-31"
"2012-11-29",21.2951
"2012-11-30",20.0111
"2012-12-01",19.3532
"2012-12-02",19.85
"2012-12-03",22.0865
"2012-12-04",23.1487
"2012-12-05",22.8275
"2012-12-06",23.0084
"2012-12-07",22.8481
"2012-12-08",22.1994
"2012-12-09",22.2609
"2012-12-10",20.5594
"2012-12-11",20.331
"2012-12-12",20.7903
"2012-12-13",19.2975
"2012-12-14",19.3722
"2012-12-15",21.705
"2012-12-16",22.0512
"2012-12-17",22.3898
"2012-12-18",22.0671
"2012-12-19",22.4501
"2012-12-20",22.6417
"2012-12-21",22.465
"2012-12-22",22.2082
"2012-12-23",22.5161
"2012-12-24",22.8413
"2012-12-25",23.3167
"2012-12-26",23.4058
"2012-12-27",23.326
"2012-12-28",23.7265
"2012-12-29",23.8818
"2012-12-30",23.5985
"2012-12-31",22.8293
"2013-01-01",22.0071
"2013-01-02",22.2946
"2013-01-03",22.3861
"2013-01-04",21.4763
"2013-01-05",21.5019
"2013-01-06",20.9475
"2013-01-07",22.0464
"2013-01-08",22.7082
"2013-01-09",22.8281
"2013-01-10",22.8088
"2013-01-11",22.128
"2013-01-12",20.7038
"2013-01-13",18.8436
"2013-01-14",18.3315
"2013-01-15",19.015
"2013-01-16",18.775
"2013-01-17",18.9535
"2013-01-18",19.1621
"2013-01-19",19.412
"2013-01-20",21.3451
"2013-01-21",20.3784
"2013-01-22",20.1892
"2013-01-23",22.2789
"2013-01-24",22.4443
"2013-01-25",21.9745
"2013-01-26",21.3712
"2013-01-27",19.3623
"2013-01-28",19.3022
"2013-01-29",18.425
"2013-01-30",17.6504
"2013-01-31",18.6254
"2013-02-01",20.6876
"2013-02-02",21.2769
"2013-02-03",21.2804
"2013-02-04",21.3496
"2013-02-05",21.8894
"2013-02-06",22.076
"2013-02-07",21.9996
"2013-02-08",22.048
"2013-02-09",21.8872
"2013-02-10",21.0326
"2013-02-11",20.9419
"2013-02-12",21.9522
"2013-02-13",23.0165
"2013-02-14",22.7573
"2013-02-15",22.8562
"2013-02-16",22.9863
"2013-02-17",22.8993
"2013-02-18",22.7008
"2013-02-19",22.6493
"2013-02-20",21.7028
"2013-02-21",20.3331
"2013-02-22",20.2266
"2013-02-23",19.3162
"2013-02-24",20.1274
"2013-02-25",20.0746
"2013-02-26",19.1695
"2013-02-27",18.7984
"2013-02-28",19.7073
"2013-03-01",20.7034
"2013-03-02",20.653
"2013-03-03",19.8367
"2013-03-04",22.7834
"2013-03-05",23.3582
"2013-03-06",23.6465
"2013-03-07",23.1674
"2013-03-08",23.1385
"2013-03-09",22.8745
"2013-03-10",23.4759
"2013-03-11",23.4575
"2013-03-12",23.5049
"2013-03-13",23.2106
"2013-03-14",23.6381
"2013-03-15",23.214
"2013-03-16",23.1804
"2013-03-17",22.935
"2013-03-18",22.7862
"2013-03-19",22.8435
"2013-03-20",22.5197
"2013-03-21",22.1791
"2013-03-22",22.0817
"2013-03-23",23.1482
"2013-03-24",23.7415
"2013-03-25",23.2105
"2013-03-26",23.1664
"2013-03-27",23.4398
"2013-03-28",24.0812
"2013-03-29",23.9817
"2013-03-30",23.9124
"2013-03-31",23.6992
"2013-04-01",23.9258
"2013-04-02",23.7653
"2013-04-03",22.9073
"2013-04-04",23.4894
"2013-04-05",23.8737
"2013-04-06",24.539
"2013-04-07",24.433
"2013-04-08",24.328
"2013-04-09",23.9235
"2013-04-10",23.7764
"2013-04-11",23.3815
"2013-04-12",23.6701
"2013-04-13",23.7093
"2013-04-14",23.679
"2013-04-15",23.8677
"2013-04-16",23.7706
"2013-04-17",24.4294
"2013-04-18",24.0065
"2013-04-19",24.3318
"2013-04-20",23.9393
"2013-04-21",23.774
"2013-04-22",23.4777
"2013-04-23",23.5227
"2013-04-24",24.1103
"2013-04-25",23.6159
"2013-04-26",23.4204
"2013-04-27",23.3737
"2013-04-28",23.5887
"2013-04-29",24.0059
"2013-04-30",24.3122
"2013-05-01",23.8718
"2013-05-02",24.231
"2013-05-03",23.9981
"2013-05-04",24.5088
"2013-05-05",24.5266
"2013-05-06",24.1512
"2013-05-07",24.1078
"2013-05-08",23.98
"2013-05-09",24.5806
"2013-05-10",24.5459
"2013-05-11",25.031
"2013-05-12",24.8939
"2013-05-13",23.8367
"2013-05-14",24.2317
"2013-05-15",23.6166
"2013-05-16",24.3237
"2013-05-17",24.3167
"2013-05-18",24.5767
"2013-05-19",24.4705
"2013-05-20",23.2978
"2013-05-21",23.6089
"2013-05-22",23.7906
"2013-05-23",24.089
"2013-05-24",24.1369
"2013-05-25",23.7109
"2013-05-26",23.7725
"2013-05-27",23.5451
"2013-05-28",23.2103
"2013-05-29",23.4864
"2013-05-30",23.7956
"2013-05-31",23.0259
"2013-06-01",23.1065
"2013-06-02",22.9394
"2013-06-03",22.6578
"2013-06-04",23.394
"2013-06-05",23.7365
"2013-06-06",23.4849
"2013-06-07",23.3652
"2013-06-08",22.0055
"2013-06-09",23.0808
"2013-06-10",23.4455
"2013-06-11",23.2126
"2013-06-12",22.9059
"2013-06-13",23.3795
"2013-06-14",23.6025
"2013-06-15",23.3243
"2013-06-16",22.9604
"2013-06-17",22.9872
"2013-06-18",23.0893
"2013-06-19",23.0553
"2013-06-20",23.0983
"2013-06-21",23.4008
"2013-06-22",23.184
"2013-06-23",23.4184
"2013-06-24",23.3543
"2013-06-25",22.4701
"2013-06-26",22.6481
"2013-06-27",23.1033
"2013-06-28",22.996
"2013-06-29",22.7639
"2013-06-30",22.8784
"2013-07-01",22.9492
"2013-07-02",22.8508
"2013-07-03",22.8292
"2013-07-04",23.4078
"2013-07-05",23.6617
"2013-07-06",23.5055
"2013-07-07",23.0933
"2013-07-08",22.8574
"2013-07-09",22.7149
"2013-07-10",22.5911
"2013-07-11",22.3983
"2013-07-12",22.6007
"2013-07-13",22.4726
"2013-07-14",22.9419
"2013-07-15",22.8646
"2013-07-16",22.7543
"2013-07-17",22.7119
"2013-07-18",22.5652
"2013-07-19",22.6529
"2013-07-20",22.7299
"2013-07-21",22.8811
"2013-07-22",22.69
"2013-07-23",22.2543
"2013-07-24",22.2618
"2013-07-25",22.6491
"2013-07-26",21.7274
"2013-07-27",22.5332
"2013-07-28",22.8484
"2013-07-29",23.0576
"2013-07-30",22.5383
"2013-07-31",22.5009
"2013-08-01",23.06
"2013-08-02",23.3721
"2013-08-03",23.2525
"2013-08-04",22.69
"2013-08-05",22.0751
"2013-08-06",22.167
"2013-08-07",22.5534
"2013-08-08",22.5836
"2013-08-09",22.4164
"2013-08-10",23.0359
"2013-08-11",22.8408
"2013-08-12",22.7845
"2013-08-13",22.4746
"2013-08-14",21.9878
"2013-08-15",22.2166
"2013-08-16",22.3732
"2013-08-17",22.5353
"2013-08-18",22.7383
"2013-08-19",22.1525
"2013-08-20",22.5724
"2013-08-21",22.8897
"2013-08-22",22.3754
"2013-08-23",22.2522
"2013-08-24",22.254
"2013-08-25",22.6888
"2013-08-26",22.8607
"2013-08-27",22.9863
"2013-08-28",23.2346
"2013-08-29",22.9448
"2013-08-30",23.5657
"2013-08-31",23.4183
"2013-09-01",23.4102
"2013-09-02",22.7769
"2013-09-03",22.6261
"2013-09-04",22.4355
"2013-09-05",21.873
"2013-09-06",21.6168
"2013-09-07",21.9645
"2013-09-08",22.6685
"2013-09-09",22.5749
"2013-09-10",22.778
"2013-09-11",22.574
"2013-09-12",22.5878
"2013-09-13",22.8069
"2013-09-14",23.0774
"2013-09-15",22.8964
"2013-09-16",22.939
"2013-09-17",22.9807
"2013-09-18",22.9891
"2013-09-19",23.4293
"2013-09-20",23.5569
"2013-09-21",23.1182
"2013-09-22",22.8627
"2013-09-23",22.6751
"2013-09-24",22.0648
"2013-09-25",22.5614
"2013-09-26",22.5308
"2013-09-27",22.3693
"2013-09-28",22.4651
"2013-09-29",21.9653
"2013-09-30",22.1726
"2013-10-01",22.9108
"2013-10-02",22.9059
"2013-10-03",22.8823
"2013-10-04",22.8904
"2013-10-05",22.6005
"2013-10-06",21.2704
"2013-10-07",22.2235
"2013-10-08",21.6622
"2013-10-09",22.5799
"2013-10-10",23.0088
"2013-10-11",22.8887
"2013-10-12",23.1821
"2013-10-13",23.1093
"2013-10-14",22.732
"2013-10-15",22.6925
"2013-10-16",23.3681
"2013-10-17",22.6482
"2013-10-18",22.6566
"2013-10-19",22.3643
"2013-10-20",22.5115
"2013-10-21",22.7629
"2013-10-22",23.1535
"2013-10-23",22.7534
"2013-10-24",22.9283
"2013-10-25",23.1008
"2013-10-26",22.1723
"2013-10-27",23.1399
"2013-10-28",22.8641
"2013-10-29",22.9157
"2013-10-30",22.8581
"2013-10-31",22.9078
"2013-11-01",23.1569
"2013-11-02",23.3571
"2013-11-03",23.2404
"2013-11-04",23.2676
"2013-11-05",22.7761
"2013-11-06",22.6313
"2013-11-07",22.634
"2013-11-08",22.4581
"2013-11-09",23.5178
"2013-11-10",23.3098
"2013-11-11",23.1602
"2013-11-12",22.9069
"2013-11-13",22.1663
"2013-11-14",21.6168
"2013-11-15",20.9449
"2013-11-16",22.1886
"2013-11-17",22.8584
"2013-11-18",22.491
"2013-11-19",22.6556
"2013-11-20",22.201
"2013-11-21",22.4301
"2013-11-22",23.0445
"2013-11-23",22.8612
"2013-11-24",22.6643
"2013-11-25",22.5996
"2013-11-26",22.245
"2013-11-27",21.5597
"2013-11-28",20.3441
"2013-11-29",20.4567
"2013-11-30",21.7661
"2013-12-01",22.6519
"2013-12-02",22.1645
"2013-12-03",21.4462
"2013-12-04",22.1821
"2013-12-05",21.839
"2013-12-06",22.077
"2013-12-07",21.9466
"2013-12-08",21.9724
"2013-12-09",21.5993
"2013-12-10",21.0426
"2013-12-11",21.5518
"2013-12-12",22.2393
"2013-12-13",22.6107
"2013-12-14",22.3321
"2013-12-15",22.3358
"2013-12-16",20.7139
"2013-12-17",19.7812
"2013-12-18",21.3572
"2013-12-19",21.9606
"2013-12-20",22.1605
"2013-12-21",22.0913
"2013-12-22",19.6571
"2013-12-23",19.7549
"2013-12-24",21.741
"2013-12-25",20.4576
"2013-12-26",19.3072
"2013-12-27",19.9166
"2013-12-28",20.6592
"2013-12-29",19.88
"2013-12-30",20.0181
"2013-12-31",20.4907
"2014-01-01",19.7589
"2014-01-02",20.8999
"2014-01-03",21.3415
"2014-01-04",19.7159
"2014-01-05",20.2424
"2014-01-06",22.2182
"2014-01-07",22.7609
"2014-01-08",22.2877
"2014-01-09",21.9228
"2014-01-10",21.0539
"2014-01-11",21.2521
"2014-01-12",21.9752
"2014-01-13",21.8438
"2014-01-14",22.2202
"2014-01-15",22.5585
"2014-01-16",21.8665
"2014-01-17",20.8596
"2014-01-18",20.71
"2014-01-19",19.9208
"2014-01-20",19.8654
"2014-01-21",19.9572
"2014-01-22",20.545
"2014-01-23",20.3343
"2014-01-24",19.369
"2014-01-25",18.0552
"2014-01-26",18.1873
"2014-01-27",19.5555
"2014-01-28",20.3188
"2014-01-29",21.4587
"2014-01-30",21.2538
"2014-01-31",21.1406
"2014-02-01",20.9421
"2014-02-02",20.321
"2014-02-03",18.9305
"2014-02-04",18.7212
"2014-02-05",17.9766
"2014-02-06",15.4255
"2014-02-07",15.4977
"2014-02-08",17.3682
"2014-02-09",17.9777
"2014-02-10",16.3703
"2014-02-11",16.6902
"2014-02-12",18.1477
"2014-02-13",19.1507
"2014-02-14",19.8415
"2014-02-15",20.9377
"2014-02-16",21.517
"2014-02-17",21.4132
"2014-02-18",20.0523
"2014-02-19",20.6715
"2014-02-20",20.9742
"2014-02-21",20.1505
"2014-02-22",19.3416
"2014-02-23",20.3109
"2014-02-24",20.2442
"2014-02-25",19.374
"2014-02-26",19.2016
"2014-02-27",20.6335
"2014-02-28",21.1463
"2014-03-01",19.9604
"2014-03-02",20.7835
"2014-03-03",20.6519
"2014-03-04",21.125
"2014-03-05",21.7072
"2014-03-06",21.3241
"2014-03-07",21.0534
"2014-03-08",19.8464
"2014-03-09",19.3651
"2014-03-10",17.3342
"2014-03-11",17.8071
"2014-03-12",18.9182
"2014-03-13",17.8687
"2014-03-14",15.7845
"2014-03-15",18.7494
"2014-03-16",19.7841
"2014-03-17",20.8091
"2014-03-18",21.5216
"2014-03-19",22.7357
"2014-03-20",22.6428
"2014-03-21",22.5734
"2014-03-22",21.734
"2014-03-23",21.0998
"2014-03-24",20.7662
"2014-03-25",17.611
"2014-03-26",18.8795
"2014-03-27",20.8339
"2014-03-28",21.1421
"2014-03-29",18.3014
"2014-03-30",18.5695
"2014-03-31",20.8389
"2014-04-01",21.8048
"2014-04-02",23.2977
"2014-04-03",21.9653
"2014-04-04",23.2632
"2014-04-05",23.2535
"2014-04-06",23.6146
"2014-04-07",23.5121
"2014-04-08",22.9616
"2014-04-09",23.1
"2014-04-10",22.454
"2014-04-11",22.8828
"2014-04-12",23.5555
"2014-04-13",23.1196
"2014-04-14",22.8647
"2014-04-15",22.686
"2014-04-16",22.8919
"2014-04-17",22.8107
"2014-04-18",23.4376
"2014-04-19",23.481
"2014-04-20",23.5871
"2014-04-21",23.965
"2014-04-22",23.4122
"2014-04-23",23.7727
"2014-04-24",23.6307
"2014-04-25",23.9707
"2014-04-26",24.3209
"2014-04-27",23.9838
"2014-04-28",23.5535
"2014-04-29",23.1421
"2014-04-30",23.2651
"2014-05-01",23.6366
"2014-05-02",23.5947
"2014-05-03",23.6208
"2014-05-04",23.9826
"2014-05-05",23.6348
"2014-05-06",23.6289
"2014-05-07",23.1219
"2014-05-08",23.7014
"2014-05-09",24.0672
"2014-05-10",24.1648
"2014-05-11",23.9725
"2014-05-12",23.9471
"2014-05-13",23.8721
"2014-05-14",24.2536
"2014-05-15",23.5041
"2014-05-16",23.7258
"2014-05-17",22.7729
"2014-05-18",23.7308
"2014-05-19",24.1018
"2014-05-20",24.0102
"2014-05-21",23.4488
"2014-05-22",23.9461
"2014-05-23",24.4202
"2014-05-24",24.6473
"2014-05-25",24.4835
"2014-05-26",24.3784
"2014-05-27",24.5667
"2014-05-28",23.9163
"2014-05-29",24.0342
"2014-05-30",24.1374
"2014-05-31",24.7042
"2014-06-01",24.5976
"2014-06-02",23.9199
"2014-06-03",23.1284
"2014-06-04",23.6465
"2014-06-05",23.8156
"2014-06-06",24.0917
"2014-06-07",24.2473
"2014-06-08",24.4787
"2014-06-09",23.6007
"2014-06-10",23.6519
"2014-06-11",23.7991
"2014-06-12",23.9257
"2014-06-13",24.0305
"2014-06-14",24.2106
"2014-06-15",23.7377
"2014-06-16",23.2351
"2014-06-17",23.033
"2014-06-18",23.638
"2014-06-19",23.9492
"2014-06-20",24.2549
"2014-06-21",24.3256
"2014-06-22",23.852
"2014-06-23",23.7601
"2014-06-24",23.8429
"2014-06-25",23.5894
"2014-06-26",22.8221
"2014-06-27",23.0311
"2014-06-28",23.6422
"2014-06-29",23.8013
"2014-06-30",23.1829
"2014-07-01",23.3542
"2014-07-02",22.9637
"2014-07-03",23.3174
"2014-07-04",23.6982
"2014-07-05",23.7636
"2014-07-06",23.6272
"2014-07-07",23.466
"2014-07-08",23.304
"2014-07-09",23.532
"2014-07-10",23.1102
"2014-07-11",22.9992
"2014-07-12",23.214
"2014-07-13",23.4346
"2014-07-14",22.9849
"2014-07-15",22.7394
"2014-07-16",22.9081
"2014-07-17",22.6734
"2014-07-18",23.376
"2014-07-19",23.4046
"2014-07-20",23.1895
"2014-07-21",22.8592
"2014-07-22",23.3358
"2014-07-23",23.3174
"2014-07-24",23.1835
"2014-07-25",23.2959
"2014-07-26",23.3565
"2014-07-27",23.5286
"2014-07-28",23.5484
"2014-07-29",23.2302
"2014-07-30",22.8915
"2014-07-31",23.2218
"2014-08-01",23.116
"2014-08-02",23.4325
"2014-08-03",23.4825
"2014-08-04",23.6196
"2014-08-05",23.055
"2014-08-06",22.7508
"2014-08-07",23.0217
"2014-08-08",22.7158
"2014-08-09",22.4297
"2014-08-10",23.0118
"2014-08-11",22.7012
"2014-08-12",22.4671
"2014-08-13",22.6477
"2014-08-14",22.8169
"2014-08-15",22.9315
"2014-08-16",23.1023
"2014-08-17",23.1233
"2014-08-18",23.0285
"2014-08-19",22.9888
"2014-08-20",23.1646
"2014-08-21",23.0989
"2014-08-22",22.5585
"2014-08-23",22.8074
"2014-08-24",23.0149
"2014-08-25",22.667
"2014-08-26",21.8687
"2014-08-27",21.2197
"2014-08-28",21.9161
"2014-08-29",22.5664
"2014-08-30",22.7566
"2014-08-31",23.1641
"2014-09-01",22.9856
"2014-09-02",22.8938
"2014-09-03",22.5387
"2014-09-04",22.7416
"2014-09-05",23.0107
"2014-09-06",23.3184
"2014-09-07",23.2998
"2014-09-08",23.0304
"2014-09-09",22.9756
"2014-09-10",22.9698
"2014-09-11",23.0333
"2014-09-12",23.0381
"2014-09-13",23.0438
"2014-09-14",23.1049
"2014-09-15",23.2683
"2014-09-16",23.0754
"2014-09-17",23.0239
"2014-09-18",23.3421
"2014-09-19",23.0486
"2014-09-20",22.2217
"2014-09-21",22.4388
"2014-09-22",23.3357
"2014-09-23",23.4185
"2014-09-24",23.6112
"2014-09-25",23.1433
"2014-09-26",22.9338
"2014-09-27",23.1056
"2014-09-28",23.2495
"2014-09-29",23.6364
"2014-09-30",23.0128
"2014-10-01",22.9077
"2014-10-02",23.0327
"2014-10-03",23.2649
"2014-10-04",23.6145
"2014-10-05",23.7159
"2014-10-06",23.3957
"2014-10-07",22.7128
"2014-10-08",22.8984
"2014-10-09",23.5621
"2014-10-10",23.2409
"2014-10-11",22.6697
"2014-10-12",23.1341
"2014-10-13",23.1667
"2014-10-14",23.3353
"2014-10-15",23.364
"2014-10-16",23.2075
"2014-10-17",22.8081
"2014-10-18",22.5874
"2014-10-19",23.3637
"2014-10-20",23.4061
"2014-10-21",22.9917
"2014-10-22",22.9869
"2014-10-23",23.0358
"2014-10-24",23.1368
"2014-10-25",23.4241
"2014-10-26",23.1402
"2014-10-27",22.7723
"2014-10-28",23.2911
"2014-10-29",23.1334
"2014-10-30",22.8786
"2014-10-31",22.0932
"2014-11-01",22.3298
"2014-11-02",22.4709
"2014-11-03",22.5952
"2014-11-04",22.2058
"2014-11-05",22.5377
"2014-11-06",22.1189
"2014-11-07",20.6473
"2014-11-08",21.4703
"2014-11-09",21.7294
"2014-11-10",22.2265
"2014-11-11",22.5056
"2014-11-12",22.8515
"2014-11-13",23.0502
"2014-11-14",23.1428
"2014-11-15",22.6851
"2014-11-16",22.6521
"2014-11-17",22.7158
"2014-11-18",22.7027
"2014-11-19",22.02
"2014-11-20",23.0166
"2014-11-21",22.9521
"2014-11-22",22.9041
"2014-11-23",22.7953
"2014-11-24",21.7639
"2014-11-25",21.8823
"2014-11-26",22.4903
"2014-11-27",23.0909
"2014-11-28",23.1893
"2014-11-29",22.2302
"2014-11-30",22.1007
"2014-12-01",23.2673
"2014-12-02",23.2579
"2014-12-03",22.3581
"2014-12-04",21.0532
"2014-12-05",22.0032
"2014-12-06",22.7874
"2014-12-07",23.3606
"2014-12-08",23.199
"2014-12-09",23.3922
"2014-12-10",23.3071
"2014-12-11",22.9877
"2014-12-12",22.6732
"2014-12-13",22.9372
"2014-12-14",22.5854
"2014-12-15",23.0709
"2014-12-16",23.3001
"2014-12-17",23.1867
"2014-12-18",23.4076
"2014-12-19",22.8597
"2014-12-20",21.5423
"2014-12-21",22.6005
"2014-12-22",22.3509
"2014-12-23",22.6703
"2014-12-24",22.7071
"2014-12-25",22.2341
"2014-12-26",21.0586
"2014-12-27",21.099
"2014-12-28",22.6314
"2014-12-29",22.7314
"2014-12-30",22.2224
"2014-12-31",22.9
"2015-01-01",23.0354
"2015-01-02",21.474
"2015-01-03",21.4644
"2015-01-04",22.2613
"2015-01-05",22.0809
"2015-01-06",21.9205
"2015-01-07",20.4569
"2015-01-08",19.4752
"2015-01-09",18.6043
"2015-01-10",18.384
"2015-01-11",18.3496
"2015-01-12",17.3101
"2015-01-13",18.165
"2015-01-14",20.0451
"2015-01-15",20.6345
"2015-01-16",21.0587
"2015-01-17",20.3866
"2015-01-18",20.9608
"2015-01-19",19.4152
"2015-01-20",18.8529
"2015-01-21",18.5605
"2015-01-22",19.2962
"2015-01-23",20.2545
"2015-01-24",20.6337
"2015-01-25",20.1819
"2015-01-26",20.2493
"2015-01-27",20.3957
"2015-01-28",21.3342
"2015-01-29",22.4296
"2015-01-30",21.632
"2015-01-31",20.2807
"2015-02-01",20.5153
"2015-02-02",21.405
"2015-02-03",21.607
"2015-02-04",21.2121
"2015-02-05",21.53
"2015-02-06",21.202
"2015-02-07",20.4612
"2015-02-08",20.6639
"2015-02-09",21.7582
"2015-02-10",22.008
"2015-02-11",22.0298
"2015-02-12",22.0532
"2015-02-13",22.1611
"2015-02-14",19.473
"2015-02-15",14.8281
"2015-02-16",14.3823
"2015-02-17",15.4011
"2015-02-18",15.654
"2015-02-19",17.1213
"2015-02-20",17.6962
"2015-02-21",19.0589
"2015-02-22",20.27
"2015-02-23",21.3357
"2015-02-24",22.7903
"2015-02-25",23.3881
"2015-02-26",22.9383
"2015-02-27",22.1651
"2015-02-28",21.8548
"2015-03-01",22.4267
"2015-03-02",23.2806
"2015-03-03",21.6145
"2015-03-04",22.3496
"2015-03-05",22.4916
"2015-03-06",21.7221
"2015-03-07",20.7692
"2015-03-08",20.5781
"2015-03-09",20.0417
"2015-03-10",18.8562
"2015-03-11",20.3397
"2015-03-12",22.2075
"2015-03-13",22.5394
"2015-03-14",22.7238
"2015-03-15",23.1096
"2015-03-16",22.7693
"2015-03-17",22.3343
"2015-03-18",21.9515
"2015-03-19",21.4334
"2015-03-20",21.8715
"2015-03-21",21.2888
"2015-03-22",21.7195
"2015-03-23",21.7868
"2015-03-24",21.1347
"2015-03-25",21.104
"2015-03-26",21.5581
"2015-03-27",22.9388
"2015-03-28",22.7875
"2015-03-29",22.9151
"2015-03-30",22.9594
"2015-03-31",22.7689
"2015-04-01",23.2134
"2015-04-02",23.1953
"2015-04-03",23.474
"2015-04-04",23.8172
"2015-04-05",23.4562
"2015-04-06",23.6959
"2015-04-07",23.4457
"2015-04-08",23.243
"2015-04-09",23.4507
"2015-04-10",23.5398
"2015-04-11",23.2098
"2015-04-12",23.166
"2015-04-13",22.444
"2015-04-14",22.6305
"2015-04-15",23.3498
"2015-04-16",23.3421
"2015-04-17",23.3921
"2015-04-18",23.4278
"2015-04-19",23.6277
"2015-04-20",23.4918
"2015-04-21",23.0148
"2015-04-22",23.3556
"2015-04-23",23.24
"2015-04-24",23.3919
"2015-04-25",23.3179
"2015-04-26",23.2295
"2015-04-27",23.2616
"2015-04-28",23.5709
"2015-04-29",22.9558
"2015-04-30",23.2691
"2015-05-01",23.3412
"2015-05-02",24.3887
"2015-05-03",23.9351
"2015-05-04",23.6215
"2015-05-05",23.5881
"2015-05-06",23.5216
"2015-05-07",23.4099
"2015-05-08",23.8795
"2015-05-09",23.7429
"2015-05-10",23.7842
"2015-05-11",23.6744
"2015-05-12",24.0323
"2015-05-13",23.8271
"2015-05-14",24.1314
"2015-05-15",24.2221
"2015-05-16",24.0084
"2015-05-17",23.5402
"2015-05-18",23.7433
"2015-05-19",23.8386
"2015-05-20",24.1064
"2015-05-21",24.1816
"2015-05-22",24.0381
"2015-05-23",23.8005
"2015-05-24",24.0629
"2015-05-25",24.0048
"2015-05-26",24.649
"2015-05-27",24.7506
"2015-05-28",24.3986
"2015-05-29",24.3829
"2015-05-30",24.5715
"2015-05-31",24.1935
"2015-06-01",23.8314
"2015-06-02",24.0638
"2015-06-03",24.6172
"2015-06-04",23.9849
"2015-06-05",23.1168
"2015-06-06",23.4792
"2015-06-07",23.8795
"2015-06-08",23.5448
"2015-06-09",23.2925
"2015-06-10",23.7102
"2015-06-11",23.8704
"2015-06-12",23.5778
"2015-06-13",23.6887
"2015-06-14",23.6832
"2015-06-15",23.9536
"2015-06-16",23.4657
"2015-06-17",23.5262
"2015-06-18",23.9939
"2015-06-19",23.5397
"2015-06-20",23.9187
"2015-06-21",23.2406
"2015-06-22",22.9742
"2015-06-23",23.6223
"2015-06-24",23.5671
"2015-06-25",23.7781
"2015-06-26",23.96
"2015-06-27",23.7991
"2015-06-28",23.5886
"2015-06-29",23.2475
"2015-06-30",23.5427
"2015-07-01",23.6641
"2015-07-02",24.0451
"2015-07-03",23.9364
"2015-07-04",24.1946
"2015-07-05",24.0839
"2015-07-06",23.2107
"2015-07-07",22.9245
"2015-07-08",23.0656
"2015-07-09",23.164
"2015-07-10",23.9141
"2015-07-11",23.8794
"2015-07-12",23.678
"2015-07-13",23.407
"2015-07-14",23.7954
"2015-07-15",24.0066
"2015-07-16",23.9357
"2015-07-17",23.4075
"2015-07-18",23.3989
"2015-07-19",23.3122
"2015-07-20",22.7339
"2015-07-21",23.2619
"2015-07-22",23.2802
"2015-07-23",22.8985
"2015-07-24",22.5723
"2015-07-25",23.0814
"2015-07-26",22.7515
"2015-07-27",22.1831
"2015-07-28",22.541
"2015-07-29",22.6819
"2015-07-30",22.8746
"2015-07-31",22.6294
"2015-08-01",22.9481
"2015-08-02",23.3934
"2015-08-03",23.2187
"2015-08-04",23.375
"2015-08-05",23.1371
"2015-08-06",23.2442
"2015-08-07",23.5582
"2015-08-08",22.8655
"2015-08-09",23.5108
"2015-08-10",23.9119
"2015-08-11",23.7083
"2015-08-12",23.6596
"2015-08-13",23.836
"2015-08-14",23.5253
"2015-08-15",23.7966
"2015-08-16",23.0389
"2015-08-17",23.2979
"2015-08-18",23.6219
"2015-08-19",23.1025
"2015-08-20",23.3569
"2015-08-21",23.2343
"2015-08-22",23.477
"2015-08-23",23.8746
"2015-08-24",23.4546
"2015-08-25",23.7273
"2015-08-26",23.6636
"2015-08-27",23.6342
"2015-08-28",23.086
"2015-08-29",23.5557
"2015-08-30",23.7431
"2015-08-31",23.5182
"2015-09-01",24.0255
"2015-09-02",23.66
"2015-09-03",23.7663
"2015-09-04",23.3924
"2015-09-05",23.5386
"2015-09-06",23.0594
"2015-09-07",21.9685
"2015-09-08",22.6394
"2015-09-09",22.7089
"2015-09-10",23.0048
"2015-09-11",22.8884
"2015-09-12",23.4339
"2015-09-13",23.6928
"2015-09-14",23.6898
"2015-09-15",23.5751
"2015-09-16",23.8085
"2015-09-17",23.884
"2015-09-18",24.0227
"2015-09-19",23.8044
"2015-09-20",23.9827
"2015-09-21",23.9584
"2015-09-22",23.702
"2015-09-23",24.0199
"2015-09-24",23.292
"2015-09-25",23.3102
"2015-09-26",22.9846
"2015-09-27",23.1326
"2015-09-28",23.2218
"2015-09-29",22.9479
"2015-09-30",22.4566
"2015-10-01",22.9476
"2015-10-02",23.3407
"2015-10-03",23.5749
"2015-10-04",23.726
"2015-10-05",23.2491
"2015-10-06",23.5093
"2015-10-07",23.8561
"2015-10-08",23.6567
"2015-10-09",22.1966
"2015-10-10",22.5814
"2015-10-11",23.5157
"2015-10-12",23.8419
"2015-10-13",23.5772
"2015-10-14",23.6136
"2015-10-15",23.3276
"2015-10-16",23.635
"2015-10-17",23.5971
"2015-10-18",23.7343
"2015-10-19",23.9264
"2015-10-20",23.5598
"2015-10-21",23.4267
"2015-10-22",24.07
"2015-10-23",23.7557
"2015-10-24",23.9149
"2015-10-25",22.949
"2015-10-26",22.555
"2015-10-27",22.5743
"2015-10-28",22.6706
"2015-10-29",23.144
"2015-10-30",23.3928
"2015-10-31",23.6242
"2015-11-01",23.2535
"2015-11-02",23.0362
"2015-11-03",22.8306
"2015-11-04",23.1972
"2015-11-05",23.0876
"2015-11-06",23.0525
"2015-11-07",23.4309
"2015-11-08",23.4347
"2015-11-09",23.2323
"2015-11-10",23.7418
"2015-11-11",23.7488
"2015-11-12",23.3745
"2015-11-13",23.2016
"2015-11-14",23.0407
