,"(deg C) Mean Dew Point Temperature (ERA5) at Hambantota, 2007-01-01 to 2025-12-31"
"2012-11-27",23.1492
"2012-11-28",22.9956
"2012-11-29",22.9132
"2012-11-30",22.296
"2012-12-01",21.7211
"2012-12-02",21.99
"2012-12-03",22.6967
"2012-12-04",23.0367
"2012-12-05",22.7885
"2012-12-06",23.016
"2012-12-07",23.077
"2012-12-08",22.5843
"2012-12-09",22.4585
"2012-12-10",20.1596
"2012-12-11",20.6523
"2012-12-12",21.4663
"2012-12-13",20.7343
"2012-12-14",20.0408
"2012-12-15",21.9934
"2012-12-16",22.6142
"2012-12-17",22.7228
"2012-12-18",22.4101
"2012-12-19",22.4005
"2012-12-20",22.595
"2012-12-21",22.6276
"2012-12-22",22.4817
"2012-12-23",22.7957
"2012-12-24",23.0638
"2012-12-25",23.3674
"2012-12-26",23.5826
"2012-12-27",23.5586
"2012-12-28",23.8664
"2012-12-29",23.7904
"2012-12-30",23.4353
"2012-12-31",22.9207
"2013-01-01",22.5105
"2013-01-02",23.1767
"2013-01-03",22.9605
"2013-01-04",21.5836
"2013-01-05",21.6943
"2013-01-06",22.0108
"2013-01-07",22.6818
"2013-01-08",23.0599
"2013-01-09",22.9665
"2013-01-10",22.8281
"2013-01-11",22.3755
"2013-01-12",21.5902
"2013-01-13",20.5053
"2013-01-14",19.7047
"2013-01-15",19.5012
"2013-01-16",19.3245
"2013-01-17",19.3462
"2013-01-18",20.1002
"2013-01-19",21.0431
"2013-01-20",21.9893
"2013-01-21",21.431
"2013-01-22",21.234
"2013-01-23",22.8867
"2013-01-24",22.8975
"2013-01-25",22.6321
"2013-01-26",22.4531
"2013-01-27",20.636
"2013-01-28",20.7646
"2013-01-29",20.3562
"2013-01-30",19.3906
"2013-01-31",19.7827
"2013-02-01",21.4951
"2013-02-02",22.0572
"2013-02-03",22.0522
"2013-02-04",21.903
"2013-02-05",22.3954
"2013-02-06",22.625
"2013-02-07",22.6598
"2013-02-08",22.8752
"2013-02-09",22.3818
"2013-02-10",22.2641
"2013-02-11",21.6268
"2013-02-12",22.428
"2013-02-13",22.9143
"2013-02-14",22.7988
"2013-02-15",23.0315
"2013-02-16",23.2121
"2013-02-17",23.104
"2013-02-18",22.9497
"2013-02-19",22.6911
"2013-02-20",22.1988
"2013-02-21",21.826
"2013-02-22",21.3278
"2013-02-23",20.5013
"2013-02-24",21.3765
"2013-02-25",21.6612
"2013-02-26",21.7305
"2013-02-27",21.5412
"2013-02-28",21.7512
"2013-03-01",22.2733
"2013-03-02",22.1586
"2013-03-03",22.2599
"2013-03-04",23.0687
"2013-03-05",23.4253
"2013-03-06",23.4923
"2013-03-07",23.2828
"2013-03-08",23.1611
"2013-03-09",22.934
"2013-03-10",23.4174
"2013-03-11",23.5167
"2013-03-12",23.7248
"2013-03-13",23.4267
"2013-03-14",23.4779
"2013-03-15",23.2573
"2013-03-16",23.1703
"2013-03-17",22.833
"2013-03-18",22.6969
"2013-03-19",22.6627
"2013-03-20",22.9246
"2013-03-21",22.7946
"2013-03-22",22.7493
"2013-03-23",23.688
"2013-03-24",23.6438
"2013-03-25",23.2052
"2013-03-26",23.1413
"2013-03-27",23.6112
"2013-03-28",24.1959
"2013-03-29",23.8554
"2013-03-30",23.9854
"2013-03-31",23.9594
"2013-04-01",24.037
"2013-04-02",23.9931
"2013-04-03",23.5329
"2013-04-04",23.9084
"2013-04-05",24.1327
"2013-04-06",24.4727
"2013-04-07",24.4715
"2013-04-08",24.3191
"2013-04-09",24.3894
"2013-04-10",23.5827
"2013-04-11",23.6128
"2013-04-12",23.9413
"2013-04-13",23.8661
"2013-04-14",23.6146
"2013-04-15",23.8841
"2013-04-16",24.4021
"2013-04-17",24.0744
"2013-04-18",24.3375
"2013-04-19",24.4026
"2013-04-20",23.5745
"2013-04-21",23.4314
"2013-04-22",23.5111
"2013-04-23",23.0712
"2013-04-24",23.9925
"2013-04-25",23.6292
"2013-04-26",23.4338
"2013-04-27",23.5357
"2013-04-28",23.7841
"2013-04-29",24.0986
"2013-04-30",24.3068
"2013-05-01",24.0567
"2013-05-02",24.275
"2013-05-03",24.1296
"2013-05-04",24.5218
"2013-05-05",24.6651
"2013-05-06",24.1983
"2013-05-07",24.1687
"2013-05-08",24.0124
"2013-05-09",24.1833
"2013-05-10",24.3522
"2013-05-11",24.6144
"2013-05-12",24.423
"2013-05-13",23.7323
"2013-05-14",23.9438
"2013-05-15",23.3613
"2013-05-16",23.6449
"2013-05-17",24.1818
"2013-05-18",24.6875
"2013-05-19",24.4313
"2013-05-20",23.2358
"2013-05-21",23.5846
"2013-05-22",23.6427
"2013-05-23",23.788
"2013-05-24",23.7286
"2013-05-25",23.4134
"2013-05-26",23.232
"2013-05-27",23.0516
"2013-05-28",22.8464
"2013-05-29",23.1603
"2013-05-30",23.5658
"2013-05-31",22.899
"2013-06-01",22.9258
"2013-06-02",22.2486
"2013-06-03",22.3103
"2013-06-04",22.8988
"2013-06-05",23.2892
"2013-06-06",23.2417
"2013-06-07",22.5395
"2013-06-08",21.6009
"2013-06-09",22.6174
"2013-06-10",22.8363
"2013-06-11",22.3745
"2013-06-12",22.1542
"2013-06-13",22.5437
"2013-06-14",22.5314
"2013-06-15",22.6203
"2013-06-16",22.4599
"2013-06-17",22.2057
"2013-06-18",22.2055
"2013-06-19",22.3324
"2013-06-20",22.2035
"2013-06-21",22.5275
"2013-06-22",22.1509
"2013-06-23",22.406
"2013-06-24",22.645
"2013-06-25",22.133
"2013-06-26",22.4021
"2013-06-27",22.6109
"2013-06-28",22.6159
"2013-06-29",22.6239
"2013-06-30",22.6064
"2013-07-01",22.1358
"2013-07-02",22.0784
"2013-07-03",22.1126
"2013-07-04",22.4164
"2013-07-05",22.5331
"2013-07-06",22.6355
"2013-07-07",22.4296
"2013-07-08",22.0542
"2013-07-09",21.8655
"2013-07-10",21.675
"2013-07-11",21.7488
"2013-07-12",21.9438
"2013-07-13",21.5008
"2013-07-14",22.3378
"2013-07-15",22.2743
"2013-07-16",22.2751
"2013-07-17",22.1598
"2013-07-18",22.1104
"2013-07-19",22.2638
"2013-07-20",22.1135
"2013-07-21",22.3247
"2013-07-22",22.1184
"2013-07-23",21.8267
"2013-07-24",22.0843
"2013-07-25",22.2872
"2013-07-26",21.9559
"2013-07-27",22.3799
"2013-07-28",22.5807
"2013-07-29",22.2344
"2013-07-30",21.6356
"2013-07-31",21.8275
"2013-08-01",21.8828
"2013-08-02",22.0543
"2013-08-03",22.0172
"2013-08-04",21.4133
"2013-08-05",20.8474
"2013-08-06",20.8816
"2013-08-07",21.4219
"2013-08-08",21.1055
"2013-08-09",21.5259
"2013-08-10",22.1212
"2013-08-11",21.8079
"2013-08-12",21.9795
"2013-08-13",21.5916
"2013-08-14",21.3366
"2013-08-15",21.6971
"2013-08-16",22.1837
"2013-08-17",22.0431
"2013-08-18",22.178
"2013-08-19",22.2198
"2013-08-20",21.846
"2013-08-21",21.7877
"2013-08-22",21.722
"2013-08-23",21.3976
"2013-08-24",21.7512
"2013-08-25",21.5561
"2013-08-26",21.8695
"2013-08-27",22.2764
"2013-08-28",22.5109
"2013-08-29",22.6651
"2013-08-30",23.3121
"2013-08-31",23.1894
"2013-09-01",23.2646
"2013-09-02",22.6099
"2013-09-03",22.2875
"2013-09-04",21.9593
"2013-09-05",21.2572
"2013-09-06",21.3233
"2013-09-07",21.347
"2013-09-08",22.3271
"2013-09-09",22.0285
"2013-09-10",22.3327
"2013-09-11",22.067
"2013-09-12",22.1851
"2013-09-13",21.962
"2013-09-14",22.481
"2013-09-15",22.5517
"2013-09-16",22.5872
"2013-09-17",22.5079
"2013-09-18",22.5579
"2013-09-19",22.7117
"2013-09-20",22.8653
"2013-09-21",22.4819
"2013-09-22",22.5104
"2013-09-23",22.017
"2013-09-24",21.6462
"2013-09-25",22.4762
"2013-09-26",22.4824
"2013-09-27",22.3262
"2013-09-28",22.3424
"2013-09-29",21.4986
"2013-09-30",21.0225
"2013-10-01",22.5195
"2013-10-02",22.467
"2013-10-03",22.5826
"2013-10-04",22.344
"2013-10-05",22.2971
"2013-10-06",21.1021
"2013-10-07",21.9575
"2013-10-08",21.8208
"2013-10-09",21.737
"2013-10-10",22.5195
"2013-10-11",22.2559
"2013-10-12",22.5166
"2013-10-13",22.5963
"2013-10-14",22.6726
"2013-10-15",22.3453
"2013-10-16",22.435
"2013-10-17",22.7411
"2013-10-18",22.8135
"2013-10-19",22.7018
"2013-10-20",22.3701
"2013-10-21",22.5888
"2013-10-22",22.949
"2013-10-23",22.8677
"2013-10-24",23.0304
"2013-10-25",23.1304
"2013-10-26",22.8971
"2013-10-27",22.9584
"2013-10-28",23.0926
"2013-10-29",23.1931
"2013-10-30",22.8024
"2013-10-31",22.8199
"2013-11-01",22.943
"2013-11-02",23.2743
"2013-11-03",23.0249
"2013-11-04",23.0573
"2013-11-05",22.8922
"2013-11-06",22.3028
"2013-11-07",22.1845
"2013-11-08",22.3452
"2013-11-09",22.6349
"2013-11-10",22.804
"2013-11-11",23.1173
"2013-11-12",23.4448
"2013-11-13",22.5578
"2013-11-14",22.0618
"2013-11-15",22.4663
"2013-11-16",22.162
"2013-11-17",22.7653
"2013-11-18",22.4551
"2013-11-19",22.6287
"2013-11-20",22.9622
"2013-11-21",22.8605
"2013-11-22",23.1446
"2013-11-23",22.9069
"2013-11-24",22.9563
"2013-11-25",22.7705
"2013-11-26",22.6093
"2013-11-27",22.7864
"2013-11-28",22.3755
"2013-11-29",21.5701
"2013-11-30",22.1755
"2013-12-01",22.7119
"2013-12-02",22.6637
"2013-12-03",22.375
"2013-12-04",23.1604
"2013-12-05",22.8162
"2013-12-06",22.671
"2013-12-07",22.4204
"2013-12-08",22.5787
"2013-12-09",22.3733
"2013-12-10",21.9159
"2013-12-11",21.9105
"2013-12-12",22.5706
"2013-12-13",22.2288
"2013-12-14",22.3165
"2013-12-15",22.3934
"2013-12-16",21.8928
"2013-12-17",21.3498
"2013-12-18",22.0994
"2013-12-19",22.7079
"2013-12-20",22.6822
"2013-12-21",22.291
"2013-12-22",20.7291
"2013-12-23",20.7081
"2013-12-24",22.42
"2013-12-25",21.5272
"2013-12-26",20.1046
"2013-12-27",20.9165
"2013-12-28",21.2665
"2013-12-29",21.0039
"2013-12-30",21.0102
"2013-12-31",21.1598
"2014-01-01",20.8099
"2014-01-02",21.9644
"2014-01-03",22.8612
"2014-01-04",22.4756
"2014-01-05",22.1514
"2014-01-06",22.7567
"2014-01-07",22.7751
"2014-01-08",22.2561
"2014-01-09",22.0031
"2014-01-10",21.407
"2014-01-11",21.2283
"2014-01-12",22.1592
"2014-01-13",22.8006
"2014-01-14",22.5018
"2014-01-15",22.5193
"2014-01-16",22.1612
"2014-01-17",21.587
"2014-01-18",21.0682
"2014-01-19",20.2643
"2014-01-20",20.1605
"2014-01-21",20.4997
"2014-01-22",20.9494
"2014-01-23",20.7879
"2014-01-24",20.2573
"2014-01-25",18.8345
"2014-01-26",19.1261
"2014-01-27",20.4299
"2014-01-28",21.1179
"2014-01-29",21.7691
"2014-01-30",21.7148
"2014-01-31",21.8212
"2014-02-01",21.7109
"2014-02-02",21.1998
"2014-02-03",19.8372
"2014-02-04",19.6223
"2014-02-05",19.7687
"2014-02-06",17.7671
"2014-02-07",16.8264
"2014-02-08",17.8045
"2014-02-09",17.9598
"2014-02-10",18.5237
"2014-02-11",18.1787
"2014-02-12",18.2521
"2014-02-13",19.4778
"2014-02-14",20.68
"2014-02-15",21.0361
"2014-02-16",21.5427
"2014-02-17",21.6062
"2014-02-18",20.9303
"2014-02-19",21.108
"2014-02-20",21.7205
"2014-02-21",21.4676
"2014-02-22",21.1857
"2014-02-23",21.9532
"2014-02-24",21.2382
"2014-02-25",20.7896
"2014-02-26",20.7064
"2014-02-27",21.5596
"2014-02-28",21.6306
"2014-03-01",20.8747
"2014-03-02",20.9248
"2014-03-03",20.9334
"2014-03-04",21.028
"2014-03-05",21.086
"2014-03-06",22.0679
"2014-03-07",21.9263
"2014-03-08",21.098
"2014-03-09",20.5627
"2014-03-10",19.7534
"2014-03-11",19.0714
"2014-03-12",19.632
"2014-03-13",19.2047
"2014-03-14",17.5643
"2014-03-15",19.7041
"2014-03-16",20.6486
"2014-03-17",21.8089
"2014-03-18",22.1788
"2014-03-19",22.3266
"2014-03-20",22.4257
"2014-03-21",22.9372
"2014-03-22",21.6915
"2014-03-23",21.636
"2014-03-24",20.669
"2014-03-25",19.7423
"2014-03-26",20.6956
"2014-03-27",21.9577
"2014-03-28",22.1273
"2014-03-29",20.6424
"2014-03-30",18.5623
"2014-03-31",20.3609
"2014-04-01",21.7241
"2014-04-02",22.7215
"2014-04-03",22.7139
"2014-04-04",23.3008
"2014-04-05",23.1476
"2014-04-06",22.8548
"2014-04-07",23.5414
"2014-04-08",23.2049
"2014-04-09",22.5559
"2014-04-10",21.966
"2014-04-11",22.077
"2014-04-12",22.7175
"2014-04-13",22.3687
"2014-04-14",22.8793
"2014-04-15",22.4488
"2014-04-16",22.6804
"2014-04-17",23.04
"2014-04-18",23.3163
"2014-04-19",23.4551
"2014-04-20",23.824
"2014-04-21",23.7269
"2014-04-22",23.8577
"2014-04-23",23.8198
"2014-04-24",23.7403
"2014-04-25",24.0096
"2014-04-26",24.4574
"2014-04-27",23.9463
"2014-04-28",23.4982
"2014-04-29",23.3563
"2014-04-30",23.682
"2014-05-01",24.0963
"2014-05-02",23.6865
"2014-05-03",23.9715
"2014-05-04",24.1672
"2014-05-05",24.0737
"2014-05-06",23.8343
"2014-05-07",23.4661
"2014-05-08",24.0648
"2014-05-09",24.3412
"2014-05-10",24.4788
"2014-05-11",24.162
"2014-05-12",23.6781
"2014-05-13",23.4608
"2014-05-14",23.7005
"2014-05-15",23.6371
"2014-05-16",23.2885
"2014-05-17",22.526
"2014-05-18",23.1127
"2014-05-19",24.0835
"2014-05-20",23.8921
"2014-05-21",23.074
"2014-05-22",23.4075
"2014-05-23",23.9517
"2014-05-24",24.5055
"2014-05-25",23.8428
"2014-05-26",23.9944
"2014-05-27",24.2443
"2014-05-28",23.768
"2014-05-29",23.4156
"2014-05-30",23.4569
"2014-05-31",23.6952
"2014-06-01",23.6175
"2014-06-02",23.1712
"2014-06-03",22.8304
"2014-06-04",22.9602
"2014-06-05",22.7897
"2014-06-06",22.8993
"2014-06-07",22.9488
"2014-06-08",23.6348
"2014-06-09",21.9094
"2014-06-10",22.4183
"2014-06-11",22.8498
"2014-06-12",22.9986
"2014-06-13",22.8803
"2014-06-14",23.3947
"2014-06-15",22.7872
"2014-06-16",22.1375
"2014-06-17",21.7952
"2014-06-18",22.4725
"2014-06-19",22.7836
"2014-06-20",22.9056
"2014-06-21",22.8944
"2014-06-22",22.3828
"2014-06-23",22.4565
"2014-06-24",22.7737
"2014-06-25",22.7714
"2014-06-26",22.33
"2014-06-27",22.8353
"2014-06-28",23.0744
"2014-06-29",23.2962
"2014-06-30",22.8051
"2014-07-01",23.0953
"2014-07-02",22.4964
"2014-07-03",22.3495
"2014-07-04",22.4745
"2014-07-05",22.4568
"2014-07-06",22.3986
"2014-07-07",22.4507
"2014-07-08",22.2704
"2014-07-09",22.7021
"2014-07-10",22.004
"2014-07-11",21.8655
"2014-07-12",21.7774
"2014-07-13",21.7078
"2014-07-14",21.9831
"2014-07-15",21.5614
"2014-07-16",22.0512
"2014-07-17",21.9893
"2014-07-18",22.2563
"2014-07-19",22.3628
"2014-07-20",22.2288
"2014-07-21",21.6761
"2014-07-22",22.3406
"2014-07-23",21.9036
"2014-07-24",22.1308
"2014-07-25",21.8986
"2014-07-26",22.3709
"2014-07-27",22.669
"2014-07-28",22.45
"2014-07-29",22.362
"2014-07-30",21.7316
"2014-07-31",22.4662
"2014-08-01",22.3448
"2014-08-02",22.3397
"2014-08-03",22.2662
"2014-08-04",21.9177
"2014-08-05",22.1486
"2014-08-06",21.7927
"2014-08-07",22.2104
"2014-08-08",22.1627
"2014-08-09",22.1183
"2014-08-10",22.3195
"2014-08-11",22.1927
"2014-08-12",21.4499
"2014-08-13",21.927
"2014-08-14",21.984
"2014-08-15",22.2832
"2014-08-16",22.2997
"2014-08-17",22.3495
"2014-08-18",22.4951
"2014-08-19",22.5064
"2014-08-20",22.6322
"2014-08-21",22.7355
"2014-08-22",22.5768
"2014-08-23",22.777
"2014-08-24",23.0742
"2014-08-25",22.3856
"2014-08-26",21.3203
"2014-08-27",20.6393
"2014-08-28",20.6438
"2014-08-29",21.7008
"2014-08-30",22.0971
"2014-08-31",22.0225
"2014-09-01",22.2481
"2014-09-02",22.4551
"2014-09-03",22.2025
"2014-09-04",22.3969
"2014-09-05",22.4914
"2014-09-06",22.6898
"2014-09-07",22.5435
"2014-09-08",22.5903
"2014-09-09",22.3874
"2014-09-10",22.303
"2014-09-11",22.3268
"2014-09-12",22.2765
"2014-09-13",22.2709
"2014-09-14",22.404
"2014-09-15",22.2692
"2014-09-16",22.4034
"2014-09-17",22.1281
"2014-09-18",22.5875
"2014-09-19",22.4904
"2014-09-20",21.3989
"2014-09-21",22.0357
"2014-09-22",22.3014
"2014-09-23",22.9872
"2014-09-24",23.2827
"2014-09-25",22.8664
"2014-09-26",22.7327
"2014-09-27",22.9877
"2014-09-28",23.3557
"2014-09-29",23.6589
"2014-09-30",23.0505
"2014-10-01",22.946
"2014-10-02",22.9737
"2014-10-03",23.2473
"2014-10-04",23.6613
"2014-10-05",24.1203
"2014-10-06",23.4956
"2014-10-07",22.6698
"2014-10-08",22.8564
"2014-10-09",23.388
"2014-10-10",23.2877
"2014-10-11",22.9359
"2014-10-12",22.8564
"2014-10-13",23.1687
"2014-10-14",23.4819
"2014-10-15",23.3022
"2014-10-16",23.0462
"2014-10-17",23.2218
"2014-10-18",23.1124
"2014-10-19",23.3295
"2014-10-20",23.4091
"2014-10-21",23.2284
"2014-10-22",23.2508
"2014-10-23",23.3467
"2014-10-24",23.112
"2014-10-25",23.3303
"2014-10-26",23.3819
"2014-10-27",22.9546
"2014-10-28",23.0367
"2014-10-29",23.1984
"2014-10-30",23.01
"2014-10-31",22.6976
"2014-11-01",22.7496
"2014-11-02",22.7327
"2014-11-03",22.8391
"2014-11-04",22.2985
"2014-11-05",22.6164
"2014-11-06",22.6204
"2014-11-07",21.5918
"2014-11-08",22.0779
"2014-11-09",21.8534
"2014-11-10",22.3841
"2014-11-11",22.6348
"2014-11-12",23.3165
"2014-11-13",23.113
"2014-11-14",23.2476
"2014-11-15",22.7714
"2014-11-16",22.8292
"2014-11-17",22.7584
"2014-11-18",22.6885
"2014-11-19",22.4558
"2014-11-20",22.9711
"2014-11-21",23.047
"2014-11-22",23.0854
"2014-11-23",22.7041
"2014-11-24",22.1911
"2014-11-25",22.1102
"2014-11-26",22.4957
"2014-11-27",23.2238
"2014-11-28",23.444
"2014-11-29",22.8693
"2014-11-30",23.025
"2014-12-01",23.7712
"2014-12-02",23.2689
"2014-12-03",22.7519
"2014-12-04",22.9524
"2014-12-05",22.3149
"2014-12-06",22.7635
"2014-12-07",23.2709
"2014-12-08",22.9871
"2014-12-09",23.1192
"2014-12-10",23.0477
"2014-12-11",22.8597
"2014-12-12",22.7896
"2014-12-13",22.5626
"2014-12-14",22.451
"2014-12-15",22.957
"2014-12-16",23.1331
"2014-12-17",23.0923
"2014-12-18",23.2174
"2014-12-19",22.9404
"2014-12-20",22.4414
"2014-12-21",22.9869
"2014-12-22",22.7109
"2014-12-23",22.8426
"2014-12-24",22.806
"2014-12-25",22.2072
"2014-12-26",21.7359
"2014-12-27",22.3483
"2014-12-28",22.9085
"2014-12-29",22.7514
"2014-12-30",22.5149
"2014-12-31",22.8724
"2015-01-01",23.2251
"2015-01-02",22.0353
"2015-01-03",22.4697
"2015-01-04",22.9015
"2015-01-05",22.4017
"2015-01-06",22.2606
"2015-01-07",22.3712
"2015-01-08",21.6699
"2015-01-09",20.971
"2015-01-10",20.2236
"2015-01-11",19.8862
"2015-01-12",19.6795
"2015-01-13",19.9282
"2015-01-14",21.0894
"2015-01-15",21.512
"2015-01-16",21.9253
"2015-01-17",21.5439
"2015-01-18",21.7647
"2015-01-19",21.232
"2015-01-20",20.7883
"2015-01-21",19.8257
"2015-01-22",20.4621
"2015-01-23",21.4567
"2015-01-24",21.5388
"2015-01-25",21.3099
"2015-01-26",20.7179
"2015-01-27",21.3205
"2015-01-28",22.0596
"2015-01-29",22.5765
"2015-01-30",22.3161
"2015-01-31",21.7989
"2015-02-01",21.7036
"2015-02-02",22.0669
"2015-02-03",21.9529
"2015-02-04",21.7625
"2015-02-05",21.9395
"2015-02-06",21.8148
"2015-02-07",21.8438
"2015-02-08",21.6061
"2015-02-09",22.3429
"2015-02-10",22.0325
"2015-02-11",22.2396
"2015-02-12",22.649
"2015-02-13",22.6167
"2015-02-14",21.7547
"2015-02-15",19.0269
"2015-02-16",17.6512
"2015-02-17",18.3188
"2015-02-18",17.718
"2015-02-19",18.6313
"2015-02-20",19.5129
"2015-02-21",20.4763
"2015-02-22",21.4634
"2015-02-23",22.1025
"2015-02-24",22.6453
"2015-02-25",22.2688
"2015-02-26",22.7259
"2015-02-27",22.4419
"2015-02-28",22.3618
"2015-03-01",22.8585
"2015-03-02",22.7097
"2015-03-03",22.1089
"2015-03-04",22.7799
"2015-03-05",22.6418
"2015-03-06",22.4092
"2015-03-07",21.6853
"2015-03-08",21.1852
"2015-03-09",20.6055
"2015-03-10",21.3541
"2015-03-11",20.9478
"2015-03-12",22.4739
"2015-03-13",22.3249
"2015-03-14",22.5838
"2015-03-15",22.6744
"2015-03-16",22.9164
"2015-03-17",22.346
"2015-03-18",21.3853
"2015-03-19",21.2884
"2015-03-20",21.1974
"2015-03-21",21.5706
"2015-03-22",21.9046
"2015-03-23",21.8033
"2015-03-24",21.6948
"2015-03-25",21.1491
"2015-03-26",22.2078
"2015-03-27",22.857
"2015-03-28",22.5916
"2015-03-29",22.9027
"2015-03-30",23.1259
"2015-03-31",23.1489
"2015-04-01",23.3528
"2015-04-02",23.0673
"2015-04-03",23.6723
"2015-04-04",23.8256
"2015-04-05",23.8947
"2015-04-06",23.8767
"2015-04-07",23.7198
"2015-04-08",23.5965
"2015-04-09",23.576
"2015-04-10",23.3528
"2015-04-11",23.4249
"2015-04-12",23.4198
"2015-04-13",22.5183
"2015-04-14",22.9102
"2015-04-15",23.3585
"2015-04-16",23.5647
"2015-04-17",23.619
"2015-04-18",23.468
"2015-04-19",23.926
"2015-04-20",23.4336
"2015-04-21",23.1426
"2015-04-22",23.0851
"2015-04-23",23.2873
"2015-04-24",23.5565
"2015-04-25",23.3232
"2015-04-26",23.3088
"2015-04-27",23.3418
"2015-04-28",23.4661
"2015-04-29",23.2396
"2015-04-30",23.5516
"2015-05-01",23.8303
"2015-05-02",24.3986
"2015-05-03",24.0106
"2015-05-04",23.7854
"2015-05-05",23.921
"2015-05-06",23.8579
"2015-05-07",23.7213
"2015-05-08",24.1349
"2015-05-09",23.9969
"2015-05-10",24.0352
"2015-05-11",24.0636
"2015-05-12",24.2377
"2015-05-13",24.1615
"2015-05-14",24.784
"2015-05-15",24.6569
"2015-05-16",24.3426
"2015-05-17",24.2691
"2015-05-18",24.2202
"2015-05-19",24.1756
"2015-05-20",24.4315
"2015-05-21",24.3229
"2015-05-22",24.1713
"2015-05-23",23.7452
"2015-05-24",24.0558
"2015-05-25",24.0146
"2015-05-26",24.4533
"2015-05-27",24.4907
"2015-05-28",24.5146
"2015-05-29",24.1746
"2015-05-30",24.392
"2015-05-31",23.8701
"2015-06-01",23.6172
"2015-06-02",24.019
"2015-06-03",24.4937
"2015-06-04",24.1292
"2015-06-05",23.5046
"2015-06-06",23.8385
"2015-06-07",24.1268
"2015-06-08",23.7214
"2015-06-09",23.4843
"2015-06-10",23.5619
"2015-06-11",23.5738
"2015-06-12",23.1748
"2015-06-13",23.4435
"2015-06-14",23.272
"2015-06-15",23.6284
"2015-06-16",22.9914
"2015-06-17",23.203
"2015-06-18",23.3034
"2015-06-19",23.1431
"2015-06-20",23.4094
"2015-06-21",23.2651
"2015-06-22",23.0598
"2015-06-23",23.5264
"2015-06-24",23.9484
"2015-06-25",23.6001
"2015-06-26",23.3433
"2015-06-27",23.1171
"2015-06-28",23.5275
"2015-06-29",22.8926
"2015-06-30",23.1682
"2015-07-01",23.5385
"2015-07-02",23.1288
"2015-07-03",23.3635
"2015-07-04",23.4931
"2015-07-05",23.5326
"2015-07-06",22.2465
"2015-07-07",22.1223
"2015-07-08",22.2012
"2015-07-09",22.1781
"2015-07-10",23.1924
"2015-07-11",22.9242
"2015-07-12",22.7811
"2015-07-13",22.6742
"2015-07-14",22.9337
"2015-07-15",22.8435
"2015-07-16",23.0873
"2015-07-17",22.5257
"2015-07-18",22.5501
"2015-07-19",22.1195
"2015-07-20",21.9075
"2015-07-21",22.787
"2015-07-22",22.6383
"2015-07-23",22.3577
"2015-07-24",21.5717
"2015-07-25",22.7609
"2015-07-26",22.5591
"2015-07-27",22.2172
"2015-07-28",22.2033
"2015-07-29",22.4113
"2015-07-30",22.5362
"2015-07-31",22.5449
"2015-08-01",22.6229
"2015-08-02",22.827
"2015-08-03",22.9842
"2015-08-04",22.9868
"2015-08-05",22.6746
"2015-08-06",22.8278
"2015-08-07",22.9286
"2015-08-08",22.5181
"2015-08-09",22.8897
"2015-08-10",22.961
"2015-08-11",22.8299
"2015-08-12",22.6041
"2015-08-13",22.6482
"2015-08-14",22.8587
"2015-08-15",23.2438
"2015-08-16",22.941
"2015-08-17",23.1455
"2015-08-18",23.5948
"2015-08-19",23.1684
"2015-08-20",23.2661
"2015-08-21",22.8588
"2015-08-22",23.1016
"2015-08-23",23.3289
"2015-08-24",23.0852
"2015-08-25",23.3696
"2015-08-26",23.3411
"2015-08-27",23.2616
"2015-08-28",22.9677
"2015-08-29",23.3318
"2015-08-30",23.5018
"2015-08-31",23.5441
"2015-09-01",23.8487
"2015-09-02",23.6981
"2015-09-03",23.7679
"2015-09-04",23.2498
"2015-09-05",23.4854
"2015-09-06",22.9257
"2015-09-07",21.9086
"2015-09-08",22.8207
"2015-09-09",22.6129
"2015-09-10",22.681
"2015-09-11",22.6514
"2015-09-12",22.8527
"2015-09-13",23.1536
"2015-09-14",23.3239
"2015-09-15",23.1843
"2015-09-16",23.15
"2015-09-17",23.3627
"2015-09-18",23.6829
"2015-09-19",23.1556
"2015-09-20",23.1647
"2015-09-21",23.5355
"2015-09-22",23.3025
"2015-09-23",23.8433
"2015-09-24",23.3177
"2015-09-25",23.3555
"2015-09-26",23.3307
"2015-09-27",23.5084
"2015-09-28",23.3525
"2015-09-29",23.1666
"2015-09-30",22.8695
"2015-10-01",23.6163
"2015-10-02",23.5774
"2015-10-03",23.9715
"2015-10-04",23.892
"2015-10-05",23.166
"2015-10-06",23.4112
"2015-10-07",23.5551
"2015-10-08",23.3719
"2015-10-09",22.8037
"2015-10-10",22.8556
"2015-10-11",23.3929
"2015-10-12",23.656
"2015-10-13",23.4735
"2015-10-14",23.3106
"2015-10-15",23.2465
"2015-10-16",23.4572
"2015-10-17",23.3853
"2015-10-18",23.7093
"2015-10-19",23.8548
"2015-10-20",23.5401
"2015-10-21",23.5956
"2015-10-22",23.7195
"2015-10-23",23.8276
"2015-10-24",23.8456
"2015-10-25",23.2606
"2015-10-26",23.1153
"2015-10-27",22.998
"2015-10-28",23.1331
"2015-10-29",23.4108
"2015-10-30",23.8596
"2015-10-31",23.5977
"2015-11-01",23.527
"2015-11-02",23.1603
"2015-11-03",23.1041
"2015-11-04",23.5396
"2015-11-05",23.2747
"2015-11-06",23.2162
"2015-11-07",23.5622
"2015-11-08",23.4777
"2015-11-09",23.6401
"2015-11-10",23.8095
"2015-11-11",23.9245
"2015-11-12",23.6666
