,"(deg C) Mean Dew Point Temperature (ERA5) at Matale, 2007-01-01 to 2025-12-31"
"2012-11-30",19.5217
"2012-12-01",19.2737
"2012-12-02",20.2185
"2012-12-03",22.2857
"2012-12-04",23.1437
"2012-12-05",22.4235
"2012-12-06",22.8372
"2012-12-07",22.706
"2012-12-08",21.6504
"2012-12-09",21.602
"2012-12-10",20.149
"2012-12-11",20.831
"2012-12-12",20.6667
"2012-12-13",19.7841
"2012-12-14",20.3216
"2012-12-15",22.0393
"2012-12-16",22.2747
"2012-12-17",22.3184
"2012-12-18",21.9897
"2012-12-19",22.2637
"2012-12-20",22.5111
"2012-12-21",22.3986
"2012-12-22",22.2691
"2012-12-23",22.4724
"2012-12-24",22.8689
"2012-12-25",23.0717
"2012-12-26",23.2352
"2012-12-27",23.1615
"2012-12-28",23.6435
"2012-12-29",23.783
"2012-12-30",23.3366
"2012-12-31",22.7788
"2013-01-01",22.1616
"2013-01-02",22.1904
"2013-01-03",22.4553
"2013-01-04",22.8501
"2013-01-05",22.1864
"2013-01-06",21.547
"2013-01-07",22.2775
"2013-01-08",23.0647
"2013-01-09",22.8191
"2013-01-10",22.7331
"2013-01-11",22.1443
"2013-01-12",20.2057
"2013-01-13",18.5659
"2013-01-14",18.5806
"2013-01-15",19.2338
"2013-01-16",19.1724
"2013-01-17",19.0686
"2013-01-18",18.6254
"2013-01-19",19.5258
"2013-01-20",22.2246
"2013-01-21",20.7064
"2013-01-22",20.943
"2013-01-23",22.4594
"2013-01-24",22.5299
"2013-01-25",22.0636
"2013-01-26",21.1875
"2013-01-27",19.7678
"2013-01-28",19.7866
"2013-01-29",19.2593
"2013-01-30",19.3691
"2013-01-31",19.5029
"2013-02-01",21.1421
"2013-02-02",21.8743
"2013-02-03",21.9382
"2013-02-04",22.0836
"2013-02-05",22.3203
"2013-02-06",22.4593
"2013-02-07",22.1409
"2013-02-08",22.6621
"2013-02-09",22.4712
"2013-02-10",21.7887
"2013-02-11",21.4917
"2013-02-12",22.1583
"2013-02-13",22.7628
"2013-02-14",22.4498
"2013-02-15",22.6554
"2013-02-16",22.5572
"2013-02-17",22.8721
"2013-02-18",22.7896
"2013-02-19",22.629
"2013-02-20",22.0819
"2013-02-21",20.7068
"2013-02-22",20.4688
"2013-02-23",19.5834
"2013-02-24",20.1167
"2013-02-25",20.6717
"2013-02-26",20.2302
"2013-02-27",19.9826
"2013-02-28",20.3155
"2013-03-01",20.8145
"2013-03-02",21.1219
"2013-03-03",20.7535
"2013-03-04",22.9715
"2013-03-05",23.2372
"2013-03-06",23.5102
"2013-03-07",23.5153
"2013-03-08",23.2827
"2013-03-09",23.1573
"2013-03-10",23.2769
"2013-03-11",23.2209
"2013-03-12",23.0096
"2013-03-13",22.7236
"2013-03-14",23.3577
"2013-03-15",23.1156
"2013-03-16",23.0895
"2013-03-17",22.1575
"2013-03-18",21.9401
"2013-03-19",22.3168
"2013-03-20",22.3078
"2013-03-21",21.1934
"2013-03-22",21.1439
"2013-03-23",22.7113
"2013-03-24",23.5532
"2013-03-25",23.1911
"2013-03-26",23.3592
"2013-03-27",23.5228
"2013-03-28",24.0592
"2013-03-29",24.0514
"2013-03-30",23.5123
"2013-03-31",23.2598
"2013-04-01",23.3828
"2013-04-02",23.3639
"2013-04-03",22.4541
"2013-04-04",23.294
"2013-04-05",23.7686
"2013-04-06",23.9458
"2013-04-07",23.9483
"2013-04-08",24.0865
"2013-04-09",23.4178
"2013-04-10",23.5988
"2013-04-11",23.2927
"2013-04-12",23.5995
"2013-04-13",23.5488
"2013-04-14",23.8309
"2013-04-15",23.7509
"2013-04-16",23.351
"2013-04-17",23.8883
"2013-04-18",23.442
"2013-04-19",23.4212
"2013-04-20",23.7851
"2013-04-21",23.8233
"2013-04-22",23.6678
"2013-04-23",23.5167
"2013-04-24",23.8178
"2013-04-25",23.4406
"2013-04-26",23.3426
"2013-04-27",23.2475
"2013-04-28",23.348
"2013-04-29",23.6555
"2013-04-30",23.5576
"2013-05-01",23.7584
"2013-05-02",24.2077
"2013-05-03",23.9019
"2013-05-04",24.4255
"2013-05-05",24.5223
"2013-05-06",24.1553
"2013-05-07",23.9199
"2013-05-08",23.8498
"2013-05-09",24.1445
"2013-05-10",24.277
"2013-05-11",24.77
"2013-05-12",24.6398
"2013-05-13",23.6441
"2013-05-14",23.7776
"2013-05-15",23.193
"2013-05-16",23.3348
"2013-05-17",23.5419
"2013-05-18",24.1194
"2013-05-19",24.2043
"2013-05-20",23.0613
"2013-05-21",23.0764
"2013-05-22",23.0938
"2013-05-23",23.3884
"2013-05-24",23.6037
"2013-05-25",23.3364
"2013-05-26",23.1652
"2013-05-27",23.0145
"2013-05-28",22.6078
"2013-05-29",22.9993
"2013-05-30",23.41
"2013-05-31",22.8347
"2013-06-01",22.8511
"2013-06-02",22.6538
"2013-06-03",22.4083
"2013-06-04",22.9568
"2013-06-05",23.2225
"2013-06-06",22.9998
"2013-06-07",22.9547
"2013-06-08",22.0347
"2013-06-09",22.8347
"2013-06-10",22.906
"2013-06-11",22.9522
"2013-06-12",22.9015
"2013-06-13",23.2055
"2013-06-14",23.4071
"2013-06-15",23.2538
"2013-06-16",22.9201
"2013-06-17",22.8877
"2013-06-18",22.8829
"2013-06-19",23.008
"2013-06-20",22.7688
"2013-06-21",22.9774
"2013-06-22",22.9282
"2013-06-23",23.1715
"2013-06-24",23.1119
"2013-06-25",21.9653
"2013-06-26",22.193
"2013-06-27",22.5439
"2013-06-28",22.5464
"2013-06-29",22.3444
"2013-06-30",22.4888
"2013-07-01",22.0532
"2013-07-02",22.5424
"2013-07-03",22.4109
"2013-07-04",22.8065
"2013-07-05",23.2214
"2013-07-06",23.2242
"2013-07-07",22.973
"2013-07-08",22.6421
"2013-07-09",22.5538
"2013-07-10",22.4
"2013-07-11",22.0536
"2013-07-12",22.0243
"2013-07-13",21.8256
"2013-07-14",22.3115
"2013-07-15",22.4018
"2013-07-16",22.37
"2013-07-17",22.2403
"2013-07-18",22.1868
"2013-07-19",22.2754
"2013-07-20",22.247
"2013-07-21",22.3086
"2013-07-22",22.5247
"2013-07-23",21.7455
"2013-07-24",21.7522
"2013-07-25",22.3322
"2013-07-26",21.2322
"2013-07-27",21.6879
"2013-07-28",22.3143
"2013-07-29",22.3617
"2013-07-30",21.9483
"2013-07-31",21.8157
"2013-08-01",22.1367
"2013-08-02",22.9603
"2013-08-03",22.5366
"2013-08-04",22.4368
"2013-08-05",21.6427
"2013-08-06",21.6664
"2013-08-07",21.887
"2013-08-08",22.0353
"2013-08-09",22.0556
"2013-08-10",22.4022
"2013-08-11",22.4658
"2013-08-12",22.3625
"2013-08-13",21.939
"2013-08-14",21.3068
"2013-08-15",21.4342
"2013-08-16",21.3856
"2013-08-17",21.7091
"2013-08-18",21.906
"2013-08-19",21.2638
"2013-08-20",21.6123
"2013-08-21",22.008
"2013-08-22",21.4365
"2013-08-23",21.351
"2013-08-24",21.4909
"2013-08-25",21.8552
"2013-08-26",22.0258
"2013-08-27",22.0674
"2013-08-28",22.4457
"2013-08-29",22.9138
"2013-08-30",22.8429
"2013-08-31",23.1886
"2013-09-01",22.8592
"2013-09-02",22.2502
"2013-09-03",21.6524
"2013-09-04",21.7665
"2013-09-05",21.5428
"2013-09-06",21.3059
"2013-09-07",21.6392
"2013-09-08",22.3361
"2013-09-09",22.0291
"2013-09-10",22.4936
"2013-09-11",22.372
"2013-09-12",22.3168
"2013-09-13",22.3653
"2013-09-14",22.7661
"2013-09-15",22.2201
"2013-09-16",22.3781
"2013-09-17",22.7042
"2013-09-18",22.7903
"2013-09-19",22.8625
"2013-09-20",23.1151
"2013-09-21",22.5485
"2013-09-22",22.1059
"2013-09-23",21.8923
"2013-09-24",21.2405
"2013-09-25",21.8315
"2013-09-26",21.8039
"2013-09-27",21.5418
"2013-09-28",21.7137
"2013-09-29",21.4869
"2013-09-30",21.5728
"2013-10-01",22.1565
"2013-10-02",22.1035
"2013-10-03",21.7781
"2013-10-04",21.9105
"2013-10-05",21.5941
"2013-10-06",19.864
"2013-10-07",21.3097
"2013-10-08",20.7854
"2013-10-09",21.9915
"2013-10-10",22.3345
"2013-10-11",22.3384
"2013-10-12",22.4238
"2013-10-13",22.5048
"2013-10-14",22.0045
"2013-10-15",22.1119
"2013-10-16",22.8574
"2013-10-17",22.7882
"2013-10-18",22.7568
"2013-10-19",22.6348
"2013-10-20",22.5908
"2013-10-21",22.5996
"2013-10-22",22.7798
"2013-10-23",22.4645
"2013-10-24",22.3232
"2013-10-25",22.7208
"2013-10-26",21.6001
"2013-10-27",22.7929
"2013-10-28",22.6729
"2013-10-29",22.4084
"2013-10-30",22.6192
"2013-10-31",22.6918
"2013-11-01",23.1923
"2013-11-02",23.2681
"2013-11-03",23.2316
"2013-11-04",23.0027
"2013-11-05",23.0657
"2013-11-06",22.5375
"2013-11-07",22.3121
"2013-11-08",22.4689
"2013-11-09",22.7655
"2013-11-10",23.1973
"2013-11-11",23.0924
"2013-11-12",22.3654
"2013-11-13",22.1482
"2013-11-14",21.087
"2013-11-15",20.6406
"2013-11-16",22.3475
"2013-11-17",22.8011
"2013-11-18",22.8444
"2013-11-19",22.682
"2013-11-20",21.8222
"2013-11-21",22.3649
"2013-11-22",22.6677
"2013-11-23",22.8566
"2013-11-24",22.7865
"2013-11-25",22.65
"2013-11-26",22.213
"2013-11-27",20.976
"2013-11-28",19.7317
"2013-11-29",20
"2013-11-30",22.3085
"2013-12-01",22.5363
"2013-12-02",22.1017
"2013-12-03",21.6552
"2013-12-04",22.2248
"2013-12-05",22.1087
"2013-12-06",22.1251
"2013-12-07",22.0644
"2013-12-08",22.085
"2013-12-09",21.6784
"2013-12-10",21.0062
"2013-12-11",21.306
"2013-12-12",21.9188
"2013-12-13",21.9045
"2013-12-14",22.6514
"2013-12-15",22.418
"2013-12-16",20.5403
"2013-12-17",19.4044
"2013-12-18",21.2755
"2013-12-19",22.0797
"2013-12-20",22.221
"2013-12-21",21.9817
"2013-12-22",19.1336
"2013-12-23",20.3927
"2013-12-24",21.6916
"2013-12-25",20.3391
"2013-12-26",19.7395
"2013-12-27",20.0833
"2013-12-28",20.563
"2013-12-29",19.5602
"2013-12-30",20.2259
"2013-12-31",20.9431
"2014-01-01",19.932
"2014-01-02",21.4247
"2014-01-03",21.835
"2014-01-04",19.819
"2014-01-05",20.7711
"2014-01-06",22.1768
"2014-01-07",22.9557
"2014-01-08",22.7549
"2014-01-09",22.0494
"2014-01-10",21.1471
"2014-01-11",21.5122
"2014-01-12",22.1037
"2014-01-13",21.8983
"2014-01-14",22.5511
"2014-01-15",22.4553
"2014-01-16",22.1416
"2014-01-17",20.7532
"2014-01-18",21.1743
"2014-01-19",20.7498
"2014-01-20",20.5033
"2014-01-21",21.0128
"2014-01-22",21.1442
"2014-01-23",21.3436
"2014-01-24",20.1656
"2014-01-25",19.0115
"2014-01-26",18.9823
"2014-01-27",20.0109
"2014-01-28",20.9113
"2014-01-29",21.6674
"2014-01-30",21.8156
"2014-01-31",21.9839
"2014-02-01",22.2073
"2014-02-02",21.2997
"2014-02-03",20.3579
"2014-02-04",19.7815
"2014-02-05",19.1086
"2014-02-06",18.1349
"2014-02-07",17.8021
"2014-02-08",18.2783
"2014-02-09",18.0737
"2014-02-10",17.4019
"2014-02-11",17.8591
"2014-02-12",17.6136
"2014-02-13",19.8909
"2014-02-14",20.9027
"2014-02-15",21.1625
"2014-02-16",22.3121
"2014-02-17",22.0889
"2014-02-18",21.4307
"2014-02-19",22.1821
"2014-02-20",21.8454
"2014-02-21",20.8519
"2014-02-22",20.7199
"2014-02-23",22.2204
"2014-02-24",21.7004
"2014-02-25",21.4577
"2014-02-26",21.2564
"2014-02-27",21.7521
"2014-02-28",21.7096
"2014-03-01",20.2449
"2014-03-02",20.8533
"2014-03-03",20.4686
"2014-03-04",21.4511
"2014-03-05",21.9636
"2014-03-06",22.2002
"2014-03-07",21.7721
"2014-03-08",21.5329
"2014-03-09",20.7025
"2014-03-10",20.0557
"2014-03-11",19.3234
"2014-03-12",20.43
"2014-03-13",19.4986
"2014-03-14",18.0478
"2014-03-15",19.9014
"2014-03-16",21.3588
"2014-03-17",22.0672
"2014-03-18",22.3756
"2014-03-19",22.9416
"2014-03-20",22.7322
"2014-03-21",22.482
"2014-03-22",20.9764
"2014-03-23",20.4501
"2014-03-24",21.0123
"2014-03-25",20.1797
"2014-03-26",21.0741
"2014-03-27",22.3379
"2014-03-28",21.7849
"2014-03-29",19.4109
"2014-03-30",16.6875
"2014-03-31",20.0203
"2014-04-01",21.5445
"2014-04-02",22.5323
"2014-04-03",21.6839
"2014-04-04",22.5315
"2014-04-05",23.0216
"2014-04-06",22.8279
"2014-04-07",22.8081
"2014-04-08",22.7428
"2014-04-09",22.8141
"2014-04-10",21.8211
"2014-04-11",22.7128
"2014-04-12",23.1621
"2014-04-13",22.4183
"2014-04-14",22.0739
"2014-04-15",22.0369
"2014-04-16",22.4257
"2014-04-17",22.5703
"2014-04-18",22.9589
"2014-04-19",22.8016
"2014-04-20",23.1514
"2014-04-21",23.6806
"2014-04-22",23.4019
"2014-04-23",23.8914
"2014-04-24",23.5732
"2014-04-25",23.9842
"2014-04-26",24.2132
"2014-04-27",24.2372
"2014-04-28",23.5034
"2014-04-29",23.185
"2014-04-30",23.2213
"2014-05-01",23.5857
"2014-05-02",23.5748
"2014-05-03",23.5453
"2014-05-04",24.0541
"2014-05-05",23.8156
"2014-05-06",23.8281
"2014-05-07",23.2406
"2014-05-08",23.6908
"2014-05-09",23.9202
"2014-05-10",23.9093
"2014-05-11",23.9097
"2014-05-12",23.9389
"2014-05-13",23.6459
"2014-05-14",23.9128
"2014-05-15",23.3449
"2014-05-16",23.2785
"2014-05-17",22.5673
"2014-05-18",23.4161
"2014-05-19",23.5107
"2014-05-20",23.4842
"2014-05-21",23.05
"2014-05-22",23.2666
"2014-05-23",23.8079
"2014-05-24",24.123
"2014-05-25",24.0718
"2014-05-26",23.8271
"2014-05-27",24.164
"2014-05-28",23.4249
"2014-05-29",23.4993
"2014-05-30",23.701
"2014-05-31",24.213
"2014-06-01",24.3121
"2014-06-02",23.8451
"2014-06-03",23.2075
"2014-06-04",23.3303
"2014-06-05",23.345
"2014-06-06",23.3047
"2014-06-07",23.3224
"2014-06-08",23.6175
"2014-06-09",22.6903
"2014-06-10",23.0546
"2014-06-11",23.2287
"2014-06-12",23.6784
"2014-06-13",23.3179
"2014-06-14",23.5651
"2014-06-15",22.9349
"2014-06-16",22.6825
"2014-06-17",22.316
"2014-06-18",22.8865
"2014-06-19",23.6217
"2014-06-20",23.654
"2014-06-21",23.7129
"2014-06-22",23.047
"2014-06-23",22.8172
"2014-06-24",23.1512
"2014-06-25",22.9007
"2014-06-26",22.298
"2014-06-27",22.2481
"2014-06-28",22.6827
"2014-06-29",22.9298
"2014-06-30",22.7358
"2014-07-01",22.9507
"2014-07-02",22.4199
"2014-07-03",22.689
"2014-07-04",22.8718
"2014-07-05",23.2096
"2014-07-06",23.0522
"2014-07-07",22.6487
"2014-07-08",22.5426
"2014-07-09",22.8023
"2014-07-10",22.5778
"2014-07-11",22.4353
"2014-07-12",22.4593
"2014-07-13",22.4626
"2014-07-14",22.3564
"2014-07-15",22.0461
"2014-07-16",22.234
"2014-07-17",21.848
"2014-07-18",22.5298
"2014-07-19",22.8945
"2014-07-20",22.6636
"2014-07-21",22.071
"2014-07-22",22.6829
"2014-07-23",22.6804
"2014-07-24",22.2951
"2014-07-25",22.3129
"2014-07-26",22.6598
"2014-07-27",23.1933
"2014-07-28",22.8663
"2014-07-29",22.2002
"2014-07-30",22.0064
"2014-07-31",22.5751
"2014-08-01",22.7785
"2014-08-02",22.9262
"2014-08-03",22.9737
"2014-08-04",22.6039
"2014-08-05",22.4445
"2014-08-06",21.8053
"2014-08-07",22.3523
"2014-08-08",22.3338
"2014-08-09",21.8881
"2014-08-10",22.4593
"2014-08-11",22.2406
"2014-08-12",21.7842
"2014-08-13",21.8631
"2014-08-14",22.0498
"2014-08-15",22.5148
"2014-08-16",22.485
"2014-08-17",22.6215
"2014-08-18",22.5727
"2014-08-19",22.3078
"2014-08-20",22.5136
"2014-08-21",22.3283
"2014-08-22",22.3062
"2014-08-23",22.4306
"2014-08-24",22.3591
"2014-08-25",22.0456
"2014-08-26",20.9778
"2014-08-27",20.2782
"2014-08-28",21.4448
"2014-08-29",21.9448
"2014-08-30",22.1563
"2014-08-31",22.5274
"2014-09-01",22.3997
"2014-09-02",22.1511
"2014-09-03",21.9581
"2014-09-04",22.2939
"2014-09-05",22.5584
"2014-09-06",22.8065
"2014-09-07",22.6563
"2014-09-08",22.3961
"2014-09-09",22.3733
"2014-09-10",22.3753
"2014-09-11",22.2747
"2014-09-12",22.1492
"2014-09-13",22.4396
"2014-09-14",22.5877
"2014-09-15",22.5756
"2014-09-16",22.5049
"2014-09-17",22.1742
"2014-09-18",22.6859
"2014-09-19",22.13
"2014-09-20",21.4674
"2014-09-21",21.7853
"2014-09-22",22.2643
"2014-09-23",22.4862
"2014-09-24",23.1707
"2014-09-25",22.8847
"2014-09-26",22.7871
"2014-09-27",23.0178
"2014-09-28",23.3883
"2014-09-29",23.5813
"2014-09-30",22.8908
"2014-10-01",23.0008
"2014-10-02",23.3039
"2014-10-03",23.2855
"2014-10-04",23.5129
"2014-10-05",23.3139
"2014-10-06",23.114
"2014-10-07",22.5174
"2014-10-08",22.7062
"2014-10-09",23.4144
"2014-10-10",23.1168
"2014-10-11",21.95
"2014-10-12",22.6736
"2014-10-13",22.4361
"2014-10-14",23.004
"2014-10-15",23.3749
"2014-10-16",23.2882
"2014-10-17",23.0133
"2014-10-18",22.6553
"2014-10-19",23.076
"2014-10-20",23.3451
"2014-10-21",22.9793
"2014-10-22",22.9403
"2014-10-23",23.167
"2014-10-24",22.9147
"2014-10-25",23.3632
"2014-10-26",23.0668
"2014-10-27",22.8458
"2014-10-28",23.1207
"2014-10-29",22.9199
"2014-10-30",22.7329
"2014-10-31",22.0037
"2014-11-01",22.0418
"2014-11-02",22.47
"2014-11-03",22.5608
"2014-11-04",22.3466
"2014-11-05",22.5978
"2014-11-06",21.4474
"2014-11-07",20.5969
"2014-11-08",21.4469
"2014-11-09",21.8285
"2014-11-10",21.893
"2014-11-11",22.3788
"2014-11-12",22.8517
"2014-11-13",22.9933
"2014-11-14",22.9485
"2014-11-15",22.379
"2014-11-16",22.577
"2014-11-17",22.7719
"2014-11-18",22.844
"2014-11-19",22.3942
"2014-11-20",22.8018
"2014-11-21",23.0019
"2014-11-22",22.569
"2014-11-23",22.5678
"2014-11-24",21.7041
"2014-11-25",22.2391
"2014-11-26",22.4905
"2014-11-27",22.8872
"2014-11-28",22.9662
"2014-11-29",21.8468
"2014-11-30",22.3119
"2014-12-01",23.2624
"2014-12-02",23.293
"2014-12-03",22.132
"2014-12-04",20.6915
"2014-12-05",22.3062
"2014-12-06",22.941
"2014-12-07",23.4818
"2014-12-08",23.3025
"2014-12-09",23.3626
"2014-12-10",22.8299
"2014-12-11",23.0189
"2014-12-12",22.8652
"2014-12-13",22.6498
"2014-12-14",22.5688
"2014-12-15",23.4745
"2014-12-16",23.2318
"2014-12-17",22.8366
"2014-12-18",23.1688
"2014-12-19",22.7588
"2014-12-20",21.6887
"2014-12-21",22.8398
"2014-12-22",22.4373
"2014-12-23",22.7013
"2014-12-24",22.7592
"2014-12-25",22.3223
"2014-12-26",21.2061
"2014-12-27",21.3966
"2014-12-28",22.7763
"2014-12-29",22.6692
"2014-12-30",22.2889
"2014-12-31",22.9766
"2015-01-01",22.8977
"2015-01-02",21.5784
"2015-01-03",21.932
"2015-01-04",21.9859
"2015-01-05",22.251
"2015-01-06",22.0395
"2015-01-07",20.453
"2015-01-08",19.9076
"2015-01-09",19.59
"2015-01-10",18.9187
"2015-01-11",18.693
"2015-01-12",17.6385
"2015-01-13",19.0777
"2015-01-14",20.4612
"2015-01-15",20.2742
"2015-01-16",21.4274
"2015-01-17",20.88
"2015-01-18",21.4988
"2015-01-19",19.794
"2015-01-20",20.0599
"2015-01-21",19.7526
"2015-01-22",20.575
"2015-01-23",21.4847
"2015-01-24",21.6096
"2015-01-25",20.9898
"2015-01-26",20.7939
"2015-01-27",20.5776
"2015-01-28",22.0504
"2015-01-29",22.3972
"2015-01-30",21.2214
"2015-01-31",19.9075
"2015-02-01",21.0282
"2015-02-02",22.0952
"2015-02-03",22.0446
"2015-02-04",22.1904
"2015-02-05",22.366
"2015-02-06",21.713
"2015-02-07",21.3564
"2015-02-08",21.7725
"2015-02-09",22.0765
"2015-02-10",22.2623
"2015-02-11",22.2394
"2015-02-12",22.4273
"2015-02-13",22.4488
"2015-02-14",20.8558
"2015-02-15",17.6619
"2015-02-16",17.4704
"2015-02-17",17.5001
"2015-02-18",17.3175
"2015-02-19",17.5644
"2015-02-20",19.3791
"2015-02-21",20.2723
"2015-02-22",21.4904
"2015-02-23",22.0545
"2015-02-24",22.7804
"2015-02-25",22.8163
"2015-02-26",22.721
"2015-02-27",22.1966
"2015-02-28",21.737
"2015-03-01",22.2873
"2015-03-02",22.5411
"2015-03-03",21.0815
"2015-03-04",22.0242
"2015-03-05",22.6707
"2015-03-06",22.0434
"2015-03-07",21.1314
"2015-03-08",20.9635
"2015-03-09",20.6917
"2015-03-10",20.0396
"2015-03-11",20.2295
"2015-03-12",22.6326
"2015-03-13",22.209
"2015-03-14",22.682
"2015-03-15",22.8147
"2015-03-16",22.6793
"2015-03-17",21.5221
"2015-03-18",18.9564
"2015-03-19",19.6425
"2015-03-20",20.467
"2015-03-21",21.0873
"2015-03-22",21.257
"2015-03-23",20.2956
"2015-03-24",20.1071
"2015-03-25",20.1256
"2015-03-26",22.4816
"2015-03-27",22.7453
"2015-03-28",22.4682
"2015-03-29",22.5536
"2015-03-30",22.876
"2015-03-31",23.122
"2015-04-01",23.1201
"2015-04-02",23.178
"2015-04-03",23.7211
"2015-04-04",23.2702
"2015-04-05",22.792
"2015-04-06",22.996
"2015-04-07",23.5153
"2015-04-08",23.1631
"2015-04-09",23.2042
"2015-04-10",22.992
"2015-04-11",22.8917
"2015-04-12",22.8906
"2015-04-13",22.1932
"2015-04-14",22.4326
"2015-04-15",23.3119
"2015-04-16",23.4157
"2015-04-17",23.0829
"2015-04-18",23.2556
"2015-04-19",23.6173
"2015-04-20",23.5651
"2015-04-21",23.1996
"2015-04-22",23.5492
"2015-04-23",23.1946
"2015-04-24",23.3056
"2015-04-25",23.2972
"2015-04-26",23.3153
"2015-04-27",23.1239
"2015-04-28",23.3454
"2015-04-29",23.0526
"2015-04-30",23.3541
"2015-05-01",23.4062
"2015-05-02",24.1859
"2015-05-03",23.6898
"2015-05-04",23.3378
"2015-05-05",23.4414
"2015-05-06",23.5027
"2015-05-07",23.4002
"2015-05-08",23.8332
"2015-05-09",23.7343
"2015-05-10",23.8994
"2015-05-11",23.7717
"2015-05-12",24.0057
"2015-05-13",23.8227
"2015-05-14",23.934
"2015-05-15",24.0339
"2015-05-16",23.7643
"2015-05-17",23.0985
"2015-05-18",23.4704
"2015-05-19",23.4457
"2015-05-20",23.5723
"2015-05-21",23.8458
"2015-05-22",23.7118
"2015-05-23",23.651
"2015-05-24",23.8162
"2015-05-25",23.822
"2015-05-26",24.359
"2015-05-27",24.1916
"2015-05-28",24.0624
"2015-05-29",23.8346
"2015-05-30",23.9922
"2015-05-31",23.6258
"2015-06-01",23.3103
"2015-06-02",23.5482
"2015-06-03",24.2959
"2015-06-04",23.7313
"2015-06-05",22.845
"2015-06-06",23.2547
"2015-06-07",23.4795
"2015-06-08",23.0511
"2015-06-09",22.8691
"2015-06-10",23.3363
"2015-06-11",23.3875
"2015-06-12",23.0428
"2015-06-13",23.1291
"2015-06-14",23.3339
"2015-06-15",23.8194
"2015-06-16",23.412
"2015-06-17",23.3686
"2015-06-18",23.8003
"2015-06-19",23.5163
"2015-06-20",23.3704
"2015-06-21",22.5267
"2015-06-22",22.3979
"2015-06-23",22.9442
"2015-06-24",22.6702
"2015-06-25",23.271
"2015-06-26",23.7906
"2015-06-27",23.6122
"2015-06-28",23.3922
"2015-06-29",23.0303
"2015-06-30",23.0555
"2015-07-01",23.1244
"2015-07-02",23.1414
"2015-07-03",23.424
"2015-07-04",23.5869
"2015-07-05",23.343
"2015-07-06",22.5783
"2015-07-07",22.4157
"2015-07-08",22.3778
"2015-07-09",22.6596
"2015-07-10",23.5723
"2015-07-11",23.5424
"2015-07-12",23.0925
"2015-07-13",23.055
"2015-07-14",23.1612
"2015-07-15",23.4641
"2015-07-16",23.3018
"2015-07-17",23.1132
"2015-07-18",23.1082
"2015-07-19",22.7382
"2015-07-20",22.3878
"2015-07-21",22.8658
"2015-07-22",22.6202
"2015-07-23",22.3479
"2015-07-24",21.9672
"2015-07-25",22.296
"2015-07-26",22.04
"2015-07-27",21.5754
"2015-07-28",21.9623
"2015-07-29",21.9323
"2015-07-30",22.0761
"2015-07-31",21.9271
"2015-08-01",22.1754
"2015-08-02",22.421
"2015-08-03",22.1241
"2015-08-04",22.7056
"2015-08-05",22.6433
"2015-08-06",22.4205
"2015-08-07",22.6821
"2015-08-08",22.1484
"2015-08-09",22.8532
"2015-08-10",23.3229
"2015-08-11",22.8905
"2015-08-12",22.8286
"2015-08-13",22.9685
"2015-08-14",22.9471
"2015-08-15",23.157
"2015-08-16",22.6209
"2015-08-17",23.1219
"2015-08-18",23.5997
"2015-08-19",22.6634
"2015-08-20",22.8934
"2015-08-21",22.5201
"2015-08-22",22.8861
"2015-08-23",23.0651
"2015-08-24",22.8863
"2015-08-25",22.8871
"2015-08-26",22.6756
"2015-08-27",22.8588
"2015-08-28",22.5615
"2015-08-29",22.9031
"2015-08-30",23.0962
"2015-08-31",22.4972
"2015-09-01",23.037
"2015-09-02",22.8464
"2015-09-03",23.3357
"2015-09-04",23.0591
"2015-09-05",23.5253
"2015-09-06",22.7436
"2015-09-07",21.6159
"2015-09-08",22.2855
"2015-09-09",22.4836
"2015-09-10",22.6711
"2015-09-11",22.5171
"2015-09-12",22.9106
"2015-09-13",22.8957
"2015-09-14",23.2201
"2015-09-15",23.21
"2015-09-16",23.4561
"2015-09-17",23.5203
"2015-09-18",23.6125
"2015-09-19",23.2353
"2015-09-20",23.4962
"2015-09-21",23.2347
"2015-09-22",22.8195
"2015-09-23",23.5032
"2015-09-24",23.1415
"2015-09-25",22.9001
"2015-09-26",22.7632
"2015-09-27",22.7437
"2015-09-28",22.7584
"2015-09-29",22.5179
"2015-09-30",22.1389
"2015-10-01",22.9355
"2015-10-02",23.1777
"2015-10-03",23.1916
"2015-10-04",23.3036
"2015-10-05",23.0737
"2015-10-06",22.8631
"2015-10-07",23.1187
"2015-10-08",23.0358
"2015-10-09",21.4818
"2015-10-10",22.1724
"2015-10-11",23.1437
"2015-10-12",23.5535
"2015-10-13",23.4664
"2015-10-14",23.4951
"2015-10-15",23.206
"2015-10-16",23.3202
"2015-10-17",23.3938
"2015-10-18",23.7541
"2015-10-19",23.9906
"2015-10-20",23.3938
"2015-10-21",22.8768
"2015-10-22",23.9338
"2015-10-23",23.8272
"2015-10-24",23.579
"2015-10-25",22.9976
"2015-10-26",22.5741
"2015-10-27",22.7461
"2015-10-28",23.0414
"2015-10-29",23.2891
"2015-10-30",23.3711
"2015-10-31",23.6396
"2015-11-01",23.3396
"2015-11-02",23.0776
"2015-11-03",22.9811
"2015-11-04",23.4273
"2015-11-05",23.1107
"2015-11-06",22.9437
"2015-11-07",23.3542
"2015-11-08",23.3744
"2015-11-09",23.0756
"2015-11-10",23.5543
"2015-11-11",23.4174
"2015-11-12",23.3859
"2015-11-13",23.2949
"2015-11-14",23.1869
"2015-11-15",23.1421
"2015-11-16",22.9038
