,"(deg C) Mean Dew Point Temperature (ERA5) at Kalutara, 2007-01-01 to 2025-12-31"
"2012-11-27",23.7395
"2012-11-28",23.1521
"2012-11-29",22.8845
"2012-11-30",21.3719
"2012-12-01",20.9061
"2012-12-02",21.107
"2012-12-03",22.7952
"2012-12-04",23.8498
"2012-12-05",23.7848
"2012-12-06",24.2298
"2012-12-07",24.1003
"2012-12-08",23.5418
"2012-12-09",23.5823
"2012-12-10",23.0661
"2012-12-11",22.4375
"2012-12-12",23.1277
"2012-12-13",21.8455
"2012-12-14",21.0388
"2012-12-15",22.6495
"2012-12-16",22.93
"2012-12-17",23.0406
"2012-12-18",22.984
"2012-12-19",23.3198
"2012-12-20",23.6573
"2012-12-21",23.4996
"2012-12-22",23.12
"2012-12-23",23.3563
"2012-12-24",23.7496
"2012-12-25",23.9782
"2012-12-26",24.1588
"2012-12-27",24.0346
"2012-12-28",24.2404
"2012-12-29",24.4841
"2012-12-30",24.1385
"2012-12-31",24.0431
"2013-01-01",23.4237
"2013-01-02",23.4784
"2013-01-03",23.221
"2013-01-04",22.2954
"2013-01-05",22.6355
"2013-01-06",22.4595
"2013-01-07",22.3776
"2013-01-08",23.3555
"2013-01-09",23.5819
"2013-01-10",23.5975
"2013-01-11",23.5203
"2013-01-12",22.0182
"2013-01-13",20.4641
"2013-01-14",20.6241
"2013-01-15",21.0358
"2013-01-16",20.4542
"2013-01-17",20.8705
"2013-01-18",20.8882
"2013-01-19",20.6138
"2013-01-20",22.4063
"2013-01-21",21.6153
"2013-01-22",21.2915
"2013-01-23",22.842
"2013-01-24",23.1655
"2013-01-25",22.8817
"2013-01-26",22.6107
"2013-01-27",21.4909
"2013-01-28",21.0835
"2013-01-29",20.6745
"2013-01-30",20.3457
"2013-01-31",20.0614
"2013-02-01",21.3896
"2013-02-02",21.7972
"2013-02-03",21.8487
"2013-02-04",22.1293
"2013-02-05",22.6905
"2013-02-06",23.3202
"2013-02-07",23.5054
"2013-02-08",23.5728
"2013-02-09",23.6444
"2013-02-10",23.2035
"2013-02-11",22.6415
"2013-02-12",22.8221
"2013-02-13",23.9898
"2013-02-14",23.6407
"2013-02-15",23.8104
"2013-02-16",23.8368
"2013-02-17",23.708
"2013-02-18",23.6221
"2013-02-19",23.468
"2013-02-20",23.1722
"2013-02-21",22.1516
"2013-02-22",21.8981
"2013-02-23",21.3688
"2013-02-24",22.5056
"2013-02-25",22.6981
"2013-02-26",22.1196
"2013-02-27",20.8694
"2013-02-28",22.0641
"2013-03-01",22.821
"2013-03-02",22.8569
"2013-03-03",22.0418
"2013-03-04",23.3325
"2013-03-05",24.131
"2013-03-06",24.1749
"2013-03-07",24.4653
"2013-03-08",24.3608
"2013-03-09",23.8371
"2013-03-10",24.685
"2013-03-11",24.6399
"2013-03-12",24.5901
"2013-03-13",24.3249
"2013-03-14",24.3044
"2013-03-15",24.0321
"2013-03-16",23.866
"2013-03-17",24.08
"2013-03-18",24.0709
"2013-03-19",24.0261
"2013-03-20",24.0047
"2013-03-21",23.7836
"2013-03-22",23.5354
"2013-03-23",24.0165
"2013-03-24",24.3275
"2013-03-25",23.9701
"2013-03-26",23.8895
"2013-03-27",24.0605
"2013-03-28",24.7148
"2013-03-29",24.545
"2013-03-30",24.6781
"2013-03-31",24.8471
"2013-04-01",25.1199
"2013-04-02",24.7048
"2013-04-03",24.3289
"2013-04-04",24.9167
"2013-04-05",25.0351
"2013-04-06",25.7322
"2013-04-07",25.2909
"2013-04-08",25.131
"2013-04-09",25.186
"2013-04-10",24.3738
"2013-04-11",24.3277
"2013-04-12",24.5854
"2013-04-13",24.8418
"2013-04-14",24.602
"2013-04-15",24.6923
"2013-04-16",25.2922
"2013-04-17",25.4454
"2013-04-18",25.3567
"2013-04-19",25.1366
"2013-04-20",24.3582
"2013-04-21",24.4081
"2013-04-22",24.327
"2013-04-23",24.0485
"2013-04-24",24.7089
"2013-04-25",24.3691
"2013-04-26",24.2137
"2013-04-27",24.4842
"2013-04-28",24.8279
"2013-04-29",25.4339
"2013-04-30",25.2387
"2013-05-01",24.6728
"2013-05-02",25.0578
"2013-05-03",24.8147
"2013-05-04",25.1671
"2013-05-05",25.0965
"2013-05-06",24.6592
"2013-05-07",24.8816
"2013-05-08",24.8537
"2013-05-09",25.5756
"2013-05-10",25.8294
"2013-05-11",26.0196
"2013-05-12",25.7202
"2013-05-13",24.7879
"2013-05-14",25.3035
"2013-05-15",25.131
"2013-05-16",25.7895
"2013-05-17",25.4438
"2013-05-18",25.8508
"2013-05-19",25.2501
"2013-05-20",23.9756
"2013-05-21",24.643
"2013-05-22",24.9002
"2013-05-23",25.1783
"2013-05-24",25.1099
"2013-05-25",24.6871
"2013-05-26",24.83
"2013-05-27",24.574
"2013-05-28",24.5417
"2013-05-29",24.6347
"2013-05-30",24.7689
"2013-05-31",23.9181
"2013-06-01",24.0438
"2013-06-02",23.7381
"2013-06-03",23.6791
"2013-06-04",24.6473
"2013-06-05",24.749
"2013-06-06",24.71
"2013-06-07",24.3354
"2013-06-08",22.9013
"2013-06-09",24.274
"2013-06-10",24.5618
"2013-06-11",24.1056
"2013-06-12",23.7098
"2013-06-13",24.1985
"2013-06-14",24.4539
"2013-06-15",24.1929
"2013-06-16",23.9315
"2013-06-17",23.7277
"2013-06-18",23.9849
"2013-06-19",23.98
"2013-06-20",24.0594
"2013-06-21",24.2125
"2013-06-22",23.8684
"2013-06-23",23.9919
"2013-06-24",24.4838
"2013-06-25",23.9947
"2013-06-26",23.9955
"2013-06-27",24.2422
"2013-06-28",23.8887
"2013-06-29",23.7815
"2013-06-30",23.854
"2013-07-01",23.9494
"2013-07-02",24.0098
"2013-07-03",23.9592
"2013-07-04",24.2901
"2013-07-05",24.4864
"2013-07-06",24.0901
"2013-07-07",24.2324
"2013-07-08",23.8366
"2013-07-09",23.7352
"2013-07-10",23.3608
"2013-07-11",23.7212
"2013-07-12",24.0852
"2013-07-13",24.1268
"2013-07-14",24.2453
"2013-07-15",24.0893
"2013-07-16",23.7753
"2013-07-17",23.8955
"2013-07-18",23.7842
"2013-07-19",24.0032
"2013-07-20",23.9011
"2013-07-21",24.3126
"2013-07-22",23.5409
"2013-07-23",23.2531
"2013-07-24",23.6461
"2013-07-25",23.7443
"2013-07-26",23.3413
"2013-07-27",24.047
"2013-07-28",24.2043
"2013-07-29",24.0864
"2013-07-30",23.6616
"2013-07-31",23.7253
"2013-08-01",24.6213
"2013-08-02",24.1267
"2013-08-03",24.5865
"2013-08-04",23.2626
"2013-08-05",22.9508
"2013-08-06",23.2139
"2013-08-07",23.6187
"2013-08-08",23.7845
"2013-08-09",23.673
"2013-08-10",24.1264
"2013-08-11",24.0609
"2013-08-12",24.0565
"2013-08-13",23.6896
"2013-08-14",23.6811
"2013-08-15",23.9267
"2013-08-16",23.9813
"2013-08-17",23.8143
"2013-08-18",23.9352
"2013-08-19",24.0044
"2013-08-20",24.0173
"2013-08-21",23.9255
"2013-08-22",23.9542
"2013-08-23",23.7736
"2013-08-24",23.7476
"2013-08-25",24.1215
"2013-08-26",24.0594
"2013-08-27",24.0396
"2013-08-28",24.3077
"2013-08-29",23.7996
"2013-08-30",24.1681
"2013-08-31",24.0037
"2013-09-01",24.0661
"2013-09-02",23.912
"2013-09-03",23.7485
"2013-09-04",23.9605
"2013-09-05",23.2413
"2013-09-06",22.7945
"2013-09-07",23.3137
"2013-09-08",23.6914
"2013-09-09",23.5516
"2013-09-10",23.7136
"2013-09-11",23.5002
"2013-09-12",23.7731
"2013-09-13",23.9445
"2013-09-14",24.1593
"2013-09-15",24.2082
"2013-09-16",24.1102
"2013-09-17",23.834
"2013-09-18",23.9065
"2013-09-19",24.5062
"2013-09-20",24.5135
"2013-09-21",24.32
"2013-09-22",24.2834
"2013-09-23",24.0337
"2013-09-24",23.5033
"2013-09-25",23.9709
"2013-09-26",23.8406
"2013-09-27",23.682
"2013-09-28",23.875
"2013-09-29",23.5896
"2013-09-30",23.8141
"2013-10-01",24.5596
"2013-10-02",24.5851
"2013-10-03",24.2644
"2013-10-04",23.813
"2013-10-05",23.821
"2013-10-06",23.0339
"2013-10-07",23.6184
"2013-10-08",23.2553
"2013-10-09",23.6819
"2013-10-10",24.4096
"2013-10-11",24.2778
"2013-10-12",24.0675
"2013-10-13",24.3455
"2013-10-14",24.1723
"2013-10-15",24.1733
"2013-10-16",24.4595
"2013-10-17",23.7019
"2013-10-18",23.5677
"2013-10-19",23.3283
"2013-10-20",23.7146
"2013-10-21",24.1426
"2013-10-22",24.4087
"2013-10-23",24.4719
"2013-10-24",24.3691
"2013-10-25",24.033
"2013-10-26",23.635
"2013-10-27",24.2845
"2013-10-28",23.8969
"2013-10-29",24.2679
"2013-10-30",23.8362
"2013-10-31",23.5744
"2013-11-01",23.5955
"2013-11-02",23.8037
"2013-11-03",23.7823
"2013-11-04",23.9123
"2013-11-05",23.645
"2013-11-06",23.5178
"2013-11-07",23.503
"2013-11-08",23.4917
"2013-11-09",24.1241
"2013-11-10",23.9973
"2013-11-11",24.0882
"2013-11-12",23.8601
"2013-11-13",23.1609
"2013-11-14",23.0499
"2013-11-15",22.0983
"2013-11-16",22.7336
"2013-11-17",23.3802
"2013-11-18",23.1591
"2013-11-19",23.5948
"2013-11-20",23.3663
"2013-11-21",23.3046
"2013-11-22",23.7024
"2013-11-23",23.5957
"2013-11-24",23.3725
"2013-11-25",23.482
"2013-11-26",23.2376
"2013-11-27",22.6481
"2013-11-28",22.3552
"2013-11-29",22.9006
"2013-11-30",22.4324
"2013-12-01",22.8683
"2013-12-02",23.2669
"2013-12-03",22.858
"2013-12-04",23.3014
"2013-12-05",22.5715
"2013-12-06",22.757
"2013-12-07",22.7118
"2013-12-08",22.9007
"2013-12-09",22.5966
"2013-12-10",22.2764
"2013-12-11",22.8676
"2013-12-12",23.3221
"2013-12-13",23.3599
"2013-12-14",23.1893
"2013-12-15",23.2352
"2013-12-16",21.7282
"2013-12-17",21.0155
"2013-12-18",22.5709
"2013-12-19",22.8947
"2013-12-20",23.4396
"2013-12-21",23.5776
"2013-12-22",21.8217
"2013-12-23",21.0942
"2013-12-24",22.9482
"2013-12-25",21.8503
"2013-12-26",20.7356
"2013-12-27",21.2527
"2013-12-28",21.743
"2013-12-29",21.2093
"2013-12-30",21.2288
"2013-12-31",21.4623
"2014-01-01",21.3238
"2014-01-02",21.4522
"2014-01-03",21.8285
"2014-01-04",20.4279
"2014-01-05",20.6507
"2014-01-06",22.8369
"2014-01-07",23.3962
"2014-01-08",23.0465
"2014-01-09",22.9761
"2014-01-10",22.463
"2014-01-11",22.4021
"2014-01-12",22.521
"2014-01-13",22.4395
"2014-01-14",23.1298
"2014-01-15",23.3688
"2014-01-16",22.7295
"2014-01-17",21.8747
"2014-01-18",21.7145
"2014-01-19",20.9678
"2014-01-20",20.6243
"2014-01-21",20.8321
"2014-01-22",21.3091
"2014-01-23",21.2481
"2014-01-24",20.6042
"2014-01-25",18.8343
"2014-01-26",19.0594
"2014-01-27",20.172
"2014-01-28",21.309
"2014-01-29",22.478
"2014-01-30",22.4219
"2014-01-31",22.4766
"2014-02-01",22.1661
"2014-02-02",21.5586
"2014-02-03",20.702
"2014-02-04",20.8975
"2014-02-05",19.776
"2014-02-06",17.9033
"2014-02-07",17.9097
"2014-02-08",19.4246
"2014-02-09",19.8466
"2014-02-10",18.9671
"2014-02-11",19.4307
"2014-02-12",19.9338
"2014-02-13",20.4933
"2014-02-14",21.1846
"2014-02-15",21.7873
"2014-02-16",22.3923
"2014-02-17",22.0702
"2014-02-18",22.6095
"2014-02-19",22.008
"2014-02-20",22.9936
"2014-02-21",22.3363
"2014-02-22",21.9343
"2014-02-23",22.4042
"2014-02-24",21.946
"2014-02-25",20.7391
"2014-02-26",21.4748
"2014-02-27",22.2916
"2014-02-28",22.8027
"2014-03-01",22.4883
"2014-03-02",22.4555
"2014-03-03",22.0695
"2014-03-04",22.6471
"2014-03-05",22.99
"2014-03-06",22.9034
"2014-03-07",23.059
"2014-03-08",22.8133
"2014-03-09",22.4484
"2014-03-10",21.9687
"2014-03-11",21.3535
"2014-03-12",21.6867
"2014-03-13",21.2588
"2014-03-14",20.1336
"2014-03-15",21.1835
"2014-03-16",21.7943
"2014-03-17",22.9918
"2014-03-18",23.4035
"2014-03-19",23.7672
"2014-03-20",23.9271
"2014-03-21",24.278
"2014-03-22",23.7311
"2014-03-23",23.422
"2014-03-24",22.8565
"2014-03-25",22.0964
"2014-03-26",22.6501
"2014-03-27",22.836
"2014-03-28",23.3725
"2014-03-29",22.9412
"2014-03-30",22.7028
"2014-03-31",22.413
"2014-04-01",23.2505
"2014-04-02",24.5991
"2014-04-03",23.863
"2014-04-04",24.2193
"2014-04-05",23.9197
"2014-04-06",24.2481
"2014-04-07",24.0937
"2014-04-08",24.0965
"2014-04-09",23.8115
"2014-04-10",24.086
"2014-04-11",24.4142
"2014-04-12",24.9448
"2014-04-13",24.5033
"2014-04-14",24.2372
"2014-04-15",24.2346
"2014-04-16",24.2524
"2014-04-17",24.4118
"2014-04-18",24.6541
"2014-04-19",24.7859
"2014-04-20",24.9258
"2014-04-21",24.803
"2014-04-22",24.248
"2014-04-23",24.5152
"2014-04-24",24.536
"2014-04-25",25.1587
"2014-04-26",25.6036
"2014-04-27",24.6548
"2014-04-28",24.5816
"2014-04-29",23.9062
"2014-04-30",24.4482
"2014-05-01",24.6504
"2014-05-02",24.3374
"2014-05-03",24.3924
"2014-05-04",24.7216
"2014-05-05",24.214
"2014-05-06",24.3137
"2014-05-07",24.2018
"2014-05-08",24.7683
"2014-05-09",25.3041
"2014-05-10",25.4466
"2014-05-11",24.8879
"2014-05-12",24.8216
"2014-05-13",24.8935
"2014-05-14",25.3411
"2014-05-15",24.5908
"2014-05-16",24.4321
"2014-05-17",23.9053
"2014-05-18",24.7098
"2014-05-19",25.1461
"2014-05-20",25.3272
"2014-05-21",24.6409
"2014-05-22",25.1032
"2014-05-23",25.7479
"2014-05-24",25.8867
"2014-05-25",25.5041
"2014-05-26",25.6679
"2014-05-27",25.6063
"2014-05-28",24.9051
"2014-05-29",25.2913
"2014-05-30",25.0223
"2014-05-31",25.5095
"2014-06-01",25.5815
"2014-06-02",24.5718
"2014-06-03",24.3972
"2014-06-04",25.0005
"2014-06-05",25.275
"2014-06-06",25.2289
"2014-06-07",25.6778
"2014-06-08",25.5914
"2014-06-09",24.5557
"2014-06-10",24.9529
"2014-06-11",24.7061
"2014-06-12",24.7019
"2014-06-13",25.4098
"2014-06-14",25.5265
"2014-06-15",25.1007
"2014-06-16",24.6868
"2014-06-17",24.4928
"2014-06-18",25.1678
"2014-06-19",24.9397
"2014-06-20",25.275
"2014-06-21",25.1812
"2014-06-22",25.3828
"2014-06-23",25.0898
"2014-06-24",24.8928
"2014-06-25",24.9385
"2014-06-26",24.5189
"2014-06-27",24.9483
"2014-06-28",25.0814
"2014-06-29",25.019
"2014-06-30",24.0917
"2014-07-01",24.2958
"2014-07-02",24.6294
"2014-07-03",24.7308
"2014-07-04",24.9011
"2014-07-05",24.5528
"2014-07-06",24.5506
"2014-07-07",24.4928
"2014-07-08",24.5041
"2014-07-09",24.7435
"2014-07-10",23.7711
"2014-07-11",24.1922
"2014-07-12",24.1834
"2014-07-13",24.394
"2014-07-14",24.2776
"2014-07-15",24.5452
"2014-07-16",24.4224
"2014-07-17",24.2893
"2014-07-18",24.6298
"2014-07-19",24.6808
"2014-07-20",24.5242
"2014-07-21",24.4359
"2014-07-22",24.6171
"2014-07-23",24.5064
"2014-07-24",24.578
"2014-07-25",24.9929
"2014-07-26",24.6993
"2014-07-27",24.235
"2014-07-28",24.4656
"2014-07-29",24.7053
"2014-07-30",24.1993
"2014-07-31",24.3746
"2014-08-01",24.1348
"2014-08-02",24.4167
"2014-08-03",24.274
"2014-08-04",24.296
"2014-08-05",24.1468
"2014-08-06",24.3468
"2014-08-07",24.581
"2014-08-08",23.7662
"2014-08-09",23.8229
"2014-08-10",24.1263
"2014-08-11",23.66
"2014-08-12",23.5815
"2014-08-13",23.8131
"2014-08-14",23.8795
"2014-08-15",23.9563
"2014-08-16",24.2864
"2014-08-17",23.9407
"2014-08-18",23.8339
"2014-08-19",23.8502
"2014-08-20",24.0509
"2014-08-21",24.1027
"2014-08-22",23.493
"2014-08-23",23.8359
"2014-08-24",24.2061
"2014-08-25",23.8523
"2014-08-26",23.3022
"2014-08-27",22.9018
"2014-08-28",22.9539
"2014-08-29",23.8031
"2014-08-30",24.1471
"2014-08-31",24.5279
"2014-09-01",24.1
"2014-09-02",24.012
"2014-09-03",23.5732
"2014-09-04",23.7848
"2014-09-05",23.9718
"2014-09-06",24.1353
"2014-09-07",24.1469
"2014-09-08",24.0588
"2014-09-09",24.2054
"2014-09-10",24.0237
"2014-09-11",24.2965
"2014-09-12",24.2675
"2014-09-13",24.3702
"2014-09-14",24.2092
"2014-09-15",24.1976
"2014-09-16",24.1518
"2014-09-17",24.1447
"2014-09-18",24.4445
"2014-09-19",24.3987
"2014-09-20",23.521
"2014-09-21",23.7866
"2014-09-22",24.8612
"2014-09-23",24.4857
"2014-09-24",24.3086
"2014-09-25",23.8598
"2014-09-26",24.0395
"2014-09-27",23.8711
"2014-09-28",24.2538
"2014-09-29",24.1461
"2014-09-30",23.7932
"2014-10-01",23.6143
"2014-10-02",23.8824
"2014-10-03",23.7999
"2014-10-04",24.3717
"2014-10-05",24.8423
"2014-10-06",24.4617
"2014-10-07",23.8115
"2014-10-08",24.0576
"2014-10-09",24.5254
"2014-10-10",24.538
"2014-10-11",24.0911
"2014-10-12",24.2485
"2014-10-13",24.4692
"2014-10-14",24.2019
"2014-10-15",23.88
"2014-10-16",23.6807
"2014-10-17",23.6801
"2014-10-18",23.4787
"2014-10-19",24.3352
"2014-10-20",24.257
"2014-10-21",23.7825
"2014-10-22",23.7504
"2014-10-23",23.6339
"2014-10-24",24.0196
"2014-10-25",23.8919
"2014-10-26",23.8454
"2014-10-27",23.628
"2014-10-28",23.7728
"2014-10-29",23.9779
"2014-10-30",23.5641
"2014-10-31",22.9535
"2014-11-01",23.0485
"2014-11-02",23.7288
"2014-11-03",23.6685
"2014-11-04",23.0834
"2014-11-05",23.888
"2014-11-06",23.9855
"2014-11-07",22.6742
"2014-11-08",22.8573
"2014-11-09",22.9805
"2014-11-10",23.4088
"2014-11-11",23.4689
"2014-11-12",23.8692
"2014-11-13",23.8092
"2014-11-14",23.7515
"2014-11-15",23.7584
"2014-11-16",23.559
"2014-11-17",23.8129
"2014-11-18",23.4162
"2014-11-19",23.3311
"2014-11-20",23.6483
"2014-11-21",23.6963
"2014-11-22",23.67
"2014-11-23",23.5856
"2014-11-24",23.2313
"2014-11-25",22.3449
"2014-11-26",23.0236
"2014-11-27",23.5955
"2014-11-28",23.8969
"2014-11-29",23.0249
"2014-11-30",22.7234
"2014-12-01",23.7974
"2014-12-02",23.897
"2014-12-03",23.3072
"2014-12-04",22.3904
"2014-12-05",23.0184
"2014-12-06",23.5354
"2014-12-07",23.7607
"2014-12-08",23.7364
"2014-12-09",24.0307
"2014-12-10",23.6965
"2014-12-11",23.6587
"2014-12-12",23.4314
"2014-12-13",23.8027
"2014-12-14",23.5926
"2014-12-15",23.817
"2014-12-16",23.9726
"2014-12-17",23.7593
"2014-12-18",24.0367
"2014-12-19",23.6898
"2014-12-20",22.1847
"2014-12-21",23.1988
"2014-12-22",23.1003
"2014-12-23",23.2476
"2014-12-24",23.3422
"2014-12-25",22.9029
"2014-12-26",21.4465
"2014-12-27",21.5751
"2014-12-28",23.1794
"2014-12-29",23.0277
"2014-12-30",23.5167
"2014-12-31",23.7789
"2015-01-01",23.6117
"2015-01-02",22.1772
"2015-01-03",22.3353
"2015-01-04",23.2191
"2015-01-05",23.3871
"2015-01-06",23.0804
"2015-01-07",22.1521
"2015-01-08",21.5828
"2015-01-09",21.2473
"2015-01-10",19.9313
"2015-01-11",19.4733
"2015-01-12",18.4456
"2015-01-13",19.0302
"2015-01-14",21.0157
"2015-01-15",21.9614
"2015-01-16",22.5801
"2015-01-17",22.539
"2015-01-18",22.0387
"2015-01-19",21.3207
"2015-01-20",20.3253
"2015-01-21",19.529
"2015-01-22",20.8963
"2015-01-23",22.0507
"2015-01-24",22.3377
"2015-01-25",22.1177
"2015-01-26",21.3827
"2015-01-27",22.0756
"2015-01-28",22.4473
"2015-01-29",23.2639
"2015-01-30",23.1022
"2015-01-31",22.2579
"2015-02-01",21.8506
"2015-02-02",22.7243
"2015-02-03",22.6157
"2015-02-04",22.6327
"2015-02-05",22.9417
"2015-02-06",23.0921
"2015-02-07",22.2247
"2015-02-08",21.9719
"2015-02-09",23.0989
"2015-02-10",23.2075
"2015-02-11",23.2685
"2015-02-12",23.4969
"2015-02-13",23.6332
"2015-02-14",22.617
"2015-02-15",20.921
"2015-02-16",18.6873
"2015-02-17",19.3168
"2015-02-18",19.672
"2015-02-19",19.9695
"2015-02-20",20.093
"2015-02-21",20.4177
"2015-02-22",21.5183
"2015-02-23",22.2629
"2015-02-24",23.3498
"2015-02-25",23.2091
"2015-02-26",23.3075
"2015-02-27",22.7793
"2015-02-28",22.8995
"2015-03-01",22.9983
"2015-03-02",23.7719
"2015-03-03",23.4872
"2015-03-04",23.2919
"2015-03-05",22.9701
"2015-03-06",23.0146
"2015-03-07",22.7504
"2015-03-08",22.4297
"2015-03-09",22.7273
"2015-03-10",21.9148
"2015-03-11",22.5989
"2015-03-12",22.7838
"2015-03-13",23.4191
"2015-03-14",23.4666
"2015-03-15",23.2507
"2015-03-16",23.4908
"2015-03-17",23.6518
"2015-03-18",23.7553
"2015-03-19",23.3001
"2015-03-20",22.8665
"2015-03-21",23.0829
"2015-03-22",23.4491
"2015-03-23",23.3914
"2015-03-24",22.7475
"2015-03-25",22.0983
"2015-03-26",22.5517
"2015-03-27",23.8794
"2015-03-28",24.1648
"2015-03-29",24.0599
"2015-03-30",23.9813
"2015-03-31",23.873
"2015-04-01",23.9669
"2015-04-02",23.7904
"2015-04-03",24.3766
"2015-04-04",25.0503
"2015-04-05",24.7379
"2015-04-06",24.6181
"2015-04-07",24.298
"2015-04-08",23.859
"2015-04-09",24.1915
"2015-04-10",24.32
"2015-04-11",23.7772
"2015-04-12",24.2556
"2015-04-13",23.597
"2015-04-14",23.5908
"2015-04-15",24.0819
"2015-04-16",24.2631
"2015-04-17",24.6957
"2015-04-18",24.1415
"2015-04-19",24.5265
"2015-04-20",24.0703
"2015-04-21",23.6222
"2015-04-22",23.7658
"2015-04-23",24.0804
"2015-04-24",24.2768
"2015-04-25",24.2562
"2015-04-26",24.1271
"2015-04-27",24.0455
"2015-04-28",24.3288
"2015-04-29",24.1228
"2015-04-30",24.1298
"2015-05-01",24.388
"2015-05-02",25.2295
"2015-05-03",24.9347
"2015-05-04",24.6309
"2015-05-05",24.6862
"2015-05-06",24.5267
"2015-05-07",24.6398
"2015-05-08",24.9728
"2015-05-09",24.7078
"2015-05-10",24.6596
"2015-05-11",24.4838
"2015-05-12",24.8835
"2015-05-13",24.9495
"2015-05-14",25.4836
"2015-05-15",25.3829
"2015-05-16",25.2299
"2015-05-17",25.1483
"2015-05-18",25.126
"2015-05-19",24.9757
"2015-05-20",25.2706
"2015-05-21",25.1259
"2015-05-22",25.1003
"2015-05-23",24.7276
"2015-05-24",25.0416
"2015-05-25",25.0891
"2015-05-26",25.5706
"2015-05-27",25.6094
"2015-05-28",25.8883
"2015-05-29",25.8249
"2015-05-30",25.7045
"2015-05-31",25.1511
"2015-06-01",24.851
"2015-06-02",25.3721
"2015-06-03",25.5576
"2015-06-04",24.9398
"2015-06-05",24.3381
"2015-06-06",24.7113
"2015-06-07",24.8692
"2015-06-08",24.8896
"2015-06-09",25.0543
"2015-06-10",24.9172
"2015-06-11",24.8146
"2015-06-12",24.6206
"2015-06-13",24.7924
"2015-06-14",24.7497
"2015-06-15",24.9798
"2015-06-16",24.5955
"2015-06-17",24.701
"2015-06-18",25.1274
"2015-06-19",24.9569
"2015-06-20",25.3962
"2015-06-21",24.8837
"2015-06-22",24.5626
"2015-06-23",24.9764
"2015-06-24",25.4063
"2015-06-25",25.5557
"2015-06-26",24.8536
"2015-06-27",24.6286
"2015-06-28",24.4545
"2015-06-29",24.2412
"2015-06-30",24.5825
"2015-07-01",24.8664
"2015-07-02",25.3607
"2015-07-03",25.2947
"2015-07-04",25.2272
"2015-07-05",24.9856
"2015-07-06",24.4956
"2015-07-07",24.1881
"2015-07-08",24.3749
"2015-07-09",24.3204
"2015-07-10",24.8346
"2015-07-11",24.5981
"2015-07-12",25.0752
"2015-07-13",24.5578
"2015-07-14",25.0464
"2015-07-15",24.727
"2015-07-16",24.7459
"2015-07-17",24.0329
"2015-07-18",24.7277
"2015-07-19",24.4737
"2015-07-20",24.17
"2015-07-21",24.4045
"2015-07-22",24.176
"2015-07-23",24.0389
"2015-07-24",23.6335
"2015-07-25",24.4354
"2015-07-26",24.2322
"2015-07-27",23.8633
"2015-07-28",23.843
"2015-07-29",23.9589
"2015-07-30",24.132
"2015-07-31",24.0709
"2015-08-01",24.219
"2015-08-02",24.6015
"2015-08-03",24.5503
"2015-08-04",24.5192
"2015-08-05",24.2493
"2015-08-06",24.7319
"2015-08-07",24.7712
"2015-08-08",24.372
"2015-08-09",24.6048
"2015-08-10",24.9191
"2015-08-11",24.9516
"2015-08-12",24.8759
"2015-08-13",25.2902
"2015-08-14",24.6159
"2015-08-15",24.8041
"2015-08-16",24.0825
"2015-08-17",24.1866
"2015-08-18",24.2085
"2015-08-19",24.4665
"2015-08-20",24.5032
"2015-08-21",24.6234
"2015-08-22",24.8637
"2015-08-23",25.2602
"2015-08-24",24.9313
"2015-08-25",24.9875
"2015-08-26",24.8609
"2015-08-27",24.7348
"2015-08-28",24.3149
"2015-08-29",24.7049
"2015-08-30",24.7914
"2015-08-31",24.9109
"2015-09-01",25.1507
"2015-09-02",24.9864
"2015-09-03",24.6852
"2015-09-04",24.0186
"2015-09-05",24.3872
"2015-09-06",24.151
"2015-09-07",23.0489
"2015-09-08",23.9962
"2015-09-09",24.105
"2015-09-10",24.1545
"2015-09-11",24.172
"2015-09-12",24.7318
"2015-09-13",25.1052
"2015-09-14",24.6383
"2015-09-15",24.5863
"2015-09-16",24.8522
"2015-09-17",24.7641
"2015-09-18",24.814
"2015-09-19",24.8188
"2015-09-20",24.9453
"2015-09-21",24.9803
"2015-09-22",24.8367
"2015-09-23",24.935
"2015-09-24",24.2903
"2015-09-25",24.3007
"2015-09-26",23.9512
"2015-09-27",24.3058
"2015-09-28",24.1866
"2015-09-29",23.7649
"2015-09-30",23.5835
"2015-10-01",24.0469
"2015-10-02",24.4048
"2015-10-03",24.9742
"2015-10-04",25.0341
"2015-10-05",24.5539
"2015-10-06",24.8007
"2015-10-07",24.8881
"2015-10-08",24.7281
"2015-10-09",23.4401
"2015-10-10",23.8762
"2015-10-11",24.3593
"2015-10-12",24.4885
"2015-10-13",24.2553
"2015-10-14",24.0779
"2015-10-15",23.8927
"2015-10-16",24.1785
"2015-10-17",23.9979
"2015-10-18",24.1948
"2015-10-19",24.2825
"2015-10-20",24.1396
"2015-10-21",24.3871
"2015-10-22",24.4998
"2015-10-23",24.4248
"2015-10-24",24.4121
"2015-10-25",23.7359
"2015-10-26",23.3141
"2015-10-27",23.3111
"2015-10-28",23.5733
"2015-10-29",23.8222
"2015-10-30",24.0833
"2015-10-31",24.3756
"2015-11-01",24.0538
"2015-11-02",23.685
"2015-11-03",23.5781
"2015-11-04",23.9839
"2015-11-05",23.9284
"2015-11-06",23.7365
"2015-11-07",23.9754
"2015-11-08",24.1316
"2015-11-09",24.1992
"2015-11-10",24.6767
"2015-11-11",24.5775
"2015-11-12",24.2748
"2015-11-13",23.7297
