,"(deg C) Mean Dew Point Temperature (ERA5) at Batticaloa, 2007-01-01 to 2025-12-31"
"2012-11-28",23.1265
"2012-11-29",21.6013
"2012-11-30",20.2367
"2012-12-01",20.346
"2012-12-02",21.5908
"2012-12-03",22.8321
"2012-12-04",23.0737
"2012-12-05",23.5313
"2012-12-06",23.9336
"2012-12-07",24.2063
"2012-12-08",23.0242
"2012-12-09",22.0255
"2012-12-10",21.028
"2012-12-11",21.8189
"2012-12-12",21.5486
"2012-12-13",20.8821
"2012-12-14",21.3986
"2012-12-15",23.1899
"2012-12-16",23.3888
"2012-12-17",23.4223
"2012-12-18",23.0098
"2012-12-19",23.2911
"2012-12-20",23.4834
"2012-12-21",23.4037
"2012-12-22",23.1958
"2012-12-23",23.2466
"2012-12-24",23.47
"2012-12-25",23.8538
"2012-12-26",23.9002
"2012-12-27",23.902
"2012-12-28",24.1615
"2012-12-29",24.6176
"2012-12-30",24.4322
"2012-12-31",23.8182
"2013-01-01",22.7487
"2013-01-02",22.9555
"2013-01-03",23.3121
"2013-01-04",23.8325
"2013-01-05",23.0825
"2013-01-06",22.3474
"2013-01-07",23.4444
"2013-01-08",23.6294
"2013-01-09",23.4432
"2013-01-10",23.3794
"2013-01-11",22.5403
"2013-01-12",20.5735
"2013-01-13",19.4014
"2013-01-14",19.3664
"2013-01-15",19.7963
"2013-01-16",19.7099
"2013-01-17",19.6115
"2013-01-18",19.3021
"2013-01-19",21.0297
"2013-01-20",23.2116
"2013-01-21",21.6335
"2013-01-22",21.9561
"2013-01-23",23.4098
"2013-01-24",23.3383
"2013-01-25",22.7446
"2013-01-26",21.748
"2013-01-27",20.5459
"2013-01-28",20.6162
"2013-01-29",20.2514
"2013-01-30",20.4165
"2013-01-31",20.4383
"2013-02-01",22.1049
"2013-02-02",22.8337
"2013-02-03",22.9446
"2013-02-04",23.0169
"2013-02-05",23.3933
"2013-02-06",23.3404
"2013-02-07",23.4887
"2013-02-08",23.6088
"2013-02-09",22.9852
"2013-02-10",22.4317
"2013-02-11",22.9009
"2013-02-12",23.2973
"2013-02-13",23.6909
"2013-02-14",23.5133
"2013-02-15",23.5287
"2013-02-16",23.5457
"2013-02-17",23.7634
"2013-02-18",23.7465
"2013-02-19",23.9609
"2013-02-20",23.1232
"2013-02-21",21.8907
"2013-02-22",21.4091
"2013-02-23",20.2831
"2013-02-24",20.8787
"2013-02-25",21.6012
"2013-02-26",21.1843
"2013-02-27",21.0477
"2013-02-28",21.2918
"2013-03-01",21.6259
"2013-03-02",21.9637
"2013-03-03",21.6052
"2013-03-04",23.9695
"2013-03-05",24.3443
"2013-03-06",24.4896
"2013-03-07",24.4997
"2013-03-08",24.4558
"2013-03-09",24.0877
"2013-03-10",24.2049
"2013-03-11",24.6041
"2013-03-12",24.2691
"2013-03-13",24.0144
"2013-03-14",24.0299
"2013-03-15",24.1739
"2013-03-16",24.076
"2013-03-17",22.7772
"2013-03-18",22.6812
"2013-03-19",23.4892
"2013-03-20",23.6445
"2013-03-21",22.6424
"2013-03-22",22.4776
"2013-03-23",24.347
"2013-03-24",24.5866
"2013-03-25",24.1415
"2013-03-26",24.2049
"2013-03-27",24.4354
"2013-03-28",25.077
"2013-03-29",24.7667
"2013-03-30",24.4191
"2013-03-31",23.9147
"2013-04-01",24.0395
"2013-04-02",23.9163
"2013-04-03",22.8848
"2013-04-04",23.5258
"2013-04-05",24.0835
"2013-04-06",24.4104
"2013-04-07",25.1812
"2013-04-08",25.011
"2013-04-09",24.6067
"2013-04-10",24.4179
"2013-04-11",24.3817
"2013-04-12",24.9336
"2013-04-13",24.5484
"2013-04-14",24.3452
"2013-04-15",24.4297
"2013-04-16",24.5255
"2013-04-17",24.2838
"2013-04-18",24.5351
"2013-04-19",24.3242
"2013-04-20",24.6759
"2013-04-21",24.5106
"2013-04-22",24.2161
"2013-04-23",24.4224
"2013-04-24",24.5512
"2013-04-25",24.5061
"2013-04-26",24.2006
"2013-04-27",24.184
"2013-04-28",24.2034
"2013-04-29",24.2806
"2013-04-30",24.4334
"2013-05-01",24.4526
"2013-05-02",25.0258
"2013-05-03",24.861
"2013-05-04",25.4167
"2013-05-05",25.0849
"2013-05-06",25.004
"2013-05-07",24.1235
"2013-05-08",24.3848
"2013-05-09",24.1409
"2013-05-10",24.3306
"2013-05-11",24.5554
"2013-05-12",24.1659
"2013-05-13",23.5722
"2013-05-14",23.2015
"2013-05-15",22.2291
"2013-05-16",22.7689
"2013-05-17",23.55
"2013-05-18",24.1666
"2013-05-19",24.9179
"2013-05-20",24.1387
"2013-05-21",23.5664
"2013-05-22",23.0768
"2013-05-23",23.008
"2013-05-24",23.0388
"2013-05-25",22.8938
"2013-05-26",22.696
"2013-05-27",22.4895
"2013-05-28",21.8133
"2013-05-29",22.4979
"2013-05-30",23.2201
"2013-05-31",23.2382
"2013-06-01",22.6849
"2013-06-02",21.968
"2013-06-03",21.5836
"2013-06-04",21.9438
"2013-06-05",22.435
"2013-06-06",22.0538
"2013-06-07",21.6006
"2013-06-08",21.4139
"2013-06-09",21.7296
"2013-06-10",21.7645
"2013-06-11",21.8811
"2013-06-12",21.8206
"2013-06-13",22.1758
"2013-06-14",21.5837
"2013-06-15",21.8741
"2013-06-16",21.8454
"2013-06-17",21.743
"2013-06-18",21.7899
"2013-06-19",21.8486
"2013-06-20",21.6361
"2013-06-21",22.0473
"2013-06-22",22.3145
"2013-06-23",22.2114
"2013-06-24",21.5393
"2013-06-25",21.0008
"2013-06-26",21.3188
"2013-06-27",21.7834
"2013-06-28",22.3954
"2013-06-29",22.0129
"2013-06-30",21.8033
"2013-07-01",21.0288
"2013-07-02",21.0728
"2013-07-03",20.4638
"2013-07-04",21.3341
"2013-07-05",22.211
"2013-07-06",23.3251
"2013-07-07",22.5394
"2013-07-08",21.9236
"2013-07-09",21.4608
"2013-07-10",21.5499
"2013-07-11",21.3914
"2013-07-12",21.3048
"2013-07-13",20.5771
"2013-07-14",21.3237
"2013-07-15",21.5951
"2013-07-16",21.0676
"2013-07-17",21.2556
"2013-07-18",21.2455
"2013-07-19",20.694
"2013-07-20",20.9719
"2013-07-21",21.1466
"2013-07-22",21.2368
"2013-07-23",20.2972
"2013-07-24",20.5049
"2013-07-25",21.1899
"2013-07-26",20.3546
"2013-07-27",20.9373
"2013-07-28",21.7963
"2013-07-29",21.9184
"2013-07-30",20.4103
"2013-07-31",19.8464
"2013-08-01",20.3802
"2013-08-02",21.2487
"2013-08-03",21.6075
"2013-08-04",21.8306
"2013-08-05",20.8841
"2013-08-06",20.5778
"2013-08-07",21.2721
"2013-08-08",21.4161
"2013-08-09",21.765
"2013-08-10",22.3608
"2013-08-11",22.0904
"2013-08-12",22.1026
"2013-08-13",21.1564
"2013-08-14",21.4099
"2013-08-15",20.7669
"2013-08-16",20.4649
"2013-08-17",20.8376
"2013-08-18",21.4647
"2013-08-19",20.3111
"2013-08-20",20.3989
"2013-08-21",20.6771
"2013-08-22",19.9762
"2013-08-23",20.0674
"2013-08-24",20.4268
"2013-08-25",20.6956
"2013-08-26",22.163
"2013-08-27",22.6212
"2013-08-28",22.6396
"2013-08-29",23.5383
"2013-08-30",23.3118
"2013-08-31",23.5905
"2013-09-01",23.959
"2013-09-02",23.2549
"2013-09-03",22.3422
"2013-09-04",21.6846
"2013-09-05",21.5216
"2013-09-06",21.6446
"2013-09-07",21.9937
"2013-09-08",21.9387
"2013-09-09",21.3137
"2013-09-10",21.773
"2013-09-11",21.6938
"2013-09-12",21.8456
"2013-09-13",21.7233
"2013-09-14",21.8742
"2013-09-15",20.9808
"2013-09-16",21.6161
"2013-09-17",22.098
"2013-09-18",22.062
"2013-09-19",21.829
"2013-09-20",21.5926
"2013-09-21",21.2425
"2013-09-22",20.6733
"2013-09-23",20.9585
"2013-09-24",20.0389
"2013-09-25",21.1243
"2013-09-26",21.5751
"2013-09-27",21.619
"2013-09-28",20.9626
"2013-09-29",19.9802
"2013-09-30",19.9885
"2013-10-01",21.2526
"2013-10-02",21.0547
"2013-10-03",20.5325
"2013-10-04",21.0225
"2013-10-05",21.005
"2013-10-06",18.8409
"2013-10-07",20.4246
"2013-10-08",19.8172
"2013-10-09",20.7777
"2013-10-10",21.5387
"2013-10-11",21.0526
"2013-10-12",20.7852
"2013-10-13",21.3549
"2013-10-14",21.6806
"2013-10-15",21.8168
"2013-10-16",22.7503
"2013-10-17",22.8183
"2013-10-18",23.1351
"2013-10-19",23.2695
"2013-10-20",23.1485
"2013-10-21",22.3793
"2013-10-22",22.5948
"2013-10-23",22.3513
"2013-10-24",22.5347
"2013-10-25",23.4308
"2013-10-26",22.3967
"2013-10-27",23.0126
"2013-10-28",23.1427
"2013-10-29",23.0503
"2013-10-30",23.0576
"2013-10-31",23.5373
"2013-11-01",23.7465
"2013-11-02",24.0718
"2013-11-03",24.1017
"2013-11-04",24.1408
"2013-11-05",24.2751
"2013-11-06",23.8243
"2013-11-07",23.4823
"2013-11-08",23.3769
"2013-11-09",23.5653
"2013-11-10",23.9704
"2013-11-11",23.8768
"2013-11-12",22.8372
"2013-11-13",22.8748
"2013-11-14",21.8997
"2013-11-15",21.106
"2013-11-16",22.3764
"2013-11-17",23.695
"2013-11-18",23.8542
"2013-11-19",23.6503
"2013-11-20",23.0564
"2013-11-21",23.6113
"2013-11-22",23.5652
"2013-11-23",23.6379
"2013-11-24",23.7375
"2013-11-25",23.4322
"2013-11-26",23.3309
"2013-11-27",21.5865
"2013-11-28",20.697
"2013-11-29",21.5262
"2013-11-30",23.5438
"2013-12-01",23.4676
"2013-12-02",22.9382
"2013-12-03",22.8112
"2013-12-04",23.1505
"2013-12-05",22.9705
"2013-12-06",22.7993
"2013-12-07",22.5277
"2013-12-08",22.705
"2013-12-09",22.2936
"2013-12-10",21.7906
"2013-12-11",21.5195
"2013-12-12",22.7864
"2013-12-13",22.868
"2013-12-14",23.5868
"2013-12-15",23.1799
"2013-12-16",21.4303
"2013-12-17",20.5726
"2013-12-18",21.9684
"2013-12-19",22.7115
"2013-12-20",22.8314
"2013-12-21",22.5445
"2013-12-22",19.3977
"2013-12-23",21.6345
"2013-12-24",22.3602
"2013-12-25",20.5316
"2013-12-26",20.2743
"2013-12-27",20.979
"2013-12-28",20.9796
"2013-12-29",20.0705
"2013-12-30",21.3009
"2013-12-31",21.7093
"2014-01-01",20.7607
"2014-01-02",22.5577
"2014-01-03",22.827
"2014-01-04",20.9873
"2014-01-05",21.4007
"2014-01-06",23.1982
"2014-01-07",23.719
"2014-01-08",23.7725
"2014-01-09",22.8316
"2014-01-10",21.9167
"2014-01-11",22.1879
"2014-01-12",22.9332
"2014-01-13",22.544
"2014-01-14",23.2896
"2014-01-15",23.0726
"2014-01-16",22.7648
"2014-01-17",21.3913
"2014-01-18",22.0325
"2014-01-19",21.2825
"2014-01-20",21.2451
"2014-01-21",22.077
"2014-01-22",21.8625
"2014-01-23",22.3588
"2014-01-24",20.7382
"2014-01-25",19.7628
"2014-01-26",19.6409
"2014-01-27",21.0307
"2014-01-28",22.0075
"2014-01-29",22.6384
"2014-01-30",22.629
"2014-01-31",23.1013
"2014-02-01",23.4421
"2014-02-02",22.3545
"2014-02-03",21.3881
"2014-02-04",20.3263
"2014-02-05",19.7204
"2014-02-06",19.3614
"2014-02-07",19.0369
"2014-02-08",19.3871
"2014-02-09",19.0681
"2014-02-10",18.6509
"2014-02-11",18.7313
"2014-02-12",18.9695
"2014-02-13",21.5991
"2014-02-14",22.0188
"2014-02-15",21.7351
"2014-02-16",22.5185
"2014-02-17",22.863
"2014-02-18",22.766
"2014-02-19",23.1566
"2014-02-20",22.4165
"2014-02-21",21.6137
"2014-02-22",22.2295
"2014-02-23",23.641
"2014-02-24",23.0218
"2014-02-25",23.3635
"2014-02-26",22.6886
"2014-02-27",23.0544
"2014-02-28",22.5055
"2014-03-01",21.4584
"2014-03-02",22.2362
"2014-03-03",22.2505
"2014-03-04",22.9612
"2014-03-05",23.1024
"2014-03-06",23.6609
"2014-03-07",23.1659
"2014-03-08",22.7194
"2014-03-09",21.9553
"2014-03-10",21.455
"2014-03-11",20.8249
"2014-03-12",21.7621
"2014-03-13",20.8925
"2014-03-14",19.8269
"2014-03-15",21.4248
"2014-03-16",22.545
"2014-03-17",23.4596
"2014-03-18",23.9766
"2014-03-19",24.1406
"2014-03-20",23.9542
"2014-03-21",24.1565
"2014-03-22",23.01
"2014-03-23",22.9801
"2014-03-24",23.2383
"2014-03-25",23.3328
"2014-03-26",23.2038
"2014-03-27",23.8084
"2014-03-28",23.425
"2014-03-29",22.6214
"2014-03-30",21.0197
"2014-03-31",21.2588
"2014-04-01",22.7143
"2014-04-02",23.8237
"2014-04-03",23.6078
"2014-04-04",23.6825
"2014-04-05",23.9643
"2014-04-06",23.9608
"2014-04-07",23.9419
"2014-04-08",23.7254
"2014-04-09",23.6667
"2014-04-10",23.3236
"2014-04-11",23.7688
"2014-04-12",24.2947
"2014-04-13",24.1835
"2014-04-14",23.437
"2014-04-15",23.0987
"2014-04-16",23.158
"2014-04-17",23.0769
"2014-04-18",23.1828
"2014-04-19",24.2112
"2014-04-20",24.4277
"2014-04-21",24.0625
"2014-04-22",24.3356
"2014-04-23",24.6813
"2014-04-24",24.4329
"2014-04-25",24.5194
"2014-04-26",24.7306
"2014-04-27",24.673
"2014-04-28",23.9172
"2014-04-29",24.1096
"2014-04-30",24.4075
"2014-05-01",24.6628
"2014-05-02",24.8576
"2014-05-03",24.4186
"2014-05-04",24.7128
"2014-05-05",24.8712
"2014-05-06",24.9133
"2014-05-07",24.4837
"2014-05-08",24.7665
"2014-05-09",25.0332
"2014-05-10",25.0576
"2014-05-11",24.9631
"2014-05-12",24.7666
"2014-05-13",24.3894
"2014-05-14",24.4197
"2014-05-15",23.7616
"2014-05-16",23.8413
"2014-05-17",23.6101
"2014-05-18",24.3277
"2014-05-19",23.8795
"2014-05-20",23.5646
"2014-05-21",23.2543
"2014-05-22",23.1416
"2014-05-23",23.6996
"2014-05-24",24.2387
"2014-05-25",24.0122
"2014-05-26",24.0325
"2014-05-27",24.5876
"2014-05-28",24.6542
"2014-05-29",24.2118
"2014-05-30",23.9345
"2014-05-31",23.818
"2014-06-01",24.3795
"2014-06-02",24.0185
"2014-06-03",23.4257
"2014-06-04",22.9028
"2014-06-05",22.8111
"2014-06-06",22.2725
"2014-06-07",22.2375
"2014-06-08",22.62
"2014-06-09",21.8423
"2014-06-10",22.0437
"2014-06-11",22.4008
"2014-06-12",22.554
"2014-06-13",22.4929
"2014-06-14",22.5957
"2014-06-15",21.9469
"2014-06-16",21.4716
"2014-06-17",21.1298
"2014-06-18",21.3982
"2014-06-19",22.0827
"2014-06-20",22.1083
"2014-06-21",22.0314
"2014-06-22",21.6333
"2014-06-23",21.3537
"2014-06-24",21.6124
"2014-06-25",21.6765
"2014-06-26",21.75
"2014-06-27",21.5692
"2014-06-28",21.9814
"2014-06-29",22.0142
"2014-06-30",22.3468
"2014-07-01",22.3993
"2014-07-02",21.4404
"2014-07-03",21.7189
"2014-07-04",22.0706
"2014-07-05",22.5157
"2014-07-06",22.3861
"2014-07-07",21.7969
"2014-07-08",21.4882
"2014-07-09",21.5709
"2014-07-10",21.2201
"2014-07-11",21.1445
"2014-07-12",20.9527
"2014-07-13",20.9347
"2014-07-14",20.9422
"2014-07-15",20.6927
"2014-07-16",21.1199
"2014-07-17",20.7194
"2014-07-18",21.2036
"2014-07-19",21.283
"2014-07-20",21.1872
"2014-07-21",20.5908
"2014-07-22",21.043
"2014-07-23",20.8997
"2014-07-24",20.9195
"2014-07-25",21.0628
"2014-07-26",21.7194
"2014-07-27",22.2264
"2014-07-28",21.5912
"2014-07-29",20.9532
"2014-07-30",20.667
"2014-07-31",21.491
"2014-08-01",21.9171
"2014-08-02",21.8595
"2014-08-03",21.8876
"2014-08-04",21.3865
"2014-08-05",21.2332
"2014-08-06",20.718
"2014-08-07",22.3789
"2014-08-08",22.0425
"2014-08-09",21.7981
"2014-08-10",22.1869
"2014-08-11",22.1169
"2014-08-12",21.1176
"2014-08-13",21.0437
"2014-08-14",21.3271
"2014-08-15",22.2733
"2014-08-16",22.4053
"2014-08-17",23.2793
"2014-08-18",23.7332
"2014-08-19",23.822
"2014-08-20",24.1772
"2014-08-21",23.9178
"2014-08-22",23.5898
"2014-08-23",22.8286
"2014-08-24",23.5955
"2014-08-25",23.137
"2014-08-26",21.0754
"2014-08-27",19.8226
"2014-08-28",20.9564
"2014-08-29",21.0824
"2014-08-30",21.3264
"2014-08-31",21.5417
"2014-09-01",21.877
"2014-09-02",22.8375
"2014-09-03",22.7206
"2014-09-04",22.9494
"2014-09-05",22.9227
"2014-09-06",22.6963
"2014-09-07",22.1163
"2014-09-08",22.0918
"2014-09-09",22.0169
"2014-09-10",22.1045
"2014-09-11",22.327
"2014-09-12",21.8588
"2014-09-13",21.6621
"2014-09-14",21.9239
"2014-09-15",21.6009
"2014-09-16",21.1771
"2014-09-17",20.7322
"2014-09-18",21.0662
"2014-09-19",20.6764
"2014-09-20",20.4127
"2014-09-21",21.4312
"2014-09-22",22.4405
"2014-09-23",23.0446
"2014-09-24",23.3972
"2014-09-25",23.2771
"2014-09-26",23.827
"2014-09-27",23.8985
"2014-09-28",24.1716
"2014-09-29",24.2028
"2014-09-30",23.6731
"2014-10-01",23.6532
"2014-10-02",24.0778
"2014-10-03",23.8992
"2014-10-04",24.4511
"2014-10-05",24.0142
"2014-10-06",23.6903
"2014-10-07",23.1972
"2014-10-08",23.3916
"2014-10-09",23.7761
"2014-10-10",23.3301
"2014-10-11",21.493
"2014-10-12",22.5421
"2014-10-13",22.9097
"2014-10-14",23.7795
"2014-10-15",23.9013
"2014-10-16",24.1632
"2014-10-17",23.9819
"2014-10-18",23.8065
"2014-10-19",23.9733
"2014-10-20",23.9516
"2014-10-21",23.8118
"2014-10-22",23.6725
"2014-10-23",23.9588
"2014-10-24",23.7764
"2014-10-25",24.2935
"2014-10-26",24.0658
"2014-10-27",23.8646
"2014-10-28",23.8552
"2014-10-29",23.9878
"2014-10-30",23.6304
"2014-10-31",22.3152
"2014-11-01",22.6419
"2014-11-02",22.9139
"2014-11-03",23.2614
"2014-11-04",22.3581
"2014-11-05",22.8037
"2014-11-06",21.4338
"2014-11-07",20.8018
"2014-11-08",22.0562
"2014-11-09",22.7988
"2014-11-10",23.2565
"2014-11-11",23.5041
"2014-11-12",23.7882
"2014-11-13",23.9459
"2014-11-14",23.948
"2014-11-15",23.8129
"2014-11-16",23.816
"2014-11-17",23.9694
"2014-11-18",23.6637
"2014-11-19",23.6143
"2014-11-20",23.8505
"2014-11-21",23.635
"2014-11-22",23.5017
"2014-11-23",23.5269
"2014-11-24",22.8954
"2014-11-25",23.2844
"2014-11-26",23.3028
"2014-11-27",23.7251
"2014-11-28",23.617
"2014-11-29",22.1403
"2014-11-30",22.9774
"2014-12-01",23.9267
"2014-12-02",24.1756
"2014-12-03",23.0515
"2014-12-04",21.7697
"2014-12-05",23.1459
"2014-12-06",23.5956
"2014-12-07",24.0387
"2014-12-08",23.7498
"2014-12-09",23.9517
"2014-12-10",23.856
"2014-12-11",24.0831
"2014-12-12",23.7824
"2014-12-13",23.5583
"2014-12-14",24.0767
"2014-12-15",24.2054
"2014-12-16",23.9552
"2014-12-17",23.6297
"2014-12-18",23.9913
"2014-12-19",23.7594
"2014-12-20",22.9469
"2014-12-21",23.6174
"2014-12-22",23.2335
"2014-12-23",23.5861
"2014-12-24",23.7766
"2014-12-25",23.3234
"2014-12-26",22.2476
"2014-12-27",22.1429
"2014-12-28",23.4507
"2014-12-29",22.9557
"2014-12-30",22.8246
"2014-12-31",23.4329
"2015-01-01",23.7351
"2015-01-02",23.4986
"2015-01-03",23.3025
"2015-01-04",22.9814
"2015-01-05",23.5366
"2015-01-06",22.8266
"2015-01-07",21.3158
"2015-01-08",21.0991
"2015-01-09",21.119
"2015-01-10",19.7837
"2015-01-11",18.866
"2015-01-12",18.2577
"2015-01-13",20.4397
"2015-01-14",21.3039
"2015-01-15",21.2862
"2015-01-16",22.4521
"2015-01-17",22.3288
"2015-01-18",22.1721
"2015-01-19",20.9318
"2015-01-20",21.3318
"2015-01-21",21.2612
"2015-01-22",22.236
"2015-01-23",23.1636
"2015-01-24",22.91
"2015-01-25",22.3368
"2015-01-26",21.5098
"2015-01-27",21.5161
"2015-01-28",22.8584
"2015-01-29",22.9553
"2015-01-30",21.835
"2015-01-31",20.8292
"2015-02-01",22.5164
"2015-02-02",23.2603
"2015-02-03",23.0583
"2015-02-04",23.5128
"2015-02-05",23.3444
"2015-02-06",22.5566
"2015-02-07",22.283
"2015-02-08",22.8046
"2015-02-09",23.2618
"2015-02-10",23.108
"2015-02-11",23.2267
"2015-02-12",23.2977
"2015-02-13",23.4875
"2015-02-14",22.426
"2015-02-15",20.1294
"2015-02-16",20.2378
"2015-02-17",19.5457
"2015-02-18",19.5008
"2015-02-19",19.9783
"2015-02-20",20.8355
"2015-02-21",21.7265
"2015-02-22",22.6282
"2015-02-23",23.1943
"2015-02-24",23.283
"2015-02-25",23.5615
"2015-02-26",23.4638
"2015-02-27",23.2244
"2015-02-28",23.0319
"2015-03-01",23.4526
"2015-03-02",22.6287
"2015-03-03",23.1345
"2015-03-04",23.6981
"2015-03-05",23.804
"2015-03-06",23.2276
"2015-03-07",22.381
"2015-03-08",22.0987
"2015-03-09",21.9023
"2015-03-10",21.2424
"2015-03-11",21.4713
"2015-03-12",23.9348
"2015-03-13",23.5284
"2015-03-14",23.5657
"2015-03-15",23.7602
"2015-03-16",23.5457
"2015-03-17",22.3785
"2015-03-18",21.1069
"2015-03-19",21.0154
"2015-03-20",21.796
"2015-03-21",22.5791
"2015-03-22",22.772
"2015-03-23",22.5279
"2015-03-24",22.113
"2015-03-25",22.4651
"2015-03-26",24.101
"2015-03-27",24.0789
"2015-03-28",24.2411
"2015-03-29",24.1496
"2015-03-30",24.3302
"2015-03-31",24.2954
"2015-04-01",24.0716
"2015-04-02",24.1834
"2015-04-03",24.6679
"2015-04-04",24.6455
"2015-04-05",24.5569
"2015-04-06",24.1361
"2015-04-07",24.3484
"2015-04-08",24.2942
"2015-04-09",24.093
"2015-04-10",24.1345
"2015-04-11",23.9593
"2015-04-12",23.8144
"2015-04-13",23.3802
"2015-04-14",23.7184
"2015-04-15",24.4203
"2015-04-16",24.3658
"2015-04-17",24.0008
"2015-04-18",24.1572
"2015-04-19",24.4412
"2015-04-20",24.3377
"2015-04-21",23.6345
"2015-04-22",24.626
"2015-04-23",24.245
"2015-04-24",24.2857
"2015-04-25",24.2961
"2015-04-26",24.2266
"2015-04-27",23.7778
"2015-04-28",24.2188
"2015-04-29",24.053
"2015-04-30",24.2117
"2015-05-01",24.3321
"2015-05-02",24.6126
"2015-05-03",24.4628
"2015-05-04",24.0845
"2015-05-05",23.9513
"2015-05-06",24.2758
"2015-05-07",24.4334
"2015-05-08",24.7031
"2015-05-09",24.9089
"2015-05-10",24.8241
"2015-05-11",25.2425
"2015-05-12",25.1136
"2015-05-13",24.821
"2015-05-14",25.2931
"2015-05-15",25.3357
"2015-05-16",25.2246
"2015-05-17",24.5149
"2015-05-18",24.2231
"2015-05-19",24.3151
"2015-05-20",24.1416
"2015-05-21",24.051
"2015-05-22",24.041
"2015-05-23",23.9795
"2015-05-24",23.8789
"2015-05-25",24.0182
"2015-05-26",24.4226
"2015-05-27",24.3469
"2015-05-28",24.477
"2015-05-29",23.9858
"2015-05-30",24.666
"2015-05-31",24.703
"2015-06-01",24.0994
"2015-06-02",24.4085
"2015-06-03",25.0933
"2015-06-04",25.2532
"2015-06-05",24.4142
"2015-06-06",24.9192
"2015-06-07",24.6463
"2015-06-08",23.5937
"2015-06-09",23.5776
"2015-06-10",23.6468
"2015-06-11",23.7577
"2015-06-12",23.6129
"2015-06-13",23.1346
"2015-06-14",23.1731
"2015-06-15",23.6142
"2015-06-16",22.8302
"2015-06-17",22.8002
"2015-06-18",22.9655
"2015-06-19",22.4828
"2015-06-20",22.2189
"2015-06-21",21.3264
"2015-06-22",21.4341
"2015-06-23",22.4568
"2015-06-24",22.1416
"2015-06-25",22.3001
"2015-06-26",22.7451
"2015-06-27",22.5741
"2015-06-28",22.7776
"2015-06-29",22.5051
"2015-06-30",22.8855
"2015-07-01",22.8782
"2015-07-02",22.5305
"2015-07-03",22.4749
"2015-07-04",22.4764
"2015-07-05",22.0955
"2015-07-06",21.0322
"2015-07-07",20.8648
"2015-07-08",20.9949
"2015-07-09",21.2369
"2015-07-10",22.4963
"2015-07-11",22.4911
"2015-07-12",22.173
"2015-07-13",22.4706
"2015-07-14",22.0037
"2015-07-15",21.8902
"2015-07-16",21.9389
"2015-07-17",21.9629
"2015-07-18",21.8652
"2015-07-19",21.6262
"2015-07-20",21.0514
"2015-07-21",21.6383
"2015-07-22",21.6302
"2015-07-23",22.3263
"2015-07-24",20.9429
"2015-07-25",21.2718
"2015-07-26",21.3468
"2015-07-27",21.3627
"2015-07-28",22.0175
"2015-07-29",21.7162
"2015-07-30",21.0017
"2015-07-31",21.2956
"2015-08-01",21.397
"2015-08-02",21.3736
"2015-08-03",21.176
"2015-08-04",21.404
"2015-08-05",21.5035
"2015-08-06",21.0276
"2015-08-07",21.2571
"2015-08-08",20.4827
"2015-08-09",21.4166
"2015-08-10",21.9163
"2015-08-11",21.5941
"2015-08-12",21.678
"2015-08-13",22.0748
"2015-08-14",23.7375
"2015-08-15",23.8586
"2015-08-16",23.6916
"2015-08-17",23.8558
"2015-08-18",23.7406
"2015-08-19",23.8599
"2015-08-20",23.8809
"2015-08-21",22.4924
"2015-08-22",22.7753
"2015-08-23",22.3025
"2015-08-24",22.2891
"2015-08-25",22.3593
"2015-08-26",21.59
"2015-08-27",21.9434
"2015-08-28",21.8481
"2015-08-29",22.0962
"2015-08-30",22.5822
"2015-08-31",22.1628
"2015-09-01",22.6334
"2015-09-02",23.7709
"2015-09-03",24.4752
"2015-09-04",24.5018
"2015-09-05",24.3316
"2015-09-06",24.1087
"2015-09-07",22.8026
"2015-09-08",23.3422
"2015-09-09",23.2248
"2015-09-10",23.2303
"2015-09-11",23.0236
"2015-09-12",23.2176
"2015-09-13",23.0064
"2015-09-14",22.9645
"2015-09-15",22.6362
"2015-09-16",22.6686
"2015-09-17",22.895
"2015-09-18",23.3924
"2015-09-19",22.6934
"2015-09-20",22.889
"2015-09-21",23.4629
"2015-09-22",22.8531
"2015-09-23",24.123
"2015-09-24",24.0962
"2015-09-25",24.3295
"2015-09-26",23.9775
"2015-09-27",23.8685
"2015-09-28",23.9919
"2015-09-29",24.2622
"2015-09-30",24.0081
"2015-10-01",24.5043
"2015-10-02",24.6111
"2015-10-03",24.5065
"2015-10-04",23.9134
"2015-10-05",23.3984
"2015-10-06",23.7385
"2015-10-07",24.0698
"2015-10-08",24.0722
"2015-10-09",23.7944
"2015-10-10",23.8994
"2015-10-11",24.4119
"2015-10-12",24.5666
"2015-10-13",24.4553
"2015-10-14",24.3235
"2015-10-15",23.9711
"2015-10-16",24.1511
"2015-10-17",24.2051
"2015-10-18",24.5567
"2015-10-19",24.4412
"2015-10-20",24.2434
"2015-10-21",24.3065
"2015-10-22",24.6893
"2015-10-23",24.5411
"2015-10-24",24.4793
"2015-10-25",24.0381
"2015-10-26",23.6793
"2015-10-27",23.6941
"2015-10-28",23.87
"2015-10-29",23.9602
"2015-10-30",24.2867
"2015-10-31",24.2569
"2015-11-01",24.1191
"2015-11-02",23.8861
"2015-11-03",23.7571
"2015-11-04",24.4562
"2015-11-05",23.9222
"2015-11-06",23.8885
"2015-11-07",24.2555
"2015-11-08",24.1228
"2015-11-09",24.041
"2015-11-10",24.7968
"2015-11-11",24.511
"2015-11-12",24.2015
"2015-11-13",24.1935
