,"(deg C) Mean Dew Point Temperature (ERA5) at Anuradhapura, 2007-01-01 to 2025-12-31"
"2012-11-29",20.9887
"2012-11-30",20.1256
"2012-12-01",19.9421
"2012-12-02",21.2212
"2012-12-03",23.3347
"2012-12-04",23.6639
"2012-12-05",23.3124
"2012-12-06",23.9487
"2012-12-07",23.7778
"2012-12-08",23.5008
"2012-12-09",22.2123
"2012-12-10",21.2592
"2012-12-11",21.4773
"2012-12-12",21.3162
"2012-12-13",20.7404
"2012-12-14",21.295
"2012-12-15",22.8196
"2012-12-16",22.4026
"2012-12-17",22.4616
"2012-12-18",22.1408
"2012-12-19",23.0178
"2012-12-20",23.1872
"2012-12-21",22.78
"2012-12-22",22.5657
"2012-12-23",22.475
"2012-12-24",23.2503
"2012-12-25",23.8067
"2012-12-26",23.9052
"2012-12-27",23.8135
"2012-12-28",24.2449
"2012-12-29",24.5501
"2012-12-30",24.1222
"2012-12-31",23.0129
"2013-01-01",22.6686
"2013-01-02",22.4093
"2013-01-03",23.1871
"2013-01-04",24.0292
"2013-01-05",23.0554
"2013-01-06",22.4442
"2013-01-07",22.9542
"2013-01-08",23.502
"2013-01-09",23.4792
"2013-01-10",23.3929
"2013-01-11",22.0397
"2013-01-12",20.3718
"2013-01-13",19.1781
"2013-01-14",19.4817
"2013-01-15",19.9629
"2013-01-16",19.7609
"2013-01-17",19.4842
"2013-01-18",19.0726
"2013-01-19",20.226
"2013-01-20",23.1018
"2013-01-21",21.1661
"2013-01-22",21.3844
"2013-01-23",22.918
"2013-01-24",22.4646
"2013-01-25",21.5565
"2013-01-26",21.0096
"2013-01-27",20.3435
"2013-01-28",20.438
"2013-01-29",20.1327
"2013-01-30",20.4319
"2013-01-31",20.0505
"2013-02-01",20.8859
"2013-02-02",21.7143
"2013-02-03",22.1138
"2013-02-04",22.6377
"2013-02-05",22.9123
"2013-02-06",23.0341
"2013-02-07",22.5372
"2013-02-08",23.052
"2013-02-09",22.9739
"2013-02-10",21.8645
"2013-02-11",22.4819
"2013-02-12",23.0926
"2013-02-13",23.6912
"2013-02-14",23.3737
"2013-02-15",23.4503
"2013-02-16",23.1731
"2013-02-17",23.4698
"2013-02-18",23.6634
"2013-02-19",23.7201
"2013-02-20",22.3796
"2013-02-21",20.8554
"2013-02-22",20.8243
"2013-02-23",20.2208
"2013-02-24",20.844
"2013-02-25",21.2214
"2013-02-26",20.6362
"2013-02-27",20.9893
"2013-02-28",21.3147
"2013-03-01",21.2302
"2013-03-02",21.5588
"2013-03-03",21.4238
"2013-03-04",23.7804
"2013-03-05",23.8584
"2013-03-06",24.3625
"2013-03-07",24.3009
"2013-03-08",24.2775
"2013-03-09",24.0221
"2013-03-10",24.0714
"2013-03-11",23.7949
"2013-03-12",23.0489
"2013-03-13",22.7776
"2013-03-14",23.6458
"2013-03-15",24.1385
"2013-03-16",23.6565
"2013-03-17",22.2018
"2013-03-18",22.2432
"2013-03-19",22.9169
"2013-03-20",23.0447
"2013-03-21",21.1206
"2013-03-22",21.4022
"2013-03-23",23.1705
"2013-03-24",24.3581
"2013-03-25",23.8609
"2013-03-26",24.0425
"2013-03-27",24.1703
"2013-03-28",24.5426
"2013-03-29",24.5462
"2013-03-30",24.0435
"2013-03-31",23.936
"2013-04-01",24.2441
"2013-04-02",24.2074
"2013-04-03",22.8532
"2013-04-04",23.6622
"2013-04-05",24.4658
"2013-04-06",24.5478
"2013-04-07",24.4747
"2013-04-08",24.8425
"2013-04-09",23.9354
"2013-04-10",24.2032
"2013-04-11",24.0267
"2013-04-12",23.927
"2013-04-13",24.1018
"2013-04-14",24.3001
"2013-04-15",24.5188
"2013-04-16",24.5784
"2013-04-17",24.3319
"2013-04-18",24.0002
"2013-04-19",23.3961
"2013-04-20",24.2739
"2013-04-21",24.2582
"2013-04-22",24.2155
"2013-04-23",24.191
"2013-04-24",24.3142
"2013-04-25",24.2428
"2013-04-26",24.0736
"2013-04-27",24.1409
"2013-04-28",24.167
"2013-04-29",24.2307
"2013-04-30",24.2288
"2013-05-01",24.522
"2013-05-02",25.0055
"2013-05-03",25.0644
"2013-05-04",25.1777
"2013-05-05",25.1266
"2013-05-06",24.9138
"2013-05-07",24.9037
"2013-05-08",25.1675
"2013-05-09",24.7259
"2013-05-10",25.0527
"2013-05-11",25.4078
"2013-05-12",25.3139
"2013-05-13",24.4729
"2013-05-14",24.4958
"2013-05-15",23.3871
"2013-05-16",23.3203
"2013-05-17",23.4343
"2013-05-18",24.256
"2013-05-19",24.8198
"2013-05-20",24.0155
"2013-05-21",23.9746
"2013-05-22",23.8801
"2013-05-23",24.0935
"2013-05-24",24.3917
"2013-05-25",24.0388
"2013-05-26",23.8802
"2013-05-27",23.4921
"2013-05-28",23.2859
"2013-05-29",23.632
"2013-05-30",24.2588
"2013-05-31",23.6118
"2013-06-01",23.7281
"2013-06-02",23.0964
"2013-06-03",22.987
"2013-06-04",23.5419
"2013-06-05",24.022
"2013-06-06",23.7156
"2013-06-07",23.2999
"2013-06-08",22.7671
"2013-06-09",23.0949
"2013-06-10",23.3957
"2013-06-11",23.1826
"2013-06-12",23.1263
"2013-06-13",23.2667
"2013-06-14",23.0829
"2013-06-15",23.4181
"2013-06-16",23.3702
"2013-06-17",23.0677
"2013-06-18",23.1738
"2013-06-19",23.2498
"2013-06-20",22.9622
"2013-06-21",23.482
"2013-06-22",23.7192
"2013-06-23",23.4946
"2013-06-24",23.2079
"2013-06-25",22.9968
"2013-06-26",23.016
"2013-06-27",23.2228
"2013-06-28",23.3209
"2013-06-29",23.1362
"2013-06-30",23.1323
"2013-07-01",22.4266
"2013-07-02",22.7147
"2013-07-03",22.3923
"2013-07-04",23.0395
"2013-07-05",23.7435
"2013-07-06",23.8898
"2013-07-07",23.7574
"2013-07-08",23.4587
"2013-07-09",23.0583
"2013-07-10",22.841
"2013-07-11",22.9458
"2013-07-12",22.8652
"2013-07-13",22.677
"2013-07-14",23.2036
"2013-07-15",23.4847
"2013-07-16",23.0417
"2013-07-17",22.9337
"2013-07-18",22.9862
"2013-07-19",22.8978
"2013-07-20",22.955
"2013-07-21",22.8656
"2013-07-22",22.8253
"2013-07-23",22.1727
"2013-07-24",22.5978
"2013-07-25",22.7924
"2013-07-26",22.6109
"2013-07-27",22.4261
"2013-07-28",23.0078
"2013-07-29",23.0868
"2013-07-30",22.3032
"2013-07-31",22.035
"2013-08-01",22.4646
"2013-08-02",22.9218
"2013-08-03",22.7577
"2013-08-04",23.0442
"2013-08-05",21.9208
"2013-08-06",22.3163
"2013-08-07",22.7013
"2013-08-08",23.1622
"2013-08-09",23.4848
"2013-08-10",23.617
"2013-08-11",23.5114
"2013-08-12",23.8361
"2013-08-13",23.1924
"2013-08-14",23.1863
"2013-08-15",22.6419
"2013-08-16",22.456
"2013-08-17",22.7113
"2013-08-18",22.7624
"2013-08-19",22.1909
"2013-08-20",22.1204
"2013-08-21",22.5895
"2013-08-22",22.066
"2013-08-23",22.2671
"2013-08-24",22.4148
"2013-08-25",22.7107
"2013-08-26",22.7524
"2013-08-27",22.6608
"2013-08-28",23.3832
"2013-08-29",23.7053
"2013-08-30",23.6594
"2013-08-31",23.6095
"2013-09-01",23.615
"2013-09-02",23.2192
"2013-09-03",22.4899
"2013-09-04",22.914
"2013-09-05",22.6809
"2013-09-06",22.2585
"2013-09-07",23.2974
"2013-09-08",23.1282
"2013-09-09",23.1171
"2013-09-10",23.207
"2013-09-11",23.1116
"2013-09-12",23.4565
"2013-09-13",23.3197
"2013-09-14",23.411
"2013-09-15",23.1886
"2013-09-16",23.2462
"2013-09-17",23.4109
"2013-09-18",23.3215
"2013-09-19",23.3598
"2013-09-20",23.4399
"2013-09-21",23.1788
"2013-09-22",22.6952
"2013-09-23",22.5559
"2013-09-24",22.1236
"2013-09-25",22.6117
"2013-09-26",22.6883
"2013-09-27",22.787
"2013-09-28",22.5743
"2013-09-29",22.5334
"2013-09-30",22.0219
"2013-10-01",22.9561
"2013-10-02",23.0649
"2013-10-03",22.4634
"2013-10-04",21.8398
"2013-10-05",20.9571
"2013-10-06",20.6103
"2013-10-07",22.0371
"2013-10-08",22.6259
"2013-10-09",22.8574
"2013-10-10",23.0426
"2013-10-11",22.6423
"2013-10-12",22.7401
"2013-10-13",23.0308
"2013-10-14",22.7318
"2013-10-15",22.798
"2013-10-16",23.5494
"2013-10-17",23.3833
"2013-10-18",23.3491
"2013-10-19",23.4152
"2013-10-20",23.7534
"2013-10-21",23.8461
"2013-10-22",23.9442
"2013-10-23",23.8732
"2013-10-24",23.5781
"2013-10-25",23.4033
"2013-10-26",22.8058
"2013-10-27",23.7284
"2013-10-28",22.9423
"2013-10-29",22.7746
"2013-10-30",23.3288
"2013-10-31",23.5795
"2013-11-01",23.6407
"2013-11-02",23.9333
"2013-11-03",23.8882
"2013-11-04",23.7603
"2013-11-05",23.6084
"2013-11-06",23.5406
"2013-11-07",23.3918
"2013-11-08",23.1517
"2013-11-09",23.3572
"2013-11-10",23.8213
"2013-11-11",23.7452
"2013-11-12",22.232
"2013-11-13",22.089
"2013-11-14",21.6142
"2013-11-15",21.9561
"2013-11-16",22.9464
"2013-11-17",23.3127
"2013-11-18",23.67
"2013-11-19",23.5442
"2013-11-20",22.4834
"2013-11-21",22.9583
"2013-11-22",23.2962
"2013-11-23",23.5221
"2013-11-24",23.6149
"2013-11-25",23.4482
"2013-11-26",23.2189
"2013-11-27",20.9806
"2013-11-28",20.7857
"2013-11-29",21.1905
"2013-11-30",23.3882
"2013-12-01",23.5046
"2013-12-02",22.8742
"2013-12-03",22.7477
"2013-12-04",23.025
"2013-12-05",23.1732
"2013-12-06",22.6182
"2013-12-07",22.7257
"2013-12-08",22.4418
"2013-12-09",21.5555
"2013-12-10",21.1346
"2013-12-11",21.8557
"2013-12-12",22.4668
"2013-12-13",22.979
"2013-12-14",23.584
"2013-12-15",22.7008
"2013-12-16",20.294
"2013-12-17",19.0171
"2013-12-18",21.3448
"2013-12-19",22.0294
"2013-12-20",22.0624
"2013-12-21",22.2722
"2013-12-22",19.2614
"2013-12-23",21.2506
"2013-12-24",21.7152
"2013-12-25",20.3008
"2013-12-26",20.3685
"2013-12-27",19.9486
"2013-12-28",20.1974
"2013-12-29",19.2755
"2013-12-30",19.9593
"2013-12-31",20.7537
"2014-01-01",19.956
"2014-01-02",21.0883
"2014-01-03",22.1117
"2014-01-04",20.9026
"2014-01-05",22.1944
"2014-01-06",22.831
"2014-01-07",23.2634
"2014-01-08",23.4546
"2014-01-09",22.4123
"2014-01-10",21.0638
"2014-01-11",21.5057
"2014-01-12",22.3135
"2014-01-13",22.2941
"2014-01-14",22.9085
"2014-01-15",22.8304
"2014-01-16",22.406
"2014-01-17",20.7852
"2014-01-18",21.1441
"2014-01-19",21.1676
"2014-01-20",20.5436
"2014-01-21",21.7505
"2014-01-22",21.5428
"2014-01-23",22.1489
"2014-01-24",20.9302
"2014-01-25",19.2395
"2014-01-26",19.232
"2014-01-27",19.872
"2014-01-28",21.3758
"2014-01-29",21.9423
"2014-01-30",22.4618
"2014-01-31",22.4507
"2014-02-01",22.7426
"2014-02-02",21.7132
"2014-02-03",20.981
"2014-02-04",20.0445
"2014-02-05",19.4484
"2014-02-06",19.0901
"2014-02-07",18.9201
"2014-02-08",18.5752
"2014-02-09",18.4772
"2014-02-10",17.8748
"2014-02-11",18.5899
"2014-02-12",18.596
"2014-02-13",21.2582
"2014-02-14",21.4315
"2014-02-15",21.5996
"2014-02-16",22.65
"2014-02-17",22.8028
"2014-02-18",22.099
"2014-02-19",22.5853
"2014-02-20",21.3832
"2014-02-21",20.5307
"2014-02-22",20.7853
"2014-02-23",22.7117
"2014-02-24",22.6209
"2014-02-25",22.2419
"2014-02-26",21.7478
"2014-02-27",22.492
"2014-02-28",22.1092
"2014-03-01",20.6739
"2014-03-02",21.1714
"2014-03-03",21.7078
"2014-03-04",22.4532
"2014-03-05",22.8376
"2014-03-06",22.7055
"2014-03-07",21.9939
"2014-03-08",22.0367
"2014-03-09",21.5861
"2014-03-10",20.6578
"2014-03-11",19.8485
"2014-03-12",20.4641
"2014-03-13",19.4583
"2014-03-14",19.1847
"2014-03-15",20.2853
"2014-03-16",21.6959
"2014-03-17",22.6993
"2014-03-18",22.7577
"2014-03-19",23.8564
"2014-03-20",23.0623
"2014-03-21",23.1002
"2014-03-22",22.0635
"2014-03-23",21.2382
"2014-03-24",21.7022
"2014-03-25",21.108
"2014-03-26",21.2632
"2014-03-27",22.5305
"2014-03-28",22.0876
"2014-03-29",19.8367
"2014-03-30",18.0497
"2014-03-31",20.6753
"2014-04-01",22.4885
"2014-04-02",23.1748
"2014-04-03",22.77
"2014-04-04",22.8916
"2014-04-05",23.938
"2014-04-06",23.9294
"2014-04-07",23.2455
"2014-04-08",23.7638
"2014-04-09",24.022
"2014-04-10",22.9502
"2014-04-11",23.9823
"2014-04-12",24.3189
"2014-04-13",23.9778
"2014-04-14",23.1817
"2014-04-15",22.7663
"2014-04-16",22.8243
"2014-04-17",22.9622
"2014-04-18",23.3026
"2014-04-19",23.3646
"2014-04-20",23.7453
"2014-04-21",23.8087
"2014-04-22",24.1491
"2014-04-23",24.6811
"2014-04-24",24.5294
"2014-04-25",24.9505
"2014-04-26",24.9806
"2014-04-27",24.7261
"2014-04-28",24.1392
"2014-04-29",24.0578
"2014-04-30",24.1964
"2014-05-01",24.3076
"2014-05-02",24.3861
"2014-05-03",24.2979
"2014-05-04",24.6707
"2014-05-05",24.4251
"2014-05-06",24.592
"2014-05-07",24.2261
"2014-05-08",24.552
"2014-05-09",25.0486
"2014-05-10",25.0833
"2014-05-11",25.1869
"2014-05-12",25.2926
"2014-05-13",24.9612
"2014-05-14",25.0172
"2014-05-15",24.7303
"2014-05-16",24.3802
"2014-05-17",23.9406
"2014-05-18",24.4054
"2014-05-19",23.94
"2014-05-20",24.0692
"2014-05-21",23.996
"2014-05-22",23.5144
"2014-05-23",24.543
"2014-05-24",24.9063
"2014-05-25",25.0093
"2014-05-26",24.6741
"2014-05-27",24.8732
"2014-05-28",24.4175
"2014-05-29",24.3808
"2014-05-30",24.5432
"2014-05-31",25.079
"2014-06-01",25.3744
"2014-06-02",24.864
"2014-06-03",24.7837
"2014-06-04",24.253
"2014-06-05",23.9683
"2014-06-06",23.8243
"2014-06-07",23.6055
"2014-06-08",23.3162
"2014-06-09",23.1407
"2014-06-10",23.1578
"2014-06-11",23.686
"2014-06-12",23.9789
"2014-06-13",23.8815
"2014-06-14",24.1854
"2014-06-15",23.3489
"2014-06-16",23.2646
"2014-06-17",23.008
"2014-06-18",23.2462
"2014-06-19",23.6466
"2014-06-20",23.4722
"2014-06-21",23.5007
"2014-06-22",23.4165
"2014-06-23",23.258
"2014-06-24",23.6131
"2014-06-25",23.7237
"2014-06-26",23.3794
"2014-06-27",23.305
"2014-06-28",23.644
"2014-06-29",23.5826
"2014-06-30",23.6997
"2014-07-01",23.928
"2014-07-02",23.1029
"2014-07-03",23.4516
"2014-07-04",23.3087
"2014-07-05",23.7954
"2014-07-06",23.8767
"2014-07-07",23.3241
"2014-07-08",23.336
"2014-07-09",23.4286
"2014-07-10",22.738
"2014-07-11",22.8353
"2014-07-12",22.4065
"2014-07-13",22.3979
"2014-07-14",22.4717
"2014-07-15",22.5639
"2014-07-16",22.747
"2014-07-17",22.4093
"2014-07-18",22.959
"2014-07-19",22.8362
"2014-07-20",22.8456
"2014-07-21",22.4639
"2014-07-22",22.6182
"2014-07-23",22.5489
"2014-07-24",22.6678
"2014-07-25",22.694
"2014-07-26",23.1837
"2014-07-27",23.6613
"2014-07-28",22.7217
"2014-07-29",22.2323
"2014-07-30",22.3172
"2014-07-31",23.053
"2014-08-01",23.0851
"2014-08-02",23.3664
"2014-08-03",23.0931
"2014-08-04",22.6293
"2014-08-05",22.6345
"2014-08-06",22.4615
"2014-08-07",23.1999
"2014-08-08",23.2567
"2014-08-09",22.8188
"2014-08-10",23.5136
"2014-08-11",23.3092
"2014-08-12",22.7224
"2014-08-13",22.6851
"2014-08-14",22.7095
"2014-08-15",23.5001
"2014-08-16",23.4482
"2014-08-17",23.7807
"2014-08-18",23.6071
"2014-08-19",23.2466
"2014-08-20",23.217
"2014-08-21",23.4532
"2014-08-22",23.4967
"2014-08-23",23.2934
"2014-08-24",23.2543
"2014-08-25",22.8548
"2014-08-26",22.0112
"2014-08-27",22.1001
"2014-08-28",22.8531
"2014-08-29",22.8105
"2014-08-30",22.7127
"2014-08-31",22.9548
"2014-09-01",23.2364
"2014-09-02",23.1486
"2014-09-03",23.0167
"2014-09-04",22.9405
"2014-09-05",23.4733
"2014-09-06",23.3603
"2014-09-07",23.0196
"2014-09-08",22.8981
"2014-09-09",22.5432
"2014-09-10",22.8444
"2014-09-11",23.0407
"2014-09-12",22.8795
"2014-09-13",23.275
"2014-09-14",23.5137
"2014-09-15",23.0358
"2014-09-16",22.2357
"2014-09-17",22.2907
"2014-09-18",22.6815
"2014-09-19",22.2317
"2014-09-20",22.2456
"2014-09-21",22.6531
"2014-09-22",22.9771
"2014-09-23",22.6224
"2014-09-24",23.3859
"2014-09-25",23.4904
"2014-09-26",23.7992
"2014-09-27",23.7812
"2014-09-28",23.9984
"2014-09-29",24.3898
"2014-09-30",23.8487
"2014-10-01",23.7388
"2014-10-02",24.1454
"2014-10-03",23.9551
"2014-10-04",24.1462
"2014-10-05",24.3201
"2014-10-06",24.1756
"2014-10-07",23.8975
"2014-10-08",24.0221
"2014-10-09",24.645
"2014-10-10",24.2162
"2014-10-11",22.7327
"2014-10-12",23.3408
"2014-10-13",22.7841
"2014-10-14",23.8674
"2014-10-15",23.9564
"2014-10-16",23.9842
"2014-10-17",24.0047
"2014-10-18",23.5768
"2014-10-19",23.8669
"2014-10-20",23.8069
"2014-10-21",23.6616
"2014-10-22",23.8994
"2014-10-23",23.8926
"2014-10-24",23.742
"2014-10-25",24.0564
"2014-10-26",23.8546
"2014-10-27",23.8518
"2014-10-28",24.0063
"2014-10-29",24.0521
"2014-10-30",23.7299
"2014-10-31",22.8672
"2014-11-01",22.8179
"2014-11-02",23.2397
"2014-11-03",23.5442
"2014-11-04",22.3959
"2014-11-05",23.6424
"2014-11-06",22.1206
"2014-11-07",21.8734
"2014-11-08",22.3242
"2014-11-09",23.0486
"2014-11-10",23.0046
"2014-11-11",23.4154
"2014-11-12",23.7665
"2014-11-13",23.7216
"2014-11-14",23.9673
"2014-11-15",23.7804
"2014-11-16",23.6591
"2014-11-17",23.7811
"2014-11-18",23.5677
"2014-11-19",23.6432
"2014-11-20",23.7854
"2014-11-21",23.8082
"2014-11-22",23.4
"2014-11-23",23.347
"2014-11-24",23.0565
"2014-11-25",22.9173
"2014-11-26",23.0494
"2014-11-27",23.6559
"2014-11-28",23.514
"2014-11-29",22.136
"2014-11-30",23.8213
"2014-12-01",23.9953
"2014-12-02",23.848
"2014-12-03",22.1895
"2014-12-04",20.9778
"2014-12-05",22.33
"2014-12-06",23.2737
"2014-12-07",23.8733
"2014-12-08",23.8662
"2014-12-09",23.909
"2014-12-10",23.8079
"2014-12-11",24.0399
"2014-12-12",23.5615
"2014-12-13",23.7931
"2014-12-14",23.5508
"2014-12-15",24.1192
"2014-12-16",24.022
"2014-12-17",23.4689
"2014-12-18",23.9315
"2014-12-19",23.6006
"2014-12-20",22.2323
"2014-12-21",23.366
"2014-12-22",23.1937
"2014-12-23",23.5348
"2014-12-24",23.6478
"2014-12-25",23.0925
"2014-12-26",21.9327
"2014-12-27",22.3867
"2014-12-28",23.6378
"2014-12-29",23.0424
"2014-12-30",22.7158
"2014-12-31",23.5245
"2015-01-01",23.7402
"2015-01-02",22.6851
"2015-01-03",23.0616
"2015-01-04",22.905
"2015-01-05",23.2108
"2015-01-06",22.5083
"2015-01-07",21.1233
"2015-01-08",20.9877
"2015-01-09",21.0348
"2015-01-10",19.5119
"2015-01-11",19.1226
"2015-01-12",18.649
"2015-01-13",20.2026
"2015-01-14",20.989
"2015-01-15",20.4042
"2015-01-16",22.1917
"2015-01-17",22.3213
"2015-01-18",21.8336
"2015-01-19",20.2398
"2015-01-20",20.7931
"2015-01-21",20.5237
"2015-01-22",22.0188
"2015-01-23",22.5138
"2015-01-24",22.4192
"2015-01-25",21.5496
"2015-01-26",21.0728
"2015-01-27",21.2373
"2015-01-28",22.2169
"2015-01-29",22.4888
"2015-01-30",21.2295
"2015-01-31",19.542
"2015-02-01",21.4884
"2015-02-02",21.9491
"2015-02-03",22.6512
"2015-02-04",23.2788
"2015-02-05",23.0958
"2015-02-06",22.3726
"2015-02-07",22.1504
"2015-02-08",22.3105
"2015-02-09",22.7788
"2015-02-10",23.1027
"2015-02-11",23.0158
"2015-02-12",23.1642
"2015-02-13",23.4052
"2015-02-14",21.8479
"2015-02-15",19.4745
"2015-02-16",19.7033
"2015-02-17",19.2413
"2015-02-18",18.5236
"2015-02-19",19.1661
"2015-02-20",19.8998
"2015-02-21",20.8084
"2015-02-22",21.1895
"2015-02-23",21.9282
"2015-02-24",23.1372
"2015-02-25",23.5242
"2015-02-26",23.3839
"2015-02-27",23.1337
"2015-02-28",22.8483
"2015-03-01",23.1831
"2015-03-02",23.0081
"2015-03-03",22.4374
"2015-03-04",23.1507
"2015-03-05",23.4357
"2015-03-06",23.0043
"2015-03-07",22.0203
"2015-03-08",21.7747
"2015-03-09",21.8152
"2015-03-10",20.5512
"2015-03-11",21.005
"2015-03-12",23.3969
"2015-03-13",23.0645
"2015-03-14",23.3768
"2015-03-15",23.5542
"2015-03-16",23.3653
"2015-03-17",21.9596
"2015-03-18",20.8772
"2015-03-19",20.7163
"2015-03-20",21.3339
"2015-03-21",21.9313
"2015-03-22",22.33
"2015-03-23",21.9931
"2015-03-24",21.755
"2015-03-25",21.761
"2015-03-26",23.4547
"2015-03-27",23.8774
"2015-03-28",23.9152
"2015-03-29",23.8585
"2015-03-30",23.8757
"2015-03-31",24.1071
"2015-04-01",24.0188
"2015-04-02",24.0315
"2015-04-03",24.4973
"2015-04-04",24.2605
"2015-04-05",23.8447
"2015-04-06",23.806
"2015-04-07",24.1542
"2015-04-08",24.0996
"2015-04-09",23.8879
"2015-04-10",23.4966
"2015-04-11",23.7721
"2015-04-12",23.6312
"2015-04-13",23.1725
"2015-04-14",23.2931
"2015-04-15",23.8998
"2015-04-16",24.143
"2015-04-17",23.8896
"2015-04-18",24.0638
"2015-04-19",23.9367
"2015-04-20",24.3392
"2015-04-21",24.068
"2015-04-22",24.5067
"2015-04-23",24.2462
"2015-04-24",24.2011
"2015-04-25",24.0975
"2015-04-26",24.1942
"2015-04-27",23.7195
"2015-04-28",24.038
"2015-04-29",24.2877
"2015-04-30",24.4442
"2015-05-01",24.4328
"2015-05-02",25.1439
"2015-05-03",24.1172
"2015-05-04",23.9918
"2015-05-05",24.1866
"2015-05-06",24.6815
"2015-05-07",24.8479
"2015-05-08",24.9509
"2015-05-09",24.852
"2015-05-10",24.8245
"2015-05-11",24.5698
"2015-05-12",24.8217
"2015-05-13",24.7881
"2015-05-14",25.0005
"2015-05-15",25.1166
"2015-05-16",24.8811
"2015-05-17",24.446
"2015-05-18",24.8202
"2015-05-19",24.8693
"2015-05-20",24.6875
"2015-05-21",24.9785
"2015-05-22",24.9787
"2015-05-23",24.8523
"2015-05-24",24.985
"2015-05-25",25.2216
"2015-05-26",25.4799
"2015-05-27",24.8076
"2015-05-28",25.2787
"2015-05-29",25.2612
"2015-05-30",25.2897
"2015-05-31",24.9747
"2015-06-01",24.5225
"2015-06-02",24.7469
"2015-06-03",25.1099
"2015-06-04",24.686
"2015-06-05",24.2782
"2015-06-06",24.537
"2015-06-07",24.5657
"2015-06-08",24.5052
"2015-06-09",24.357
"2015-06-10",24.4654
"2015-06-11",24.5883
"2015-06-12",24.1793
"2015-06-13",24.0694
"2015-06-14",24.2071
"2015-06-15",24.8756
"2015-06-16",24.4545
"2015-06-17",24.6097
"2015-06-18",24.6983
"2015-06-19",24.3949
"2015-06-20",24.5029
"2015-06-21",23.7615
"2015-06-22",23.9098
"2015-06-23",24.2891
"2015-06-24",24.0725
"2015-06-25",24.2007
"2015-06-26",24.3481
"2015-06-27",24.1483
"2015-06-28",24.1987
"2015-06-29",24.1471
"2015-06-30",24.1813
"2015-07-01",24.1373
"2015-07-02",24.1623
"2015-07-03",24.0665
"2015-07-04",24.196
"2015-07-05",23.9936
"2015-07-06",23.2526
"2015-07-07",23.1709
"2015-07-08",23.3329
"2015-07-09",23.4626
"2015-07-10",24.2398
"2015-07-11",24.2485
"2015-07-12",23.8625
"2015-07-13",23.8211
"2015-07-14",23.7933
"2015-07-15",23.9216
"2015-07-16",23.9913
"2015-07-17",23.5071
"2015-07-18",23.7154
"2015-07-19",23.4967
"2015-07-20",23.5199
"2015-07-21",23.6002
"2015-07-22",23.8455
"2015-07-23",23.2902
"2015-07-24",22.8516
"2015-07-25",23.2722
"2015-07-26",23.248
"2015-07-27",23.0221
"2015-07-28",23.0564
"2015-07-29",23.3898
"2015-07-30",22.6308
"2015-07-31",22.8368
"2015-08-01",23.0258
"2015-08-02",23.4407
"2015-08-03",23.1528
"2015-08-04",23.38
"2015-08-05",23.3776
"2015-08-06",23.2982
"2015-08-07",23.1985
"2015-08-08",22.9958
"2015-08-09",23.241
"2015-08-10",23.741
"2015-08-11",23.4382
"2015-08-12",23.4133
"2015-08-13",23.6051
"2015-08-14",23.75
"2015-08-15",24.2044
"2015-08-16",23.5356
"2015-08-17",23.9056
"2015-08-18",24.0209
"2015-08-19",23.5769
"2015-08-20",23.9175
"2015-08-21",23.7198
"2015-08-22",23.8189
"2015-08-23",24.2696
"2015-08-24",23.7703
"2015-08-25",23.7011
"2015-08-26",22.889
"2015-08-27",23.2327
"2015-08-28",23.5554
"2015-08-29",23.7875
"2015-08-30",23.9626
"2015-08-31",23.203
"2015-09-01",23.758
"2015-09-02",23.6868
"2015-09-03",24.2881
"2015-09-04",24.1227
"2015-09-05",24.1652
"2015-09-06",23.6139
"2015-09-07",22.8844
"2015-09-08",23.6215
"2015-09-09",23.976
"2015-09-10",23.9532
"2015-09-11",23.8894
"2015-09-12",23.6942
"2015-09-13",24.1005
"2015-09-14",23.6944
"2015-09-15",24.0353
"2015-09-16",24.0935
"2015-09-17",24.2291
"2015-09-18",24.4559
"2015-09-19",24.0959
"2015-09-20",24.4245
"2015-09-21",24.2015
"2015-09-22",23.6313
"2015-09-23",24.4404
"2015-09-24",24.1634
"2015-09-25",23.996
"2015-09-26",23.6966
"2015-09-27",24.0573
"2015-09-28",23.813
"2015-09-29",23.6278
"2015-09-30",23.3041
"2015-10-01",23.7917
"2015-10-02",24.2263
"2015-10-03",24.3477
"2015-10-04",24.3457
"2015-10-05",24.4034
"2015-10-06",24.0343
"2015-10-07",23.9676
"2015-10-08",24.0511
"2015-10-09",22.7601
"2015-10-10",23.849
"2015-10-11",24.1137
"2015-10-12",24.3818
"2015-10-13",24.2349
"2015-10-14",23.9367
"2015-10-15",23.9745
"2015-10-16",23.5673
"2015-10-17",24.1285
"2015-10-18",24.474
"2015-10-19",24.5679
"2015-10-20",24.1124
"2015-10-21",24.0559
"2015-10-22",24.6045
"2015-10-23",24.6111
"2015-10-24",24.4584
"2015-10-25",23.5092
"2015-10-26",23.3861
"2015-10-27",23.9471
"2015-10-28",23.801
"2015-10-29",24.1471
"2015-10-30",24.2471
"2015-10-31",24.168
"2015-11-01",24.1135
"2015-11-02",23.9387
"2015-11-03",23.9019
"2015-11-04",24.2206
"2015-11-05",23.7729
"2015-11-06",23.8347
"2015-11-07",24.141
"2015-11-08",24.1594
"2015-11-09",23.938
"2015-11-10",24.7439
"2015-11-11",24.5754
"2015-11-12",24.2973
"2015-11-13",24.1047
"2015-11-14",23.9473
"2015-11-15",23.9937
