,"(deg C) Mean Dew Point Temperature (ERA5) at Mullaitivu, 2007-01-01 to 2025-12-31"
"2012-11-30",20.3934
"2012-12-01",20.1671
"2012-12-02",21.5732
"2012-12-03",23.7723
"2012-12-04",23.6467
"2012-12-05",23.8469
"2012-12-06",24.2932
"2012-12-07",24.2158
"2012-12-08",24.27
"2012-12-09",22.2274
"2012-12-10",21.6
"2012-12-11",21.5042
"2012-12-12",21.4802
"2012-12-13",21.1102
"2012-12-14",21.6218
"2012-12-15",22.9841
"2012-12-16",22.0274
"2012-12-17",21.9654
"2012-12-18",22.0115
"2012-12-19",23.1941
"2012-12-20",23.4424
"2012-12-21",22.7287
"2012-12-22",22.1865
"2012-12-23",21.8294
"2012-12-24",23.2748
"2012-12-25",23.9665
"2012-12-26",24.0509
"2012-12-27",23.9614
"2012-12-28",24.5016
"2012-12-29",24.8611
"2012-12-30",24.5263
"2012-12-31",23.5048
"2013-01-01",22.938
"2013-01-02",22.4289
"2013-01-03",23.0884
"2013-01-04",23.9499
"2013-01-05",23.1275
"2013-01-06",22.4968
"2013-01-07",22.9516
"2013-01-08",23.736
"2013-01-09",23.6372
"2013-01-10",23.3892
"2013-01-11",22.0675
"2013-01-12",20.1359
"2013-01-13",19.4426
"2013-01-14",19.6964
"2013-01-15",19.835
"2013-01-16",19.779
"2013-01-17",19.4207
"2013-01-18",19.5438
"2013-01-19",20.7088
"2013-01-20",23.0936
"2013-01-21",21.2041
"2013-01-22",21.4089
"2013-01-23",23.0679
"2013-01-24",22.0791
"2013-01-25",21.0747
"2013-01-26",20.8989
"2013-01-27",20.5787
"2013-01-28",20.5224
"2013-01-29",20.5126
"2013-01-30",20.7324
"2013-01-31",20.2362
"2013-02-01",20.7371
"2013-02-02",21.5669
"2013-02-03",21.9787
"2013-02-04",22.727
"2013-02-05",23.0196
"2013-02-06",23.2581
"2013-02-07",22.8337
"2013-02-08",23.3796
"2013-02-09",23.2005
"2013-02-10",21.8649
"2013-02-11",22.7085
"2013-02-12",23.0997
"2013-02-13",23.7675
"2013-02-14",23.6304
"2013-02-15",23.7955
"2013-02-16",23.8922
"2013-02-17",24.0127
"2013-02-18",24.1811
"2013-02-19",24.0964
"2013-02-20",22.705
"2013-02-21",20.5518
"2013-02-22",20.955
"2013-02-23",20.461
"2013-02-24",20.984
"2013-02-25",21.3881
"2013-02-26",21.2796
"2013-02-27",21.6348
"2013-02-28",21.7321
"2013-03-01",21.468
"2013-03-02",21.8342
"2013-03-03",21.7422
"2013-03-04",23.9089
"2013-03-05",24.3438
"2013-03-06",24.6606
"2013-03-07",24.8111
"2013-03-08",24.7138
"2013-03-09",24.482
"2013-03-10",24.5709
"2013-03-11",24.1299
"2013-03-12",22.7586
"2013-03-13",22.709
"2013-03-14",23.8489
"2013-03-15",24.4259
"2013-03-16",23.6676
"2013-03-17",22.5642
"2013-03-18",22.4389
"2013-03-19",23.174
"2013-03-20",23.6471
"2013-03-21",22.2064
"2013-03-22",22.1052
"2013-03-23",23.7783
"2013-03-24",24.911
"2013-03-25",24.3625
"2013-03-26",24.3407
"2013-03-27",24.7058
"2013-03-28",24.7318
"2013-03-29",24.8942
"2013-03-30",24.4458
"2013-03-31",24.4438
"2013-04-01",24.8124
"2013-04-02",24.3881
"2013-04-03",23.1949
"2013-04-04",23.9145
"2013-04-05",24.9195
"2013-04-06",24.5844
"2013-04-07",25.0821
"2013-04-08",25.4477
"2013-04-09",24.8773
"2013-04-10",24.136
"2013-04-11",24.4799
"2013-04-12",24.3056
"2013-04-13",24.525
"2013-04-14",24.6894
"2013-04-15",24.8391
"2013-04-16",25.1509
"2013-04-17",24.6331
"2013-04-18",24.6565
"2013-04-19",24.3032
"2013-04-20",24.5948
"2013-04-21",24.7115
"2013-04-22",24.7421
"2013-04-23",24.6732
"2013-04-24",24.866
"2013-04-25",24.6638
"2013-04-26",24.4572
"2013-04-27",24.2235
"2013-04-28",24.3366
"2013-04-29",24.4871
"2013-04-30",24.7044
"2013-05-01",24.8418
"2013-05-02",25.4112
"2013-05-03",25.3923
"2013-05-04",25.4204
"2013-05-05",25.134
"2013-05-06",25.2526
"2013-05-07",25.0552
"2013-05-08",25.4423
"2013-05-09",24.9455
"2013-05-10",25.3436
"2013-05-11",25.7263
"2013-05-12",25.4385
"2013-05-13",24.816
"2013-05-14",24.931
"2013-05-15",23.6816
"2013-05-16",23.2791
"2013-05-17",23.2007
"2013-05-18",24.0225
"2013-05-19",24.5213
"2013-05-20",24.2376
"2013-05-21",24.3285
"2013-05-22",24.3319
"2013-05-23",24.2404
"2013-05-24",24.5664
"2013-05-25",24.4055
"2013-05-26",24.2156
"2013-05-27",24.0493
"2013-05-28",23.5928
"2013-05-29",23.9774
"2013-05-30",24.5138
"2013-05-31",23.8195
"2013-06-01",23.9353
"2013-06-02",23.5395
"2013-06-03",23.5025
"2013-06-04",24.0211
"2013-06-05",24.3295
"2013-06-06",24.0156
"2013-06-07",23.6416
"2013-06-08",23.2382
"2013-06-09",23.2966
"2013-06-10",23.934
"2013-06-11",23.8889
"2013-06-12",23.6759
"2013-06-13",23.787
"2013-06-14",23.218
"2013-06-15",23.5743
"2013-06-16",23.7444
"2013-06-17",23.4051
"2013-06-18",23.5728
"2013-06-19",23.7449
"2013-06-20",23.4588
"2013-06-21",24.0113
"2013-06-22",23.8519
"2013-06-23",23.636
"2013-06-24",23.3971
"2013-06-25",23.2846
"2013-06-26",23.439
"2013-06-27",23.6472
"2013-06-28",23.8474
"2013-06-29",23.6436
"2013-06-30",23.6199
"2013-07-01",23.2344
"2013-07-02",23.193
"2013-07-03",22.62
"2013-07-04",23.4727
"2013-07-05",24.1097
"2013-07-06",24.0199
"2013-07-07",24.0141
"2013-07-08",23.7631
"2013-07-09",23.5516
"2013-07-10",23.4112
"2013-07-11",23.2421
"2013-07-12",23.3831
"2013-07-13",23.4722
"2013-07-14",23.751
"2013-07-15",24.025
"2013-07-16",23.7124
"2013-07-17",23.4885
"2013-07-18",23.6023
"2013-07-19",23.3933
"2013-07-20",23.4338
"2013-07-21",23.7326
"2013-07-22",23.3998
"2013-07-23",22.691
"2013-07-24",23.0619
"2013-07-25",23.0505
"2013-07-26",23.1089
"2013-07-27",23.0749
"2013-07-28",23.4793
"2013-07-29",23.6154
"2013-07-30",22.8223
"2013-07-31",22.2942
"2013-08-01",22.7399
"2013-08-02",23.1637
"2013-08-03",23.0698
"2013-08-04",23.6461
"2013-08-05",22.8833
"2013-08-06",23.3042
"2013-08-07",23.4085
"2013-08-08",23.8502
"2013-08-09",23.7727
"2013-08-10",23.6859
"2013-08-11",23.9507
"2013-08-12",24.4454
"2013-08-13",24.0035
"2013-08-14",23.8109
"2013-08-15",23.1803
"2013-08-16",22.943
"2013-08-17",22.9899
"2013-08-18",23.0712
"2013-08-19",22.7755
"2013-08-20",22.546
"2013-08-21",23.0679
"2013-08-22",22.6275
"2013-08-23",22.8876
"2013-08-24",23.0313
"2013-08-25",23.3137
"2013-08-26",23.1796
"2013-08-27",23.2487
"2013-08-28",23.724
"2013-08-29",24.425
"2013-08-30",24.4113
"2013-08-31",24.254
"2013-09-01",24.1516
"2013-09-02",23.724
"2013-09-03",23.058
"2013-09-04",23.2782
"2013-09-05",22.982
"2013-09-06",23.2166
"2013-09-07",23.7641
"2013-09-08",23.6565
"2013-09-09",24.0022
"2013-09-10",23.58
"2013-09-11",23.4798
"2013-09-12",23.9127
"2013-09-13",23.8753
"2013-09-14",23.9454
"2013-09-15",23.6191
"2013-09-16",23.6966
"2013-09-17",23.8128
"2013-09-18",23.7277
"2013-09-19",23.8014
"2013-09-20",23.5828
"2013-09-21",23.3865
"2013-09-22",22.9648
"2013-09-23",23.08
"2013-09-24",22.3683
"2013-09-25",22.8995
"2013-09-26",23.0442
"2013-09-27",23.223
"2013-09-28",22.8324
"2013-09-29",22.8166
"2013-09-30",22.3901
"2013-10-01",23.3773
"2013-10-02",23.3073
"2013-10-03",22.3556
"2013-10-04",21.0387
"2013-10-05",20.3545
"2013-10-06",21.2801
"2013-10-07",22.2064
"2013-10-08",23.0865
"2013-10-09",23.2299
"2013-10-10",23.518
"2013-10-11",23.0841
"2013-10-12",23.0107
"2013-10-13",23.2267
"2013-10-14",23.2013
"2013-10-15",23.0592
"2013-10-16",23.734
"2013-10-17",23.4023
"2013-10-18",23.625
"2013-10-19",23.6815
"2013-10-20",24.0921
"2013-10-21",23.9533
"2013-10-22",24.2768
"2013-10-23",24.1862
"2013-10-24",23.9352
"2013-10-25",23.485
"2013-10-26",23.0146
"2013-10-27",23.6608
"2013-10-28",22.7476
"2013-10-29",22.9102
"2013-10-30",23.2501
"2013-10-31",23.6581
"2013-11-01",24.0267
"2013-11-02",24.5257
"2013-11-03",24.2586
"2013-11-04",24.423
"2013-11-05",24.2647
"2013-11-06",24.2439
"2013-11-07",23.9636
"2013-11-08",23.6509
"2013-11-09",23.8766
"2013-11-10",24.297
"2013-11-11",23.9566
"2013-11-12",22.44
"2013-11-13",22.6193
"2013-11-14",22.3789
"2013-11-15",22.9001
"2013-11-16",23.3684
"2013-11-17",23.8645
"2013-11-18",23.8785
"2013-11-19",23.8337
"2013-11-20",23.2194
"2013-11-21",23.4421
"2013-11-22",23.8715
"2013-11-23",23.7768
"2013-11-24",23.9021
"2013-11-25",23.857
"2013-11-26",23.4316
"2013-11-27",21.3869
"2013-11-28",21.3874
"2013-11-29",21.8259
"2013-11-30",23.9312
"2013-12-01",23.934
"2013-12-02",23.3153
"2013-12-03",23.4188
"2013-12-04",23.531
"2013-12-05",23.4056
"2013-12-06",23.1221
"2013-12-07",23.186
"2013-12-08",22.7576
"2013-12-09",21.2468
"2013-12-10",21.0529
"2013-12-11",22.2201
"2013-12-12",22.5131
"2013-12-13",23.3332
"2013-12-14",23.8075
"2013-12-15",22.8029
"2013-12-16",20.3213
"2013-12-17",19.055
"2013-12-18",21.2156
"2013-12-19",21.936
"2013-12-20",21.8499
"2013-12-21",21.6609
"2013-12-22",19.2899
"2013-12-23",22.0764
"2013-12-24",21.7035
"2013-12-25",20.3116
"2013-12-26",20.3635
"2013-12-27",19.884
"2013-12-28",19.8086
"2013-12-29",19.1954
"2013-12-30",19.8684
"2013-12-31",20.8888
"2014-01-01",20.2144
"2014-01-02",21.3195
"2014-01-03",22.1155
"2014-01-04",21.321
"2014-01-05",22.541
"2014-01-06",22.8922
"2014-01-07",23.1164
"2014-01-08",23.4639
"2014-01-09",22.3641
"2014-01-10",20.9125
"2014-01-11",21.3745
"2014-01-12",22.2012
"2014-01-13",22.5391
"2014-01-14",22.8482
"2014-01-15",22.6493
"2014-01-16",21.9414
"2014-01-17",20.9226
"2014-01-18",21.1057
"2014-01-19",21.3504
"2014-01-20",20.7188
"2014-01-21",22.0076
"2014-01-22",21.6332
"2014-01-23",22.5805
"2014-01-24",21.0628
"2014-01-25",19.3959
"2014-01-26",19.2372
"2014-01-27",19.9598
"2014-01-28",21.5498
"2014-01-29",22.1132
"2014-01-30",22.6221
"2014-01-31",22.5753
"2014-02-01",22.9609
"2014-02-02",22.2716
"2014-02-03",21.1899
"2014-02-04",20.1751
"2014-02-05",19.8061
"2014-02-06",19.7445
"2014-02-07",19.3896
"2014-02-08",18.8653
"2014-02-09",18.7177
"2014-02-10",18.604
"2014-02-11",19.0467
"2014-02-12",19.6924
"2014-02-13",22.0482
"2014-02-14",21.3941
"2014-02-15",21.6826
"2014-02-16",22.8719
"2014-02-17",23.2336
"2014-02-18",22.5144
"2014-02-19",22.7169
"2014-02-20",21.2376
"2014-02-21",20.8516
"2014-02-22",20.9627
"2014-02-23",22.8203
"2014-02-24",23.5235
"2014-02-25",22.9911
"2014-02-26",22.145
"2014-02-27",22.9765
"2014-02-28",22.3528
"2014-03-01",21.0002
"2014-03-02",21.4089
"2014-03-03",22.3105
"2014-03-04",22.6015
"2014-03-05",22.6592
"2014-03-06",22.8534
"2014-03-07",22.5689
"2014-03-08",22.5362
"2014-03-09",21.9647
"2014-03-10",20.9183
"2014-03-11",20.3961
"2014-03-12",20.7162
"2014-03-13",20.1231
"2014-03-14",20.0815
"2014-03-15",20.7511
"2014-03-16",22.056
"2014-03-17",23.0626
"2014-03-18",23.0236
"2014-03-19",24.2177
"2014-03-20",23.7366
"2014-03-21",24.0155
"2014-03-22",23.1484
"2014-03-23",22.5729
"2014-03-24",22.8106
"2014-03-25",22.3444
"2014-03-26",22.2317
"2014-03-27",22.9681
"2014-03-28",22.9583
"2014-03-29",21.3599
"2014-03-30",20.7141
"2014-03-31",21.7799
"2014-04-01",23.0103
"2014-04-02",24.1071
"2014-04-03",23.9252
"2014-04-04",23.7221
"2014-04-05",24.5524
"2014-04-06",24.4021
"2014-04-07",23.7208
"2014-04-08",24.3871
"2014-04-09",24.5638
"2014-04-10",23.9816
"2014-04-11",24.4986
"2014-04-12",24.5706
"2014-04-13",24.6793
"2014-04-14",23.9555
"2014-04-15",23.6784
"2014-04-16",22.72
"2014-04-17",23.0833
"2014-04-18",23.4476
"2014-04-19",24.119
"2014-04-20",24.3026
"2014-04-21",24.3965
"2014-04-22",24.7407
"2014-04-23",25.0865
"2014-04-24",24.7144
"2014-04-25",25.4038
"2014-04-26",25.2213
"2014-04-27",24.9181
"2014-04-28",24.0761
"2014-04-29",24.4077
"2014-04-30",24.7823
"2014-05-01",24.897
"2014-05-02",24.7909
"2014-05-03",24.6005
"2014-05-04",24.8862
"2014-05-05",24.6376
"2014-05-06",25.0246
"2014-05-07",24.6945
"2014-05-08",24.8357
"2014-05-09",25.4182
"2014-05-10",25.4745
"2014-05-11",25.6884
"2014-05-12",25.7956
"2014-05-13",25.4842
"2014-05-14",25.4387
"2014-05-15",25.472
"2014-05-16",25.1695
"2014-05-17",24.4646
"2014-05-18",24.9976
"2014-05-19",24.4427
"2014-05-20",23.7996
"2014-05-21",24.1853
"2014-05-22",23.4648
"2014-05-23",24.7377
"2014-05-24",25.0868
"2014-05-25",25.1803
"2014-05-26",24.8767
"2014-05-27",24.9844
"2014-05-28",24.7763
"2014-05-29",24.6993
"2014-05-30",24.8367
"2014-05-31",24.9718
"2014-06-01",25.474
"2014-06-02",25.2456
"2014-06-03",25.143
"2014-06-04",24.5594
"2014-06-05",24.4773
"2014-06-06",24.3557
"2014-06-07",23.8104
"2014-06-08",23.6627
"2014-06-09",23.9568
"2014-06-10",23.5613
"2014-06-11",24.1461
"2014-06-12",24.4513
"2014-06-13",24.3211
"2014-06-14",24.4285
"2014-06-15",23.6963
"2014-06-16",23.5987
"2014-06-17",23.662
"2014-06-18",23.8035
"2014-06-19",23.9217
"2014-06-20",23.8907
"2014-06-21",23.8816
"2014-06-22",23.8195
"2014-06-23",23.5926
"2014-06-24",23.9413
"2014-06-25",24.074
"2014-06-26",23.566
"2014-06-27",23.7249
"2014-06-28",23.8534
"2014-06-29",23.8266
"2014-06-30",23.976
"2014-07-01",24.5481
"2014-07-02",23.766
"2014-07-03",23.6567
"2014-07-04",23.4078
"2014-07-05",24.1322
"2014-07-06",24.6384
"2014-07-07",23.973
"2014-07-08",23.9604
"2014-07-09",24.1187
"2014-07-10",23.5063
"2014-07-11",23.3994
"2014-07-12",23.2065
"2014-07-13",23.2852
"2014-07-14",23.104
"2014-07-15",23.1372
"2014-07-16",23.2075
"2014-07-17",23.1122
"2014-07-18",23.2801
"2014-07-19",23.282
"2014-07-20",23.4358
"2014-07-21",23.064
"2014-07-22",23.2168
"2014-07-23",23.0493
"2014-07-24",23.3837
"2014-07-25",23.3207
"2014-07-26",23.7051
"2014-07-27",24.1031
"2014-07-28",23.4119
"2014-07-29",22.979
"2014-07-30",22.9194
"2014-07-31",23.5601
"2014-08-01",23.6117
"2014-08-02",23.7959
"2014-08-03",23.5461
"2014-08-04",23.3557
"2014-08-05",23.3221
"2014-08-06",23.4569
"2014-08-07",24.2379
"2014-08-08",24.17
"2014-08-09",23.8139
"2014-08-10",24.4506
"2014-08-11",24.245
"2014-08-12",23.7227
"2014-08-13",23.5888
"2014-08-14",23.4272
"2014-08-15",24.0135
"2014-08-16",23.9602
"2014-08-17",24.1836
"2014-08-18",23.9393
"2014-08-19",23.9084
"2014-08-20",23.7105
"2014-08-21",23.8557
"2014-08-22",23.8778
"2014-08-23",23.2854
"2014-08-24",23.5639
"2014-08-25",23.1038
"2014-08-26",22.5247
"2014-08-27",23.0014
"2014-08-28",23.1318
"2014-08-29",22.8445
"2014-08-30",22.7596
"2014-08-31",23.0567
"2014-09-01",23.2426
"2014-09-02",23.3405
"2014-09-03",23.3437
"2014-09-04",23.1057
"2014-09-05",23.7329
"2014-09-06",23.6607
"2014-09-07",23.2182
"2014-09-08",23.0125
"2014-09-09",22.7109
"2014-09-10",23.1599
"2014-09-11",23.3165
"2014-09-12",23.4364
"2014-09-13",23.4693
"2014-09-14",23.8868
"2014-09-15",23.5435
"2014-09-16",22.964
"2014-09-17",22.8084
"2014-09-18",23.1742
"2014-09-19",22.6573
"2014-09-20",22.8975
"2014-09-21",23.2276
"2014-09-22",23.5448
"2014-09-23",22.933
"2014-09-24",23.5011
"2014-09-25",23.6778
"2014-09-26",24.3115
"2014-09-27",24.171
"2014-09-28",24.3455
"2014-09-29",24.5478
"2014-09-30",24.1183
"2014-10-01",24.101
"2014-10-02",24.4604
"2014-10-03",24.1464
"2014-10-04",24.4087
"2014-10-05",24.7863
"2014-10-06",24.6192
"2014-10-07",24.4752
"2014-10-08",24.7284
"2014-10-09",25.0278
"2014-10-10",24.8455
"2014-10-11",23.9216
"2014-10-12",23.6949
"2014-10-13",23.0794
"2014-10-14",24.2425
"2014-10-15",24.1653
"2014-10-16",24.3303
"2014-10-17",24.2194
"2014-10-18",23.8599
"2014-10-19",23.9179
"2014-10-20",24.1862
"2014-10-21",24.0104
"2014-10-22",24.3552
"2014-10-23",24.1041
"2014-10-24",24.0532
"2014-10-25",24.4148
"2014-10-26",24.1991
"2014-10-27",24.3222
"2014-10-28",24.7642
"2014-10-29",24.7071
"2014-10-30",24.2165
"2014-10-31",22.715
"2014-11-01",23.4741
"2014-11-02",23.5381
"2014-11-03",24.0292
"2014-11-04",22.6575
"2014-11-05",24.0943
"2014-11-06",22.7678
"2014-11-07",22.3974
"2014-11-08",22.8425
"2014-11-09",23.8246
"2014-11-10",23.5804
"2014-11-11",23.8994
"2014-11-12",24.2796
"2014-11-13",24.1002
"2014-11-14",24.6981
"2014-11-15",25.0142
"2014-11-16",24.1018
"2014-11-17",24.3
"2014-11-18",23.9032
"2014-11-19",24.0794
"2014-11-20",24.3479
"2014-11-21",24.1809
"2014-11-22",23.9878
"2014-11-23",23.4293
"2014-11-24",23.8483
"2014-11-25",22.754
"2014-11-26",23.1735
"2014-11-27",24.1542
"2014-11-28",23.42
"2014-11-29",22.5245
"2014-11-30",24.4491
"2014-12-01",24.2222
"2014-12-02",24.1731
"2014-12-03",22.0599
"2014-12-04",20.7433
"2014-12-05",21.7539
"2014-12-06",23.0598
"2014-12-07",24.0116
"2014-12-08",23.9088
"2014-12-09",24.1547
"2014-12-10",24.1719
"2014-12-11",24.2978
"2014-12-12",23.7904
"2014-12-13",24.0288
"2014-12-14",23.9939
"2014-12-15",24.3452
"2014-12-16",24.2967
"2014-12-17",23.7858
"2014-12-18",24.3831
"2014-12-19",23.8749
"2014-12-20",22.3739
"2014-12-21",23.6061
"2014-12-22",23.3384
"2014-12-23",23.8807
"2014-12-24",24.0951
"2014-12-25",23.456
"2014-12-26",22.0164
"2014-12-27",22.8228
"2014-12-28",23.8839
"2014-12-29",23.2992
"2014-12-30",22.8411
"2014-12-31",23.6359
"2015-01-01",24.2072
"2015-01-02",23.478
"2015-01-03",23.8364
"2015-01-04",23.36
"2015-01-05",23.2635
"2015-01-06",22.3187
"2015-01-07",21.5681
"2015-01-08",21.4775
"2015-01-09",21.4816
"2015-01-10",19.3303
"2015-01-11",18.9445
"2015-01-12",18.6035
"2015-01-13",20.5923
"2015-01-14",20.9267
"2015-01-15",20.6988
"2015-01-16",22.5766
"2015-01-17",22.7506
"2015-01-18",21.7805
"2015-01-19",20.449
"2015-01-20",20.8589
"2015-01-21",20.9944
"2015-01-22",22.7835
"2015-01-23",23.1226
"2015-01-24",22.8701
"2015-01-25",21.994
"2015-01-26",21.1272
"2015-01-27",22.1608
"2015-01-28",22.1043
"2015-01-29",22.1744
"2015-01-30",21.1052
"2015-01-31",19.4564
"2015-02-01",21.5953
"2015-02-02",21.6852
"2015-02-03",22.5757
"2015-02-04",23.4964
"2015-02-05",23.2649
"2015-02-06",22.6689
"2015-02-07",22.3061
"2015-02-08",22.2805
"2015-02-09",22.7315
"2015-02-10",23.0956
"2015-02-11",23.3186
"2015-02-12",23.3452
"2015-02-13",23.7389
"2015-02-14",22.0741
"2015-02-15",20.3559
"2015-02-16",20.7122
"2015-02-17",20.2103
"2015-02-18",19.0029
"2015-02-19",19.5831
"2015-02-20",20.1394
"2015-02-21",21.2722
"2015-02-22",21.0835
"2015-02-23",21.4514
"2015-02-24",23.4911
"2015-02-25",23.8358
"2015-02-26",23.8498
"2015-02-27",23.5938
"2015-02-28",23.5941
"2015-03-01",23.707
"2015-03-02",23.0495
"2015-03-03",23.0274
"2015-03-04",23.4159
"2015-03-05",23.9709
"2015-03-06",23.5932
"2015-03-07",22.4147
"2015-03-08",22.3125
"2015-03-09",22.3994
"2015-03-10",20.9379
"2015-03-11",21.4126
"2015-03-12",23.2934
"2015-03-13",22.9368
"2015-03-14",23.7433
"2015-03-15",24.0769
"2015-03-16",23.501
"2015-03-17",22.2989
"2015-03-18",22.1345
"2015-03-19",21.6951
"2015-03-20",22.4134
"2015-03-21",22.7438
"2015-03-22",23.2746
"2015-03-23",23.1394
"2015-03-24",22.8763
"2015-03-25",22.779
"2015-03-26",23.7964
"2015-03-27",24.537
"2015-03-28",24.4529
"2015-03-29",24.389
"2015-03-30",24.4391
"2015-03-31",24.6251
"2015-04-01",24.5611
"2015-04-02",24.3791
"2015-04-03",24.6931
"2015-04-04",24.9907
"2015-04-05",24.5671
"2015-04-06",24.3553
"2015-04-07",24.3499
"2015-04-08",24.4764
"2015-04-09",24.4461
"2015-04-10",24.0821
"2015-04-11",24.151
"2015-04-12",23.9626
"2015-04-13",22.712
"2015-04-14",23.7691
"2015-04-15",24.3588
"2015-04-16",24.4686
"2015-04-17",24.1004
"2015-04-18",24.3524
"2015-04-19",24.3306
"2015-04-20",24.5964
"2015-04-21",24.4517
"2015-04-22",24.801
"2015-04-23",24.6032
"2015-04-24",24.4081
"2015-04-25",24.3128
"2015-04-26",24.3213
"2015-04-27",24.434
"2015-04-28",24.6766
"2015-04-29",24.7242
"2015-04-30",24.7209
"2015-05-01",25.0639
"2015-05-02",25.4078
"2015-05-03",24.5502
"2015-05-04",24.3222
"2015-05-05",24.23
"2015-05-06",24.7612
"2015-05-07",24.9607
"2015-05-08",25.3353
"2015-05-09",25.2442
"2015-05-10",25.1167
"2015-05-11",24.9927
"2015-05-12",25.1867
"2015-05-13",24.9348
"2015-05-14",25.4867
"2015-05-15",25.5395
"2015-05-16",25.1667
"2015-05-17",24.7624
"2015-05-18",25.1877
"2015-05-19",25.3781
"2015-05-20",25.2514
"2015-05-21",25.5477
"2015-05-22",25.5497
"2015-05-23",25.4155
"2015-05-24",25.4524
"2015-05-25",25.7378
"2015-05-26",25.8551
"2015-05-27",25.0565
"2015-05-28",25.667
"2015-05-29",25.6995
"2015-05-30",25.5626
"2015-05-31",25.3889
"2015-06-01",24.8608
"2015-06-02",25.0478
"2015-06-03",25.4023
"2015-06-04",24.9853
"2015-06-05",24.6792
"2015-06-06",24.9648
"2015-06-07",24.9693
"2015-06-08",24.891
"2015-06-09",24.7039
"2015-06-10",24.8945
"2015-06-11",25.0438
"2015-06-12",24.5124
"2015-06-13",24.3674
"2015-06-14",24.6836
"2015-06-15",25.2985
"2015-06-16",24.9592
"2015-06-17",25.0394
"2015-06-18",25.1301
"2015-06-19",24.6852
"2015-06-20",24.7265
"2015-06-21",24.1441
"2015-06-22",24.284
"2015-06-23",24.6125
"2015-06-24",24.5229
"2015-06-25",24.5259
"2015-06-26",24.6905
"2015-06-27",24.5485
"2015-06-28",24.6051
"2015-06-29",24.6623
"2015-06-30",24.3245
"2015-07-01",24.2518
"2015-07-02",24.3307
"2015-07-03",24.2218
"2015-07-04",24.5741
"2015-07-05",24.5782
"2015-07-06",23.5964
"2015-07-07",23.423
"2015-07-08",23.9385
"2015-07-09",24.1307
"2015-07-10",24.8418
"2015-07-11",24.8682
"2015-07-12",24.2374
"2015-07-13",24.077
"2015-07-14",24.2221
"2015-07-15",24.492
"2015-07-16",24.6184
"2015-07-17",24.2194
"2015-07-18",24.3223
"2015-07-19",24.2107
"2015-07-20",24.0279
"2015-07-21",24.2441
"2015-07-22",24.4257
"2015-07-23",23.8258
"2015-07-24",23.4604
"2015-07-25",23.7011
"2015-07-26",23.8751
"2015-07-27",23.8427
"2015-07-28",23.7616
"2015-07-29",24.0406
"2015-07-30",23.2191
"2015-07-31",23.3739
"2015-08-01",23.551
"2015-08-02",24.1048
"2015-08-03",23.8248
"2015-08-04",23.7176
"2015-08-05",23.862
"2015-08-06",23.8604
"2015-08-07",23.6479
"2015-08-08",23.5752
"2015-08-09",23.7435
"2015-08-10",24.2534
"2015-08-11",24.0346
"2015-08-12",24.0142
"2015-08-13",24.036
"2015-08-14",23.8875
"2015-08-15",24.824
"2015-08-16",24.1367
"2015-08-17",24.3546
"2015-08-18",24.683
"2015-08-19",24.4749
"2015-08-20",24.3833
"2015-08-21",24.2204
"2015-08-22",24.2979
"2015-08-23",24.7603
"2015-08-24",24.2358
"2015-08-25",24.3586
"2015-08-26",23.3252
"2015-08-27",23.6431
"2015-08-28",23.7936
"2015-08-29",23.9423
"2015-08-30",24.2114
"2015-08-31",23.7121
"2015-09-01",24.0323
"2015-09-02",24.4592
"2015-09-03",24.7051
"2015-09-04",24.78
"2015-09-05",24.5091
"2015-09-06",24.2395
"2015-09-07",23.4593
"2015-09-08",24.2238
"2015-09-09",24.326
"2015-09-10",24.3773
"2015-09-11",24.2129
"2015-09-12",23.9351
"2015-09-13",24.4004
"2015-09-14",23.3994
"2015-09-15",24.281
"2015-09-16",24.202
"2015-09-17",24.5656
"2015-09-18",24.6392
"2015-09-19",24.2653
"2015-09-20",24.4415
"2015-09-21",24.6037
"2015-09-22",23.8041
"2015-09-23",24.68
"2015-09-24",24.5692
"2015-09-25",24.1754
"2015-09-26",23.9018
"2015-09-27",24.5734
"2015-09-28",24.3127
"2015-09-29",24.1184
"2015-09-30",23.9617
"2015-10-01",24.3117
"2015-10-02",24.8113
"2015-10-03",24.753
"2015-10-04",24.8947
"2015-10-05",24.6653
"2015-10-06",24.9803
"2015-10-07",24.5132
"2015-10-08",24.5588
"2015-10-09",23.6112
"2015-10-10",24.4913
"2015-10-11",24.5797
"2015-10-12",24.7954
"2015-10-13",24.6512
"2015-10-14",24.4512
"2015-10-15",24.098
"2015-10-16",23.7429
"2015-10-17",24.5283
"2015-10-18",24.8026
"2015-10-19",24.8881
"2015-10-20",24.6926
"2015-10-21",24.6238
"2015-10-22",24.8163
"2015-10-23",24.8538
"2015-10-24",24.6655
"2015-10-25",23.6188
"2015-10-26",24.024
"2015-10-27",24.3086
"2015-10-28",24.1882
"2015-10-29",24.5428
"2015-10-30",24.5282
"2015-10-31",24.2838
"2015-11-01",24.2443
"2015-11-02",24.3069
"2015-11-03",24.3606
"2015-11-04",24.3708
"2015-11-05",24.2858
"2015-11-06",24.1554
"2015-11-07",24.5564
"2015-11-08",24.4193
"2015-11-09",24.2477
"2015-11-10",25.0596
"2015-11-11",24.7757
"2015-11-12",24.7048
"2015-11-13",24.4685
"2015-11-14",24.2749
"2015-11-15",24.4596
"2015-11-16",23.8744
