,"(deg C) Mean Dew Point Temperature (ERA5) at Trincomalee, 2007-01-01 to 2025-12-31"
"2012-11-28",22.001
"2012-11-29",21.303
"2012-11-30",20.2982
"2012-12-01",20.2328
"2012-12-02",21.6508
"2012-12-03",23.3597
"2012-12-04",23.5255
"2012-12-05",23.6722
"2012-12-06",24.3843
"2012-12-07",24.1007
"2012-12-08",23.917
"2012-12-09",22.1238
"2012-12-10",21.2983
"2012-12-11",21.6555
"2012-12-12",21.5144
"2012-12-13",20.8882
"2012-12-14",21.5535
"2012-12-15",23.2933
"2012-12-16",22.8044
"2012-12-17",22.9752
"2012-12-18",22.3438
"2012-12-19",23.2848
"2012-12-20",23.4824
"2012-12-21",23.1042
"2012-12-22",23.0009
"2012-12-23",22.6423
"2012-12-24",23.5183
"2012-12-25",23.9105
"2012-12-26",24.054
"2012-12-27",23.9798
"2012-12-28",24.3507
"2012-12-29",24.7206
"2012-12-30",24.4846
"2012-12-31",23.4292
"2013-01-01",22.7637
"2013-01-02",22.6534
"2013-01-03",23.4585
"2013-01-04",24.1446
"2013-01-05",23.1187
"2013-01-06",22.5647
"2013-01-07",23.3857
"2013-01-08",23.698
"2013-01-09",23.62
"2013-01-10",23.4547
"2013-01-11",22.1946
"2013-01-12",20.3153
"2013-01-13",19.4125
"2013-01-14",19.5908
"2013-01-15",19.899
"2013-01-16",19.6862
"2013-01-17",19.5465
"2013-01-18",19.294
"2013-01-19",20.9681
"2013-01-20",23.4122
"2013-01-21",21.3712
"2013-01-22",21.6991
"2013-01-23",23.3963
"2013-01-24",22.8271
"2013-01-25",21.8499
"2013-01-26",21.1769
"2013-01-27",20.5218
"2013-01-28",20.5528
"2013-01-29",20.4017
"2013-01-30",20.5805
"2013-01-31",20.1515
"2013-02-01",21.3608
"2013-02-02",22.2653
"2013-02-03",22.6155
"2013-02-04",22.8603
"2013-02-05",23.1101
"2013-02-06",23.3332
"2013-02-07",22.9349
"2013-02-08",23.3097
"2013-02-09",23.0869
"2013-02-10",22.1618
"2013-02-11",22.9122
"2013-02-12",23.31
"2013-02-13",23.8446
"2013-02-14",23.468
"2013-02-15",23.5902
"2013-02-16",23.6105
"2013-02-17",23.7595
"2013-02-18",23.8505
"2013-02-19",24.0174
"2013-02-20",22.6502
"2013-02-21",21.2881
"2013-02-22",21.105
"2013-02-23",20.3293
"2013-02-24",20.9655
"2013-02-25",21.4896
"2013-02-26",21.1375
"2013-02-27",21.3949
"2013-02-28",21.6398
"2013-03-01",21.491
"2013-03-02",21.8617
"2013-03-03",21.5037
"2013-03-04",24.0469
"2013-03-05",24.2589
"2013-03-06",24.6389
"2013-03-07",24.5616
"2013-03-08",24.5318
"2013-03-09",24.0045
"2013-03-10",24.3196
"2013-03-11",24.1988
"2013-03-12",23.3872
"2013-03-13",23.3415
"2013-03-14",24.1284
"2013-03-15",24.2427
"2013-03-16",23.7795
"2013-03-17",22.4653
"2013-03-18",22.4274
"2013-03-19",23.3316
"2013-03-20",23.5027
"2013-03-21",21.8318
"2013-03-22",21.882
"2013-03-23",23.8988
"2013-03-24",24.723
"2013-03-25",24.1309
"2013-03-26",24.1597
"2013-03-27",24.4262
"2013-03-28",24.7263
"2013-03-29",24.7894
"2013-03-30",24.261
"2013-03-31",23.9409
"2013-04-01",24.0135
"2013-04-02",23.7902
"2013-04-03",22.6143
"2013-04-04",23.2413
"2013-04-05",23.515
"2013-04-06",24.4454
"2013-04-07",24.671
"2013-04-08",24.9474
"2013-04-09",24.3119
"2013-04-10",24.2354
"2013-04-11",24.1634
"2013-04-12",24.8072
"2013-04-13",24.5612
"2013-04-14",24.5637
"2013-04-15",24.5004
"2013-04-16",24.3013
"2013-04-17",23.9038
"2013-04-18",23.5912
"2013-04-19",23.9936
"2013-04-20",24.1261
"2013-04-21",24.7166
"2013-04-22",24.3913
"2013-04-23",24.6746
"2013-04-24",24.8357
"2013-04-25",24.4791
"2013-04-26",24.2836
"2013-04-27",23.8686
"2013-04-28",23.9828
"2013-04-29",23.7941
"2013-04-30",24.6902
"2013-05-01",24.7601
"2013-05-02",25.1522
"2013-05-03",24.749
"2013-05-04",25.0167
"2013-05-05",25.0966
"2013-05-06",24.9992
"2013-05-07",24.6248
"2013-05-08",24.7439
"2013-05-09",24.329
"2013-05-10",24.6804
"2013-05-11",24.9624
"2013-05-12",24.8141
"2013-05-13",24.0901
"2013-05-14",23.9031
"2013-05-15",22.7536
"2013-05-16",22.5426
"2013-05-17",23.1409
"2013-05-18",23.6968
"2013-05-19",24.1236
"2013-05-20",23.5902
"2013-05-21",23.3751
"2013-05-22",23.2981
"2013-05-23",23.4604
"2013-05-24",23.7401
"2013-05-25",23.4896
"2013-05-26",23.2133
"2013-05-27",22.8205
"2013-05-28",22.6576
"2013-05-29",23.1399
"2013-05-30",23.8077
"2013-05-31",23.2958
"2013-06-01",23.3088
"2013-06-02",22.3665
"2013-06-03",22.2594
"2013-06-04",22.8635
"2013-06-05",23.5031
"2013-06-06",23.1665
"2013-06-07",22.5825
"2013-06-08",22.2597
"2013-06-09",22.3691
"2013-06-10",22.6166
"2013-06-11",22.519
"2013-06-12",22.5512
"2013-06-13",22.6219
"2013-06-14",22.1891
"2013-06-15",22.6255
"2013-06-16",22.7707
"2013-06-17",22.4322
"2013-06-18",22.4983
"2013-06-19",22.5748
"2013-06-20",22.2316
"2013-06-21",22.7601
"2013-06-22",23.2288
"2013-06-23",22.8919
"2013-06-24",22.4294
"2013-06-25",22.3519
"2013-06-26",22.3679
"2013-06-27",22.6734
"2013-06-28",22.8721
"2013-06-29",22.6306
"2013-06-30",22.5347
"2013-07-01",21.7394
"2013-07-02",21.9802
"2013-07-03",21.5126
"2013-07-04",22.2783
"2013-07-05",23.6558
"2013-07-06",23.8148
"2013-07-07",23.8775
"2013-07-08",23.234
"2013-07-09",22.7799
"2013-07-10",22.7497
"2013-07-11",22.7751
"2013-07-12",22.7384
"2013-07-13",22.2792
"2013-07-14",22.8786
"2013-07-15",23.1981
"2013-07-16",22.6206
"2013-07-17",22.5615
"2013-07-18",22.5594
"2013-07-19",22.3099
"2013-07-20",22.3661
"2013-07-21",22.4174
"2013-07-22",22.3468
"2013-07-23",21.6063
"2013-07-24",22.0356
"2013-07-25",22.0959
"2013-07-26",22.0259
"2013-07-27",21.8712
"2013-07-28",22.7339
"2013-07-29",23.0447
"2013-07-30",21.7529
"2013-07-31",21.1248
"2013-08-01",21.5541
"2013-08-02",22.2952
"2013-08-03",22.3427
"2013-08-04",22.8361
"2013-08-05",21.6724
"2013-08-06",22.2208
"2013-08-07",22.615
"2013-08-08",23.1226
"2013-08-09",23.4273
"2013-08-10",23.5075
"2013-08-11",23.3668
"2013-08-12",23.7969
"2013-08-13",22.9258
"2013-08-14",23.3335
"2013-08-15",22.2545
"2013-08-16",22.0101
"2013-08-17",22.4044
"2013-08-18",22.4199
"2013-08-19",21.6341
"2013-08-20",21.6537
"2013-08-21",22.1469
"2013-08-22",21.5631
"2013-08-23",21.7661
"2013-08-24",22.0098
"2013-08-25",22.3253
"2013-08-26",22.7215
"2013-08-27",22.6479
"2013-08-28",23.1121
"2013-08-29",23.8173
"2013-08-30",23.9844
"2013-08-31",23.8609
"2013-09-01",23.7848
"2013-09-02",22.8466
"2013-09-03",22.0703
"2013-09-04",22.4402
"2013-09-05",22.2993
"2013-09-06",22.1103
"2013-09-07",23.3462
"2013-09-08",23.1883
"2013-09-09",23.1894
"2013-09-10",23.0426
"2013-09-11",22.8253
"2013-09-12",23.0917
"2013-09-13",22.9326
"2013-09-14",22.9607
"2013-09-15",22.7157
"2013-09-16",22.8427
"2013-09-17",23.1383
"2013-09-18",22.939
"2013-09-19",22.8555
"2013-09-20",22.8387
"2013-09-21",22.5846
"2013-09-22",21.9467
"2013-09-23",22.0559
"2013-09-24",21.4448
"2013-09-25",22.0384
"2013-09-26",21.843
"2013-09-27",22.1644
"2013-09-28",21.848
"2013-09-29",21.7076
"2013-09-30",21.1764
"2013-10-01",22.3279
"2013-10-02",22.4273
"2013-10-03",21.6787
"2013-10-04",21.0855
"2013-10-05",19.9798
"2013-10-06",19.4699
"2013-10-07",21.2979
"2013-10-08",21.8497
"2013-10-09",22.2727
"2013-10-10",22.3531
"2013-10-11",21.905
"2013-10-12",21.9086
"2013-10-13",22.3371
"2013-10-14",22.3533
"2013-10-15",22.3522
"2013-10-16",23.3975
"2013-10-17",22.8617
"2013-10-18",23.2857
"2013-10-19",23.2901
"2013-10-20",23.7921
"2013-10-21",23.4781
"2013-10-22",23.2832
"2013-10-23",23.1742
"2013-10-24",22.9452
"2013-10-25",22.8568
"2013-10-26",22.1963
"2013-10-27",23.1784
"2013-10-28",22.3034
"2013-10-29",22.503
"2013-10-30",23.0807
"2013-10-31",23.4199
"2013-11-01",23.8104
"2013-11-02",24.3061
"2013-11-03",24.3427
"2013-11-04",24.2568
"2013-11-05",24.2605
"2013-11-06",24.105
"2013-11-07",23.7854
"2013-11-08",23.5852
"2013-11-09",23.7569
"2013-11-10",24.0137
"2013-11-11",24.0674
"2013-11-12",22.7092
"2013-11-13",22.7852
"2013-11-14",22.1976
"2013-11-15",22.5121
"2013-11-16",23.481
"2013-11-17",23.986
"2013-11-18",23.9147
"2013-11-19",23.7383
"2013-11-20",23.0381
"2013-11-21",23.6396
"2013-11-22",23.8856
"2013-11-23",23.7252
"2013-11-24",23.8403
"2013-11-25",23.692
"2013-11-26",23.4207
"2013-11-27",21.4204
"2013-11-28",21.2188
"2013-11-29",21.6761
"2013-11-30",23.7354
"2013-12-01",23.8006
"2013-12-02",23.0625
"2013-12-03",23.1649
"2013-12-04",23.2174
"2013-12-05",23.171
"2013-12-06",23.1663
"2013-12-07",23.0778
"2013-12-08",22.7001
"2013-12-09",21.2995
"2013-12-10",20.6005
"2013-12-11",21.1731
"2013-12-12",22.6613
"2013-12-13",23.373
"2013-12-14",23.8214
"2013-12-15",22.9509
"2013-12-16",20.7525
"2013-12-17",19.8788
"2013-12-18",21.7103
"2013-12-19",22.3884
"2013-12-20",22.3509
"2013-12-21",22.3984
"2013-12-22",19.2799
"2013-12-23",21.8823
"2013-12-24",21.9509
"2013-12-25",20.4659
"2013-12-26",20.7031
"2013-12-27",20.5319
"2013-12-28",20.5982
"2013-12-29",19.6748
"2013-12-30",20.6869
"2013-12-31",21.2286
"2014-01-01",20.3591
"2014-01-02",21.9174
"2014-01-03",22.7519
"2014-01-04",21.4617
"2014-01-05",22.2235
"2014-01-06",22.9609
"2014-01-07",23.3669
"2014-01-08",23.5483
"2014-01-09",22.5723
"2014-01-10",21.3437
"2014-01-11",21.8025
"2014-01-12",22.6629
"2014-01-13",22.5472
"2014-01-14",23.0293
"2014-01-15",23.0597
"2014-01-16",22.2471
"2014-01-17",21.0265
"2014-01-18",21.5746
"2014-01-19",21.2024
"2014-01-20",20.826
"2014-01-21",22.2896
"2014-01-22",21.7594
"2014-01-23",22.657
"2014-01-24",20.9478
"2014-01-25",19.3111
"2014-01-26",19.448
"2014-01-27",20.3216
"2014-01-28",21.7929
"2014-01-29",22.3516
"2014-01-30",22.7032
"2014-01-31",22.8909
"2014-02-01",23.1578
"2014-02-02",21.9722
"2014-02-03",21.3474
"2014-02-04",20.2527
"2014-02-05",19.7329
"2014-02-06",19.5507
"2014-02-07",19.2915
"2014-02-08",18.8724
"2014-02-09",18.5535
"2014-02-10",18.5591
"2014-02-11",18.8411
"2014-02-12",19.3796
"2014-02-13",22.0373
"2014-02-14",21.7718
"2014-02-15",21.6849
"2014-02-16",22.5771
"2014-02-17",22.9307
"2014-02-18",22.6396
"2014-02-19",22.948
"2014-02-20",21.6909
"2014-02-21",21.0867
"2014-02-22",21.4062
"2014-02-23",23.3481
"2014-02-24",23.2008
"2014-02-25",22.9599
"2014-02-26",22.3109
"2014-02-27",22.9064
"2014-02-28",22.352
"2014-03-01",21.1256
"2014-03-02",21.7563
"2014-03-03",22.572
"2014-03-04",22.7524
"2014-03-05",22.9329
"2014-03-06",23.1474
"2014-03-07",22.5918
"2014-03-08",22.5666
"2014-03-09",22.0013
"2014-03-10",21.2346
"2014-03-11",20.3499
"2014-03-12",20.9586
"2014-03-13",20.1743
"2014-03-14",19.8505
"2014-03-15",20.9037
"2014-03-16",22.1659
"2014-03-17",23.223
"2014-03-18",23.3292
"2014-03-19",24.0464
"2014-03-20",23.5187
"2014-03-21",23.9955
"2014-03-22",22.7654
"2014-03-23",22.4994
"2014-03-24",22.8493
"2014-03-25",22.6831
"2014-03-26",22.3314
"2014-03-27",23.1242
"2014-03-28",22.8851
"2014-03-29",21.7911
"2014-03-30",20.6968
"2014-03-31",20.867
"2014-04-01",22.3125
"2014-04-02",23.5668
"2014-04-03",23.6178
"2014-04-04",23.41
"2014-04-05",24.1756
"2014-04-06",23.9143
"2014-04-07",23.5248
"2014-04-08",23.1721
"2014-04-09",23.1113
"2014-04-10",22.8726
"2014-04-11",23.2392
"2014-04-12",23.5206
"2014-04-13",23.6364
"2014-04-14",23.0247
"2014-04-15",22.7919
"2014-04-16",22.2716
"2014-04-17",21.9074
"2014-04-18",22.755
"2014-04-19",23.8622
"2014-04-20",24.3945
"2014-04-21",24.257
"2014-04-22",24.4421
"2014-04-23",24.6097
"2014-04-24",24.1601
"2014-04-25",24.7481
"2014-04-26",24.6508
"2014-04-27",24.5447
"2014-04-28",23.792
"2014-04-29",24.073
"2014-04-30",24.4294
"2014-05-01",24.6341
"2014-05-02",24.6854
"2014-05-03",24.4079
"2014-05-04",24.898
"2014-05-05",24.7389
"2014-05-06",24.8909
"2014-05-07",24.5885
"2014-05-08",24.4964
"2014-05-09",24.956
"2014-05-10",24.81
"2014-05-11",24.8883
"2014-05-12",24.9161
"2014-05-13",24.6093
"2014-05-14",24.6459
"2014-05-15",24.4098
"2014-05-16",24.0666
"2014-05-17",23.5691
"2014-05-18",24.0238
"2014-05-19",23.5321
"2014-05-20",23.6838
"2014-05-21",23.5794
"2014-05-22",22.947
"2014-05-23",23.9764
"2014-05-24",24.3615
"2014-05-25",24.4012
"2014-05-26",24.0004
"2014-05-27",24.2426
"2014-05-28",23.9207
"2014-05-29",24.0186
"2014-05-30",24.02
"2014-05-31",24.5014
"2014-06-01",24.796
"2014-06-02",24.4368
"2014-06-03",24.4666
"2014-06-04",23.7104
"2014-06-05",23.4133
"2014-06-06",23.1705
"2014-06-07",22.9579
"2014-06-08",22.5922
"2014-06-09",22.6161
"2014-06-10",22.3607
"2014-06-11",23.052
"2014-06-12",23.3163
"2014-06-13",23.3095
"2014-06-14",23.6205
"2014-06-15",22.831
"2014-06-16",22.5741
"2014-06-17",22.2297
"2014-06-18",22.4183
"2014-06-19",22.8139
"2014-06-20",22.596
"2014-06-21",22.7974
"2014-06-22",22.7724
"2014-06-23",22.4086
"2014-06-24",22.7975
"2014-06-25",23.0897
"2014-06-26",22.7955
"2014-06-27",22.5468
"2014-06-28",22.924
"2014-06-29",22.9699
"2014-06-30",23.2324
"2014-07-01",23.4639
"2014-07-02",22.5767
"2014-07-03",23.1809
"2014-07-04",22.9093
"2014-07-05",23.6604
"2014-07-06",24.0214
"2014-07-07",23.1081
"2014-07-08",23.0467
"2014-07-09",22.9533
"2014-07-10",22.1585
"2014-07-11",22.0861
"2014-07-12",21.6488
"2014-07-13",21.6321
"2014-07-14",21.8877
"2014-07-15",21.8374
"2014-07-16",22.0532
"2014-07-17",21.8312
"2014-07-18",22.2867
"2014-07-19",22.0245
"2014-07-20",22.0515
"2014-07-21",21.6441
"2014-07-22",21.8643
"2014-07-23",21.7364
"2014-07-24",21.9399
"2014-07-25",22.085
"2014-07-26",22.8735
"2014-07-27",23.2782
"2014-07-28",22.2803
"2014-07-29",21.6008
"2014-07-30",21.5664
"2014-07-31",22.3965
"2014-08-01",22.5358
"2014-08-02",23.0338
"2014-08-03",22.5909
"2014-08-04",22.1634
"2014-08-05",22.1593
"2014-08-06",21.9968
"2014-08-07",23.3379
"2014-08-08",23.2803
"2014-08-09",22.7313
"2014-08-10",23.7861
"2014-08-11",23.1733
"2014-08-12",22.5542
"2014-08-13",22.4116
"2014-08-14",22.5553
"2014-08-15",23.6975
"2014-08-16",23.8542
"2014-08-17",23.8105
"2014-08-18",23.8349
"2014-08-19",23.4543
"2014-08-20",23.7799
"2014-08-21",23.4875
"2014-08-22",23.5005
"2014-08-23",23.0116
"2014-08-24",23.0327
"2014-08-25",22.4967
"2014-08-26",21.6503
"2014-08-27",21.7278
"2014-08-28",22.3704
"2014-08-29",22.1819
"2014-08-30",22.1898
"2014-08-31",22.367
"2014-09-01",22.6819
"2014-09-02",22.7741
"2014-09-03",22.701
"2014-09-04",22.7531
"2014-09-05",23.0967
"2014-09-06",22.7813
"2014-09-07",22.383
"2014-09-08",22.2792
"2014-09-09",21.789
"2014-09-10",22.1677
"2014-09-11",23.0078
"2014-09-12",22.5244
"2014-09-13",22.6961
"2014-09-14",22.9459
"2014-09-15",22.5782
"2014-09-16",21.5428
"2014-09-17",21.5335
"2014-09-18",21.828
"2014-09-19",21.3949
"2014-09-20",21.4813
"2014-09-21",22.2518
"2014-09-22",22.3197
"2014-09-23",22.4459
"2014-09-24",23.1878
"2014-09-25",23.2192
"2014-09-26",23.7888
"2014-09-27",23.8525
"2014-09-28",24.0976
"2014-09-29",24.4524
"2014-09-30",23.8564
"2014-10-01",23.6732
"2014-10-02",24.2702
"2014-10-03",24.2361
"2014-10-04",23.7703
"2014-10-05",23.8821
"2014-10-06",23.7815
"2014-10-07",23.5399
"2014-10-08",23.7681
"2014-10-09",24.2671
"2014-10-10",23.8434
"2014-10-11",22.0532
"2014-10-12",22.7204
"2014-10-13",22.3108
"2014-10-14",23.7512
"2014-10-15",23.9167
"2014-10-16",24.2574
"2014-10-17",24.0639
"2014-10-18",23.7867
"2014-10-19",23.9117
"2014-10-20",23.8345
"2014-10-21",23.8895
"2014-10-22",24.292
"2014-10-23",23.9644
"2014-10-24",23.6981
"2014-10-25",24.3981
"2014-10-26",24.0797
"2014-10-27",24.0741
"2014-10-28",24.2462
"2014-10-29",24.2718
"2014-10-30",23.916
"2014-10-31",22.5998
"2014-11-01",22.9907
"2014-11-02",22.9827
"2014-11-03",23.6108
"2014-11-04",22.0666
"2014-11-05",23.261
"2014-11-06",21.6781
"2014-11-07",21.2533
"2014-11-08",22.1021
"2014-11-09",23.1178
"2014-11-10",23.438
"2014-11-11",23.5978
"2014-11-12",23.803
"2014-11-13",23.9953
"2014-11-14",24.3696
"2014-11-15",24.1929
"2014-11-16",23.9882
"2014-11-17",24.1331
"2014-11-18",23.7832
"2014-11-19",23.8846
"2014-11-20",24.0807
"2014-11-21",24.019
"2014-11-22",23.6271
"2014-11-23",23.2285
"2014-11-24",23.2402
"2014-11-25",23.224
"2014-11-26",23.4757
"2014-11-27",23.9853
"2014-11-28",23.8414
"2014-11-29",22.3256
"2014-11-30",23.9773
"2014-12-01",24.1256
"2014-12-02",24.1746
"2014-12-03",22.6197
"2014-12-04",21.2333
"2014-12-05",22.6802
"2014-12-06",23.5981
"2014-12-07",24.0937
"2014-12-08",23.8482
"2014-12-09",24.1203
"2014-12-10",24.0456
"2014-12-11",24.2787
"2014-12-12",23.9186
"2014-12-13",24.058
"2014-12-14",24.0817
"2014-12-15",24.3144
"2014-12-16",24.2565
"2014-12-17",23.7013
"2014-12-18",24.269
"2014-12-19",23.8806
"2014-12-20",22.6999
"2014-12-21",23.8141
"2014-12-22",23.4919
"2014-12-23",23.9614
"2014-12-24",23.9901
"2014-12-25",23.3949
"2014-12-26",22.2658
"2014-12-27",22.678
"2014-12-28",23.8886
"2014-12-29",23.2236
"2014-12-30",22.6011
"2014-12-31",23.4474
"2015-01-01",23.9018
"2015-01-02",23.6497
"2015-01-03",23.5282
"2015-01-04",23.1605
"2015-01-05",23.5658
"2015-01-06",22.9029
"2015-01-07",21.4225
"2015-01-08",21.1752
"2015-01-09",21.2659
"2015-01-10",19.4955
"2015-01-11",19.0577
"2015-01-12",18.6571
"2015-01-13",20.8834
"2015-01-14",21.1534
"2015-01-15",20.9701
"2015-01-16",22.4786
"2015-01-17",22.4204
"2015-01-18",21.9914
"2015-01-19",20.5695
"2015-01-20",21.244
"2015-01-21",21.2339
"2015-01-22",22.5025
"2015-01-23",23.0168
"2015-01-24",22.8256
"2015-01-25",22.1558
"2015-01-26",21.1452
"2015-01-27",21.4873
"2015-01-28",22.486
"2015-01-29",22.4328
"2015-01-30",21.3787
"2015-01-31",20.0032
"2015-02-01",22.1389
"2015-02-02",22.4974
"2015-02-03",23.1349
"2015-02-04",23.57
"2015-02-05",23.4313
"2015-02-06",22.5384
"2015-02-07",22.378
"2015-02-08",22.6548
"2015-02-09",23.1857
"2015-02-10",23.1526
"2015-02-11",23.2339
"2015-02-12",23.5109
"2015-02-13",23.7162
"2015-02-14",22.1954
"2015-02-15",20.1362
"2015-02-16",20.6256
"2015-02-17",19.8186
"2015-02-18",19.2355
"2015-02-19",19.798
"2015-02-20",20.5492
"2015-02-21",21.3377
"2015-02-22",21.7186
"2015-02-23",22.2967
"2015-02-24",23.3523
"2015-02-25",23.8165
"2015-02-26",23.5497
"2015-02-27",23.3495
"2015-02-28",23.404
"2015-03-01",23.7013
"2015-03-02",22.772
"2015-03-03",22.9912
"2015-03-04",23.5031
"2015-03-05",23.9733
"2015-03-06",23.4132
"2015-03-07",22.4526
"2015-03-08",22.159
"2015-03-09",22.222
"2015-03-10",21.0742
"2015-03-11",21.4788
"2015-03-12",23.915
"2015-03-13",23.4263
"2015-03-14",23.714
"2015-03-15",23.9465
"2015-03-16",23.5596
"2015-03-17",22.3737
"2015-03-18",21.6254
"2015-03-19",21.2527
"2015-03-20",21.9773
"2015-03-21",22.5875
"2015-03-22",22.7719
"2015-03-23",22.6282
"2015-03-24",22.3013
"2015-03-25",22.5863
"2015-03-26",23.9724
"2015-03-27",24.3944
"2015-03-28",24.482
"2015-03-29",24.3872
"2015-03-30",24.1254
"2015-03-31",24.3917
"2015-04-01",24.2831
"2015-04-02",24.3029
"2015-04-03",24.6277
"2015-04-04",24.6025
"2015-04-05",24.4877
"2015-04-06",24.1748
"2015-04-07",24.4408
"2015-04-08",24.5117
"2015-04-09",24.2755
"2015-04-10",24.0867
"2015-04-11",24.0746
"2015-04-12",23.8044
"2015-04-13",23.6417
"2015-04-14",23.6352
"2015-04-15",24.4404
"2015-04-16",24.4297
"2015-04-17",23.8111
"2015-04-18",24.1443
"2015-04-19",24.2481
"2015-04-20",24.4354
"2015-04-21",23.9836
"2015-04-22",24.4582
"2015-04-23",24.2349
"2015-04-24",24.0481
"2015-04-25",24.0913
"2015-04-26",24.4282
"2015-04-27",23.7921
"2015-04-28",24.2685
"2015-04-29",24.1637
"2015-04-30",24.293
"2015-05-01",24.3086
"2015-05-02",24.7286
"2015-05-03",24.0876
"2015-05-04",24.089
"2015-05-05",24.0036
"2015-05-06",24.5421
"2015-05-07",24.7432
"2015-05-08",24.8026
"2015-05-09",24.804
"2015-05-10",24.8667
"2015-05-11",25.0181
"2015-05-12",25.0767
"2015-05-13",24.8463
"2015-05-14",25.273
"2015-05-15",25.1874
"2015-05-16",24.693
"2015-05-17",23.9987
"2015-05-18",24.4709
"2015-05-19",24.483
"2015-05-20",24.185
"2015-05-21",24.5049
"2015-05-22",24.5546
"2015-05-23",24.4697
"2015-05-24",24.4925
"2015-05-25",24.726
"2015-05-26",25.0188
"2015-05-27",24.3427
"2015-05-28",24.9245
"2015-05-29",24.7784
"2015-05-30",24.7438
"2015-05-31",24.5735
"2015-06-01",24.1523
"2015-06-02",24.2587
"2015-06-03",25.0413
"2015-06-04",24.6117
"2015-06-05",24.0503
"2015-06-06",24.6535
"2015-06-07",24.2074
"2015-06-08",24.0445
"2015-06-09",23.8312
"2015-06-10",24.1731
"2015-06-11",24.1599
"2015-06-12",23.7419
"2015-06-13",23.5262
"2015-06-14",23.633
"2015-06-15",24.4389
"2015-06-16",23.9976
"2015-06-17",24.11
"2015-06-18",24.1408
"2015-06-19",23.6345
"2015-06-20",23.7371
"2015-06-21",22.868
"2015-06-22",22.9903
"2015-06-23",23.4827
"2015-06-24",23.3199
"2015-06-25",23.5042
"2015-06-26",23.7181
"2015-06-27",23.5706
"2015-06-28",23.6363
"2015-06-29",23.6379
"2015-06-30",23.5692
"2015-07-01",23.4675
"2015-07-02",23.4813
"2015-07-03",23.3579
"2015-07-04",23.4757
"2015-07-05",23.2763
"2015-07-06",22.5976
"2015-07-07",22.3616
"2015-07-08",22.532
"2015-07-09",22.7007
"2015-07-10",23.6823
"2015-07-11",23.623
"2015-07-12",23.2863
"2015-07-13",23.4112
"2015-07-14",23.1919
"2015-07-15",23.3434
"2015-07-16",23.3441
"2015-07-17",22.921
"2015-07-18",22.9814
"2015-07-19",22.9169
"2015-07-20",22.7183
"2015-07-21",23.084
"2015-07-22",23.3236
"2015-07-23",22.8285
"2015-07-24",22.229
"2015-07-25",22.5479
"2015-07-26",22.5491
"2015-07-27",22.384
"2015-07-28",22.9212
"2015-07-29",23.3267
"2015-07-30",22.116
"2015-07-31",22.4054
"2015-08-01",22.6379
"2015-08-02",23.237
"2015-08-03",22.5995
"2015-08-04",22.8235
"2015-08-05",22.8727
"2015-08-06",22.6293
"2015-08-07",22.4532
"2015-08-08",22.2385
"2015-08-09",22.646
"2015-08-10",23.2462
"2015-08-11",22.8204
"2015-08-12",22.845
"2015-08-13",23.2715
"2015-08-14",24.0197
"2015-08-15",24.24
"2015-08-16",23.6325
"2015-08-17",24.1306
"2015-08-18",24.2439
"2015-08-19",23.6231
"2015-08-20",23.5597
"2015-08-21",23.3007
"2015-08-22",23.5051
"2015-08-23",23.6923
"2015-08-24",23.1758
"2015-08-25",23.2109
"2015-08-26",22.1724
"2015-08-27",22.5943
"2015-08-28",22.9185
"2015-08-29",23.2003
"2015-08-30",23.3141
"2015-08-31",22.4939
"2015-09-01",23.2533
"2015-09-02",23.4901
"2015-09-03",24.0431
"2015-09-04",24.5483
"2015-09-05",24.2105
"2015-09-06",23.7622
"2015-09-07",22.7487
"2015-09-08",23.4596
"2015-09-09",23.7263
"2015-09-10",23.7079
"2015-09-11",23.6161
"2015-09-12",23.2251
"2015-09-13",23.6942
"2015-09-14",23.2617
"2015-09-15",23.5887
"2015-09-16",23.55
"2015-09-17",23.7231
"2015-09-18",24.0134
"2015-09-19",23.5731
"2015-09-20",23.9459
"2015-09-21",24.2539
"2015-09-22",23.1456
"2015-09-23",24.2337
"2015-09-24",24.0728
"2015-09-25",23.9938
"2015-09-26",23.6023
"2015-09-27",23.9689
"2015-09-28",24.0031
"2015-09-29",23.7984
"2015-09-30",23.4047
"2015-10-01",24.1877
"2015-10-02",24.4155
"2015-10-03",24.255
"2015-10-04",24.3339
"2015-10-05",24.171
"2015-10-06",23.9216
"2015-10-07",23.8219
"2015-10-08",23.8385
"2015-10-09",22.6737
"2015-10-10",23.6441
"2015-10-11",24.3869
"2015-10-12",24.4686
"2015-10-13",24.6449
"2015-10-14",24.4235
"2015-10-15",24.1596
"2015-10-16",23.9936
"2015-10-17",24.3306
"2015-10-18",24.7751
"2015-10-19",24.7707
"2015-10-20",24.3852
"2015-10-21",24.5104
"2015-10-22",24.9546
"2015-10-23",24.6844
"2015-10-24",24.7458
"2015-10-25",24.0279
"2015-10-26",23.785
"2015-10-27",24.0431
"2015-10-28",24.0059
"2015-10-29",24.3566
"2015-10-30",24.4142
"2015-10-31",24.1942
"2015-11-01",24.2278
"2015-11-02",24.1221
"2015-11-03",24.0164
"2015-11-04",24.5706
"2015-11-05",24.0803
"2015-11-06",24.0495
"2015-11-07",24.3805
"2015-11-08",24.2739
"2015-11-09",23.7262
"2015-11-10",24.5649
"2015-11-11",24.3889
"2015-11-12",24.449
"2015-11-13",24.397
