,"(deg C) Mean Dew Point Temperature (ERA5) at Kandy, 2007-01-01 to 2025-12-31"
"2012-11-29",20.3508
"2012-11-30",19.0543
"2012-12-01",18.2538
"2012-12-02",18.6982
"2012-12-03",20.922
"2012-12-04",21.9638
"2012-12-05",21.4164
"2012-12-06",21.6766
"2012-12-07",21.1623
"2012-12-08",20.606
"2012-12-09",20.6856
"2012-12-10",18.7159
"2012-12-11",18.9096
"2012-12-12",19.4407
"2012-12-13",18.2996
"2012-12-14",18.5399
"2012-12-15",20.7334
"2012-12-16",21.073
"2012-12-17",21.2547
"2012-12-18",20.9074
"2012-12-19",21.1073
"2012-12-20",21.3007
"2012-12-21",21.1838
"2012-12-22",21.1198
"2012-12-23",21.4383
"2012-12-24",21.8186
"2012-12-25",22.2025
"2012-12-26",22.3406
"2012-12-27",22.2275
"2012-12-28",22.4663
"2012-12-29",22.5722
"2012-12-30",22.1396
"2012-12-31",21.4992
"2013-01-01",20.8993
"2013-01-02",21.214
"2013-01-03",21.1908
"2013-01-04",19.8124
"2013-01-05",20.0757
"2013-01-06",19.8081
"2013-01-07",21.3701
"2013-01-08",21.6868
"2013-01-09",21.7727
"2013-01-10",21.6855
"2013-01-11",21.2429
"2013-01-12",19.7734
"2013-01-13",17.8456
"2013-01-14",17.0119
"2013-01-15",17.9921
"2013-01-16",17.7805
"2013-01-17",17.9798
"2013-01-18",18.2934
"2013-01-19",18.7005
"2013-01-20",20.4229
"2013-01-21",19.5028
"2013-01-22",19.3272
"2013-01-23",21.4119
"2013-01-24",21.4592
"2013-01-25",21.0438
"2013-01-26",20.5245
"2013-01-27",18.4328
"2013-01-28",18.5042
"2013-01-29",17.3298
"2013-01-30",16.8219
"2013-01-31",17.8723
"2013-02-01",20.1214
"2013-02-02",20.6962
"2013-02-03",20.6155
"2013-02-04",20.6494
"2013-02-05",20.8457
"2013-02-06",21.1801
"2013-02-07",20.9651
"2013-02-08",20.8869
"2013-02-09",21.0476
"2013-02-10",20.4686
"2013-02-11",20.0118
"2013-02-12",20.8712
"2013-02-13",21.6538
"2013-02-14",21.3515
"2013-02-15",21.7358
"2013-02-16",21.3987
"2013-02-17",21.6317
"2013-02-18",21.5049
"2013-02-19",21.3016
"2013-02-20",20.7765
"2013-02-21",19.6067
"2013-02-22",19.399
"2013-02-23",18.3778
"2013-02-24",18.9262
"2013-02-25",19.0712
"2013-02-26",18.4712
"2013-02-27",17.7036
"2013-02-28",19.0365
"2013-03-01",19.9409
"2013-03-02",20.0192
"2013-03-03",19.3474
"2013-03-04",21.6099
"2013-03-05",22.0955
"2013-03-06",22.1646
"2013-03-07",22.003
"2013-03-08",21.9492
"2013-03-09",21.7014
"2013-03-10",21.9087
"2013-03-11",21.6845
"2013-03-12",21.8136
"2013-03-13",21.8349
"2013-03-14",22.3782
"2013-03-15",21.8
"2013-03-16",21.6964
"2013-03-17",21.4412
"2013-03-18",21.1499
"2013-03-19",21.2062
"2013-03-20",21.085
"2013-03-21",20.5207
"2013-03-22",19.9357
"2013-03-23",21.5351
"2013-03-24",22.3852
"2013-03-25",21.9359
"2013-03-26",22.16
"2013-03-27",22.1386
"2013-03-28",22.827
"2013-03-29",22.705
"2013-03-30",22.5337
"2013-03-31",22.0481
"2013-04-01",22.1208
"2013-04-02",22.0054
"2013-04-03",21.1518
"2013-04-04",21.9221
"2013-04-05",22.5288
"2013-04-06",22.8514
"2013-04-07",22.881
"2013-04-08",22.8726
"2013-04-09",22.2175
"2013-04-10",22.4145
"2013-04-11",22.0384
"2013-04-12",22.4541
"2013-04-13",22.4229
"2013-04-14",22.5268
"2013-04-15",22.6955
"2013-04-16",22.4664
"2013-04-17",22.7318
"2013-04-18",22.5325
"2013-04-19",22.6294
"2013-04-20",22.8927
"2013-04-21",22.7636
"2013-04-22",22.4512
"2013-04-23",22.2994
"2013-04-24",22.9018
"2013-04-25",22.2702
"2013-04-26",22.0851
"2013-04-27",22.0734
"2013-04-28",22.2308
"2013-04-29",22.4969
"2013-04-30",22.4371
"2013-05-01",22.5622
"2013-05-02",23.1401
"2013-05-03",22.7057
"2013-05-04",23.5058
"2013-05-05",23.3395
"2013-05-06",23.056
"2013-05-07",22.7728
"2013-05-08",22.6652
"2013-05-09",22.924
"2013-05-10",23.0228
"2013-05-11",23.5091
"2013-05-12",23.3917
"2013-05-13",22.3574
"2013-05-14",22.5935
"2013-05-15",21.8094
"2013-05-16",22.1589
"2013-05-17",22.5432
"2013-05-18",23.1304
"2013-05-19",23.0385
"2013-05-20",22.1847
"2013-05-21",22.0119
"2013-05-22",21.9765
"2013-05-23",22.141
"2013-05-24",22.4777
"2013-05-25",22.0986
"2013-05-26",21.9753
"2013-05-27",21.8764
"2013-05-28",21.0181
"2013-05-29",21.6955
"2013-05-30",22.2169
"2013-05-31",21.5392
"2013-06-01",21.5754
"2013-06-02",21.4951
"2013-06-03",21.0481
"2013-06-04",22.0176
"2013-06-05",21.9773
"2013-06-06",21.6861
"2013-06-07",21.7127
"2013-06-08",20.5067
"2013-06-09",21.4591
"2013-06-10",21.6113
"2013-06-11",21.7418
"2013-06-12",21.3967
"2013-06-13",21.8877
"2013-06-14",22.0348
"2013-06-15",21.8416
"2013-06-16",21.4835
"2013-06-17",21.3611
"2013-06-18",21.6447
"2013-06-19",21.6666
"2013-06-20",21.5468
"2013-06-21",21.8828
"2013-06-22",21.783
"2013-06-23",21.9151
"2013-06-24",21.7536
"2013-06-25",20.4659
"2013-06-26",20.8231
"2013-06-27",21.4099
"2013-06-28",21.4729
"2013-06-29",21.2635
"2013-06-30",21.3699
"2013-07-01",20.9005
"2013-07-02",21.0236
"2013-07-03",20.9235
"2013-07-04",21.5696
"2013-07-05",21.9698
"2013-07-06",22.0216
"2013-07-07",21.6438
"2013-07-08",21.3813
"2013-07-09",21.1493
"2013-07-10",21.0216
"2013-07-11",20.668
"2013-07-12",20.7936
"2013-07-13",20.3066
"2013-07-14",21.1335
"2013-07-15",21.1665
"2013-07-16",21.1555
"2013-07-17",20.9761
"2013-07-18",21.0015
"2013-07-19",20.8577
"2013-07-20",20.7134
"2013-07-21",20.9312
"2013-07-22",21.2095
"2013-07-23",20.4612
"2013-07-24",20.2423
"2013-07-25",20.8677
"2013-07-26",19.7674
"2013-07-27",20.5448
"2013-07-28",21.2096
"2013-07-29",21.1938
"2013-07-30",20.6541
"2013-07-31",20.4723
"2013-08-01",20.6564
"2013-08-02",21.5253
"2013-08-03",21.375
"2013-08-04",21.12
"2013-08-05",20.5614
"2013-08-06",20.5508
"2013-08-07",20.8059
"2013-08-08",20.6394
"2013-08-09",20.6828
"2013-08-10",21.0829
"2013-08-11",21.2876
"2013-08-12",21.2049
"2013-08-13",20.7159
"2013-08-14",20.1182
"2013-08-15",20.1208
"2013-08-16",20.233
"2013-08-17",20.524
"2013-08-18",20.9104
"2013-08-19",20.2565
"2013-08-20",20.4709
"2013-08-21",20.8159
"2013-08-22",20.2131
"2013-08-23",20.1681
"2013-08-24",20.4049
"2013-08-25",20.5785
"2013-08-26",20.9773
"2013-08-27",21.3544
"2013-08-28",21.4601
"2013-08-29",21.8801
"2013-08-30",22.4097
"2013-08-31",22.3347
"2013-09-01",21.9719
"2013-09-02",21.4044
"2013-09-03",20.7881
"2013-09-04",20.5888
"2013-09-05",20.1489
"2013-09-06",20.0893
"2013-09-07",20.1419
"2013-09-08",21.196
"2013-09-09",21.0821
"2013-09-10",21.1394
"2013-09-11",21.0409
"2013-09-12",20.9504
"2013-09-13",21.127
"2013-09-14",21.4503
"2013-09-15",20.81
"2013-09-16",21.1034
"2013-09-17",21.5063
"2013-09-18",21.3688
"2013-09-19",21.6359
"2013-09-20",21.7013
"2013-09-21",21.0582
"2013-09-22",20.7578
"2013-09-23",20.6796
"2013-09-24",19.9948
"2013-09-25",20.7795
"2013-09-26",20.7808
"2013-09-27",20.5498
"2013-09-28",20.5977
"2013-09-29",19.914
"2013-09-30",20.0428
"2013-10-01",20.9887
"2013-10-02",20.7333
"2013-10-03",20.642
"2013-10-04",20.9763
"2013-10-05",20.6139
"2013-10-06",18.7884
"2013-10-07",20.27
"2013-10-08",19.3099
"2013-10-09",20.5014
"2013-10-10",21.0481
"2013-10-11",20.884
"2013-10-12",21.354
"2013-10-13",21.053
"2013-10-14",20.9773
"2013-10-15",20.7649
"2013-10-16",21.5371
"2013-10-17",21.4486
"2013-10-18",21.4174
"2013-10-19",21.2375
"2013-10-20",21.0037
"2013-10-21",21.1843
"2013-10-22",21.451
"2013-10-23",20.9428
"2013-10-24",21.1566
"2013-10-25",21.7174
"2013-10-26",20.4065
"2013-10-27",21.5649
"2013-10-28",21.4848
"2013-10-29",21.1793
"2013-10-30",21.329
"2013-10-31",21.5121
"2013-11-01",21.8873
"2013-11-02",21.9644
"2013-11-03",21.8156
"2013-11-04",21.7402
"2013-11-05",21.3291
"2013-11-06",21.0495
"2013-11-07",20.8534
"2013-11-08",21.0561
"2013-11-09",21.982
"2013-11-10",21.9524
"2013-11-11",21.9711
"2013-11-12",21.6566
"2013-11-13",20.6264
"2013-11-14",20.1269
"2013-11-15",19.6881
"2013-11-16",21.1501
"2013-11-17",21.7471
"2013-11-18",21.1545
"2013-11-19",21.3112
"2013-11-20",20.823
"2013-11-21",21.0066
"2013-11-22",21.7847
"2013-11-23",21.5002
"2013-11-24",21.6098
"2013-11-25",21.3312
"2013-11-26",20.8025
"2013-11-27",20.0821
"2013-11-28",18.9317
"2013-11-29",18.7461
"2013-11-30",20.5967
"2013-12-01",21.3257
"2013-12-02",20.8132
"2013-12-03",20.4125
"2013-12-04",21.1365
"2013-12-05",20.6149
"2013-12-06",20.9123
"2013-12-07",20.8596
"2013-12-08",20.805
"2013-12-09",20.3568
"2013-12-10",19.6483
"2013-12-11",19.8157
"2013-12-12",20.6559
"2013-12-13",20.9418
"2013-12-14",21.1204
"2013-12-15",21.2403
"2013-12-16",19.8492
"2013-12-17",19.0617
"2013-12-18",20.5784
"2013-12-19",21.0868
"2013-12-20",21.1694
"2013-12-21",21.029
"2013-12-22",18.6648
"2013-12-23",18.9102
"2013-12-24",20.9359
"2013-12-25",19.6182
"2013-12-26",18.5152
"2013-12-27",19.2215
"2013-12-28",19.8278
"2013-12-29",19.1396
"2013-12-30",19.5
"2013-12-31",19.862
"2014-01-01",19.0942
"2014-01-02",20.3413
"2014-01-03",20.7306
"2014-01-04",19.1275
"2014-01-05",19.6334
"2014-01-06",20.9296
"2014-01-07",21.5064
"2014-01-08",21.1273
"2014-01-09",20.9055
"2014-01-10",20.2558
"2014-01-11",20.448
"2014-01-12",20.9357
"2014-01-13",21.1465
"2014-01-14",21.2888
"2014-01-15",21.3169
"2014-01-16",20.7762
"2014-01-17",20.0146
"2014-01-18",19.9752
"2014-01-19",19.1553
"2014-01-20",19.3061
"2014-01-21",19.4228
"2014-01-22",20.0063
"2014-01-23",19.8885
"2014-01-24",18.9687
"2014-01-25",17.8531
"2014-01-26",17.9617
"2014-01-27",19.218
"2014-01-28",19.6824
"2014-01-29",20.5961
"2014-01-30",20.6065
"2014-01-31",20.622
"2014-02-01",20.5857
"2014-02-02",20.0078
"2014-02-03",18.8566
"2014-02-04",18.5945
"2014-02-05",17.8192
"2014-02-06",14.9832
"2014-02-07",15.3041
"2014-02-08",17.0783
"2014-02-09",16.9749
"2014-02-10",15.956
"2014-02-11",15.6881
"2014-02-12",16.7839
"2014-02-13",18.0733
"2014-02-14",19.2246
"2014-02-15",19.8964
"2014-02-16",20.6067
"2014-02-17",20.76
"2014-02-18",19.6642
"2014-02-19",20.4759
"2014-02-20",20.3678
"2014-02-21",19.9269
"2014-02-22",19.3152
"2014-02-23",20.2333
"2014-02-24",20.0771
"2014-02-25",19.3085
"2014-02-26",19.4087
"2014-02-27",20.0673
"2014-02-28",20.3885
"2014-03-01",19.3211
"2014-03-02",19.6583
"2014-03-03",19.1487
"2014-03-04",20.1347
"2014-03-05",20.43
"2014-03-06",20.3437
"2014-03-07",20.3517
"2014-03-08",19.786
"2014-03-09",19.246
"2014-03-10",18.2891
"2014-03-11",17.8785
"2014-03-12",18.7911
"2014-03-13",17.85
"2014-03-14",15.8491
"2014-03-15",18.667
"2014-03-16",19.7341
"2014-03-17",20.5088
"2014-03-18",20.6995
"2014-03-19",21.3154
"2014-03-20",21.543
"2014-03-21",21.205
"2014-03-22",19.7162
"2014-03-23",18.8252
"2014-03-24",18.8993
"2014-03-25",17.3194
"2014-03-26",18.9997
"2014-03-27",20.8304
"2014-03-28",20.0376
"2014-03-29",16.9332
"2014-03-30",14.1785
"2014-03-31",18.2086
"2014-04-01",19.9228
"2014-04-02",20.9627
"2014-04-03",20.1508
"2014-04-04",21.5404
"2014-04-05",21.9212
"2014-04-06",21.7029
"2014-04-07",21.9093
"2014-04-08",21.5812
"2014-04-09",21.7123
"2014-04-10",20.0786
"2014-04-11",20.7276
"2014-04-12",21.2466
"2014-04-13",20.6134
"2014-04-14",20.0699
"2014-04-15",20.2057
"2014-04-16",20.5424
"2014-04-17",20.8128
"2014-04-18",21.5413
"2014-04-19",21.1731
"2014-04-20",21.6465
"2014-04-21",22.2512
"2014-04-22",21.9705
"2014-04-23",22.5603
"2014-04-24",22.4049
"2014-04-25",22.4864
"2014-04-26",22.5496
"2014-04-27",22.7705
"2014-04-28",22.1678
"2014-04-29",21.8163
"2014-04-30",21.9846
"2014-05-01",22.2952
"2014-05-02",22.2932
"2014-05-03",22.3103
"2014-05-04",22.8632
"2014-05-05",22.6646
"2014-05-06",22.4782
"2014-05-07",21.9993
"2014-05-08",22.4632
"2014-05-09",22.7291
"2014-05-10",22.677
"2014-05-11",22.5375
"2014-05-12",22.5892
"2014-05-13",22.2798
"2014-05-14",22.4756
"2014-05-15",22.1906
"2014-05-16",22.2846
"2014-05-17",21.2983
"2014-05-18",22.0028
"2014-05-19",22.4912
"2014-05-20",22.1976
"2014-05-21",21.658
"2014-05-22",22.0909
"2014-05-23",22.5847
"2014-05-24",22.934
"2014-05-25",22.8385
"2014-05-26",22.6564
"2014-05-27",23.0041
"2014-05-28",22.4154
"2014-05-29",22.2198
"2014-05-30",22.4841
"2014-05-31",22.8164
"2014-06-01",23.0142
"2014-06-02",22.6192
"2014-06-03",21.7658
"2014-06-04",21.8155
"2014-06-05",21.8735
"2014-06-06",22.1597
"2014-06-07",22.2277
"2014-06-08",22.6402
"2014-06-09",21.9074
"2014-06-10",21.9361
"2014-06-11",22.3036
"2014-06-12",22.3979
"2014-06-13",22.007
"2014-06-14",22.2812
"2014-06-15",21.6641
"2014-06-16",21.2948
"2014-06-17",21.2202
"2014-06-18",21.7698
"2014-06-19",22.1888
"2014-06-20",22.4572
"2014-06-21",22.5457
"2014-06-22",21.7805
"2014-06-23",21.551
"2014-06-24",21.8694
"2014-06-25",21.6914
"2014-06-26",21.0732
"2014-06-27",21.0956
"2014-06-28",21.3981
"2014-06-29",21.6064
"2014-06-30",21.5589
"2014-07-01",21.8219
"2014-07-02",21.1789
"2014-07-03",21.4485
"2014-07-04",21.9728
"2014-07-05",22.1445
"2014-07-06",22.0477
"2014-07-07",21.5573
"2014-07-08",21.5449
"2014-07-09",21.7295
"2014-07-10",21.4479
"2014-07-11",21.1659
"2014-07-12",21.6811
"2014-07-13",21.7704
"2014-07-14",21.3732
"2014-07-15",20.5443
"2014-07-16",20.8834
"2014-07-17",20.6194
"2014-07-18",21.3131
"2014-07-19",21.4691
"2014-07-20",21.3737
"2014-07-21",20.7297
"2014-07-22",21.2746
"2014-07-23",21.1653
"2014-07-24",20.9345
"2014-07-25",21.1547
"2014-07-26",21.5367
"2014-07-27",22.065
"2014-07-28",22.0709
"2014-07-29",21.2585
"2014-07-30",20.5455
"2014-07-31",21.4567
"2014-08-01",21.4561
"2014-08-02",21.6972
"2014-08-03",21.9839
"2014-08-04",21.8612
"2014-08-05",21.4111
"2014-08-06",20.4664
"2014-08-07",21.2442
"2014-08-08",21.0532
"2014-08-09",20.7906
"2014-08-10",21.1998
"2014-08-11",21.0927
"2014-08-12",20.6923
"2014-08-13",20.7
"2014-08-14",20.9148
"2014-08-15",21.3359
"2014-08-16",21.4372
"2014-08-17",21.6114
"2014-08-18",21.6357
"2014-08-19",21.5508
"2014-08-20",21.7746
"2014-08-21",21.454
"2014-08-22",21.0156
"2014-08-23",21.051
"2014-08-24",21.3602
"2014-08-25",20.9909
"2014-08-26",19.7108
"2014-08-27",18.9228
"2014-08-28",19.9771
"2014-08-29",20.5581
"2014-08-30",20.6883
"2014-08-31",21.0824
"2014-09-01",21.094
"2014-09-02",21.0119
"2014-09-03",20.8094
"2014-09-04",21.2066
"2014-09-05",21.3159
"2014-09-06",21.6232
"2014-09-07",21.5505
"2014-09-08",21.2435
"2014-09-09",21.1489
"2014-09-10",21.1828
"2014-09-11",20.9687
"2014-09-12",20.9377
"2014-09-13",20.9746
"2014-09-14",21.2732
"2014-09-15",21.3435
"2014-09-16",21.2334
"2014-09-17",20.9169
"2014-09-18",21.314
"2014-09-19",20.9465
"2014-09-20",20.135
"2014-09-21",20.6988
"2014-09-22",21.1135
"2014-09-23",21.4269
"2014-09-24",22.0974
"2014-09-25",21.7178
"2014-09-26",21.6213
"2014-09-27",21.8729
"2014-09-28",22.044
"2014-09-29",22.5142
"2014-09-30",21.6876
"2014-10-01",21.7084
"2014-10-02",21.8429
"2014-10-03",22.0723
"2014-10-04",22.4412
"2014-10-05",22.2885
"2014-10-06",21.9267
"2014-10-07",21.1996
"2014-10-08",21.4523
"2014-10-09",22.0463
"2014-10-10",21.6845
"2014-10-11",20.9057
"2014-10-12",21.3297
"2014-10-13",21.3713
"2014-10-14",21.8139
"2014-10-15",22.0716
"2014-10-16",22.013
"2014-10-17",21.7075
"2014-10-18",21.548
"2014-10-19",21.8658
"2014-10-20",21.951
"2014-10-21",21.7805
"2014-10-22",21.7948
"2014-10-23",21.927
"2014-10-24",21.6818
"2014-10-25",22.2633
"2014-10-26",21.8344
"2014-10-27",21.3791
"2014-10-28",21.8275
"2014-10-29",21.7251
"2014-10-30",21.5464
"2014-10-31",20.8421
"2014-11-01",21.0271
"2014-11-02",21.1096
"2014-11-03",21.1866
"2014-11-04",21.0306
"2014-11-05",21.1902
"2014-11-06",20.2486
"2014-11-07",18.7564
"2014-11-08",19.8025
"2014-11-09",20.2982
"2014-11-10",20.6347
"2014-11-11",21.0147
"2014-11-12",21.4786
"2014-11-13",21.6353
"2014-11-14",21.7221
"2014-11-15",21.0524
"2014-11-16",21.1264
"2014-11-17",21.4817
"2014-11-18",21.4849
"2014-11-19",20.8441
"2014-11-20",21.6082
"2014-11-21",21.7956
"2014-11-22",21.5407
"2014-11-23",21.4217
"2014-11-24",20.2891
"2014-11-25",20.8219
"2014-11-26",21.3929
"2014-11-27",21.8805
"2014-11-28",21.9618
"2014-11-29",20.9801
"2014-11-30",21.1632
"2014-12-01",22.1578
"2014-12-02",22.0583
"2014-12-03",21.3933
"2014-12-04",20.1842
"2014-12-05",20.8206
"2014-12-06",21.6655
"2014-12-07",22.2863
"2014-12-08",21.9636
"2014-12-09",22.2605
"2014-12-10",21.6671
"2014-12-11",21.5245
"2014-12-12",21.434
"2014-12-13",21.3683
"2014-12-14",21.0532
"2014-12-15",21.8751
"2014-12-16",21.9871
"2014-12-17",21.7378
"2014-12-18",21.9479
"2014-12-19",21.5871
"2014-12-20",20.5249
"2014-12-21",21.5794
"2014-12-22",21.2539
"2014-12-23",21.6097
"2014-12-24",21.5731
"2014-12-25",21.0051
"2014-12-26",20.0266
"2014-12-27",20.167
"2014-12-28",21.454
"2014-12-29",21.5654
"2014-12-30",20.8289
"2014-12-31",21.5766
"2015-01-01",21.645
"2015-01-02",20.4987
"2015-01-03",20.5047
"2015-01-04",20.8483
"2015-01-05",20.7205
"2015-01-06",20.7691
"2015-01-07",19.4496
"2015-01-08",18.4313
"2015-01-09",17.4242
"2015-01-10",17.5614
"2015-01-11",17.4534
"2015-01-12",16.5147
"2015-01-13",17.3968
"2015-01-14",19.0494
"2015-01-15",19.6416
"2015-01-16",20.2514
"2015-01-17",19.4794
"2015-01-18",20.2186
"2015-01-19",18.729
"2015-01-20",18.3308
"2015-01-21",17.9714
"2015-01-22",18.2521
"2015-01-23",19.7068
"2015-01-24",19.9853
"2015-01-25",19.5546
"2015-01-26",19.5547
"2015-01-27",19.7736
"2015-01-28",20.7901
"2015-01-29",21.391
"2015-01-30",20.6812
"2015-01-31",19.7225
"2015-02-01",20.0278
"2015-02-02",20.796
"2015-02-03",20.7771
"2015-02-04",20.6238
"2015-02-05",20.8891
"2015-02-06",20.4767
"2015-02-07",20.1288
"2015-02-08",20.218
"2015-02-09",20.8552
"2015-02-10",20.9599
"2015-02-11",21.0383
"2015-02-12",21.179
"2015-02-13",20.9387
"2015-02-14",18.9522
"2015-02-15",14.2942
"2015-02-16",14.209
"2015-02-17",15.2352
"2015-02-18",15.1626
"2015-02-19",15.9574
"2015-02-20",17.8878
"2015-02-21",18.987
"2015-02-22",20.0117
"2015-02-23",20.6472
"2015-02-24",21.7706
"2015-02-25",21.9223
"2015-02-26",21.6265
"2015-02-27",20.9083
"2015-02-28",20.5736
"2015-03-01",21.277
"2015-03-02",21.7565
"2015-03-03",19.9683
"2015-03-04",20.6683
"2015-03-05",21.4893
"2015-03-06",20.8993
"2015-03-07",19.8722
"2015-03-08",19.7198
"2015-03-09",19.3065
"2015-03-10",18.9197
"2015-03-11",19.4106
"2015-03-12",21.3707
"2015-03-13",21.1324
"2015-03-14",21.3981
"2015-03-15",21.721
"2015-03-16",21.4632
"2015-03-17",20.8761
"2015-03-18",19.1073
"2015-03-19",19.1637
"2015-03-20",19.8361
"2015-03-21",19.7695
"2015-03-22",19.6232
"2015-03-23",19.0375
"2015-03-24",18.2023
"2015-03-25",18.5309
"2015-03-26",20.6742
"2015-03-27",21.481
"2015-03-28",21.1777
"2015-03-29",21.3583
"2015-03-30",21.4575
"2015-03-31",21.5505
"2015-04-01",21.8651
"2015-04-02",22.0274
"2015-04-03",22.4371
"2015-04-04",22.193
"2015-04-05",21.856
"2015-04-06",22.0922
"2015-04-07",22.1228
"2015-04-08",22.0977
"2015-04-09",22.2258
"2015-04-10",22.1504
"2015-04-11",21.7927
"2015-04-12",21.6823
"2015-04-13",20.7685
"2015-04-14",21.183
"2015-04-15",21.9931
"2015-04-16",21.8882
"2015-04-17",21.8106
"2015-04-18",21.9926
"2015-04-19",22.4045
"2015-04-20",22.403
"2015-04-21",21.9363
"2015-04-22",22.4095
"2015-04-23",22.0971
"2015-04-24",22.1758
"2015-04-25",21.9401
"2015-04-26",22.1193
"2015-04-27",22.0891
"2015-04-28",22.2641
"2015-04-29",21.4873
"2015-04-30",22.1457
"2015-05-01",22.1105
"2015-05-02",22.9587
"2015-05-03",22.538
"2015-05-04",22.1932
"2015-05-05",22.1317
"2015-05-06",22.1921
"2015-05-07",21.9635
"2015-05-08",22.5453
"2015-05-09",22.6421
"2015-05-10",22.5928
"2015-05-11",22.7936
"2015-05-12",22.7213
"2015-05-13",22.5396
"2015-05-14",22.8213
"2015-05-15",22.7267
"2015-05-16",22.6298
"2015-05-17",21.8667
"2015-05-18",22.0384
"2015-05-19",22.2109
"2015-05-20",22.4973
"2015-05-21",22.5869
"2015-05-22",22.4792
"2015-05-23",22.3748
"2015-05-24",22.4979
"2015-05-25",22.461
"2015-05-26",23.0698
"2015-05-27",23.0156
"2015-05-28",22.7947
"2015-05-29",22.4634
"2015-05-30",22.5479
"2015-05-31",22.362
"2015-06-01",21.9632
"2015-06-02",22.2973
"2015-06-03",23.0336
"2015-06-04",22.5781
"2015-06-05",21.5334
"2015-06-06",22.0469
"2015-06-07",22.244
"2015-06-08",21.5982
"2015-06-09",21.5114
"2015-06-10",21.9881
"2015-06-11",22.2563
"2015-06-12",21.6991
"2015-06-13",21.7004
"2015-06-14",21.9513
"2015-06-15",22.2467
"2015-06-16",21.757
"2015-06-17",21.9316
"2015-06-18",22.1811
"2015-06-19",21.8274
"2015-06-20",21.5888
"2015-06-21",20.5916
"2015-06-22",20.7128
"2015-06-23",21.4965
"2015-06-24",20.9262
"2015-06-25",21.5756
"2015-06-26",22.3754
"2015-06-27",22.3133
"2015-06-28",22.1953
"2015-06-29",21.8122
"2015-06-30",21.7367
"2015-07-01",21.8313
"2015-07-02",21.7253
"2015-07-03",21.9731
"2015-07-04",22.3506
"2015-07-05",22.2203
"2015-07-06",21.0751
"2015-07-07",20.9959
"2015-07-08",20.7042
"2015-07-09",21.1441
"2015-07-10",22.2667
"2015-07-11",22.3291
"2015-07-12",21.597
"2015-07-13",21.8272
"2015-07-14",21.9426
"2015-07-15",22.3365
"2015-07-16",22.3135
"2015-07-17",21.7679
"2015-07-18",21.6595
"2015-07-19",21.3922
"2015-07-20",20.8251
"2015-07-21",21.5556
"2015-07-22",21.4464
"2015-07-23",21.2277
"2015-07-24",20.7335
"2015-07-25",21.1689
"2015-07-26",20.7066
"2015-07-27",20.512
"2015-07-28",20.8405
"2015-07-29",20.7426
"2015-07-30",21.0569
"2015-07-31",20.8885
"2015-08-01",21.136
"2015-08-02",21.3928
"2015-08-03",21.1839
"2015-08-04",21.4113
"2015-08-05",21.4056
"2015-08-06",21.2953
"2015-08-07",21.3956
"2015-08-08",20.8415
"2015-08-09",21.8883
"2015-08-10",22.1706
"2015-08-11",21.7743
"2015-08-12",21.9811
"2015-08-13",21.6721
"2015-08-14",22.007
"2015-08-15",22.1928
"2015-08-16",21.6236
"2015-08-17",21.8516
"2015-08-18",22.6519
"2015-08-19",21.6812
"2015-08-20",21.7679
"2015-08-21",21.4184
"2015-08-22",21.6549
"2015-08-23",21.6712
"2015-08-24",21.4889
"2015-08-25",21.8198
"2015-08-26",21.5824
"2015-08-27",21.7143
"2015-08-28",21.287
"2015-08-29",21.7162
"2015-08-30",22.0823
"2015-08-31",21.7409
"2015-09-01",22.1469
"2015-09-02",21.9712
"2015-09-03",22.3208
"2015-09-04",22.2594
"2015-09-05",22.3239
"2015-09-06",21.8738
"2015-09-07",20.3721
"2015-09-08",21.1478
"2015-09-09",20.8738
"2015-09-10",21.396
"2015-09-11",21.1106
"2015-09-12",21.5419
"2015-09-13",21.4926
"2015-09-14",21.8705
"2015-09-15",21.9441
"2015-09-16",22.1078
"2015-09-17",22.293
"2015-09-18",22.4011
"2015-09-19",22.0567
"2015-09-20",22.2041
"2015-09-21",22.2171
"2015-09-22",21.8957
"2015-09-23",22.4424
"2015-09-24",21.9619
"2015-09-25",21.845
"2015-09-26",21.6926
"2015-09-27",21.5488
"2015-09-28",21.5572
"2015-09-29",21.6461
"2015-09-30",21.1984
"2015-10-01",21.9272
"2015-10-02",21.9973
"2015-10-03",21.9112
"2015-10-04",21.9722
"2015-10-05",21.5861
"2015-10-06",21.6627
"2015-10-07",22.0323
"2015-10-08",21.864
"2015-10-09",20.7485
"2015-10-10",20.9608
"2015-10-11",21.8267
"2015-10-12",22.3435
"2015-10-13",22.2944
"2015-10-14",22.4302
"2015-10-15",22.1428
"2015-10-16",22.2758
"2015-10-17",22.2982
"2015-10-18",22.4708
"2015-10-19",22.791
"2015-10-20",22.375
"2015-10-21",21.9184
"2015-10-22",22.5738
"2015-10-23",22.5431
"2015-10-24",22.615
"2015-10-25",21.5795
"2015-10-26",21.271
"2015-10-27",21.277
"2015-10-28",21.4949
"2015-10-29",21.9437
"2015-10-30",22.1648
"2015-10-31",22.3472
"2015-11-01",22.0485
"2015-11-02",21.8807
"2015-11-03",21.5098
"2015-11-04",21.9503
"2015-11-05",21.8542
"2015-11-06",21.7615
"2015-11-07",22.1169
"2015-11-08",22.0988
"2015-11-09",21.8428
"2015-11-10",22.3306
"2015-11-11",22.1206
"2015-11-12",21.9804
"2015-11-13",22.206
"2015-11-14",22.0065
