,"(deg C) Mean Dew Point Temperature (ERA5) at Nuwara Eliya, 2007-01-01 to 2025-12-31"
"2012-11-28",20.8603
"2012-11-29",20.2629
"2012-11-30",19.0012
"2012-12-01",17.9262
"2012-12-02",18.1863
"2012-12-03",20.4758
"2012-12-04",21.4392
"2012-12-05",21.0413
"2012-12-06",21.3219
"2012-12-07",20.7414
"2012-12-08",20.3487
"2012-12-09",20.3639
"2012-12-10",18.4427
"2012-12-11",18.3008
"2012-12-12",19.002
"2012-12-13",17.8177
"2012-12-14",17.8242
"2012-12-15",20.1627
"2012-12-16",20.6014
"2012-12-17",20.8559
"2012-12-18",20.4774
"2012-12-19",20.7062
"2012-12-20",20.8553
"2012-12-21",20.7538
"2012-12-22",20.7223
"2012-12-23",21.0711
"2012-12-24",21.4448
"2012-12-25",21.7923
"2012-12-26",22.0217
"2012-12-27",21.823
"2012-12-28",22.0329
"2012-12-29",22.1235
"2012-12-30",21.6295
"2012-12-31",20.9251
"2013-01-01",20.3423
"2013-01-02",20.8492
"2013-01-03",20.701
"2013-01-04",18.8392
"2013-01-05",19.3964
"2013-01-06",19.3356
"2013-01-07",20.9557
"2013-01-08",21.1384
"2013-01-09",21.3661
"2013-01-10",21.2706
"2013-01-11",20.8794
"2013-01-12",19.6832
"2013-01-13",17.9426
"2013-01-14",16.6964
"2013-01-15",17.6496
"2013-01-16",17.2598
"2013-01-17",17.7255
"2013-01-18",18.4961
"2013-01-19",18.7369
"2013-01-20",19.8599
"2013-01-21",19.1075
"2013-01-22",18.7089
"2013-01-23",21.0308
"2013-01-24",21.1501
"2013-01-25",20.6953
"2013-01-26",20.3109
"2013-01-27",18.0614
"2013-01-28",18.2787
"2013-01-29",16.9466
"2013-01-30",16.0842
"2013-01-31",17.2609
"2013-02-01",19.6281
"2013-02-02",20.1818
"2013-02-03",20.0135
"2013-02-04",20.0189
"2013-02-05",20.3405
"2013-02-06",20.6162
"2013-02-07",20.5092
"2013-02-08",20.3757
"2013-02-09",20.522
"2013-02-10",20.0359
"2013-02-11",19.5659
"2013-02-12",20.5059
"2013-02-13",21.2828
"2013-02-14",20.955
"2013-02-15",21.4442
"2013-02-16",20.9839
"2013-02-17",21.1336
"2013-02-18",21.0496
"2013-02-19",20.7565
"2013-02-20",20.2915
"2013-02-21",19.2151
"2013-02-22",18.9629
"2013-02-23",18.0388
"2013-02-24",18.7644
"2013-02-25",18.6529
"2013-02-26",18.0891
"2013-02-27",17.0631
"2013-02-28",18.7919
"2013-03-01",19.8466
"2013-03-02",19.7549
"2013-03-03",19.0966
"2013-03-04",21.1729
"2013-03-05",21.6552
"2013-03-06",21.7323
"2013-03-07",21.4801
"2013-03-08",21.436
"2013-03-09",21.0304
"2013-03-10",21.493
"2013-03-11",21.3931
"2013-03-12",21.4032
"2013-03-13",21.5224
"2013-03-14",21.7868
"2013-03-15",21.2716
"2013-03-16",21.1947
"2013-03-17",21.0487
"2013-03-18",20.8689
"2013-03-19",20.8543
"2013-03-20",20.7168
"2013-03-21",20.1612
"2013-03-22",19.6401
"2013-03-23",21.143
"2013-03-24",21.841
"2013-03-25",21.4195
"2013-03-26",21.6562
"2013-03-27",21.5559
"2013-03-28",22.3332
"2013-03-29",22.1222
"2013-03-30",22.1401
"2013-03-31",21.646
"2013-04-01",21.7054
"2013-04-02",21.544
"2013-04-03",20.7625
"2013-04-04",21.5246
"2013-04-05",22.0134
"2013-04-06",22.4528
"2013-04-07",22.5192
"2013-04-08",22.3993
"2013-04-09",21.951
"2013-04-10",21.8812
"2013-04-11",21.6387
"2013-04-12",22.0944
"2013-04-13",21.9692
"2013-04-14",21.9364
"2013-04-15",22.249
"2013-04-16",22.2294
"2013-04-17",22.316
"2013-04-18",22.2377
"2013-04-19",22.3643
"2013-04-20",22.5335
"2013-04-21",22.411
"2013-04-22",21.9867
"2013-04-23",21.8423
"2013-04-24",22.481
"2013-04-25",21.9167
"2013-04-26",21.6141
"2013-04-27",21.6622
"2013-04-28",21.9097
"2013-04-29",22.0706
"2013-04-30",22.1159
"2013-05-01",22.1626
"2013-05-02",22.6368
"2013-05-03",22.273
"2013-05-04",23.1414
"2013-05-05",22.8142
"2013-05-06",22.5362
"2013-05-07",22.3663
"2013-05-08",22.3228
"2013-05-09",22.5959
"2013-05-10",22.6135
"2013-05-11",23.1062
"2013-05-12",22.9732
"2013-05-13",21.9065
"2013-05-14",22.2695
"2013-05-15",21.4542
"2013-05-16",21.8514
"2013-05-17",22.2236
"2013-05-18",22.8783
"2013-05-19",22.6651
"2013-05-20",21.852
"2013-05-21",21.7057
"2013-05-22",21.6895
"2013-05-23",21.9346
"2013-05-24",22.2113
"2013-05-25",21.7835
"2013-05-26",21.7092
"2013-05-27",21.6119
"2013-05-28",20.6944
"2013-05-29",21.3867
"2013-05-30",21.918
"2013-05-31",21.1364
"2013-06-01",21.1764
"2013-06-02",21.0304
"2013-06-03",20.5237
"2013-06-04",21.5897
"2013-06-05",21.6073
"2013-06-06",21.3535
"2013-06-07",21.2945
"2013-06-08",19.862
"2013-06-09",20.992
"2013-06-10",21.316
"2013-06-11",21.2313
"2013-06-12",20.7664
"2013-06-13",21.3024
"2013-06-14",21.5001
"2013-06-15",21.347
"2013-06-16",21.0665
"2013-06-17",20.8046
"2013-06-18",21.2317
"2013-06-19",21.2299
"2013-06-20",21.1182
"2013-06-21",21.444
"2013-06-22",21.3367
"2013-06-23",21.2146
"2013-06-24",21.2635
"2013-06-25",20.2273
"2013-06-26",20.4488
"2013-06-27",21.1105
"2013-06-28",21.1376
"2013-06-29",21.0128
"2013-06-30",21.024
"2013-07-01",20.4972
"2013-07-02",20.5791
"2013-07-03",20.5441
"2013-07-04",21.1595
"2013-07-05",21.642
"2013-07-06",21.6554
"2013-07-07",21.155
"2013-07-08",20.9322
"2013-07-09",20.6079
"2013-07-10",20.5288
"2013-07-11",20.2711
"2013-07-12",20.5832
"2013-07-13",19.8769
"2013-07-14",20.8686
"2013-07-15",20.8414
"2013-07-16",20.782
"2013-07-17",20.6642
"2013-07-18",20.6908
"2013-07-19",20.5395
"2013-07-20",20.3369
"2013-07-21",20.6948
"2013-07-22",20.8187
"2013-07-23",20.1048
"2013-07-24",19.9408
"2013-07-25",20.5322
"2013-07-26",19.4757
"2013-07-27",20.2676
"2013-07-28",20.9926
"2013-07-29",21.0484
"2013-07-30",20.2585
"2013-07-31",20.0719
"2013-08-01",20.2355
"2013-08-02",21.0084
"2013-08-03",20.964
"2013-08-04",20.5989
"2013-08-05",20.0386
"2013-08-06",20.2791
"2013-08-07",20.4773
"2013-08-08",20.2828
"2013-08-09",20.278
"2013-08-10",20.6997
"2013-08-11",20.9354
"2013-08-12",20.8913
"2013-08-13",20.3654
"2013-08-14",19.8977
"2013-08-15",19.8152
"2013-08-16",19.9578
"2013-08-17",20.2723
"2013-08-18",20.6302
"2013-08-19",20.0264
"2013-08-20",20.1541
"2013-08-21",20.4696
"2013-08-22",19.8953
"2013-08-23",19.8688
"2013-08-24",20.0962
"2013-08-25",20.2473
"2013-08-26",20.7822
"2013-08-27",21.1043
"2013-08-28",21.093
"2013-08-29",21.2935
"2013-08-30",21.9769
"2013-08-31",21.8013
"2013-09-01",21.554
"2013-09-02",21.0268
"2013-09-03",20.4896
"2013-09-04",20.2321
"2013-09-05",19.7866
"2013-09-06",19.6486
"2013-09-07",19.7042
"2013-09-08",20.8397
"2013-09-09",20.633
"2013-09-10",20.6508
"2013-09-11",20.5843
"2013-09-12",20.4733
"2013-09-13",20.7307
"2013-09-14",21.0283
"2013-09-15",20.456
"2013-09-16",20.7881
"2013-09-17",21.0559
"2013-09-18",20.9336
"2013-09-19",21.3216
"2013-09-20",21.2664
"2013-09-21",20.7065
"2013-09-22",20.4332
"2013-09-23",20.3479
"2013-09-24",19.7258
"2013-09-25",20.5541
"2013-09-26",20.5587
"2013-09-27",20.3956
"2013-09-28",20.3313
"2013-09-29",19.5987
"2013-09-30",19.667
"2013-10-01",20.7373
"2013-10-02",20.4867
"2013-10-03",20.4639
"2013-10-04",20.7497
"2013-10-05",20.3447
"2013-10-06",18.6166
"2013-10-07",20.1437
"2013-10-08",19.1589
"2013-10-09",20.1714
"2013-10-10",20.7524
"2013-10-11",20.5104
"2013-10-12",21.02
"2013-10-13",20.7058
"2013-10-14",20.7517
"2013-10-15",20.5328
"2013-10-16",21.198
"2013-10-17",20.9986
"2013-10-18",20.8805
"2013-10-19",20.6981
"2013-10-20",20.472
"2013-10-21",20.7601
"2013-10-22",21.043
"2013-10-23",20.6029
"2013-10-24",20.7835
"2013-10-25",21.3332
"2013-10-26",20.1077
"2013-10-27",21.1778
"2013-10-28",21.0667
"2013-10-29",20.7957
"2013-10-30",20.8991
"2013-10-31",21.0119
"2013-11-01",21.3162
"2013-11-02",21.4011
"2013-11-03",21.2742
"2013-11-04",21.2757
"2013-11-05",20.7112
"2013-11-06",20.5991
"2013-11-07",20.3749
"2013-11-08",20.5909
"2013-11-09",21.5721
"2013-11-10",21.43
"2013-11-11",21.5242
"2013-11-12",21.2707
"2013-11-13",19.9784
"2013-11-14",19.6617
"2013-11-15",19.2031
"2013-11-16",20.6826
"2013-11-17",21.3484
"2013-11-18",20.5342
"2013-11-19",20.8401
"2013-11-20",20.5451
"2013-11-21",20.5323
"2013-11-22",21.3502
"2013-11-23",21.0243
"2013-11-24",21.1097
"2013-11-25",20.8595
"2013-11-26",20.3135
"2013-11-27",19.7785
"2013-11-28",18.6542
"2013-11-29",18.801
"2013-11-30",20.0434
"2013-12-01",20.8525
"2013-12-02",20.3653
"2013-12-03",20.0771
"2013-12-04",20.8109
"2013-12-05",20.1876
"2013-12-06",20.3492
"2013-12-07",20.252
"2013-12-08",20.2394
"2013-12-09",19.8342
"2013-12-10",19.1397
"2013-12-11",19.2898
"2013-12-12",20.2152
"2013-12-13",20.5078
"2013-12-14",20.5592
"2013-12-15",20.7458
"2013-12-16",19.5326
"2013-12-17",18.9491
"2013-12-18",20.3621
"2013-12-19",20.7939
"2013-12-20",20.7891
"2013-12-21",20.7029
"2013-12-22",18.7342
"2013-12-23",18.4625
"2013-12-24",20.6577
"2013-12-25",19.449
"2013-12-26",18.1346
"2013-12-27",18.9218
"2013-12-28",19.5975
"2013-12-29",19.0805
"2013-12-30",19.2706
"2013-12-31",19.3825
"2014-01-01",18.8262
"2014-01-02",19.8601
"2014-01-03",20.2619
"2014-01-04",18.9878
"2014-01-05",19.361
"2014-01-06",20.5698
"2014-01-07",20.8782
"2014-01-08",20.4495
"2014-01-09",20.4366
"2014-01-10",19.9731
"2014-01-11",20.0336
"2014-01-12",20.4917
"2014-01-13",21.0161
"2014-01-14",20.8372
"2014-01-15",20.8543
"2014-01-16",20.2829
"2014-01-17",19.6769
"2014-01-18",19.5686
"2014-01-19",18.6226
"2014-01-20",18.728
"2014-01-21",18.8725
"2014-01-22",19.66
"2014-01-23",19.4798
"2014-01-24",18.6623
"2014-01-25",17.238
"2014-01-26",17.5853
"2014-01-27",18.8674
"2014-01-28",19.3881
"2014-01-29",20.2889
"2014-01-30",20.2249
"2014-01-31",20.2407
"2014-02-01",20.1146
"2014-02-02",19.4393
"2014-02-03",18.3178
"2014-02-04",18.2641
"2014-02-05",17.4582
"2014-02-06",13.8704
"2014-02-07",14.4154
"2014-02-08",16.8563
"2014-02-09",16.8364
"2014-02-10",15.6341
"2014-02-11",15.2392
"2014-02-12",16.6551
"2014-02-13",17.7379
"2014-02-14",18.6871
"2014-02-15",19.4608
"2014-02-16",20.11
"2014-02-17",20.2425
"2014-02-18",19.2465
"2014-02-19",19.8263
"2014-02-20",20.0135
"2014-02-21",19.5795
"2014-02-22",18.8715
"2014-02-23",19.6087
"2014-02-24",19.6176
"2014-02-25",18.7288
"2014-02-26",18.7201
"2014-02-27",19.5449
"2014-02-28",20.0492
"2014-03-01",19.313
"2014-03-02",19.4878
"2014-03-03",19.2015
"2014-03-04",19.9794
"2014-03-05",20.1668
"2014-03-06",19.9161
"2014-03-07",19.8951
"2014-03-08",19.3268
"2014-03-09",18.8646
"2014-03-10",17.8695
"2014-03-11",17.5574
"2014-03-12",18.2498
"2014-03-13",17.4144
"2014-03-14",15.3763
"2014-03-15",18.3511
"2014-03-16",19.2215
"2014-03-17",20.1423
"2014-03-18",20.3347
"2014-03-19",20.9343
"2014-03-20",21.2593
"2014-03-21",20.8958
"2014-03-22",19.5131
"2014-03-23",18.6565
"2014-03-24",18.558
"2014-03-25",16.8142
"2014-03-26",18.5313
"2014-03-27",20.3309
"2014-03-28",19.7329
"2014-03-29",16.7509
"2014-03-30",14.4891
"2014-03-31",17.9841
"2014-04-01",19.5338
"2014-04-02",20.6316
"2014-04-03",19.8059
"2014-04-04",21.0705
"2014-04-05",21.4446
"2014-04-06",21.3143
"2014-04-07",21.5903
"2014-04-08",21.1398
"2014-04-09",21.3155
"2014-04-10",19.6547
"2014-04-11",20.2494
"2014-04-12",20.8193
"2014-04-13",20.2852
"2014-04-14",19.5419
"2014-04-15",19.6846
"2014-04-16",19.9391
"2014-04-17",20.3207
"2014-04-18",21.0839
"2014-04-19",20.6374
"2014-04-20",21.1312
"2014-04-21",21.7227
"2014-04-22",21.4834
"2014-04-23",22.0605
"2014-04-24",22.023
"2014-04-25",21.9754
"2014-04-26",21.9797
"2014-04-27",22.2081
"2014-04-28",21.6515
"2014-04-29",21.2816
"2014-04-30",21.4862
"2014-05-01",21.8801
"2014-05-02",21.7651
"2014-05-03",21.7958
"2014-05-04",22.3411
"2014-05-05",22.1128
"2014-05-06",21.8668
"2014-05-07",21.4385
"2014-05-08",21.9802
"2014-05-09",22.2642
"2014-05-10",22.2989
"2014-05-11",22.039
"2014-05-12",22.1096
"2014-05-13",21.8715
"2014-05-14",21.9711
"2014-05-15",21.8693
"2014-05-16",21.9895
"2014-05-17",20.8936
"2014-05-18",21.5295
"2014-05-19",22.0927
"2014-05-20",21.7808
"2014-05-21",21.2742
"2014-05-22",21.774
"2014-05-23",22.2635
"2014-05-24",22.6011
"2014-05-25",22.452
"2014-05-26",22.4602
"2014-05-27",22.6418
"2014-05-28",22.1471
"2014-05-29",21.9575
"2014-05-30",22.1446
"2014-05-31",22.5736
"2014-06-01",22.7141
"2014-06-02",22.1323
"2014-06-03",21.2953
"2014-06-04",21.5286
"2014-06-05",21.4994
"2014-06-06",21.7619
"2014-06-07",21.8413
"2014-06-08",22.3075
"2014-06-09",21.5612
"2014-06-10",21.5027
"2014-06-11",21.962
"2014-06-12",21.9212
"2014-06-13",21.5521
"2014-06-14",21.9712
"2014-06-15",21.295
"2014-06-16",20.8922
"2014-06-17",20.7952
"2014-06-18",21.3321
"2014-06-19",21.7035
"2014-06-20",22.012
"2014-06-21",21.9942
"2014-06-22",21.4309
"2014-06-23",21.132
"2014-06-24",21.4297
"2014-06-25",21.3129
"2014-06-26",20.7498
"2014-06-27",20.8705
"2014-06-28",21.1052
"2014-06-29",21.26
"2014-06-30",21.1965
"2014-07-01",21.4701
"2014-07-02",20.8536
"2014-07-03",21.0931
"2014-07-04",21.7288
"2014-07-05",21.685
"2014-07-06",21.5982
"2014-07-07",21.1448
"2014-07-08",21.1886
"2014-07-09",21.4023
"2014-07-10",20.8884
"2014-07-11",20.5736
"2014-07-12",21.3118
"2014-07-13",21.4279
"2014-07-14",20.9657
"2014-07-15",20.0845
"2014-07-16",20.4445
"2014-07-17",20.2431
"2014-07-18",20.9895
"2014-07-19",21.0513
"2014-07-20",20.92
"2014-07-21",20.2938
"2014-07-22",20.8531
"2014-07-23",20.6839
"2014-07-24",20.5435
"2014-07-25",20.7564
"2014-07-26",21.2935
"2014-07-27",21.5874
"2014-07-28",21.6544
"2014-07-29",20.8455
"2014-07-30",20.0283
"2014-07-31",21.0879
"2014-08-01",21.0069
"2014-08-02",21.3092
"2014-08-03",21.5416
"2014-08-04",21.507
"2014-08-05",20.9805
"2014-08-06",20.0689
"2014-08-07",20.9358
"2014-08-08",20.6869
"2014-08-09",20.5306
"2014-08-10",20.8733
"2014-08-11",20.7385
"2014-08-12",20.4067
"2014-08-13",20.4082
"2014-08-14",20.6076
"2014-08-15",21.0107
"2014-08-16",21.0669
"2014-08-17",21.3101
"2014-08-18",21.321
"2014-08-19",21.179
"2014-08-20",21.4337
"2014-08-21",21.1395
"2014-08-22",20.5739
"2014-08-23",20.6624
"2014-08-24",20.9846
"2014-08-25",20.597
"2014-08-26",19.4669
"2014-08-27",18.7808
"2014-08-28",19.6886
"2014-08-29",20.3208
"2014-08-30",20.3618
"2014-08-31",20.7431
"2014-09-01",20.7913
"2014-09-02",20.7408
"2014-09-03",20.4947
"2014-09-04",20.9432
"2014-09-05",20.998
"2014-09-06",21.2522
"2014-09-07",21.1713
"2014-09-08",20.9622
"2014-09-09",20.8341
"2014-09-10",20.8451
"2014-09-11",20.7292
"2014-09-12",20.6671
"2014-09-13",20.7803
"2014-09-14",20.9994
"2014-09-15",20.9752
"2014-09-16",20.8892
"2014-09-17",20.6168
"2014-09-18",20.9777
"2014-09-19",20.6252
"2014-09-20",19.7757
"2014-09-21",20.4933
"2014-09-22",20.8564
"2014-09-23",21.1493
"2014-09-24",21.6533
"2014-09-25",21.3115
"2014-09-26",21.1608
"2014-09-27",21.3693
"2014-09-28",21.4483
"2014-09-29",21.9236
"2014-09-30",21.214
"2014-10-01",21.1781
"2014-10-02",21.2799
"2014-10-03",21.5575
"2014-10-04",22.0228
"2014-10-05",21.9596
"2014-10-06",21.5793
"2014-10-07",20.8253
"2014-10-08",21.1123
"2014-10-09",21.5599
"2014-10-10",21.2348
"2014-10-11",20.5598
"2014-10-12",20.9708
"2014-10-13",20.9983
"2014-10-14",21.4234
"2014-10-15",21.565
"2014-10-16",21.4326
"2014-10-17",21.1759
"2014-10-18",21.0183
"2014-10-19",21.366
"2014-10-20",21.3623
"2014-10-21",21.2731
"2014-10-22",21.3293
"2014-10-23",21.3069
"2014-10-24",21.1938
"2014-10-25",21.6732
"2014-10-26",21.2586
"2014-10-27",20.8376
"2014-10-28",21.2586
"2014-10-29",21.2232
"2014-10-30",21.0457
"2014-10-31",20.3785
"2014-11-01",20.6176
"2014-11-02",20.6164
"2014-11-03",20.7114
"2014-11-04",20.4522
"2014-11-05",20.6918
"2014-11-06",19.9596
"2014-11-07",18.1009
"2014-11-08",19.2513
"2014-11-09",19.7709
"2014-11-10",20.1963
"2014-11-11",20.55
"2014-11-12",20.9698
"2014-11-13",21.0445
"2014-11-14",21.1345
"2014-11-15",20.6327
"2014-11-16",20.5733
"2014-11-17",20.9641
"2014-11-18",20.8892
"2014-11-19",20.3508
"2014-11-20",21.1729
"2014-11-21",21.361
"2014-11-22",20.9875
"2014-11-23",20.8951
"2014-11-24",19.8767
"2014-11-25",20.3485
"2014-11-26",20.8998
"2014-11-27",21.4444
"2014-11-28",21.5008
"2014-11-29",20.619
"2014-11-30",20.8241
"2014-12-01",21.6848
"2014-12-02",21.4881
"2014-12-03",20.9454
"2014-12-04",20.1522
"2014-12-05",20.3038
"2014-12-06",21.1934
"2014-12-07",21.7447
"2014-12-08",21.3704
"2014-12-09",21.7865
"2014-12-10",21.1468
"2014-12-11",20.9841
"2014-12-12",20.8534
"2014-12-13",20.9257
"2014-12-14",20.5556
"2014-12-15",21.2371
"2014-12-16",21.4238
"2014-12-17",21.2629
"2014-12-18",21.5247
"2014-12-19",21.163
"2014-12-20",20.0354
"2014-12-21",21.0609
"2014-12-22",20.8061
"2014-12-23",21.1695
"2014-12-24",21.0511
"2014-12-25",20.4504
"2014-12-26",19.5336
"2014-12-27",19.743
"2014-12-28",20.9502
"2014-12-29",21.0131
"2014-12-30",20.2422
"2014-12-31",21.0584
"2015-01-01",21.1789
"2015-01-02",20.0797
"2015-01-03",20.1573
"2015-01-04",20.6338
"2015-01-05",20.3136
"2015-01-06",20.3163
"2015-01-07",19.2285
"2015-01-08",17.9773
"2015-01-09",16.9777
"2015-01-10",17.1703
"2015-01-11",17.0638
"2015-01-12",16.4545
"2015-01-13",16.9209
"2015-01-14",18.661
"2015-01-15",19.5687
"2015-01-16",20.0303
"2015-01-17",19.2741
"2015-01-18",19.7208
"2015-01-19",18.4929
"2015-01-20",17.7285
"2015-01-21",17.1965
"2015-01-22",17.8184
"2015-01-23",19.2346
"2015-01-24",19.5758
"2015-01-25",19.1943
"2015-01-26",19.1676
"2015-01-27",19.6615
"2015-01-28",20.4307
"2015-01-29",20.9668
"2015-01-30",20.5124
"2015-01-31",19.7742
"2015-02-01",19.7825
"2015-02-02",20.392
"2015-02-03",20.3474
"2015-02-04",20.1266
"2015-02-05",20.3299
"2015-02-06",20.1289
"2015-02-07",19.678
"2015-02-08",19.6674
"2015-02-09",20.4475
"2015-02-10",20.6324
"2015-02-11",20.6464
"2015-02-12",20.8019
"2015-02-13",20.603
"2015-02-14",18.416
"2015-02-15",13.5011
"2015-02-16",13.3542
"2015-02-17",14.7459
"2015-02-18",14.7704
"2015-02-19",15.8326
"2015-02-20",17.3688
"2015-02-21",18.4812
"2015-02-22",19.4894
"2015-02-23",20.2391
"2015-02-24",21.2984
"2015-02-25",21.5796
"2015-02-26",21.2104
"2015-02-27",20.4842
"2015-02-28",20.1773
"2015-03-01",20.8392
"2015-03-02",21.3442
"2015-03-03",19.6976
"2015-03-04",20.2227
"2015-03-05",21.0237
"2015-03-06",20.4405
"2015-03-07",19.493
"2015-03-08",19.251
"2015-03-09",18.9814
"2015-03-10",18.5608
"2015-03-11",19.2285
"2015-03-12",20.9268
"2015-03-13",20.7907
"2015-03-14",20.8517
"2015-03-15",21.1942
"2015-03-16",21.0407
"2015-03-17",20.6206
"2015-03-18",19.1498
"2015-03-19",19.0218
"2015-03-20",19.6777
"2015-03-21",19.4837
"2015-03-22",19.3576
"2015-03-23",18.9228
"2015-03-24",17.9661
"2015-03-25",18.301
"2015-03-26",20.1719
"2015-03-27",21.0686
"2015-03-28",20.8475
"2015-03-29",20.9929
"2015-03-30",20.9204
"2015-03-31",21.0716
"2015-04-01",21.3244
"2015-04-02",21.4093
"2015-04-03",21.9017
"2015-04-04",21.7506
"2015-04-05",21.5716
"2015-04-06",21.6703
"2015-04-07",21.5666
"2015-04-08",21.5923
"2015-04-09",21.8389
"2015-04-10",21.7135
"2015-04-11",21.3869
"2015-04-12",21.287
"2015-04-13",20.2353
"2015-04-14",20.7533
"2015-04-15",21.508
"2015-04-16",21.4203
"2015-04-17",21.3744
"2015-04-18",21.4431
"2015-04-19",21.9174
"2015-04-20",21.8261
"2015-04-21",21.3745
"2015-04-22",21.9008
"2015-04-23",21.6025
"2015-04-24",21.6645
"2015-04-25",21.3576
"2015-04-26",21.6098
"2015-04-27",21.6012
"2015-04-28",21.756
"2015-04-29",20.9555
"2015-04-30",21.6266
"2015-05-01",21.5705
"2015-05-02",22.4614
"2015-05-03",22.0157
"2015-05-04",21.6294
"2015-05-05",21.6748
"2015-05-06",21.7141
"2015-05-07",21.5055
"2015-05-08",22.0592
"2015-05-09",22.2157
"2015-05-10",22.0258
"2015-05-11",22.2783
"2015-05-12",22.2064
"2015-05-13",22.0069
"2015-05-14",22.3467
"2015-05-15",22.2945
"2015-05-16",22.2021
"2015-05-17",21.5001
"2015-05-18",21.644
"2015-05-19",21.9068
"2015-05-20",22.2198
"2015-05-21",22.2108
"2015-05-22",22.1569
"2015-05-23",21.994
"2015-05-24",22.1459
"2015-05-25",22.1308
"2015-05-26",22.7131
"2015-05-27",22.6424
"2015-05-28",22.4657
"2015-05-29",22.1462
"2015-05-30",22.1966
"2015-05-31",22.1074
"2015-06-01",21.6208
"2015-06-02",22.0223
"2015-06-03",22.6795
"2015-06-04",22.1907
"2015-06-05",21.2223
"2015-06-06",21.6842
"2015-06-07",21.9247
"2015-06-08",21.3084
"2015-06-09",21.2243
"2015-06-10",21.6876
"2015-06-11",22.0533
"2015-06-12",21.4088
"2015-06-13",21.3979
"2015-06-14",21.6128
"2015-06-15",21.8996
"2015-06-16",21.334
"2015-06-17",21.587
"2015-06-18",21.7595
"2015-06-19",21.457
"2015-06-20",21.2085
"2015-06-21",20.297
"2015-06-22",20.4797
"2015-06-23",21.271
"2015-06-24",20.6692
"2015-06-25",21.2258
"2015-06-26",21.9626
"2015-06-27",21.8292
"2015-06-28",21.8244
"2015-06-29",21.4059
"2015-06-30",21.4097
"2015-07-01",21.5339
"2015-07-02",21.3986
"2015-07-03",21.6648
"2015-07-04",21.9827
"2015-07-05",21.8792
"2015-07-06",20.7056
"2015-07-07",20.6346
"2015-07-08",20.2372
"2015-07-09",20.7064
"2015-07-10",21.8569
"2015-07-11",21.8409
"2015-07-12",21.2985
"2015-07-13",21.4852
"2015-07-14",21.5907
"2015-07-15",21.9147
"2015-07-16",21.886
"2015-07-17",21.1882
"2015-07-18",21.2272
"2015-07-19",20.9235
"2015-07-20",20.4985
"2015-07-21",21.1775
"2015-07-22",21.1617
"2015-07-23",20.8757
"2015-07-24",20.4535
"2015-07-25",20.9718
"2015-07-26",20.3844
"2015-07-27",20.3176
"2015-07-28",20.5526
"2015-07-29",20.5056
"2015-07-30",20.8496
"2015-07-31",20.672
"2015-08-01",20.9163
"2015-08-02",21.2386
"2015-08-03",21.0102
"2015-08-04",21.1669
"2015-08-05",21.1376
"2015-08-06",21.0587
"2015-08-07",21.0624
"2015-08-08",20.4983
"2015-08-09",21.4783
"2015-08-10",21.7718
"2015-08-11",21.3423
"2015-08-12",21.6266
"2015-08-13",21.3145
"2015-08-14",21.729
"2015-08-15",21.912
"2015-08-16",21.1526
"2015-08-17",21.3652
"2015-08-18",22.1672
"2015-08-19",21.2547
"2015-08-20",21.3484
"2015-08-21",21.1495
"2015-08-22",21.2927
"2015-08-23",21.5053
"2015-08-24",21.1679
"2015-08-25",21.541
"2015-08-26",21.3925
"2015-08-27",21.4914
"2015-08-28",20.9853
"2015-08-29",21.4522
"2015-08-30",21.8725
"2015-08-31",21.5854
"2015-09-01",21.9572
"2015-09-02",21.7763
"2015-09-03",22.0118
"2015-09-04",21.8501
"2015-09-05",21.7829
"2015-09-06",21.381
"2015-09-07",19.8342
"2015-09-08",20.7777
"2015-09-09",20.425
"2015-09-10",21.0207
"2015-09-11",20.7173
"2015-09-12",21.2301
"2015-09-13",21.2294
"2015-09-14",21.5403
"2015-09-15",21.5992
"2015-09-16",21.6576
"2015-09-17",21.9483
"2015-09-18",22.0865
"2015-09-19",21.8161
"2015-09-20",21.9584
"2015-09-21",21.952
"2015-09-22",21.7208
"2015-09-23",22.1283
"2015-09-24",21.5537
"2015-09-25",21.4996
"2015-09-26",21.3522
"2015-09-27",21.2314
"2015-09-28",21.2117
"2015-09-29",21.3082
"2015-09-30",20.7755
"2015-10-01",21.3539
"2015-10-02",21.4601
"2015-10-03",21.6098
"2015-10-04",21.6607
"2015-10-05",21.1577
"2015-10-06",21.3394
"2015-10-07",21.7252
"2015-10-08",21.5554
"2015-10-09",20.5144
"2015-10-10",20.7079
"2015-10-11",21.4321
"2015-10-12",21.9719
"2015-10-13",21.8465
"2015-10-14",21.9187
"2015-10-15",21.6027
"2015-10-16",21.7301
"2015-10-17",21.7341
"2015-10-18",21.9479
"2015-10-19",22.2007
"2015-10-20",21.867
"2015-10-21",21.548
"2015-10-22",22.0405
"2015-10-23",22.0624
"2015-10-24",22.12
"2015-10-25",21.0952
"2015-10-26",20.6833
"2015-10-27",20.8344
"2015-10-28",20.9412
"2015-10-29",21.4212
"2015-10-30",21.6694
"2015-10-31",21.6927
"2015-11-01",21.4908
"2015-11-02",21.3414
"2015-11-03",20.9844
"2015-11-04",21.3419
"2015-11-05",21.3398
"2015-11-06",21.2802
"2015-11-07",21.5662
"2015-11-08",21.5138
"2015-11-09",21.3565
"2015-11-10",21.8977
"2015-11-11",21.6442
"2015-11-12",21.3816
