,"(deg C) Mean Dew Point Temperature (ERA5) at Galle, 2007-01-01 to 2025-12-31"
"2012-11-29",23.4013
"2012-11-30",22.0251
"2012-12-01",21.5754
"2012-12-02",21.6345
"2012-12-03",22.5674
"2012-12-04",23.3629
"2012-12-05",23.3694
"2012-12-06",23.7049
"2012-12-07",23.7377
"2012-12-08",23.334
"2012-12-09",23.1618
"2012-12-10",22.2518
"2012-12-11",21.7918
"2012-12-12",23.0118
"2012-12-13",22.6655
"2012-12-14",21.683
"2012-12-15",22.4037
"2012-12-16",23.054
"2012-12-17",23.0784
"2012-12-18",22.9641
"2012-12-19",23.0863
"2012-12-20",23.3903
"2012-12-21",23.2587
"2012-12-22",23.219
"2012-12-23",23.4137
"2012-12-24",23.6363
"2012-12-25",23.763
"2012-12-26",23.9293
"2012-12-27",23.7644
"2012-12-28",23.9106
"2012-12-29",24.0163
"2012-12-30",23.721
"2012-12-31",23.7061
"2013-01-01",23.5376
"2013-01-02",23.7114
"2013-01-03",23.3023
"2013-01-04",21.9791
"2013-01-05",22.3287
"2013-01-06",23.1681
"2013-01-07",22.5153
"2013-01-08",23.2737
"2013-01-09",23.626
"2013-01-10",23.5716
"2013-01-11",23.708
"2013-01-12",22.8689
"2013-01-13",21.6103
"2013-01-14",21.6923
"2013-01-15",21.5367
"2013-01-16",21.3187
"2013-01-17",21.6755
"2013-01-18",21.8185
"2013-01-19",21.7059
"2013-01-20",22.7173
"2013-01-21",22.7512
"2013-01-22",22.1802
"2013-01-23",23.0902
"2013-01-24",23.4215
"2013-01-25",23.3358
"2013-01-26",23.2072
"2013-01-27",22.8643
"2013-01-28",22.7208
"2013-01-29",22.6417
"2013-01-30",22.3121
"2013-01-31",22.0373
"2013-02-01",22.5531
"2013-02-02",22.928
"2013-02-03",23.0126
"2013-02-04",23.0088
"2013-02-05",23.124
"2013-02-06",23.3006
"2013-02-07",23.4185
"2013-02-08",23.5014
"2013-02-09",23.3898
"2013-02-10",23.7575
"2013-02-11",23.111
"2013-02-12",22.9846
"2013-02-13",23.5899
"2013-02-14",23.3274
"2013-02-15",23.6648
"2013-02-16",23.7162
"2013-02-17",23.5269
"2013-02-18",23.446
"2013-02-19",23.258
"2013-02-20",23.0748
"2013-02-21",23.1077
"2013-02-22",22.8655
"2013-02-23",22.2152
"2013-02-24",22.734
"2013-02-25",23.0013
"2013-02-26",22.9525
"2013-02-27",22.2302
"2013-02-28",23.0811
"2013-03-01",23.7639
"2013-03-02",23.9147
"2013-03-03",23.8603
"2013-03-04",23.4759
"2013-03-05",23.8078
"2013-03-06",23.9741
"2013-03-07",24.1468
"2013-03-08",24.0767
"2013-03-09",23.6816
"2013-03-10",24.2289
"2013-03-11",24.151
"2013-03-12",24.2591
"2013-03-13",23.9777
"2013-03-14",23.994
"2013-03-15",23.8083
"2013-03-16",23.596
"2013-03-17",23.6996
"2013-03-18",23.8589
"2013-03-19",23.7267
"2013-03-20",23.7711
"2013-03-21",23.5547
"2013-03-22",23.4954
"2013-03-23",23.8184
"2013-03-24",24.0876
"2013-03-25",23.7132
"2013-03-26",23.6259
"2013-03-27",23.913
"2013-03-28",24.358
"2013-03-29",24.2224
"2013-03-30",24.3876
"2013-03-31",24.7499
"2013-04-01",24.9071
"2013-04-02",24.5157
"2013-04-03",24.2648
"2013-04-04",24.6587
"2013-04-05",24.8395
"2013-04-06",25.3108
"2013-04-07",25.0357
"2013-04-08",24.7539
"2013-04-09",24.964
"2013-04-10",24.1795
"2013-04-11",24.0076
"2013-04-12",24.3175
"2013-04-13",24.534
"2013-04-14",24.3987
"2013-04-15",24.5484
"2013-04-16",25.0947
"2013-04-17",24.9504
"2013-04-18",25.3387
"2013-04-19",25.0546
"2013-04-20",24.1056
"2013-04-21",24.129
"2013-04-22",24.3137
"2013-04-23",23.9463
"2013-04-24",24.4741
"2013-04-25",24.2511
"2013-04-26",24.1564
"2013-04-27",24.4099
"2013-04-28",24.6864
"2013-04-29",25.1211
"2013-04-30",24.9778
"2013-05-01",24.5255
"2013-05-02",24.756
"2013-05-03",24.5779
"2013-05-04",24.7805
"2013-05-05",24.706
"2013-05-06",24.4149
"2013-05-07",24.6063
"2013-05-08",24.5426
"2013-05-09",25.0615
"2013-05-10",25.4865
"2013-05-11",25.5996
"2013-05-12",25.4639
"2013-05-13",24.5541
"2013-05-14",25.0398
"2013-05-15",24.9526
"2013-05-16",25.4678
"2013-05-17",25.2844
"2013-05-18",25.4685
"2013-05-19",24.8277
"2013-05-20",23.8614
"2013-05-21",24.441
"2013-05-22",24.5573
"2013-05-23",24.8589
"2013-05-24",24.7796
"2013-05-25",24.4128
"2013-05-26",24.6997
"2013-05-27",24.2858
"2013-05-28",24.5017
"2013-05-29",24.3649
"2013-05-30",24.4848
"2013-05-31",23.7536
"2013-06-01",23.8397
"2013-06-02",23.6649
"2013-06-03",23.798
"2013-06-04",24.339
"2013-06-05",24.3588
"2013-06-06",24.4797
"2013-06-07",24.1245
"2013-06-08",22.7207
"2013-06-09",24.0261
"2013-06-10",24.2634
"2013-06-11",23.8841
"2013-06-12",23.6031
"2013-06-13",23.9614
"2013-06-14",24.165
"2013-06-15",23.945
"2013-06-16",23.7045
"2013-06-17",23.562
"2013-06-18",23.6412
"2013-06-19",23.7773
"2013-06-20",23.822
"2013-06-21",24.0207
"2013-06-22",23.7552
"2013-06-23",23.6889
"2013-06-24",24.2148
"2013-06-25",23.8091
"2013-06-26",23.8955
"2013-06-27",23.8414
"2013-06-28",23.5593
"2013-06-29",23.5962
"2013-06-30",23.587
"2013-07-01",23.6207
"2013-07-02",23.7259
"2013-07-03",23.6338
"2013-07-04",23.8279
"2013-07-05",23.9694
"2013-07-06",23.8448
"2013-07-07",23.8919
"2013-07-08",23.4588
"2013-07-09",23.6491
"2013-07-10",23.3614
"2013-07-11",23.5929
"2013-07-12",23.8543
"2013-07-13",23.8679
"2013-07-14",23.8291
"2013-07-15",23.668
"2013-07-16",23.5433
"2013-07-17",23.5546
"2013-07-18",23.4398
"2013-07-19",23.7873
"2013-07-20",23.5846
"2013-07-21",23.9492
"2013-07-22",23.3903
"2013-07-23",23.1194
"2013-07-24",23.5044
"2013-07-25",23.5121
"2013-07-26",23.3578
"2013-07-27",23.6244
"2013-07-28",23.9642
"2013-07-29",23.8227
"2013-07-30",23.4167
"2013-07-31",23.5946
"2013-08-01",24.2686
"2013-08-02",23.8258
"2013-08-03",23.9673
"2013-08-04",23.1314
"2013-08-05",22.8366
"2013-08-06",22.9571
"2013-08-07",23.2241
"2013-08-08",23.3598
"2013-08-09",23.4569
"2013-08-10",23.7639
"2013-08-11",23.7039
"2013-08-12",23.6977
"2013-08-13",23.362
"2013-08-14",23.5367
"2013-08-15",23.7196
"2013-08-16",23.7075
"2013-08-17",23.4594
"2013-08-18",23.6105
"2013-08-19",23.8336
"2013-08-20",23.7822
"2013-08-21",23.5879
"2013-08-22",23.6085
"2013-08-23",23.5109
"2013-08-24",23.6591
"2013-08-25",23.8768
"2013-08-26",23.9798
"2013-08-27",23.8853
"2013-08-28",24.084
"2013-08-29",23.7302
"2013-08-30",23.9707
"2013-08-31",23.8107
"2013-09-01",23.8281
"2013-09-02",23.7747
"2013-09-03",23.4989
"2013-09-04",23.742
"2013-09-05",23.1801
"2013-09-06",22.7205
"2013-09-07",23.1585
"2013-09-08",23.4644
"2013-09-09",23.4305
"2013-09-10",23.5552
"2013-09-11",23.2994
"2013-09-12",23.5214
"2013-09-13",23.6297
"2013-09-14",23.7722
"2013-09-15",24.0826
"2013-09-16",23.884
"2013-09-17",23.6061
"2013-09-18",23.6258
"2013-09-19",24.2034
"2013-09-20",24.3216
"2013-09-21",24.0492
"2013-09-22",24.0924
"2013-09-23",23.7371
"2013-09-24",23.431
"2013-09-25",23.8784
"2013-09-26",23.6963
"2013-09-27",23.4509
"2013-09-28",23.7456
"2013-09-29",23.5825
"2013-09-30",23.484
"2013-10-01",24.3242
"2013-10-02",24.2672
"2013-10-03",24.0042
"2013-10-04",23.4155
"2013-10-05",23.5856
"2013-10-06",22.858
"2013-10-07",23.3832
"2013-10-08",23.4623
"2013-10-09",23.426
"2013-10-10",24.0947
"2013-10-11",24.1313
"2013-10-12",23.7674
"2013-10-13",24.1547
"2013-10-14",24.221
"2013-10-15",24.1074
"2013-10-16",24.127
"2013-10-17",23.4763
"2013-10-18",23.3942
"2013-10-19",23.1456
"2013-10-20",23.5106
"2013-10-21",23.9159
"2013-10-22",24.1392
"2013-10-23",24.2542
"2013-10-24",23.9949
"2013-10-25",23.6513
"2013-10-26",23.5833
"2013-10-27",23.7912
"2013-10-28",23.6288
"2013-10-29",23.932
"2013-10-30",23.3801
"2013-10-31",23.2612
"2013-11-01",23.3064
"2013-11-02",23.5212
"2013-11-03",23.4051
"2013-11-04",23.5148
"2013-11-05",23.4005
"2013-11-06",23.2171
"2013-11-07",23.194
"2013-11-08",23.3889
"2013-11-09",23.7809
"2013-11-10",23.5846
"2013-11-11",23.7334
"2013-11-12",23.7763
"2013-11-13",22.6255
"2013-11-14",22.8144
"2013-11-15",22.048
"2013-11-16",22.2528
"2013-11-17",23.0278
"2013-11-18",22.9494
"2013-11-19",23.2596
"2013-11-20",23.3027
"2013-11-21",23.2503
"2013-11-22",23.2946
"2013-11-23",23.2887
"2013-11-24",23.1611
"2013-11-25",23.1245
"2013-11-26",23.1176
"2013-11-27",22.8277
"2013-11-28",22.9096
"2013-11-29",22.6188
"2013-11-30",22.3288
"2013-12-01",22.6685
"2013-12-02",23.2882
"2013-12-03",23.1904
"2013-12-04",23.4663
"2013-12-05",22.5875
"2013-12-06",22.619
"2013-12-07",22.6988
"2013-12-08",22.7591
"2013-12-09",22.56
"2013-12-10",22.3313
"2013-12-11",22.6436
"2013-12-12",23.0752
"2013-12-13",22.9138
"2013-12-14",23.0079
"2013-12-15",23.0396
"2013-12-16",22.3157
"2013-12-17",21.9417
"2013-12-18",22.9275
"2013-12-19",23.1996
"2013-12-20",23.5035
"2013-12-21",23.5395
"2013-12-22",23.0992
"2013-12-23",22.1165
"2013-12-24",23.05
"2013-12-25",22.8038
"2013-12-26",21.5765
"2013-12-27",21.9199
"2013-12-28",22.0584
"2013-12-29",21.9967
"2013-12-30",22.0316
"2013-12-31",22.3018
"2014-01-01",22.7079
"2014-01-02",22.5863
"2014-01-03",22.6768
"2014-01-04",21.576
"2014-01-05",20.8807
"2014-01-06",22.8614
"2014-01-07",23.2882
"2014-01-08",23.045
"2014-01-09",23.0403
"2014-01-10",22.8655
"2014-01-11",22.8002
"2014-01-12",23.0518
"2014-01-13",23.1703
"2014-01-14",23.1722
"2014-01-15",23.161
"2014-01-16",22.9038
"2014-01-17",22.7075
"2014-01-18",22.5291
"2014-01-19",22.0485
"2014-01-20",21.931
"2014-01-21",22.0592
"2014-01-22",22.262
"2014-01-23",22.1087
"2014-01-24",22.2032
"2014-01-25",20.8407
"2014-01-26",20.713
"2014-01-27",21.1239
"2014-01-28",22.0982
"2014-01-29",22.6889
"2014-01-30",22.8647
"2014-01-31",23.3312
"2014-02-01",23.1719
"2014-02-02",22.9554
"2014-02-03",22.2701
"2014-02-04",22.1799
"2014-02-05",22.0825
"2014-02-06",21.1464
"2014-02-07",20.8732
"2014-02-08",20.4563
"2014-02-09",19.5189
"2014-02-10",20.0977
"2014-02-11",20.1083
"2014-02-12",19.9378
"2014-02-13",20.5766
"2014-02-14",21.6598
"2014-02-15",22.2578
"2014-02-16",22.553
"2014-02-17",22.453
"2014-02-18",23.0369
"2014-02-19",22.6914
"2014-02-20",23.0714
"2014-02-21",22.7434
"2014-02-22",22.6975
"2014-02-23",22.8045
"2014-02-24",21.8649
"2014-02-25",21.5183
"2014-02-26",21.7753
"2014-02-27",22.4197
"2014-02-28",22.5925
"2014-03-01",22.6292
"2014-03-02",22.1281
"2014-03-03",21.6713
"2014-03-04",21.9371
"2014-03-05",22.2996
"2014-03-06",22.6436
"2014-03-07",23.0647
"2014-03-08",22.6726
"2014-03-09",22.7561
"2014-03-10",21.825
"2014-03-11",21.0039
"2014-03-12",21.315
"2014-03-13",21.5263
"2014-03-14",20.1266
"2014-03-15",21.3596
"2014-03-16",22.1267
"2014-03-17",23.2328
"2014-03-18",23.1894
"2014-03-19",23.069
"2014-03-20",23.4268
"2014-03-21",24.0327
"2014-03-22",23.3466
"2014-03-23",22.7267
"2014-03-24",22.5362
"2014-03-25",22.386
"2014-03-26",22.6747
"2014-03-27",22.9821
"2014-03-28",23.0464
"2014-03-29",23.0537
"2014-03-30",21.9853
"2014-03-31",22.2671
"2014-04-01",23.2134
"2014-04-02",24.3402
"2014-04-03",23.8442
"2014-04-04",23.9401
"2014-04-05",23.6276
"2014-04-06",23.8639
"2014-04-07",23.9931
"2014-04-08",23.9325
"2014-04-09",23.4453
"2014-04-10",23.8736
"2014-04-11",24.2587
"2014-04-12",24.5726
"2014-04-13",24.2631
"2014-04-14",24.0993
"2014-04-15",24.0796
"2014-04-16",24.0859
"2014-04-17",24.3336
"2014-04-18",24.4512
"2014-04-19",24.7668
"2014-04-20",24.7345
"2014-04-21",24.4833
"2014-04-22",24.0747
"2014-04-23",24.3501
"2014-04-24",24.2945
"2014-04-25",24.7924
"2014-04-26",25.3406
"2014-04-27",24.4299
"2014-04-28",24.2986
"2014-04-29",23.7585
"2014-04-30",24.3141
"2014-05-01",24.3542
"2014-05-02",24.1596
"2014-05-03",24.2359
"2014-05-04",24.4761
"2014-05-05",24.222
"2014-05-06",24.2451
"2014-05-07",24.1436
"2014-05-08",24.5822
"2014-05-09",24.9225
"2014-05-10",25.0107
"2014-05-11",24.5216
"2014-05-12",24.3669
"2014-05-13",24.3837
"2014-05-14",24.7569
"2014-05-15",24.5263
"2014-05-16",24.1291
"2014-05-17",23.6283
"2014-05-18",24.413
"2014-05-19",25.1765
"2014-05-20",25.0347
"2014-05-21",24.3602
"2014-05-22",24.8108
"2014-05-23",25.4221
"2014-05-24",25.6188
"2014-05-25",25.108
"2014-05-26",25.2134
"2014-05-27",25.2318
"2014-05-28",24.6537
"2014-05-29",24.8124
"2014-05-30",24.6666
"2014-05-31",25.0744
"2014-06-01",25.1245
"2014-06-02",24.213
"2014-06-03",24.2631
"2014-06-04",24.9459
"2014-06-05",24.9739
"2014-06-06",25.0238
"2014-06-07",25.362
"2014-06-08",25.2988
"2014-06-09",24.2955
"2014-06-10",24.7788
"2014-06-11",24.677
"2014-06-12",24.4903
"2014-06-13",25.0043
"2014-06-14",25.2399
"2014-06-15",25.0915
"2014-06-16",24.7854
"2014-06-17",24.4095
"2014-06-18",24.983
"2014-06-19",24.6648
"2014-06-20",24.8646
"2014-06-21",24.7468
"2014-06-22",24.8599
"2014-06-23",24.7082
"2014-06-24",24.5946
"2014-06-25",24.7939
"2014-06-26",24.4189
"2014-06-27",24.7671
"2014-06-28",24.7454
"2014-06-29",24.6819
"2014-06-30",23.8186
"2014-07-01",24.0159
"2014-07-02",24.3465
"2014-07-03",24.5117
"2014-07-04",24.5675
"2014-07-05",24.2026
"2014-07-06",24.2617
"2014-07-07",24.0424
"2014-07-08",24.0723
"2014-07-09",24.3298
"2014-07-10",23.4051
"2014-07-11",24.0375
"2014-07-12",24.1485
"2014-07-13",24.2813
"2014-07-14",24.0923
"2014-07-15",24.1829
"2014-07-16",24.298
"2014-07-17",24.2507
"2014-07-18",24.3162
"2014-07-19",24.353
"2014-07-20",24.4218
"2014-07-21",24.2766
"2014-07-22",24.4954
"2014-07-23",24.1903
"2014-07-24",24.2965
"2014-07-25",24.4855
"2014-07-26",24.2856
"2014-07-27",23.9548
"2014-07-28",24.2182
"2014-07-29",24.4305
"2014-07-30",23.9826
"2014-07-31",24.1209
"2014-08-01",23.8872
"2014-08-02",24.0216
"2014-08-03",23.8708
"2014-08-04",23.7671
"2014-08-05",23.8584
"2014-08-06",23.9421
"2014-08-07",24.2219
"2014-08-08",23.4748
"2014-08-09",23.6068
"2014-08-10",23.7645
"2014-08-11",23.3225
"2014-08-12",23.331
"2014-08-13",23.4326
"2014-08-14",23.5275
"2014-08-15",23.513
"2014-08-16",23.8864
"2014-08-17",23.547
"2014-08-18",23.5097
"2014-08-19",23.5446
"2014-08-20",23.7618
"2014-08-21",23.7925
"2014-08-22",23.4318
"2014-08-23",23.579
"2014-08-24",23.9202
"2014-08-25",23.4857
"2014-08-26",23.028
"2014-08-27",22.7763
"2014-08-28",22.655
"2014-08-29",23.4647
"2014-08-30",24.1091
"2014-08-31",24.1983
"2014-09-01",23.9023
"2014-09-02",23.7671
"2014-09-03",23.3636
"2014-09-04",23.5338
"2014-09-05",23.6399
"2014-09-06",23.7482
"2014-09-07",23.7552
"2014-09-08",23.7617
"2014-09-09",23.9358
"2014-09-10",23.5614
"2014-09-11",23.8642
"2014-09-12",23.9568
"2014-09-13",23.8962
"2014-09-14",23.8035
"2014-09-15",23.8895
"2014-09-16",23.9202
"2014-09-17",23.9408
"2014-09-18",24.2182
"2014-09-19",24.306
"2014-09-20",23.467
"2014-09-21",23.7882
"2014-09-22",24.3296
"2014-09-23",24.3019
"2014-09-24",24.0863
"2014-09-25",23.5438
"2014-09-26",23.7907
"2014-09-27",23.5322
"2014-09-28",23.9496
"2014-09-29",23.8804
"2014-09-30",23.5623
"2014-10-01",23.4704
"2014-10-02",23.4051
"2014-10-03",23.4377
"2014-10-04",23.9611
"2014-10-05",24.4315
"2014-10-06",24.1527
"2014-10-07",23.6159
"2014-10-08",23.8856
"2014-10-09",24.2136
"2014-10-10",24.4285
"2014-10-11",24.1511
"2014-10-12",24.0732
"2014-10-13",24.314
"2014-10-14",23.9794
"2014-10-15",23.6508
"2014-10-16",23.5123
"2014-10-17",23.6136
"2014-10-18",23.44
"2014-10-19",24.0438
"2014-10-20",23.8758
"2014-10-21",23.5518
"2014-10-22",23.5311
"2014-10-23",23.4755
"2014-10-24",23.7622
"2014-10-25",23.5871
"2014-10-26",23.8033
"2014-10-27",23.3239
"2014-10-28",23.3432
"2014-10-29",23.6139
"2014-10-30",23.3818
"2014-10-31",22.8213
"2014-11-01",22.7573
"2014-11-02",23.5284
"2014-11-03",23.5145
"2014-11-04",22.956
"2014-11-05",23.6769
"2014-11-06",23.9399
"2014-11-07",22.6687
"2014-11-08",22.7367
"2014-11-09",22.8644
"2014-11-10",23.0943
"2014-11-11",23.2679
"2014-11-12",23.6504
"2014-11-13",23.7084
"2014-11-14",23.5201
"2014-11-15",23.3248
"2014-11-16",23.3017
"2014-11-17",23.3971
"2014-11-18",23.2405
"2014-11-19",23.3169
"2014-11-20",23.4563
"2014-11-21",23.5281
"2014-11-22",23.4652
"2014-11-23",23.541
"2014-11-24",23.3039
"2014-11-25",22.2601
"2014-11-26",22.8588
"2014-11-27",23.3731
"2014-11-28",23.7653
"2014-11-29",22.7036
"2014-11-30",22.5321
"2014-12-01",23.6163
"2014-12-02",23.6199
"2014-12-03",23.4229
"2014-12-04",23.1551
"2014-12-05",23.147
"2014-12-06",23.4022
"2014-12-07",23.5223
"2014-12-08",23.4218
"2014-12-09",23.7853
"2014-12-10",23.5038
"2014-12-11",23.331
"2014-12-12",23.0756
"2014-12-13",23.3248
"2014-12-14",23.3045
"2014-12-15",23.5561
"2014-12-16",23.5824
"2014-12-17",23.4661
"2014-12-18",23.6678
"2014-12-19",23.4067
"2014-12-20",22.4867
"2014-12-21",23.1245
"2014-12-22",23.0803
"2014-12-23",23.2083
"2014-12-24",23.1553
"2014-12-25",22.8203
"2014-12-26",21.343
"2014-12-27",21.3224
"2014-12-28",22.9928
"2014-12-29",22.7616
"2014-12-30",23.2818
"2014-12-31",23.3378
"2015-01-01",23.5388
"2015-01-02",22.0773
"2015-01-03",22.3917
"2015-01-04",23.007
"2015-01-05",23.1185
"2015-01-06",22.9956
"2015-01-07",22.8648
"2015-01-08",22.4796
"2015-01-09",22.3934
"2015-01-10",21.6186
"2015-01-11",20.8534
"2015-01-12",20.2228
"2015-01-13",20.1485
"2015-01-14",21.5403
"2015-01-15",22.2403
"2015-01-16",22.7313
"2015-01-17",22.8997
"2015-01-18",23.1668
"2015-01-19",23.0951
"2015-01-20",22.4223
"2015-01-21",21.6628
"2015-01-22",21.5945
"2015-01-23",22.4259
"2015-01-24",22.7216
"2015-01-25",22.9021
"2015-01-26",22.3316
"2015-01-27",22.6692
"2015-01-28",23.1561
"2015-01-29",23.2909
"2015-01-30",22.9457
"2015-01-31",23.2789
"2015-02-01",22.7046
"2015-02-02",23.1235
"2015-02-03",22.9719
"2015-02-04",22.7989
"2015-02-05",23.092
"2015-02-06",23.1142
"2015-02-07",23.0904
"2015-02-08",22.8657
"2015-02-09",23.1748
"2015-02-10",23.1271
"2015-02-11",23.1381
"2015-02-12",23.4012
"2015-02-13",23.4747
"2015-02-14",22.8192
"2015-02-15",21.5722
"2015-02-16",20.9264
"2015-02-17",20.5824
"2015-02-18",20.1306
"2015-02-19",20.1294
"2015-02-20",20.8231
"2015-02-21",21.8276
"2015-02-22",22.6322
"2015-02-23",22.9252
"2015-02-24",23.3977
"2015-02-25",23.0675
"2015-02-26",23.1241
"2015-02-27",22.8062
"2015-02-28",22.9185
"2015-03-01",23.0744
"2015-03-02",23.2826
"2015-03-03",23.3702
"2015-03-04",23.2027
"2015-03-05",23.0822
"2015-03-06",23.2537
"2015-03-07",23.2625
"2015-03-08",22.2757
"2015-03-09",22.5551
"2015-03-10",22.8346
"2015-03-11",22.7808
"2015-03-12",23.4353
"2015-03-13",23.2872
"2015-03-14",23.1197
"2015-03-15",23.0598
"2015-03-16",23.3051
"2015-03-17",23.3994
"2015-03-18",23.5099
"2015-03-19",23.0614
"2015-03-20",22.3737
"2015-03-21",22.6536
"2015-03-22",23.2395
"2015-03-23",23.1882
"2015-03-24",22.7981
"2015-03-25",21.9872
"2015-03-26",22.7296
"2015-03-27",23.702
"2015-03-28",23.694
"2015-03-29",23.7862
"2015-03-30",23.7353
"2015-03-31",23.7601
"2015-04-01",23.8185
"2015-04-02",23.5391
"2015-04-03",24.135
"2015-04-04",24.6993
"2015-04-05",24.5547
"2015-04-06",24.3487
"2015-04-07",24.1262
"2015-04-08",23.776
"2015-04-09",23.9903
"2015-04-10",23.9163
"2015-04-11",23.7501
"2015-04-12",24.0897
"2015-04-13",23.4414
"2015-04-14",23.3034
"2015-04-15",23.7418
"2015-04-16",24.0515
"2015-04-17",24.3929
"2015-04-18",23.8869
"2015-04-19",24.3545
"2015-04-20",23.8412
"2015-04-21",23.3239
"2015-04-22",23.3231
"2015-04-23",23.7563
"2015-04-24",23.9788
"2015-04-25",23.9322
"2015-04-26",23.9466
"2015-04-27",23.9677
"2015-04-28",24.0003
"2015-04-29",23.9541
"2015-04-30",23.9185
"2015-05-01",24.2245
"2015-05-02",24.7572
"2015-05-03",24.6951
"2015-05-04",24.3876
"2015-05-05",24.5006
"2015-05-06",24.2975
"2015-05-07",24.4665
"2015-05-08",24.7327
"2015-05-09",24.4457
"2015-05-10",24.4734
"2015-05-11",24.4672
"2015-05-12",24.6368
"2015-05-13",24.8509
"2015-05-14",25.3338
"2015-05-15",25.2705
"2015-05-16",25.0448
"2015-05-17",25.1314
"2015-05-18",25.0814
"2015-05-19",24.8559
"2015-05-20",25.1869
"2015-05-21",24.9774
"2015-05-22",24.8734
"2015-05-23",24.5024
"2015-05-24",24.8031
"2015-05-25",24.9363
"2015-05-26",25.2731
"2015-05-27",25.3044
"2015-05-28",25.6522
"2015-05-29",25.4802
"2015-05-30",25.2482
"2015-05-31",24.7546
"2015-06-01",24.4873
"2015-06-02",25.0528
"2015-06-03",25.0665
"2015-06-04",24.6502
"2015-06-05",24.1769
"2015-06-06",24.5046
"2015-06-07",24.5861
"2015-06-08",24.61
"2015-06-09",24.6516
"2015-06-10",24.505
"2015-06-11",24.5587
"2015-06-12",24.3134
"2015-06-13",24.5754
"2015-06-14",24.5437
"2015-06-15",24.6977
"2015-06-16",24.3816
"2015-06-17",24.4245
"2015-06-18",24.7627
"2015-06-19",24.7511
"2015-06-20",25.0834
"2015-06-21",24.7154
"2015-06-22",24.3597
"2015-06-23",24.6564
"2015-06-24",25.2265
"2015-06-25",25.1479
"2015-06-26",24.6791
"2015-06-27",24.4931
"2015-06-28",24.2067
"2015-06-29",24.0235
"2015-06-30",24.3144
"2015-07-01",24.5545
"2015-07-02",24.9601
"2015-07-03",25.0423
"2015-07-04",24.8717
"2015-07-05",24.6519
"2015-07-06",24.2876
"2015-07-07",23.9459
"2015-07-08",24.1298
"2015-07-09",24.0315
"2015-07-10",24.6125
"2015-07-11",24.2418
"2015-07-12",24.7095
"2015-07-13",24.3291
"2015-07-14",24.5773
"2015-07-15",24.3732
"2015-07-16",24.5022
"2015-07-17",23.8415
"2015-07-18",24.2678
"2015-07-19",24.2598
"2015-07-20",23.8958
"2015-07-21",24.1298
"2015-07-22",23.9046
"2015-07-23",23.6155
"2015-07-24",23.1826
"2015-07-25",24.0475
"2015-07-26",23.8509
"2015-07-27",23.7274
"2015-07-28",23.6622
"2015-07-29",23.7391
"2015-07-30",23.7569
"2015-07-31",23.974
"2015-08-01",23.9441
"2015-08-02",24.4206
"2015-08-03",24.2437
"2015-08-04",24.1386
"2015-08-05",23.9914
"2015-08-06",24.48
"2015-08-07",24.3336
"2015-08-08",24.3123
"2015-08-09",24.4123
"2015-08-10",24.5078
"2015-08-11",24.662
"2015-08-12",24.5738
"2015-08-13",24.864
"2015-08-14",24.5404
"2015-08-15",24.4976
"2015-08-16",23.9983
"2015-08-17",23.8484
"2015-08-18",24.021
"2015-08-19",24.195
"2015-08-20",24.1829
"2015-08-21",24.3421
"2015-08-22",24.5316
"2015-08-23",24.984
"2015-08-24",24.7212
"2015-08-25",24.6741
"2015-08-26",24.4527
"2015-08-27",24.3607
"2015-08-28",24.0259
"2015-08-29",24.3303
"2015-08-30",24.3396
"2015-08-31",24.629
"2015-09-01",24.7442
"2015-09-02",24.7698
"2015-09-03",24.2674
"2015-09-04",23.8776
"2015-09-05",24.1925
"2015-09-06",23.8626
"2015-09-07",23.1246
"2015-09-08",23.9009
"2015-09-09",23.823
"2015-09-10",23.9031
"2015-09-11",23.9597
"2015-09-12",24.3622
"2015-09-13",24.7226
"2015-09-14",24.2606
"2015-09-15",24.3038
"2015-09-16",24.5152
"2015-09-17",24.5002
"2015-09-18",24.4493
"2015-09-19",24.299
"2015-09-20",24.5453
"2015-09-21",24.4695
"2015-09-22",24.5416
"2015-09-23",24.5318
"2015-09-24",24.0374
"2015-09-25",24.0272
"2015-09-26",23.8368
"2015-09-27",24.1063
"2015-09-28",24.0846
"2015-09-29",23.6246
"2015-09-30",23.6224
"2015-10-01",24.1703
"2015-10-02",24.2082
"2015-10-03",24.6912
"2015-10-04",24.7639
"2015-10-05",24.3667
"2015-10-06",24.5232
"2015-10-07",24.4516
"2015-10-08",24.2499
"2015-10-09",23.1678
"2015-10-10",23.6723
"2015-10-11",24.063
"2015-10-12",24.1307
"2015-10-13",23.9035
"2015-10-14",23.8384
"2015-10-15",23.6566
"2015-10-16",23.9183
"2015-10-17",23.5269
"2015-10-18",23.8879
"2015-10-19",23.8926
"2015-10-20",23.8562
"2015-10-21",24.0239
"2015-10-22",24.0856
"2015-10-23",24.0697
"2015-10-24",24.0453
"2015-10-25",23.5983
"2015-10-26",23.1528
"2015-10-27",23.1526
"2015-10-28",23.501
"2015-10-29",23.6456
"2015-10-30",23.8655
"2015-10-31",24.078
"2015-11-01",23.852
"2015-11-02",23.4585
"2015-11-03",23.2055
"2015-11-04",23.7424
"2015-11-05",23.593
"2015-11-06",23.3748
"2015-11-07",23.6807
"2015-11-08",23.8718
"2015-11-09",23.9823
"2015-11-10",24.2934
"2015-11-11",24.2247
"2015-11-12",24.0265
"2015-11-13",23.5777
"2015-11-14",23.5568
