,"(deg C) Mean Dew Point Temperature (ERA5) at Vavuniya, 2007-01-01 to 2025-12-31"
"2012-11-27",22.9644
"2012-11-28",21.4007
"2012-11-29",21.0458
"2012-11-30",20.2788
"2012-12-01",20.0369
"2012-12-02",21.411
"2012-12-03",23.6038
"2012-12-04",23.7056
"2012-12-05",23.5972
"2012-12-06",24.1451
"2012-12-07",24.0261
"2012-12-08",24.035
"2012-12-09",22.1662
"2012-12-10",21.4173
"2012-12-11",21.4407
"2012-12-12",21.3821
"2012-12-13",20.8918
"2012-12-14",21.4521
"2012-12-15",22.9625
"2012-12-16",22.1725
"2012-12-17",22.1972
"2012-12-18",21.9823
"2012-12-19",23.1332
"2012-12-20",23.3458
"2012-12-21",22.7511
"2012-12-22",22.3879
"2012-12-23",22.1863
"2012-12-24",23.3368
"2012-12-25",23.9709
"2012-12-26",24.0565
"2012-12-27",23.9754
"2012-12-28",24.4343
"2012-12-29",24.7353
"2012-12-30",24.3388
"2012-12-31",23.1693
"2013-01-01",22.7676
"2013-01-02",22.4502
"2013-01-03",23.2527
"2013-01-04",24.0611
"2013-01-05",23.078
"2013-01-06",22.4628
"2013-01-07",23.0742
"2013-01-08",23.5842
"2013-01-09",23.5549
"2013-01-10",23.486
"2013-01-11",21.9693
"2013-01-12",20.2889
"2013-01-13",19.2365
"2013-01-14",19.5536
"2013-01-15",19.9551
"2013-01-16",19.74
"2013-01-17",19.4639
"2013-01-18",19.2302
"2013-01-19",20.3924
"2013-01-20",23.0908
"2013-01-21",21.0803
"2013-01-22",21.4046
"2013-01-23",23.0336
"2013-01-24",22.2675
"2013-01-25",21.2039
"2013-01-26",20.9123
"2013-01-27",20.4041
"2013-01-28",20.4594
"2013-01-29",20.1989
"2013-01-30",20.514
"2013-01-31",20.0929
"2013-02-01",20.7456
"2013-02-02",21.6101
"2013-02-03",22.0041
"2013-02-04",22.6693
"2013-02-05",22.8914
"2013-02-06",23.0842
"2013-02-07",22.5772
"2013-02-08",23.0454
"2013-02-09",23.0086
"2013-02-10",21.7794
"2013-02-11",22.5743
"2013-02-12",23.1905
"2013-02-13",23.8455
"2013-02-14",23.533
"2013-02-15",23.6172
"2013-02-16",23.4336
"2013-02-17",23.6412
"2013-02-18",23.9214
"2013-02-19",23.927
"2013-02-20",22.3954
"2013-02-21",20.6852
"2013-02-22",20.8569
"2013-02-23",20.3182
"2013-02-24",20.9339
"2013-02-25",21.2096
"2013-02-26",20.7721
"2013-02-27",21.1287
"2013-02-28",21.3946
"2013-03-01",21.2481
"2013-03-02",21.6082
"2013-03-03",21.4774
"2013-03-04",23.8583
"2013-03-05",24.0417
"2013-03-06",24.5202
"2013-03-07",24.5745
"2013-03-08",24.5599
"2013-03-09",24.2429
"2013-03-10",24.2621
"2013-03-11",23.8594
"2013-03-12",22.8129
"2013-03-13",22.6113
"2013-03-14",23.6923
"2013-03-15",24.4013
"2013-03-16",23.65
"2013-03-17",22.264
"2013-03-18",22.2577
"2013-03-19",22.9633
"2013-03-20",23.2556
"2013-03-21",21.2705
"2013-03-22",21.3852
"2013-03-23",23.2807
"2013-03-24",24.6813
"2013-03-25",24.1045
"2013-03-26",24.1154
"2013-03-27",24.1676
"2013-03-28",24.5061
"2013-03-29",24.5757
"2013-03-30",24.0624
"2013-03-31",23.9278
"2013-04-01",24.3347
"2013-04-02",24.0637
"2013-04-03",22.5603
"2013-04-04",23.3604
"2013-04-05",24.4438
"2013-04-06",24.3746
"2013-04-07",24.4944
"2013-04-08",24.9279
"2013-04-09",24.0465
"2013-04-10",24.1392
"2013-04-11",24.1759
"2013-04-12",23.8201
"2013-04-13",24.1099
"2013-04-14",24.2792
"2013-04-15",24.5258
"2013-04-16",24.7321
"2013-04-17",24.2446
"2013-04-18",24.0354
"2013-04-19",23.3801
"2013-04-20",24.3189
"2013-04-21",24.3695
"2013-04-22",24.3509
"2013-04-23",24.3083
"2013-04-24",24.4818
"2013-04-25",24.3753
"2013-04-26",24.0949
"2013-04-27",24.066
"2013-04-28",24.0591
"2013-04-29",24.1493
"2013-04-30",24.2115
"2013-05-01",24.5177
"2013-05-02",25.1499
"2013-05-03",25.1788
"2013-05-04",25.2079
"2013-05-05",25.0897
"2013-05-06",25.103
"2013-05-07",24.9681
"2013-05-08",25.3234
"2013-05-09",24.6561
"2013-05-10",25.0362
"2013-05-11",25.4039
"2013-05-12",25.2192
"2013-05-13",24.4758
"2013-05-14",24.5586
"2013-05-15",23.222
"2013-05-16",22.9123
"2013-05-17",22.941
"2013-05-18",23.8335
"2013-05-19",24.5142
"2013-05-20",23.9682
"2013-05-21",23.9765
"2013-05-22",23.9082
"2013-05-23",23.9842
"2013-05-24",24.3152
"2013-05-25",24.0218
"2013-05-26",23.7932
"2013-05-27",23.4907
"2013-05-28",23.0884
"2013-05-29",23.5389
"2013-05-30",24.2498
"2013-05-31",23.4998
"2013-06-01",23.6252
"2013-06-02",22.9961
"2013-06-03",22.9749
"2013-06-04",23.5837
"2013-06-05",24.0242
"2013-06-06",23.6349
"2013-06-07",23.1493
"2013-06-08",22.7047
"2013-06-09",22.8455
"2013-06-10",23.3638
"2013-06-11",23.2054
"2013-06-12",23.0973
"2013-06-13",23.2234
"2013-06-14",22.7389
"2013-06-15",23.2295
"2013-06-16",23.2942
"2013-06-17",22.9439
"2013-06-18",23.1183
"2013-06-19",23.1913
"2013-06-20",22.8799
"2013-06-21",23.5243
"2013-06-22",23.7471
"2013-06-23",23.4663
"2013-06-24",23.0234
"2013-06-25",22.9238
"2013-06-26",22.9792
"2013-06-27",23.1956
"2013-06-28",23.3762
"2013-06-29",23.1287
"2013-06-30",23.1311
"2013-07-01",22.5362
"2013-07-02",22.6304
"2013-07-03",22.0868
"2013-07-04",22.98
"2013-07-05",23.8199
"2013-07-06",23.8422
"2013-07-07",23.8379
"2013-07-08",23.4567
"2013-07-09",23.0765
"2013-07-10",22.894
"2013-07-11",22.9234
"2013-07-12",22.8849
"2013-07-13",22.8231
"2013-07-14",23.3119
"2013-07-15",23.6116
"2013-07-16",23.1484
"2013-07-17",22.9929
"2013-07-18",23.1045
"2013-07-19",22.8799
"2013-07-20",22.9478
"2013-07-21",23.0677
"2013-07-22",22.8322
"2013-07-23",22.0703
"2013-07-24",22.5786
"2013-07-25",22.6736
"2013-07-26",22.641
"2013-07-27",22.457
"2013-07-28",22.9581
"2013-07-29",23.0761
"2013-07-30",22.2437
"2013-07-31",21.8027
"2013-08-01",22.2824
"2013-08-02",22.7534
"2013-08-03",22.6259
"2013-08-04",23.2513
"2013-08-05",22.1617
"2013-08-06",22.6056
"2013-08-07",22.8888
"2013-08-08",23.4269
"2013-08-09",23.6315
"2013-08-10",23.6468
"2013-08-11",23.6751
"2013-08-12",24.1874
"2013-08-13",23.5228
"2013-08-14",23.5191
"2013-08-15",22.7299
"2013-08-16",22.5192
"2013-08-17",22.7102
"2013-08-18",22.7808
"2013-08-19",22.2946
"2013-08-20",22.0564
"2013-08-21",22.5796
"2013-08-22",22.0356
"2013-08-23",22.3456
"2013-08-24",22.4888
"2013-08-25",22.7436
"2013-08-26",22.6432
"2013-08-27",22.6554
"2013-08-28",23.4865
"2013-08-29",24.0718
"2013-08-30",23.9325
"2013-08-31",23.882
"2013-09-01",23.805
"2013-09-02",23.3697
"2013-09-03",22.5677
"2013-09-04",22.9414
"2013-09-05",22.6922
"2013-09-06",22.5519
"2013-09-07",23.6196
"2013-09-08",23.2256
"2013-09-09",23.5918
"2013-09-10",23.2412
"2013-09-11",23.1014
"2013-09-12",23.6855
"2013-09-13",23.5312
"2013-09-14",23.512
"2013-09-15",23.2551
"2013-09-16",23.337
"2013-09-17",23.4816
"2013-09-18",23.3369
"2013-09-19",23.3933
"2013-09-20",23.2245
"2013-09-21",23.0171
"2013-09-22",22.4732
"2013-09-23",22.4382
"2013-09-24",21.8963
"2013-09-25",22.4297
"2013-09-26",22.5974
"2013-09-27",22.7911
"2013-09-28",22.4309
"2013-09-29",22.3623
"2013-09-30",21.7594
"2013-10-01",22.9158
"2013-10-02",22.9364
"2013-10-03",22.0886
"2013-10-04",21.0023
"2013-10-05",20.1067
"2013-10-06",20.5525
"2013-10-07",21.7804
"2013-10-08",22.6644
"2013-10-09",22.7682
"2013-10-10",23.0491
"2013-10-11",22.4843
"2013-10-12",22.5273
"2013-10-13",22.8263
"2013-10-14",22.6322
"2013-10-15",22.5647
"2013-10-16",23.4951
"2013-10-17",23.1629
"2013-10-18",23.497
"2013-10-19",23.5484
"2013-10-20",23.9203
"2013-10-21",23.9003
"2013-10-22",24.1034
"2013-10-23",23.9207
"2013-10-24",23.6855
"2013-10-25",23.3254
"2013-10-26",22.7857
"2013-10-27",23.6701
"2013-10-28",22.5839
"2013-10-29",22.5601
"2013-10-30",23.2425
"2013-10-31",23.6671
"2013-11-01",23.7471
"2013-11-02",24.1297
"2013-11-03",24.0605
"2013-11-04",24.0302
"2013-11-05",23.8304
"2013-11-06",23.7986
"2013-11-07",23.6066
"2013-11-08",23.2653
"2013-11-09",23.5555
"2013-11-10",24.0687
"2013-11-11",23.8827
"2013-11-12",22.1881
"2013-11-13",22.0684
"2013-11-14",21.8382
"2013-11-15",22.4529
"2013-11-16",23.101
"2013-11-17",23.5056
"2013-11-18",23.7278
"2013-11-19",23.6583
"2013-11-20",22.6939
"2013-11-21",22.9482
"2013-11-22",23.4157
"2013-11-23",23.5736
"2013-11-24",23.8363
"2013-11-25",23.5966
"2013-11-26",23.2359
"2013-11-27",20.7968
"2013-11-28",20.9067
"2013-11-29",21.2915
"2013-11-30",23.6649
"2013-12-01",23.7379
"2013-12-02",23.0555
"2013-12-03",23.0422
"2013-12-04",23.2519
"2013-12-05",23.2689
"2013-12-06",22.7929
"2013-12-07",22.9105
"2013-12-08",22.5031
"2013-12-09",21.1488
"2013-12-10",20.6777
"2013-12-11",21.7076
"2013-12-12",22.3245
"2013-12-13",23.2003
"2013-12-14",23.7206
"2013-12-15",22.7157
"2013-12-16",20.1597
"2013-12-17",18.8981
"2013-12-18",21.2689
"2013-12-19",21.9489
"2013-12-20",21.8956
"2013-12-21",21.9969
"2013-12-22",19.1262
"2013-12-23",21.585
"2013-12-24",21.6658
"2013-12-25",20.1939
"2013-12-26",20.3567
"2013-12-27",19.7647
"2013-12-28",19.8803
"2013-12-29",19.0729
"2013-12-30",19.7847
"2013-12-31",20.6035
"2014-01-01",19.8675
"2014-01-02",21.0532
"2014-01-03",22.1122
"2014-01-04",21.2293
"2014-01-05",22.399
"2014-01-06",22.8398
"2014-01-07",23.2172
"2014-01-08",23.5636
"2014-01-09",22.407
"2014-01-10",20.9086
"2014-01-11",21.4414
"2014-01-12",22.2748
"2014-01-13",22.4627
"2014-01-14",22.9296
"2014-01-15",22.9181
"2014-01-16",22.1835
"2014-01-17",20.7193
"2014-01-18",21.0777
"2014-01-19",21.1228
"2014-01-20",20.5042
"2014-01-21",21.8572
"2014-01-22",21.5521
"2014-01-23",22.3718
"2014-01-24",20.9488
"2014-01-25",19.1129
"2014-01-26",19.1746
"2014-01-27",19.7797
"2014-01-28",21.4293
"2014-01-29",21.9105
"2014-01-30",22.5673
"2014-01-31",22.4555
"2014-02-01",22.8275
"2014-02-02",21.8361
"2014-02-03",20.9873
"2014-02-04",19.9214
"2014-02-05",19.4293
"2014-02-06",19.2112
"2014-02-07",18.9915
"2014-02-08",18.5583
"2014-02-09",18.2679
"2014-02-10",17.7461
"2014-02-11",18.4657
"2014-02-12",18.8161
"2014-02-13",21.4323
"2014-02-14",21.2198
"2014-02-15",21.3898
"2014-02-16",22.5694
"2014-02-17",22.8089
"2014-02-18",21.9773
"2014-02-19",22.4815
"2014-02-20",20.9575
"2014-02-21",20.3012
"2014-02-22",20.5475
"2014-02-23",22.6746
"2014-02-24",22.9237
"2014-02-25",22.2435
"2014-02-26",21.6482
"2014-02-27",22.6509
"2014-02-28",22.0833
"2014-03-01",20.5836
"2014-03-02",20.9859
"2014-03-03",21.8181
"2014-03-04",22.4244
"2014-03-05",22.6621
"2014-03-06",22.6429
"2014-03-07",21.9971
"2014-03-08",21.9607
"2014-03-09",21.5509
"2014-03-10",20.4897
"2014-03-11",19.7604
"2014-03-12",20.2407
"2014-03-13",19.3256
"2014-03-14",19.2308
"2014-03-15",20.2476
"2014-03-16",21.6603
"2014-03-17",22.7156
"2014-03-18",22.4865
"2014-03-19",24.0308
"2014-03-20",22.94
"2014-03-21",23.1242
"2014-03-22",21.9956
"2014-03-23",21.1754
"2014-03-24",21.7495
"2014-03-25",21.0223
"2014-03-26",21.2707
"2014-03-27",22.5243
"2014-03-28",22.0967
"2014-03-29",19.6744
"2014-03-30",18.1078
"2014-03-31",20.5143
"2014-04-01",22.3021
"2014-04-02",23.199
"2014-04-03",22.8715
"2014-04-04",23.0117
"2014-04-05",24.0781
"2014-04-06",24.1008
"2014-04-07",23.1654
"2014-04-08",23.9391
"2014-04-09",24.1749
"2014-04-10",23.0072
"2014-04-11",24.0765
"2014-04-12",24.2103
"2014-04-13",24.0572
"2014-04-14",23.1695
"2014-04-15",22.8999
"2014-04-16",22.2843
"2014-04-17",22.5286
"2014-04-18",22.8463
"2014-04-19",23.2484
"2014-04-20",23.7621
"2014-04-21",23.7617
"2014-04-22",24.3306
"2014-04-23",24.9002
"2014-04-24",24.6104
"2014-04-25",25.1587
"2014-04-26",25.0063
"2014-04-27",24.6661
"2014-04-28",23.9014
"2014-04-29",24.0842
"2014-04-30",24.4061
"2014-05-01",24.4574
"2014-05-02",24.5257
"2014-05-03",24.39
"2014-05-04",24.8037
"2014-05-05",24.4879
"2014-05-06",24.7522
"2014-05-07",24.3874
"2014-05-08",24.6596
"2014-05-09",25.2499
"2014-05-10",25.2333
"2014-05-11",25.4375
"2014-05-12",25.5161
"2014-05-13",25.1047
"2014-05-14",25.1181
"2014-05-15",24.9968
"2014-05-16",24.6083
"2014-05-17",24.0379
"2014-05-18",24.4817
"2014-05-19",23.9642
"2014-05-20",23.6749
"2014-05-21",23.8858
"2014-05-22",23.0755
"2014-05-23",24.3924
"2014-05-24",24.8085
"2014-05-25",24.948
"2014-05-26",24.5578
"2014-05-27",24.7709
"2014-05-28",24.4528
"2014-05-29",24.3755
"2014-05-30",24.5453
"2014-05-31",24.8394
"2014-06-01",25.3092
"2014-06-02",24.9388
"2014-06-03",24.8557
"2014-06-04",24.1243
"2014-06-05",23.951
"2014-06-06",23.7652
"2014-06-07",23.2792
"2014-06-08",23.0782
"2014-06-09",23.1966
"2014-06-10",22.9704
"2014-06-11",23.6104
"2014-06-12",23.9169
"2014-06-13",23.8077
"2014-06-14",24.0128
"2014-06-15",23.0875
"2014-06-16",23.0666
"2014-06-17",23.0373
"2014-06-18",23.2117
"2014-06-19",23.4446
"2014-06-20",23.3672
"2014-06-21",23.3596
"2014-06-22",23.3126
"2014-06-23",23.0855
"2014-06-24",23.5375
"2014-06-25",23.678
"2014-06-26",23.2327
"2014-06-27",23.2594
"2014-06-28",23.5439
"2014-06-29",23.4923
"2014-06-30",23.6908
"2014-07-01",24.108
"2014-07-02",23.0519
"2014-07-03",23.2788
"2014-07-04",23.0351
"2014-07-05",23.6853
"2014-07-06",24.1733
"2014-07-07",23.392
"2014-07-08",23.4785
"2014-07-09",23.5844
"2014-07-10",22.8483
"2014-07-11",22.8527
"2014-07-12",22.4521
"2014-07-13",22.5053
"2014-07-14",22.45
"2014-07-15",22.535
"2014-07-16",22.654
"2014-07-17",22.391
"2014-07-18",22.8262
"2014-07-19",22.6955
"2014-07-20",22.8104
"2014-07-21",22.4295
"2014-07-22",22.5615
"2014-07-23",22.401
"2014-07-24",22.706
"2014-07-25",22.7588
"2014-07-26",23.2012
"2014-07-27",23.7029
"2014-07-28",22.7788
"2014-07-29",22.2435
"2014-07-30",22.2875
"2014-07-31",23.0683
"2014-08-01",23.0988
"2014-08-02",23.3711
"2014-08-03",23.0524
"2014-08-04",22.7151
"2014-08-05",22.7026
"2014-08-06",22.6168
"2014-08-07",23.5026
"2014-08-08",23.4761
"2014-08-09",22.9972
"2014-08-10",23.9842
"2014-08-11",23.6729
"2014-08-12",23.0558
"2014-08-13",22.9128
"2014-08-14",22.8224
"2014-08-15",23.6086
"2014-08-16",23.5962
"2014-08-17",23.9312
"2014-08-18",23.7484
"2014-08-19",23.5234
"2014-08-20",23.3724
"2014-08-21",23.6249
"2014-08-22",23.668
"2014-08-23",23.1504
"2014-08-24",23.3168
"2014-08-25",22.7876
"2014-08-26",21.9821
"2014-08-27",22.4031
"2014-08-28",22.8434
"2014-08-29",22.5807
"2014-08-30",22.4113
"2014-08-31",22.7082
"2014-09-01",23.0176
"2014-09-02",23.125
"2014-09-03",23.0589
"2014-09-04",22.7908
"2014-09-05",23.4596
"2014-09-06",23.3045
"2014-09-07",22.8405
"2014-09-08",22.6945
"2014-09-09",22.2548
"2014-09-10",22.7196
"2014-09-11",22.8773
"2014-09-12",22.858
"2014-09-13",23.1279
"2014-09-14",23.5649
"2014-09-15",23.0588
"2014-09-16",22.1575
"2014-09-17",22.1652
"2014-09-18",22.5985
"2014-09-19",22.061
"2014-09-20",22.26
"2014-09-21",22.5129
"2014-09-22",23.0576
"2014-09-23",22.2523
"2014-09-24",23.1787
"2014-09-25",23.5391
"2014-09-26",24.1012
"2014-09-27",23.9904
"2014-09-28",24.2207
"2014-09-29",24.5916
"2014-09-30",24.0855
"2014-10-01",23.9371
"2014-10-02",24.3322
"2014-10-03",23.9489
"2014-10-04",24.2028
"2014-10-05",24.5421
"2014-10-06",24.3561
"2014-10-07",24.1723
"2014-10-08",24.4439
"2014-10-09",24.8918
"2014-10-10",24.4802
"2014-10-11",23.1383
"2014-10-12",23.2648
"2014-10-13",22.5872
"2014-10-14",24.0892
"2014-10-15",23.9907
"2014-10-16",24.1245
"2014-10-17",24.2188
"2014-10-18",23.8147
"2014-10-19",23.9749
"2014-10-20",24.0233
"2014-10-21",23.8108
"2014-10-22",24.2083
"2014-10-23",24.1688
"2014-10-24",23.9918
"2014-10-25",24.2996
"2014-10-26",24.0027
"2014-10-27",24.0614
"2014-10-28",24.4827
"2014-10-29",24.4843
"2014-10-30",24.0608
"2014-10-31",22.9322
"2014-11-01",23.0481
"2014-11-02",23.2425
"2014-11-03",23.8449
"2014-11-04",22.4078
"2014-11-05",23.7957
"2014-11-06",22.1645
"2014-11-07",21.8989
"2014-11-08",22.4316
"2014-11-09",23.3263
"2014-11-10",23.2464
"2014-11-11",23.6306
"2014-11-12",24.0248
"2014-11-13",23.87
"2014-11-14",24.3213
"2014-11-15",24.3714
"2014-11-16",23.8624
"2014-11-17",24.128
"2014-11-18",23.6893
"2014-11-19",23.8782
"2014-11-20",24.0914
"2014-11-21",24.0478
"2014-11-22",23.6966
"2014-11-23",23.2303
"2014-11-24",23.6261
"2014-11-25",22.9415
"2014-11-26",23.1641
"2014-11-27",23.8924
"2014-11-28",23.51
"2014-11-29",22.3068
"2014-11-30",24.2612
"2014-12-01",24.1414
"2014-12-02",24.0836
"2014-12-03",22.1949
"2014-12-04",21.02
"2014-12-05",22.19
"2014-12-06",23.2888
"2014-12-07",23.9694
"2014-12-08",23.9587
"2014-12-09",24.0946
"2014-12-10",24.0321
"2014-12-11",24.2677
"2014-12-12",23.683
"2014-12-13",23.9463
"2014-12-14",23.7344
"2014-12-15",24.2697
"2014-12-16",24.2382
"2014-12-17",23.5497
"2014-12-18",24.1601
"2014-12-19",23.7114
"2014-12-20",22.3224
"2014-12-21",23.5784
"2014-12-22",23.3121
"2014-12-23",23.7904
"2014-12-24",23.9846
"2014-12-25",23.2384
"2014-12-26",22.0987
"2014-12-27",22.7206
"2014-12-28",23.8629
"2014-12-29",23.14
"2014-12-30",22.7341
"2014-12-31",23.5641
"2015-01-01",24.045
"2015-01-02",23.0175
"2015-01-03",23.4019
"2015-01-04",23.0131
"2015-01-05",23.334
"2015-01-06",22.3572
"2015-01-07",21.2721
"2015-01-08",21.0789
"2015-01-09",21.1759
"2015-01-10",19.3928
"2015-01-11",19.1143
"2015-01-12",18.8532
"2015-01-13",20.5418
"2015-01-14",20.9542
"2015-01-15",20.4568
"2015-01-16",22.3021
"2015-01-17",22.5839
"2015-01-18",21.8309
"2015-01-19",20.2423
"2015-01-20",20.7782
"2015-01-21",20.6477
"2015-01-22",22.3581
"2015-01-23",22.8112
"2015-01-24",22.5447
"2015-01-25",21.7116
"2015-01-26",21.1116
"2015-01-27",21.6628
"2015-01-28",22.17
"2015-01-29",22.3654
"2015-01-30",21.1391
"2015-01-31",19.4824
"2015-02-01",21.5575
"2015-02-02",21.8043
"2015-02-03",22.7284
"2015-02-04",23.4825
"2015-02-05",23.2825
"2015-02-06",22.568
"2015-02-07",22.2547
"2015-02-08",22.3298
"2015-02-09",22.886
"2015-02-10",23.2018
"2015-02-11",23.1958
"2015-02-12",23.3286
"2015-02-13",23.5986
"2015-02-14",21.7881
"2015-02-15",19.7056
"2015-02-16",20.0019
"2015-02-17",19.7022
"2015-02-18",18.5494
"2015-02-19",19.3505
"2015-02-20",19.8952
"2015-02-21",20.9405
"2015-02-22",20.9868
"2015-02-23",21.5275
"2015-02-24",23.2885
"2015-02-25",23.6916
"2015-02-26",23.5857
"2015-02-27",23.2632
"2015-02-28",23.084
"2015-03-01",23.3664
"2015-03-02",23.0101
"2015-03-03",22.5967
"2015-03-04",23.2284
"2015-03-05",23.5476
"2015-03-06",23.1817
"2015-03-07",22.1271
"2015-03-08",21.9834
"2015-03-09",22.0624
"2015-03-10",20.6291
"2015-03-11",21.1631
"2015-03-12",23.4518
"2015-03-13",22.9339
"2015-03-14",23.552
"2015-03-15",23.8073
"2015-03-16",23.4978
"2015-03-17",22.0113
"2015-03-18",21.3757
"2015-03-19",20.8639
"2015-03-20",21.727
"2015-03-21",22.0774
"2015-03-22",22.5392
"2015-03-23",22.268
"2015-03-24",22.0329
"2015-03-25",22.0915
"2015-03-26",23.5322
"2015-03-27",24.1902
"2015-03-28",24.104
"2015-03-29",24.0086
"2015-03-30",24.0361
"2015-03-31",24.2234
"2015-04-01",24.2103
"2015-04-02",24.1507
"2015-04-03",24.4278
"2015-04-04",24.3064
"2015-04-05",23.8547
"2015-04-06",23.7784
"2015-04-07",24.0637
"2015-04-08",24.1813
"2015-04-09",23.9799
"2015-04-10",23.4596
"2015-04-11",23.6139
"2015-04-12",23.6261
"2015-04-13",23.1369
"2015-04-14",23.3962
"2015-04-15",24.1277
"2015-04-16",24.3139
"2015-04-17",23.8914
"2015-04-18",24.1145
"2015-04-19",23.9035
"2015-04-20",24.4565
"2015-04-21",24.2467
"2015-04-22",24.6619
"2015-04-23",24.3375
"2015-04-24",24.2514
"2015-04-25",24.1565
"2015-04-26",24.1722
"2015-04-27",23.9198
"2015-04-28",24.2711
"2015-04-29",24.3961
"2015-04-30",24.5402
"2015-05-01",24.6627
"2015-05-02",25.2434
"2015-05-03",24.0217
"2015-05-04",23.9869
"2015-05-05",24.0775
"2015-05-06",24.7671
"2015-05-07",24.9554
"2015-05-08",25.1658
"2015-05-09",25.0521
"2015-05-10",24.9842
"2015-05-11",24.8722
"2015-05-12",25.0656
"2015-05-13",24.9354
"2015-05-14",25.2397
"2015-05-15",25.324
"2015-05-16",25.0305
"2015-05-17",24.569
"2015-05-18",24.9877
"2015-05-19",25.1328
"2015-05-20",24.9321
"2015-05-21",25.2191
"2015-05-22",25.2499
"2015-05-23",25.0748
"2015-05-24",25.1746
"2015-05-25",25.4513
"2015-05-26",25.6475
"2015-05-27",24.7961
"2015-05-28",25.4298
"2015-05-29",25.4822
"2015-05-30",25.4093
"2015-05-31",25.1793
"2015-06-01",24.6499
"2015-06-02",24.8437
"2015-06-03",25.2508
"2015-06-04",24.8565
"2015-06-05",24.4014
"2015-06-06",24.6973
"2015-06-07",24.7214
"2015-06-08",24.652
"2015-06-09",24.4548
"2015-06-10",24.5652
"2015-06-11",24.7665
"2015-06-12",24.2501
"2015-06-13",24.0347
"2015-06-14",24.2994
"2015-06-15",25.0016
"2015-06-16",24.6006
"2015-06-17",24.7859
"2015-06-18",24.8577
"2015-06-19",24.3182
"2015-06-20",24.3982
"2015-06-21",23.6812
"2015-06-22",23.9358
"2015-06-23",24.304
"2015-06-24",24.1461
"2015-06-25",24.1925
"2015-06-26",24.3144
"2015-06-27",24.1128
"2015-06-28",24.2324
"2015-06-29",24.2774
"2015-06-30",24.0963
"2015-07-01",24.0256
"2015-07-02",24.0736
"2015-07-03",23.8863
"2015-07-04",24.2129
"2015-07-05",24.1215
"2015-07-06",23.1832
"2015-07-07",23.0515
"2015-07-08",23.4347
"2015-07-09",23.6102
"2015-07-10",24.3884
"2015-07-11",24.4268
"2015-07-12",23.9085
"2015-07-13",23.6718
"2015-07-14",23.7419
"2015-07-15",23.9677
"2015-07-16",24.1565
"2015-07-17",23.6646
"2015-07-18",23.7624
"2015-07-19",23.657
"2015-07-20",23.6298
"2015-07-21",23.7658
"2015-07-22",23.999
"2015-07-23",23.3817
"2015-07-24",22.8531
"2015-07-25",23.3217
"2015-07-26",23.4032
"2015-07-27",23.2142
"2015-07-28",23.1168
"2015-07-29",23.5848
"2015-07-30",22.7009
"2015-07-31",22.9415
"2015-08-01",23.1189
"2015-08-02",23.6527
"2015-08-03",23.3654
"2015-08-04",23.3586
"2015-08-05",23.4427
"2015-08-06",23.3917
"2015-08-07",23.1655
"2015-08-08",23.0358
"2015-08-09",23.2168
"2015-08-10",23.7822
"2015-08-11",23.5332
"2015-08-12",23.522
"2015-08-13",23.5966
"2015-08-14",23.6813
"2015-08-15",24.4093
"2015-08-16",23.774
"2015-08-17",24.1889
"2015-08-18",24.3975
"2015-08-19",23.9339
"2015-08-20",24.0554
"2015-08-21",23.8656
"2015-08-22",23.9272
"2015-08-23",24.4187
"2015-08-24",23.7815
"2015-08-25",23.909
"2015-08-26",22.7908
"2015-08-27",23.1572
"2015-08-28",23.4946
"2015-08-29",23.6896
"2015-08-30",23.9844
"2015-08-31",23.2047
"2015-09-01",23.7089
"2015-09-02",23.8347
"2015-09-03",24.4761
"2015-09-04",24.5113
"2015-09-05",24.3433
"2015-09-06",23.9342
"2015-09-07",23.0842
"2015-09-08",23.9496
"2015-09-09",24.1655
"2015-09-10",24.1807
"2015-09-11",24.0563
"2015-09-12",23.6511
"2015-09-13",24.1849
"2015-09-14",23.3433
"2015-09-15",24.0654
"2015-09-16",23.9849
"2015-09-17",24.2458
"2015-09-18",24.4178
"2015-09-19",24.0261
"2015-09-20",24.3109
"2015-09-21",24.3265
"2015-09-22",23.5634
"2015-09-23",24.4919
"2015-09-24",24.3025
"2015-09-25",24.0384
"2015-09-26",23.6844
"2015-09-27",24.2614
"2015-09-28",24.0139
"2015-09-29",23.9306
"2015-09-30",23.6822
"2015-10-01",24.0809
"2015-10-02",24.505
"2015-10-03",24.4471
"2015-10-04",24.5686
"2015-10-05",24.5949
"2015-10-06",24.488
"2015-10-07",24.1574
"2015-10-08",24.2186
"2015-10-09",23.0564
"2015-10-10",24.1768
"2015-10-11",24.2747
"2015-10-12",24.5509
"2015-10-13",24.5437
"2015-10-14",24.2209
"2015-10-15",24.1527
"2015-10-16",23.6023
"2015-10-17",24.352
"2015-10-18",24.6475
"2015-10-19",24.7986
"2015-10-20",24.4298
"2015-10-21",24.4176
"2015-10-22",24.7832
"2015-10-23",24.832
"2015-10-24",24.6112
"2015-10-25",23.4538
"2015-10-26",23.6558
"2015-10-27",24.23
"2015-10-28",24.0064
"2015-10-29",24.4096
"2015-10-30",24.387
"2015-10-31",24.2494
"2015-11-01",24.2855
"2015-11-02",24.2013
"2015-11-03",24.1322
"2015-11-04",24.3574
"2015-11-05",24.0603
"2015-11-06",24.0727
"2015-11-07",24.383
"2015-11-08",24.3232
"2015-11-09",24.1084
"2015-11-10",25.048
