,"(deg C) Mean Dew Point Temperature (ERA5) at Mannar, 2007-01-01 to 2025-12-31"
"2012-11-27",22.7989
"2012-11-28",21.2871
"2012-11-29",20.7732
"2012-11-30",20.1716
"2012-12-01",20.1475
"2012-12-02",21.3431
"2012-12-03",23.2518
"2012-12-04",23.5326
"2012-12-05",23.6776
"2012-12-06",23.9327
"2012-12-07",23.9632
"2012-12-08",23.9795
"2012-12-09",22.4578
"2012-12-10",21.4916
"2012-12-11",21.4857
"2012-12-12",21.4736
"2012-12-13",21.1274
"2012-12-14",21.5246
"2012-12-15",22.6911
"2012-12-16",22.1271
"2012-12-17",21.9727
"2012-12-18",22.1013
"2012-12-19",22.9429
"2012-12-20",23.2143
"2012-12-21",22.8043
"2012-12-22",22.3152
"2012-12-23",21.9165
"2012-12-24",22.7879
"2012-12-25",23.6967
"2012-12-26",23.8074
"2012-12-27",23.8249
"2012-12-28",24.1214
"2012-12-29",24.5358
"2012-12-30",24.0914
"2012-12-31",23.2965
"2013-01-01",22.94
"2013-01-02",22.1583
"2013-01-03",22.953
"2013-01-04",23.8516
"2013-01-05",23.1841
"2013-01-06",22.6693
"2013-01-07",22.8453
"2013-01-08",23.4942
"2013-01-09",23.602
"2013-01-10",23.4106
"2013-01-11",22.1748
"2013-01-12",20.293
"2013-01-13",19.3361
"2013-01-14",19.7767
"2013-01-15",20.0296
"2013-01-16",19.9687
"2013-01-17",19.3326
"2013-01-18",19.3979
"2013-01-19",20.1856
"2013-01-20",23.0035
"2013-01-21",21.4974
"2013-01-22",21.2259
"2013-01-23",22.6351
"2013-01-24",21.9449
"2013-01-25",21.0485
"2013-01-26",20.9638
"2013-01-27",20.5937
"2013-01-28",20.5904
"2013-01-29",20.5503
"2013-01-30",20.7689
"2013-01-31",20.3063
"2013-02-01",20.5987
"2013-02-02",21.246
"2013-02-03",21.8647
"2013-02-04",22.6042
"2013-02-05",23.1323
"2013-02-06",23.1905
"2013-02-07",22.774
"2013-02-08",23.2897
"2013-02-09",23.1281
"2013-02-10",21.8574
"2013-02-11",22.6643
"2013-02-12",23.119
"2013-02-13",23.5498
"2013-02-14",23.5414
"2013-02-15",23.6124
"2013-02-16",23.3606
"2013-02-17",23.7646
"2013-02-18",23.7502
"2013-02-19",23.8173
"2013-02-20",22.6596
"2013-02-21",20.5301
"2013-02-22",20.8025
"2013-02-23",20.2879
"2013-02-24",20.7427
"2013-02-25",21.3484
"2013-02-26",21.1006
"2013-02-27",21.4481
"2013-02-28",21.6805
"2013-03-01",21.3857
"2013-03-02",21.6091
"2013-03-03",21.6479
"2013-03-04",23.6646
"2013-03-05",23.9607
"2013-03-06",24.3991
"2013-03-07",24.4371
"2013-03-08",24.408
"2013-03-09",24.3145
"2013-03-10",24.3569
"2013-03-11",23.983
"2013-03-12",23.1326
"2013-03-13",22.9662
"2013-03-14",23.4951
"2013-03-15",24.1434
"2013-03-16",23.743
"2013-03-17",22.4869
"2013-03-18",22.4529
"2013-03-19",22.9514
"2013-03-20",23.5044
"2013-03-21",21.9517
"2013-03-22",21.912
"2013-03-23",23.3719
"2013-03-24",24.4622
"2013-03-25",24.1973
"2013-03-26",24.3968
"2013-03-27",24.4337
"2013-03-28",24.9068
"2013-03-29",24.825
"2013-03-30",24.9506
"2013-03-31",25.1659
"2013-04-01",25.1163
"2013-04-02",24.8817
"2013-04-03",23.99
"2013-04-04",24.5392
"2013-04-05",25.5652
"2013-04-06",25.0933
"2013-04-07",25.3852
"2013-04-08",25.3796
"2013-04-09",24.9204
"2013-04-10",24.6764
"2013-04-11",24.5858
"2013-04-12",23.8168
"2013-04-13",24.3434
"2013-04-14",24.6194
"2013-04-15",25.1724
"2013-04-16",25.5278
"2013-04-17",25.1614
"2013-04-18",25.3872
"2013-04-19",24.7967
"2013-04-20",24.9133
"2013-04-21",24.5129
"2013-04-22",24.6421
"2013-04-23",24.5948
"2013-04-24",24.6582
"2013-04-25",24.4409
"2013-04-26",24.0613
"2013-04-27",24.5132
"2013-04-28",24.9812
"2013-04-29",25.2255
"2013-04-30",24.7321
"2013-05-01",24.6707
"2013-05-02",25.1809
"2013-05-03",25.6026
"2013-05-04",25.9982
"2013-05-05",25.572
"2013-05-06",25.24
"2013-05-07",25.2601
"2013-05-08",25.585
"2013-05-09",25.4203
"2013-05-10",25.9585
"2013-05-11",26.3824
"2013-05-12",26.1801
"2013-05-13",25.3154
"2013-05-14",25.5026
"2013-05-15",24.4539
"2013-05-16",24.3262
"2013-05-17",24.3059
"2013-05-18",25.0333
"2013-05-19",25.5567
"2013-05-20",25.0047
"2013-05-21",24.9984
"2013-05-22",24.9517
"2013-05-23",25.1086
"2013-05-24",25.3283
"2013-05-25",25.0904
"2013-05-26",25.0721
"2013-05-27",24.8135
"2013-05-28",24.4561
"2013-05-29",24.7015
"2013-05-30",25.0597
"2013-05-31",24.3983
"2013-06-01",24.5977
"2013-06-02",24.1971
"2013-06-03",24.1792
"2013-06-04",24.6863
"2013-06-05",24.8832
"2013-06-06",24.6779
"2013-06-07",24.5099
"2013-06-08",23.9858
"2013-06-09",24.2578
"2013-06-10",24.5991
"2013-06-11",24.5139
"2013-06-12",24.369
"2013-06-13",24.5044
"2013-06-14",24.3792
"2013-06-15",24.486
"2013-06-16",24.3822
"2013-06-17",24.1212
"2013-06-18",24.1992
"2013-06-19",24.3305
"2013-06-20",24.2338
"2013-06-21",24.535
"2013-06-22",24.3237
"2013-06-23",24.1522
"2013-06-24",24.2161
"2013-06-25",24.12
"2013-06-26",24.1457
"2013-06-27",24.241
"2013-06-28",24.1836
"2013-06-29",24.1833
"2013-06-30",24.2449
"2013-07-01",23.773
"2013-07-02",23.8995
"2013-07-03",23.6524
"2013-07-04",24.0723
"2013-07-05",24.4504
"2013-07-06",24.1738
"2013-07-07",24.2371
"2013-07-08",24.1991
"2013-07-09",24.0508
"2013-07-10",23.5712
"2013-07-11",23.7483
"2013-07-12",23.8932
"2013-07-13",24.0076
"2013-07-14",24.1706
"2013-07-15",24.3414
"2013-07-16",24.1314
"2013-07-17",23.9429
"2013-07-18",24.0697
"2013-07-19",24.0587
"2013-07-20",24.1423
"2013-07-21",24.123
"2013-07-22",24.0178
"2013-07-23",23.602
"2013-07-24",23.7711
"2013-07-25",23.8417
"2013-07-26",23.8585
"2013-07-27",23.8007
"2013-07-28",24.0704
"2013-07-29",23.9792
"2013-07-30",23.6967
"2013-07-31",23.7641
"2013-08-01",24.0637
"2013-08-02",24.0464
"2013-08-03",23.845
"2013-08-04",23.7759
"2013-08-05",23.0038
"2013-08-06",23.375
"2013-08-07",23.6701
"2013-08-08",23.8656
"2013-08-09",23.9643
"2013-08-10",23.9646
"2013-08-11",24.2028
"2013-08-12",24.3341
"2013-08-13",24.1373
"2013-08-14",23.8036
"2013-08-15",23.7343
"2013-08-16",23.5247
"2013-08-17",23.4518
"2013-08-18",23.6645
"2013-08-19",23.5835
"2013-08-20",23.5068
"2013-08-21",23.8083
"2013-08-22",23.546
"2013-08-23",23.6241
"2013-08-24",23.7361
"2013-08-25",23.8963
"2013-08-26",23.8601
"2013-08-27",23.8811
"2013-08-28",24.095
"2013-08-29",24.2262
"2013-08-30",24.2928
"2013-08-31",24.2299
"2013-09-01",24.2653
"2013-09-02",24.0846
"2013-09-03",23.6294
"2013-09-04",23.8035
"2013-09-05",23.5594
"2013-09-06",23.2781
"2013-09-07",23.468
"2013-09-08",23.5736
"2013-09-09",23.648
"2013-09-10",23.7689
"2013-09-11",23.7357
"2013-09-12",23.9067
"2013-09-13",23.9994
"2013-09-14",24.2323
"2013-09-15",24.1921
"2013-09-16",24.1419
"2013-09-17",24.2494
"2013-09-18",24.1969
"2013-09-19",24.4186
"2013-09-20",24.3649
"2013-09-21",24.2997
"2013-09-22",24.0396
"2013-09-23",23.8743
"2013-09-24",23.5446
"2013-09-25",23.8664
"2013-09-26",23.8706
"2013-09-27",23.8721
"2013-09-28",23.7497
"2013-09-29",23.8695
"2013-09-30",23.6069
"2013-10-01",24.127
"2013-10-02",24.1322
"2013-10-03",23.627
"2013-10-04",22.6643
"2013-10-05",22.201
"2013-10-06",22.6251
"2013-10-07",23.4452
"2013-10-08",23.947
"2013-10-09",23.9076
"2013-10-10",24.2375
"2013-10-11",24.0678
"2013-10-12",23.9487
"2013-10-13",24.1436
"2013-10-14",24.0625
"2013-10-15",24.0045
"2013-10-16",23.8208
"2013-10-17",23.7342
"2013-10-18",23.6197
"2013-10-19",23.4804
"2013-10-20",23.5292
"2013-10-21",23.9958
"2013-10-22",24.4887
"2013-10-23",24.5907
"2013-10-24",24.5182
"2013-10-25",24.1556
"2013-10-26",23.7081
"2013-10-27",24.2479
"2013-10-28",23.7572
"2013-10-29",23.5154
"2013-10-30",23.6158
"2013-10-31",23.6624
"2013-11-01",23.8089
"2013-11-02",23.8859
"2013-11-03",23.819
"2013-11-04",23.9697
"2013-11-05",23.8723
"2013-11-06",23.8599
"2013-11-07",23.5484
"2013-11-08",23.3461
"2013-11-09",23.4327
"2013-11-10",23.8623
"2013-11-11",23.6284
"2013-11-12",22.271
"2013-11-13",22.3531
"2013-11-14",22.2183
"2013-11-15",22.14
"2013-11-16",22.7624
"2013-11-17",23.206
"2013-11-18",23.6628
"2013-11-19",23.594
"2013-11-20",22.9179
"2013-11-21",23.2068
"2013-11-22",23.4947
"2013-11-23",23.4746
"2013-11-24",23.617
"2013-11-25",23.6244
"2013-11-26",23.3787
"2013-11-27",21.468
"2013-11-28",21.0729
"2013-11-29",21.5592
"2013-11-30",23.5665
"2013-12-01",23.7998
"2013-12-02",23.3187
"2013-12-03",23.2089
"2013-12-04",23.2919
"2013-12-05",23.4133
"2013-12-06",22.5198
"2013-12-07",22.7673
"2013-12-08",22.5029
"2013-12-09",21.1919
"2013-12-10",21.4829
"2013-12-11",22.8731
"2013-12-12",22.3701
"2013-12-13",23.1587
"2013-12-14",23.5288
"2013-12-15",22.7112
"2013-12-16",20.1842
"2013-12-17",18.8062
"2013-12-18",20.9398
"2013-12-19",21.7026
"2013-12-20",21.8138
"2013-12-21",21.6855
"2013-12-22",19.4765
"2013-12-23",21.4992
"2013-12-24",21.6558
"2013-12-25",20.3021
"2013-12-26",20.1738
"2013-12-27",19.6908
"2013-12-28",19.8011
"2013-12-29",19.1268
"2013-12-30",19.5873
"2013-12-31",20.8082
"2014-01-01",20.2391
"2014-01-02",20.9179
"2014-01-03",21.803
"2014-01-04",21.0214
"2014-01-05",22.1823
"2014-01-06",22.7651
"2014-01-07",23.0498
"2014-01-08",23.1773
"2014-01-09",22.3336
"2014-01-10",20.8925
"2014-01-11",21.1944
"2014-01-12",21.9095
"2014-01-13",21.7898
"2014-01-14",22.848
"2014-01-15",22.5956
"2014-01-16",22.2096
"2014-01-17",21.0018
"2014-01-18",20.8068
"2014-01-19",21.5103
"2014-01-20",20.6722
"2014-01-21",21.8073
"2014-01-22",21.6172
"2014-01-23",22.1709
"2014-01-24",21.2224
"2014-01-25",19.6618
"2014-01-26",19.2652
"2014-01-27",19.9522
"2014-01-28",21.377
"2014-01-29",21.875
"2014-01-30",22.428
"2014-01-31",22.499
"2014-02-01",22.6745
"2014-02-02",22.1437
"2014-02-03",21.0602
"2014-02-04",20.0289
"2014-02-05",19.6949
"2014-02-06",19.545
"2014-02-07",19.335
"2014-02-08",18.6648
"2014-02-09",18.6478
"2014-02-10",18.1845
"2014-02-11",18.9945
"2014-02-12",19.4394
"2014-02-13",21.7439
"2014-02-14",21.5209
"2014-02-15",21.7515
"2014-02-16",23.0107
"2014-02-17",23.3939
"2014-02-18",22.4043
"2014-02-19",22.654
"2014-02-20",21.1766
"2014-02-21",20.8753
"2014-02-22",21.0523
"2014-02-23",22.26
"2014-02-24",23.035
"2014-02-25",22.6616
"2014-02-26",21.9296
"2014-02-27",22.7654
"2014-02-28",22.3891
"2014-03-01",20.9221
"2014-03-02",21.1931
"2014-03-03",21.8608
"2014-03-04",22.5281
"2014-03-05",22.7932
"2014-03-06",22.765
"2014-03-07",22.3555
"2014-03-08",22.4091
"2014-03-09",21.8436
"2014-03-10",20.9401
"2014-03-11",20.2482
"2014-03-12",20.5391
"2014-03-13",19.9267
"2014-03-14",20.0016
"2014-03-15",20.5661
"2014-03-16",22.0125
"2014-03-17",22.884
"2014-03-18",23.0067
"2014-03-19",23.9815
"2014-03-20",23.7317
"2014-03-21",23.933
"2014-03-22",23.71
"2014-03-23",22.5857
"2014-03-24",22.3751
"2014-03-25",22.0307
"2014-03-26",21.8327
"2014-03-27",22.7968
"2014-03-28",22.7019
"2014-03-29",20.9367
"2014-03-30",20.0528
"2014-03-31",23.1244
"2014-04-01",24.2124
"2014-04-02",24.5297
"2014-04-03",23.9037
"2014-04-04",24.2225
"2014-04-05",24.4373
"2014-04-06",24.385
"2014-04-07",24.2738
"2014-04-08",24.7448
"2014-04-09",25.1463
"2014-04-10",25.0046
"2014-04-11",25.1796
"2014-04-12",25.346
"2014-04-13",24.8537
"2014-04-14",24.5281
"2014-04-15",24.1995
"2014-04-16",24.1306
"2014-04-17",24.373
"2014-04-18",24.2681
"2014-04-19",24.1686
"2014-04-20",24.1071
"2014-04-21",24.366
"2014-04-22",24.3933
"2014-04-23",24.8844
"2014-04-24",25.0615
"2014-04-25",25.5158
"2014-04-26",25.7973
"2014-04-27",25.309
"2014-04-28",24.9431
"2014-04-29",24.7516
"2014-04-30",24.7994
"2014-05-01",24.6797
"2014-05-02",24.8313
"2014-05-03",24.5612
"2014-05-04",24.5466
"2014-05-05",24.4456
"2014-05-06",24.7498
"2014-05-07",24.7705
"2014-05-08",25.0525
"2014-05-09",25.5627
"2014-05-10",25.7022
"2014-05-11",25.6264
"2014-05-12",25.8947
"2014-05-13",25.6809
"2014-05-14",25.7094
"2014-05-15",25.7821
"2014-05-16",25.4942
"2014-05-17",24.9867
"2014-05-18",25.3914
"2014-05-19",24.8642
"2014-05-20",24.5878
"2014-05-21",24.7803
"2014-05-22",24.5807
"2014-05-23",25.4792
"2014-05-24",25.7247
"2014-05-25",25.7264
"2014-05-26",25.6207
"2014-05-27",25.6808
"2014-05-28",25.1988
"2014-05-29",25.0832
"2014-05-30",25.2324
"2014-05-31",25.5719
"2014-06-01",25.9884
"2014-06-02",25.7447
"2014-06-03",25.4951
"2014-06-04",25.1479
"2014-06-05",25.1123
"2014-06-06",25.206
"2014-06-07",24.8896
"2014-06-08",24.6397
"2014-06-09",24.6962
"2014-06-10",24.6353
"2014-06-11",25.1097
"2014-06-12",25.0699
"2014-06-13",24.9984
"2014-06-14",25.1698
"2014-06-15",24.664
"2014-06-16",24.6197
"2014-06-17",24.4739
"2014-06-18",24.7293
"2014-06-19",24.8228
"2014-06-20",24.749
"2014-06-21",24.6203
"2014-06-22",24.6515
"2014-06-23",24.7353
"2014-06-24",24.8777
"2014-06-25",24.9307
"2014-06-26",24.6971
"2014-06-27",24.6276
"2014-06-28",24.7839
"2014-06-29",24.6566
"2014-06-30",24.6024
"2014-07-01",25.0037
"2014-07-02",24.5384
"2014-07-03",24.5993
"2014-07-04",24.4737
"2014-07-05",24.7308
"2014-07-06",24.8316
"2014-07-07",24.5275
"2014-07-08",24.5167
"2014-07-09",24.5262
"2014-07-10",24.1859
"2014-07-11",24.3283
"2014-07-12",24.0327
"2014-07-13",24.0674
"2014-07-14",23.9236
"2014-07-15",24.0809
"2014-07-16",24.2597
"2014-07-17",24.0528
"2014-07-18",24.313
"2014-07-19",24.2832
"2014-07-20",24.3413
"2014-07-21",24.0867
"2014-07-22",24.1486
"2014-07-23",24.0827
"2014-07-24",24.1932
"2014-07-25",24.1265
"2014-07-26",24.3747
"2014-07-27",24.5476
"2014-07-28",24.0664
"2014-07-29",23.9092
"2014-07-30",23.9282
"2014-07-31",24.3842
"2014-08-01",24.2367
"2014-08-02",24.3212
"2014-08-03",24.1767
"2014-08-04",23.9693
"2014-08-05",23.9651
"2014-08-06",23.9026
"2014-08-07",24.2743
"2014-08-08",24.1105
"2014-08-09",23.9629
"2014-08-10",24.3787
"2014-08-11",24.1451
"2014-08-12",23.9124
"2014-08-13",23.9423
"2014-08-14",23.9264
"2014-08-15",24.2767
"2014-08-16",24.255
"2014-08-17",24.2795
"2014-08-18",24.1621
"2014-08-19",24.0233
"2014-08-20",23.9956
"2014-08-21",24.0259
"2014-08-22",23.9755
"2014-08-23",23.7403
"2014-08-24",24.2437
"2014-08-25",23.895
"2014-08-26",23.2387
"2014-08-27",23.5431
"2014-08-28",23.8355
"2014-08-29",23.8148
"2014-08-30",23.8342
"2014-08-31",24.0555
"2014-09-01",24.1648
"2014-09-02",23.8968
"2014-09-03",23.7087
"2014-09-04",23.6763
"2014-09-05",24.2528
"2014-09-06",24.3035
"2014-09-07",24.0816
"2014-09-08",23.9945
"2014-09-09",23.8491
"2014-09-10",24.0203
"2014-09-11",24.0652
"2014-09-12",24.1666
"2014-09-13",24.3407
"2014-09-14",24.4197
"2014-09-15",24.1675
"2014-09-16",23.895
"2014-09-17",23.8193
"2014-09-18",24.1751
"2014-09-19",23.8309
"2014-09-20",23.8543
"2014-09-21",24.1253
"2014-09-22",24.3023
"2014-09-23",23.9649
"2014-09-24",24.3352
"2014-09-25",24.0656
"2014-09-26",24.0535
"2014-09-27",23.9932
"2014-09-28",23.9192
"2014-09-29",24.1472
"2014-09-30",23.8326
"2014-10-01",23.8671
"2014-10-02",24.2374
"2014-10-03",24.1172
"2014-10-04",24.7268
"2014-10-05",24.9613
"2014-10-06",24.8126
"2014-10-07",24.4492
"2014-10-08",24.5307
"2014-10-09",24.7667
"2014-10-10",24.8401
"2014-10-11",24.2379
"2014-10-12",24.4748
"2014-10-13",24.0654
"2014-10-14",24.3131
"2014-10-15",24.1478
"2014-10-16",24.0252
"2014-10-17",24.0636
"2014-10-18",23.7611
"2014-10-19",23.6573
"2014-10-20",23.8491
"2014-10-21",23.5839
"2014-10-22",23.8596
"2014-10-23",23.7743
"2014-10-24",23.872
"2014-10-25",23.8568
"2014-10-26",23.8561
"2014-10-27",24.0273
"2014-10-28",24.2776
"2014-10-29",24.2491
"2014-10-30",23.9346
"2014-10-31",22.2778
"2014-11-01",22.5415
"2014-11-02",23.1804
"2014-11-03",23.8301
"2014-11-04",22.3945
"2014-11-05",24.2898
"2014-11-06",22.9918
"2014-11-07",22.6254
"2014-11-08",22.6758
"2014-11-09",23.4718
"2014-11-10",23.3868
"2014-11-11",23.6022
"2014-11-12",23.9307
"2014-11-13",23.8592
"2014-11-14",24.2763
"2014-11-15",24.4759
"2014-11-16",23.786
"2014-11-17",24.0828
"2014-11-18",23.8545
"2014-11-19",23.9282
"2014-11-20",24.0392
"2014-11-21",23.8736
"2014-11-22",23.6924
"2014-11-23",23.5897
"2014-11-24",23.5957
"2014-11-25",22.7544
"2014-11-26",22.9077
"2014-11-27",23.702
"2014-11-28",23.173
"2014-11-29",21.5876
"2014-11-30",23.5875
"2014-12-01",23.9251
"2014-12-02",23.6849
"2014-12-03",21.8106
"2014-12-04",20.4247
"2014-12-05",21.415
"2014-12-06",22.6018
"2014-12-07",23.6714
"2014-12-08",23.7669
"2014-12-09",23.9072
"2014-12-10",23.7563
"2014-12-11",23.9902
"2014-12-12",23.5604
"2014-12-13",23.8106
"2014-12-14",23.7487
"2014-12-15",24.0005
"2014-12-16",24.0489
"2014-12-17",23.6229
"2014-12-18",23.8966
"2014-12-19",23.559
"2014-12-20",22.0956
"2014-12-21",23.0545
"2014-12-22",23.0441
"2014-12-23",23.3142
"2014-12-24",23.6871
"2014-12-25",23.2226
"2014-12-26",21.7497
"2014-12-27",22.1752
"2014-12-28",23.4537
"2014-12-29",22.7466
"2014-12-30",22.7692
"2014-12-31",23.3956
"2015-01-01",23.8514
"2015-01-02",22.7654
"2015-01-03",23.4052
"2015-01-04",23.2951
"2015-01-05",23.0118
"2015-01-06",22.1889
"2015-01-07",21.3728
"2015-01-08",21.4119
"2015-01-09",21.5734
"2015-01-10",19.5175
"2015-01-11",18.7618
"2015-01-12",18.2389
"2015-01-13",19.8023
"2015-01-14",21.0819
"2015-01-15",20.395
"2015-01-16",22.4639
"2015-01-17",22.6754
"2015-01-18",21.7183
"2015-01-19",20.3875
"2015-01-20",20.6955
"2015-01-21",20.6735
"2015-01-22",22.3423
"2015-01-23",22.7651
"2015-01-24",22.6131
"2015-01-25",21.5467
"2015-01-26",21.1647
"2015-01-27",21.8517
"2015-01-28",21.9807
"2015-01-29",22.1688
"2015-01-30",21.1656
"2015-01-31",19.384
"2015-02-01",21.2526
"2015-02-02",21.5067
"2015-02-03",22.1858
"2015-02-04",23.1837
"2015-02-05",23.0165
"2015-02-06",22.4147
"2015-02-07",22.1872
"2015-02-08",22.0681
"2015-02-09",22.5059
"2015-02-10",22.9377
"2015-02-11",23.0588
"2015-02-12",23.1002
"2015-02-13",23.4876
"2015-02-14",22.2085
"2015-02-15",20.1659
"2015-02-16",20.4528
"2015-02-17",19.7799
"2015-02-18",18.8973
"2015-02-19",19.4698
"2015-02-20",19.9988
"2015-02-21",20.981
"2015-02-22",20.9518
"2015-02-23",21.324
"2015-02-24",23.1483
"2015-02-25",23.5721
"2015-02-26",23.4732
"2015-02-27",23.482
"2015-02-28",23.2505
"2015-03-01",23.3116
"2015-03-02",22.9647
"2015-03-03",22.8136
"2015-03-04",23.7129
"2015-03-05",23.6398
"2015-03-06",23.4549
"2015-03-07",22.3259
"2015-03-08",22.0331
"2015-03-09",22.1234
"2015-03-10",20.7045
"2015-03-11",21.2481
"2015-03-12",22.9198
"2015-03-13",22.8369
"2015-03-14",23.4816
"2015-03-15",23.7446
"2015-03-16",23.4912
"2015-03-17",22.2831
"2015-03-18",22.039
"2015-03-19",21.8585
"2015-03-20",22.0651
"2015-03-21",22.635
"2015-03-22",23.1038
"2015-03-23",23.2196
"2015-03-24",22.9369
"2015-03-25",22.4727
"2015-03-26",23.3415
"2015-03-27",24.2368
"2015-03-28",24.205
"2015-03-29",24.0995
"2015-03-30",24.1357
"2015-03-31",24.175
"2015-04-01",24.2189
"2015-04-02",24.2819
"2015-04-03",24.7519
"2015-04-04",25.3776
"2015-04-05",25.1828
"2015-04-06",24.8813
"2015-04-07",24.543
"2015-04-08",24.2696
"2015-04-09",24.0997
"2015-04-10",23.4833
"2015-04-11",24.583
"2015-04-12",24.2936
"2015-04-13",22.493
"2015-04-14",23.2722
"2015-04-15",23.9269
"2015-04-16",24.2011
"2015-04-17",24.1522
"2015-04-18",24.1337
"2015-04-19",24.2274
"2015-04-20",24.4588
"2015-04-21",24.2349
"2015-04-22",24.7094
"2015-04-23",24.6444
"2015-04-24",24.7669
"2015-04-25",24.3404
"2015-04-26",24.3052
"2015-04-27",24.0812
"2015-04-28",24.4997
"2015-04-29",24.9824
"2015-04-30",25.0038
"2015-05-01",25.2476
"2015-05-02",25.6504
"2015-05-03",25.1266
"2015-05-04",24.6333
"2015-05-05",24.558
"2015-05-06",25.0005
"2015-05-07",25.2607
"2015-05-08",25.547
"2015-05-09",25.3756
"2015-05-10",25.1122
"2015-05-11",24.5641
"2015-05-12",24.8901
"2015-05-13",24.9993
"2015-05-14",25.3187
"2015-05-15",25.749
"2015-05-16",25.4848
"2015-05-17",25.2146
"2015-05-18",25.2726
"2015-05-19",25.4947
"2015-05-20",25.4272
"2015-05-21",25.7647
"2015-05-22",25.6919
"2015-05-23",25.6067
"2015-05-24",25.685
"2015-05-25",25.9841
"2015-05-26",26.1081
"2015-05-27",25.5288
"2015-05-28",25.9338
"2015-05-29",25.9763
"2015-05-30",25.8559
"2015-05-31",25.4692
"2015-06-01",25.0818
"2015-06-02",25.3628
"2015-06-03",25.322
"2015-06-04",25.0176
"2015-06-05",25.0385
"2015-06-06",25.1596
"2015-06-07",25.1226
"2015-06-08",25.1175
"2015-06-09",25.0709
"2015-06-10",25.0666
"2015-06-11",25.1336
"2015-06-12",24.8624
"2015-06-13",24.8662
"2015-06-14",25.0815
"2015-06-15",25.4748
"2015-06-16",25.1247
"2015-06-17",25.1464
"2015-06-18",25.288
"2015-06-19",25.2715
"2015-06-20",25.4478
"2015-06-21",25.0076
"2015-06-22",25.088
"2015-06-23",25.3134
"2015-06-24",25.1904
"2015-06-25",25.1766
"2015-06-26",25.2301
"2015-06-27",25.0759
"2015-06-28",25.083
"2015-06-29",24.9752
"2015-06-30",24.8547
"2015-07-01",24.922
"2015-07-02",25.0312
"2015-07-03",24.9866
"2015-07-04",25.1981
"2015-07-05",25.0966
"2015-07-06",24.3443
"2015-07-07",24.304
"2015-07-08",24.61
"2015-07-09",24.6877
"2015-07-10",25.1344
"2015-07-11",25.1004
"2015-07-12",24.7996
"2015-07-13",24.7243
"2015-07-14",24.8578
"2015-07-15",24.8133
"2015-07-16",25.0079
"2015-07-17",24.5599
"2015-07-18",24.7131
"2015-07-19",24.489
"2015-07-20",24.5872
"2015-07-21",24.661
"2015-07-22",24.6914
"2015-07-23",24.3263
"2015-07-24",24.085
"2015-07-25",24.3503
"2015-07-26",24.3908
"2015-07-27",24.3076
"2015-07-28",24.1951
"2015-07-29",24.3001
"2015-07-30",23.7572
"2015-07-31",23.7668
"2015-08-01",24.0704
"2015-08-02",24.4635
"2015-08-03",24.3464
"2015-08-04",24.3447
"2015-08-05",24.3549
"2015-08-06",24.4799
"2015-08-07",24.4969
"2015-08-08",24.4873
"2015-08-09",24.4896
"2015-08-10",24.7558
"2015-08-11",24.6368
"2015-08-12",24.5945
"2015-08-13",24.6358
"2015-08-14",24.5571
"2015-08-15",24.7791
"2015-08-16",24.0616
"2015-08-17",23.9112
"2015-08-18",24.251
"2015-08-19",24.552
"2015-08-20",24.7656
"2015-08-21",24.7425
"2015-08-22",24.679
"2015-08-23",24.8541
"2015-08-24",24.757
"2015-08-25",24.6677
"2015-08-26",24.113
"2015-08-27",24.3323
"2015-08-28",24.4521
"2015-08-29",24.6305
"2015-08-30",24.7901
"2015-08-31",24.4515
"2015-09-01",24.7358
"2015-09-02",24.8723
"2015-09-03",24.9686
"2015-09-04",24.5729
"2015-09-05",24.533
"2015-09-06",24.3877
"2015-09-07",23.9147
"2015-09-08",24.4598
"2015-09-09",24.5566
"2015-09-10",24.5695
"2015-09-11",24.4292
"2015-09-12",24.5166
"2015-09-13",24.8606
"2015-09-14",24.427
"2015-09-15",24.78
"2015-09-16",24.7703
"2015-09-17",25.1474
"2015-09-18",25.1587
"2015-09-19",24.8654
"2015-09-20",25.0273
"2015-09-21",24.8415
"2015-09-22",24.4891
"2015-09-23",24.934
"2015-09-24",24.7645
"2015-09-25",24.5048
"2015-09-26",24.4259
"2015-09-27",24.7117
"2015-09-28",24.2105
"2015-09-29",24.0126
"2015-09-30",24.0689
"2015-10-01",24.3365
"2015-10-02",24.7834
"2015-10-03",24.975
"2015-10-04",24.897
"2015-10-05",24.4444
"2015-10-06",24.7609
"2015-10-07",24.6768
"2015-10-08",24.7313
"2015-10-09",23.973
"2015-10-10",24.6971
"2015-10-11",24.6472
"2015-10-12",24.5214
"2015-10-13",24.1967
"2015-10-14",23.934
"2015-10-15",24.0754
"2015-10-16",23.5743
"2015-10-17",24.3407
"2015-10-18",24.4552
"2015-10-19",24.5346
"2015-10-20",24.3391
"2015-10-21",24.2355
"2015-10-22",24.4616
"2015-10-23",24.5425
"2015-10-24",24.5421
"2015-10-25",23.3734
"2015-10-26",23.7438
"2015-10-27",23.8581
"2015-10-28",23.9352
"2015-10-29",24.2206
"2015-10-30",24.2194
"2015-10-31",24.2631
"2015-11-01",24.1214
"2015-11-02",23.8504
"2015-11-03",23.8306
"2015-11-04",24.1356
"2015-11-05",23.8012
"2015-11-06",23.8433
"2015-11-07",24.1155
"2015-11-08",24.1398
"2015-11-09",24.2729
"2015-11-10",24.9644
"2015-11-11",24.754
"2015-11-12",24.3345
