,"(deg C) Mean Dew Point Temperature (ERA5) at Matara, 2007-01-01 to 2025-12-31"
"2012-11-28",23.507
"2012-11-29",23.3737
"2012-11-30",22.5836
"2012-12-01",21.9203
"2012-12-02",21.8242
"2012-12-03",22.4907
"2012-12-04",22.9853
"2012-12-05",22.7702
"2012-12-06",23.0816
"2012-12-07",23.2273
"2012-12-08",22.878
"2012-12-09",22.8662
"2012-12-10",20.7199
"2012-12-11",20.9614
"2012-12-12",22.267
"2012-12-13",22.1029
"2012-12-14",21.293
"2012-12-15",22.2115
"2012-12-16",22.7602
"2012-12-17",22.8247
"2012-12-18",22.385
"2012-12-19",22.4017
"2012-12-20",22.8624
"2012-12-21",22.8968
"2012-12-22",22.7812
"2012-12-23",23.1117
"2012-12-24",23.4196
"2012-12-25",23.4969
"2012-12-26",23.7259
"2012-12-27",23.5572
"2012-12-28",23.8191
"2012-12-29",23.6883
"2012-12-30",23.3882
"2012-12-31",23.2107
"2013-01-01",22.9041
"2013-01-02",23.5615
"2013-01-03",23.2735
"2013-01-04",22.1066
"2013-01-05",22.0384
"2013-01-06",23.0275
"2013-01-07",22.5167
"2013-01-08",22.9156
"2013-01-09",23.2317
"2013-01-10",23.0473
"2013-01-11",23.0175
"2013-01-12",22.6611
"2013-01-13",21.7524
"2013-01-14",21.624
"2013-01-15",20.4576
"2013-01-16",20.3841
"2013-01-17",20.4594
"2013-01-18",21.3145
"2013-01-19",21.8877
"2013-01-20",22.3473
"2013-01-21",22.2774
"2013-01-22",22.4963
"2013-01-23",22.8403
"2013-01-24",23.237
"2013-01-25",23.2307
"2013-01-26",23.1475
"2013-01-27",22.0224
"2013-01-28",22.2654
"2013-01-29",21.9287
"2013-01-30",21.1119
"2013-01-31",21.1389
"2013-02-01",22.3158
"2013-02-02",22.7458
"2013-02-03",22.694
"2013-02-04",22.3623
"2013-02-05",22.6587
"2013-02-06",22.7787
"2013-02-07",22.9475
"2013-02-08",23.2819
"2013-02-09",22.7883
"2013-02-10",23.2052
"2013-02-11",22.3084
"2013-02-12",22.6697
"2013-02-13",22.9845
"2013-02-14",22.8406
"2013-02-15",23.27
"2013-02-16",23.4446
"2013-02-17",23.0631
"2013-02-18",23.0529
"2013-02-19",22.7408
"2013-02-20",22.5626
"2013-02-21",22.9679
"2013-02-22",22.4366
"2013-02-23",21.9924
"2013-02-24",22.3282
"2013-02-25",22.5889
"2013-02-26",22.8306
"2013-02-27",22.3023
"2013-02-28",22.8555
"2013-03-01",23.3415
"2013-03-02",23.4309
"2013-03-03",23.58
"2013-03-04",23.4516
"2013-03-05",23.2672
"2013-03-06",23.5015
"2013-03-07",23.3562
"2013-03-08",23.2693
"2013-03-09",23.0117
"2013-03-10",23.6972
"2013-03-11",23.6094
"2013-03-12",23.9287
"2013-03-13",23.4274
"2013-03-14",23.6618
"2013-03-15",23.4175
"2013-03-16",23.2965
"2013-03-17",23.2943
"2013-03-18",23.2791
"2013-03-19",23.0934
"2013-03-20",23.1658
"2013-03-21",22.8033
"2013-03-22",22.9701
"2013-03-23",23.4977
"2013-03-24",23.7859
"2013-03-25",23.2415
"2013-03-26",23.2633
"2013-03-27",23.5982
"2013-03-28",24.1944
"2013-03-29",23.8378
"2013-03-30",24.1022
"2013-03-31",24.4575
"2013-04-01",24.5203
"2013-04-02",24.1825
"2013-04-03",23.815
"2013-04-04",24.4038
"2013-04-05",24.4818
"2013-04-06",24.8251
"2013-04-07",24.8298
"2013-04-08",24.5537
"2013-04-09",24.6429
"2013-04-10",23.8075
"2013-04-11",23.8104
"2013-04-12",23.9688
"2013-04-13",24.0556
"2013-04-14",23.8391
"2013-04-15",24.2021
"2013-04-16",24.8607
"2013-04-17",24.5487
"2013-04-18",25.0864
"2013-04-19",25.117
"2013-04-20",23.9506
"2013-04-21",24.0017
"2013-04-22",23.99
"2013-04-23",23.5973
"2013-04-24",24.268
"2013-04-25",23.9644
"2013-04-26",23.7396
"2013-04-27",23.994
"2013-04-28",24.3187
"2013-04-29",24.6982
"2013-04-30",24.6965
"2013-05-01",24.0432
"2013-05-02",24.5564
"2013-05-03",24.298
"2013-05-04",24.5163
"2013-05-05",24.5772
"2013-05-06",24.2274
"2013-05-07",24.3402
"2013-05-08",24.2133
"2013-05-09",24.5864
"2013-05-10",24.9026
"2013-05-11",25.1418
"2013-05-12",25.0881
"2013-05-13",24.0852
"2013-05-14",24.6535
"2013-05-15",24.3408
"2013-05-16",24.6506
"2013-05-17",24.6938
"2013-05-18",25.2897
"2013-05-19",24.667
"2013-05-20",23.3854
"2013-05-21",24.0531
"2013-05-22",24.2821
"2013-05-23",24.6276
"2013-05-24",24.4225
"2013-05-25",24.0566
"2013-05-26",24.125
"2013-05-27",23.8457
"2013-05-28",24.316
"2013-05-29",24.0287
"2013-05-30",24.2495
"2013-05-31",23.1738
"2013-06-01",23.4465
"2013-06-02",23.0628
"2013-06-03",23.287
"2013-06-04",23.847
"2013-06-05",23.878
"2013-06-06",24.0044
"2013-06-07",23.6833
"2013-06-08",21.9791
"2013-06-09",23.3981
"2013-06-10",23.8712
"2013-06-11",23.1876
"2013-06-12",22.9711
"2013-06-13",23.3175
"2013-06-14",23.549
"2013-06-15",23.3959
"2013-06-16",23.3305
"2013-06-17",23.0817
"2013-06-18",23.0977
"2013-06-19",23.3513
"2013-06-20",23.2656
"2013-06-21",23.5741
"2013-06-22",23.3768
"2013-06-23",23.1528
"2013-06-24",23.7691
"2013-06-25",23.3075
"2013-06-26",23.5237
"2013-06-27",23.376
"2013-06-28",23.1801
"2013-06-29",23.2714
"2013-06-30",23.3654
"2013-07-01",23.2801
"2013-07-02",23.2483
"2013-07-03",23.2833
"2013-07-04",23.4616
"2013-07-05",23.5954
"2013-07-06",23.3828
"2013-07-07",23.3471
"2013-07-08",22.932
"2013-07-09",23.2255
"2013-07-10",22.8736
"2013-07-11",22.8733
"2013-07-12",23.3229
"2013-07-13",23.1576
"2013-07-14",23.3513
"2013-07-15",23.217
"2013-07-16",23.0135
"2013-07-17",23.1863
"2013-07-18",22.9521
"2013-07-19",23.4232
"2013-07-20",23.2095
"2013-07-21",23.6345
"2013-07-22",22.8556
"2013-07-23",22.492
"2013-07-24",22.8792
"2013-07-25",22.942
"2013-07-26",22.6381
"2013-07-27",23.0949
"2013-07-28",23.5871
"2013-07-29",23.408
"2013-07-30",22.7511
"2013-07-31",22.9895
"2013-08-01",23.4911
"2013-08-02",23.369
"2013-08-03",23.2292
"2013-08-04",22.6956
"2013-08-05",22.173
"2013-08-06",22.3249
"2013-08-07",22.6348
"2013-08-08",22.5057
"2013-08-09",22.8658
"2013-08-10",23.3562
"2013-08-11",23.0605
"2013-08-12",23.2233
"2013-08-13",22.9257
"2013-08-14",22.7906
"2013-08-15",23.1159
"2013-08-16",23.3315
"2013-08-17",23.1035
"2013-08-18",23.1519
"2013-08-19",23.4546
"2013-08-20",23.0769
"2013-08-21",22.9693
"2013-08-22",23.0848
"2013-08-23",22.8781
"2013-08-24",23.2405
"2013-08-25",23.2701
"2013-08-26",23.3464
"2013-08-27",23.4154
"2013-08-28",23.5382
"2013-08-29",23.2378
"2013-08-30",23.8675
"2013-08-31",23.5268
"2013-09-01",23.6278
"2013-09-02",23.4104
"2013-09-03",23.2003
"2013-09-04",23.1384
"2013-09-05",22.6091
"2013-09-06",22.1762
"2013-09-07",22.4412
"2013-09-08",23.1244
"2013-09-09",23.0718
"2013-09-10",23.0901
"2013-09-11",22.6689
"2013-09-12",22.8664
"2013-09-13",23.207
"2013-09-14",23.3312
"2013-09-15",23.7572
"2013-09-16",23.4416
"2013-09-17",23.1668
"2013-09-18",23.1946
"2013-09-19",23.8269
"2013-09-20",23.9302
"2013-09-21",23.4712
"2013-09-22",23.52
"2013-09-23",22.9927
"2013-09-24",22.82
"2013-09-25",23.3915
"2013-09-26",23.3216
"2013-09-27",23.162
"2013-09-28",23.2932
"2013-09-29",23.1096
"2013-09-30",22.7336
"2013-10-01",23.8078
"2013-10-02",23.7936
"2013-10-03",23.5767
"2013-10-04",22.9834
"2013-10-05",23.2203
"2013-10-06",22.3385
"2013-10-07",22.9908
"2013-10-08",23.2836
"2013-10-09",22.8351
"2013-10-10",23.593
"2013-10-11",23.7469
"2013-10-12",23.3654
"2013-10-13",23.8454
"2013-10-14",23.7947
"2013-10-15",23.6387
"2013-10-16",23.6788
"2013-10-17",23.1245
"2013-10-18",23.0549
"2013-10-19",22.7854
"2013-10-20",23.0009
"2013-10-21",23.4564
"2013-10-22",23.6829
"2013-10-23",23.9248
"2013-10-24",23.5987
"2013-10-25",23.2551
"2013-10-26",23.3027
"2013-10-27",23.3379
"2013-10-28",23.4034
"2013-10-29",23.4316
"2013-10-30",23.041
"2013-10-31",22.9849
"2013-11-01",22.9828
"2013-11-02",23.5328
"2013-11-03",23.2076
"2013-11-04",23.1132
"2013-11-05",23.0438
"2013-11-06",22.6776
"2013-11-07",22.5547
"2013-11-08",22.9156
"2013-11-09",23.4945
"2013-11-10",23.3635
"2013-11-11",23.3686
"2013-11-12",23.6385
"2013-11-13",22.3993
"2013-11-14",22.3397
"2013-11-15",22.3055
"2013-11-16",22.1704
"2013-11-17",23.1231
"2013-11-18",22.5864
"2013-11-19",22.8266
"2013-11-20",23.0601
"2013-11-21",23.0819
"2013-11-22",23.1933
"2013-11-23",22.9557
"2013-11-24",22.9596
"2013-11-25",22.803
"2013-11-26",22.7616
"2013-11-27",22.8143
"2013-11-28",22.8604
"2013-11-29",22.3126
"2013-11-30",22.472
"2013-12-01",22.6579
"2013-12-02",22.9564
"2013-12-03",23.0037
"2013-12-04",23.2795
"2013-12-05",22.6682
"2013-12-06",22.1837
"2013-12-07",22.1092
"2013-12-08",22.22
"2013-12-09",22.2445
"2013-12-10",22.0434
"2013-12-11",22.081
"2013-12-12",22.6273
"2013-12-13",22.4633
"2013-12-14",22.5126
"2013-12-15",22.4737
"2013-12-16",22.4792
"2013-12-17",22.4228
"2013-12-18",22.9504
"2013-12-19",23.2263
"2013-12-20",23.3445
"2013-12-21",23.0418
"2013-12-22",22.4613
"2013-12-23",21.6168
"2013-12-24",22.8181
"2013-12-25",22.7655
"2013-12-26",21.5487
"2013-12-27",22.0756
"2013-12-28",22.1234
"2013-12-29",21.9982
"2013-12-30",21.9164
"2013-12-31",21.6319
"2014-01-01",22.1682
"2014-01-02",23.1043
"2014-01-03",23.3521
"2014-01-04",22.7359
"2014-01-05",21.2719
"2014-01-06",22.7347
"2014-01-07",22.9597
"2014-01-08",22.5035
"2014-01-09",22.3753
"2014-01-10",22.2303
"2014-01-11",22.1028
"2014-01-12",22.7154
"2014-01-13",23.2713
"2014-01-14",22.6595
"2014-01-15",22.7077
"2014-01-16",22.5485
"2014-01-17",22.5056
"2014-01-18",22.0862
"2014-01-19",21.2253
"2014-01-20",20.9845
"2014-01-21",21.4814
"2014-01-22",21.6517
"2014-01-23",21.348
"2014-01-24",21.4591
"2014-01-25",20.1684
"2014-01-26",20.4344
"2014-01-27",21.3426
"2014-01-28",21.9279
"2014-01-29",22.3976
"2014-01-30",22.5294
"2014-01-31",22.8274
"2014-02-01",22.4272
"2014-02-02",21.811
"2014-02-03",21.0131
"2014-02-04",21.4658
"2014-02-05",21.8572
"2014-02-06",20.1345
"2014-02-07",19.4068
"2014-02-08",19.3901
"2014-02-09",19.2365
"2014-02-10",19.8886
"2014-02-11",19.6058
"2014-02-12",19.4837
"2014-02-13",20.2953
"2014-02-14",21.417
"2014-02-15",21.8786
"2014-02-16",22.1047
"2014-02-17",21.8139
"2014-02-18",22.1064
"2014-02-19",21.7851
"2014-02-20",22.5377
"2014-02-21",22.3626
"2014-02-22",22.199
"2014-02-23",22.3183
"2014-02-24",21.2941
"2014-02-25",20.7145
"2014-02-26",20.6292
"2014-02-27",21.7006
"2014-02-28",22.1013
"2014-03-01",22.2122
"2014-03-02",21.8902
"2014-03-03",21.5838
"2014-03-04",21.2763
"2014-03-05",21.5278
"2014-03-06",22.1896
"2014-03-07",22.261
"2014-03-08",21.5822
"2014-03-09",21.4764
"2014-03-10",20.4973
"2014-03-11",19.4308
"2014-03-12",19.8632
"2014-03-13",19.6191
"2014-03-14",18.0885
"2014-03-15",20.4451
"2014-03-16",21.2414
"2014-03-17",22.4824
"2014-03-18",22.306
"2014-03-19",22.4594
"2014-03-20",22.8381
"2014-03-21",23.5882
"2014-03-22",22.5125
"2014-03-23",21.8679
"2014-03-24",21.6593
"2014-03-25",20.6272
"2014-03-26",20.6747
"2014-03-27",22.1325
"2014-03-28",22.3094
"2014-03-29",22.2156
"2014-03-30",20.4788
"2014-03-31",21.6832
"2014-04-01",22.9124
"2014-04-02",23.951
"2014-04-03",23.2722
"2014-04-04",23.6237
"2014-04-05",23.3307
"2014-04-06",23.2256
"2014-04-07",23.6999
"2014-04-08",23.3797
"2014-04-09",23.019
"2014-04-10",23.385
"2014-04-11",23.6487
"2014-04-12",24.1787
"2014-04-13",23.6663
"2014-04-14",23.8008
"2014-04-15",23.7009
"2014-04-16",23.6643
"2014-04-17",23.9732
"2014-04-18",24.0334
"2014-04-19",24.3223
"2014-04-20",24.5827
"2014-04-21",24.2471
"2014-04-22",23.8787
"2014-04-23",24.2223
"2014-04-24",24.0454
"2014-04-25",24.628
"2014-04-26",25.0768
"2014-04-27",24.0831
"2014-04-28",23.782
"2014-04-29",23.2028
"2014-04-30",23.9626
"2014-05-01",24.0621
"2014-05-02",23.8839
"2014-05-03",24.0331
"2014-05-04",24.2067
"2014-05-05",24.0789
"2014-05-06",23.861
"2014-05-07",23.581
"2014-05-08",24.217
"2014-05-09",24.5534
"2014-05-10",24.723
"2014-05-11",24.1657
"2014-05-12",23.8507
"2014-05-13",23.8816
"2014-05-14",24.1824
"2014-05-15",24.2581
"2014-05-16",23.7105
"2014-05-17",23.0457
"2014-05-18",23.9298
"2014-05-19",24.8885
"2014-05-20",24.6795
"2014-05-21",23.7891
"2014-05-22",24.2963
"2014-05-23",25.0638
"2014-05-24",25.4609
"2014-05-25",24.7917
"2014-05-26",24.8986
"2014-05-27",25.0026
"2014-05-28",24.4096
"2014-05-29",24.3477
"2014-05-30",24.3136
"2014-05-31",24.7849
"2014-06-01",24.7668
"2014-06-02",23.7705
"2014-06-03",23.6412
"2014-06-04",24.4904
"2014-06-05",24.2994
"2014-06-06",24.3975
"2014-06-07",24.6535
"2014-06-08",24.8646
"2014-06-09",23.4242
"2014-06-10",24.1025
"2014-06-11",24.124
"2014-06-12",24.0369
"2014-06-13",24.2361
"2014-06-14",24.8572
"2014-06-15",24.5055
"2014-06-16",24.0605
"2014-06-17",23.6072
"2014-06-18",24.2443
"2014-06-19",24.1679
"2014-06-20",24.3605
"2014-06-21",24.2934
"2014-06-22",23.9944
"2014-06-23",24.0213
"2014-06-24",24.1163
"2014-06-25",24.3125
"2014-06-26",23.805
"2014-06-27",24.2147
"2014-06-28",24.2761
"2014-06-29",24.2846
"2014-06-30",23.379
"2014-07-01",23.6731
"2014-07-02",23.6984
"2014-07-03",23.7515
"2014-07-04",23.9205
"2014-07-05",23.6612
"2014-07-06",23.7402
"2014-07-07",23.6204
"2014-07-08",23.4588
"2014-07-09",23.8635
"2014-07-10",22.7776
"2014-07-11",23.4227
"2014-07-12",23.7019
"2014-07-13",23.5377
"2014-07-14",23.5322
"2014-07-15",23.2565
"2014-07-16",23.6659
"2014-07-17",23.582
"2014-07-18",23.8383
"2014-07-19",23.7631
"2014-07-20",23.8569
"2014-07-21",23.3504
"2014-07-22",24.113
"2014-07-23",23.5698
"2014-07-24",23.7431
"2014-07-25",23.6869
"2014-07-26",23.8625
"2014-07-27",23.5834
"2014-07-28",23.8072
"2014-07-29",23.6724
"2014-07-30",23.3954
"2014-07-31",23.7814
"2014-08-01",23.4225
"2014-08-02",23.606
"2014-08-03",23.4294
"2014-08-04",23.2589
"2014-08-05",23.3636
"2014-08-06",23.3399
"2014-08-07",23.6014
"2014-08-08",23.0443
"2014-08-09",23.1163
"2014-08-10",23.3732
"2014-08-11",23.0137
"2014-08-12",22.7307
"2014-08-13",23.0483
"2014-08-14",23.0233
"2014-08-15",23.2139
"2014-08-16",23.5229
"2014-08-17",23.2051
"2014-08-18",23.1362
"2014-08-19",23.2525
"2014-08-20",23.3609
"2014-08-21",23.2904
"2014-08-22",22.8935
"2014-08-23",23.1895
"2014-08-24",23.653
"2014-08-25",23.0265
"2014-08-26",22.4932
"2014-08-27",22.1091
"2014-08-28",22.0954
"2014-08-29",23.0355
"2014-08-30",23.7359
"2014-08-31",23.6118
"2014-09-01",23.5467
"2014-09-02",23.495
"2014-09-03",23.0007
"2014-09-04",23.303
"2014-09-05",23.2466
"2014-09-06",23.4996
"2014-09-07",23.3939
"2014-09-08",23.5244
"2014-09-09",23.6464
"2014-09-10",23.2042
"2014-09-11",23.4972
"2014-09-12",23.5062
"2014-09-13",23.4265
"2014-09-14",23.3566
"2014-09-15",23.4178
"2014-09-16",23.5303
"2014-09-17",23.347
"2014-09-18",23.7267
"2014-09-19",23.9259
"2014-09-20",22.9279
"2014-09-21",23.3116
"2014-09-22",23.6479
"2014-09-23",24.0199
"2014-09-24",23.8948
"2014-09-25",23.1809
"2014-09-26",23.3943
"2014-09-27",23.2536
"2014-09-28",23.6014
"2014-09-29",23.8595
"2014-09-30",23.2865
"2014-10-01",23.0791
"2014-10-02",23.0704
"2014-10-03",23.2874
"2014-10-04",23.8017
"2014-10-05",24.3283
"2014-10-06",23.9915
"2014-10-07",23.2053
"2014-10-08",23.4513
"2014-10-09",23.7819
"2014-10-10",23.9712
"2014-10-11",23.6206
"2014-10-12",23.4201
"2014-10-13",23.88
"2014-10-14",23.7658
"2014-10-15",23.327
"2014-10-16",23.0492
"2014-10-17",23.2256
"2014-10-18",23.091
"2014-10-19",23.6461
"2014-10-20",23.5952
"2014-10-21",23.3301
"2014-10-22",23.2984
"2014-10-23",23.3128
"2014-10-24",23.4408
"2014-10-25",23.2047
"2014-10-26",23.568
"2014-10-27",22.932
"2014-10-28",23.0237
"2014-10-29",23.2326
"2014-10-30",23.0208
"2014-10-31",22.5973
"2014-11-01",22.4684
"2014-11-02",22.8372
"2014-11-03",23.002
"2014-11-04",22.4035
"2014-11-05",22.9511
"2014-11-06",23.2767
"2014-11-07",22.0989
"2014-11-08",22.2872
"2014-11-09",22.3857
"2014-11-10",22.6052
"2014-11-11",22.8948
"2014-11-12",23.4149
"2014-11-13",23.2998
"2014-11-14",23.176
"2014-11-15",22.8581
"2014-11-16",22.8574
"2014-11-17",23.087
"2014-11-18",22.7159
"2014-11-19",22.7467
"2014-11-20",23.0194
"2014-11-21",23.1681
"2014-11-22",23.1062
"2014-11-23",22.9456
"2014-11-24",22.8523
"2014-11-25",22.2295
"2014-11-26",22.3441
"2014-11-27",23.2074
"2014-11-28",23.4739
"2014-11-29",22.2391
"2014-11-30",22.3858
"2014-12-01",23.577
"2014-12-02",23.3847
"2014-12-03",23.1147
"2014-12-04",23.5752
"2014-12-05",23.1621
"2014-12-06",22.981
"2014-12-07",23.3974
"2014-12-08",23.0828
"2014-12-09",23.3705
"2014-12-10",23.1767
"2014-12-11",22.9845
"2014-12-12",22.762
"2014-12-13",22.8969
"2014-12-14",22.6962
"2014-12-15",23.147
"2014-12-16",23.1828
"2014-12-17",23.1657
"2014-12-18",23.2856
"2014-12-19",23.0167
"2014-12-20",22.587
"2014-12-21",23.0371
"2014-12-22",22.7966
"2014-12-23",22.8971
"2014-12-24",22.8869
"2014-12-25",22.2258
"2014-12-26",21.5732
"2014-12-27",22.0244
"2014-12-28",22.7425
"2014-12-29",22.4292
"2014-12-30",22.6345
"2014-12-31",23.1025
"2015-01-01",23.3362
"2015-01-02",21.8935
"2015-01-03",22.3872
"2015-01-04",23.0016
"2015-01-05",22.5671
"2015-01-06",22.5173
"2015-01-07",23.0068
"2015-01-08",22.0615
"2015-01-09",21.9416
"2015-01-10",21.7178
"2015-01-11",21.5341
"2015-01-12",21.3554
"2015-01-13",20.882
"2015-01-14",21.5399
"2015-01-15",22.0683
"2015-01-16",22.3906
"2015-01-17",22.2056
"2015-01-18",22.5982
"2015-01-19",22.7055
"2015-01-20",21.8943
"2015-01-21",20.9873
"2015-01-22",21.4805
"2015-01-23",21.6822
"2015-01-24",22.0041
"2015-01-25",22.1052
"2015-01-26",21.4463
"2015-01-27",22.0637
"2015-01-28",22.5397
"2015-01-29",22.8074
"2015-01-30",22.7106
"2015-01-31",22.9188
"2015-02-01",22.5714
"2015-02-02",22.6457
"2015-02-03",22.4872
"2015-02-04",21.9879
"2015-02-05",22.2407
"2015-02-06",22.4838
"2015-02-07",22.959
"2015-02-08",22.3792
"2015-02-09",22.6989
"2015-02-10",22.4331
"2015-02-11",22.6971
"2015-02-12",23.0555
"2015-02-13",22.9987
"2015-02-14",22.1303
"2015-02-15",20.1044
"2015-02-16",19.3681
"2015-02-17",19.9643
"2015-02-18",18.8112
"2015-02-19",19.2427
"2015-02-20",20.0579
"2015-02-21",21.1589
"2015-02-22",22.1764
"2015-02-23",22.6233
"2015-02-24",22.9972
"2015-02-25",22.6621
"2015-02-26",22.8378
"2015-02-27",22.5283
"2015-02-28",22.4483
"2015-03-01",22.8415
"2015-03-02",22.9794
"2015-03-03",22.4916
"2015-03-04",22.8385
"2015-03-05",22.8298
"2015-03-06",22.6614
"2015-03-07",22.4172
"2015-03-08",21.5066
"2015-03-09",21.4573
"2015-03-10",22.6208
"2015-03-11",21.9335
"2015-03-12",23.0131
"2015-03-13",22.5352
"2015-03-14",22.6681
"2015-03-15",22.804
"2015-03-16",23.0834
"2015-03-17",23.0399
"2015-03-18",22.731
"2015-03-19",22.201
"2015-03-20",21.6319
"2015-03-21",22.0323
"2015-03-22",22.4547
"2015-03-23",22.337
"2015-03-24",22.0716
"2015-03-25",21.3388
"2015-03-26",22.1722
"2015-03-27",23.1587
"2015-03-28",23.2295
"2015-03-29",23.4015
"2015-03-30",23.3349
"2015-03-31",23.3826
"2015-04-01",23.5176
"2015-04-02",23.1978
"2015-04-03",23.8086
"2015-04-04",24.3545
"2015-04-05",24.2052
"2015-04-06",23.9419
"2015-04-07",23.8359
"2015-04-08",23.6706
"2015-04-09",23.6629
"2015-04-10",23.5054
"2015-04-11",23.5523
"2015-04-12",23.6727
"2015-04-13",22.8607
"2015-04-14",22.9315
"2015-04-15",23.425
"2015-04-16",23.6747
"2015-04-17",23.7544
"2015-04-18",23.5631
"2015-04-19",24.1304
"2015-04-20",23.5598
"2015-04-21",23.0931
"2015-04-22",23.0469
"2015-04-23",23.3598
"2015-04-24",23.6142
"2015-04-25",23.513
"2015-04-26",23.3523
"2015-04-27",23.4499
"2015-04-28",23.5128
"2015-04-29",23.4163
"2015-04-30",23.5437
"2015-05-01",23.9857
"2015-05-02",24.5174
"2015-05-03",24.2073
"2015-05-04",23.9302
"2015-05-05",24.0395
"2015-05-06",23.9618
"2015-05-07",23.8956
"2015-05-08",24.2636
"2015-05-09",24.0308
"2015-05-10",24.102
"2015-05-11",24.2357
"2015-05-12",24.275
"2015-05-13",24.3154
"2015-05-14",24.9733
"2015-05-15",24.8092
"2015-05-16",24.6512
"2015-05-17",24.7424
"2015-05-18",24.5207
"2015-05-19",24.5279
"2015-05-20",24.7562
"2015-05-21",24.6915
"2015-05-22",24.462
"2015-05-23",24.0265
"2015-05-24",24.5229
"2015-05-25",24.4994
"2015-05-26",25.066
"2015-05-27",25.0299
"2015-05-28",25.0879
"2015-05-29",25.0772
"2015-05-30",24.9398
"2015-05-31",24.3744
"2015-06-01",24.0907
"2015-06-02",24.607
"2015-06-03",24.8123
"2015-06-04",24.4813
"2015-06-05",23.8154
"2015-06-06",24.1197
"2015-06-07",24.2861
"2015-06-08",24.2398
"2015-06-09",24.2579
"2015-06-10",24.1216
"2015-06-11",24.2055
"2015-06-12",23.9369
"2015-06-13",24.3239
"2015-06-14",24.0693
"2015-06-15",24.4258
"2015-06-16",23.9086
"2015-06-17",24.0048
"2015-06-18",24.1903
"2015-06-19",24.2757
"2015-06-20",24.6346
"2015-06-21",24.2834
"2015-06-22",23.8318
"2015-06-23",24.2416
"2015-06-24",24.7902
"2015-06-25",24.7776
"2015-06-26",24.3008
"2015-06-27",23.9859
"2015-06-28",23.9171
"2015-06-29",23.5992
"2015-06-30",24.0621
"2015-07-01",24.3104
"2015-07-02",24.3632
"2015-07-03",24.55
"2015-07-04",24.5038
"2015-07-05",24.347
"2015-07-06",23.6659
"2015-07-07",23.336
"2015-07-08",23.5514
"2015-07-09",23.4656
"2015-07-10",24.3523
"2015-07-11",23.8178
"2015-07-12",24.1839
"2015-07-13",23.8209
"2015-07-14",24.092
"2015-07-15",23.9272
"2015-07-16",24.1183
"2015-07-17",23.3541
"2015-07-18",23.7398
"2015-07-19",23.6356
"2015-07-20",23.2867
"2015-07-21",23.6272
"2015-07-22",23.5665
"2015-07-23",23.0942
"2015-07-24",22.7892
"2015-07-25",23.6475
"2015-07-26",23.434
"2015-07-27",23.1918
"2015-07-28",23.1356
"2015-07-29",23.3465
"2015-07-30",23.3195
"2015-07-31",23.7523
"2015-08-01",23.7722
"2015-08-02",24.1741
"2015-08-03",23.9791
"2015-08-04",23.8057
"2015-08-05",23.6422
"2015-08-06",24.119
"2015-08-07",23.9954
"2015-08-08",23.8629
"2015-08-09",24.0838
"2015-08-10",23.9946
"2015-08-11",24.2018
"2015-08-12",24.1233
"2015-08-13",24.2875
"2015-08-14",23.9814
"2015-08-15",24.1437
"2015-08-16",23.3572
"2015-08-17",23.4229
"2015-08-18",23.9175
"2015-08-19",23.7656
"2015-08-20",23.7936
"2015-08-21",23.7882
"2015-08-22",24.2281
"2015-08-23",24.6979
"2015-08-24",24.3438
"2015-08-25",24.2453
"2015-08-26",24.1822
"2015-08-27",24.0739
"2015-08-28",23.6181
"2015-08-29",24.0061
"2015-08-30",24.0895
"2015-08-31",24.3704
"2015-09-01",24.4975
"2015-09-02",24.4519
"2015-09-03",24.0035
"2015-09-04",23.635
"2015-09-05",23.9578
"2015-09-06",23.522
"2015-09-07",22.4582
"2015-09-08",23.4658
"2015-09-09",23.4708
"2015-09-10",23.4111
"2015-09-11",23.5671
"2015-09-12",23.8824
"2015-09-13",24.3796
"2015-09-14",23.957
"2015-09-15",23.9639
"2015-09-16",24.0775
"2015-09-17",24.1367
"2015-09-18",24.1803
"2015-09-19",23.9027
"2015-09-20",24.2761
"2015-09-21",24.1011
"2015-09-22",24.2288
"2015-09-23",24.3611
"2015-09-24",23.6165
"2015-09-25",23.7157
"2015-09-26",23.466
"2015-09-27",23.743
"2015-09-28",23.8733
"2015-09-29",23.2615
"2015-09-30",23.072
"2015-10-01",24.1324
"2015-10-02",23.8007
"2015-10-03",24.3547
"2015-10-04",24.5306
"2015-10-05",23.8242
"2015-10-06",23.9378
"2015-10-07",24.0302
"2015-10-08",23.8161
"2015-10-09",22.9524
"2015-10-10",23.2382
"2015-10-11",23.6834
"2015-10-12",23.7427
"2015-10-13",23.6204
"2015-10-14",23.5887
"2015-10-15",23.436
"2015-10-16",23.685
"2015-10-17",23.2414
"2015-10-18",23.6018
"2015-10-19",23.7026
"2015-10-20",23.5609
"2015-10-21",23.7219
"2015-10-22",23.8329
"2015-10-23",23.7408
"2015-10-24",23.6964
"2015-10-25",23.171
"2015-10-26",22.72
"2015-10-27",22.7458
"2015-10-28",23.0694
"2015-10-29",23.3738
"2015-10-30",23.854
"2015-10-31",23.661
"2015-11-01",23.6332
"2015-11-02",23.1773
"2015-11-03",22.8744
"2015-11-04",23.5057
"2015-11-05",23.314
"2015-11-06",23.0811
"2015-11-07",23.4677
"2015-11-08",23.4327
"2015-11-09",23.662
"2015-11-10",23.9255
"2015-11-11",24.0269
"2015-11-12",23.7597
"2015-11-13",23.2142
