,"(deg C) Mean Dew Point Temperature (ERA5) at Ratnapura, 2007-01-01 to 2025-12-31"
"2012-11-28",21.9997
"2012-11-29",21.866
"2012-11-30",20.6997
"2012-12-01",19.9317
"2012-12-02",19.8219
"2012-12-03",21.4234
"2012-12-04",22.0447
"2012-12-05",21.8662
"2012-12-06",22.2293
"2012-12-07",21.9823
"2012-12-08",21.5996
"2012-12-09",21.5025
"2012-12-10",20.2879
"2012-12-11",19.4788
"2012-12-12",20.6854
"2012-12-13",19.9305
"2012-12-14",19.1645
"2012-12-15",20.8639
"2012-12-16",21.55
"2012-12-17",21.8266
"2012-12-18",21.3978
"2012-12-19",21.3794
"2012-12-20",21.7472
"2012-12-21",21.7235
"2012-12-22",21.7073
"2012-12-23",22.033
"2012-12-24",22.3952
"2012-12-25",22.5369
"2012-12-26",22.7575
"2012-12-27",22.5734
"2012-12-28",22.7328
"2012-12-29",22.8187
"2012-12-30",22.2629
"2012-12-31",21.9403
"2013-01-01",21.6103
"2013-01-02",22.0423
"2013-01-03",21.7136
"2013-01-04",20.3033
"2013-01-05",20.5742
"2013-01-06",21.1395
"2013-01-07",21.4455
"2013-01-08",21.7586
"2013-01-09",22.1786
"2013-01-10",21.913
"2013-01-11",21.9322
"2013-01-12",21.1207
"2013-01-13",20.1234
"2013-01-14",19.7075
"2013-01-15",19.2476
"2013-01-16",18.7608
"2013-01-17",19.3564
"2013-01-18",20.4227
"2013-01-19",20.3166
"2013-01-20",20.8133
"2013-01-21",20.4872
"2013-01-22",20.4076
"2013-01-23",21.8716
"2013-01-24",22.222
"2013-01-25",21.9316
"2013-01-26",21.7342
"2013-01-27",20.2217
"2013-01-28",20.6107
"2013-01-29",19.9948
"2013-01-30",18.7621
"2013-01-31",18.9502
"2013-02-01",20.5069
"2013-02-02",21.1479
"2013-02-03",21.005
"2013-02-04",20.7319
"2013-02-05",21.4158
"2013-02-06",21.4456
"2013-02-07",21.457
"2013-02-08",21.7141
"2013-02-09",21.6133
"2013-02-10",21.6304
"2013-02-11",20.9653
"2013-02-12",21.5167
"2013-02-13",22.1352
"2013-02-14",21.7607
"2013-02-15",22.2154
"2013-02-16",22.1146
"2013-02-17",22.0024
"2013-02-18",21.888
"2013-02-19",21.5485
"2013-02-20",21.21
"2013-02-21",20.8536
"2013-02-22",20.2375
"2013-02-23",19.9849
"2013-02-24",20.8133
"2013-02-25",20.6128
"2013-02-26",20.7036
"2013-02-27",19.7481
"2013-02-28",20.8321
"2013-03-01",21.7501
"2013-03-02",21.7573
"2013-03-03",21.3431
"2013-03-04",21.996
"2013-03-05",22.3849
"2013-03-06",22.4194
"2013-03-07",22.334
"2013-03-08",22.1132
"2013-03-09",21.6936
"2013-03-10",22.64
"2013-03-11",22.6603
"2013-03-12",22.5741
"2013-03-13",22.2662
"2013-03-14",22.4947
"2013-03-15",22.0758
"2013-03-16",21.9384
"2013-03-17",22.0406
"2013-03-18",22.1163
"2013-03-19",21.8884
"2013-03-20",21.8995
"2013-03-21",21.4457
"2013-03-22",21.6377
"2013-03-23",22.1767
"2013-03-24",22.5409
"2013-03-25",22.0906
"2013-03-26",22.0536
"2013-03-27",22.3265
"2013-03-28",22.9672
"2013-03-29",22.6841
"2013-03-30",22.866
"2013-03-31",22.7521
"2013-04-01",22.7563
"2013-04-02",22.7982
"2013-04-03",22.3478
"2013-04-04",22.7541
"2013-04-05",22.8593
"2013-04-06",23.4529
"2013-04-07",23.6005
"2013-04-08",23.2964
"2013-04-09",23.2361
"2013-04-10",22.6397
"2013-04-11",22.3461
"2013-04-12",22.9162
"2013-04-13",22.7154
"2013-04-14",22.5555
"2013-04-15",22.8879
"2013-04-16",23.4763
"2013-04-17",23.4424
"2013-04-18",23.3586
"2013-04-19",23.587
"2013-04-20",23.1024
"2013-04-21",22.9756
"2013-04-22",22.6186
"2013-04-23",22.452
"2013-04-24",23.2023
"2013-04-25",22.9318
"2013-04-26",22.4029
"2013-04-27",22.4882
"2013-04-28",22.9839
"2013-04-29",22.9968
"2013-04-30",23.2749
"2013-05-01",22.8576
"2013-05-02",23.2239
"2013-05-03",22.9613
"2013-05-04",23.621
"2013-05-05",23.5497
"2013-05-06",23.1435
"2013-05-07",23.1236
"2013-05-08",23.1294
"2013-05-09",23.6454
"2013-05-10",23.6046
"2013-05-11",24.0317
"2013-05-12",23.8643
"2013-05-13",22.7471
"2013-05-14",23.3171
"2013-05-15",22.6948
"2013-05-16",23.253
"2013-05-17",23.348
"2013-05-18",24.0025
"2013-05-19",23.568
"2013-05-20",22.431
"2013-05-21",22.7339
"2013-05-22",22.9464
"2013-05-23",23.3549
"2013-05-24",23.2587
"2013-05-25",22.8248
"2013-05-26",22.8003
"2013-05-27",22.7302
"2013-05-28",22.317
"2013-05-29",22.586
"2013-05-30",22.8833
"2013-05-31",21.997
"2013-06-01",22.1185
"2013-06-02",21.7198
"2013-06-03",21.4871
"2013-06-04",22.4589
"2013-06-05",22.693
"2013-06-06",22.5943
"2013-06-07",22.2702
"2013-06-08",20.6858
"2013-06-09",21.9624
"2013-06-10",22.5568
"2013-06-11",21.9367
"2013-06-12",21.5372
"2013-06-13",21.9971
"2013-06-14",22.2355
"2013-06-15",22.0884
"2013-06-16",21.9619
"2013-06-17",21.6313
"2013-06-18",21.9393
"2013-06-19",21.9645
"2013-06-20",21.973
"2013-06-21",22.2209
"2013-06-22",22.0863
"2013-06-23",21.9243
"2013-06-24",22.1828
"2013-06-25",21.779
"2013-06-26",21.5945
"2013-06-27",22.1302
"2013-06-28",21.9657
"2013-06-29",21.8964
"2013-06-30",21.9461
"2013-07-01",21.7288
"2013-07-02",21.7799
"2013-07-03",21.728
"2013-07-04",22.1894
"2013-07-05",22.3989
"2013-07-06",22.5331
"2013-07-07",22.0095
"2013-07-08",21.713
"2013-07-09",21.5373
"2013-07-10",21.375
"2013-07-11",21.3193
"2013-07-12",21.7852
"2013-07-13",21.17
"2013-07-14",22.007
"2013-07-15",21.9471
"2013-07-16",21.7237
"2013-07-17",21.8069
"2013-07-18",21.5354
"2013-07-19",21.7698
"2013-07-20",21.5572
"2013-07-21",22.2009
"2013-07-22",21.6011
"2013-07-23",21.0912
"2013-07-24",21.2321
"2013-07-25",21.6646
"2013-07-26",20.7607
"2013-07-27",21.4869
"2013-07-28",22.0375
"2013-07-29",22.3332
"2013-07-30",21.4455
"2013-07-31",21.4222
"2013-08-01",21.6721
"2013-08-02",21.8365
"2013-08-03",21.8787
"2013-08-04",21.3674
"2013-08-05",20.7768
"2013-08-06",21.2592
"2013-08-07",21.4091
"2013-08-08",21.2981
"2013-08-09",21.2443
"2013-08-10",21.7612
"2013-08-11",21.6812
"2013-08-12",21.7074
"2013-08-13",21.4251
"2013-08-14",20.9691
"2013-08-15",21.1566
"2013-08-16",21.1893
"2013-08-17",21.4308
"2013-08-18",21.6567
"2013-08-19",21.5687
"2013-08-20",21.4579
"2013-08-21",21.5482
"2013-08-22",21.2149
"2013-08-23",21.1775
"2013-08-24",21.3454
"2013-08-25",21.4456
"2013-08-26",21.9734
"2013-08-27",21.9929
"2013-08-28",22.0742
"2013-08-29",21.8789
"2013-08-30",22.5662
"2013-08-31",22.3304
"2013-09-01",22.533
"2013-09-02",21.9145
"2013-09-03",21.7141
"2013-09-04",21.4207
"2013-09-05",20.8747
"2013-09-06",20.5947
"2013-09-07",20.7054
"2013-09-08",21.7568
"2013-09-09",21.6302
"2013-09-10",21.6776
"2013-09-11",21.3996
"2013-09-12",21.495
"2013-09-13",21.7736
"2013-09-14",21.9141
"2013-09-15",21.9903
"2013-09-16",21.9918
"2013-09-17",21.8938
"2013-09-18",21.9235
"2013-09-19",22.5644
"2013-09-20",22.3289
"2013-09-21",22.0235
"2013-09-22",21.7669
"2013-09-23",21.4481
"2013-09-24",20.9778
"2013-09-25",21.7407
"2013-09-26",21.6449
"2013-09-27",21.5751
"2013-09-28",21.5154
"2013-09-29",20.968
"2013-09-30",20.892
"2013-10-01",22.0781
"2013-10-02",21.9449
"2013-10-03",21.8016
"2013-10-04",21.8073
"2013-10-05",21.6372
"2013-10-06",20.2991
"2013-10-07",21.5355
"2013-10-08",20.8423
"2013-10-09",21.5147
"2013-10-10",21.9508
"2013-10-11",22.0064
"2013-10-12",22.0214
"2013-10-13",22.0005
"2013-10-14",21.8734
"2013-10-15",21.8034
"2013-10-16",22.3624
"2013-10-17",21.8685
"2013-10-18",21.7308
"2013-10-19",21.4387
"2013-10-20",21.3636
"2013-10-21",21.8428
"2013-10-22",22.1393
"2013-10-23",22.0048
"2013-10-24",22.031
"2013-10-25",22.0818
"2013-10-26",21.3537
"2013-10-27",22.2462
"2013-10-28",22.039
"2013-10-29",21.9961
"2013-10-30",21.8957
"2013-10-31",21.5948
"2013-11-01",21.8496
"2013-11-02",22.1476
"2013-11-03",22.0475
"2013-11-04",21.9828
"2013-11-05",21.5507
"2013-11-06",21.5427
"2013-11-07",21.4328
"2013-11-08",21.6732
"2013-11-09",22.3754
"2013-11-10",22.2757
"2013-11-11",22.3652
"2013-11-12",22.4249
"2013-11-13",21.019
"2013-11-14",20.7504
"2013-11-15",20.6483
"2013-11-16",21.3406
"2013-11-17",21.98
"2013-11-18",21.3175
"2013-11-19",21.7172
"2013-11-20",21.782
"2013-11-21",21.5881
"2013-11-22",22.0758
"2013-11-23",21.8865
"2013-11-24",21.6986
"2013-11-25",21.7396
"2013-11-26",21.3669
"2013-11-27",21.0749
"2013-11-28",20.615
"2013-11-29",20.7332
"2013-11-30",21.1026
"2013-12-01",21.5468
"2013-12-02",21.5897
"2013-12-03",21.5319
"2013-12-04",22.0315
"2013-12-05",21.3383
"2013-12-06",21.0669
"2013-12-07",20.8585
"2013-12-08",21.0071
"2013-12-09",20.7012
"2013-12-10",20.1696
"2013-12-11",20.5137
"2013-12-12",21.3644
"2013-12-13",21.3437
"2013-12-14",21.3624
"2013-12-15",21.6177
"2013-12-16",20.9775
"2013-12-17",20.6506
"2013-12-18",21.6681
"2013-12-19",21.9727
"2013-12-20",22.0995
"2013-12-21",21.9211
"2013-12-22",20.96
"2013-12-23",20.0748
"2013-12-24",21.7848
"2013-12-25",21.1688
"2013-12-26",19.9898
"2013-12-27",20.5192
"2013-12-28",20.9271
"2013-12-29",20.5827
"2013-12-30",20.6478
"2013-12-31",20.3934
"2014-01-01",20.5033
"2014-01-02",21.2214
"2014-01-03",21.5495
"2014-01-04",20.7706
"2014-01-05",20.3251
"2014-01-06",21.5889
"2014-01-07",21.4708
"2014-01-08",20.9388
"2014-01-09",21.3131
"2014-01-10",21.1614
"2014-01-11",20.9063
"2014-01-12",21.3552
"2014-01-13",22.1002
"2014-01-14",21.6471
"2014-01-15",21.6605
"2014-01-16",21.2487
"2014-01-17",20.9701
"2014-01-18",20.884
"2014-01-19",19.8252
"2014-01-20",19.5021
"2014-01-21",19.9551
"2014-01-22",20.7981
"2014-01-23",20.4141
"2014-01-24",20.1441
"2014-01-25",18.6948
"2014-01-26",18.7928
"2014-01-27",19.9
"2014-01-28",20.8152
"2014-01-29",21.3073
"2014-01-30",21.2499
"2014-01-31",21.5321
"2014-02-01",21.2706
"2014-02-02",20.4675
"2014-02-03",19.4599
"2014-02-04",19.7956
"2014-02-05",19.4733
"2014-02-06",17.3445
"2014-02-07",16.7008
"2014-02-08",18.303
"2014-02-09",18.417
"2014-02-10",17.8036
"2014-02-11",18.018
"2014-02-12",18.517
"2014-02-13",19.2324
"2014-02-14",19.8669
"2014-02-15",20.6107
"2014-02-16",21.0856
"2014-02-17",20.8628
"2014-02-18",20.8309
"2014-02-19",20.637
"2014-02-20",21.3079
"2014-02-21",20.8729
"2014-02-22",20.1985
"2014-02-23",20.7598
"2014-02-24",20.3581
"2014-02-25",19.5848
"2014-02-26",19.3059
"2014-02-27",20.5575
"2014-02-28",21.2335
"2014-03-01",21.372
"2014-03-02",21.0898
"2014-03-03",20.9356
"2014-03-04",20.9572
"2014-03-05",21.0864
"2014-03-06",21.3812
"2014-03-07",21.1792
"2014-03-08",20.7422
"2014-03-09",20.3657
"2014-03-10",19.2791
"2014-03-11",18.884
"2014-03-12",19.234
"2014-03-13",18.9708
"2014-03-14",17.4507
"2014-03-15",19.4867
"2014-03-16",20.2687
"2014-03-17",21.5081
"2014-03-18",21.6141
"2014-03-19",21.8563
"2014-03-20",21.8821
"2014-03-21",22.4553
"2014-03-22",21.5866
"2014-03-23",21.0118
"2014-03-24",20.3824
"2014-03-25",18.9601
"2014-03-26",19.9292
"2014-03-27",21.0938
"2014-03-28",21.4222
"2014-03-29",20.2484
"2014-03-30",19.3786
"2014-03-31",20.3347
"2014-04-01",21.5182
"2014-04-02",22.4519
"2014-04-03",21.7758
"2014-04-04",22.3579
"2014-04-05",22.2198
"2014-04-06",22.0267
"2014-04-07",22.2194
"2014-04-08",21.8663
"2014-04-09",22.1477
"2014-04-10",21.6863
"2014-04-11",22.0377
"2014-04-12",22.6999
"2014-04-13",22.0109
"2014-04-14",21.7276
"2014-04-15",21.8503
"2014-04-16",21.9172
"2014-04-17",22.2209
"2014-04-18",22.4294
"2014-04-19",22.5004
"2014-04-20",22.9563
"2014-04-21",22.8827
"2014-04-22",22.5639
"2014-04-23",22.7872
"2014-04-24",22.7413
"2014-04-25",22.9916
"2014-04-26",23.3406
"2014-04-27",22.8852
"2014-04-28",22.4207
"2014-04-29",21.9163
"2014-04-30",22.2195
"2014-05-01",22.7803
"2014-05-02",22.3807
"2014-05-03",22.533
"2014-05-04",22.9288
"2014-05-05",22.6789
"2014-05-06",22.3697
"2014-05-07",22.1222
"2014-05-08",22.7998
"2014-05-09",23.1496
"2014-05-10",23.2948
"2014-05-11",22.8904
"2014-05-12",22.8851
"2014-05-13",22.8078
"2014-05-14",22.981
"2014-05-15",22.9292
"2014-05-16",22.8755
"2014-05-17",21.7401
"2014-05-18",22.5612
"2014-05-19",23.4019
"2014-05-20",22.9709
"2014-05-21",22.4367
"2014-05-22",23.0281
"2014-05-23",23.5467
"2014-05-24",23.8667
"2014-05-25",23.4469
"2014-05-26",23.8584
"2014-05-27",23.7628
"2014-05-28",23.2057
"2014-05-29",23.0947
"2014-05-30",23.1427
"2014-05-31",23.8086
"2014-06-01",23.6811
"2014-06-02",22.7568
"2014-06-03",22.0944
"2014-06-04",22.847
"2014-06-05",22.7419
"2014-06-06",22.9258
"2014-06-07",23.0782
"2014-06-08",23.3397
"2014-06-09",22.2571
"2014-06-10",22.4158
"2014-06-11",22.6886
"2014-06-12",22.5748
"2014-06-13",22.7181
"2014-06-14",23.274
"2014-06-15",22.7588
"2014-06-16",22.287
"2014-06-17",21.9483
"2014-06-18",22.622
"2014-06-19",22.6921
"2014-06-20",22.9833
"2014-06-21",22.7628
"2014-06-22",22.6133
"2014-06-23",22.3747
"2014-06-24",22.6964
"2014-06-25",22.5192
"2014-06-26",21.9082
"2014-06-27",22.2352
"2014-06-28",22.6021
"2014-06-29",22.7221
"2014-06-30",22.1546
"2014-07-01",22.4083
"2014-07-02",22.0589
"2014-07-03",22.2418
"2014-07-04",22.6703
"2014-07-05",22.3423
"2014-07-06",22.2937
"2014-07-07",22.1774
"2014-07-08",22.1649
"2014-07-09",22.5662
"2014-07-10",21.5848
"2014-07-11",21.6734
"2014-07-12",22.1026
"2014-07-13",22.3719
"2014-07-14",21.8895
"2014-07-15",21.4752
"2014-07-16",21.6848
"2014-07-17",21.5945
"2014-07-18",22.2705
"2014-07-19",22.2375
"2014-07-20",22.0421
"2014-07-21",21.5949
"2014-07-22",22.1657
"2014-07-23",21.914
"2014-07-24",21.8524
"2014-07-25",22.0237
"2014-07-26",22.4648
"2014-07-27",22.2782
"2014-07-28",22.3532
"2014-07-29",22.0844
"2014-07-30",21.5749
"2014-07-31",22.1378
"2014-08-01",21.8949
"2014-08-02",22.2281
"2014-08-03",22.1309
"2014-08-04",22.1607
"2014-08-05",21.8095
"2014-08-06",21.3799
"2014-08-07",21.9337
"2014-08-08",21.6532
"2014-08-09",21.5267
"2014-08-10",21.9813
"2014-08-11",21.6224
"2014-08-12",21.4226
"2014-08-13",21.5835
"2014-08-14",21.6851
"2014-08-15",21.8845
"2014-08-16",21.89
"2014-08-17",22.0794
"2014-08-18",22.176
"2014-08-19",21.9401
"2014-08-20",22.2123
"2014-08-21",22.0103
"2014-08-22",21.4516
"2014-08-23",21.7492
"2014-08-24",22.1023
"2014-08-25",21.4745
"2014-08-26",20.7744
"2014-08-27",20.3322
"2014-08-28",20.8293
"2014-08-29",21.6844
"2014-08-30",21.9252
"2014-08-31",22.1116
"2014-09-01",21.9026
"2014-09-02",21.8728
"2014-09-03",21.4773
"2014-09-04",21.8645
"2014-09-05",22.0127
"2014-09-06",22.2216
"2014-09-07",22.1092
"2014-09-08",22.1374
"2014-09-09",21.9705
"2014-09-10",21.8507
"2014-09-11",22.0998
"2014-09-12",21.9429
"2014-09-13",22.2316
"2014-09-14",22.2068
"2014-09-15",22.0862
"2014-09-16",22.1273
"2014-09-17",21.9854
"2014-09-18",22.3503
"2014-09-19",22.115
"2014-09-20",21.0921
"2014-09-21",21.6983
"2014-09-22",22.1358
"2014-09-23",22.5014
"2014-09-24",22.5782
"2014-09-25",22.1538
"2014-09-26",22.0131
"2014-09-27",22.0777
"2014-09-28",22.2018
"2014-09-29",22.4859
"2014-09-30",22.0973
"2014-10-01",21.8777
"2014-10-02",22.0314
"2014-10-03",22.1956
"2014-10-04",22.6666
"2014-10-05",23.0319
"2014-10-06",22.589
"2014-10-07",21.844
"2014-10-08",22.0438
"2014-10-09",22.3832
"2014-10-10",22.315
"2014-10-11",21.9242
"2014-10-12",22.1785
"2014-10-13",22.2475
"2014-10-14",22.3435
"2014-10-15",22.3437
"2014-10-16",22.1125
"2014-10-17",21.9459
"2014-10-18",21.6854
"2014-10-19",22.2049
"2014-10-20",22.2979
"2014-10-21",21.9935
"2014-10-22",22.1511
"2014-10-23",21.9469
"2014-10-24",21.8303
"2014-10-25",21.9964
"2014-10-26",21.8829
"2014-10-27",21.5157
"2014-10-28",21.9612
"2014-10-29",22.1613
"2014-10-30",21.7769
"2014-10-31",21.1753
"2014-11-01",21.3787
"2014-11-02",21.4376
"2014-11-03",21.6157
"2014-11-04",21.0893
"2014-11-05",21.3975
"2014-11-06",21.5533
"2014-11-07",19.7725
"2014-11-08",20.6025
"2014-11-09",20.6963
"2014-11-10",21.2378
"2014-11-11",21.5744
"2014-11-12",22.0642
"2014-11-13",21.7869
"2014-11-14",21.7879
"2014-11-15",21.6807
"2014-11-16",21.4778
"2014-11-17",21.8435
"2014-11-18",21.4493
"2014-11-19",21.4416
"2014-11-20",22.0174
"2014-11-21",22.0515
"2014-11-22",21.7431
"2014-11-23",21.6511
"2014-11-24",21.3795
"2014-11-25",21.0814
"2014-11-26",21.5923
"2014-11-27",22.1401
"2014-11-28",22.0585
"2014-11-29",21.3773
"2014-11-30",21.5639
"2014-12-01",22.4733
"2014-12-02",22.0819
"2014-12-03",21.7859
"2014-12-04",21.8571
"2014-12-05",21.8013
"2014-12-06",21.9021
"2014-12-07",22.2467
"2014-12-08",22.0301
"2014-12-09",22.2718
"2014-12-10",21.8798
"2014-12-11",21.7187
"2014-12-12",21.6
"2014-12-13",21.7961
"2014-12-14",21.5851
"2014-12-15",22.0884
"2014-12-16",22.1193
"2014-12-17",21.993
"2014-12-18",22.3388
"2014-12-19",21.997
"2014-12-20",20.881
"2014-12-21",21.8044
"2014-12-22",21.702
"2014-12-23",21.9667
"2014-12-24",21.7696
"2014-12-25",21.1493
"2014-12-26",20.4318
"2014-12-27",20.7319
"2014-12-28",21.8274
"2014-12-29",21.4874
"2014-12-30",21.066
"2014-12-31",21.8278
"2015-01-01",21.9872
"2015-01-02",20.6121
"2015-01-03",21.2561
"2015-01-04",22.0392
"2015-01-05",21.5855
"2015-01-06",21.431
"2015-01-07",20.8963
"2015-01-08",19.7082
"2015-01-09",19.3655
"2015-01-10",19.2798
"2015-01-11",19.2731
"2015-01-12",19.0481
"2015-01-13",18.9013
"2015-01-14",20.1689
"2015-01-15",21.0486
"2015-01-16",21.3722
"2015-01-17",20.9501
"2015-01-18",21.0519
"2015-01-19",20.6367
"2015-01-20",19.5639
"2015-01-21",18.422
"2015-01-22",19.4067
"2015-01-23",20.3166
"2015-01-24",20.9545
"2015-01-25",20.812
"2015-01-26",20.5205
"2015-01-27",21.0853
"2015-01-28",21.4624
"2015-01-29",21.7645
"2015-01-30",21.7559
"2015-01-31",21.5048
"2015-02-01",21.1191
"2015-02-02",21.5876
"2015-02-03",21.3997
"2015-02-04",21.0199
"2015-02-05",21.2748
"2015-02-06",21.4747
"2015-02-07",21.0762
"2015-02-08",20.7867
"2015-02-09",21.6517
"2015-02-10",21.5362
"2015-02-11",21.5286
"2015-02-12",21.922
"2015-02-13",21.7858
"2015-02-14",20.1493
"2015-02-15",17.4584
"2015-02-16",16.2862
"2015-02-17",17.6054
"2015-02-18",17.4145
"2015-02-19",17.9664
"2015-02-20",18.4008
"2015-02-21",19.4137
"2015-02-22",20.5912
"2015-02-23",21.2621
"2015-02-24",22.0073
"2015-02-25",22.1099
"2015-02-26",21.991
"2015-02-27",21.3409
"2015-02-28",21.2653
"2015-03-01",21.4808
"2015-03-02",22.048
"2015-03-03",21.2714
"2015-03-04",21.3933
"2015-03-05",21.5387
"2015-03-06",21.2519
"2015-03-07",20.9949
"2015-03-08",20.2751
"2015-03-09",20.3832
"2015-03-10",20.2934
"2015-03-11",20.8617
"2015-03-12",21.9018
"2015-03-13",21.641
"2015-03-14",21.3827
"2015-03-15",21.5969
"2015-03-16",21.8727
"2015-03-17",21.9419
"2015-03-18",21.4091
"2015-03-19",20.9517
"2015-03-20",21.0227
"2015-03-21",20.9767
"2015-03-22",21.3798
"2015-03-23",21.3701
"2015-03-24",20.8766
"2015-03-25",20.303
"2015-03-26",21.1464
"2015-03-27",22.059
"2015-03-28",22.0345
"2015-03-29",22.2206
"2015-03-30",22.0406
"2015-03-31",22.087
"2015-04-01",22.106
"2015-04-02",21.7811
"2015-04-03",22.4791
"2015-04-04",22.7648
"2015-04-05",22.8849
"2015-04-06",22.6086
"2015-04-07",22.4297
"2015-04-08",22.2489
"2015-04-09",22.4866
"2015-04-10",22.3265
"2015-04-11",22.1934
"2015-04-12",22.2612
"2015-04-13",21.391
"2015-04-14",21.815
"2015-04-15",22.3863
"2015-04-16",22.375
"2015-04-17",22.41
"2015-04-18",22.2596
"2015-04-19",22.7494
"2015-04-20",22.3608
"2015-04-21",21.8708
"2015-04-22",22.2422
"2015-04-23",22.2266
"2015-04-24",22.4066
"2015-04-25",22.1109
"2015-04-26",22.0952
"2015-04-27",22.1316
"2015-04-28",22.306
"2015-04-29",21.9502
"2015-04-30",22.241
"2015-05-01",22.3931
"2015-05-02",23.3023
"2015-05-03",22.8855
"2015-05-04",22.539
"2015-05-05",22.6853
"2015-05-06",22.4872
"2015-05-07",22.5233
"2015-05-08",22.9334
"2015-05-09",22.8235
"2015-05-10",22.7127
"2015-05-11",22.7021
"2015-05-12",22.9766
"2015-05-13",22.8737
"2015-05-14",23.2717
"2015-05-15",23.424
"2015-05-16",23.0498
"2015-05-17",22.7142
"2015-05-18",22.8067
"2015-05-19",23.044
"2015-05-20",23.4603
"2015-05-21",23.3076
"2015-05-22",23.2276
"2015-05-23",22.9152
"2015-05-24",23.1959
"2015-05-25",23.1789
"2015-05-26",23.7617
"2015-05-27",23.7802
"2015-05-28",23.6677
"2015-05-29",23.5003
"2015-05-30",23.5837
"2015-05-31",23.1647
"2015-06-01",22.6852
"2015-06-02",23.1363
"2015-06-03",23.7409
"2015-06-04",23.0221
"2015-06-05",22.138
"2015-06-06",22.6022
"2015-06-07",22.9451
"2015-06-08",22.5947
"2015-06-09",22.4669
"2015-06-10",22.7977
"2015-06-11",23.0397
"2015-06-12",22.4501
"2015-06-13",22.8178
"2015-06-14",22.752
"2015-06-15",23.0384
"2015-06-16",22.4749
"2015-06-17",22.6416
"2015-06-18",22.8064
"2015-06-19",22.6943
"2015-06-20",22.775
"2015-06-21",22.3016
"2015-06-22",22.1287
"2015-06-23",22.6216
"2015-06-24",22.4694
"2015-06-25",22.7738
"2015-06-26",22.8955
"2015-06-27",22.6167
"2015-06-28",22.6387
"2015-06-29",22.2126
"2015-06-30",22.5514
"2015-07-01",22.8579
"2015-07-02",22.7889
"2015-07-03",23.027
"2015-07-04",23.0887
"2015-07-05",23.0507
"2015-07-06",22.1576
"2015-07-07",21.8731
"2015-07-08",21.7618
"2015-07-09",21.97
"2015-07-10",22.815
"2015-07-11",22.5077
"2015-07-12",22.7687
"2015-07-13",22.3974
"2015-07-14",22.7712
"2015-07-15",22.7086
"2015-07-16",22.7246
"2015-07-17",21.9483
"2015-07-18",22.2117
"2015-07-19",21.9554
"2015-07-20",21.7359
"2015-07-21",22.1832
"2015-07-22",22.2065
"2015-07-23",21.8516
"2015-07-24",21.5092
"2015-07-25",22.2543
"2015-07-26",21.6771
"2015-07-27",21.34
"2015-07-28",21.537
"2015-07-29",21.6514
"2015-07-30",22.021
"2015-07-31",21.9263
"2015-08-01",22.1457
"2015-08-02",22.5471
"2015-08-03",22.486
"2015-08-04",22.4575
"2015-08-05",22.2743
"2015-08-06",22.3564
"2015-08-07",22.4015
"2015-08-08",21.99
"2015-08-09",22.4409
"2015-08-10",22.6655
"2015-08-11",22.6018
"2015-08-12",22.7021
"2015-08-13",22.5657
"2015-08-14",22.5934
"2015-08-15",22.8489
"2015-08-16",21.8941
"2015-08-17",22.2153
"2015-08-18",22.4834
"2015-08-19",22.1844
"2015-08-20",22.324
"2015-08-21",22.315
"2015-08-22",22.4943
"2015-08-23",23.1538
"2015-08-24",22.5091
"2015-08-25",22.7622
"2015-08-26",22.8611
"2015-08-27",22.7486
"2015-08-28",22.1476
"2015-08-29",22.6494
"2015-08-30",22.9484
"2015-08-31",22.7952
"2015-09-01",23.15
"2015-09-02",22.9204
"2015-09-03",22.8665
"2015-09-04",22.4943
"2015-09-05",22.476
"2015-09-06",22.0413
"2015-09-07",20.6131
"2015-09-08",21.6709
"2015-09-09",21.5
"2015-09-10",21.9694
"2015-09-11",21.8443
"2015-09-12",22.4054
"2015-09-13",22.7248
"2015-09-14",22.7788
"2015-09-15",22.6293
"2015-09-16",22.6295
"2015-09-17",22.9014
"2015-09-18",23.1024
"2015-09-19",22.8721
"2015-09-20",22.9393
"2015-09-21",23.0211
"2015-09-22",22.9421
"2015-09-23",23.171
"2015-09-24",22.3415
"2015-09-25",22.3773
"2015-09-26",22.163
"2015-09-27",22.3215
"2015-09-28",22.4586
"2015-09-29",22.0132
"2015-09-30",21.4779
"2015-10-01",22.1069
"2015-10-02",22.2287
"2015-10-03",22.729
"2015-10-04",22.8295
"2015-10-05",22.1834
"2015-10-06",22.3443
"2015-10-07",22.8074
"2015-10-08",22.5251
"2015-10-09",21.304
"2015-10-10",21.689
"2015-10-11",22.3051
"2015-10-12",22.5524
"2015-10-13",22.5385
"2015-10-14",22.4364
"2015-10-15",22.1594
"2015-10-16",22.484
"2015-10-17",22.2054
"2015-10-18",22.6086
"2015-10-19",22.7457
"2015-10-20",22.4182
"2015-10-21",22.4079
"2015-10-22",22.7822
"2015-10-23",22.8177
"2015-10-24",22.8331
"2015-10-25",22.0485
"2015-10-26",21.5981
"2015-10-27",21.7044
"2015-10-28",21.869
"2015-10-29",22.2595
"2015-10-30",22.4583
"2015-10-31",22.2537
"2015-11-01",22.1562
"2015-11-02",21.9712
"2015-11-03",21.9744
"2015-11-04",22.2284
"2015-11-05",22.1112
"2015-11-06",22.1046
"2015-11-07",22.3371
"2015-11-08",22.1435
"2015-11-09",22.2946
"2015-11-10",22.7219
"2015-11-11",22.7099
"2015-11-12",22.3169
"2015-11-13",22.2878
